,Glitzy All Over,Fomo,Coco Beach,Martha Lavinia,Mista Pumblechook,Gotonebettor,Lilbitahenrytee,Mods,Pinkie Promise,Only In Rome Nz
10,"[datetime.datetime(2022, 11, 28, 17, 29, 50, 809986), 17.0, 28.0]","[datetime.datetime(2022, 11, 28, 17, 29, 50, 809986), 3.8, 4.3]","[datetime.datetime(2022, 11, 28, 17, 29, 50, 809986), 1.6, 1.86]","[datetime.datetime(2022, 11, 28, 17, 29, 50, 809986), 7.0, 12.5]","[datetime.datetime(2022, 11, 28, 17, 29, 50, 809986), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 17, 29, 50, 809986), 31.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 29, 50, 809986), 41.0, 90.0]","[datetime.datetime(2022, 11, 28, 17, 29, 50, 809986), 61.0, 140.0]","[datetime.datetime(2022, 11, 28, 17, 29, 50, 809986), 101.0, 220.0]","[datetime.datetime(2022, 11, 28, 17, 29, 50, 809986), 16.0, 99999]"
11,"[datetime.datetime(2022, 11, 28, 17, 29, 52, 71135), 17.0, 28.0]","[datetime.datetime(2022, 11, 28, 17, 29, 52, 71135), 3.8, 4.3]","[datetime.datetime(2022, 11, 28, 17, 29, 52, 71135), 1.6, 1.85]","[datetime.datetime(2022, 11, 28, 17, 29, 52, 71135), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 29, 52, 71135), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 17, 29, 52, 71135), 31.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 29, 52, 71135), 41.0, 90.0]","[datetime.datetime(2022, 11, 28, 17, 29, 52, 71135), 61.0, 140.0]","[datetime.datetime(2022, 11, 28, 17, 29, 52, 71135), 101.0, 220.0]","[datetime.datetime(2022, 11, 28, 17, 29, 52, 71135), 16.0, 99999]"
12,"[datetime.datetime(2022, 11, 28, 17, 29, 53, 321463), 17.0, 29.0]","[datetime.datetime(2022, 11, 28, 17, 29, 53, 321463), 3.8, 4.3]","[datetime.datetime(2022, 11, 28, 17, 29, 53, 321463), 1.6, 1.84]","[datetime.datetime(2022, 11, 28, 17, 29, 53, 321463), 7.0, 13.0]","[datetime.datetime(2022, 11, 28, 17, 29, 53, 321463), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 29, 53, 321463), 31.0, 65.0]","[datetime.datetime(2022, 11, 28, 17, 29, 53, 321463), 41.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 29, 53, 321463), 61.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 29, 53, 321463), 101.0, 220.0]","[datetime.datetime(2022, 11, 28, 17, 29, 53, 321463), 16.0, 99999]"
13,"[datetime.datetime(2022, 11, 28, 17, 29, 54, 575716), 17.0, 29.0]","[datetime.datetime(2022, 11, 28, 17, 29, 54, 575716), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 17, 29, 54, 575716), 1.6, 1.88]","[datetime.datetime(2022, 11, 28, 17, 29, 54, 575716), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 29, 54, 575716), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 17, 29, 54, 575716), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 29, 54, 575716), 41.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 29, 54, 575716), 61.0, 150.0]","[datetime.datetime(2022, 11, 28, 17, 29, 54, 575716), 101.0, 320.0]","[datetime.datetime(2022, 11, 28, 17, 29, 54, 575716), 16.0, 99999]"
14,"[datetime.datetime(2022, 11, 28, 17, 29, 55, 865610), 17.0, 26.0]","[datetime.datetime(2022, 11, 28, 17, 29, 55, 865610), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 17, 29, 55, 865610), 1.6, 1.87]","[datetime.datetime(2022, 11, 28, 17, 29, 55, 865610), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 29, 55, 865610), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 17, 29, 55, 865610), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 17, 29, 55, 865610), 41.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 29, 55, 865610), 61.0, 150.0]","[datetime.datetime(2022, 11, 28, 17, 29, 55, 865610), 101.0, 310.0]","[datetime.datetime(2022, 11, 28, 17, 29, 55, 865610), 16.0, 99999]"
15,"[datetime.datetime(2022, 11, 28, 17, 29, 57, 138284), 16.0, 26.0]","[datetime.datetime(2022, 11, 28, 17, 29, 57, 138284), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 17, 29, 57, 138284), 1.65, 1.87]","[datetime.datetime(2022, 11, 28, 17, 29, 57, 138284), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 29, 57, 138284), 26.0, 44.0]","[datetime.datetime(2022, 11, 28, 17, 29, 57, 138284), 41.0, 50.0]","[datetime.datetime(2022, 11, 28, 17, 29, 57, 138284), 41.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 29, 57, 138284), 61.0, 150.0]","[datetime.datetime(2022, 11, 28, 17, 29, 57, 138284), 101.0, 310.0]","[datetime.datetime(2022, 11, 28, 17, 29, 57, 138284), 16.0, 99999]"
16,"[datetime.datetime(2022, 11, 28, 17, 29, 58, 402219), 16.0, 28.0]","[datetime.datetime(2022, 11, 28, 17, 29, 58, 402219), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 17, 29, 58, 402219), 1.65, 1.88]","[datetime.datetime(2022, 11, 28, 17, 29, 58, 402219), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 29, 58, 402219), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 29, 58, 402219), 41.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 29, 58, 402219), 41.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 29, 58, 402219), 61.0, 140.0]","[datetime.datetime(2022, 11, 28, 17, 29, 58, 402219), 101.0, 290.0]","[datetime.datetime(2022, 11, 28, 17, 29, 58, 402219), 16.0, 99999]"
17,"[datetime.datetime(2022, 11, 28, 17, 29, 59, 640570), 16.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 29, 59, 640570), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 17, 29, 59, 640570), 1.65, 1.91]","[datetime.datetime(2022, 11, 28, 17, 29, 59, 640570), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 29, 59, 640570), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 29, 59, 640570), 41.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 29, 59, 640570), 41.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 29, 59, 640570), 61.0, 140.0]","[datetime.datetime(2022, 11, 28, 17, 29, 59, 640570), 101.0, 290.0]","[datetime.datetime(2022, 11, 28, 17, 29, 59, 640570), 16.0, 99999]"
18,"[datetime.datetime(2022, 11, 28, 17, 30, 0, 889881), 16.0, 28.0]","[datetime.datetime(2022, 11, 28, 17, 30, 0, 889881), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 17, 30, 0, 889881), 1.65, 1.91]","[datetime.datetime(2022, 11, 28, 17, 30, 0, 889881), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 30, 0, 889881), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 17, 30, 0, 889881), 41.0, 50.0]","[datetime.datetime(2022, 11, 28, 17, 30, 0, 889881), 41.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 30, 0, 889881), 61.0, 140.0]","[datetime.datetime(2022, 11, 28, 17, 30, 0, 889881), 101.0, 290.0]","[datetime.datetime(2022, 11, 28, 17, 30, 0, 889881), 16.0, 99999]"
19,"[datetime.datetime(2022, 11, 28, 17, 30, 2, 130431), 16.0, 28.0]","[datetime.datetime(2022, 11, 28, 17, 30, 2, 130431), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 17, 30, 2, 130431), 1.65, 1.91]","[datetime.datetime(2022, 11, 28, 17, 30, 2, 130431), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 30, 2, 130431), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 17, 30, 2, 130431), 41.0, 50.0]","[datetime.datetime(2022, 11, 28, 17, 30, 2, 130431), 41.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 30, 2, 130431), 61.0, 140.0]","[datetime.datetime(2022, 11, 28, 17, 30, 2, 130431), 101.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 30, 2, 130431), 16.0, 99999]"
20,"[datetime.datetime(2022, 11, 28, 17, 30, 3, 379506), 16.0, 28.0]","[datetime.datetime(2022, 11, 28, 17, 30, 3, 379506), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 17, 30, 3, 379506), 1.65, 1.91]","[datetime.datetime(2022, 11, 28, 17, 30, 3, 379506), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 30, 3, 379506), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 17, 30, 3, 379506), 41.0, 50.0]","[datetime.datetime(2022, 11, 28, 17, 30, 3, 379506), 41.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 30, 3, 379506), 61.0, 140.0]","[datetime.datetime(2022, 11, 28, 17, 30, 3, 379506), 101.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 30, 3, 379506), 16.0, 99999]"
21,"[datetime.datetime(2022, 11, 28, 17, 30, 4, 630236), 16.0, 28.0]","[datetime.datetime(2022, 11, 28, 17, 30, 4, 630236), 3.7, 4.4]","[datetime.datetime(2022, 11, 28, 17, 30, 4, 630236), 1.65, 1.91]","[datetime.datetime(2022, 11, 28, 17, 30, 4, 630236), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 30, 4, 630236), 26.0, 50.0]","[datetime.datetime(2022, 11, 28, 17, 30, 4, 630236), 41.0, 50.0]","[datetime.datetime(2022, 11, 28, 17, 30, 4, 630236), 41.0, 80.0]","[datetime.datetime(2022, 11, 28, 17, 30, 4, 630236), 61.0, 140.0]","[datetime.datetime(2022, 11, 28, 17, 30, 4, 630236), 101.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 30, 4, 630236), 16.0, 99999]"
22,"[datetime.datetime(2022, 11, 28, 17, 30, 5, 874158), 16.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 5, 874158), 3.7, 3.95]","[datetime.datetime(2022, 11, 28, 17, 30, 5, 874158), 1.65, 1.94]","[datetime.datetime(2022, 11, 28, 17, 30, 5, 874158), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 30, 5, 874158), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 5, 874158), 41.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 5, 874158), 41.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 30, 5, 874158), 61.0, 140.0]","[datetime.datetime(2022, 11, 28, 17, 30, 5, 874158), 101.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 30, 5, 874158), 16.0, 99999]"
23,"[datetime.datetime(2022, 11, 28, 17, 30, 7, 116193), 16.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 7, 116193), 3.7, 3.85]","[datetime.datetime(2022, 11, 28, 17, 30, 7, 116193), 1.65, 1.96]","[datetime.datetime(2022, 11, 28, 17, 30, 7, 116193), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 30, 7, 116193), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 7, 116193), 41.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 7, 116193), 41.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 30, 7, 116193), 61.0, 140.0]","[datetime.datetime(2022, 11, 28, 17, 30, 7, 116193), 101.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 30, 7, 116193), 16.0, 99999]"
24,"[datetime.datetime(2022, 11, 28, 17, 30, 8, 376273), 16.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 8, 376273), 3.7, 3.85]","[datetime.datetime(2022, 11, 28, 17, 30, 8, 376273), 1.65, 1.97]","[datetime.datetime(2022, 11, 28, 17, 30, 8, 376273), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 30, 8, 376273), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 8, 376273), 41.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 8, 376273), 41.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 30, 8, 376273), 61.0, 140.0]","[datetime.datetime(2022, 11, 28, 17, 30, 8, 376273), 101.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 30, 8, 376273), 16.0, 99999]"
25,"[datetime.datetime(2022, 11, 28, 17, 30, 9, 657346), 16.0, 26.0]","[datetime.datetime(2022, 11, 28, 17, 30, 9, 657346), 3.7, 3.8]","[datetime.datetime(2022, 11, 28, 17, 30, 9, 657346), 1.65, 1.98]","[datetime.datetime(2022, 11, 28, 17, 30, 9, 657346), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 30, 9, 657346), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 9, 657346), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 9, 657346), 41.0, 85.0]","[datetime.datetime(2022, 11, 28, 17, 30, 9, 657346), 61.0, 140.0]","[datetime.datetime(2022, 11, 28, 17, 30, 9, 657346), 101.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 30, 9, 657346), 16.0, 99999]"
26,"[datetime.datetime(2022, 11, 28, 17, 30, 10, 945261), 16.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 10, 945261), 3.7, 3.8]","[datetime.datetime(2022, 11, 28, 17, 30, 10, 945261), 1.65, 1.99]","[datetime.datetime(2022, 11, 28, 17, 30, 10, 945261), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 30, 10, 945261), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 10, 945261), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 10, 945261), 41.0, 90.0]","[datetime.datetime(2022, 11, 28, 17, 30, 10, 945261), 61.0, 140.0]","[datetime.datetime(2022, 11, 28, 17, 30, 10, 945261), 101.0, 450.0]","[datetime.datetime(2022, 11, 28, 17, 30, 10, 945261), 16.0, 99999]"
27,"[datetime.datetime(2022, 11, 28, 17, 30, 12, 186390), 16.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 12, 186390), 3.7, 3.8]","[datetime.datetime(2022, 11, 28, 17, 30, 12, 186390), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 17, 30, 12, 186390), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 30, 12, 186390), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 12, 186390), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 12, 186390), 41.0, 90.0]","[datetime.datetime(2022, 11, 28, 17, 30, 12, 186390), 61.0, 140.0]","[datetime.datetime(2022, 11, 28, 17, 30, 12, 186390), 101.0, 450.0]","[datetime.datetime(2022, 11, 28, 17, 30, 12, 186390), 16.0, 99999]"
28,"[datetime.datetime(2022, 11, 28, 17, 30, 13, 412402), 16.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 13, 412402), 3.7, 3.8]","[datetime.datetime(2022, 11, 28, 17, 30, 13, 412402), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 17, 30, 13, 412402), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 30, 13, 412402), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 13, 412402), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 13, 412402), 41.0, 90.0]","[datetime.datetime(2022, 11, 28, 17, 30, 13, 412402), 61.0, 140.0]","[datetime.datetime(2022, 11, 28, 17, 30, 13, 412402), 101.0, 450.0]","[datetime.datetime(2022, 11, 28, 17, 30, 13, 412402), 16.0, 99999]"
29,"[datetime.datetime(2022, 11, 28, 17, 30, 14, 654613), 16.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 14, 654613), 3.7, 3.8]","[datetime.datetime(2022, 11, 28, 17, 30, 14, 654613), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 17, 30, 14, 654613), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 30, 14, 654613), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 14, 654613), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 14, 654613), 41.0, 90.0]","[datetime.datetime(2022, 11, 28, 17, 30, 14, 654613), 61.0, 140.0]","[datetime.datetime(2022, 11, 28, 17, 30, 14, 654613), 101.0, 450.0]","[datetime.datetime(2022, 11, 28, 17, 30, 14, 654613), 16.0, 99999]"
30,"[datetime.datetime(2022, 11, 28, 17, 30, 15, 923339), 16.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 15, 923339), 3.7, 3.8]","[datetime.datetime(2022, 11, 28, 17, 30, 15, 923339), 1.65, 2.02]","[datetime.datetime(2022, 11, 28, 17, 30, 15, 923339), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 30, 15, 923339), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 15, 923339), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 15, 923339), 41.0, 90.0]","[datetime.datetime(2022, 11, 28, 17, 30, 15, 923339), 61.0, 140.0]","[datetime.datetime(2022, 11, 28, 17, 30, 15, 923339), 101.0, 430.0]","[datetime.datetime(2022, 11, 28, 17, 30, 15, 923339), 16.0, 99999]"
31,"[datetime.datetime(2022, 11, 28, 17, 30, 17, 170124), 16.0, 27.0]","[datetime.datetime(2022, 11, 28, 17, 30, 17, 170124), 3.6, 3.7]","[datetime.datetime(2022, 11, 28, 17, 30, 17, 170124), 1.65, 2.06]","[datetime.datetime(2022, 11, 28, 17, 30, 17, 170124), 7.0, 12.0]","[datetime.datetime(2022, 11, 28, 17, 30, 17, 170124), 26.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 17, 170124), 31.0, 55.0]","[datetime.datetime(2022, 11, 28, 17, 30, 17, 170124), 41.0, 90.0]","[datetime.datetime(2022, 11, 28, 17, 30, 17, 170124), 61.0, 140.0]","[datetime.datetime(2022, 11, 28, 17, 30, 17, 170124), 101.0, 430.0]","[datetime.datetime(2022, 11, 28, 17, 30, 17, 170124), 16.0, 99999]"
