,Targan Bale,Ibrox Cooper,Slingshot Flare,Luxuriate,Who Told John,Chasing Jimmy,Inga Leah,Liberty Pop
12-01-2023 17:35:04.028410,"(2.15, 2.62, 2.5784000000000002)","(5.0, 7.0, 6.8)","(4.6, 5.9, 5.858823529411765)","(9.0, 12.0, 11.25)","(15.0, 19.5, 18.338709677419356)","(21.0, 48.0, 40.857142857142854)","(31.0, 180.0, 145.71428571428572)","(7.0, 10.0, 8.847058823529412)"
12-01-2023 17:35:05.130983,"(2.15, 2.62, 2.5784000000000002)","(5.0, 7.0, 6.8)","(4.6, 5.9, 5.858823529411765)","(9.0, 12.0, 11.25)","(15.0, 19.5, 18.338709677419356)","(21.0, 48.0, 40.857142857142854)","(31.0, 180.0, 150.0)","(7.0, 10.0, 8.847058823529412)"
12-01-2023 17:35:06.232525,"(2.15, 2.62, 2.5784000000000002)","(5.0, 7.0, 6.8)","(4.6, 5.9, 5.858823529411765)","(9.0, 12.0, 11.25)","(15.0, 19.5, 18.338709677419356)","(21.0, 48.0, 40.857142857142854)","(31.0, 180.0, 150.0)","(7.0, 10.0, 8.847058823529412)"
12-01-2023 17:35:07.408055,"(2.15, 2.62, 2.5784000000000002)","(5.0, 7.0, 6.862068965517241)","(4.6, 5.9, 5.858823529411765)","(9.0, 12.0, 11.6)","(15.0, 19.5, 18.338709677419356)","(21.0, 48.0, 40.5)","(31.0, 180.0, 165.0)","(7.0, 10.0, 8.847058823529412)"
12-01-2023 17:35:08.535919,"(2.15, 2.62, 2.5784000000000002)","(5.0, 7.0, 6.84)","(4.6, 5.9, 5.858823529411765)","(9.0, 12.0, 11.6)","(15.0, 19.5, 18.338709677419356)","(21.0, 48.0, 40.857142857142854)","(31.0, 180.0, 147.27272727272728)","(7.0, 10.0, 8.76153846153846)"
12-01-2023 17:35:09.536709,"(2.15, 2.62, 2.5784000000000002)","(5.0, 7.0, 6.84)","(4.6, 5.9, 5.858823529411765)","(9.0, 12.0, 11.16)","(15.0, 19.5, 18.338709677419356)","(21.0, 48.0, 40.857142857142854)","(31.0, 180.0, 150.0)","(7.0, 10.0, 8.782608695652174)"
12-01-2023 17:35:10.610135,"(2.15, 2.62, 2.5784000000000002)","(5.0, 7.0, 6.84)","(4.6, 5.9, 5.858823529411765)","(9.0, 12.0, 11.16)","(15.0, 19.5, 18.338709677419356)","(21.0, 48.0, 40.857142857142854)","(31.0, 180.0, 150.0)","(7.0, 10.0, 8.782608695652174)"
12-01-2023 17:35:11.783925,"(2.15, 2.62, 2.5784000000000002)","(5.0, 7.0, 6.84)","(4.6, 5.9, 5.858823529411765)","(9.0, 12.0, 11.16)","(15.0, 19.5, 18.338709677419356)","(21.0, 48.0, 40.857142857142854)","(31.0, 180.0, 140.0)","(7.0, 10.0, 8.76153846153846)"
12-01-2023 17:35:12.964178,"(2.15, 2.62, 2.5784000000000002)","(5.0, 7.0, 6.818181818181818)","(4.6, 5.9, 5.858823529411765)","(9.0, 12.0, 11.16)","(15.0, 19.5, 18.338709677419356)","(21.0, 48.0, 40.857142857142854)","(31.0, 180.0, 153.33333333333334)","(7.0, 10.0, 8.76153846153846)"
12-01-2023 17:35:14.051414,"(2.15, 2.62, 2.5902857142857143)","(5.0, 7.0, 6.851851851851852)","(4.6, 5.9, 5.858823529411765)","(9.0, 12.0, 11.16)","(15.0, 19.5, 18.338709677419356)","(21.0, 48.0, 40.857142857142854)","(31.0, 180.0, 147.27272727272728)","(7.0, 10.0, 8.76153846153846)"
12-01-2023 17:35:15.090381,"(2.15, 2.62, 2.5902857142857143)","(5.0, 7.0, 6.857142857142857)","(4.6, 5.9, 5.868181818181819)","(9.0, 12.0, 11.16)","(15.0, 19.5, 18.338709677419356)","(21.0, 48.0, 40.857142857142854)","(31.0, 180.0, 147.27272727272728)","(7.0, 10.0, 8.782608695652174)"
12-01-2023 17:35:16.172180,"(2.15, 2.62, 2.5902857142857143)","(5.0, 7.0, 6.862068965517241)","(4.6, 5.9, 5.86888888888889)","(9.0, 12.0, 10.971428571428572)","(15.0, 19.5, 18.621951219512194)","(21.0, 48.0, 39.935483870967744)","(31.0, 180.0, 147.27272727272728)","(7.0, 10.0, 8.782608695652174)"
12-01-2023 17:35:17.299744,"(2.15, 2.62, 2.5902857142857143)","(5.0, 7.0, 6.862068965517241)","(4.6, 5.9, 5.86888888888889)","(9.0, 12.0, 10.971428571428572)","(15.0, 19.5, 18.621951219512194)","(21.0, 48.0, 39.935483870967744)","(31.0, 180.0, 147.27272727272728)","(7.0, 10.0, 8.727272727272727)"
12-01-2023 17:35:18.445075,"(2.15, 2.62, 2.5902857142857143)","(5.0, 7.0, 6.862068965517241)","(4.6, 5.9, 5.86888888888889)","(9.0, 12.0, 10.971428571428572)","(15.0, 19.5, 18.621951219512194)","(21.0, 48.0, 39.935483870967744)","(31.0, 180.0, 162.85714285714286)","(7.0, 10.0, 8.696)"
12-01-2023 17:35:19.567542,"(2.15, 2.62, 2.5902857142857143)","(5.0, 7.0, 6.862068965517241)","(4.6, 5.9, 5.86888888888889)","(9.0, 12.0, 10.971428571428572)","(15.0, 19.5, 18.621951219512194)","(21.0, 48.0, 39.935483870967744)","(31.0, 180.0, 147.27272727272728)","(7.0, 9.8, 8.714285714285714)"
12-01-2023 17:35:20.674221,"(2.15, 2.62, 2.5902857142857143)","(5.0, 7.0, 6.862068965517241)","(4.6, 5.9, 5.86888888888889)","(9.0, 12.0, 10.971428571428572)","(15.0, 19.5, 18.621951219512194)","(21.0, 48.0, 39.935483870967744)","(31.0, 180.0, 147.27272727272728)","(7.0, 9.8, 8.67741935483871)"
12-01-2023 17:35:21.772967,"(2.15, 2.62, 2.5902857142857143)","(5.0, 7.0, 6.833333333333333)","(4.6, 5.9, 5.86888888888889)","(9.0, 12.0, 10.971428571428572)","(15.0, 19.5, 18.621951219512194)","(21.0, 48.0, 39.935483870967744)","(31.0, 180.0, 162.85714285714286)","(7.0, 9.8, 8.717647058823529)"
12-01-2023 17:35:22.964348,"(2.15, 2.62, 2.5902857142857143)","(5.0, 7.0, 6.942857142857143)","(4.6, 5.9, 5.86888888888889)","(9.0, 12.0, 10.971428571428572)","(15.0, 19.5, 18.621951219512194)","(21.0, 48.0, 39.935483870967744)","(31.0, 180.0, 153.33333333333334)","(7.0, 9.6, 8.784)"
12-01-2023 17:35:24.160094,"(2.15, 2.62, 2.5902857142857143)","(5.0, 7.0, 6.961290322580645)","(4.6, 5.9, 5.86888888888889)","(9.0, 12.0, 10.833333333333334)","(15.0, 19.5, 18.621951219512194)","(21.0, 48.0, 39.935483870967744)","(31.0, 180.0, 147.27272727272728)","(7.0, 9.6, 8.7)"
12-01-2023 17:35:25.245439,"(2.15, 2.62, 2.5902857142857143)","(5.0, 7.4, 7.278787878787879)","(4.6, 5.9, 5.86888888888889)","(9.0, 12.0, 10.666666666666666)","(15.0, 19.5, 18.621951219512194)","(21.0, 48.0, 39.935483870967744)","(31.0, 180.0, 147.27272727272728)","(7.0, 9.6, 8.621052631578948)"
12-01-2023 17:35:26.372828,"(2.15, 2.62, 2.5902857142857143)","(5.0, 7.4, 7.183783783783785)","(4.6, 5.9, 5.86888888888889)","(9.0, 12.0, 10.666666666666666)","(15.0, 19.5, 18.621951219512194)","(21.0, 48.0, 39.935483870967744)","(31.0, 180.0, 146.66666666666666)","(7.0, 9.6, 8.590909090909092)"
12-01-2023 17:35:27.490582,"(2.15, 2.62, 2.5902857142857143)","(5.0, 7.4, 7.183783783783785)","(4.6, 5.9, 5.86888888888889)","(9.0, 12.0, 10.875)","(15.0, 19.5, 18.621951219512194)","(21.0, 48.0, 39.935483870967744)","(31.0, 180.0, 140.0)","(7.0, 9.6, 8.590909090909092)"
12-01-2023 17:35:28.617787,"(2.15, 2.62, 2.5902857142857143)","(5.0, 7.4, 6.9750000000000005)","(4.6, 5.9, 5.86888888888889)","(9.0, 12.0, 10.666666666666666)","(15.0, 19.5, 18.621951219512194)","(21.0, 48.0, 39.935483870967744)","(31.0, 180.0, 140.0)","(7.0, 9.6, 8.590909090909092)"
12-01-2023 17:35:29.703254,"(2.15, 2.62, 2.5902857142857143)","(5.0, 7.4, 6.914285714285715)","(4.6, 5.9, 5.86888888888889)","(9.0, 12.0, 10.833333333333334)","(15.0, 19.5, 18.621951219512194)","(21.0, 48.0, 39.935483870967744)","(31.0, 180.0, 140.0)","(7.0, 9.6, 8.575000000000001)"
12-01-2023 17:35:30.799419,"(2.15, 2.62, 2.5902857142857143)","(5.0, 7.4, 6.896296296296296)","(4.6, 5.9, 5.86888888888889)","(9.0, 12.0, 10.666666666666666)","(15.0, 19.5, 18.621951219512194)","(21.0, 48.0, 39.935483870967744)","(31.0, 180.0, 140.0)","(7.0, 9.6, 8.575000000000001)"
12-01-2023 17:35:31.832715,"(2.15, 2.62, 2.5902857142857143)","(5.0, 7.4, 6.833333333333333)","(4.6, 5.9, 5.869565217391305)","(9.0, 12.0, 10.666666666666666)","(15.0, 19.5, 18.621951219512194)","(21.0, 48.0, 39.935483870967744)","(31.0, 180.0, 140.0)","(7.0, 9.6, 8.575000000000001)"
12-01-2023 17:35:32.855866,"(2.15, 2.62, 2.5902857142857143)","(5.0, 7.4, 7.102857142857143)","(4.6, 5.9, 5.869565217391305)","(9.0, 12.0, 10.666666666666666)","(15.0, 19.5, 18.621951219512194)","(21.0, 48.0, 39.935483870967744)","(31.0, 180.0, 140.0)","(7.0, 9.6, 8.575000000000001)"
12-01-2023 17:35:34.026735,"(2.15, 2.62, 2.5902857142857143)","(5.0, 7.4, 7.051282051282051)","(4.6, 5.9, 5.869565217391305)","(9.0, 12.0, 10.666666666666666)","(15.0, 19.5, 18.621951219512194)","(21.0, 48.0, 39.935483870967744)","(31.0, 180.0, 140.0)","(7.0, 9.6, 8.575000000000001)"
12-01-2023 17:35:35.093347,"(2.15, 2.62, 2.5894117647058823)","(5.0, 7.4, 7.051282051282051)","(4.6, 5.9, 5.869565217391305)","(9.0, 12.0, 10.875)","(15.0, 19.5, 18.621951219512194)","(21.0, 48.0, 39.935483870967744)","(31.0, 180.0, 140.0)","(7.0, 9.6, 8.575000000000001)"
12-01-2023 17:35:36.126859,"(2.15, 2.62, 2.5894117647058823)","(5.0, 7.4, 7.0)","(4.6, 5.9, 5.869565217391305)","(9.0, 12.0, 10.875)","(15.0, 19.5, 18.621951219512194)","(21.0, 48.0, 39.935483870967744)","(31.0, 180.0, 140.0)","(7.0, 9.6, 8.575000000000001)"
12-01-2023 17:35:37.154896,"(2.2, 2.62, 2.5894117647058823)","(5.0, 7.4, 7.051282051282051)","(4.6, 5.9, 5.869565217391305)","(9.0, 12.0, 10.666666666666666)","(15.0, 19.5, 18.621951219512194)","(21.0, 48.0, 39.935483870967744)","(41.0, 180.0, 132.0)","(6.5, 9.6, 8.575000000000001)"
12-01-2023 17:35:38.185605,"(2.2, 2.62, 2.5894117647058823)","(5.0, 7.4, 7.102857142857143)","(4.6, 5.9, 5.869565217391305)","(9.0, 12.0, 10.875)","(15.0, 19.5, 18.621951219512194)","(21.0, 48.0, 39.666666666666664)","(41.0, 180.0, 132.0)","(6.5, 9.6, 8.575000000000001)"
12-01-2023 17:35:39.374148,"(2.2, 2.62, 2.5894117647058823)","(5.0, 7.4, 7.102857142857143)","(4.6, 5.9, 5.869565217391305)","(9.0, 12.0, 10.666666666666666)","(15.0, 19.5, 18.621951219512194)","(21.0, 48.0, 39.935483870967744)","(41.0, 180.0, 140.0)","(6.5, 9.6, 8.575000000000001)"
12-01-2023 17:35:40.443375,"(2.2, 2.62, 2.5894117647058823)","(5.0, 7.4, 7.102857142857143)","(4.6, 5.9, 5.869565217391305)","(9.0, 12.0, 10.833333333333334)","(15.0, 19.5, 18.621951219512194)","(21.0, 48.0, 39.714285714285715)","(41.0, 180.0, 140.0)","(6.5, 9.6, 8.575000000000001)"
12-01-2023 17:35:41.500392,"(2.2, 2.62, 2.5894117647058823)","(5.0, 7.4, 7.102857142857143)","(4.6, 5.9, 5.869565217391305)","(9.0, 12.0, 10.666666666666666)","(15.0, 19.5, 18.621951219512194)","(21.0, 48.0, 39.714285714285715)","(41.0, 180.0, 140.0)","(6.5, 9.6, 8.575000000000001)"
12-01-2023 17:35:42.547294,"(2.2, 2.62, 2.5894117647058823)","(5.0, 7.4, 7.133333333333334)","(4.6, 5.9, 5.869565217391305)","(9.0, 12.0, 10.666666666666666)","(15.0, 19.5, 18.621951219512194)","(21.0, 48.0, 39.714285714285715)","(41.0, 180.0, 140.0)","(6.5, 9.6, 8.575000000000001)"
12-01-2023 17:35:43.762011,"(2.2, 2.62, 2.5894117647058823)","(5.0, 7.4, 7.167741935483871)","(4.6, 5.9, 5.869565217391305)","(9.0, 12.0, 10.875)","(15.0, 19.5, 18.621951219512194)","(21.0, 48.0, 40.25)","(41.0, 180.0, 132.0)","(6.5, 9.6, 8.575000000000001)"
12-01-2023 17:35:44.966094,"(2.2, 2.62, 2.5894117647058823)","(5.0, 7.4, 7.167741935483871)","(4.6, 5.9, 5.869565217391305)","(9.0, 12.0, 10.666666666666666)","(15.0, 19.5, 18.621951219512194)","(21.0, 44.0, 39.38461538461539)","(41.0, 180.0, 132.0)","(6.5, 9.6, 8.575000000000001)"
12-01-2023 17:35:46.201588,"(2.2, 2.62, 2.5894117647058823)","(5.0, 7.4, 7.167741935483871)","(4.6, 5.9, 5.869565217391305)","(9.0, 12.0, 10.666666666666666)","(15.0, 19.5, 18.621951219512194)","(21.0, 44.0, 39.38461538461539)","(41.0, 180.0, 132.0)","(6.5, 9.6, 8.575000000000001)"
12-01-2023 17:35:47.315206,"(2.2, 2.62, 2.5894117647058823)","(5.0, 7.4, 7.167741935483871)","(4.6, 5.9, 5.869565217391305)","(9.0, 12.0, 10.875)","(15.0, 19.5, 18.621951219512194)","(21.0, 44.0, 39.38461538461539)","(41.0, 180.0, 132.0)","(6.5, 9.6, 8.590909090909092)"
12-01-2023 17:35:48.357547,"(2.2, 2.62, 2.5894117647058823)","(5.0, 7.4, 7.167741935483871)","(4.6, 5.9, 5.869565217391305)","(9.0, 12.0, 10.875)","(15.0, 19.5, 18.621951219512194)","(21.0, 44.0, 39.38461538461539)","(41.0, 180.0, 132.0)","(6.5, 9.6, 8.590909090909092)"
12-01-2023 17:35:49.357645,"(2.2, 2.62, 2.5894117647058823)","(5.0, 7.4, 7.167741935483871)","(4.6, 5.9, 5.869565217391305)","(9.0, 12.0, 10.666666666666666)","(15.0, 19.5, 18.621951219512194)","(21.0, 44.0, 39.38461538461539)","(41.0, 180.0, 132.0)","(6.5, 9.6, 8.590909090909092)"
12-01-2023 17:35:50.421832,"(2.2, 2.62, 2.5894117647058823)","(5.0, 7.4, 7.1230769230769235)","(4.6, 5.9, 5.869565217391305)","(9.0, 12.0, 10.666666666666666)","(15.0, 19.5, 18.621951219512194)","(21.0, 44.0, 38.75)","(41.0, 180.0, 132.0)","(6.5, 9.6, 8.575000000000001)"
12-01-2023 17:35:51.396752,"(2.2, 2.62, 2.5894117647058823)","(5.0, 7.4, 7.1230769230769235)","(4.6, 5.9, 5.869565217391305)","(9.0, 12.0, 10.833333333333334)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 38.75)","(41.0, 180.0, 132.0)","(6.5, 9.6, 8.575000000000001)"
12-01-2023 17:35:52.380310,"(2.2, 2.62, 2.5894117647058823)","(5.0, 7.4, 7.167741935483871)","(4.6, 5.9, 5.869565217391305)","(9.0, 12.0, 10.666666666666666)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.92307692307692)","(41.0, 180.0, 132.0)","(6.5, 9.6, 8.575000000000001)"
12-01-2023 17:35:53.414110,"(2.2, 2.62, 2.5894117647058823)","(5.0, 7.4, 7.167741935483871)","(4.6, 5.9, 5.869565217391305)","(9.0, 12.0, 10.666666666666666)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 37.0)","(41.0, 180.0, 132.0)","(6.5, 9.6, 8.590909090909092)"
12-01-2023 17:35:54.737855,"(2.2, 2.62, 2.6100000000000003)","(5.0, 7.4, 7.167741935483871)","(4.6, 5.9, 5.869565217391305)","(9.0, 12.0, 10.666666666666666)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 37.27272727272727)","(41.0, 180.0, 132.0)","(6.5, 9.6, 8.590909090909092)"
12-01-2023 17:35:55.865908,"(2.2, 2.62, 2.6100000000000003)","(5.0, 7.4, 7.167741935483871)","(4.6, 5.9, 5.869565217391305)","(9.0, 12.0, 10.666666666666666)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.25)","(41.0, 180.0, 132.0)","(6.5, 9.6, 8.575000000000001)"
12-01-2023 17:35:57.030636,"(2.2, 2.62, 2.6100000000000003)","(5.0, 7.4, 7.167741935483871)","(4.6, 5.9, 5.869565217391305)","(9.0, 12.0, 10.666666666666666)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.25)","(41.0, 180.0, 132.0)","(6.5, 9.6, 8.575000000000001)"
12-01-2023 17:35:58.132803,"(2.2, 2.62, 2.597931034482759)","(5.0, 7.4, 7.167741935483871)","(4.6, 5.9, 5.869565217391305)","(9.0, 12.0, 10.704545454545455)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.25)","(41.0, 180.0, 132.0)","(6.5, 9.6, 8.590909090909092)"
12-01-2023 17:35:59.183632,"(2.2, 2.62, 2.597931034482759)","(5.0, 7.4, 7.1230769230769235)","(4.6, 5.9, 5.869565217391305)","(9.0, 12.0, 11.014285714285714)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.25)","(41.0, 180.0, 132.0)","(6.5, 9.6, 8.517073170731708)"
12-01-2023 17:36:00.509792,"(2.2, 2.68, 2.63875)","(5.0, 7.4, 7.144)","(4.6, 5.9, 5.867441860465116)","(9.0, 12.0, 11.0625)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.25)","(41.0, 180.0, 132.0)","(6.5, 9.6, 8.517073170731708)"
12-01-2023 17:36:01.725504,"(2.2, 2.7, 2.63875)","(5.0, 7.4, 7.1230769230769235)","(4.6, 5.9, 5.736170212765957)","(9.0, 12.0, 10.518518518518519)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.25)","(41.0, 180.0, 132.0)","(6.5, 9.6, 8.514285714285714)"
12-01-2023 17:36:02.880332,"(2.2, 2.7, 2.5984615384615384)","(5.0, 7.4, 7.1230769230769235)","(4.6, 5.8, 5.736170212765957)","(9.0, 12.0, 10.88888888888889)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.25)","(41.0, 180.0, 132.0)","(6.5, 9.6, 8.514285714285714)"
12-01-2023 17:36:03.999209,"(2.2, 2.68, 2.6489655172413795)","(5.0, 7.4, 7.1230769230769235)","(4.6, 5.8, 5.736170212765957)","(9.0, 12.0, 10.823529411764707)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.25)","(41.0, 180.0, 132.0)","(6.5, 9.6, 8.514285714285714)"
12-01-2023 17:36:05.100577,"(2.2, 2.68, 2.6633333333333336)","(5.0, 7.4, 7.222222222222222)","(4.6, 5.8, 5.736170212765957)","(9.0, 12.0, 10.756756756756756)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.25)","(41.0, 180.0, 132.0)","(6.5, 9.6, 8.514285714285714)"
12-01-2023 17:36:06.199742,"(2.2, 2.68, 2.6489655172413795)","(5.0, 7.4, 7.260869565217392)","(4.6, 5.8, 5.736170212765957)","(9.0, 12.0, 10.883720930232558)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.25)","(41.0, 180.0, 132.0)","(6.5, 9.6, 8.514285714285714)"
12-01-2023 17:36:07.339900,"(2.2, 2.7, 2.665714285714286)","(5.0, 7.4, 7.285714285714286)","(4.6, 5.8, 5.736170212765957)","(9.0, 12.0, 10.615384615384615)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.25)","(41.0, 180.0, 132.0)","(6.5, 9.6, 8.514285714285714)"
12-01-2023 17:36:08.446986,"(2.2, 2.7, 2.665714285714286)","(5.0, 7.4, 7.285714285714286)","(4.6, 5.8, 5.736170212765957)","(9.0, 12.0, 10.85)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.25)","(41.0, 180.0, 132.0)","(6.5, 9.6, 8.514285714285714)"
12-01-2023 17:36:09.560419,"(2.2, 2.7, 2.68)","(5.0, 7.4, 7.285714285714286)","(4.6, 5.8, 5.736170212765957)","(9.0, 12.0, 10.85)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.25)","(41.0, 180.0, 132.0)","(6.5, 9.6, 8.514285714285714)"
12-01-2023 17:36:10.725571,"(2.2, 2.7, 2.665714285714286)","(5.0, 7.4, 7.260869565217392)","(4.4, 5.8, 5.867441860465116)","(9.0, 11.5, 10.91304347826087)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.25)","(51.0, 180.0, 132.0)","(6.5, 9.6, 8.514285714285714)"
12-01-2023 17:36:11.794314,"(2.2, 2.7, 2.67)","(5.0, 7.4, 7.333333333333334)","(4.4, 5.9, 5.867441860465116)","(9.0, 11.5, 10.636363636363637)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.25)","(51.0, 180.0, 132.0)","(6.5, 9.6, 8.514285714285714)"
12-01-2023 17:36:12.919902,"(2.2, 2.7, 2.6808)","(5.0, 7.4, 7.333333333333334)","(4.4, 5.9, 5.867441860465116)","(9.0, 11.5, 10.636363636363637)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.25)","(51.0, 180.0, 132.0)","(6.5, 9.6, 8.514285714285714)"
12-01-2023 17:36:14.212711,"(2.2, 2.7, 2.664)","(5.0, 7.4, 7.333333333333334)","(4.4, 5.9, 5.867441860465116)","(9.0, 11.5, 10.661764705882353)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.25)","(51.0, 180.0, 132.0)","(6.5, 9.6, 8.514285714285714)"
12-01-2023 17:36:15.307542,"(2.2, 2.7, 2.6808)","(5.0, 7.4, 7.333333333333334)","(4.4, 5.9, 5.867441860465116)","(9.0, 11.5, 10.75)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.25)","(51.0, 180.0, 132.0)","(6.5, 9.6, 8.514285714285714)"
12-01-2023 17:36:16.375748,"(2.2, 2.7, 2.6808)","(5.0, 7.4, 7.325)","(4.4, 5.9, 5.810638297872341)","(9.0, 11.5, 10.75)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.25)","(51.0, 180.0, 132.0)","(6.5, 9.6, 8.511627906976745)"
12-01-2023 17:36:17.500020,"(2.2, 2.7, 2.664)","(5.0, 7.4, 7.325)","(4.4, 5.9, 5.810638297872341)","(9.0, 11.5, 10.75)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.25)","(51.0, 180.0, 132.0)","(6.5, 9.6, 8.511627906976745)"
12-01-2023 17:36:18.640377,"(2.2, 2.7, 2.6808)","(5.0, 7.4, 7.325)","(4.4, 5.9, 5.810638297872341)","(9.0, 11.5, 10.75)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.25)","(51.0, 180.0, 132.0)","(6.5, 9.6, 8.511627906976745)"
12-01-2023 17:36:19.764666,"(2.2, 2.7, 2.6808)","(5.0, 7.4, 7.325)","(4.4, 5.9, 5.810638297872341)","(9.0, 11.5, 10.75)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.25)","(51.0, 180.0, 132.0)","(6.5, 9.6, 8.511627906976745)"
12-01-2023 17:36:20.851470,"(2.2, 2.7, 2.6115)","(5.0, 7.4, 7.325)","(4.4, 5.9, 5.810638297872341)","(9.0, 11.5, 10.75)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.25)","(51.0, 180.0, 132.0)","(6.5, 9.6, 8.511627906976745)"
12-01-2023 17:36:22.042101,"(2.2, 2.66, 2.6561904761904764)","(5.0, 7.4, 7.325)","(4.4, 5.9, 5.704)","(9.0, 11.5, 10.75)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.25)","(51.0, 180.0, 132.0)","(6.5, 9.6, 8.511627906976745)"
12-01-2023 17:36:23.199728,"(2.2, 2.66, 2.6561904761904764)","(5.0, 7.4, 7.325)","(4.4, 5.8, 5.704)","(9.0, 11.5, 10.75)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.25)","(51.0, 180.0, 132.0)","(6.5, 9.6, 8.511627906976745)"
12-01-2023 17:36:24.257734,"(2.2, 2.66, 2.6561904761904764)","(5.0, 7.4, 7.325)","(4.4, 5.8, 5.704)","(9.0, 11.5, 10.75)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.36363636363637)","(51.0, 180.0, 132.0)","(6.5, 9.6, 8.511627906976745)"
12-01-2023 17:36:25.325261,"(2.2, 2.66, 2.6561904761904764)","(5.0, 7.4, 7.325)","(4.4, 5.8, 5.704)","(9.0, 11.5, 10.75)","(15.0, 19.5, 18.621951219512194)","(21.0, 40.0, 36.36363636363637)","(51.0, 180.0, 132.0)","(6.5, 9.6, 8.511627906976745)"
12-01-2023 17:36:26.487396,"(2.2, 2.66, 2.6561904761904764)","(5.0, 7.4, 7.325)","(4.4, 5.8, 5.76)","(9.0, 11.5, 10.75)","(15.0, 19.5, 18.68181818181818)","(21.0, 40.0, 36.36363636363637)","(51.0, 180.0, 132.0)","(6.5, 9.6, 8.511627906976745)"
12-01-2023 17:36:27.600493,"(2.2, 2.66, 2.6561904761904764)","(5.0, 7.4, 7.325)","(4.4, 5.8, 5.76)","(9.0, 11.5, 10.75)","(15.0, 19.5, 18.68181818181818)","(21.0, 40.0, 36.36363636363637)","(51.0, 180.0, 132.0)","(6.5, 9.6, 8.56)"
12-01-2023 17:36:28.795374,"(2.2, 2.66, 2.6561904761904764)","(5.0, 7.4, 7.325)","(4.4, 5.8, 5.76)","(9.0, 11.5, 10.75)","(15.0, 19.5, 18.68181818181818)","(21.0, 40.0, 36.36363636363637)","(51.0, 180.0, 132.0)","(6.5, 9.6, 8.56)"
12-01-2023 17:36:29.994996,"(2.2, 2.66, 2.6561904761904764)","(5.0, 7.4, 7.325)","(4.4, 5.8, 5.76)","(9.0, 11.5, 10.75)","(15.0, 19.5, 18.68181818181818)","(21.0, 40.0, 36.36363636363637)","(51.0, 180.0, 132.0)","(6.5, 9.6, 8.56)"
12-01-2023 17:36:31.118595,"(2.2, 2.66, 2.6561904761904764)","(5.0, 7.4, 7.325)","(4.4, 5.8, 5.76)","(9.0, 11.5, 10.75)","(15.0, 19.5, 18.68181818181818)","(21.0, 40.0, 36.36363636363637)","(51.0, 180.0, 132.0)","(6.5, 9.6, 8.56)"
12-01-2023 17:36:32.176755,"(2.2, 2.66, 2.6561904761904764)","(5.0, 7.4, 7.325)","(4.4, 5.8, 5.76)","(9.0, 11.5, 10.75)","(15.0, 19.5, 18.68181818181818)","(21.0, 40.0, 36.36363636363637)","(51.0, 180.0, 132.0)","(6.5, 9.6, 8.556521739130435)"
12-01-2023 17:36:33.245735,"(2.15, 2.66, 2.6561904761904764)","(5.5, 7.4, 7.325)","(4.4, 5.8, 5.76)","(9.0, 11.5, 10.75)","(14.0, 19.5, 18.68181818181818)","(21.0, 40.0, 36.36363636363637)","(51.0, 180.0, 132.0)","(7.0, 9.6, 8.556521739130435)"
12-01-2023 17:36:34.323195,"(2.15, 2.66, 2.6561904761904764)","(5.5, 7.4, 7.325)","(4.4, 5.8, 5.755)","(9.0, 11.5, 10.75)","(14.0, 19.5, 18.68181818181818)","(21.0, 40.0, 36.36363636363637)","(51.0, 180.0, 132.0)","(7.0, 9.6, 8.556521739130435)"
