,Aramco,Fighting Force,Statesmanship,Albanian Bay,Dynamic Deel,Italian Award,Kenrick Road,Shark Island,Diamanda,Jenni Lartiste,Lottacheex,Sockastar,Brungle Creek,Lucky Hands
16-12-2022 13:45:47.954074,"(4.2, 6.2, 5.952941176470588)","(61.0, 85.0, 81.5625)","(19.0, 27.0, 26.333333333333332)","(61.0, 85.0, 82.5)","(15.0, 26.0, 23.428571428571427)","(26.0, 44.0, 41.333333333333336)","(31.0, 50.0, 47.6)","(11.0, 12.5, 12.071428571428571)","(101.0, 260.0, 230.0)","(6.0, 7.4, 7.212765957446809)","(2.5, 2.74, 2.71)","(31.0, 50.0, 44.0)","(10.0, 14.5, 13.89655172413793)","(101.0, 600.0, 380.0)"
16-12-2022 13:45:49.559888,"(4.2, 6.2, 5.952941176470588)","(61.0, 85.0, 81.5625)","(19.0, 27.0, 26.333333333333332)","(61.0, 85.0, 82.5)","(15.0, 26.0, 23.533333333333335)","(26.0, 44.0, 41.333333333333336)","(31.0, 50.0, 47.6)","(11.0, 12.5, 12.079545454545455)","(101.0, 260.0, 230.0)","(6.0, 7.4, 7.264150943396227)","(2.5, 2.76, 2.6942857142857144)","(31.0, 50.0, 44.0)","(10.0, 14.5, 14.088235294117647)","(101.0, 600.0, 373.3333333333333)"
16-12-2022 13:45:51.150135,"(4.2, 6.2, 5.952941176470588)","(61.0, 85.0, 84.16666666666667)","(19.0, 27.0, 26.333333333333332)","(61.0, 85.0, 83.5)","(15.0, 25.0, 23.615384615384617)","(26.0, 44.0, 40.666666666666664)","(31.0, 50.0, 47.6)","(11.0, 12.5, 11.993150684931507)","(101.0, 260.0, 230.0)","(6.0, 7.4, 7.325)","(2.5, 2.74, 2.71)","(31.0, 50.0, 44.0)","(10.0, 14.5, 13.871621621621621)","(101.0, 600.0, 386.6666666666667)"
16-12-2022 13:45:52.684325,"(4.2, 6.2, 5.952941176470588)","(61.0, 85.0, 84.16666666666667)","(19.0, 27.0, 26.333333333333332)","(61.0, 85.0, 83.5)","(15.0, 25.0, 21.333333333333332)","(26.0, 44.0, 40.666666666666664)","(31.0, 50.0, 47.6)","(11.0, 12.5, 11.993150684931507)","(101.0, 260.0, 230.0)","(6.0, 7.4, 7.357142857142858)","(2.5, 2.74, 2.71)","(31.0, 50.0, 44.0)","(10.0, 14.0, 13.811881188118813)","(101.0, 600.0, 386.6666666666667)"
16-12-2022 13:45:54.247803,"(4.4, 6.2, 5.952941176470588)","(61.0, 85.0, 84.16666666666667)","(19.0, 27.0, 26.333333333333332)","(61.0, 85.0, 83.5)","(16.0, 23.0, 21.6)","(26.0, 44.0, 40.666666666666664)","(31.0, 50.0, 47.6)","(11.0, 12.5, 12.048780487804878)","(101.0, 260.0, 230.0)","(6.0, 7.4, 7.406060606060606)","(2.5, 2.74, 2.7257142857142855)","(31.0, 50.0, 44.0)","(11.0, 14.0, 13.828125)","(101.0, 600.0, 386.6666666666667)"
16-12-2022 13:45:55.801741,"(4.4, 6.2, 5.952941176470588)","(61.0, 85.0, 84.16666666666667)","(19.0, 27.0, 26.333333333333332)","(61.0, 85.0, 82.0)","(16.0, 22.0, 21.6)","(26.0, 44.0, 40.666666666666664)","(31.0, 50.0, 47.6)","(11.0, 12.5, 12.137254901960784)","(101.0, 260.0, 230.0)","(6.0, 7.6, 7.386666666666667)","(2.5, 2.76, 2.7257142857142855)","(31.0, 50.0, 44.0)","(11.0, 14.0, 13.81868131868132)","(101.0, 600.0, 386.6666666666667)"
16-12-2022 13:45:57.356997,"(4.4, 6.2, 5.952941176470588)","(61.0, 85.0, 84.16666666666667)","(19.0, 27.0, 26.333333333333332)","(61.0, 85.0, 80.0)","(16.0, 22.0, 21.6)","(26.0, 44.0, 40.666666666666664)","(31.0, 50.0, 47.6)","(11.0, 12.5, 12.137254901960784)","(101.0, 260.0, 230.0)","(6.0, 7.6, 7.386666666666667)","(2.5, 2.76, 2.7257142857142855)","(31.0, 50.0, 44.0)","(11.0, 14.0, 13.810344827586206)","(101.0, 600.0, 386.6666666666667)"
16-12-2022 13:45:58.849189,"(4.4, 6.2, 5.9375)","(61.0, 85.0, 84.16666666666667)","(19.0, 27.0, 26.333333333333332)","(61.0, 85.0, 73.46153846153847)","(16.0, 22.0, 21.6)","(26.0, 44.0, 40.666666666666664)","(31.0, 50.0, 47.6)","(11.0, 12.5, 12.137254901960784)","(101.0, 260.0, 230.0)","(6.0, 7.6, 7.406060606060606)","(2.5, 2.76, 2.7257142857142855)","(31.0, 50.0, 44.0)","(11.0, 14.0, 13.810344827586206)","(101.0, 600.0, 386.6666666666667)"
16-12-2022 13:46:00.384234,"(4.4, 6.2, 5.934177215189874)","(61.0, 85.0, 84.16666666666667)","(19.0, 27.0, 25.58823529411765)","(61.0, 85.0, 70.0)","(16.0, 22.0, 21.6)","(26.0, 44.0, 40.666666666666664)","(31.0, 50.0, 47.333333333333336)","(11.0, 12.5, 12.137254901960784)","(101.0, 260.0, 230.0)","(6.0, 7.6, 7.333333333333333)","(2.5, 2.76, 2.7133333333333334)","(31.0, 50.0, 44.0)","(11.0, 14.0, 13.810344827586206)","(101.0, 600.0, 331.6666666666667)"
16-12-2022 13:46:02.075786,"(4.4, 6.2, 5.934177215189874)","(61.0, 85.0, 84.16666666666667)","(19.0, 27.0, 26.11111111111111)","(61.0, 80.0, 70.0)","(16.0, 22.0, 21.6)","(26.0, 44.0, 40.666666666666664)","(31.0, 50.0, 47.333333333333336)","(11.0, 12.5, 12.137254901960784)","(101.0, 260.0, 230.0)","(6.0, 7.6, 7.352380952380952)","(2.5, 2.76, 2.71)","(31.0, 50.0, 47.0)","(11.0, 14.0, 13.810344827586206)","(101.0, 590.0, 383.3333333333333)"
16-12-2022 13:46:03.856991,"(4.4, 6.2, 5.934177215189874)","(61.0, 85.0, 84.16666666666667)","(19.0, 27.0, 26.11111111111111)","(61.0, 80.0, 70.0)","(16.0, 22.0, 21.6)","(26.0, 44.0, 40.666666666666664)","(31.0, 50.0, 49.0)","(11.0, 12.5, 12.137254901960784)","(101.0, 260.0, 230.0)","(6.0, 7.6, 7.362962962962963)","(2.5, 2.74, 2.7375)","(31.0, 50.0, 47.0)","(11.0, 14.0, 13.796296296296296)","(101.0, 570.0, 405.0)"
16-12-2022 13:46:05.552002,"(4.4, 6.2, 5.943902439024391)","(61.0, 85.0, 84.16666666666667)","(19.0, 27.0, 26.428571428571427)","(61.0, 80.0, 70.76923076923077)","(16.0, 22.0, 21.733333333333334)","(26.0, 44.0, 41.0)","(31.0, 55.0, 49.0)","(11.0, 12.5, 12.055555555555555)","(101.0, 260.0, 230.0)","(6.0, 7.6, 7.385714285714285)","(2.5, 2.76, 2.7375)","(31.0, 50.0, 42.5)","(11.0, 14.0, 13.796296296296296)","(101.0, 570.0, 350.0)"
16-12-2022 13:46:07.302270,"(4.4, 6.2, 5.946153846153846)","(61.0, 85.0, 84.16666666666667)","(19.0, 27.0, 25.714285714285715)","(61.0, 80.0, 73.6842105263158)","(16.0, 22.0, 21.733333333333334)","(26.0, 44.0, 41.0)","(31.0, 55.0, 47.285714285714285)","(11.0, 12.5, 12.318181818181818)","(101.0, 260.0, 230.0)","(6.0, 7.6, 7.453846153846154)","(2.5, 2.76, 2.727272727272727)","(31.0, 50.0, 46.25)","(11.0, 14.0, 13.82258064516129)","(101.0, 570.0, 350.0)"
16-12-2022 13:46:08.918890,"(4.4, 6.0, 5.946153846153846)","(61.0, 85.0, 84.16666666666667)","(19.0, 27.0, 25.714285714285715)","(61.0, 80.0, 74.28571428571428)","(16.0, 22.0, 21.733333333333334)","(26.0, 44.0, 41.0)","(31.0, 55.0, 47.285714285714285)","(11.0, 12.5, 12.318181818181818)","(101.0, 260.0, 230.0)","(6.0, 7.6, 7.461818181818182)","(2.5, 2.76, 2.727272727272727)","(31.0, 50.0, 46.25)","(11.0, 14.0, 13.803571428571429)","(101.0, 570.0, 363.3333333333333)"
16-12-2022 13:46:10.641049,"(4.4, 6.0, 5.994594594594594)","(61.0, 85.0, 84.16666666666667)","(19.0, 27.0, 25.5)","(61.0, 80.0, 74.28571428571428)","(16.0, 22.0, 21.733333333333334)","(26.0, 44.0, 41.0)","(31.0, 55.0, 49.0)","(11.0, 12.5, 12.318181818181818)","(101.0, 260.0, 230.0)","(6.0, 7.6, 7.482352941176471)","(2.5, 2.76, 2.727272727272727)","(31.0, 50.0, 46.25)","(11.0, 14.0, 13.788461538461538)","(101.0, 570.0, 350.0)"
16-12-2022 13:46:12.434132,"(4.6, 6.0, 5.994594594594594)","(61.0, 85.0, 83.75)","(19.0, 27.0, 25.5)","(71.0, 80.0, 73.0)","(16.0, 22.0, 21.733333333333334)","(31.0, 44.0, 45.833333333333336)","(31.0, 55.0, 49.0)","(11.0, 12.5, 12.318181818181818)","(101.0, 260.0, 230.0)","(5.5, 7.6, 7.482352941176471)","(2.5, 2.76, 2.7095238095238097)","(31.0, 50.0, 46.25)","(11.0, 14.0, 13.788461538461538)","(101.0, 560.0, 353.3333333333333)"
16-12-2022 13:46:14.066719,"(4.6, 6.0, 5.994594594594594)","(61.0, 85.0, 83.57142857142857)","(19.0, 27.0, 25.5)","(71.0, 80.0, 73.0)","(16.0, 22.0, 21.733333333333334)","(31.0, 55.0, 45.833333333333336)","(31.0, 55.0, 49.0)","(11.0, 12.5, 12.318181818181818)","(101.0, 260.0, 230.0)","(5.5, 7.6, 7.482352941176471)","(2.5, 2.74, 2.7095238095238097)","(31.0, 50.0, 46.25)","(11.0, 14.0, 13.788461538461538)","(101.0, 560.0, 360.0)"
16-12-2022 13:46:15.869764,"(4.6, 6.0, 5.994594594594594)","(61.0, 85.0, 84.0)","(19.0, 27.0, 25.5)","(71.0, 80.0, 75.29411764705883)","(16.0, 22.0, 21.733333333333334)","(31.0, 55.0, 45.375)","(31.0, 55.0, 49.0)","(11.0, 12.5, 12.602272727272727)","(101.0, 260.0, 230.0)","(5.5, 7.6, 7.534883720930233)","(2.5, 2.74, 2.74)","(31.0, 50.0, 46.25)","(11.0, 14.0, 13.767857142857142)","(101.0, 560.0, 395.0)"
16-12-2022 13:46:17.540325,"(4.6, 6.0, 5.994594594594594)","(61.0, 85.0, 84.0)","(19.0, 27.0, 25.5)","(71.0, 80.0, 71.42857142857143)","(16.0, 22.0, 21.733333333333334)","(31.0, 55.0, 45.375)","(31.0, 55.0, 49.0)","(11.0, 13.0, 12.6953125)","(101.0, 260.0, 230.0)","(5.5, 7.6, 7.534883720930233)","(2.5, 2.76, 2.74)","(31.0, 50.0, 46.25)","(11.0, 14.0, 13.767857142857142)","(101.0, 550.0, 363.3333333333333)"
16-12-2022 13:46:19.392453,"(4.6, 6.0, 6.001941747572816)","(61.0, 85.0, 84.0)","(19.0, 27.0, 24.333333333333332)","(61.0, 80.0, 71.42857142857143)","(16.0, 22.0, 22.25)","(31.0, 55.0, 45.375)","(31.0, 55.0, 43.5)","(11.0, 13.0, 12.557142857142857)","(101.0, 260.0, 230.0)","(6.0, 7.6, 7.534883720930233)","(2.5, 2.76, 2.7107317073170734)","(31.0, 50.0, 46.25)","(11.0, 14.0, 13.767857142857142)","(101.0, 550.0, 350.0)"
16-12-2022 13:46:21.146799,"(4.6, 6.2, 5.9795454545454545)","(61.0, 85.0, 84.0)","(19.0, 25.0, 24.142857142857142)","(61.0, 80.0, 67.72727272727273)","(16.0, 23.0, 22.25)","(31.0, 55.0, 45.375)","(31.0, 46.0, 43.5)","(11.0, 13.0, 12.557142857142857)","(101.0, 260.0, 230.0)","(6.0, 7.6, 7.534883720930233)","(2.5, 2.74, 2.7107317073170734)","(31.0, 50.0, 46.25)","(11.0, 14.5, 14.275862068965518)","(101.0, 550.0, 350.0)"
16-12-2022 13:46:22.973470,"(4.6, 6.0, 5.987323943661972)","(61.0, 85.0, 84.0)","(19.0, 25.0, 24.142857142857142)","(61.0, 75.0, 67.72727272727273)","(16.0, 23.0, 22.25)","(31.0, 55.0, 45.375)","(31.0, 46.0, 43.5)","(11.0, 13.0, 12.435897435897436)","(101.0, 260.0, 230.0)","(6.0, 7.6, 7.569230769230769)","(2.5, 2.74, 2.7107317073170734)","(31.0, 50.0, 46.25)","(11.0, 15.0, 14.580645161290322)","(101.0, 550.0, 350.0)"
16-12-2022 13:46:24.714635,"(4.6, 6.0, 5.987323943661972)","(61.0, 85.0, 84.0)","(19.0, 25.0, 23.666666666666668)","(61.0, 75.0, 67.72727272727273)","(16.0, 23.0, 22.25)","(31.0, 55.0, 46.44444444444444)","(31.0, 46.0, 43.5)","(11.0, 12.5, 12.63551401869159)","(101.0, 260.0, 230.0)","(6.0, 7.6, 7.569230769230769)","(2.5, 2.74, 2.7206451612903226)","(31.0, 50.0, 46.25)","(11.0, 15.0, 14.580645161290322)","(101.0, 550.0, 356.6666666666667)"
16-12-2022 13:46:26.480932,"(4.6, 6.2, 6.019718309859155)","(61.0, 85.0, 84.0)","(19.0, 25.0, 24.294117647058822)","(61.0, 75.0, 67.72727272727273)","(16.0, 23.0, 22.0)","(31.0, 55.0, 46.44444444444444)","(31.0, 46.0, 43.5)","(11.0, 13.0, 12.63551401869159)","(101.0, 260.0, 230.0)","(6.0, 7.6, 7.487179487179487)","(2.5, 2.74, 2.7206451612903226)","(31.0, 50.0, 46.25)","(11.0, 15.0, 14.71111111111111)","(101.0, 550.0, 363.3333333333333)"
16-12-2022 13:46:28.258567,"(4.6, 6.2, 6.017142857142857)","(61.0, 85.0, 84.5)","(19.0, 25.0, 24.294117647058822)","(61.0, 75.0, 67.72727272727273)","(16.0, 23.0, 22.0)","(31.0, 55.0, 48.0)","(31.0, 46.0, 43.5)","(11.0, 13.0, 12.62962962962963)","(101.0, 260.0, 230.0)","(6.0, 7.6, 7.487179487179487)","(2.5, 2.74, 2.7206451612903226)","(31.0, 50.0, 46.25)","(11.0, 15.0, 14.836363636363636)","(101.0, 550.0, 363.3333333333333)"
16-12-2022 13:46:30.090127,"(4.6, 6.2, 6.017142857142857)","(61.0, 85.0, 84.5)","(19.0, 25.0, 24.294117647058822)","(61.0, 75.0, 67.72727272727273)","(16.0, 23.0, 22.0)","(31.0, 50.0, 48.0)","(31.0, 46.0, 43.5)","(11.0, 13.0, 12.62962962962963)","(101.0, 260.0, 230.0)","(6.0, 7.6, 7.487179487179487)","(2.5, 2.74, 2.717777777777778)","(31.0, 50.0, 46.25)","(11.0, 15.0, 14.862745098039216)","(101.0, 550.0, 363.3333333333333)"
16-12-2022 13:46:31.819863,"(4.6, 6.2, 6.017142857142857)","(61.0, 85.0, 84.0)","(19.0, 25.0, 24.076923076923077)","(61.0, 75.0, 67.72727272727273)","(16.0, 23.0, 22.0)","(31.0, 50.0, 45.714285714285715)","(31.0, 46.0, 43.5)","(11.0, 13.0, 12.62962962962963)","(101.0, 260.0, 230.0)","(6.0, 7.6, 7.525)","(2.5, 2.74, 2.7157894736842105)","(31.0, 50.0, 46.25)","(11.0, 15.0, 14.974358974358974)","(101.0, 550.0, 363.3333333333333)"
16-12-2022 13:46:33.515082,"(4.6, 6.2, 6.017142857142857)","(61.0, 85.0, 84.0)","(19.0, 25.0, 24.076923076923077)","(61.0, 75.0, 67.72727272727273)","(16.0, 23.0, 22.0)","(31.0, 50.0, 45.714285714285715)","(31.0, 46.0, 43.5)","(11.0, 13.0, 12.62962962962963)","(101.0, 260.0, 230.0)","(6.0, 7.6, 7.525)","(2.5, 2.72, 2.7157894736842105)","(31.0, 50.0, 46.25)","(11.0, 15.0, 14.974358974358974)","(101.0, 550.0, 363.3333333333333)"
16-12-2022 13:46:35.216320,"(4.6, 6.2, 6.102325581395349)","(61.0, 85.0, 83.57142857142857)","(19.0, 25.0, 24.076923076923077)","(71.0, 75.0, 67.72727272727273)","(16.0, 23.0, 21.76923076923077)","(31.0, 50.0, 45.714285714285715)","(31.0, 46.0, 43.5)","(10.0, 13.0, 12.62962962962963)","(101.0, 260.0, 230.0)","(5.5, 7.6, 7.458823529411765)","(2.5, 2.72, 2.7037500000000003)","(31.0, 50.0, 46.25)","(11.0, 15.0, 14.974358974358974)","(101.0, 550.0, 363.3333333333333)"
16-12-2022 13:46:36.889565,"(4.6, 6.2, 6.102325581395349)","(61.0, 85.0, 80.45454545454545)","(19.0, 25.0, 24.076923076923077)","(71.0, 75.0, 67.72727272727273)","(16.0, 23.0, 21.76923076923077)","(31.0, 50.0, 45.714285714285715)","(31.0, 46.0, 43.5)","(10.0, 13.0, 12.62962962962963)","(101.0, 260.0, 230.0)","(5.5, 7.8, 7.458823529411765)","(2.5, 2.72, 2.6802843601895736)","(31.0, 50.0, 46.25)","(11.0, 15.0, 14.974358974358974)","(101.0, 550.0, 363.3333333333333)"
16-12-2022 13:46:38.665003,"(4.6, 6.2, 6.053658536585366)","(61.0, 85.0, 80.45454545454545)","(19.0, 25.0, 24.076923076923077)","(71.0, 75.0, 67.72727272727273)","(16.0, 23.0, 21.76923076923077)","(31.0, 50.0, 45.714285714285715)","(31.0, 46.0, 43.5)","(10.0, 13.0, 12.646017699115044)","(101.0, 260.0, 230.0)","(5.5, 7.8, 7.458823529411765)","(2.5, 2.7, 2.6802843601895736)","(31.0, 50.0, 46.25)","(11.0, 15.0, 14.974358974358974)","(101.0, 550.0, 363.3333333333333)"
16-12-2022 13:46:40.440996,"(4.6, 6.2, 6.044155844155844)","(61.0, 85.0, 80.45454545454545)","(19.0, 25.0, 24.076923076923077)","(71.0, 75.0, 67.0)","(16.0, 23.0, 21.76923076923077)","(31.0, 50.0, 45.714285714285715)","(31.0, 46.0, 43.5)","(10.0, 13.0, 12.682242990654206)","(101.0, 260.0, 230.0)","(5.5, 7.8, 7.75)","(2.5, 2.7, 2.6802843601895736)","(31.0, 50.0, 46.25)","(11.0, 15.0, 14.974358974358974)","(101.0, 550.0, 350.0)"
16-12-2022 13:46:42.237908,"(4.6, 6.2, 6.053658536585366)","(61.0, 85.0, 80.38461538461539)","(19.0, 25.0, 24.076923076923077)","(61.0, 75.0, 67.0)","(16.0, 23.0, 21.76923076923077)","(31.0, 50.0, 45.714285714285715)","(31.0, 46.0, 43.5)","(10.0, 13.0, 12.682242990654206)","(101.0, 260.0, 230.0)","(5.5, 7.8, 7.686486486486486)","(2.5, 2.7, 2.6751724137931037)","(31.0, 50.0, 46.25)","(11.0, 15.0, 14.974358974358974)","(101.0, 550.0, 350.0)"
16-12-2022 13:46:43.877538,"(4.6, 6.2, 6.0350515463917525)","(61.0, 85.0, 82.77777777777777)","(19.0, 25.0, 24.294117647058822)","(61.0, 75.0, 67.0)","(16.0, 23.0, 22.0)","(31.0, 50.0, 46.0)","(31.0, 46.0, 43.5)","(10.0, 13.0, 12.682242990654206)","(101.0, 260.0, 230.0)","(5.5, 8.0, 7.665306122448979)","(2.5, 2.68, 2.650526315789474)","(31.0, 50.0, 46.25)","(11.0, 15.0, 14.974358974358974)","(101.0, 550.0, 350.0)"
16-12-2022 13:46:45.545005,"(4.6, 6.2, 6.0350515463917525)","(61.0, 85.0, 82.77777777777777)","(19.0, 25.0, 24.4)","(61.0, 75.0, 67.0)","(16.0, 23.0, 22.0)","(31.0, 48.0, 45.5)","(31.0, 46.0, 43.5)","(10.0, 13.0, 12.480263157894736)","(101.0, 260.0, 230.0)","(5.5, 8.0, 8.08)","(2.5, 2.66, 2.630526315789474)","(31.0, 50.0, 46.25)","(11.0, 15.0, 14.977272727272727)","(101.0, 550.0, 356.6666666666667)"
16-12-2022 13:46:47.311594,"(4.6, 6.2, 6.0350515463917525)","(61.0, 85.0, 80.38461538461539)","(19.0, 25.0, 24.4)","(61.0, 75.0, 68.75)","(16.0, 23.0, 22.0)","(31.0, 50.0, 44.857142857142854)","(31.0, 46.0, 40.285714285714285)","(10.0, 12.5, 12.480263157894736)","(101.0, 260.0, 230.0)","(5.5, 8.2, 8.600000000000001)","(2.5, 2.64, 2.624)","(31.0, 50.0, 46.25)","(11.0, 15.0, 14.783783783783784)","(101.0, 550.0, 356.6666666666667)"
16-12-2022 13:46:49.568834,"(4.6, 6.2, 6.0350515463917525)","(61.0, 85.0, 80.38461538461539)","(19.0, 25.0, 24.4)","(61.0, 70.0, 68.75)","(16.0, 23.0, 22.0)","(31.0, 50.0, 44.857142857142854)","(31.0, 46.0, 42.36363636363636)","(10.0, 12.5, 12.480263157894736)","(101.0, 260.0, 230.0)","(5.5, 8.8, 8.542857142857143)","(2.5, 2.64, 2.624)","(31.0, 50.0, 46.25)","(11.0, 15.0, 14.7625)","(101.0, 550.0, 356.6666666666667)"
16-12-2022 13:46:51.370250,"(4.6, 6.2, 6.0350515463917525)","(61.0, 85.0, 80.38461538461539)","(19.0, 25.0, 24.0)","(61.0, 70.0, 68.75)","(16.0, 23.0, 22.0)","(31.0, 50.0, 44.857142857142854)","(31.0, 46.0, 42.36363636363636)","(10.0, 12.5, 12.480263157894736)","(101.0, 260.0, 230.0)","(5.5, 8.8, 8.65)","(2.5, 2.64, 2.624)","(31.0, 50.0, 46.25)","(11.0, 15.0, 14.92)","(101.0, 550.0, 356.6666666666667)"
16-12-2022 13:46:53.154991,"(4.6, 6.2, 6.0350515463917525)","(61.0, 85.0, 80.38461538461539)","(19.0, 25.0, 24.625)","(61.0, 70.0, 68.75)","(16.0, 23.0, 22.23076923076923)","(31.0, 50.0, 44.857142857142854)","(31.0, 46.0, 43.6)","(10.0, 12.5, 12.480263157894736)","(101.0, 260.0, 230.0)","(5.5, 8.8, 8.475)","(2.5, 2.64, 2.6180000000000003)","(31.0, 50.0, 46.25)","(11.0, 15.0, 14.92)","(101.0, 550.0, 356.6666666666667)"
16-12-2022 13:46:54.914759,"(4.6, 6.2, 6.0350515463917525)","(61.0, 85.0, 82.77777777777777)","(19.0, 25.0, 24.625)","(61.0, 70.0, 68.75)","(16.0, 23.0, 22.23076923076923)","(31.0, 50.0, 44.857142857142854)","(31.0, 44.0, 43.6)","(10.0, 12.5, 12.480263157894736)","(101.0, 260.0, 230.0)","(5.5, 8.6, 8.413333333333332)","(2.5, 2.64, 2.616216216216216)","(31.0, 50.0, 46.25)","(11.0, 15.0, 14.92)","(101.0, 550.0, 356.6666666666667)"
16-12-2022 13:46:56.622972,"(4.6, 6.2, 6.0350515463917525)","(61.0, 85.0, 82.77777777777777)","(19.0, 25.0, 24.428571428571427)","(61.0, 70.0, 68.75)","(16.0, 23.0, 22.23076923076923)","(31.0, 50.0, 46.0)","(31.0, 44.0, 43.2)","(10.0, 12.5, 12.480263157894736)","(101.0, 260.0, 230.0)","(5.5, 8.6, 8.19)","(2.5, 2.64, 2.616216216216216)","(31.0, 50.0, 46.25)","(11.0, 15.0, 14.988372093023255)","(101.0, 550.0, 356.6666666666667)"
16-12-2022 13:46:58.421003,"(4.6, 6.2, 6.057142857142857)","(61.0, 85.0, 82.77777777777777)","(19.0, 25.0, 24.428571428571427)","(61.0, 70.0, 68.75)","(16.0, 23.0, 21.615384615384617)","(31.0, 50.0, 45.0)","(31.0, 44.0, 43.2)","(10.0, 12.5, 12.569444444444445)","(101.0, 260.0, 230.0)","(5.5, 8.2, 8.19)","(2.5, 2.64, 2.609677419354839)","(31.0, 50.0, 46.25)","(11.0, 15.0, 14.988372093023255)","(101.0, 550.0, 356.6666666666667)"
16-12-2022 13:47:00.373250,"(4.6, 6.2, 6.077894736842105)","(61.0, 85.0, 82.77777777777777)","(19.0, 25.0, 23.5)","(61.0, 70.0, 68.75)","(16.0, 22.0, 21.615384615384617)","(31.0, 50.0, 45.0)","(31.0, 44.0, 43.2)","(10.0, 13.0, 12.56338028169014)","(101.0, 260.0, 230.0)","(6.0, 8.2, 8.117647058823529)","(2.5, 2.6, 2.5840366972477065)","(31.0, 50.0, 46.25)","(11.0, 15.5, 15.26271186440678)","(101.0, 550.0, 363.3333333333333)"
16-12-2022 13:47:02.350951,"(4.6, 6.2, 6.077894736842105)","(61.0, 85.0, 82.77777777777777)","(19.0, 25.0, 23.8)","(61.0, 70.0, 68.75)","(16.0, 22.0, 21.615384615384617)","(31.0, 50.0, 45.0)","(31.0, 44.0, 43.5)","(10.0, 13.0, 12.602836879432624)","(101.0, 260.0, 230.0)","(5.5, 8.2, 8.176470588235293)","(2.45, 2.6, 2.581980198019802)","(31.0, 50.0, 47.5)","(11.0, 16.0, 15.61)","(101.0, 550.0, 363.3333333333333)"
16-12-2022 13:47:04.545448,"(4.6, 6.2, 6.061904761904762)","(61.0, 85.0, 80.38461538461539)","(19.0, 25.0, 23.285714285714285)","(61.0, 70.0, 68.75)","(16.0, 22.0, 23.4)","(31.0, 50.0, 45.0)","(31.0, 46.0, 44.46153846153846)","(10.0, 13.0, 12.590277777777779)","(101.0, 260.0, 230.0)","(5.5, 8.4, 8.26086956521739)","(2.45, 2.6, 2.583617021276596)","(31.0, 50.0, 47.0)","(11.0, 16.0, 15.617647058823529)","(101.0, 550.0, 363.3333333333333)"
16-12-2022 13:47:06.295214,"(4.6, 6.2, 6.061904761904762)","(61.0, 85.0, 82.0)","(19.0, 25.0, 23.285714285714285)","(61.0, 70.0, 68.75)","(16.0, 24.0, 23.53846153846154)","(31.0, 50.0, 45.0)","(31.0, 46.0, 40.46153846153846)","(10.0, 13.0, 12.590277777777779)","(101.0, 260.0, 230.0)","(5.5, 8.4, 8.26086956521739)","(2.45, 2.6, 2.583617021276596)","(31.0, 50.0, 47.0)","(11.0, 16.0, 16.142857142857142)","(101.0, 550.0, 363.3333333333333)"
16-12-2022 13:47:08.039885,"(4.6, 6.2, 6.061904761904762)","(61.0, 85.0, 82.0)","(19.0, 25.0, 23.285714285714285)","(61.0, 70.0, 68.75)","(16.0, 24.0, 23.357142857142858)","(31.0, 50.0, 45.333333333333336)","(31.0, 46.0, 40.46153846153846)","(10.0, 13.0, 12.524193548387096)","(101.0, 260.0, 230.0)","(5.5, 8.4, 8.169230769230769)","(2.45, 2.6, 2.5822988505747126)","(31.0, 50.0, 47.0)","(11.0, 16.5, 16.195652173913043)","(101.0, 550.0, 363.3333333333333)"
16-12-2022 13:47:09.790979,"(4.6, 6.2, 6.026865671641791)","(61.0, 85.0, 80.38461538461539)","(19.0, 25.0, 23.263157894736842)","(61.0, 70.0, 68.5)","(16.0, 24.0, 23.357142857142858)","(31.0, 48.0, 44.857142857142854)","(31.0, 46.0, 40.46153846153846)","(10.0, 13.0, 12.546153846153846)","(101.0, 260.0, 246.66666666666666)","(5.5, 8.2, 8.325)","(2.45, 2.6, 2.5762043795620437)","(31.0, 50.0, 43.6)","(11.0, 16.5, 16.546666666666667)","(101.0, 550.0, 376.6666666666667)"
16-12-2022 13:47:11.871005,"(4.6, 6.2, 6.026865671641791)","(61.0, 85.0, 80.38461538461539)","(19.0, 24.0, 23.263157894736842)","(61.0, 70.0, 67.0)","(16.0, 24.0, 23.526315789473685)","(31.0, 50.0, 44.857142857142854)","(31.0, 46.0, 42.0)","(10.0, 13.0, 12.546153846153846)","(101.0, 260.0, 246.66666666666666)","(5.5, 8.4, 8.325)","(2.45, 2.58, 2.5762043795620437)","(31.0, 50.0, 43.6)","(11.0, 17.0, 16.819444444444443)","(101.0, 550.0, 363.3333333333333)"
16-12-2022 13:47:14.080107,"(4.6, 6.2, 6.02972972972973)","(61.0, 85.0, 82.0)","(19.0, 24.0, 23.263157894736842)","(61.0, 70.0, 67.0)","(16.0, 24.0, 22.77777777777778)","(31.0, 50.0, 46.0)","(31.0, 46.0, 39.142857142857146)","(10.0, 13.0, 12.590277777777779)","(101.0, 260.0, 246.66666666666666)","(5.5, 8.4, 8.26153846153846)","(2.45, 2.58, 2.5762043795620437)","(31.0, 50.0, 43.6)","(11.0, 17.0, 16.819444444444443)","(101.0, 550.0, 376.6666666666667)"
