,Hedaresthedevil,Muletrain,Russet Moon,Triple,Johnny Jude,Production Time,Saber Storm,Gray Dane,Smarty Ridge,Bad Decisions
16-12-2022 12:31:00.572544,"(10.0, 13.5, 12.875)","(9.0, 20.0, 19.428571428571427)","(6.0, 9.8, 8.4)","(21.0, 65.0, 51.5)","(26.0, 95.0, 55.66666666666667)","(8.5, 9.4, 8.84)","(17.0, 80.0, 36.66666666666667)","(14.0, 17.5, 15.9)","(26.0, 330.0, 186.0)","(1.9, 2.26, 2.2380487804878046)"
16-12-2022 12:31:01.734126,"(10.0, 13.5, 12.875)","(9.0, 20.0, 19.0)","(6.0, 9.8, 8.4)","(21.0, 65.0, 54.2)","(26.0, 95.0, 55.66666666666667)","(8.5, 9.4, 9.088888888888889)","(17.0, 80.0, 24.285714285714285)","(14.0, 17.5, 16.166666666666668)","(26.0, 330.0, 186.0)","(1.9, 2.26, 2.2380487804878046)"
16-12-2022 12:31:02.839532,"(10.0, 13.5, 12.875)","(9.0, 20.0, 19.0)","(6.0, 9.8, 8.4)","(21.0, 65.0, 54.2)","(26.0, 95.0, 55.66666666666667)","(8.5, 9.4, 9.088888888888889)","(17.0, 80.0, 24.285714285714285)","(14.0, 17.5, 16.166666666666668)","(26.0, 330.0, 186.0)","(1.9, 2.26, 2.2380487804878046)"
16-12-2022 12:31:03.960044,"(10.0, 13.5, 12.875)","(9.0, 20.0, 19.0)","(6.0, 9.8, 9.0)","(21.0, 65.0, 54.2)","(26.0, 95.0, 55.66666666666667)","(8.5, 9.4, 9.088888888888889)","(17.0, 80.0, 35.0)","(14.0, 17.5, 16.166666666666668)","(26.0, 330.0, 186.0)","(1.9, 2.26, 2.2380487804878046)"
16-12-2022 12:31:05.056167,"(10.0, 13.5, 12.875)","(9.0, 20.0, 19.0)","(6.0, 9.8, 9.0)","(21.0, 65.0, 54.2)","(26.0, 95.0, 49.66666666666667)","(8.5, 9.4, 9.088888888888889)","(17.0, 75.0, 35.0)","(14.0, 17.5, 16.166666666666668)","(26.0, 330.0, 186.0)","(1.9, 2.26, 2.2380487804878046)"
16-12-2022 12:31:06.215424,"(10.0, 13.5, 12.875)","(9.0, 20.0, 19.0)","(6.0, 9.8, 9.0)","(21.0, 65.0, 54.2)","(26.0, 95.0, 49.66666666666667)","(8.5, 9.4, 8.84)","(17.0, 75.0, 59.875)","(14.0, 17.5, 16.166666666666668)","(26.0, 330.0, 186.0)","(1.9, 2.26, 2.2380487804878046)"
16-12-2022 12:31:07.355166,"(10.0, 13.5, 12.875)","(9.0, 20.0, 19.0)","(6.0, 9.8, 9.0)","(21.0, 65.0, 54.2)","(26.0, 95.0, 49.66666666666667)","(8.5, 9.4, 8.84)","(17.0, 75.0, 59.875)","(14.0, 17.5, 16.166666666666668)","(26.0, 330.0, 186.0)","(1.9, 2.26, 2.2380487804878046)"
16-12-2022 12:31:08.533864,"(10.0, 13.5, 12.607142857142858)","(9.0, 20.0, 19.0)","(6.0, 9.8, 9.0)","(21.0, 65.0, 54.2)","(26.0, 95.0, 72.33333333333334)","(8.5, 9.4, 8.84)","(17.0, 75.0, 59.875)","(14.0, 17.5, 16.166666666666668)","(26.0, 330.0, 186.0)","(1.9, 2.26, 2.2380487804878046)"
16-12-2022 12:31:09.709613,"(10.0, 13.5, 12.607142857142858)","(9.0, 20.0, 19.0)","(6.0, 9.8, 9.0)","(21.0, 65.0, 54.2)","(26.0, 95.0, 67.8)","(8.5, 9.4, 8.84)","(17.0, 75.0, 59.875)","(14.0, 17.5, 16.166666666666668)","(26.0, 330.0, 186.0)","(1.9, 2.26, 2.168)"
16-12-2022 12:31:10.824060,"(10.0, 13.5, 12.607142857142858)","(9.0, 20.0, 19.0)","(6.0, 9.8, 9.0)","(21.0, 65.0, 54.2)","(26.0, 95.0, 72.33333333333334)","(8.5, 9.4, 8.84)","(17.0, 75.0, 59.875)","(14.0, 17.5, 15.5)","(26.0, 330.0, 186.0)","(1.9, 2.24, 2.144)"
16-12-2022 12:31:11.986914,"(10.0, 13.5, 12.607142857142858)","(9.0, 20.0, 19.0)","(6.0, 9.8, 9.0)","(21.0, 65.0, 54.2)","(26.0, 95.0, 72.33333333333334)","(8.5, 9.4, 8.84)","(17.0, 75.0, 59.875)","(14.0, 17.5, 15.5)","(26.0, 330.0, 186.0)","(1.9, 2.24, 2.144)"
16-12-2022 12:31:13.200073,"(10.0, 13.5, 12.607142857142858)","(9.0, 20.0, 19.0)","(6.0, 9.8, 8.4)","(21.0, 65.0, 54.2)","(26.0, 95.0, 72.33333333333334)","(8.5, 9.4, 8.84)","(17.0, 75.0, 59.875)","(14.0, 17.5, 15.5)","(26.0, 330.0, 186.0)","(1.9, 2.24, 2.144)"
16-12-2022 12:31:14.355062,"(10.0, 13.5, 12.607142857142858)","(9.0, 20.0, 19.0)","(6.0, 9.8, 8.4)","(21.0, 65.0, 54.2)","(26.0, 95.0, 72.33333333333334)","(8.5, 9.4, 8.466666666666667)","(17.0, 75.0, 59.875)","(14.0, 17.5, 15.5)","(26.0, 330.0, 186.0)","(1.9, 2.24, 2.1405714285714286)"
16-12-2022 12:31:15.504305,"(10.0, 13.5, 12.607142857142858)","(9.0, 20.0, 19.0)","(6.0, 9.8, 8.4)","(21.0, 65.0, 54.2)","(26.0, 95.0, 72.33333333333334)","(8.5, 9.4, 8.466666666666667)","(17.0, 75.0, 59.875)","(14.0, 17.5, 15.5)","(26.0, 330.0, 186.0)","(1.9, 2.24, 2.1405714285714286)"
16-12-2022 12:31:16.722925,"(10.0, 13.5, 12.607142857142858)","(9.0, 20.0, 19.0)","(6.0, 9.8, 8.4)","(21.0, 65.0, 54.2)","(26.0, 95.0, 61.5)","(8.5, 9.4, 8.514285714285714)","(17.0, 75.0, 39.0)","(14.0, 17.5, 15.785714285714285)","(26.0, 330.0, 157.2)","(1.9, 2.24, 2.1405714285714286)"
16-12-2022 12:31:17.896139,"(10.0, 13.5, 12.875)","(9.0, 20.0, 19.0)","(6.0, 9.8, 8.866666666666667)","(21.0, 65.0, 54.2)","(26.0, 95.0, 61.5)","(8.5, 9.2, 8.514285714285714)","(17.0, 75.0, 39.0)","(14.0, 17.5, 15.785714285714285)","(26.0, 330.0, 157.2)","(1.9, 2.24, 2.1405714285714286)"
16-12-2022 12:31:19.034230,"(10.0, 13.5, 12.875)","(9.0, 20.0, 19.0)","(6.0, 9.8, 8.866666666666667)","(21.0, 65.0, 54.2)","(26.0, 95.0, 61.5)","(8.5, 9.2, 8.514285714285714)","(17.0, 75.0, 39.0)","(14.0, 17.5, 15.785714285714285)","(26.0, 330.0, 157.2)","(1.9, 2.24, 2.1405714285714286)"
16-12-2022 12:31:20.186875,"(10.0, 13.5, 12.875)","(9.0, 20.0, 19.25)","(6.0, 9.8, 8.866666666666667)","(21.0, 65.0, 54.2)","(26.0, 95.0, 61.5)","(8.5, 9.2, 8.514285714285714)","(17.0, 75.0, 30.714285714285715)","(14.0, 17.5, 15.785714285714285)","(26.0, 330.0, 157.2)","(1.9, 2.24, 2.1405714285714286)"
16-12-2022 12:31:21.363028,"(10.0, 13.5, 12.875)","(9.0, 22.0, 20.25)","(6.0, 9.8, 8.866666666666667)","(21.0, 65.0, 54.2)","(26.0, 95.0, 61.5)","(8.5, 9.2, 8.514285714285714)","(17.0, 70.0, 30.714285714285715)","(14.0, 17.5, 15.785714285714285)","(26.0, 330.0, 157.2)","(1.9, 2.24, 2.1405714285714286)"
16-12-2022 12:31:22.489757,"(10.0, 13.5, 13.083333333333334)","(9.0, 22.0, 20.25)","(6.0, 9.8, 8.866666666666667)","(21.0, 65.0, 54.2)","(26.0, 95.0, 61.5)","(8.5, 9.2, 8.514285714285714)","(17.0, 70.0, 30.714285714285715)","(13.0, 17.5, 15.785714285714285)","(26.0, 330.0, 106.5)","(1.9, 2.24, 2.1405714285714286)"
16-12-2022 12:31:23.651162,"(10.0, 13.5, 13.142857142857142)","(9.0, 22.0, 19.375)","(6.0, 9.8, 9.511111111111113)","(21.0, 65.0, 53.857142857142854)","(26.0, 95.0, 73.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 70.0, 47.29166666666667)","(13.0, 17.5, 15.785714285714285)","(26.0, 330.0, 182.0)","(1.9, 2.24, 2.1405714285714286)"
16-12-2022 12:31:24.856375,"(10.0, 13.5, 13.142857142857142)","(9.0, 22.0, 19.2)","(6.0, 9.8, 9.511111111111113)","(21.0, 65.0, 49.8)","(26.0, 95.0, 73.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 70.0, 30.714285714285715)","(13.0, 17.5, 15.785714285714285)","(26.0, 330.0, 106.5)","(1.9, 2.24, 2.1405714285714286)"
16-12-2022 12:31:26.015012,"(10.0, 13.5, 13.142857142857142)","(9.0, 22.0, 19.2)","(6.0, 9.8, 9.563636363636364)","(21.0, 65.0, 53.857142857142854)","(26.0, 95.0, 73.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 70.0, 30.714285714285715)","(13.0, 17.5, 15.785714285714285)","(26.0, 330.0, 182.0)","(1.9, 2.24, 2.1405714285714286)"
16-12-2022 12:31:27.143844,"(10.0, 13.5, 13.142857142857142)","(9.0, 22.0, 19.2)","(6.0, 9.8, 9.563636363636364)","(21.0, 65.0, 53.857142857142854)","(26.0, 95.0, 73.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 70.0, 44.84615384615385)","(13.0, 17.5, 15.785714285714285)","(26.0, 330.0, 218.25)","(1.9, 2.24, 2.1405714285714286)"
16-12-2022 12:31:28.270264,"(10.0, 13.5, 13.142857142857142)","(9.0, 22.0, 19.2)","(6.0, 9.8, 9.563636363636364)","(21.0, 65.0, 53.857142857142854)","(26.0, 95.0, 73.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 70.0, 44.84615384615385)","(13.0, 17.5, 15.785714285714285)","(26.0, 330.0, 218.25)","(1.9, 2.24, 2.1405714285714286)"
16-12-2022 12:31:29.447542,"(10.0, 13.5, 13.142857142857142)","(9.0, 22.0, 19.2)","(6.0, 9.8, 9.563636363636364)","(21.0, 65.0, 53.857142857142854)","(26.0, 95.0, 73.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 70.0, 28.75)","(13.0, 17.5, 15.785714285714285)","(26.0, 330.0, 218.25)","(1.9, 2.24, 2.1405714285714286)"
16-12-2022 12:31:30.681256,"(10.0, 13.5, 13.142857142857142)","(9.0, 22.0, 19.2)","(6.0, 9.8, 9.563636363636364)","(21.0, 65.0, 57.2)","(26.0, 95.0, 73.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 70.0, 28.75)","(13.0, 17.5, 15.785714285714285)","(26.0, 330.0, 211.60000000000002)","(1.9, 2.24, 2.1405714285714286)"
16-12-2022 12:31:31.890540,"(10.0, 13.5, 13.142857142857142)","(9.0, 22.0, 19.2)","(6.0, 9.8, 9.563636363636364)","(21.0, 65.0, 52.33333333333333)","(26.0, 95.0, 73.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 70.0, 44.84615384615385)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 212.39999999999998)","(1.9, 2.24, 2.1405714285714286)"
16-12-2022 12:31:33.140035,"(10.0, 13.5, 13.142857142857142)","(9.0, 22.0, 19.2)","(6.0, 9.8, 9.563636363636364)","(21.0, 65.0, 53.857142857142854)","(26.0, 95.0, 73.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 70.0, 28.75)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 244.85714285714283)","(1.9, 2.24, 2.1405714285714286)"
16-12-2022 12:31:34.280469,"(10.0, 13.5, 13.142857142857142)","(9.0, 22.0, 19.2)","(6.0, 9.8, 9.563636363636364)","(21.0, 65.0, 53.857142857142854)","(26.0, 95.0, 73.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 70.0, 28.75)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 131.33333333333331)","(1.9, 2.24, 2.1500000000000004)"
16-12-2022 12:31:35.478851,"(10.0, 13.5, 13.142857142857142)","(9.0, 22.0, 19.2)","(6.0, 9.8, 9.563636363636364)","(21.0, 65.0, 53.857142857142854)","(26.0, 95.0, 73.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 70.0, 26.77777777777778)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 244.85714285714283)","(1.9, 2.22, 2.1500000000000004)"
16-12-2022 12:31:36.635781,"(10.0, 13.5, 13.142857142857142)","(9.0, 22.0, 19.2)","(6.0, 9.8, 9.563636363636364)","(21.0, 65.0, 53.857142857142854)","(26.0, 95.0, 73.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 22.5)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 244.85714285714283)","(1.9, 2.22, 2.1500000000000004)"
16-12-2022 12:31:37.806230,"(10.0, 13.5, 13.142857142857142)","(9.0, 22.0, 19.2)","(6.0, 9.8, 9.563636363636364)","(21.0, 65.0, 53.857142857142854)","(26.0, 95.0, 73.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 27.5)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 244.85714285714283)","(1.9, 2.22, 2.1533333333333333)"
16-12-2022 12:31:38.937680,"(10.0, 13.5, 13.142857142857142)","(9.0, 22.0, 19.2)","(6.0, 9.8, 9.563636363636364)","(21.0, 65.0, 53.857142857142854)","(26.0, 95.0, 73.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 27.5)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 244.85714285714283)","(1.9, 2.22, 2.1533333333333333)"
16-12-2022 12:31:40.073869,"(10.0, 13.5, 13.142857142857142)","(9.0, 22.0, 19.375)","(6.0, 9.8, 9.563636363636364)","(21.0, 65.0, 53.857142857142854)","(26.0, 95.0, 73.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 27.5)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 244.85714285714283)","(1.9, 2.22, 2.1533333333333333)"
16-12-2022 12:31:41.238360,"(10.0, 13.5, 13.142857142857142)","(9.0, 22.0, 19.375)","(6.0, 9.8, 9.563636363636364)","(21.0, 65.0, 53.857142857142854)","(26.0, 95.0, 73.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 27.5)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 244.85714285714283)","(1.9, 2.22, 2.1533333333333333)"
16-12-2022 12:31:42.428949,"(10.0, 13.5, 13.142857142857142)","(9.0, 22.0, 19.375)","(6.0, 9.8, 9.563636363636364)","(21.0, 65.0, 53.857142857142854)","(26.0, 95.0, 73.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 27.5)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 244.85714285714283)","(1.9, 2.22, 2.1533333333333333)"
16-12-2022 12:31:43.542020,"(10.0, 13.5, 13.142857142857142)","(9.0, 22.0, 19.375)","(6.0, 9.8, 9.563636363636364)","(21.0, 65.0, 53.857142857142854)","(26.0, 95.0, 73.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 27.5)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 270.4)","(1.9, 2.22, 2.1533333333333333)"
16-12-2022 12:31:44.671674,"(10.0, 13.5, 12.956521739130435)","(9.0, 22.0, 19.375)","(6.0, 9.8, 9.25)","(21.0, 65.0, 53.857142857142854)","(26.0, 95.0, 73.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 27.5)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 231.33333333333334)","(1.9, 2.22, 2.1533333333333333)"
16-12-2022 12:31:45.791399,"(10.0, 13.5, 12.956521739130435)","(9.0, 22.0, 19.375)","(6.0, 9.8, 8.8)","(21.0, 65.0, 54.142857142857146)","(26.0, 95.0, 73.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 27.1)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 218.25)","(1.9, 2.22, 2.1533333333333333)"
16-12-2022 12:31:46.952753,"(10.0, 13.5, 12.956521739130435)","(9.0, 21.0, 19.333333333333332)","(6.0, 9.8, 8.9)","(21.0, 65.0, 46.5)","(26.0, 95.0, 62.5)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 20.666666666666668)","(13.0, 17.5, 15.5)","(26.0, 330.0, 152.4)","(1.9, 2.22, 2.1533333333333333)"
16-12-2022 12:31:48.124581,"(10.0, 13.5, 12.956521739130435)","(9.0, 21.0, 19.333333333333332)","(6.0, 9.8, 9.620000000000001)","(21.0, 65.0, 46.5)","(26.0, 95.0, 69.8)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 20.666666666666668)","(13.0, 17.5, 15.1)","(26.0, 330.0, 183.0)","(1.9, 2.22, 2.1533333333333333)"
16-12-2022 12:31:49.389344,"(10.0, 13.5, 12.956521739130435)","(9.0, 21.0, 19.333333333333332)","(6.0, 9.8, 9.620000000000001)","(21.0, 65.0, 54.42857142857143)","(26.0, 95.0, 62.5)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 20.666666666666668)","(13.0, 17.5, 15.1)","(26.0, 330.0, 152.4)","(1.9, 2.22, 2.1533333333333333)"
16-12-2022 12:31:50.646873,"(10.0, 13.5, 12.956521739130435)","(9.0, 21.0, 19.333333333333332)","(6.0, 9.8, 9.08)","(21.0, 65.0, 54.42857142857143)","(26.0, 95.0, 62.5)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 20.666666666666668)","(13.0, 17.5, 15.1)","(26.0, 330.0, 152.4)","(1.9, 2.22, 2.1533333333333333)"
16-12-2022 12:31:51.847807,"(10.0, 13.5, 12.956521739130435)","(9.0, 21.0, 19.333333333333332)","(6.0, 9.8, 9.08)","(21.0, 65.0, 46.5)","(26.0, 95.0, 62.5)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 20.666666666666668)","(13.0, 17.5, 15.1)","(26.0, 330.0, 152.4)","(1.9, 2.22, 2.1533333333333333)"
16-12-2022 12:31:53.089610,"(10.0, 13.5, 12.956521739130435)","(9.0, 21.0, 19.333333333333332)","(6.0, 9.8, 9.08)","(21.0, 65.0, 46.5)","(26.0, 95.0, 62.5)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 20.666666666666668)","(13.0, 17.5, 15.1)","(26.0, 330.0, 152.4)","(1.9, 2.22, 2.1533333333333333)"
16-12-2022 12:31:54.338448,"(10.0, 13.5, 12.956521739130435)","(9.0, 21.0, 19.333333333333332)","(6.0, 9.8, 9.08)","(21.0, 65.0, 46.5)","(26.0, 95.0, 62.5)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 20.666666666666668)","(13.0, 17.5, 15.1)","(26.0, 330.0, 152.4)","(1.9, 2.22, 2.1533333333333333)"
16-12-2022 12:31:55.664160,"(10.0, 13.5, 12.956521739130435)","(9.0, 21.0, 19.333333333333332)","(6.0, 9.8, 9.08)","(21.0, 65.0, 46.5)","(26.0, 95.0, 62.5)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 20.666666666666668)","(13.0, 17.5, 15.1)","(26.0, 330.0, 152.4)","(1.9, 2.22, 2.1533333333333333)"
16-12-2022 12:31:56.908213,"(10.0, 13.5, 12.956521739130435)","(9.0, 21.0, 19.333333333333332)","(6.0, 9.8, 9.08)","(21.0, 65.0, 46.5)","(26.0, 95.0, 62.5)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 20.666666666666668)","(13.0, 17.5, 15.1)","(26.0, 330.0, 152.4)","(1.9, 2.22, 2.1533333333333333)"
16-12-2022 12:31:58.175208,"(10.0, 13.5, 12.956521739130435)","(9.0, 21.0, 19.333333333333332)","(6.0, 9.8, 9.08)","(21.0, 65.0, 46.5)","(26.0, 95.0, 62.5)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 20.666666666666668)","(13.0, 17.5, 15.1)","(26.0, 330.0, 152.4)","(1.9, 2.22, 2.1533333333333333)"
16-12-2022 12:31:59.361739,"(10.0, 13.5, 12.956521739130435)","(9.0, 21.0, 19.333333333333332)","(6.0, 9.8, 9.08)","(21.0, 65.0, 46.5)","(26.0, 95.0, 62.5)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 20.666666666666668)","(13.0, 17.5, 15.1)","(26.0, 330.0, 152.4)","(1.9, 2.22, 2.1533333333333333)"
16-12-2022 12:32:00.556674,"(10.0, 13.5, 12.956521739130435)","(9.0, 21.0, 19.333333333333332)","(6.0, 9.8, 9.08)","(21.0, 65.0, 46.5)","(26.0, 95.0, 62.5)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 27.0)","(13.0, 17.5, 15.1)","(26.0, 330.0, 152.4)","(1.9, 2.22, 2.1500000000000004)"
16-12-2022 12:32:01.752384,"(10.0, 13.5, 12.956521739130435)","(9.0, 21.0, 19.333333333333332)","(6.0, 9.8, 9.600000000000001)","(21.0, 65.0, 46.5)","(26.0, 95.0, 69.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 23.0)","(13.0, 17.5, 16.0)","(26.0, 330.0, 182.0)","(1.9, 2.2, 2.1500000000000004)"
16-12-2022 12:32:02.907169,"(10.0, 13.5, 13.171052631578947)","(9.0, 21.0, 18.5)","(6.0, 9.8, 9.600000000000001)","(21.0, 65.0, 53.0)","(26.0, 95.0, 74.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 27.0)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 212.39999999999998)","(1.9, 2.2, 2.1500000000000004)"
16-12-2022 12:32:04.097815,"(10.0, 13.5, 13.142857142857142)","(9.0, 21.0, 18.4)","(6.0, 9.8, 9.08)","(21.0, 65.0, 53.0)","(26.0, 95.0, 74.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 27.0)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 212.39999999999998)","(1.9, 2.2, 2.1500000000000004)"
16-12-2022 12:32:05.274606,"(10.0, 13.5, 13.171052631578947)","(9.0, 21.0, 19.625)","(6.0, 9.8, 9.620000000000001)","(21.0, 65.0, 53.0)","(26.0, 95.0, 74.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 26.0)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 256.5)","(1.9, 2.2, 2.1500000000000004)"
16-12-2022 12:32:06.474807,"(10.0, 13.5, 13.142857142857142)","(9.0, 21.0, 19.625)","(6.0, 9.8, 9.620000000000001)","(21.0, 65.0, 53.0)","(26.0, 95.0, 74.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 26.0)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 213.2)","(1.9, 2.2, 2.1500000000000004)"
16-12-2022 12:32:07.703195,"(10.0, 13.5, 13.142857142857142)","(9.0, 21.0, 19.625)","(6.0, 9.8, 9.350000000000001)","(21.0, 65.0, 53.0)","(26.0, 95.0, 74.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 27.0)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 213.2)","(1.9, 2.2, 2.1500000000000004)"
16-12-2022 12:32:08.873508,"(10.0, 13.5, 13.142857142857142)","(9.0, 21.0, 19.88888888888889)","(6.0, 9.8, 9.100000000000001)","(21.0, 65.0, 54.714285714285715)","(26.0, 95.0, 74.0)","(8.5, 9.2, 8.514285714285714)","(17.0, 30.0, 21.333333333333332)","(13.0, 17.5, 16.166666666666668)","(26.0, 330.0, 213.2)","(1.9, 2.2, 2.1500000000000004)"
