,Dinosaurus Rex,Why Not Surf,Our Uncle Harold,Ben Detto,American Shuffle Nz,Weona Sir Vivor,Rainbow Titan,Buddy Rockx,Mittys Three Aces Nz,Modern Power
11-01-2023 17:43:42.360704,"(11.0, 25.0, 16.0)","(14.0, 29.0, 25.77777777777778)","(31.0, 44.0, 40.0)","(41.0, 95.0, 66.5)","(13.0, 99999, 99990)","(5.0, 10.5, 9.85)","(21.0, 48.0, 41.666666666666664)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.66, 1.5853886010362694)"
11-01-2023 17:43:43.657516,"(11.0, 25.0, 16.0)","(14.0, 29.0, 25.77777777777778)","(31.0, 44.0, 40.0)","(41.0, 95.0, 66.5)","(13.0, 99999, 99990)","(5.0, 10.5, 9.85)","(21.0, 48.0, 41.666666666666664)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.66, 1.6075728155339806)"
11-01-2023 17:43:44.883232,"(11.0, 25.0, 16.0)","(14.0, 29.0, 25.77777777777778)","(31.0, 44.0, 40.0)","(41.0, 95.0, 66.5)","(13.0, 99999, 99990)","(5.0, 9.8, 9.5)","(21.0, 48.0, 41.666666666666664)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.66, 1.635076923076923)"
11-01-2023 17:43:46.112987,"(11.0, 25.0, 16.0)","(14.0, 29.0, 25.77777777777778)","(31.0, 44.0, 40.0)","(41.0, 95.0, 66.5)","(13.0, 99999, 99990)","(5.0, 10.5, 9.9)","(21.0, 48.0, 41.666666666666664)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.66, 1.635076923076923)"
11-01-2023 17:43:47.296648,"(11.0, 25.0, 16.0)","(14.0, 29.0, 25.77777777777778)","(31.0, 44.0, 40.0)","(41.0, 95.0, 66.5)","(13.0, 99999, 99990)","(5.0, 10.5, 10.2)","(21.0, 48.0, 29.333333333333336)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.66, 1.635076923076923)"
11-01-2023 17:43:48.468093,"(11.0, 25.0, 22.0)","(14.0, 29.0, 19.666666666666668)","(31.0, 44.0, 40.0)","(41.0, 95.0, 70.57142857142857)","(13.0, 99999, 99990)","(5.0, 9.8, 9.488888888888889)","(21.0, 48.0, 24.333333333333332)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.66, 1.635076923076923)"
11-01-2023 17:43:49.628229,"(11.0, 24.0, 21.22222222222222)","(14.0, 28.0, 17.166666666666668)","(31.0, 44.0, 40.0)","(41.0, 95.0, 70.57142857142857)","(13.0, 99999, 99990)","(5.0, 9.8, 9.100000000000001)","(21.0, 46.0, 24.333333333333332)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.66, 1.635076923076923)"
11-01-2023 17:43:50.796889,"(11.0, 24.0, 21.22222222222222)","(14.0, 28.0, 17.166666666666668)","(31.0, 44.0, 40.0)","(41.0, 95.0, 70.57142857142857)","(13.0, 99999, 99990)","(5.0, 9.8, 8.925)","(21.0, 46.0, 24.333333333333332)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.66, 1.635076923076923)"
11-01-2023 17:43:51.966736,"(11.0, 24.0, 21.22222222222222)","(14.0, 28.0, 17.166666666666668)","(31.0, 44.0, 40.0)","(41.0, 95.0, 70.57142857142857)","(13.0, 99999, 99990)","(5.0, 9.8, 9.28)","(21.0, 46.0, 24.333333333333332)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.66, 1.6493069306930692)"
11-01-2023 17:43:53.222941,"(11.0, 24.0, 21.22222222222222)","(14.0, 28.0, 17.166666666666668)","(31.0, 44.0, 40.0)","(41.0, 95.0, 70.57142857142857)","(13.0, 99999, 99990)","(5.0, 9.6, 9.066666666666666)","(21.0, 46.0, 24.333333333333332)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.66, 1.6493069306930692)"
11-01-2023 17:43:54.569218,"(11.0, 24.0, 21.22222222222222)","(14.0, 28.0, 17.166666666666668)","(31.0, 44.0, 40.0)","(41.0, 95.0, 70.57142857142857)","(14.0, 99999, 99990)","(5.0, 9.6, 9.066666666666666)","(21.0, 46.0, 24.333333333333332)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.66, 1.6493069306930692)"
11-01-2023 17:43:55.760583,"(11.0, 24.0, 20.57142857142857)","(14.0, 28.0, 17.166666666666668)","(31.0, 44.0, 40.0)","(41.0, 95.0, 70.57142857142857)","(14.0, 99999, 99990)","(5.0, 9.6, 9.066666666666666)","(21.0, 46.0, 24.333333333333332)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.66, 1.6493069306930692)"
11-01-2023 17:43:56.963307,"(11.0, 24.0, 19.4)","(14.0, 28.0, 17.166666666666668)","(31.0, 44.0, 40.0)","(41.0, 95.0, 70.57142857142857)","(14.0, 99999, 99990)","(5.0, 9.6, 9.066666666666666)","(21.0, 46.0, 24.333333333333332)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.66, 1.6493069306930692)"
11-01-2023 17:43:58.293071,"(11.0, 24.0, 19.4)","(14.0, 28.0, 17.166666666666668)","(31.0, 44.0, 40.0)","(41.0, 95.0, 74.375)","(14.0, 99999, 99990)","(5.0, 9.6, 9.200000000000001)","(21.0, 46.0, 24.333333333333332)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.66, 1.6493069306930692)"
11-01-2023 17:43:59.626968,"(11.0, 24.0, 21.818181818181817)","(14.0, 28.0, 16.857142857142858)","(31.0, 44.0, 40.0)","(41.0, 95.0, 74.375)","(14.0, 99999, 99990)","(5.0, 10.0, 9.133333333333335)","(21.0, 46.0, 24.333333333333332)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.66, 1.6532394366197183)"
11-01-2023 17:44:00.784413,"(11.0, 24.0, 20.0)","(14.0, 28.0, 17.166666666666668)","(31.0, 44.0, 40.0)","(41.0, 95.0, 74.375)","(14.0, 99999, 99990)","(5.0, 9.8, 9.133333333333335)","(21.0, 46.0, 24.333333333333332)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.66, 1.7603125)"
11-01-2023 17:44:01.999328,"(11.0, 24.0, 20.0)","(14.0, 28.0, 17.166666666666668)","(31.0, 44.0, 40.0)","(41.0, 95.0, 74.375)","(14.0, 99999, 99990)","(5.0, 9.8, 9.133333333333335)","(21.0, 46.0, 24.333333333333332)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.78, 1.71)"
11-01-2023 17:44:03.256667,"(11.0, 24.0, 20.0)","(14.0, 28.0, 21.76923076923077)","(31.0, 44.0, 40.0)","(41.0, 95.0, 79.28571428571428)","(14.0, 99999, 99990)","(5.0, 9.8, 9.133333333333335)","(21.0, 46.0, 33.76923076923077)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.77, 1.71)"
11-01-2023 17:44:04.599495,"(11.0, 24.0, 20.0)","(14.0, 28.0, 21.76923076923077)","(31.0, 44.0, 40.0)","(41.0, 95.0, 79.28571428571428)","(14.0, 99999, 99990)","(5.0, 9.8, 9.133333333333335)","(21.0, 46.0, 33.76923076923077)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.77, 1.71)"
11-01-2023 17:44:05.857198,"(11.0, 24.0, 20.0)","(14.0, 28.0, 21.76923076923077)","(31.0, 44.0, 40.0)","(41.0, 95.0, 79.28571428571428)","(14.0, 99999, 99990)","(5.0, 9.8, 9.133333333333335)","(21.0, 46.0, 33.76923076923077)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.77, 1.7658620689655173)"
11-01-2023 17:44:07.149463,"(11.0, 24.0, 20.0)","(14.0, 28.0, 21.76923076923077)","(31.0, 44.0, 40.0)","(41.0, 95.0, 58.33333333333333)","(14.0, 99999, 99990)","(5.0, 9.8, 9.133333333333335)","(21.0, 46.0, 33.76923076923077)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.77, 1.7658620689655173)"
11-01-2023 17:44:08.483959,"(11.0, 24.0, 20.0)","(14.0, 28.0, 17.875)","(31.0, 44.0, 40.0)","(41.0, 95.0, 58.33333333333333)","(14.0, 99999, 99990)","(5.0, 9.8, 9.133333333333335)","(21.0, 46.0, 33.76923076923077)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.77, 1.7658620689655173)"
11-01-2023 17:44:09.783096,"(11.0, 24.0, 20.0)","(14.0, 28.0, 16.954545454545453)","(31.0, 44.0, 40.0)","(41.0, 95.0, 58.33333333333333)","(14.0, 99999, 99990)","(5.0, 9.8, 8.938461538461539)","(21.0, 46.0, 33.76923076923077)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.77, 1.7658620689655173)"
11-01-2023 17:44:11.159661,"(11.0, 24.0, 20.0)","(14.0, 28.0, 16.954545454545453)","(31.0, 44.0, 40.0)","(41.0, 95.0, 58.33333333333333)","(14.0, 99999, 99990)","(5.0, 9.4, 8.9)","(21.0, 46.0, 33.76923076923077)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.77, 1.7658620689655173)"
11-01-2023 17:44:12.460599,"(11.0, 24.0, 20.0)","(14.0, 28.0, 16.954545454545453)","(31.0, 44.0, 40.0)","(41.0, 95.0, 58.33333333333333)","(14.0, 99999, 99990)","(5.0, 9.4, 8.9)","(21.0, 46.0, 33.76923076923077)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.77, 1.718108108108108)"
11-01-2023 17:44:13.770388,"(11.0, 24.0, 20.0)","(14.0, 28.0, 16.954545454545453)","(31.0, 44.0, 40.0)","(41.0, 95.0, 58.33333333333333)","(14.0, 99999, 99990)","(5.0, 9.4, 8.9)","(21.0, 46.0, 33.76923076923077)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.74, 1.718108108108108)"
11-01-2023 17:44:14.965801,"(11.0, 24.0, 20.0)","(14.0, 28.0, 16.954545454545453)","(31.0, 44.0, 40.0)","(41.0, 90.0, 52.5)","(14.0, 99999, 99990)","(5.0, 9.4, 8.9)","(21.0, 46.0, 33.76923076923077)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.74, 1.6846153846153846)"
11-01-2023 17:44:16.206666,"(11.0, 24.0, 20.0)","(14.0, 28.0, 16.954545454545453)","(31.0, 44.0, 40.0)","(41.0, 90.0, 73.75)","(14.0, 99999, 99990)","(5.0, 9.4, 8.9)","(21.0, 46.0, 33.76923076923077)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.74, 1.7175)"
11-01-2023 17:44:17.506947,"(11.0, 24.0, 20.0)","(14.0, 28.0, 17.875)","(31.0, 44.0, 40.0)","(41.0, 85.0, 71.11111111111111)","(14.0, 99999, 99990)","(5.0, 9.4, 8.9)","(21.0, 46.0, 40.57142857142857)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.74, 1.7194285714285713)"
11-01-2023 17:44:18.774548,"(11.0, 24.0, 18.25)","(14.0, 28.0, 17.875)","(31.0, 44.0, 40.0)","(41.0, 80.0, 71.11111111111111)","(14.0, 99999, 99990)","(5.0, 9.4, 8.9)","(21.0, 44.0, 40.57142857142857)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.74, 1.7372765957446807)"
11-01-2023 17:44:20.031836,"(11.0, 28.0, 22.833333333333336)","(14.0, 28.0, 17.875)","(31.0, 44.0, 40.0)","(41.0, 80.0, 63.333333333333336)","(14.0, 99999, 99990)","(5.0, 9.4, 8.9)","(21.0, 44.0, 40.57142857142857)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.74, 1.7372765957446807)"
11-01-2023 17:44:21.406535,"(11.0, 28.0, 22.833333333333336)","(14.0, 28.0, 17.875)","(31.0, 44.0, 40.0)","(41.0, 80.0, 48.333333333333336)","(14.0, 99999, 99990)","(5.0, 9.4, 8.9)","(21.0, 44.0, 40.57142857142857)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.74, 1.6600000000000001)"
11-01-2023 17:44:22.708634,"(11.0, 28.0, 22.833333333333336)","(14.0, 28.0, 19.0)","(31.0, 44.0, 40.0)","(41.0, 80.0, 48.333333333333336)","(14.0, 99999, 99990)","(5.0, 9.4, 8.9)","(21.0, 44.0, 40.57142857142857)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.7, 1.6600000000000001)"
11-01-2023 17:44:23.929393,"(11.0, 28.0, 22.833333333333336)","(14.0, 28.0, 19.0)","(31.0, 44.0, 40.0)","(41.0, 80.0, 48.333333333333336)","(14.0, 99999, 99990)","(5.0, 9.4, 8.9)","(21.0, 44.0, 40.57142857142857)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.7, 1.6600000000000001)"
11-01-2023 17:44:25.152002,"(11.0, 28.0, 26.636363636363633)","(14.0, 28.0, 19.0)","(31.0, 44.0, 40.0)","(41.0, 80.0, 48.333333333333336)","(14.0, 99999, 99990)","(5.0, 9.4, 8.9)","(21.0, 44.0, 40.57142857142857)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.7, 1.6600000000000001)"
11-01-2023 17:44:26.421805,"(11.0, 28.0, 24.538461538461537)","(14.0, 28.0, 19.0)","(31.0, 44.0, 40.0)","(41.0, 75.0, 53.0)","(14.0, 99999, 99990)","(5.0, 9.4, 8.9)","(21.0, 44.0, 40.57142857142857)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.7, 1.6600000000000001)"
11-01-2023 17:44:27.705004,"(11.0, 28.0, 24.538461538461537)","(14.0, 28.0, 19.0)","(31.0, 44.0, 40.0)","(41.0, 75.0, 53.0)","(14.0, 99999, 99990)","(5.0, 9.4, 8.9)","(21.0, 44.0, 40.57142857142857)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.7, 1.6360000000000001)"
11-01-2023 17:44:28.943374,"(11.0, 28.0, 24.538461538461537)","(14.0, 28.0, 19.0)","(31.0, 44.0, 40.0)","(41.0, 75.0, 53.0)","(14.0, 99999, 99990)","(5.0, 9.4, 8.9)","(21.0, 44.0, 40.57142857142857)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.78, 1.6490909090909092)"
11-01-2023 17:44:30.222786,"(11.0, 28.0, 22.1875)","(14.0, 28.0, 19.0)","(31.0, 44.0, 40.0)","(41.0, 75.0, 53.0)","(14.0, 99999, 99990)","(5.0, 9.4, 8.9)","(21.0, 44.0, 40.57142857142857)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.78, 1.645)"
11-01-2023 17:44:31.498625,"(11.0, 28.0, 24.423076923076923)","(14.0, 28.0, 22.214285714285715)","(31.0, 44.0, 40.0)","(41.0, 75.0, 53.0)","(14.0, 99999, 99990)","(5.0, 9.4, 7.4)","(21.0, 44.0, 36.625)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.78, 1.645)"
11-01-2023 17:44:32.791776,"(11.0, 28.0, 25.416666666666668)","(14.0, 28.0, 22.807692307692307)","(31.0, 44.0, 40.0)","(41.0, 75.0, 53.0)","(14.0, 99999, 99990)","(5.0, 9.4, 7.366666666666667)","(21.0, 46.0, 33.27272727272727)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.78, 1.645)"
11-01-2023 17:44:34.102483,"(11.0, 28.0, 24.9)","(14.0, 28.0, 21.76923076923077)","(31.0, 44.0, 38.666666666666664)","(41.0, 75.0, 53.0)","(14.0, 99999, 99990)","(5.0, 9.2, 7.342857142857143)","(21.0, 48.0, 33.27272727272727)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.78, 1.645)"
11-01-2023 17:44:35.316683,"(11.0, 28.0, 18.0)","(14.0, 28.0, 21.76923076923077)","(31.0, 44.0, 38.666666666666664)","(41.0, 75.0, 53.0)","(14.0, 99999, 99990)","(5.0, 9.2, 7.345454545454546)","(21.0, 48.0, 33.27272727272727)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.78, 1.652)"
11-01-2023 17:44:36.494451,"(11.0, 28.0, 18.0)","(14.0, 28.0, 21.76923076923077)","(31.0, 44.0, 38.666666666666664)","(41.0, 75.0, 53.0)","(14.0, 99999, 99990)","(5.0, 8.8, 7.6000000000000005)","(21.0, 48.0, 26.625)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.74, 1.652)"
11-01-2023 17:44:37.750369,"(11.0, 28.0, 22.0)","(14.0, 28.0, 21.76923076923077)","(31.0, 44.0, 38.666666666666664)","(41.0, 75.0, 53.0)","(14.0, 99999, 99990)","(5.0, 8.4, 7.8500000000000005)","(21.0, 48.0, 33.75)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.74, 1.652)"
11-01-2023 17:44:39.057747,"(11.0, 28.0, 18.0)","(14.0, 28.0, 21.76923076923077)","(31.0, 44.0, 38.666666666666664)","(41.0, 75.0, 53.0)","(14.0, 99999, 99990)","(5.0, 8.4, 6.836363636363637)","(21.0, 48.0, 33.75)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.74, 1.652)"
11-01-2023 17:44:40.336608,"(11.0, 28.0, 18.0)","(14.0, 28.0, 17.875)","(31.0, 44.0, 38.666666666666664)","(41.0, 75.0, 53.0)","(14.0, 99999, 99990)","(5.0, 7.2, 6.836363636363637)","(21.0, 48.0, 33.75)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.74, 1.6353846153846154)"
11-01-2023 17:44:41.698565,"(11.0, 28.0, 20.5)","(14.0, 28.0, 17.875)","(31.0, 44.0, 38.666666666666664)","(41.0, 75.0, 53.0)","(14.0, 99999, 99990)","(5.0, 7.2, 6.836363636363637)","(21.0, 48.0, 33.75)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.7, 1.6353846153846154)"
11-01-2023 17:44:43.060789,"(11.0, 28.0, 20.5)","(14.0, 28.0, 17.875)","(31.0, 44.0, 38.666666666666664)","(41.0, 75.0, 53.0)","(14.0, 99999, 99990)","(5.0, 7.2, 6.5600000000000005)","(21.0, 48.0, 33.75)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.7, 1.6382857142857143)"
11-01-2023 17:44:44.314486,"(11.0, 28.0, 18.0)","(14.0, 28.0, 17.875)","(31.0, 44.0, 38.666666666666664)","(41.0, 75.0, 53.0)","(14.0, 99999, 99990)","(5.0, 7.2, 6.733333333333333)","(21.0, 48.0, 33.75)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.7, 1.6314285714285715)"
11-01-2023 17:44:45.591550,"(11.0, 28.0, 18.0)","(14.0, 28.0, 17.875)","(31.0, 44.0, 38.666666666666664)","(41.0, 75.0, 53.0)","(14.0, 99999, 99990)","(5.0, 7.0, 6.8)","(21.0, 48.0, 33.75)","(21.0, 30.0, 27.0)","(21.0, 99999, 99990)","(1.55, 1.7, 1.6314285714285715)"
11-01-2023 17:44:46.817281,"(11.0, 28.0, 18.0)","(14.0, 28.0, 17.875)","(31.0, 44.0, 40.0)","(41.0, 75.0, 57.5)","(14.0, 99999, 99990)","(5.0, 7.0, 6.8)","(21.0, 48.0, 24.666666666666668)","(21.0, 30.0, 52.0)","(21.0, 99999, 99990)","(1.55, 1.7, 1.578)"
11-01-2023 17:44:48.026152,"(11.0, 28.0, 20.25)","(14.0, 28.0, 23.875)","(31.0, 44.0, 40.0)","(31.0, 75.0, 54.0)","(15.0, 99999, 99990)","(5.5, 7.2, 6.676190476190476)","(21.0, 48.0, 24.0)","(21.0, 80.0, 39.2)","(21.0, 99999, 99990)","(1.5, 1.69, 1.5733333333333333)"
11-01-2023 17:44:49.289258,"(11.0, 28.0, 21.57142857142857)","(14.0, 27.0, 23.875)","(31.0, 44.0, 40.0)","(31.0, 75.0, 54.0)","(15.0, 99999, 99990)","(5.5, 7.0, 5.703571428571428)","(21.0, 48.0, 28.0)","(21.0, 100.0, 44.33333333333333)","(21.0, 99999, 99990)","(1.5, 1.69, 1.5733333333333333)"
11-01-2023 17:44:50.579193,"(11.0, 28.0, 25.0)","(14.0, 27.0, 23.875)","(31.0, 44.0, 40.0)","(31.0, 75.0, 54.0)","(15.0, 99999, 99990)","(5.5, 6.4, 5.36)","(21.0, 44.0, 28.0)","(21.0, 85.0, 44.33333333333333)","(21.0, 99999, 99990)","(1.5, 1.69, 1.5733333333333333)"
11-01-2023 17:44:51.916841,"(11.0, 28.0, 25.0)","(14.0, 27.0, 23.875)","(31.0, 46.0, 42.0)","(31.0, 75.0, 54.0)","(15.0, 99999, 99990)","(5.5, 6.0, 5.663636363636364)","(21.0, 44.0, 28.0)","(21.0, 85.0, 44.33333333333333)","(21.0, 99999, 99990)","(1.5, 1.69, 1.6630769230769231)"
11-01-2023 17:44:53.158765,"(11.0, 28.0, 25.0)","(14.0, 27.0, 23.875)","(31.0, 46.0, 42.0)","(31.0, 75.0, 54.0)","(15.0, 99999, 99990)","(5.5, 5.7, 5.638461538461538)","(21.0, 44.0, 28.0)","(21.0, 85.0, 34.166666666666664)","(21.0, 99999, 99990)","(1.5, 1.69, 1.6630769230769231)"
11-01-2023 17:44:54.408434,"(11.0, 28.0, 25.0)","(14.0, 27.0, 23.875)","(31.0, 46.0, 42.0)","(31.0, 75.0, 54.0)","(15.0, 99999, 99990)","(5.5, 5.7, 5.590909090909091)","(21.0, 44.0, 28.0)","(21.0, 85.0, 34.166666666666664)","(21.0, 99999, 99990)","(1.5, 1.69, 1.6630769230769231)"
11-01-2023 17:44:55.625833,"(11.0, 28.0, 25.0)","(14.0, 27.0, 23.875)","(31.0, 46.0, 42.0)","(31.0, 75.0, 54.0)","(15.0, 99999, 99990)","(5.5, 5.7, 5.590909090909091)","(21.0, 44.0, 28.0)","(21.0, 85.0, 34.166666666666664)","(21.0, 99999, 99990)","(1.5, 1.69, 1.64)"
11-01-2023 17:44:56.818122,"(11.0, 28.0, 25.0)","(14.0, 27.0, 23.875)","(31.0, 46.0, 42.0)","(31.0, 75.0, 54.0)","(15.0, 99999, 99990)","(5.5, 5.8, 5.6049999999999995)","(21.0, 44.0, 28.0)","(21.0, 85.0, 34.166666666666664)","(21.0, 99999, 99990)","(1.5, 1.69, 1.64)"
11-01-2023 17:44:58.048084,"(11.0, 28.0, 25.0)","(14.0, 27.0, 23.875)","(31.0, 46.0, 42.0)","(31.0, 75.0, 54.0)","(15.0, 99999, 99990)","(5.5, 5.6, 5.607407407407407)","(21.0, 44.0, 28.0)","(21.0, 85.0, 34.166666666666664)","(21.0, 99999, 99990)","(1.5, 1.69, 1.6764583333333334)"
11-01-2023 17:44:59.286175,"(11.0, 28.0, 25.0)","(14.0, 27.0, 23.875)","(31.0, 46.0, 42.0)","(31.0, 75.0, 54.0)","(15.0, 99999, 99990)","(5.5, 5.8, 5.607407407407407)","(21.0, 44.0, 28.0)","(21.0, 85.0, 34.166666666666664)","(21.0, 99999, 99990)","(1.5, 1.69, 1.6066265060240963)"
11-01-2023 17:45:00.560106,"(11.0, 28.0, 25.0)","(14.0, 27.0, 23.875)","(31.0, 46.0, 42.0)","(31.0, 75.0, 54.0)","(15.0, 99999, 99990)","(5.5, 5.8, 5.045161290322581)","(21.0, 44.0, 28.0)","(21.0, 85.0, 34.166666666666664)","(21.0, 99999, 99990)","(1.5, 1.65, 1.6066265060240963)"
