,Cronk,Anikitos,Luckyspeed,Flying Flynn,Kyvalley Helen,Whats The Tea,Antisocial,Maori Muscle,Dona Amalia,Hurricane Jane,Dynamic Star
12-01-2023 18:04:09.815922,"(31.0, 70.0, 63.57142857142857)","(19.0, 22.0, 21.8)","(21.0, 75.0, 58.333333333333336)","(15.0, 13.0, 12.858490566037736)","(1.55, 1.78, 1.7775510204081633)","(41.0, 95.0, 80.0)","(101.0, 230.0, 224.0)","(5.0, 8.6, 8.49090909090909)","(7.0, 10.0, 9.925)","(31.0, 60.0, 47.666666666666664)","(41.0, 70.0, 67.14285714285714)"
12-01-2023 18:04:11.177184,"(31.0, 70.0, 63.57142857142857)","(19.0, 22.0, 21.8)","(21.0, 75.0, 58.333333333333336)","(15.0, 13.0, 12.463636363636363)","(1.55, 1.78, 1.7793478260869566)","(41.0, 95.0, 80.0)","(101.0, 230.0, 224.0)","(5.0, 8.6, 8.49090909090909)","(7.0, 10.0, 9.992307692307692)","(31.0, 55.0, 45.57142857142857)","(41.0, 70.0, 67.14285714285714)"
12-01-2023 18:04:12.503165,"(31.0, 70.0, 61.0)","(19.0, 22.0, 21.8)","(21.0, 75.0, 66.66666666666667)","(15.0, 12.5, 12.464912280701753)","(1.55, 1.78, 1.775)","(41.0, 95.0, 80.0)","(101.0, 230.0, 224.0)","(5.0, 8.6, 8.514285714285714)","(7.0, 10.5, 9.992307692307692)","(31.0, 55.0, 45.57142857142857)","(41.0, 70.0, 67.14285714285714)"
12-01-2023 18:04:13.892476,"(31.0, 70.0, 61.0)","(19.0, 22.0, 21.8)","(21.0, 90.0, 66.66666666666667)","(13.0, 12.5, 12.464912280701753)","(1.55, 1.78, 1.7794)","(41.0, 95.0, 65.0)","(101.0, 230.0, 224.0)","(5.0, 8.6, 8.514285714285714)","(7.0, 10.5, 9.992307692307692)","(31.0, 55.0, 45.57142857142857)","(41.0, 70.0, 67.14285714285714)"
12-01-2023 18:04:15.352475,"(31.0, 70.0, 61.0)","(19.0, 22.0, 21.8)","(21.0, 90.0, 66.66666666666667)","(13.0, 12.5, 12.464912280701753)","(1.55, 1.78, 1.7794)","(41.0, 90.0, 72.5)","(101.0, 230.0, 224.0)","(5.0, 8.6, 8.514285714285714)","(7.0, 10.5, 9.992307692307692)","(31.0, 55.0, 45.57142857142857)","(41.0, 70.0, 67.14285714285714)"
12-01-2023 18:04:16.790297,"(31.0, 70.0, 61.0)","(19.0, 22.0, 21.8)","(21.0, 90.0, 70.0)","(15.0, 12.5, 12.464912280701753)","(1.55, 1.78, 1.7772727272727273)","(41.0, 85.0, 94.28571428571428)","(101.0, 230.0, 224.0)","(5.0, 8.6, 8.78082191780822)","(7.0, 10.5, 9.992307692307692)","(31.0, 55.0, 45.57142857142857)","(41.0, 70.0, 74.34782608695652)"
12-01-2023 18:04:18.206570,"(31.0, 70.0, 63.57142857142857)","(19.0, 22.0, 21.77777777777778)","(21.0, 85.0, 70.0)","(15.0, 12.5, 12.442857142857143)","(1.55, 1.78, 1.7664285714285715)","(41.0, 120.0, 85.0)","(101.0, 230.0, 224.0)","(5.0, 8.8, 8.777777777777779)","(7.0, 10.5, 9.925)","(31.0, 55.0, 45.57142857142857)","(41.0, 75.0, 74.34782608695652)"
12-01-2023 18:04:19.837802,"(31.0, 70.0, 63.57142857142857)","(19.0, 22.0, 21.77777777777778)","(21.0, 90.0, 63.333333333333336)","(15.0, 12.5, 12.364864864864865)","(1.55, 1.77, 1.7655882352941177)","(41.0, 110.0, 100.0)","(101.0, 230.0, 224.0)","(5.0, 8.8, 8.90967741935484)","(7.0, 10.0, 9.925)","(31.0, 55.0, 45.57142857142857)","(41.0, 75.0, 74.16666666666667)"
12-01-2023 18:04:21.510517,"(31.0, 70.0, 63.57142857142857)","(19.0, 22.0, 21.77777777777778)","(21.0, 90.0, 72.0)","(15.0, 12.5, 12.947368421052632)","(1.55, 1.77, 1.7557575757575759)","(41.0, 120.0, 100.0)","(101.0, 230.0, 224.0)","(5.0, 9.0, 8.883333333333333)","(7.0, 10.0, 9.866666666666667)","(31.0, 55.0, 43.75)","(41.0, 75.0, 74.16666666666667)"
12-01-2023 18:04:23.232669,"(31.0, 70.0, 63.57142857142857)","(19.0, 22.0, 21.8)","(21.0, 80.0, 64.2)","(13.0, 13.0, 13.264705882352942)","(1.55, 1.78, 1.7506818181818182)","(41.0, 120.0, 100.0)","(101.0, 230.0, 224.0)","(5.0, 9.0, 8.78888888888889)","(7.0, 10.0, 9.866666666666667)","(31.0, 55.0, 45.0)","(41.0, 75.0, 74.16666666666667)"
12-01-2023 18:04:24.887877,"(31.0, 70.0, 64.0)","(19.0, 22.0, 21.8)","(21.0, 75.0, 58.333333333333336)","(13.0, 13.5, 13.192307692307692)","(1.55, 1.78, 1.7513636363636365)","(41.0, 120.0, 92.5)","(101.0, 230.0, 225.0)","(5.0, 8.8, 8.399999999999999)","(7.0, 10.0, 9.885714285714286)","(31.0, 50.0, 44.0)","(41.0, 75.0, 74.16666666666667)"
12-01-2023 18:04:26.551267,"(31.0, 70.0, 64.0)","(18.0, 22.0, 21.5)","(26.0, 75.0, 64.2)","(12.0, 13.5, 13.192307692307692)","(1.55, 1.78, 1.7545)","(41.0, 120.0, 100.0)","(101.0, 230.0, 225.0)","(5.5, 8.6, 8.38)","(7.0, 10.0, 9.742857142857144)","(31.0, 50.0, 44.0)","(41.0, 75.0, 74.16666666666667)"
12-01-2023 18:04:28.054138,"(31.0, 70.0, 64.0)","(18.0, 22.0, 21.5)","(26.0, 75.0, 56.1)","(12.0, 13.5, 13.277777777777779)","(1.55, 1.78, 1.7764705882352942)","(41.0, 120.0, 100.0)","(101.0, 230.0, 225.0)","(5.5, 8.4, 8.206451612903226)","(7.0, 9.8, 9.742857142857144)","(31.0, 50.0, 44.0)","(41.0, 75.0, 74.16666666666667)"
12-01-2023 18:04:29.549852,"(31.0, 70.0, 64.0)","(18.0, 22.0, 21.5)","(26.0, 75.0, 56.1)","(12.0, 13.5, 13.277777777777779)","(1.55, 1.8, 1.7936)","(41.0, 120.0, 100.0)","(101.0, 230.0, 225.0)","(5.5, 8.4, 7.98)","(7.0, 9.8, 9.65)","(31.0, 50.0, 44.0)","(41.0, 75.0, 74.16666666666667)"
12-01-2023 18:04:31.100710,"(31.0, 70.0, 64.0)","(18.0, 22.0, 21.5)","(26.0, 75.0, 54.166666666666664)","(12.0, 13.5, 13.277777777777779)","(1.55, 1.8, 1.795945945945946)","(41.0, 120.0, 80.0)","(101.0, 230.0, 225.0)","(5.5, 8.0, 7.8999999999999995)","(7.0, 9.8, 9.5)","(31.0, 50.0, 44.0)","(41.0, 75.0, 74.16666666666667)"
12-01-2023 18:04:32.576386,"(31.0, 70.0, 64.0)","(18.0, 22.0, 21.5)","(26.0, 75.0, 61.5)","(12.0, 13.5, 13.277777777777779)","(1.55, 1.8, 1.783157894736842)","(41.0, 110.0, 97.5)","(101.0, 230.0, 225.0)","(5.5, 8.2, 7.7846153846153845)","(7.0, 9.6, 9.725000000000001)","(31.0, 50.0, 41.111111111111114)","(41.0, 75.0, 92.5)"
12-01-2023 18:04:34.015787,"(31.0, 70.0, 64.0)","(18.0, 22.0, 21.5)","(26.0, 75.0, 61.5)","(12.0, 13.5, 13.277777777777779)","(1.55, 1.81, 1.7825531914893618)","(41.0, 110.0, 76.66666666666667)","(101.0, 230.0, 225.0)","(5.5, 7.8, 7.7846153846153845)","(7.0, 9.8, 9.725000000000001)","(31.0, 50.0, 41.111111111111114)","(41.0, 110.0, 86.66666666666667)"
12-01-2023 18:04:35.395181,"(31.0, 70.0, 62.5)","(18.0, 22.0, 21.5)","(26.0, 75.0, 61.5)","(12.0, 13.5, 13.727272727272727)","(1.55, 1.81, 1.7933333333333334)","(41.0, 110.0, 76.66666666666667)","(101.0, 230.0, 225.0)","(5.5, 7.8, 7.488888888888889)","(7.5, 9.8, 9.5)","(31.0, 50.0, 41.111111111111114)","(41.0, 110.0, 80.83333333333333)"
12-01-2023 18:04:36.765506,"(31.0, 70.0, 62.5)","(18.0, 22.0, 21.8)","(26.0, 75.0, 61.5)","(12.0, 14.0, 13.25)","(1.55, 1.81, 1.8033333333333335)","(41.0, 110.0, 76.66666666666667)","(101.0, 230.0, 276.25)","(5.5, 7.8, 7.533333333333333)","(7.5, 9.6, 9.5)","(31.0, 50.0, 41.111111111111114)","(41.0, 110.0, 80.83333333333333)"
12-01-2023 18:04:38.178833,"(31.0, 70.0, 62.5)","(18.0, 22.0, 21.8)","(26.0, 75.0, 61.5)","(12.0, 14.0, 13.25)","(1.55, 1.81, 1.7937974683544304)","(41.0, 110.0, 76.66666666666667)","(101.0, 320.0, 275.0)","(5.5, 7.6, 7.492307692307692)","(7.5, 9.6, 9.5)","(31.0, 50.0, 41.111111111111114)","(41.0, 110.0, 80.83333333333333)"
12-01-2023 18:04:39.582072,"(31.0, 70.0, 62.5)","(18.0, 22.0, 21.8)","(26.0, 75.0, 61.5)","(12.0, 14.0, 13.25)","(1.55, 1.82, 1.7937974683544304)","(41.0, 110.0, 76.66666666666667)","(101.0, 320.0, 275.0)","(5.5, 7.8, 7.492307692307692)","(7.5, 9.6, 9.5)","(31.0, 50.0, 41.111111111111114)","(41.0, 110.0, 80.83333333333333)"
12-01-2023 18:04:41.147211,"(31.0, 70.0, 62.5)","(18.0, 22.0, 21.8)","(26.0, 75.0, 61.5)","(12.0, 14.0, 12.833333333333334)","(1.55, 1.82, 1.8267857142857145)","(41.0, 110.0, 76.66666666666667)","(101.0, 320.0, 275.0)","(5.5, 7.8, 7.492307692307692)","(7.5, 9.6, 9.5)","(31.0, 50.0, 41.111111111111114)","(41.0, 110.0, 80.83333333333333)"
12-01-2023 18:04:42.551186,"(31.0, 70.0, 62.5)","(18.0, 22.0, 21.8)","(26.0, 75.0, 61.5)","(12.0, 13.0, 12.807692307692308)","(1.55, 1.83, 1.8233333333333335)","(41.0, 110.0, 76.66666666666667)","(101.0, 320.0, 275.0)","(5.5, 7.8, 7.463157894736843)","(7.5, 9.6, 9.5)","(31.0, 50.0, 41.111111111111114)","(41.0, 110.0, 96.0)"
12-01-2023 18:04:44.008182,"(31.0, 70.0, 62.5)","(18.0, 22.0, 21.77777777777778)","(26.0, 75.0, 61.5)","(12.0, 13.0, 12.766666666666667)","(1.55, 1.83, 1.8233333333333335)","(41.0, 110.0, 77.5)","(101.0, 320.0, 275.0)","(5.5, 7.8, 7.4324324324324325)","(7.5, 9.6, 9.5)","(31.0, 50.0, 41.111111111111114)","(41.0, 110.0, 100.0)"
12-01-2023 18:04:45.390936,"(31.0, 70.0, 62.5)","(18.0, 22.0, 21.77777777777778)","(26.0, 75.0, 61.5)","(12.0, 13.0, 12.766666666666667)","(1.55, 1.83, 1.8262500000000002)","(41.0, 95.0, 68.75)","(101.0, 320.0, 275.0)","(5.5, 7.8, 7.428571428571429)","(7.5, 9.6, 9.5)","(31.0, 50.0, 41.111111111111114)","(41.0, 110.0, 100.0)"
12-01-2023 18:04:46.810141,"(31.0, 70.0, 62.5)","(18.0, 22.0, 21.77777777777778)","(26.0, 75.0, 61.5)","(12.0, 13.0, 12.785714285714286)","(1.55, 1.83, 1.8292857142857144)","(41.0, 95.0, 83.33333333333333)","(101.0, 320.0, 275.0)","(5.5, 7.6, 7.428571428571429)","(7.5, 9.6, 9.733333333333334)","(31.0, 50.0, 41.111111111111114)","(41.0, 110.0, 100.0)"
12-01-2023 18:04:48.202906,"(31.0, 70.0, 62.5)","(18.0, 22.0, 21.666666666666668)","(26.0, 75.0, 61.5)","(12.0, 13.5, 12.758064516129032)","(1.55, 1.83, 1.808888888888889)","(41.0, 95.0, 83.33333333333333)","(101.0, 320.0, 282.5)","(5.5, 7.6, 7.428571428571429)","(7.5, 9.8, 9.5)","(31.0, 50.0, 47.27272727272727)","(41.0, 110.0, 98.33333333333333)"
12-01-2023 18:04:49.632527,"(31.0, 70.0, 62.5)","(18.0, 22.0, 21.6)","(26.0, 75.0, 61.5)","(12.0, 13.5, 12.882352941176471)","(1.55, 1.83, 1.8197142857142858)","(41.0, 95.0, 83.33333333333333)","(101.0, 350.0, 380.0)","(5.5, 7.6, 7.230769230769231)","(7.5, 9.6, 9.5)","(31.0, 50.0, 46.666666666666664)","(41.0, 110.0, 98.33333333333333)"
12-01-2023 18:04:51.030816,"(31.0, 70.0, 62.5)","(18.0, 22.0, 21.6)","(26.0, 75.0, 62.5)","(12.0, 13.0, 12.866666666666667)","(1.55, 1.83, 1.8125)","(41.0, 95.0, 72.5)","(101.0, 500.0, 380.0)","(5.5, 7.6, 7.35)","(7.5, 9.6, 9.5)","(31.0, 50.0, 46.666666666666664)","(41.0, 110.0, 126.07142857142857)"
12-01-2023 18:04:52.447772,"(31.0, 70.0, 62.5)","(18.0, 22.0, 21.6)","(26.0, 75.0, 61.5)","(12.0, 13.0, 12.842105263157894)","(1.55, 1.82, 1.8093333333333335)","(41.0, 95.0, 83.33333333333333)","(101.0, 500.0, 380.0)","(5.5, 7.6, 7.3)","(7.5, 9.6, 9.549999999999999)","(31.0, 50.0, 46.666666666666664)","(41.0, 130.0, 120.0)"
12-01-2023 18:04:53.955579,"(31.0, 70.0, 62.5)","(18.0, 22.0, 21.6)","(26.0, 75.0, 62.5)","(12.0, 13.0, 12.842105263157894)","(1.55, 1.81, 1.8095238095238095)","(41.0, 95.0, 72.5)","(101.0, 500.0, 336.6666666666667)","(5.5, 7.6, 7.339130434782609)","(7.5, 9.6, 9.555555555555555)","(31.0, 50.0, 46.666666666666664)","(41.0, 130.0, 120.0)"
12-01-2023 18:04:55.207702,"(31.0, 70.0, 65.9090909090909)","(18.0, 22.0, 21.6)","(26.0, 75.0, 62.5)","(12.0, 13.0, 12.863636363636363)","(1.55, 1.81, 1.792906976744186)","(41.0, 95.0, 83.33333333333333)","(101.0, 490.0, 336.6666666666667)","(5.5, 7.6, 7.339130434782609)","(7.5, 9.6, 9.75)","(31.0, 50.0, 38.0)","(41.0, 130.0, 111.11111111111111)"
12-01-2023 18:04:56.449821,"(31.0, 70.0, 65.9090909090909)","(18.0, 22.0, 21.6)","(26.0, 75.0, 62.5)","(12.0, 13.0, 12.863636363636363)","(1.55, 1.81, 1.792906976744186)","(41.0, 120.0, 83.33333333333333)","(101.0, 490.0, 336.6666666666667)","(5.5, 7.6, 7.323076923076923)","(7.5, 9.8, 10.112903225806452)","(31.0, 50.0, 41.0)","(41.0, 150.0, 112.5)"
12-01-2023 18:04:57.757692,"(31.0, 70.0, 65.9090909090909)","(18.0, 22.0, 21.3)","(26.0, 75.0, 62.5)","(12.0, 13.0, 12.842105263157894)","(1.55, 1.81, 1.792906976744186)","(41.0, 120.0, 83.33333333333333)","(101.0, 490.0, 336.6666666666667)","(5.5, 7.6, 7.429268292682927)","(7.5, 10.5, 9.952380952380953)","(31.0, 48.0, 37.5)","(41.0, 140.0, 94.28571428571429)"
12-01-2023 18:04:59.266248,"(31.0, 70.0, 65.9090909090909)","(18.0, 21.0, 20.72222222222222)","(26.0, 80.0, 61.0)","(12.0, 13.0, 12.875)","(1.55, 1.8, 1.7775)","(41.0, 120.0, 83.33333333333333)","(101.0, 490.0, 336.6666666666667)","(5.5, 7.8, 7.429268292682927)","(7.5, 10.0, 9.941176470588236)","(31.0, 48.0, 37.5)","(41.0, 150.0, 94.28571428571429)"
12-01-2023 18:05:00.564560,"(31.0, 70.0, 65.9090909090909)","(18.0, 21.0, 20.72222222222222)","(26.0, 85.0, 67.5)","(12.0, 13.0, 13.441176470588236)","(1.55, 1.8, 1.795)","(41.0, 120.0, 83.33333333333333)","(101.0, 490.0, 370.0)","(5.5, 7.8, 7.429268292682927)","(7.5, 10.0, 9.944)","(31.0, 48.0, 37.5)","(41.0, 150.0, 94.28571428571429)"
12-01-2023 18:05:01.972570,"(31.0, 70.0, 65.9090909090909)","(18.0, 21.0, 20.72222222222222)","(26.0, 80.0, 75.83333333333334)","(12.0, 13.5, 13.441176470588236)","(1.55, 1.81, 1.78375)","(41.0, 120.0, 106.66666666666666)","(101.0, 480.0, 298.3333333333333)","(5.5, 7.8, 7.472727272727273)","(7.5, 10.0, 9.944)","(31.0, 48.0, 42.72727272727273)","(51.0, 150.0, 108.0)"
12-01-2023 18:05:03.206194,"(31.0, 70.0, 65.9090909090909)","(18.0, 21.0, 20.81818181818182)","(26.0, 80.0, 75.0)","(12.0, 13.5, 13.441176470588236)","(1.55, 1.8, 1.7933333333333334)","(41.0, 130.0, 111.42857142857143)","(101.0, 490.0, 292.85714285714283)","(5.5, 7.8, 7.451612903225807)","(7.5, 10.0, 9.926315789473685)","(31.0, 44.0, 38.888888888888886)","(51.0, 150.0, 128.0)"
12-01-2023 18:05:04.624912,"(31.0, 70.0, 65.9090909090909)","(18.0, 21.0, 20.81818181818182)","(26.0, 80.0, 74.0)","(12.0, 13.5, 13.441176470588236)","(1.55, 1.8, 1.8195734597156399)","(41.0, 120.0, 105.0)","(101.0, 490.0, 370.0)","(5.5, 7.8, 7.467692307692308)","(7.5, 10.0, 9.793103448275861)","(31.0, 40.0, 36.0)","(51.0, 140.0, 120.0)"
12-01-2023 18:05:05.888449,"(31.0, 70.0, 65.9090909090909)","(18.0, 21.0, 20.81818181818182)","(26.0, 80.0, 74.0)","(12.0, 13.5, 13.435483870967742)","(1.55, 1.82, 1.819098712446352)","(41.0, 120.0, 105.0)","(101.0, 480.0, 370.0)","(5.5, 7.8, 7.451612903225807)","(7.5, 10.0, 9.742857142857144)","(31.0, 38.0, 36.0)","(51.0, 140.0, 120.0)"
12-01-2023 18:05:07.080584,"(31.0, 95.0, 87.0)","(18.0, 21.0, 20.81818181818182)","(26.0, 80.0, 74.0)","(12.0, 13.5, 13.376811594202898)","(1.55, 1.82, 1.828648068669528)","(41.0, 120.0, 105.0)","(101.0, 480.0, 295.0)","(5.5, 7.8, 7.3304347826086955)","(7.5, 9.8, 9.760000000000002)","(31.0, 38.0, 37.0)","(51.0, 140.0, 120.0)"
12-01-2023 18:05:08.301405,"(31.0, 90.0, 86.5)","(18.0, 21.0, 20.81818181818182)","(26.0, 80.0, 74.0)","(12.0, 13.5, 13.376811594202898)","(1.55, 1.83, 1.827794117647059)","(41.0, 120.0, 105.0)","(101.0, 470.0, 300.0)","(5.5, 7.8, 7.514285714285714)","(7.5, 9.8, 9.545454545454545)","(31.0, 38.0, 36.0)","(51.0, 140.0, 120.0)"
12-01-2023 18:05:09.545966,"(31.0, 90.0, 86.5)","(18.0, 21.0, 20.81818181818182)","(26.0, 80.0, 73.75)","(12.0, 13.5, 13.8)","(1.55, 1.83, 1.8116216216216217)","(41.0, 120.0, 105.0)","(101.0, 460.0, 300.0)","(5.5, 7.6, 7.478688524590164)","(7.5, 9.6, 9.066666666666666)","(31.0, 38.0, 36.0)","(51.0, 140.0, 120.0)"
12-01-2023 18:05:10.978006,"(31.0, 90.0, 86.5)","(18.0, 21.0, 21.526315789473685)","(26.0, 80.0, 73.0)","(12.0, 14.0, 13.8)","(1.55, 1.83, 1.827732181425486)","(41.0, 120.0, 87.6923076923077)","(101.0, 460.0, 293.3333333333333)","(5.5, 7.8, 7.4561403508771935)","(7.5, 9.2, 8.84)","(31.0, 38.0, 36.0)","(51.0, 140.0, 120.0)"
12-01-2023 18:05:12.460282,"(31.0, 90.0, 83.63636363636363)","(18.0, 25.0, 22.324324324324323)","(26.0, 85.0, 73.0)","(12.0, 14.0, 13.82)","(1.55, 1.83, 1.8282352941176472)","(41.0, 120.0, 97.5)","(101.0, 460.0, 293.3333333333333)","(5.5, 7.8, 7.478688524590164)","(7.5, 9.0, 8.292307692307691)","(31.0, 38.0, 35.8)","(51.0, 140.0, 120.0)"
12-01-2023 18:05:13.919345,"(31.0, 90.0, 83.63636363636363)","(18.0, 25.0, 22.847826086956523)","(26.0, 85.0, 75.76923076923077)","(12.0, 14.0, 13.69767441860465)","(1.55, 1.83, 1.8257142857142858)","(41.0, 110.0, 102.85714285714286)","(101.0, 460.0, 293.3333333333333)","(5.5, 7.8, 7.473333333333334)","(7.5, 8.6, 8.44)","(31.0, 36.0, 35.8)","(51.0, 140.0, 120.0)"
12-01-2023 18:05:15.206672,"(31.0, 90.0, 83.63636363636363)","(18.0, 25.0, 22.847826086956523)","(26.0, 85.0, 75.76923076923077)","(12.0, 14.0, 13.69767441860465)","(1.55, 1.83, 1.8257142857142858)","(41.0, 110.0, 102.85714285714286)","(101.0, 460.0, 293.3333333333333)","(5.5, 7.8, 7.473333333333334)","(7.5, 8.6, 8.44)","(31.0, 36.0, 35.8)","(51.0, 140.0, 120.0)"
12-01-2023 18:05:16.556304,"(31.0, 90.0, 86.5)","(18.0, 25.0, 22.847826086956523)","(26.0, 85.0, 75.76923076923077)","(12.0, 12.0, 11.65)","(1.55, 1.85, 1.8438181818181818)","(41.0, 110.0, 102.85714285714286)","(101.0, 460.0, 293.3333333333333)","(5.5, 7.8, 7.625)","(7.5, 8.6, 8.44)","(31.0, 38.0, 33.42857142857143)","(51.0, 140.0, 121.66666666666666)"
12-01-2023 18:05:17.940289,"(31.0, 90.0, 86.5)","(18.0, 25.0, 23.166666666666668)","(31.0, 75.0, 72.14285714285714)","(12.0, 11.5, 11.379310344827585)","(1.55, 1.85, 1.8528301886792453)","(41.0, 110.0, 87.5)","(101.0, 460.0, 293.3333333333333)","(5.5, 7.8, 7.625)","(7.5, 8.6, 8.44)","(31.0, 38.0, 33.42857142857143)","(51.0, 140.0, 121.66666666666666)"
12-01-2023 18:05:19.367806,"(31.0, 90.0, 87.0)","(18.0, 25.0, 23.166666666666668)","(31.0, 75.0, 85.0)","(12.0, 11.5, 11.379310344827585)","(1.55, 1.86, 1.858)","(41.0, 110.0, 102.85714285714286)","(101.0, 460.0, 293.3333333333333)","(5.5, 7.8, 7.625)","(7.5, 8.6, 8.44)","(31.0, 38.0, 33.42857142857143)","(51.0, 140.0, 124.28571428571428)"
12-01-2023 18:05:20.711646,"(31.0, 90.0, 86.5)","(18.0, 25.0, 22.847826086956523)","(31.0, 100.0, 70.0)","(11.0, 11.5, 10.91025641025641)","(1.55, 1.87, 1.8888571428571428)","(41.0, 110.0, 102.85714285714286)","(101.0, 460.0, 293.3333333333333)","(5.5, 7.8, 7.623255813953488)","(7.5, 8.6, 8.323076923076922)","(31.0, 38.0, 33.42857142857143)","(51.0, 140.0, 127.5)"
12-01-2023 18:05:22.000966,"(31.0, 90.0, 86.5)","(18.0, 25.0, 22.847826086956523)","(31.0, 100.0, 70.0)","(11.0, 11.0, 10.91025641025641)","(1.55, 1.89, 1.8823809523809523)","(41.0, 110.0, 102.85714285714286)","(101.0, 460.0, 293.3333333333333)","(5.5, 7.8, 7.623255813953488)","(7.5, 8.6, 8.323076923076922)","(31.0, 38.0, 33.42857142857143)","(51.0, 140.0, 127.5)"
12-01-2023 18:05:23.324333,"(31.0, 90.0, 86.5)","(18.0, 24.0, 23.846153846153847)","(31.0, 100.0, 70.0)","(11.0, 11.0, 10.928571428571429)","(1.55, 1.88, 1.8695283018867923)","(41.0, 110.0, 102.85714285714286)","(101.0, 460.0, 293.3333333333333)","(5.5, 7.8, 7.625)","(7.5, 8.6, 8.36)","(31.0, 38.0, 33.42857142857143)","(51.0, 140.0, 150.0)"
12-01-2023 18:05:24.568579,"(31.0, 90.0, 86.5)","(18.0, 24.0, 23.846153846153847)","(31.0, 100.0, 64.44444444444444)","(11.0, 11.0, 10.725)","(1.55, 1.88, 1.858936170212766)","(41.0, 110.0, 87.5)","(101.0, 460.0, 293.3333333333333)","(5.5, 7.8, 7.9624999999999995)","(7.5, 8.6, 8.36)","(31.0, 38.0, 33.0)","(51.0, 170.0, 122.5)"
12-01-2023 18:05:25.759268,"(31.0, 90.0, 75.0)","(18.0, 24.0, 23.846153846153847)","(31.0, 100.0, 69.375)","(11.0, 11.5, 10.866666666666667)","(1.55, 1.86, 1.833913043478261)","(41.0, 110.0, 105.0)","(101.0, 460.0, 293.3333333333333)","(5.5, 8.2, 8.078260869565216)","(7.5, 8.6, 8.36)","(31.0, 38.0, 35.0)","(51.0, 150.0, 141.42857142857144)"
12-01-2023 18:05:26.954077,"(31.0, 90.0, 84.0)","(18.0, 24.0, 23.666666666666668)","(31.0, 100.0, 81.33333333333333)","(11.0, 11.0, 10.866666666666667)","(1.55, 1.86, 1.8316216216216217)","(41.0, 110.0, 101.66666666666667)","(101.0, 460.0, 293.3333333333333)","(5.5, 8.2, 8.115789473684211)","(7.5, 8.6, 8.36)","(31.0, 38.0, 35.0)","(51.0, 150.0, 141.42857142857144)"
12-01-2023 18:05:28.155047,"(31.0, 100.0, 80.0)","(18.0, 25.0, 23.166666666666668)","(31.0, 100.0, 85.0)","(11.0, 11.0, 10.93421052631579)","(1.55, 1.85, 1.8316216216216217)","(41.0, 110.0, 101.66666666666667)","(101.0, 460.0, 293.3333333333333)","(5.5, 8.4, 8.134426229508197)","(7.5, 8.6, 8.36)","(31.0, 38.0, 35.0)","(51.0, 150.0, 141.42857142857144)"
12-01-2023 18:05:29.411413,"(31.0, 100.0, 80.0)","(18.0, 25.0, 23.166666666666668)","(31.0, 100.0, 89.0909090909091)","(11.0, 11.0, 10.93421052631579)","(1.55, 1.85, 1.8348051948051949)","(41.0, 110.0, 101.66666666666667)","(101.0, 460.0, 293.3333333333333)","(5.5, 8.4, 8.142857142857142)","(7.5, 8.6, 8.44)","(31.0, 38.0, 35.5)","(51.0, 150.0, 141.42857142857144)"
12-01-2023 18:05:30.631498,"(31.0, 95.0, 85.0)","(18.0, 25.0, 23.166666666666668)","(31.0, 100.0, 89.0909090909091)","(11.0, 11.0, 10.944444444444445)","(1.55, 1.85, 1.8303225806451613)","(41.0, 110.0, 101.66666666666667)","(101.0, 460.0, 293.3333333333333)","(5.5, 8.4, 8.15)","(7.5, 8.6, 8.44)","(31.0, 36.0, 37.666666666666664)","(51.0, 150.0, 141.42857142857144)"
12-01-2023 18:05:32.262895,"(31.0, 95.0, 75.9090909090909)","(18.0, 25.0, 23.17142857142857)","(31.0, 100.0, 89.0909090909091)","(11.0, 11.0, 11.0375)","(1.55, 1.84, 1.8325)","(41.0, 110.0, 122.22222222222223)","(101.0, 460.0, 293.3333333333333)","(5.5, 8.4, 7.541935483870968)","(7.5, 8.6, 8.733333333333334)","(31.0, 38.0, 42.285714285714285)","(51.0, 150.0, 141.42857142857144)"
12-01-2023 18:05:33.541938,"(31.0, 95.0, 77.0)","(18.0, 25.0, 23.17142857142857)","(31.0, 100.0, 88.57142857142857)","(11.0, 11.5, 10.993827160493828)","(1.55, 1.84, 1.8232558139534885)","(41.0, 130.0, 88.63636363636364)","(101.0, 460.0, 293.3333333333333)","(5.5, 7.8, 7.571428571428571)","(7.5, 8.8, 8.693333333333333)","(31.0, 44.0, 42.285714285714285)","(51.0, 150.0, 141.42857142857144)"
12-01-2023 18:05:34.783265,"(31.0, 95.0, 84.0909090909091)","(18.0, 25.0, 23.358974358974358)","(31.0, 100.0, 89.16666666666666)","(11.0, 11.5, 10.993827160493828)","(1.55, 1.84, 1.8333333333333335)","(41.0, 130.0, 89.44444444444444)","(101.0, 460.0, 323.3333333333333)","(5.5, 7.8, 7.571428571428571)","(7.5, 8.8, 8.733333333333334)","(31.0, 44.0, 42.285714285714285)","(51.0, 150.0, 132.85714285714286)"
12-01-2023 18:05:36.170312,"(31.0, 90.0, 79.58333333333333)","(18.0, 25.0, 23.358974358974358)","(31.0, 95.0, 89.16666666666666)","(11.0, 11.5, 10.993827160493828)","(1.55, 1.84, 1.8225)","(41.0, 120.0, 101.0)","(101.0, 450.0, 307.5)","(5.5, 7.8, 7.622222222222223)","(7.5, 8.8, 8.647058823529411)","(31.0, 44.0, 42.285714285714285)","(51.0, 140.0, 135.0)"
