,Haras Rusty,Climb A Rainbow,Earth Shaker,Blue Bertrum,Pollys Express,Billy Nailer,Phantom Jasper,Pollys Courier
08-01-2023 13:59:02.426639,"(51.0, 90.0, 84.54545454545455)","(26.0, 70.0, 64.0)","(1.85, 2.3, 2.29)","(21.0, 40.0, 38.666666666666664)","(15.0, 34.0, 31.77777777777778)","(8.0, 13.5, 12.875)","(2.35, 2.54, 2.4875)","(91.0, 380.0, 300.0)"
08-01-2023 13:59:03.491799,"(51.0, 90.0, 84.54545454545455)","(26.0, 70.0, 60.625)","(1.85, 2.28, 2.298461538461538)","(21.0, 40.0, 42.0)","(15.0, 34.0, 30.944444444444443)","(8.0, 13.5, 13.46875)","(2.35, 2.54, 2.4833333333333334)","(91.0, 380.0, 280.0)"
08-01-2023 13:59:04.547762,"(51.0, 90.0, 82.0)","(26.0, 70.0, 60.625)","(1.85, 2.3, 2.298461538461538)","(21.0, 46.0, 38.4)","(15.0, 34.0, 30.944444444444443)","(8.0, 14.5, 13.833333333333334)","(2.35, 2.5, 2.4835294117647058)","(91.0, 380.0, 270.0)"
08-01-2023 13:59:05.665809,"(51.0, 90.0, 82.0)","(26.0, 70.0, 64.0)","(1.85, 2.3, 2.298461538461538)","(21.0, 40.0, 38.4)","(15.0, 34.0, 30.944444444444443)","(8.0, 14.0, 13.75)","(2.35, 2.54, 2.486666666666667)","(91.0, 470.0, 290.0)"
08-01-2023 13:59:06.846766,"(51.0, 90.0, 82.0)","(26.0, 70.0, 60.625)","(1.85, 2.3, 2.2975)","(21.0, 46.0, 40.0)","(15.0, 34.0, 29.76923076923077)","(8.0, 14.0, 13.75)","(2.35, 2.52, 2.5)","(91.0, 470.0, 264.2857142857143)"
08-01-2023 13:59:08.067810,"(51.0, 90.0, 82.0)","(31.0, 70.0, 64.0)","(1.85, 2.3, 2.293333333333333)","(21.0, 40.0, 38.0)","(18.0, 34.0, 29.76923076923077)","(8.5, 14.0, 13.75)","(2.25, 2.52, 2.5)","(101.0, 470.0, 332.0)"
08-01-2023 13:59:09.344002,"(51.0, 90.0, 82.0)","(31.0, 70.0, 60.625)","(1.85, 2.3, 2.2988571428571425)","(21.0, 40.0, 37.0)","(18.0, 34.0, 31.0)","(8.5, 14.0, 13.8)","(2.25, 2.52, 2.4857142857142858)","(101.0, 470.0, 332.0)"
08-01-2023 13:59:10.679903,"(51.0, 90.0, 87.14285714285714)","(31.0, 70.0, 60.625)","(1.85, 2.3, 2.2988571428571425)","(21.0, 40.0, 36.0)","(18.0, 32.0, 31.0)","(8.5, 14.0, 13.5)","(2.25, 2.52, 2.49125)","(101.0, 470.0, 332.0)"
08-01-2023 13:59:11.848358,"(51.0, 90.0, 87.14285714285714)","(31.0, 70.0, 64.0)","(1.85, 2.3, 2.3034482758620687)","(21.0, 40.0, 38.0)","(18.0, 32.0, 31.0)","(8.5, 14.0, 13.25)","(2.25, 2.54, 2.4842857142857144)","(101.0, 470.0, 332.0)"
08-01-2023 13:59:13.115222,"(51.0, 90.0, 87.5)","(31.0, 70.0, 64.0)","(1.85, 2.32, 2.309230769230769)","(21.0, 44.0, 36.0)","(18.0, 32.0, 30.2)","(8.5, 14.0, 13.2)","(2.25, 2.5, 2.4831578947368422)","(101.0, 470.0, 332.0)"
08-01-2023 13:59:14.187201,"(51.0, 90.0, 87.14285714285714)","(31.0, 70.0, 64.0)","(1.85, 2.32, 2.309230769230769)","(21.0, 40.0, 36.0)","(18.0, 32.0, 29.857142857142858)","(8.5, 14.0, 13.2)","(2.25, 2.5, 2.4831578947368422)","(101.0, 470.0, 332.0)"
08-01-2023 13:59:15.334480,"(51.0, 90.0, 87.14285714285714)","(31.0, 70.0, 60.625)","(1.85, 2.32, 2.318461538461538)","(21.0, 40.0, 36.0)","(18.0, 32.0, 29.857142857142858)","(8.5, 14.0, 13.2)","(2.25, 2.5, 2.484)","(101.0, 470.0, 332.0)"
08-01-2023 13:59:16.466950,"(51.0, 90.0, 88.82352941176471)","(31.0, 70.0, 64.0)","(1.85, 2.32, 2.328235294117647)","(21.0, 40.0, 38.4)","(18.0, 32.0, 29.857142857142858)","(8.5, 14.0, 13.1875)","(2.25, 2.5, 2.484)","(101.0, 470.0, 332.0)"
08-01-2023 13:59:17.550313,"(51.0, 90.0, 88.33333333333333)","(31.0, 70.0, 62.5)","(1.85, 2.34, 2.332)","(21.0, 40.0, 41.6)","(18.0, 32.0, 29.857142857142858)","(8.5, 14.0, 13.176470588235293)","(2.25, 2.5, 2.4844444444444442)","(101.0, 470.0, 332.0)"
08-01-2023 13:59:18.620163,"(51.0, 90.0, 88.33333333333333)","(31.0, 70.0, 59.285714285714285)","(1.85, 2.34, 2.3225)","(21.0, 44.0, 38.666666666666664)","(18.0, 32.0, 29.857142857142858)","(8.5, 14.0, 13.176470588235293)","(2.25, 2.52, 2.4828571428571427)","(101.0, 470.0, 332.0)"
08-01-2023 13:59:19.582556,"(51.0, 90.0, 88.33333333333333)","(31.0, 70.0, 57.5)","(1.85, 2.34, 2.3225)","(21.0, 40.0, 38.666666666666664)","(18.0, 32.0, 29.857142857142858)","(8.5, 14.0, 13.176470588235293)","(2.25, 2.52, 2.4828571428571427)","(101.0, 470.0, 344.0)"
08-01-2023 13:59:20.658772,"(51.0, 90.0, 88.4375)","(31.0, 70.0, 60.0)","(1.85, 2.34, 2.3145454545454545)","(21.0, 40.0, 42.0)","(18.0, 32.0, 29.857142857142858)","(8.5, 14.0, 13.176470588235293)","(2.25, 2.52, 2.466153846153846)","(101.0, 470.0, 290.0)"
08-01-2023 13:59:21.760513,"(51.0, 90.0, 87.72727272727273)","(31.0, 70.0, 57.5)","(1.85, 2.34, 2.334285714285714)","(21.0, 44.0, 38.666666666666664)","(18.0, 32.0, 29.857142857142858)","(8.5, 14.0, 13.1875)","(2.25, 2.5, 2.465)","(101.0, 470.0, 290.0)"
08-01-2023 13:59:22.862983,"(51.0, 90.0, 82.5)","(31.0, 70.0, 57.5)","(1.85, 2.34, 2.334285714285714)","(21.0, 40.0, 42.0)","(18.0, 32.0, 29.857142857142858)","(8.5, 14.0, 13.423076923076923)","(2.25, 2.5, 2.462666666666667)","(101.0, 470.0, 290.0)"
08-01-2023 13:59:23.895557,"(51.0, 90.0, 82.5)","(31.0, 70.0, 60.0)","(1.85, 2.34, 2.3366666666666664)","(21.0, 44.0, 42.0)","(18.0, 32.0, 29.857142857142858)","(8.5, 13.5, 13.423076923076923)","(2.25, 2.5, 2.462666666666667)","(101.0, 470.0, 290.0)"
08-01-2023 13:59:24.974692,"(51.0, 90.0, 81.66666666666667)","(31.0, 70.0, 55.714285714285715)","(1.85, 2.34, 2.334285714285714)","(21.0, 40.0, 39.27272727272727)","(18.0, 32.0, 30.75)","(8.5, 13.5, 13.423076923076923)","(2.25, 2.5, 2.462666666666667)","(101.0, 470.0, 290.0)"
08-01-2023 13:59:26.048710,"(51.0, 80.0, 78.75)","(31.0, 70.0, 60.0)","(1.85, 2.34, 2.342222222222222)","(21.0, 40.0, 39.27272727272727)","(18.0, 32.0, 30.75)","(8.5, 13.5, 13.38888888888889)","(2.2, 2.5, 2.4633333333333334)","(101.0, 470.0, 290.0)"
08-01-2023 13:59:27.140987,"(51.0, 80.0, 78.75)","(31.0, 70.0, 60.0)","(1.85, 2.36, 2.342222222222222)","(21.0, 40.0, 39.27272727272727)","(18.0, 32.0, 29.857142857142858)","(8.5, 13.5, 13.38888888888889)","(2.2, 2.48, 2.4699999999999998)","(101.0, 470.0, 290.0)"
08-01-2023 13:59:28.257056,"(51.0, 80.0, 78.75)","(31.0, 70.0, 55.714285714285715)","(1.85, 2.36, 2.34)","(21.0, 40.0, 39.27272727272727)","(18.0, 32.0, 29.142857142857142)","(8.5, 13.5, 13.38888888888889)","(2.2, 2.5, 2.464444444444444)","(101.0, 470.0, 290.0)"
08-01-2023 13:59:29.407180,"(51.0, 80.0, 78.75)","(31.0, 70.0, 57.142857142857146)","(1.9, 2.36, 2.368888888888889)","(21.0, 40.0, 39.27272727272727)","(18.0, 32.0, 29.142857142857142)","(9.0, 13.5, 13.333333333333334)","(2.2, 2.5, 2.4433333333333334)","(101.0, 470.0, 290.0)"
08-01-2023 13:59:30.533131,"(51.0, 80.0, 78.75)","(31.0, 70.0, 56.666666666666664)","(1.9, 2.38, 2.368888888888889)","(21.0, 40.0, 39.27272727272727)","(18.0, 32.0, 29.142857142857142)","(9.0, 13.5, 13.333333333333334)","(2.2, 2.46, 2.448888888888889)","(101.0, 470.0, 290.0)"
08-01-2023 13:59:31.653017,"(51.0, 80.0, 78.75)","(31.0, 70.0, 61.61904761904762)","(1.9, 2.38, 2.3763636363636365)","(21.0, 44.0, 39.111111111111114)","(18.0, 32.0, 28.571428571428573)","(9.0, 13.5, 13.222222222222221)","(2.2, 2.46, 2.4415384615384617)","(101.0, 470.0, 350.0)"
08-01-2023 13:59:32.723374,"(51.0, 80.0, 78.75)","(31.0, 70.0, 65.15151515151516)","(1.9, 2.38, 2.3763636363636365)","(21.0, 40.0, 39.111111111111114)","(18.0, 32.0, 30.58823529411765)","(9.0, 14.0, 13.4)","(2.2, 2.46, 2.4415384615384617)","(101.0, 470.0, 350.0)"
08-01-2023 13:59:33.788911,"(51.0, 80.0, 78.75)","(31.0, 70.0, 56.666666666666664)","(1.9, 2.38, 2.3747826086956523)","(21.0, 40.0, 39.111111111111114)","(18.0, 32.0, 30.58823529411765)","(9.0, 13.5, 13.4)","(2.2, 2.46, 2.443448275862069)","(101.0, 470.0, 350.0)"
08-01-2023 13:59:34.839095,"(51.0, 80.0, 78.75)","(31.0, 70.0, 56.666666666666664)","(1.9, 2.38, 2.3747826086956523)","(21.0, 40.0, 42.666666666666664)","(18.0, 32.0, 30.58823529411765)","(9.0, 13.5, 13.333333333333334)","(2.2, 2.46, 2.456)","(101.0, 470.0, 350.0)"
08-01-2023 13:59:35.890192,"(51.0, 80.0, 78.75)","(31.0, 70.0, 56.666666666666664)","(1.9, 2.4, 2.3828571428571426)","(21.0, 44.0, 39.111111111111114)","(18.0, 32.0, 30.285714285714285)","(9.0, 13.5, 13.333333333333334)","(2.2, 2.46, 2.4478260869565216)","(101.0, 470.0, 350.0)"
08-01-2023 13:59:36.931253,"(51.0, 80.0, 78.75)","(31.0, 65.0, 58.333333333333336)","(1.9, 2.4, 2.3828571428571426)","(21.0, 40.0, 39.111111111111114)","(18.0, 32.0, 30.0)","(9.0, 13.5, 13.333333333333334)","(2.2, 2.46, 2.435238095238095)","(101.0, 470.0, 350.0)"
08-01-2023 13:59:37.963806,"(51.0, 80.0, 76.66666666666667)","(31.0, 65.0, 63.0)","(1.9, 2.4, 2.3828571428571426)","(21.0, 40.0, 42.666666666666664)","(18.0, 32.0, 29.6)","(9.0, 13.5, 13.333333333333334)","(2.2, 2.44, 2.4266666666666667)","(101.0, 470.0, 255.71428571428572)"
08-01-2023 13:59:38.955235,"(51.0, 80.0, 76.66666666666667)","(31.0, 65.0, 63.064516129032256)","(1.9, 2.42, 2.4054545454545453)","(21.0, 44.0, 42.666666666666664)","(18.0, 32.0, 29.6)","(9.0, 13.5, 13.333333333333334)","(2.2, 2.44, 2.398461538461538)","(101.0, 470.0, 255.71428571428572)"
08-01-2023 13:59:39.938427,"(51.0, 80.0, 76.66666666666667)","(31.0, 65.0, 63.96551724137931)","(1.9, 2.42, 2.404)","(21.0, 40.0, 39.111111111111114)","(18.0, 32.0, 29.6)","(9.0, 13.5, 13.333333333333334)","(2.2, 2.42, 2.4076923076923076)","(101.0, 470.0, 255.71428571428572)"
08-01-2023 13:59:40.959054,"(51.0, 80.0, 76.66666666666667)","(31.0, 65.0, 63.96551724137931)","(1.9, 2.42, 2.388)","(21.0, 40.0, 39.111111111111114)","(18.0, 32.0, 29.6)","(9.0, 13.5, 13.333333333333334)","(2.2, 2.44, 2.4054545454545453)","(101.0, 470.0, 320.0)"
08-01-2023 13:59:41.998825,"(51.0, 80.0, 76.66666666666667)","(31.0, 70.0, 65.42857142857143)","(1.9, 2.4, 2.3866666666666667)","(21.0, 40.0, 39.111111111111114)","(18.0, 32.0, 29.6)","(9.0, 13.5, 13.333333333333334)","(2.15, 2.44, 2.4066666666666667)","(101.0, 470.0, 333.6363636363636)"
08-01-2023 13:59:43.032587,"(51.0, 80.0, 76.66666666666667)","(31.0, 70.0, 65.42857142857143)","(1.9, 2.42, 2.388)","(21.0, 40.0, 39.111111111111114)","(18.0, 32.0, 29.6)","(9.0, 13.5, 13.333333333333334)","(2.15, 2.42, 2.401818181818182)","(101.0, 470.0, 333.6363636363636)"
08-01-2023 13:59:44.041172,"(51.0, 80.0, 76.66666666666667)","(31.0, 70.0, 65.29411764705883)","(1.9, 2.42, 2.388)","(21.0, 40.0, 39.111111111111114)","(18.0, 32.0, 29.6)","(9.0, 13.5, 13.333333333333334)","(2.15, 2.42, 2.41)","(101.0, 470.0, 333.6363636363636)"
08-01-2023 13:59:45.044608,"(51.0, 80.0, 76.66666666666667)","(31.0, 70.0, 65.29411764705883)","(1.9, 2.4, 2.3866666666666667)","(21.0, 40.0, 39.111111111111114)","(18.0, 32.0, 29.6)","(9.0, 13.5, 13.125)","(2.15, 2.44, 2.415)","(101.0, 470.0, 333.6363636363636)"
08-01-2023 13:59:46.051261,"(51.0, 80.0, 76.66666666666667)","(31.0, 70.0, 56.666666666666664)","(1.9, 2.4, 2.3946666666666667)","(21.0, 40.0, 42.666666666666664)","(18.0, 32.0, 29.6)","(9.0, 14.0, 13.333333333333334)","(2.15, 2.42, 2.415)","(101.0, 470.0, 333.6363636363636)"
08-01-2023 13:59:47.093433,"(51.0, 80.0, 76.66666666666667)","(31.0, 70.0, 56.666666666666664)","(1.9, 2.42, 2.4073684210526314)","(21.0, 44.0, 42.666666666666664)","(18.0, 32.0, 29.6)","(9.0, 13.5, 13.333333333333334)","(2.15, 2.42, 2.418)","(101.0, 470.0, 333.6363636363636)"
08-01-2023 13:59:48.134396,"(51.0, 80.0, 76.66666666666667)","(31.0, 70.0, 56.666666666666664)","(1.9, 2.42, 2.4073684210526314)","(21.0, 44.0, 39.111111111111114)","(18.0, 32.0, 29.6)","(9.0, 13.5, 13.416666666666666)","(2.15, 2.42, 2.421)","(101.0, 470.0, 333.6363636363636)"
08-01-2023 13:59:49.199482,"(51.0, 80.0, 78.75)","(31.0, 70.0, 56.666666666666664)","(1.9, 2.4, 2.394285714285714)","(21.0, 40.0, 39.42857142857143)","(18.0, 32.0, 30.4)","(9.0, 13.5, 13.458333333333334)","(2.15, 2.46, 2.4168)","(101.0, 470.0, 316.6666666666667)"
08-01-2023 13:59:50.237115,"(51.0, 80.0, 72.85714285714286)","(31.0, 65.0, 63.333333333333336)","(1.9, 2.4, 2.388333333333333)","(21.0, 40.0, 39.42857142857143)","(18.0, 32.0, 30.4)","(9.0, 14.0, 13.5)","(2.15, 2.46, 2.4214285714285713)","(101.0, 470.0, 281.42857142857144)"
08-01-2023 13:59:51.231589,"(51.0, 80.0, 72.5)","(31.0, 70.0, 60.0)","(1.9, 2.4, 2.388333333333333)","(21.0, 40.0, 39.42857142857143)","(18.0, 32.0, 29.77777777777778)","(9.0, 14.0, 13.333333333333334)","(2.15, 2.46, 2.4214285714285713)","(101.0, 470.0, 281.42857142857144)"
08-01-2023 13:59:52.215261,"(51.0, 80.0, 76.66666666666667)","(31.0, 70.0, 57.5)","(1.9, 2.4, 2.394285714285714)","(21.0, 40.0, 39.42857142857143)","(18.0, 32.0, 29.77777777777778)","(9.0, 13.5, 13.05)","(2.15, 2.46, 2.4309090909090907)","(101.0, 470.0, 305.0)"
08-01-2023 13:59:53.178993,"(51.0, 80.0, 75.0)","(31.0, 70.0, 60.0)","(1.9, 2.4, 2.388333333333333)","(21.0, 40.0, 39.42857142857143)","(18.0, 32.0, 30.57142857142857)","(9.0, 13.5, 13.05)","(2.15, 2.46, 2.452)","(101.0, 470.0, 305.0)"
08-01-2023 13:59:54.162465,"(51.0, 80.0, 78.57142857142857)","(31.0, 70.0, 57.5)","(1.9, 2.4, 2.3957894736842102)","(21.0, 44.0, 43.14285714285714)","(19.0, 32.0, 30.57142857142857)","(9.0, 13.5, 13.05)","(2.15, 2.48, 2.4469565217391303)","(101.0, 470.0, 305.0)"
08-01-2023 13:59:55.149103,"(51.0, 80.0, 78.57142857142857)","(31.0, 70.0, 56.36363636363637)","(1.9, 2.4, 2.388333333333333)","(21.0, 44.0, 43.14285714285714)","(19.0, 32.0, 30.57142857142857)","(9.0, 13.5, 13.1)","(2.15, 2.46, 2.424444444444444)","(101.0, 470.0, 305.0)"
08-01-2023 13:59:56.123625,"(51.0, 80.0, 78.57142857142857)","(31.0, 70.0, 56.36363636363637)","(1.9, 2.4, 2.3957894736842102)","(21.0, 40.0, 39.42857142857143)","(19.0, 32.0, 29.77777777777778)","(9.0, 13.5, 13.136363636363637)","(2.15, 2.44, 2.413333333333333)","(101.0, 470.0, 305.0)"
08-01-2023 13:59:57.098288,"(51.0, 80.0, 78.57142857142857)","(31.0, 70.0, 57.142857142857146)","(1.9, 2.4, 2.3957894736842102)","(21.0, 40.0, 39.42857142857143)","(19.0, 32.0, 29.77777777777778)","(9.0, 13.5, 13.1)","(2.15, 2.44, 2.416)","(101.0, 470.0, 305.0)"
08-01-2023 13:59:58.098929,"(51.0, 80.0, 78.57142857142857)","(31.0, 70.0, 57.142857142857146)","(1.9, 2.4, 2.3957894736842102)","(21.0, 40.0, 39.42857142857143)","(19.0, 32.0, 29.77777777777778)","(9.0, 13.5, 13.136363636363637)","(2.15, 2.44, 2.413333333333333)","(101.0, 470.0, 305.0)"
08-01-2023 13:59:59.173477,"(51.0, 80.0, 78.57142857142857)","(31.0, 70.0, 57.142857142857146)","(1.9, 2.4, 2.3925)","(21.0, 40.0, 43.14285714285714)","(19.0, 32.0, 29.77777777777778)","(9.0, 13.5, 13.1)","(2.15, 2.44, 2.4092307692307693)","(101.0, 470.0, 400.0)"
08-01-2023 14:00:00.349795,"(51.0, 80.0, 78.57142857142857)","(31.0, 70.0, 57.142857142857146)","(1.9, 2.42, 2.386)","(21.0, 44.0, 39.42857142857143)","(19.0, 32.0, 29.77777777777778)","(9.0, 13.5, 13.166666666666666)","(2.15, 2.44, 2.413333333333333)","(101.0, 470.0, 407.0)"
08-01-2023 14:00:01.376704,"(51.0, 80.0, 78.57142857142857)","(31.0, 70.0, 57.142857142857146)","(1.9, 2.4, 2.386)","(21.0, 40.0, 39.42857142857143)","(19.0, 32.0, 30.57142857142857)","(9.0, 13.5, 13.264705882352942)","(2.15, 2.44, 2.409333333333333)","(101.0, 470.0, 407.0)"
08-01-2023 14:00:02.422555,"(51.0, 80.0, 78.57142857142857)","(31.0, 70.0, 57.142857142857146)","(1.9, 2.4, 2.3957894736842102)","(21.0, 40.0, 43.14285714285714)","(19.0, 32.0, 29.77777777777778)","(9.0, 13.5, 13.214285714285714)","(2.15, 2.44, 2.414285714285714)","(101.0, 470.0, 407.0)"
08-01-2023 14:00:03.520366,"(51.0, 80.0, 79.16666666666667)","(31.0, 70.0, 57.142857142857146)","(1.9, 2.4, 2.3892307692307693)","(21.0, 44.0, 39.42857142857143)","(19.0, 32.0, 29.77777777777778)","(9.0, 13.5, 13.318181818181818)","(2.15, 2.42, 2.3946666666666667)","(101.0, 470.0, 407.0)"
08-01-2023 14:00:04.568313,"(51.0, 80.0, 79.16666666666667)","(31.0, 70.0, 57.142857142857146)","(1.9, 2.4, 2.393)","(21.0, 40.0, 40.666666666666664)","(19.0, 32.0, 22.41176470588235)","(9.0, 13.5, 14.041666666666666)","(2.15, 2.42, 2.439047619047619)","(101.0, 470.0, 407.0)"
08-01-2023 14:00:05.591420,"(51.0, 80.0, 79.16666666666667)","(31.0, 70.0, 57.142857142857146)","(1.9, 2.4, 2.398823529411765)","(21.0, 44.0, 40.666666666666664)","(19.0, 24.0, 22.25)","(9.0, 14.5, 14.357142857142858)","(2.15, 2.46, 2.445)","(101.0, 470.0, 407.0)"
08-01-2023 14:00:06.642751,"(51.0, 80.0, 79.16666666666667)","(31.0, 70.0, 57.142857142857146)","(1.9, 2.42, 2.4139999999999997)","(21.0, 44.0, 40.666666666666664)","(19.0, 23.0, 21.375)","(9.0, 14.5, 14.1875)","(2.15, 2.46, 2.439047619047619)","(101.0, 470.0, 407.0)"
08-01-2023 14:00:07.702113,"(51.0, 80.0, 79.16666666666667)","(31.0, 70.0, 57.142857142857146)","(1.9, 2.42, 2.410833333333333)","(21.0, 44.0, 42.4)","(19.0, 22.0, 21.375)","(9.0, 14.5, 13.95)","(2.15, 2.46, 2.457777777777778)","(101.0, 470.0, 407.0)"
08-01-2023 14:00:08.751463,"(51.0, 80.0, 79.16666666666667)","(31.0, 70.0, 57.142857142857146)","(1.9, 2.42, 2.4168)","(21.0, 44.0, 43.14285714285714)","(19.0, 22.0, 21.375)","(9.0, 14.0, 14.236842105263158)","(2.15, 2.48, 2.455)","(101.0, 470.0, 407.0)"
08-01-2023 14:00:09.743290,"(51.0, 80.0, 79.16666666666667)","(31.0, 70.0, 57.142857142857146)","(1.9, 2.42, 2.4186206896551723)","(21.0, 44.0, 43.14285714285714)","(19.0, 22.0, 21.157894736842106)","(9.0, 14.5, 13.96875)","(2.15, 2.48, 2.4492307692307693)","(101.0, 470.0, 382.5)"
08-01-2023 14:00:10.714512,"(51.0, 80.0, 79.16666666666667)","(31.0, 70.0, 57.142857142857146)","(1.9, 2.42, 2.413333333333333)","(21.0, 44.0, 43.14285714285714)","(19.0, 22.0, 21.157894736842106)","(9.0, 14.0, 13.96875)","(2.15, 2.48, 2.45125)","(101.0, 470.0, 382.5)"
08-01-2023 14:00:11.755468,"(51.0, 80.0, 79.16666666666667)","(31.0, 70.0, 57.142857142857146)","(1.9, 2.42, 2.409)","(21.0, 44.0, 43.14285714285714)","(19.0, 22.0, 21.157894736842106)","(9.0, 14.0, 13.545454545454545)","(2.15, 2.5, 2.476)","(101.0, 470.0, 382.5)"
08-01-2023 14:00:12.839269,"(51.0, 80.0, 79.16666666666667)","(31.0, 70.0, 57.142857142857146)","(1.9, 2.42, 2.405)","(21.0, 44.0, 43.14285714285714)","(19.0, 22.0, 21.058823529411764)","(9.0, 14.0, 13.428571428571429)","(2.15, 2.5, 2.476)","(101.0, 470.0, 382.5)"
08-01-2023 14:00:13.845546,"(51.0, 80.0, 79.16666666666667)","(31.0, 70.0, 57.142857142857146)","(1.9, 2.42, 2.3971428571428572)","(21.0, 44.0, 43.14285714285714)","(19.0, 22.0, 21.272727272727273)","(9.0, 13.5, 13.428571428571429)","(2.15, 2.5, 2.4628571428571426)","(101.0, 470.0, 382.5)"
08-01-2023 14:00:14.849318,"(51.0, 80.0, 79.16666666666667)","(31.0, 70.0, 57.142857142857146)","(1.9, 2.42, 2.404)","(21.0, 44.0, 43.14285714285714)","(19.0, 22.0, 22.2)","(9.0, 13.5, 13.428571428571429)","(2.15, 2.5, 2.4527272727272726)","(101.0, 470.0, 435.0)"
08-01-2023 14:00:15.860632,"(51.0, 80.0, 79.16666666666667)","(31.0, 70.0, 57.142857142857146)","(1.9, 2.42, 2.408)","(21.0, 44.0, 43.14285714285714)","(17.0, 23.0, 21.833333333333332)","(9.0, 13.5, 13.375)","(2.15, 2.5, 2.4488)","(101.0, 460.0, 435.0)"
08-01-2023 14:00:16.883795,"(51.0, 80.0, 79.16666666666667)","(31.0, 70.0, 57.142857142857146)","(1.9, 2.42, 2.404)","(21.0, 44.0, 43.14285714285714)","(17.0, 22.0, 21.833333333333332)","(9.0, 13.5, 12.875)","(2.15, 2.5, 2.4582608695652173)","(101.0, 460.0, 435.0)"
08-01-2023 14:00:17.931443,"(51.0, 80.0, 79.16666666666667)","(31.0, 70.0, 57.142857142857146)","(1.9, 2.4, 2.396923076923077)","(21.0, 46.0, 44.13333333333333)","(17.0, 22.0, 21.833333333333332)","(9.0, 13.0, 13.0)","(2.15, 2.5, 2.4566666666666666)","(101.0, 460.0, 435.0)"
08-01-2023 14:00:19.042264,"(51.0, 80.0, 79.5)","(31.0, 70.0, 57.142857142857146)","(1.95, 2.42, 2.4155555555555557)","(21.0, 46.0, 43.2)","(17.0, 21.0, 19.6)","(10.0, 13.5, 13.25)","(2.15, 2.5, 2.455)","(101.0, 460.0, 435.0)"
08-01-2023 14:00:20.101258,"(51.0, 80.0, 79.5)","(31.0, 70.0, 57.142857142857146)","(1.95, 2.44, 2.4155555555555557)","(21.0, 46.0, 43.2)","(17.0, 22.0, 21.444444444444443)","(10.0, 13.5, 13.125)","(2.15, 2.5, 2.4457142857142857)","(101.0, 460.0, 435.0)"
08-01-2023 14:00:21.112686,"(51.0, 80.0, 79.5)","(31.0, 70.0, 60.0)","(1.95, 2.44, 2.423076923076923)","(21.0, 46.0, 45.0)","(17.0, 22.0, 21.5)","(10.0, 13.5, 12.916666666666666)","(2.15, 2.46, 2.352)","(101.0, 460.0, 431.42857142857144)"
08-01-2023 14:00:22.106757,"(51.0, 80.0, 79.16666666666667)","(31.0, 70.0, 66.55172413793103)","(1.95, 2.54, 2.492)","(21.0, 44.0, 42.25)","(17.0, 22.0, 21.5)","(10.0, 13.5, 12.75)","(2.15, 2.36, 2.3635294117647057)","(101.0, 460.0, 431.42857142857144)"
08-01-2023 14:00:23.085795,"(51.0, 80.0, 78.75)","(31.0, 70.0, 60.0)","(1.95, 2.52, 2.4692307692307693)","(21.0, 44.0, 38.0)","(17.0, 22.0, 21.25)","(10.0, 13.5, 12.75)","(2.15, 2.38, 2.3635294117647057)","(101.0, 460.0, 431.42857142857144)"
08-01-2023 14:00:24.076749,"(51.0, 80.0, 78.75)","(31.0, 70.0, 57.5)","(1.95, 2.54, 2.4892307692307694)","(21.0, 44.0, 38.0)","(17.0, 22.0, 21.785714285714285)","(10.0, 13.5, 12.971428571428572)","(2.15, 2.38, 2.3666666666666667)","(101.0, 460.0, 300.0)"
08-01-2023 14:00:25.072089,"(51.0, 80.0, 78.75)","(31.0, 70.0, 60.0)","(1.95, 2.54, 2.4892307692307694)","(21.0, 44.0, 34.0)","(17.0, 22.0, 22.36)","(10.0, 13.0, 13.166666666666666)","(2.15, 2.38, 2.358181818181818)","(101.0, 450.0, 300.0)"
08-01-2023 14:00:26.079849,"(51.0, 80.0, 78.75)","(31.0, 70.0, 56.875)","(1.95, 2.54, 2.506666666666667)","(21.0, 44.0, 34.0)","(17.0, 23.0, 22.36)","(10.0, 13.5, 12.625)","(2.15, 2.38, 2.3666666666666667)","(101.0, 450.0, 300.0)"
08-01-2023 14:00:27.094773,"(51.0, 80.0, 77.14285714285714)","(31.0, 70.0, 56.875)","(1.95, 2.56, 2.4952380952380953)","(21.0, 44.0, 34.0)","(17.0, 23.0, 22.36)","(10.0, 13.5, 13.0)","(2.15, 2.38, 2.3588235294117648)","(101.0, 450.0, 300.0)"
08-01-2023 14:00:28.062250,"(51.0, 80.0, 74.54545454545455)","(31.0, 70.0, 56.875)","(1.95, 2.54, 2.5)","(21.0, 44.0, 34.0)","(17.0, 23.0, 22.36)","(10.0, 13.5, 12.916666666666666)","(2.15, 2.38, 2.362222222222222)","(101.0, 450.0, 315.0)"
08-01-2023 14:00:29.082723,"(51.0, 80.0, 78.33333333333333)","(31.0, 70.0, 64.81481481481481)","(1.95, 2.52, 2.502)","(21.0, 44.0, 34.0)","(17.0, 23.0, 22.36)","(10.0, 13.5, 13.142857142857142)","(2.15, 2.38, 2.348888888888889)","(101.0, 450.0, 315.0)"
08-01-2023 14:00:30.176863,"(51.0, 80.0, 78.33333333333333)","(31.0, 70.0, 64.81481481481481)","(1.95, 2.54, 2.518823529411765)","(21.0, 44.0, 34.0)","(17.0, 23.0, 22.36)","(10.0, 13.5, 13.307692307692308)","(2.15, 2.36, 2.3504)","(101.0, 450.0, 315.0)"
