,Wild Express,Dashyns Dream,Mendis Girl,Marebell,Our Davina,Rye Munny,Watch Out Now,Destron Bay
15-12-2022 12:25:47.228543,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.327272727272728)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.142857142857142)","(5.0, 6.8, 6.5)","(7.0, 8.4, 7.957894736842105)","(7.0, 9.6, 9.28)","(26.0, 110.0, 84.5)"
15-12-2022 12:25:48.311228,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.327272727272728)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.5)","(5.0, 6.8, 6.5)","(7.0, 8.4, 7.957894736842105)","(7.0, 9.6, 9.28)","(26.0, 110.0, 90.38461538461539)"
15-12-2022 12:25:49.423418,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.327272727272728)","(4.4, 5.6, 5.4714285714285715)","(21.0, 34.0, 25.333333333333332)","(5.0, 6.8, 6.5)","(7.0, 8.4, 7.957894736842105)","(7.0, 9.6, 9.28)","(26.0, 110.0, 90.38461538461539)"
15-12-2022 12:25:50.459688,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.327272727272728)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 25.333333333333332)","(5.0, 6.8, 6.5)","(7.0, 8.4, 7.957894736842105)","(7.0, 9.6, 9.52)","(26.0, 110.0, 59.6)"
15-12-2022 12:25:51.459467,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 25.333333333333332)","(5.0, 6.8, 6.5)","(7.0, 8.4, 7.957894736842105)","(7.0, 10.0, 9.52)","(26.0, 110.0, 59.6)"
15-12-2022 12:25:52.513614,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 25.333333333333332)","(5.0, 6.8, 6.5)","(7.0, 8.4, 7.957894736842105)","(7.0, 10.0, 9.52)","(26.0, 110.0, 59.6)"
15-12-2022 12:25:53.551442,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 25.333333333333332)","(5.0, 6.8, 6.4)","(7.0, 8.4, 7.957894736842105)","(7.0, 10.0, 9.52)","(26.0, 110.0, 59.6)"
15-12-2022 12:25:54.573884,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 25.333333333333332)","(5.0, 6.8, 6.5)","(7.0, 8.4, 7.957894736842105)","(7.0, 10.0, 9.52)","(26.0, 110.0, 59.6)"
15-12-2022 12:25:55.621377,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.555555555555557)","(5.0, 6.8, 6.5)","(7.0, 8.4, 7.957894736842105)","(7.0, 10.0, 9.52)","(26.0, 110.0, 59.6)"
15-12-2022 12:25:56.715049,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.555555555555557)","(5.0, 6.8, 6.5)","(7.0, 8.4, 7.957894736842105)","(7.0, 10.0, 9.52)","(26.0, 110.0, 59.6)"
15-12-2022 12:25:57.762458,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.555555555555557)","(5.0, 6.8, 6.5)","(7.0, 8.4, 7.957894736842105)","(7.0, 10.0, 9.52)","(26.0, 110.0, 59.6)"
15-12-2022 12:25:58.795289,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.555555555555557)","(5.0, 6.8, 6.5)","(7.0, 8.4, 7.957894736842105)","(7.0, 10.0, 9.52)","(26.0, 110.0, 68.0)"
15-12-2022 12:25:59.828506,"(3.6, 4.9, 4.7)","(6.0, 7.4, 7.2)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.555555555555557)","(5.0, 6.8, 6.5)","(7.0, 8.4, 7.957894736842105)","(7.0, 10.0, 9.52)","(26.0, 110.0, 59.6)"
15-12-2022 12:26:00.856573,"(3.6, 4.9, 4.805882352941177)","(6.0, 7.6, 7.533333333333333)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.555555555555557)","(5.0, 6.8, 6.5)","(7.0, 8.4, 7.957894736842105)","(7.0, 10.0, 9.52)","(26.0, 110.0, 59.6)"
15-12-2022 12:26:01.929831,"(3.6, 4.9, 4.805882352941177)","(6.0, 7.6, 7.533333333333333)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.0)","(5.0, 6.8, 6.5)","(7.0, 8.4, 7.905882352941177)","(7.0, 10.0, 9.4)","(26.0, 110.0, 82.0)"
15-12-2022 12:26:03.052984,"(3.6, 4.9, 4.805882352941177)","(6.0, 7.6, 7.533333333333333)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.555555555555557)","(5.0, 6.8, 6.5)","(7.0, 8.4, 7.905882352941177)","(7.0, 10.0, 9.280000000000001)","(26.0, 110.0, 82.0)"
15-12-2022 12:26:04.093173,"(3.6, 4.9, 4.805882352941177)","(6.0, 7.6, 7.3999999999999995)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 27.555555555555557)","(5.0, 6.8, 6.5)","(7.0, 8.4, 7.905882352941177)","(7.0, 10.0, 9.280000000000001)","(26.0, 110.0, 82.0)"
15-12-2022 12:26:05.071084,"(3.6, 4.9, 4.846666666666667)","(6.0, 7.6, 7.3999999999999995)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 28.142857142857142)","(5.0, 6.8, 6.5)","(7.0, 8.4, 7.957894736842105)","(7.0, 10.0, 9.25)","(26.0, 110.0, 54.66666666666667)"
15-12-2022 12:26:06.029889,"(3.6, 4.9, 4.766666666666667)","(6.0, 7.6, 7.3999999999999995)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.0)","(5.0, 6.8, 6.5)","(7.0, 8.4, 7.92)","(7.0, 9.8, 9.575)","(26.0, 110.0, 73.0)"
15-12-2022 12:26:07.054618,"(3.6, 4.9, 4.766666666666667)","(6.0, 7.6, 7.3999999999999995)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.0)","(5.0, 6.8, 6.5)","(7.0, 8.4, 8.014285714285714)","(7.0, 9.8, 9.575)","(26.0, 110.0, 73.0)"
15-12-2022 12:26:08.057135,"(3.6, 4.9, 4.766666666666667)","(6.0, 7.6, 7.3999999999999995)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.0)","(5.0, 6.8, 6.5)","(7.0, 8.4, 8.014285714285714)","(7.0, 9.8, 9.575)","(26.0, 110.0, 73.0)"
15-12-2022 12:26:09.154785,"(3.6, 4.8, 4.541379310344827)","(6.0, 7.6, 7.538461538461538)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.0)","(5.0, 6.8, 6.5)","(7.0, 8.4, 8.014285714285714)","(7.0, 9.8, 9.575)","(26.0, 110.0, 73.0)"
15-12-2022 12:26:10.184358,"(3.6, 4.9, 4.766666666666667)","(6.0, 7.6, 7.538461538461538)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.0)","(5.0, 6.8, 6.5)","(7.0, 8.4, 8.014285714285714)","(7.0, 9.8, 9.85)","(26.0, 110.0, 73.0)"
15-12-2022 12:26:11.450228,"(3.6, 4.8, 4.842857142857143)","(6.0, 7.6, 7.057142857142857)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.0)","(5.0, 6.8, 6.5)","(7.0, 8.4, 8.014285714285714)","(7.0, 10.5, 9.435294117647059)","(26.0, 110.0, 73.0)"
15-12-2022 12:26:12.649671,"(3.7, 4.9, 4.842857142857143)","(6.0, 7.4, 7.057142857142857)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.0)","(5.0, 6.8, 6.5)","(6.5, 8.4, 8.014285714285714)","(7.5, 10.0, 9.435294117647059)","(31.0, 110.0, 73.0)"
15-12-2022 12:26:13.684510,"(3.7, 4.8, 4.597297297297297)","(6.0, 7.6, 7.538461538461538)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.0)","(5.0, 6.8, 6.5)","(6.5, 8.4, 8.014285714285714)","(7.5, 10.0, 9.435294117647059)","(31.0, 110.0, 73.0)"
15-12-2022 12:26:14.783514,"(3.7, 4.8, 4.597297297297297)","(6.0, 7.6, 7.538461538461538)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.0)","(5.0, 6.8, 6.5)","(6.5, 8.4, 8.014285714285714)","(7.5, 10.0, 9.435294117647059)","(31.0, 110.0, 73.0)"
15-12-2022 12:26:15.853609,"(3.7, 4.9, 4.842857142857143)","(6.0, 7.4, 7.057142857142857)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.0)","(5.0, 6.8, 6.5)","(6.5, 8.4, 8.014285714285714)","(7.5, 10.0, 9.435294117647059)","(31.0, 110.0, 73.0)"
15-12-2022 12:26:16.969839,"(3.7, 4.9, 4.553333333333334)","(6.0, 7.6, 7.538461538461538)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.0)","(5.0, 6.8, 6.5)","(6.5, 8.4, 8.014285714285714)","(7.5, 10.0, 9.494736842105263)","(31.0, 110.0, 73.0)"
15-12-2022 12:26:18.111637,"(3.7, 4.9, 4.553333333333334)","(6.0, 7.6, 7.538461538461538)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.0)","(5.0, 6.8, 6.5)","(6.5, 8.4, 7.9)","(7.5, 10.0, 9.494736842105263)","(31.0, 110.0, 65.6)"
15-12-2022 12:26:19.259885,"(3.7, 4.9, 4.766666666666667)","(6.0, 7.4, 7.538461538461538)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.0)","(5.0, 6.8, 6.5)","(6.5, 8.4, 7.9)","(7.5, 10.0, 9.494736842105263)","(31.0, 110.0, 65.6)"
15-12-2022 12:26:20.382363,"(3.7, 4.9, 4.553333333333334)","(6.0, 7.6, 7.538461538461538)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.0)","(5.0, 6.8, 6.5)","(6.5, 8.4, 7.9)","(7.5, 10.0, 9.494736842105263)","(31.0, 110.0, 65.6)"
15-12-2022 12:26:21.460531,"(3.7, 4.9, 4.553333333333334)","(6.0, 7.6, 7.538461538461538)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.0)","(5.0, 6.8, 6.5)","(6.5, 8.4, 7.9)","(7.5, 10.0, 9.494736842105263)","(31.0, 110.0, 65.6)"
15-12-2022 12:26:22.589778,"(3.7, 4.9, 4.766666666666667)","(6.0, 7.4, 7.057142857142857)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.0)","(5.0, 6.8, 6.5)","(6.5, 8.4, 7.9)","(7.5, 10.0, 9.494736842105263)","(31.0, 110.0, 65.6)"
15-12-2022 12:26:23.661803,"(3.7, 4.9, 4.766666666666667)","(6.0, 7.6, 7.538461538461538)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.0)","(5.0, 6.8, 6.5)","(6.5, 8.4, 7.9)","(7.5, 10.0, 9.433333333333334)","(31.0, 110.0, 65.6)"
15-12-2022 12:26:24.648242,"(3.7, 4.9, 4.553333333333334)","(6.0, 7.6, 7.538461538461538)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.0)","(5.0, 6.8, 6.5)","(6.5, 8.4, 7.9)","(7.5, 10.0, 9.433333333333334)","(31.0, 110.0, 65.6)"
15-12-2022 12:26:25.712246,"(3.7, 4.9, 4.766666666666667)","(6.0, 7.4, 7.057142857142857)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.0)","(5.0, 6.8, 6.5)","(6.5, 8.4, 7.9)","(7.5, 9.8, 9.421052631578947)","(31.0, 110.0, 65.6)"
15-12-2022 12:26:26.780311,"(3.7, 4.8, 4.541379310344827)","(6.0, 7.6, 7.538461538461538)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.0)","(5.0, 6.8, 6.5)","(6.5, 8.4, 7.9)","(7.5, 9.8, 9.421052631578947)","(31.0, 110.0, 65.6)"
15-12-2022 12:26:27.901141,"(3.7, 4.8, 4.541379310344827)","(6.0, 7.6, 7.538461538461538)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.0)","(5.0, 6.8, 6.5)","(6.5, 8.4, 7.9)","(7.5, 9.8, 9.421052631578947)","(31.0, 110.0, 65.6)"
15-12-2022 12:26:28.990115,"(3.7, 4.9, 4.766666666666667)","(6.0, 7.4, 7.057142857142857)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.0)","(5.0, 6.8, 6.5)","(6.5, 8.4, 7.9)","(7.5, 9.8, 9.421052631578947)","(31.0, 110.0, 65.6)"
15-12-2022 12:26:30.116533,"(3.7, 4.9, 4.766666666666667)","(6.0, 7.4, 7.057142857142857)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.0)","(5.0, 6.8, 6.5)","(6.5, 8.4, 7.9)","(7.5, 9.8, 9.421052631578947)","(31.0, 110.0, 65.6)"
15-12-2022 12:26:31.189943,"(3.7, 4.8, 4.541379310344827)","(6.0, 7.6, 7.538461538461538)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.0)","(5.0, 6.8, 6.5)","(6.5, 8.4, 7.9)","(7.5, 9.8, 9.421052631578947)","(31.0, 110.0, 65.6)"
15-12-2022 12:26:32.210484,"(3.7, 4.9, 4.766666666666667)","(6.0, 7.6, 7.538461538461538)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.0)","(5.0, 6.8, 6.5)","(6.5, 8.4, 7.9)","(7.5, 9.8, 9.421052631578947)","(31.0, 110.0, 73.0)"
15-12-2022 12:26:33.248511,"(3.7, 4.9, 4.766666666666667)","(6.0, 7.4, 7.057142857142857)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.0)","(5.0, 6.8, 6.5)","(6.5, 8.4, 7.9)","(7.5, 9.8, 9.421052631578947)","(31.0, 110.0, 73.0)"
15-12-2022 12:26:34.278963,"(3.7, 4.8, 4.541379310344827)","(6.0, 7.6, 7.538461538461538)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.0)","(5.0, 6.8, 6.5)","(6.5, 8.4, 7.9)","(7.5, 9.8, 9.421052631578947)","(31.0, 110.0, 73.0)"
15-12-2022 12:26:35.380658,"(3.7, 4.9, 4.766666666666667)","(6.0, 7.6, 7.538461538461538)","(4.4, 5.6, 5.4714285714285715)","(21.0, 32.0, 29.666666666666664)","(5.0, 6.8, 6.5)","(6.5, 8.4, 7.925)","(7.5, 9.8, 9.285714285714285)","(31.0, 110.0, 69.5)"
15-12-2022 12:26:36.454722,"(3.7, 4.9, 4.766666666666667)","(6.0, 7.4, 7.057142857142857)","(4.4, 5.6, 5.4714285714285715)","(21.0, 34.0, 29.666666666666664)","(5.0, 6.8, 6.5)","(6.5, 8.4, 7.775)","(7.5, 9.8, 9.428571428571429)","(31.0, 110.0, 69.5)"
15-12-2022 12:26:37.501988,"(3.7, 4.9, 4.766666666666667)","(6.0, 7.6, 7.538461538461538)","(4.4, 5.6, 5.4714285714285715)","(21.0, 38.0, 30.0)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.775)","(7.5, 10.0, 9.428571428571429)","(31.0, 110.0, 69.0)"
15-12-2022 12:26:38.522966,"(3.7, 4.9, 4.766666666666667)","(6.0, 7.6, 7.3999999999999995)","(4.4, 5.6, 5.4714285714285715)","(21.0, 36.0, 29.0)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.775)","(7.5, 10.0, 9.428571428571429)","(31.0, 110.0, 69.0)"
15-12-2022 12:26:39.543278,"(3.7, 4.9, 4.766666666666667)","(6.0, 7.6, 7.3999999999999995)","(4.4, 6.8, 6.371428571428571)","(21.0, 36.0, 29.0)","(5.0, 6.8, 6.4)","(6.5, 8.0, 7.775)","(7.5, 10.0, 9.061538461538461)","(31.0, 110.0, 69.0)"
15-12-2022 12:26:40.584469,"(3.7, 4.8, 4.541379310344827)","(6.0, 7.6, 7.3999999999999995)","(4.4, 6.8, 5.8)","(21.0, 36.0, 29.0)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.775)","(7.5, 9.8, 9.5)","(31.0, 110.0, 69.0)"
15-12-2022 12:26:41.748816,"(3.7, 4.9, 4.766666666666667)","(6.0, 7.6, 7.3999999999999995)","(4.4, 6.8, 5.8)","(21.0, 36.0, 29.0)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.775)","(7.5, 10.5, 9.25)","(31.0, 110.0, 69.0)"
15-12-2022 12:26:42.836537,"(3.7, 4.9, 4.766666666666667)","(6.0, 7.6, 7.3999999999999995)","(4.4, 6.8, 5.8)","(21.0, 36.0, 29.0)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.775)","(7.5, 10.5, 9.25)","(31.0, 110.0, 69.0)"
15-12-2022 12:26:43.833562,"(3.7, 4.9, 4.766666666666667)","(6.0, 7.6, 7.3999999999999995)","(4.4, 6.8, 5.633333333333334)","(21.0, 36.0, 29.0)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.775)","(7.5, 10.5, 9.333333333333334)","(31.0, 110.0, 69.0)"
15-12-2022 12:26:44.890483,"(3.7, 4.9, 4.766666666666667)","(6.0, 7.6, 7.3999999999999995)","(4.4, 6.6, 5.8)","(21.0, 34.0, 28.0)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.775)","(7.5, 10.0, 9.333333333333334)","(31.0, 110.0, 69.0)"
15-12-2022 12:26:45.969170,"(3.7, 4.9, 4.766666666666667)","(6.0, 7.6, 7.433333333333333)","(4.4, 6.2, 5.577777777777778)","(21.0, 34.0, 28.0)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.775)","(7.5, 10.0, 9.333333333333334)","(31.0, 110.0, 69.0)"
15-12-2022 12:26:46.991082,"(3.7, 4.9, 4.766666666666667)","(6.0, 7.6, 7.433333333333333)","(4.4, 6.2, 5.457142857142857)","(21.0, 32.0, 26.0)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.775)","(7.5, 10.0, 9.333333333333334)","(31.0, 110.0, 69.0)"
15-12-2022 12:26:48.023860,"(3.7, 4.9, 4.766666666666667)","(6.0, 7.6, 7.433333333333333)","(4.4, 6.0, 5.7)","(21.0, 32.0, 25.333333333333332)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.775)","(7.5, 10.0, 9.333333333333334)","(31.0, 110.0, 69.0)"
15-12-2022 12:26:49.077212,"(3.7, 4.9, 4.766666666666667)","(6.0, 7.6, 7.433333333333333)","(4.4, 6.0, 5.45)","(21.0, 32.0, 25.333333333333332)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.775)","(7.5, 10.0, 9.333333333333334)","(31.0, 110.0, 69.0)"
15-12-2022 12:26:50.306965,"(3.7, 4.9, 4.766666666666667)","(6.0, 7.6, 7.433333333333333)","(4.4, 6.0, 5.45)","(21.0, 32.0, 25.333333333333332)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.775)","(7.5, 10.0, 9.333333333333334)","(31.0, 110.0, 69.0)"
15-12-2022 12:26:51.471455,"(3.7, 4.9, 4.8500000000000005)","(6.0, 7.6, 7.533333333333333)","(4.4, 5.9, 5.542857142857144)","(21.0, 32.0, 24.666666666666668)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.775)","(7.5, 10.0, 9.333333333333334)","(31.0, 110.0, 69.0)"
15-12-2022 12:26:52.520669,"(3.7, 4.9, 4.8500000000000005)","(6.0, 7.6, 7.533333333333333)","(4.4, 5.9, 5.542857142857144)","(21.0, 32.0, 24.666666666666668)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.775)","(7.5, 10.0, 9.333333333333334)","(31.0, 110.0, 74.85714285714286)"
15-12-2022 12:26:53.562790,"(3.7, 4.9, 4.8500000000000005)","(6.0, 7.6, 7.333333333333333)","(4.4, 5.9, 5.542857142857144)","(21.0, 34.0, 27.5)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.775)","(7.5, 10.0, 9.333333333333334)","(31.0, 110.0, 74.85714285714286)"
15-12-2022 12:26:54.557145,"(3.7, 4.9, 4.8500000000000005)","(6.0, 7.6, 7.333333333333333)","(4.4, 5.9, 5.542857142857144)","(21.0, 34.0, 27.5)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.775)","(7.5, 10.0, 9.333333333333334)","(31.0, 110.0, 74.85714285714286)"
15-12-2022 12:26:55.531679,"(3.7, 4.9, 4.8500000000000005)","(6.0, 7.6, 7.333333333333333)","(4.4, 5.9, 5.6)","(21.0, 34.0, 27.5)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.775)","(7.5, 10.0, 9.333333333333334)","(31.0, 110.0, 74.85714285714286)"
15-12-2022 12:26:56.557695,"(3.7, 4.9, 4.8500000000000005)","(6.0, 7.6, 7.333333333333333)","(4.4, 5.9, 5.733333333333333)","(21.0, 34.0, 27.5)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.6000000000000005)","(7.5, 10.0, 9.333333333333334)","(31.0, 110.0, 74.85714285714286)"
15-12-2022 12:26:57.887299,"(3.7, 4.9, 4.630232558139535)","(6.0, 7.6, 7.3999999999999995)","(4.4, 5.9, 5.733333333333333)","(21.0, 34.0, 29.5)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.6000000000000005)","(7.5, 10.0, 9.333333333333334)","(31.0, 110.0, 74.85714285714286)"
15-12-2022 12:26:59.002902,"(3.7, 4.9, 4.630232558139535)","(6.0, 7.6, 7.3999999999999995)","(4.4, 5.9, 5.733333333333333)","(21.0, 38.0, 29.5)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.6000000000000005)","(7.5, 10.0, 9.333333333333334)","(31.0, 110.0, 74.85714285714286)"
15-12-2022 12:27:00.087118,"(3.7, 4.9, 4.630232558139535)","(6.0, 7.6, 7.3999999999999995)","(4.4, 5.9, 5.733333333333333)","(21.0, 38.0, 29.5)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.6000000000000005)","(7.5, 10.0, 9.333333333333334)","(31.0, 110.0, 74.85714285714286)"
15-12-2022 12:27:01.246824,"(3.7, 4.9, 4.630232558139535)","(6.0, 7.6, 7.3999999999999995)","(4.4, 5.9, 5.733333333333333)","(21.0, 36.0, 28.5)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.6000000000000005)","(7.5, 10.0, 9.333333333333334)","(31.0, 110.0, 74.85714285714286)"
15-12-2022 12:27:02.263705,"(3.7, 4.9, 4.548484848484849)","(6.0, 7.6, 7.3999999999999995)","(4.4, 5.9, 5.733333333333333)","(21.0, 36.0, 26.0)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.6000000000000005)","(7.5, 10.0, 9.2)","(31.0, 110.0, 60.8)"
15-12-2022 12:27:03.301745,"(3.7, 4.9, 4.548484848484849)","(6.0, 7.6, 7.3999999999999995)","(4.4, 5.9, 5.733333333333333)","(21.0, 36.0, 26.0)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.6000000000000005)","(7.5, 10.0, 9.2)","(31.0, 110.0, 56.0)"
15-12-2022 12:27:04.420124,"(3.7, 4.9, 4.548484848484849)","(6.0, 7.6, 7.3999999999999995)","(4.4, 5.9, 5.733333333333333)","(21.0, 36.0, 27.42857142857143)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.647058823529412)","(7.5, 10.0, 9.066666666666666)","(31.0, 110.0, 96.5)"
15-12-2022 12:27:05.617307,"(3.7, 4.9, 4.548484848484849)","(6.0, 7.6, 7.3999999999999995)","(4.4, 5.9, 5.464)","(21.0, 36.0, 31.6)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.647058823529412)","(7.5, 10.0, 8.692307692307692)","(31.0, 110.0, 56.66666666666667)"
15-12-2022 12:27:06.712817,"(3.7, 4.8, 4.541379310344827)","(6.0, 7.6, 7.3999999999999995)","(4.4, 5.8, 5.464)","(21.0, 34.0, 31.333333333333332)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.75)","(7.5, 9.8, 9.066666666666666)","(31.0, 110.0, 56.66666666666667)"
15-12-2022 12:27:07.885202,"(3.7, 4.8, 4.541379310344827)","(6.0, 7.6, 7.3999999999999995)","(4.4, 5.9, 5.733333333333333)","(21.0, 36.0, 24.0)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.75)","(7.5, 10.0, 8.866666666666667)","(31.0, 110.0, 72.8)"
15-12-2022 12:27:09.007959,"(3.7, 4.9, 4.529090909090909)","(6.0, 7.6, 7.199999999999999)","(4.4, 5.9, 5.733333333333333)","(21.0, 34.0, 25.333333333333332)","(5.0, 6.8, 6.5)","(6.5, 8.0, 7.676923076923077)","(7.5, 11.0, 8.726666666666667)","(31.0, 100.0, 67.0)"
15-12-2022 12:27:10.062337,"(3.7, 4.9, 4.529090909090909)","(6.0, 7.6, 7.199999999999999)","(4.4, 5.9, 5.733333333333333)","(21.0, 34.0, 27.5)","(5.0, 6.8, 6.5)","(6.5, 8.2, 7.676923076923077)","(7.5, 10.5, 8.726666666666667)","(31.0, 100.0, 67.0)"
15-12-2022 12:27:11.168584,"(3.7, 4.9, 4.529090909090909)","(6.0, 7.6, 7.199999999999999)","(4.4, 5.9, 5.78888888888889)","(21.0, 34.0, 27.5)","(5.0, 6.8, 6.5)","(6.5, 8.2, 7.676923076923077)","(7.5, 10.5, 8.726666666666667)","(31.0, 100.0, 67.0)"
15-12-2022 12:27:12.242090,"(3.7, 4.9, 4.529090909090909)","(6.0, 7.6, 7.199999999999999)","(4.4, 5.9, 5.78888888888889)","(21.0, 34.0, 22.444444444444443)","(5.0, 6.8, 6.5)","(6.5, 8.2, 7.88)","(7.5, 10.5, 8.95)","(31.0, 100.0, 85.33333333333333)"
15-12-2022 12:27:13.222602,"(3.7, 4.9, 4.529090909090909)","(6.0, 7.6, 7.199999999999999)","(4.4, 5.9, 5.78888888888889)","(21.0, 34.0, 22.444444444444443)","(5.0, 6.8, 6.5)","(6.5, 8.2, 7.88)","(7.5, 10.0, 8.6875)","(31.0, 100.0, 88.0)"
15-12-2022 12:27:14.332297,"(3.7, 4.9, 4.529090909090909)","(6.0, 7.6, 7.199999999999999)","(4.4, 5.9, 5.78888888888889)","(21.0, 34.0, 21.72222222222222)","(5.0, 6.8, 6.5)","(6.5, 8.2, 8.0)","(7.5, 10.0, 8.6875)","(31.0, 100.0, 88.0)"
15-12-2022 12:27:15.444553,"(3.7, 4.9, 4.529090909090909)","(6.0, 7.6, 7.199999999999999)","(4.4, 5.9, 5.78888888888889)","(21.0, 34.0, 21.72222222222222)","(5.0, 6.8, 6.5)","(6.5, 8.2, 7.6482758620689655)","(7.5, 10.0, 9.55)","(31.0, 100.0, 72.0)"
15-12-2022 12:27:16.573066,"(3.7, 4.9, 4.529090909090909)","(6.0, 7.6, 7.199999999999999)","(4.4, 5.9, 5.733333333333333)","(21.0, 34.0, 26.8)","(5.0, 6.8, 6.5)","(6.5, 8.2, 7.6482758620689655)","(7.5, 9.8, 9.55)","(31.0, 100.0, 72.0)"
