,Jamboree June,Quorra Bale,Zipper It Man,Henry The Hawk,More Issues,Sweet Tooth,Dana Rocket,Sweet Laurel Lyn
10-01-2023 14:03:22.700089,"(6.0, 8.6, 8.333333333333332)","(26.0, 50.0, 49.666666666666664)","(1.6, 1.82, 1.8186274509803921)","(17.0, 36.0, 35.55555555555556)","(13.0, 17.5, 16.772727272727273)","(31.0, 42.0, 41.5)","(5.5, 7.8, 7.571428571428571)","(12.0, 18.0, 16.545454545454547)"
10-01-2023 14:03:23.910722,"(6.0, 8.6, 8.333333333333332)","(26.0, 50.0, 49.666666666666664)","(1.6, 1.82, 1.819777777777778)","(17.0, 36.0, 35.63636363636364)","(13.0, 17.5, 16.717391304347828)","(31.0, 42.0, 39.55555555555556)","(5.5, 7.8, 7.571428571428571)","(12.0, 18.0, 16.545454545454547)"
10-01-2023 14:03:25.070817,"(6.0, 8.6, 8.333333333333332)","(26.0, 50.0, 49.666666666666664)","(1.6, 1.82, 1.8375000000000001)","(17.0, 36.0, 43.529411764705884)","(13.0, 17.5, 16.717391304347828)","(31.0, 42.0, 39.0)","(5.5, 7.8, 7.571428571428571)","(12.0, 18.0, 16.545454545454547)"
10-01-2023 14:03:26.179919,"(6.0, 8.6, 8.28)","(26.0, 50.0, 49.666666666666664)","(1.6, 1.84, 1.8291304347826087)","(17.0, 44.0, 42.095238095238095)","(13.0, 17.5, 16.863636363636363)","(31.0, 42.0, 39.0)","(5.5, 7.8, 7.571428571428571)","(12.0, 18.0, 16.545454545454547)"
10-01-2023 14:03:27.395157,"(6.0, 8.6, 8.157894736842104)","(26.0, 50.0, 49.666666666666664)","(1.6, 1.83, 1.8182352941176472)","(17.0, 44.0, 42.095238095238095)","(13.0, 17.0, 16.863636363636363)","(31.0, 42.0, 39.0)","(5.5, 7.8, 7.631578947368421)","(12.0, 18.0, 16.5)"
10-01-2023 14:03:28.478682,"(6.0, 8.6, 8.2)","(26.0, 50.0, 49.73913043478261)","(1.6, 1.82, 1.8182352941176472)","(17.0, 44.0, 43.111111111111114)","(13.0, 17.0, 16.40909090909091)","(31.0, 42.0, 39.0)","(5.5, 7.8, 7.631578947368421)","(12.0, 18.0, 16.5)"
10-01-2023 14:03:29.522592,"(6.0, 8.6, 8.266666666666666)","(26.0, 50.0, 49.73913043478261)","(1.6, 1.82, 1.7925)","(17.0, 40.0, 39.714285714285715)","(13.0, 16.5, 16.857142857142858)","(31.0, 42.0, 39.0)","(5.5, 7.8, 7.631578947368421)","(12.0, 18.0, 16.5)"
10-01-2023 14:03:30.650449,"(6.0, 8.6, 8.266666666666666)","(26.0, 50.0, 49.73913043478261)","(1.6, 1.82, 1.7925)","(17.0, 40.0, 38.666666666666664)","(13.0, 17.5, 16.772727272727273)","(31.0, 42.0, 38.55172413793103)","(5.5, 7.8, 7.539130434782608)","(12.0, 18.0, 16.5)"
10-01-2023 14:03:31.793118,"(6.0, 8.6, 8.266666666666666)","(26.0, 50.0, 49.73913043478261)","(1.6, 1.82, 1.7925)","(17.0, 40.0, 38.666666666666664)","(13.0, 17.5, 16.61111111111111)","(31.0, 42.0, 38.55172413793103)","(5.5, 7.8, 7.657142857142857)","(12.0, 18.0, 15.954545454545455)"
10-01-2023 14:03:32.831771,"(6.0, 8.6, 8.266666666666666)","(26.0, 50.0, 49.73913043478261)","(1.6, 1.82, 1.7930000000000001)","(18.0, 40.0, 38.666666666666664)","(13.0, 17.5, 16.90909090909091)","(31.0, 42.0, 38.666666666666664)","(5.5, 7.8, 7.48)","(12.0, 18.0, 16.75)"
10-01-2023 14:03:33.881338,"(6.0, 8.6, 8.266666666666666)","(26.0, 50.0, 49.73913043478261)","(1.6, 1.82, 1.7930000000000001)","(18.0, 40.0, 38.666666666666664)","(13.0, 17.0, 16.90909090909091)","(31.0, 42.0, 38.76923076923077)","(5.5, 7.8, 7.6)","(12.0, 18.0, 16.823529411764707)"
10-01-2023 14:03:35.025471,"(6.0, 8.6, 8.266666666666666)","(26.0, 50.0, 49.73913043478261)","(1.6, 1.82, 1.7916666666666667)","(18.0, 44.0, 43.30769230769231)","(13.0, 17.0, 16.90909090909091)","(31.0, 42.0, 38.76923076923077)","(5.5, 7.8, 7.685714285714286)","(12.0, 18.0, 16.823529411764707)"
10-01-2023 14:03:36.050867,"(6.0, 8.6, 8.266666666666666)","(26.0, 50.0, 49.73913043478261)","(1.6, 1.82, 1.7916666666666667)","(18.0, 44.0, 43.57142857142857)","(13.0, 17.0, 16.90909090909091)","(31.0, 42.0, 38.666666666666664)","(5.5, 7.8, 7.685714285714286)","(12.0, 18.0, 16.823529411764707)"
10-01-2023 14:03:37.072140,"(6.0, 8.6, 8.292307692307691)","(26.0, 50.0, 49.73913043478261)","(1.6, 1.8, 1.799047619047619)","(18.0, 44.0, 43.57142857142857)","(13.0, 17.0, 16.90909090909091)","(31.0, 40.0, 38.4)","(5.5, 7.8, 7.79)","(12.0, 18.0, 17.047619047619047)"
10-01-2023 14:03:38.142714,"(6.0, 8.2, 7.8533333333333335)","(26.0, 50.0, 49.68421052631579)","(1.6, 1.8, 1.790413223140496)","(18.0, 44.0, 43.57142857142857)","(13.0, 17.0, 16.90909090909091)","(31.0, 40.0, 38.4)","(5.5, 8.0, 7.846153846153846)","(12.0, 18.0, 17.09090909090909)"
10-01-2023 14:03:39.310007,"(6.0, 8.2, 7.699999999999999)","(26.0, 50.0, 49.68421052631579)","(1.6, 1.81, 1.7897727272727273)","(18.0, 44.0, 43.57142857142857)","(13.0, 17.0, 16.90909090909091)","(31.0, 40.0, 38.4)","(5.5, 8.0, 7.777777777777778)","(12.0, 18.0, 17.09090909090909)"
10-01-2023 14:03:40.447031,"(6.0, 8.0, 7.88)","(26.0, 50.0, 49.68421052631579)","(1.6, 1.81, 1.8088)","(18.0, 44.0, 43.57142857142857)","(13.0, 17.0, 16.833333333333332)","(31.0, 40.0, 36.46153846153846)","(5.5, 8.0, 7.84)","(12.0, 18.0, 17.0)"
10-01-2023 14:03:41.630545,"(6.0, 7.8, 7.725)","(26.0, 50.0, 49.68421052631579)","(1.6, 1.81, 1.828125)","(18.0, 44.0, 48.53658536585366)","(13.0, 17.5, 17.045454545454547)","(31.0, 40.0, 36.46153846153846)","(5.5, 8.0, 7.82)","(12.0, 18.0, 17.0)"
10-01-2023 14:03:42.748765,"(6.0, 7.8, 7.704)","(26.0, 50.0, 49.68421052631579)","(1.6, 1.83, 1.8217391304347827)","(19.0, 50.0, 48.372093023255815)","(13.0, 17.5, 17.083333333333332)","(31.0, 40.0, 37.714285714285715)","(5.5, 8.0, 7.485714285714286)","(12.0, 18.0, 17.0)"
10-01-2023 14:03:43.805939,"(6.0, 7.8, 7.662068965517242)","(26.0, 50.0, 49.68421052631579)","(1.6, 1.83, 1.8217391304347827)","(19.0, 50.0, 49.0)","(13.0, 17.5, 17.083333333333332)","(31.0, 38.0, 37.714285714285715)","(5.5, 7.6, 7.533333333333333)","(12.0, 18.0, 17.0)"
10-01-2023 14:03:44.850399,"(5.5, 7.8, 7.656)","(31.0, 50.0, 49.68421052631579)","(1.55, 1.83, 1.821219512195122)","(20.0, 50.0, 49.0)","(13.0, 17.5, 17.083333333333332)","(31.0, 38.0, 37.714285714285715)","(5.5, 7.6, 7.5636363636363635)","(12.0, 18.0, 17.0)"
10-01-2023 14:03:45.951872,"(5.5, 7.8, 7.656)","(31.0, 50.0, 49.6)","(1.55, 1.83, 1.8205263157894738)","(20.0, 50.0, 43.888888888888886)","(13.0, 17.5, 16.789473684210527)","(31.0, 38.0, 36.827586206896555)","(5.5, 7.6, 7.666666666666667)","(12.0, 18.0, 17.0)"
10-01-2023 14:03:47.133941,"(5.5, 7.8, 7.656)","(31.0, 50.0, 49.6)","(1.55, 1.83, 1.8181481481481483)","(20.0, 44.0, 43.888888888888886)","(13.0, 17.5, 16.789473684210527)","(31.0, 40.0, 36.774193548387096)","(5.5, 7.8, 7.6)","(12.0, 18.0, 17.0)"
10-01-2023 14:03:48.316000,"(5.5, 7.8, 7.671428571428572)","(31.0, 50.0, 49.6)","(1.6, 1.82, 1.8182758620689656)","(19.0, 44.0, 45.0)","(13.0, 17.5, 16.789473684210527)","(31.0, 40.0, 36.774193548387096)","(5.5, 7.8, 7.7272727272727275)","(12.0, 18.0, 17.0)"
10-01-2023 14:03:49.489922,"(5.5, 7.8, 7.671428571428572)","(31.0, 50.0, 49.6)","(1.6, 1.83, 1.8133333333333335)","(19.0, 48.0, 47.958333333333336)","(13.0, 17.5, 16.789473684210527)","(31.0, 40.0, 36.774193548387096)","(5.5, 7.8, 7.7272727272727275)","(12.0, 18.0, 17.0)"
10-01-2023 14:03:50.649889,"(5.5, 7.8, 7.630303030303031)","(31.0, 50.0, 49.6)","(1.6, 1.82, 1.8178947368421052)","(19.0, 55.0, 47.958333333333336)","(13.0, 17.5, 16.789473684210527)","(31.0, 40.0, 36.888888888888886)","(5.5, 7.8, 7.6571428571428575)","(12.0, 18.0, 16.181818181818183)"
10-01-2023 14:03:51.744386,"(5.5, 7.8, 7.619354838709677)","(31.0, 50.0, 49.6)","(1.6, 1.82, 1.8195348837209302)","(20.0, 55.0, 47.958333333333336)","(13.0, 17.5, 16.789473684210527)","(31.0, 40.0, 36.888888888888886)","(5.5, 7.8, 7.622222222222223)","(12.0, 18.0, 16.88888888888889)"
10-01-2023 14:03:52.801788,"(5.5, 7.8, 7.672)","(31.0, 50.0, 49.6)","(1.6, 1.83, 1.8230232558139536)","(20.0, 55.0, 47.958333333333336)","(13.0, 17.5, 16.789473684210527)","(31.0, 40.0, 36.888888888888886)","(5.5, 7.8, 7.571428571428571)","(12.0, 18.0, 16.977272727272727)"
10-01-2023 14:03:53.867368,"(5.5, 7.8, 7.672)","(31.0, 50.0, 49.68421052631579)","(1.6, 1.83, 1.8230232558139536)","(20.0, 55.0, 47.958333333333336)","(13.0, 17.5, 16.75)","(31.0, 40.0, 37.29032258064516)","(5.5, 7.8, 7.553846153846154)","(12.0, 18.0, 17.166666666666668)"
10-01-2023 14:03:55.005756,"(5.5, 7.8, 7.693333333333333)","(31.0, 50.0, 49.75)","(1.6, 1.83, 1.8235294117647058)","(21.0, 48.0, 47.64705882352941)","(13.0, 17.0, 16.90909090909091)","(31.0, 40.0, 36.76923076923077)","(5.5, 7.8, 7.533333333333333)","(12.0, 18.0, 17.166666666666668)"
10-01-2023 14:03:56.122490,"(5.5, 7.8, 7.693333333333333)","(31.0, 50.0, 48.31818181818182)","(1.6, 1.83, 1.823888888888889)","(21.0, 48.0, 47.64705882352941)","(13.0, 17.0, 16.90909090909091)","(31.0, 40.0, 37.29032258064516)","(5.5, 7.8, 7.591304347826087)","(12.0, 18.0, 17.23076923076923)"
10-01-2023 14:03:57.272196,"(5.5, 7.8, 7.4222222222222225)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.83, 1.823888888888889)","(21.0, 48.0, 47.793103448275865)","(13.0, 17.0, 16.90909090909091)","(31.0, 40.0, 37.29032258064516)","(5.5, 7.8, 7.571428571428571)","(12.0, 18.0, 17.23076923076923)"
10-01-2023 14:03:58.447514,"(5.5, 7.8, 7.468421052631579)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.83, 1.823888888888889)","(21.0, 48.0, 47.76)","(13.0, 17.0, 16.90909090909091)","(31.0, 40.0, 36.76923076923077)","(5.5, 7.6, 7.615384615384615)","(12.0, 18.0, 17.23076923076923)"
10-01-2023 14:03:59.586135,"(5.5, 7.6, 7.523809523809524)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.83, 1.8229032258064517)","(21.0, 48.0, 50.432432432432435)","(13.0, 17.0, 16.75)","(31.0, 40.0, 36.76923076923077)","(5.5, 7.8, 7.615384615384615)","(12.0, 18.0, 17.23076923076923)"
10-01-2023 14:04:00.642208,"(5.5, 7.6, 7.511111111111111)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.83, 1.8229032258064517)","(21.0, 55.0, 50.432432432432435)","(13.0, 17.5, 16.75)","(31.0, 40.0, 37.29032258064516)","(5.5, 7.8, 7.64)","(12.0, 18.0, 17.23076923076923)"
10-01-2023 14:04:01.778050,"(5.5, 7.6, 7.511111111111111)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.83, 1.8222222222222222)","(21.0, 55.0, 50.432432432432435)","(13.0, 17.5, 16.625)","(31.0, 40.0, 38.09090909090909)","(5.5, 7.8, 7.566666666666666)","(12.0, 18.0, 16.90909090909091)"
10-01-2023 14:04:02.875255,"(5.5, 7.6, 7.476923076923077)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.84, 1.8225)","(21.0, 55.0, 47.76)","(13.0, 17.5, 16.77777777777778)","(31.0, 40.0, 38.095238095238095)","(5.5, 7.8, 7.566666666666666)","(12.0, 18.0, 17.333333333333332)"
10-01-2023 14:04:03.999842,"(5.5, 7.6, 7.344)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.84, 1.8235294117647058)","(21.0, 48.0, 49.57142857142857)","(13.0, 17.0, 16.77777777777778)","(31.0, 40.0, 38.111111111111114)","(5.5, 7.8, 7.566666666666666)","(12.0, 18.0, 17.333333333333332)"
10-01-2023 14:04:05.100208,"(5.5, 7.6, 7.264)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.82, 1.8214285714285714)","(21.0, 50.0, 49.6)","(13.0, 17.0, 16.666666666666668)","(31.0, 40.0, 46.8)","(5.5, 7.8, 7.446153846153846)","(12.0, 18.0, 17.333333333333332)"
10-01-2023 14:04:06.144929,"(5.5, 7.6, 7.32)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.83, 1.8214285714285714)","(21.0, 50.0, 48.0)","(13.0, 17.0, 16.42105263157895)","(31.0, 48.0, 46.5)","(5.5, 7.6, 7.51304347826087)","(12.0, 18.0, 17.333333333333332)"
10-01-2023 14:04:07.249608,"(5.5, 7.6, 7.333333333333333)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.83, 1.8123529411764707)","(21.0, 50.0, 49.69230769230769)","(13.0, 17.0, 16.42105263157895)","(31.0, 48.0, 46.588235294117645)","(5.5, 7.6, 7.545454545454545)","(12.0, 18.0, 17.333333333333332)"
10-01-2023 14:04:08.387183,"(5.5, 7.6, 7.257142857142857)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.83, 1.8123529411764707)","(21.0, 50.0, 50.78378378378378)","(13.0, 17.0, 16.42105263157895)","(31.0, 48.0, 46.588235294117645)","(5.5, 7.6, 7.545454545454545)","(12.0, 18.0, 17.25)"
10-01-2023 14:04:09.556901,"(5.5, 7.6, 7.3090909090909095)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.83, 1.810909090909091)","(21.0, 55.0, 50.875)","(13.0, 17.0, 16.42105263157895)","(31.0, 48.0, 46.588235294117645)","(5.5, 7.6, 7.504)","(12.0, 18.0, 16.90909090909091)"
10-01-2023 14:04:10.709231,"(5.5, 7.6, 7.3090909090909095)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.82, 1.810909090909091)","(21.0, 55.0, 51.58620689655172)","(13.0, 17.0, 16.533333333333335)","(31.0, 48.0, 43.2)","(5.5, 7.6, 7.566666666666666)","(12.0, 18.0, 16.90909090909091)"
10-01-2023 14:04:11.822226,"(5.5, 7.6, 7.430000000000001)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.82, 1.8111764705882354)","(21.0, 55.0, 51.58620689655172)","(13.0, 17.0, 16.42105263157895)","(31.0, 48.0, 43.2)","(5.5, 7.6, 7.566666666666666)","(12.0, 18.0, 17.142857142857142)"
10-01-2023 14:04:12.906631,"(5.5, 7.6, 7.464)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.82, 1.8111764705882354)","(21.0, 55.0, 50.875)","(13.0, 17.0, 16.333333333333332)","(31.0, 48.0, 43.2)","(5.5, 7.6, 7.566666666666666)","(12.0, 18.0, 16.666666666666668)"
10-01-2023 14:04:14.069709,"(5.5, 7.6, 7.484210526315789)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.82, 1.8111764705882354)","(21.0, 55.0, 50.875)","(13.0, 16.5, 16.03846153846154)","(31.0, 48.0, 43.2)","(5.5, 7.6, 7.466666666666667)","(12.0, 18.0, 16.666666666666668)"
10-01-2023 14:04:15.288436,"(5.5, 7.6, 7.442857142857143)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.82, 1.8036363636363637)","(21.0, 55.0, 51.869565217391305)","(13.0, 16.5, 16.39189189189189)","(31.0, 48.0, 43.0)","(5.5, 7.6, 7.566666666666666)","(12.0, 18.0, 17.11111111111111)"
10-01-2023 14:04:16.575220,"(5.5, 7.6, 7.484210526315789)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.82, 1.8136170212765959)","(21.0, 55.0, 52.0)","(13.0, 16.5, 16.391304347826086)","(31.0, 46.0, 44.666666666666664)","(5.5, 7.6, 7.466666666666667)","(12.0, 18.0, 17.157894736842106)"
10-01-2023 14:04:17.855333,"(5.5, 7.6, 7.470588235294118)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.82, 1.8011764705882354)","(21.0, 55.0, 52.12)","(13.0, 17.0, 16.263157894736842)","(31.0, 46.0, 43.0)","(5.5, 7.6, 7.566666666666666)","(12.0, 18.0, 17.157894736842106)"
10-01-2023 14:04:19.051536,"(5.5, 7.6, 7.416666666666667)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.81, 1.8011764705882354)","(21.0, 55.0, 52.12)","(13.0, 17.0, 16.76923076923077)","(31.0, 46.0, 43.0)","(5.5, 7.6, 7.466666666666667)","(12.0, 18.0, 17.2)"
10-01-2023 14:04:20.206178,"(5.5, 7.6, 7.442857142857143)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.81, 1.791764705882353)","(21.0, 55.0, 52.12)","(13.0, 17.0, 16.76923076923077)","(31.0, 46.0, 43.0)","(5.5, 7.6, 7.466666666666667)","(12.0, 18.0, 16.77777777777778)"
10-01-2023 14:04:21.429533,"(5.5, 7.8, 7.636363636363637)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.8, 1.7883870967741935)","(21.0, 55.0, 52.12)","(13.0, 17.0, 16.76923076923077)","(31.0, 46.0, 40.54545454545455)","(5.5, 7.6, 7.466666666666667)","(12.0, 18.0, 17.3)"
10-01-2023 14:04:22.671675,"(5.5, 8.2, 7.833333333333333)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.8, 1.7861538461538462)","(21.0, 55.0, 50.592592592592595)","(13.0, 17.0, 16.76923076923077)","(31.0, 46.0, 41.333333333333336)","(5.5, 7.6, 7.466666666666667)","(12.0, 17.5, 17.22222222222222)"
10-01-2023 14:04:23.887384,"(5.5, 8.2, 7.941176470588235)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.8, 1.7840909090909092)","(21.0, 55.0, 51.03333333333333)","(13.0, 17.0, 16.76923076923077)","(31.0, 46.0, 40.10526315789474)","(5.5, 7.6, 7.466666666666667)","(12.0, 17.5, 17.3)"
10-01-2023 14:04:25.066980,"(5.5, 8.2, 7.833333333333333)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.79, 1.7840909090909092)","(21.0, 55.0, 51.03333333333333)","(13.0, 17.0, 16.76923076923077)","(31.0, 46.0, 40.10526315789474)","(5.5, 7.6, 7.466666666666667)","(12.0, 17.5, 16.115384615384617)"
10-01-2023 14:04:26.220948,"(5.5, 8.2, 8.054545454545455)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.79, 1.779375)","(21.0, 55.0, 51.03333333333333)","(13.0, 17.0, 16.833333333333332)","(31.0, 46.0, 40.10526315789474)","(5.5, 7.6, 7.466666666666667)","(12.0, 17.5, 15.921052631578947)"
10-01-2023 14:04:27.367326,"(5.5, 8.2, 8.181818181818182)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.8, 1.7781818181818183)","(21.0, 55.0, 52.10344827586207)","(13.0, 17.0, 16.76923076923077)","(31.0, 42.0, 41.2)","(5.5, 7.6, 7.466666666666667)","(12.0, 17.5, 16.25)"
10-01-2023 14:04:28.486010,"(5.5, 8.2, 8.177777777777777)","(31.0, 55.0, 52.22222222222222)","(1.6, 1.79, 1.7816666666666667)","(21.0, 55.0, 51.5)","(13.0, 17.0, 16.76923076923077)","(31.0, 42.0, 41.2)","(5.5, 7.6, 7.613333333333333)","(12.0, 17.5, 15.921052631578947)"
10-01-2023 14:04:29.651950,"(5.5, 8.4, 8.22857142857143)","(31.0, 55.0, 52.2972972972973)","(1.6, 1.79, 1.7767567567567568)","(21.0, 55.0, 51.13793103448276)","(13.0, 17.0, 16.76923076923077)","(31.0, 42.0, 41.2)","(5.5, 7.8, 7.683333333333334)","(12.0, 17.5, 16.7)"
10-01-2023 14:04:30.820631,"(5.5, 8.6, 8.225)","(31.0, 55.0, 52.2972972972973)","(1.6, 1.78, 1.7716666666666667)","(21.0, 55.0, 51.13793103448276)","(13.0, 17.0, 16.76923076923077)","(31.0, 42.0, 39.6)","(5.5, 7.8, 7.5200000000000005)","(12.0, 17.0, 16.85)"
10-01-2023 14:04:31.962236,"(5.5, 8.6, 8.24705882352941)","(31.0, 55.0, 52.2972972972973)","(1.6, 1.78, 1.7716666666666667)","(21.0, 55.0, 51.13793103448276)","(13.0, 17.0, 16.76923076923077)","(31.0, 42.0, 40.0)","(5.5, 7.8, 7.527272727272727)","(12.0, 17.0, 16.85)"
10-01-2023 14:04:33.139690,"(5.5, 8.6, 8.327272727272726)","(31.0, 55.0, 52.2972972972973)","(1.6, 1.78, 1.7684615384615385)","(21.0, 55.0, 51.13793103448276)","(13.0, 17.0, 16.76923076923077)","(31.0, 42.0, 39.86666666666667)","(5.5, 7.6, 7.566666666666666)","(12.0, 17.0, 16.79032258064516)"
10-01-2023 14:04:34.357938,"(5.5, 8.6, 8.327272727272726)","(31.0, 55.0, 52.2972972972973)","(1.6, 1.78, 1.771304347826087)","(21.0, 55.0, 51.13793103448276)","(13.0, 17.0, 16.833333333333332)","(31.0, 42.0, 38.8)","(5.5, 7.6, 7.584615384615384)","(12.0, 17.5, 16.642857142857142)"
10-01-2023 14:04:35.580154,"(5.5, 8.6, 8.236363636363636)","(31.0, 55.0, 52.2972972972973)","(1.6, 1.78, 1.7755555555555556)","(21.0, 55.0, 51.13793103448276)","(13.0, 17.0, 16.833333333333332)","(31.0, 42.0, 39.86666666666667)","(5.5, 7.6, 7.571428571428571)","(12.0, 17.5, 16.46153846153846)"
10-01-2023 14:04:36.780813,"(5.5, 8.6, 8.35)","(31.0, 55.0, 52.2972972972973)","(1.6, 1.78, 1.765294117647059)","(21.0, 55.0, 51.13793103448276)","(13.0, 17.0, 16.833333333333332)","(31.0, 42.0, 39.86666666666667)","(5.5, 7.6, 7.652631578947369)","(12.0, 17.5, 16.46153846153846)"
10-01-2023 14:04:38.048599,"(5.5, 8.6, 8.521428571428572)","(31.0, 55.0, 52.2972972972973)","(1.55, 1.77, 1.7585714285714287)","(26.0, 55.0, 51.13793103448276)","(13.0, 17.0, 16.833333333333332)","(31.0, 42.0, 38.8)","(5.5, 7.8, 7.628571428571429)","(12.0, 17.5, 16.642857142857142)"
10-01-2023 14:04:39.345842,"(5.5, 8.8, 8.591304347826087)","(31.0, 55.0, 52.2972972972973)","(1.55, 1.76, 1.7552380952380953)","(26.0, 55.0, 51.13793103448276)","(13.0, 17.0, 16.833333333333332)","(31.0, 42.0, 38.8)","(5.5, 7.8, 7.628571428571429)","(12.0, 17.5, 16.9)"
10-01-2023 14:04:40.682796,"(5.5, 8.8, 8.589473684210526)","(31.0, 55.0, 52.2972972972973)","(1.55, 1.76, 1.7633333333333334)","(26.0, 55.0, 51.13793103448276)","(13.0, 17.0, 16.833333333333332)","(31.0, 42.0, 39.53846153846154)","(5.5, 7.8, 7.628571428571429)","(13.0, 17.0, 16.75)"
10-01-2023 14:04:41.955224,"(6.0, 8.8, 8.589473684210526)","(31.0, 55.0, 52.2972972972973)","(1.55, 1.77, 1.767777777777778)","(26.0, 55.0, 51.13793103448276)","(13.0, 17.0, 16.863636363636363)","(31.0, 42.0, 40.3448275862069)","(5.5, 7.8, 7.453333333333334)","(13.0, 17.0, 16.928571428571427)"
10-01-2023 14:04:43.074256,"(6.0, 8.8, 8.533333333333333)","(31.0, 55.0, 52.2972972972973)","(1.55, 1.77, 1.767777777777778)","(26.0, 55.0, 51.13793103448276)","(13.0, 17.0, 16.863636363636363)","(31.0, 42.0, 40.3448275862069)","(5.5, 7.8, 7.4750000000000005)","(13.0, 17.0, 16.928571428571427)"
10-01-2023 14:04:44.274181,"(6.0, 8.8, 8.533333333333333)","(31.0, 55.0, 52.2972972972973)","(1.55, 1.78, 1.767777777777778)","(26.0, 55.0, 51.13793103448276)","(13.0, 17.0, 16.863636363636363)","(31.0, 42.0, 39.0)","(5.5, 7.8, 7.552380952380952)","(13.0, 17.0, 16.928571428571427)"
10-01-2023 14:04:45.536921,"(6.0, 8.8, 8.611764705882354)","(31.0, 55.0, 52.2972972972973)","(1.55, 1.77, 1.7555555555555555)","(26.0, 55.0, 51.13793103448276)","(13.0, 17.0, 16.863636363636363)","(31.0, 42.0, 39.0)","(5.5, 7.8, 7.492307692307692)","(13.0, 17.0, 16.5)"
10-01-2023 14:04:46.790166,"(6.0, 8.8, 8.533333333333333)","(31.0, 55.0, 52.2972972972973)","(1.55, 1.76, 1.752)","(26.0, 55.0, 51.13793103448276)","(13.0, 17.0, 16.857142857142858)","(31.0, 40.0, 39.0)","(5.5, 7.8, 7.492307692307692)","(13.0, 17.0, 16.166666666666668)"
10-01-2023 14:04:48.097609,"(6.0, 9.0, 8.633333333333333)","(31.0, 55.0, 52.2972972972973)","(1.55, 1.76, 1.7557894736842106)","(26.0, 55.0, 51.13793103448276)","(13.0, 17.0, 16.8125)","(31.0, 40.0, 41.25)","(5.5, 7.8, 7.5777777777777775)","(13.0, 17.0, 16.166666666666668)"
10-01-2023 14:04:49.388912,"(6.0, 9.0, 8.833333333333334)","(31.0, 55.0, 52.2972972972973)","(1.55, 1.76, 1.755)","(26.0, 55.0, 51.13793103448276)","(13.0, 17.0, 16.8125)","(31.0, 42.0, 39.0)","(5.5, 7.8, 7.533333333333333)","(13.0, 17.0, 16.166666666666668)"
10-01-2023 14:04:50.705479,"(6.0, 9.0, 8.688888888888888)","(31.0, 55.0, 52.2972972972973)","(1.55, 1.76, 1.7518181818181817)","(26.0, 55.0, 51.92307692307692)","(13.0, 17.0, 16.8125)","(31.0, 42.0, 39.0)","(5.5, 7.8, 7.48)","(12.0, 17.0, 16.0)"
10-01-2023 14:04:51.943144,"(6.0, 9.0, 8.719999999999999)","(31.0, 55.0, 52.2972972972973)","(1.55, 1.76, 1.7497297297297296)","(26.0, 55.0, 52.77777777777778)","(13.0, 17.0, 16.8125)","(31.0, 42.0, 38.666666666666664)","(5.5, 7.8, 7.48)","(12.0, 16.5, 16.166666666666668)"
10-01-2023 14:04:53.241407,"(6.0, 9.0, 8.719999999999999)","(31.0, 55.0, 52.2972972972973)","(1.55, 1.75, 1.755)","(26.0, 55.0, 52.5)","(13.0, 17.0, 16.8125)","(31.0, 42.0, 38.666666666666664)","(5.5, 7.8, 7.5600000000000005)","(12.0, 16.5, 16.416666666666668)"
10-01-2023 14:04:54.545542,"(6.0, 9.0, 8.813333333333333)","(31.0, 55.0, 52.2972972972973)","(1.55, 1.76, 1.7466666666666666)","(26.0, 55.0, 52.5)","(13.0, 17.0, 16.8125)","(31.0, 42.0, 38.666666666666664)","(5.5, 7.8, 7.5777777777777775)","(12.0, 17.0, 16.166666666666668)"
