,Cruising Bellew,Hoppers Dream,Manoeuver Man,Calculating Dancer,Mamma Kass,Midnight Sport,Captain Thunderbolt Nz,Passionate Pursuit,Absolution,My Golden Eagle
12-01-2023 15:24:38.670776,"(81.0, 130.0, 110.0)","(31.0, 65.0, 52.5)","(31.0, 50.0, 43.333333333333336)","(2.9, 3.8, 3.7854166666666664)","(11.0, 17.0, 16.375)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(11.0, 22.0, 19.0)","(3.8, 5.0, 4.85)","(3.7, 4.5, 4.214285714285714)"
12-01-2023 15:24:39.904528,"(81.0, 130.0, 115.45454545454545)","(31.0, 65.0, 52.5)","(31.0, 50.0, 41.42857142857143)","(2.9, 3.8, 3.7166666666666663)","(11.0, 17.0, 16.375)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(11.0, 22.0, 19.0)","(3.8, 5.0, 4.85)","(3.7, 4.5, 4.214285714285714)"
12-01-2023 15:24:41.166007,"(81.0, 120.0, 113.33333333333334)","(31.0, 65.0, 52.5)","(31.0, 50.0, 42.0)","(2.9, 3.8, 3.7166666666666663)","(11.0, 17.0, 16.375)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(11.0, 22.0, 19.0)","(3.8, 5.0, 4.85)","(3.7, 4.5, 4.214285714285714)"
12-01-2023 15:24:42.458356,"(81.0, 120.0, 107.5)","(31.0, 65.0, 52.5)","(31.0, 50.0, 42.0)","(2.9, 3.8, 3.73)","(11.0, 17.0, 16.375)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(11.0, 22.0, 19.0)","(3.8, 5.0, 4.85)","(3.7, 4.5, 4.176470588235294)"
12-01-2023 15:24:43.792275,"(81.0, 120.0, 109.28571428571428)","(31.0, 65.0, 52.5)","(31.0, 50.0, 42.0)","(2.9, 3.85, 3.6884615384615382)","(11.0, 17.0, 16.6875)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(11.0, 22.0, 19.0)","(3.8, 5.0, 4.85)","(3.7, 4.5, 4.205882352941177)"
12-01-2023 15:24:45.171598,"(81.0, 120.0, 103.92857142857143)","(31.0, 65.0, 52.5)","(31.0, 50.0, 42.0)","(2.9, 3.85, 3.6884615384615382)","(11.0, 17.0, 16.6875)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(11.0, 22.0, 19.0)","(3.8, 5.0, 4.85)","(3.7, 4.5, 4.205882352941177)"
12-01-2023 15:24:46.512908,"(81.0, 110.0, 99.70588235294117)","(31.0, 65.0, 52.5)","(31.0, 50.0, 42.0)","(2.9, 3.85, 3.6333333333333333)","(11.0, 17.0, 16.6875)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(11.0, 22.0, 19.0)","(3.8, 5.0, 4.85)","(3.7, 4.5, 4.25)"
12-01-2023 15:24:47.815270,"(81.0, 100.0, 96.42857142857143)","(31.0, 65.0, 52.5)","(31.0, 50.0, 45.0)","(2.9, 3.8, 3.6558823529411764)","(11.0, 17.0, 16.6875)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(11.0, 22.0, 20.0)","(3.8, 5.0, 4.85)","(3.7, 4.5, 4.25)"
12-01-2023 15:24:49.158291,"(81.0, 100.0, 93.33333333333333)","(31.0, 65.0, 52.5)","(31.0, 50.0, 45.0)","(2.9, 3.85, 3.6884615384615382)","(11.0, 17.0, 16.6875)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(11.0, 22.0, 20.0)","(3.8, 5.0, 4.85)","(3.7, 4.5, 4.25)"
12-01-2023 15:24:50.566314,"(81.0, 120.0, 98.125)","(31.0, 65.0, 52.5)","(31.0, 50.0, 45.0)","(2.9, 3.85, 3.6333333333333333)","(11.0, 17.0, 16.6875)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(11.0, 22.0, 20.0)","(3.8, 5.0, 4.85)","(3.7, 4.5, 4.25)"
12-01-2023 15:24:51.914550,"(81.0, 120.0, 98.125)","(31.0, 65.0, 52.5)","(31.0, 50.0, 45.0)","(2.9, 3.8, 3.6333333333333333)","(11.0, 17.0, 16.833333333333332)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(11.0, 22.0, 20.0)","(3.8, 5.0, 4.85)","(3.7, 4.5, 4.25)"
12-01-2023 15:24:53.191780,"(81.0, 120.0, 98.125)","(31.0, 65.0, 52.5)","(31.0, 50.0, 45.0)","(2.9, 3.8, 3.6333333333333333)","(11.0, 17.0, 16.833333333333332)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(11.0, 22.0, 20.0)","(3.8, 5.0, 4.85)","(3.7, 4.5, 4.25)"
12-01-2023 15:24:54.589695,"(81.0, 120.0, 100.0)","(31.0, 65.0, 52.5)","(31.0, 50.0, 45.0)","(2.9, 3.8, 3.6333333333333333)","(11.0, 17.0, 16.833333333333332)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(11.0, 22.0, 20.0)","(3.8, 5.0, 4.85)","(3.7, 4.5, 4.25)"
12-01-2023 15:24:55.860575,"(81.0, 120.0, 103.33333333333334)","(31.0, 65.0, 52.5)","(31.0, 50.0, 45.0)","(2.9, 3.8, 3.6333333333333333)","(11.0, 17.0, 16.833333333333332)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(11.0, 22.0, 20.0)","(3.8, 5.0, 4.85)","(3.7, 4.5, 4.25)"
12-01-2023 15:24:57.139170,"(81.0, 120.0, 103.33333333333334)","(31.0, 65.0, 52.5)","(31.0, 50.0, 45.0)","(2.9, 3.8, 3.6333333333333333)","(11.0, 17.0, 16.833333333333332)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(11.0, 22.0, 20.0)","(3.8, 5.0, 4.85)","(3.7, 4.5, 4.25)"
12-01-2023 15:24:58.440288,"(81.0, 120.0, 103.33333333333334)","(31.0, 65.0, 52.5)","(31.0, 50.0, 45.0)","(2.9, 3.8, 3.6333333333333333)","(11.0, 17.0, 16.833333333333332)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(11.0, 22.0, 20.0)","(3.8, 5.0, 4.85)","(3.7, 4.5, 4.266666666666667)"
12-01-2023 15:24:59.940364,"(81.0, 120.0, 103.33333333333334)","(31.0, 65.0, 52.5)","(31.0, 50.0, 45.0)","(2.9, 3.8, 3.61)","(11.0, 17.0, 16.833333333333332)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(11.0, 22.0, 20.0)","(3.8, 5.0, 4.85)","(3.7, 4.4, 4.115384615384615)"
12-01-2023 15:25:01.399629,"(81.0, 120.0, 103.33333333333334)","(31.0, 65.0, 52.5)","(31.0, 50.0, 45.0)","(2.9, 3.85, 3.61)","(11.0, 17.0, 16.75)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(11.0, 22.0, 20.0)","(3.8, 5.0, 4.79)","(3.7, 4.3, 4.039130434782608)"
12-01-2023 15:25:02.910281,"(81.0, 120.0, 103.33333333333334)","(31.0, 65.0, 52.5)","(31.0, 50.0, 45.0)","(2.9, 3.85, 3.6558823529411764)","(11.0, 17.0, 18.96153846153846)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(11.0, 22.0, 20.0)","(3.8, 5.0, 4.828571428571428)","(3.7, 4.3, 4.039130434782608)"
12-01-2023 15:25:04.389130,"(81.0, 120.0, 103.33333333333334)","(31.0, 65.0, 52.5)","(31.0, 50.0, 45.0)","(2.9, 3.85, 3.6884615384615382)","(11.0, 19.5, 18.264705882352942)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(11.0, 22.0, 20.0)","(3.8, 5.0, 4.828571428571428)","(3.7, 4.3, 4.039130434782608)"
12-01-2023 15:25:05.946181,"(81.0, 120.0, 100.55555555555556)","(31.0, 65.0, 52.5)","(31.0, 50.0, 45.0)","(2.9, 3.85, 3.657142857142857)","(11.0, 19.5, 18.264705882352942)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(11.0, 22.0, 20.0)","(3.8, 5.0, 4.828571428571428)","(3.7, 4.3, 4.039130434782608)"
12-01-2023 15:25:07.371204,"(81.0, 120.0, 100.55555555555556)","(31.0, 65.0, 52.5)","(31.0, 50.0, 45.0)","(2.9, 3.8, 3.657142857142857)","(11.0, 19.5, 18.264705882352942)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(11.0, 22.0, 20.0)","(3.8, 5.0, 4.828571428571428)","(3.7, 4.3, 4.039130434782608)"
12-01-2023 15:25:08.837765,"(81.0, 120.0, 100.55555555555556)","(41.0, 65.0, 52.5)","(31.0, 50.0, 42.5)","(2.9, 3.8, 3.6653846153846152)","(12.0, 19.5, 18.264705882352942)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 22.0, 20.0)","(3.8, 5.0, 4.828571428571428)","(3.6, 4.3, 4.039130434782608)"
12-01-2023 15:25:10.242571,"(81.0, 120.0, 100.55555555555556)","(41.0, 65.0, 52.5)","(31.0, 55.0, 42.5)","(2.9, 3.8, 3.6214285714285714)","(12.0, 19.5, 18.264705882352942)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 22.0, 20.0)","(3.8, 5.0, 4.828571428571428)","(3.6, 4.3, 4.039130434782608)"
12-01-2023 15:25:11.679568,"(81.0, 120.0, 100.55555555555556)","(41.0, 65.0, 52.5)","(31.0, 60.0, 47.5)","(2.9, 3.8, 3.6017241379310345)","(12.0, 19.5, 18.264705882352942)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 22.0, 20.833333333333332)","(3.8, 5.0, 4.828571428571428)","(3.6, 4.3, 4.039130434782608)"
12-01-2023 15:25:13.016148,"(81.0, 120.0, 100.55555555555556)","(41.0, 65.0, 52.5)","(31.0, 55.0, 47.5)","(2.9, 3.8, 3.6017241379310345)","(12.0, 19.5, 18.264705882352942)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 22.0, 20.0)","(3.8, 5.0, 4.828571428571428)","(3.6, 4.3, 4.039130434782608)"
12-01-2023 15:25:14.421643,"(81.0, 120.0, 100.55555555555556)","(41.0, 65.0, 52.5)","(31.0, 55.0, 47.5)","(2.9, 3.8, 3.6017241379310345)","(12.0, 19.5, 18.576923076923077)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 22.0, 20.0)","(3.8, 5.0, 4.828571428571428)","(3.6, 4.3, 4.039130434782608)"
12-01-2023 15:25:15.762584,"(81.0, 120.0, 100.55555555555556)","(41.0, 65.0, 52.5)","(31.0, 55.0, 47.5)","(2.9, 3.8, 3.5865853658536584)","(12.0, 19.5, 17.785714285714285)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 22.0, 20.0)","(3.8, 5.0, 4.828571428571428)","(3.6, 4.3, 4.039130434782608)"
12-01-2023 15:25:17.025474,"(81.0, 120.0, 100.55555555555556)","(41.0, 65.0, 52.5)","(31.0, 55.0, 47.5)","(2.9, 3.8, 3.5865853658536584)","(12.0, 19.5, 18.0)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 22.0, 21.454545454545453)","(3.8, 5.0, 4.828571428571428)","(3.6, 4.3, 4.039130434782608)"
12-01-2023 15:25:18.354648,"(81.0, 120.0, 100.55555555555556)","(41.0, 65.0, 52.5)","(31.0, 55.0, 47.5)","(2.9, 3.8, 3.5865853658536584)","(12.0, 19.5, 18.0)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 22.0, 21.5)","(3.8, 5.0, 4.828571428571428)","(3.6, 4.3, 4.039130434782608)"
12-01-2023 15:25:19.709704,"(81.0, 120.0, 108.33333333333333)","(41.0, 65.0, 52.5)","(31.0, 55.0, 47.5)","(2.9, 3.8, 3.6205128205128205)","(12.0, 19.5, 18.214285714285715)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 22.0, 21.5)","(3.8, 5.0, 4.828571428571428)","(3.6, 4.3, 4.039130434782608)"
12-01-2023 15:25:21.024692,"(81.0, 120.0, 108.33333333333333)","(41.0, 65.0, 56.666666666666664)","(31.0, 55.0, 47.5)","(2.9, 3.8, 3.6205128205128205)","(12.0, 19.5, 18.0)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 22.0, 21.5)","(3.8, 5.0, 4.828571428571428)","(3.6, 4.3, 4.039130434782608)"
12-01-2023 15:25:22.256956,"(81.0, 120.0, 108.33333333333333)","(41.0, 65.0, 56.666666666666664)","(31.0, 55.0, 47.5)","(2.9, 3.8, 3.6205128205128205)","(12.0, 19.5, 18.0)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 22.0, 21.5)","(3.8, 5.0, 4.828571428571428)","(3.6, 4.3, 4.039130434782608)"
12-01-2023 15:25:23.635859,"(81.0, 120.0, 108.33333333333333)","(41.0, 65.0, 56.666666666666664)","(31.0, 55.0, 47.5)","(2.9, 3.8, 3.6375)","(12.0, 19.5, 18.0)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 22.0, 21.5)","(3.8, 5.0, 4.828571428571428)","(3.6, 4.3, 4.039130434782608)"
12-01-2023 15:25:24.974176,"(81.0, 120.0, 108.33333333333333)","(41.0, 65.0, 56.666666666666664)","(31.0, 55.0, 47.5)","(2.9, 3.75, 3.63)","(12.0, 19.5, 18.0)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 22.0, 21.545454545454547)","(3.8, 5.0, 4.828571428571428)","(3.6, 4.3, 4.0600000000000005)"
12-01-2023 15:25:26.220498,"(81.0, 120.0, 108.33333333333333)","(41.0, 65.0, 56.666666666666664)","(31.0, 55.0, 47.5)","(2.9, 3.75, 3.63)","(12.0, 19.5, 18.0)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 22.0, 23.0)","(3.8, 5.0, 4.828571428571428)","(3.6, 4.2, 4.017647058823529)"
12-01-2023 15:25:27.445022,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 56.666666666666664)","(31.0, 55.0, 47.5)","(2.9, 3.75, 3.63)","(12.0, 19.5, 18.0)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 24.0, 21.857142857142858)","(3.8, 5.0, 4.828571428571428)","(3.6, 4.2, 4.017647058823529)"
12-01-2023 15:25:28.792662,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 56.666666666666664)","(31.0, 55.0, 47.5)","(2.9, 3.75, 3.63)","(12.0, 19.5, 18.0)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 24.0, 21.857142857142858)","(3.8, 5.0, 4.828571428571428)","(3.6, 4.2, 4.017647058823529)"
12-01-2023 15:25:30.212179,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 56.666666666666664)","(31.0, 55.0, 47.5)","(2.9, 3.75, 3.63)","(12.0, 19.5, 18.0)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 24.0, 21.857142857142858)","(3.8, 5.0, 4.828571428571428)","(3.6, 4.2, 4.017647058823529)"
12-01-2023 15:25:31.511931,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 56.666666666666664)","(31.0, 55.0, 47.5)","(2.9, 3.75, 3.63)","(12.0, 19.5, 18.0)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 24.0, 21.857142857142858)","(3.8, 5.0, 4.828571428571428)","(3.6, 4.2, 4.017647058823529)"
12-01-2023 15:25:32.755729,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 56.666666666666664)","(31.0, 55.0, 47.5)","(2.9, 3.75, 3.63)","(12.0, 19.5, 18.0)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 24.0, 21.857142857142858)","(3.8, 5.0, 4.828571428571428)","(3.6, 4.2, 4.017647058823529)"
12-01-2023 15:25:34.008436,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 56.666666666666664)","(31.0, 55.0, 47.5)","(2.9, 3.75, 3.685714285714286)","(12.0, 19.5, 18.214285714285715)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 24.0, 21.857142857142858)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.2, 4.017647058823529)"
12-01-2023 15:25:35.197826,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 56.666666666666664)","(31.0, 55.0, 47.5)","(2.9, 3.75, 3.685714285714286)","(12.0, 19.5, 18.214285714285715)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 24.0, 21.857142857142858)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.2, 4.017647058823529)"
12-01-2023 15:25:36.358889,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 58.18181818181818)","(31.0, 55.0, 43.333333333333336)","(2.9, 3.75, 3.685714285714286)","(12.0, 19.5, 17.26923076923077)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 24.0, 21.857142857142858)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.2, 4.017647058823529)"
12-01-2023 15:25:37.559736,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 58.18181818181818)","(31.0, 50.0, 43.333333333333336)","(2.9, 3.75, 3.685714285714286)","(12.0, 19.0, 16.833333333333332)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 24.0, 21.857142857142858)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.2, 4.017647058823529)"
12-01-2023 15:25:38.786694,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 58.18181818181818)","(31.0, 50.0, 43.333333333333336)","(2.9, 3.75, 3.685714285714286)","(12.0, 18.5, 16.75)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 24.0, 21.857142857142858)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.2, 4.017647058823529)"
12-01-2023 15:25:40.177264,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 58.18181818181818)","(31.0, 50.0, 43.333333333333336)","(2.9, 3.75, 3.685714285714286)","(12.0, 18.5, 16.75)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 24.0, 22.846153846153847)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.2, 4.017647058823529)"
12-01-2023 15:25:41.497699,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 58.18181818181818)","(31.0, 50.0, 46.8)","(2.9, 3.75, 3.685714285714286)","(12.0, 18.5, 16.75)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 24.0, 25.666666666666668)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.2, 3.972058823529412)"
12-01-2023 15:25:42.728465,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 58.18181818181818)","(31.0, 50.0, 47.333333333333336)","(2.9, 3.75, 3.685714285714286)","(12.0, 18.5, 16.75)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 27.0, 26.75)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.2, 3.972058823529412)"
12-01-2023 15:25:44.045539,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 58.18181818181818)","(31.0, 50.0, 45.6)","(2.9, 3.75, 3.685714285714286)","(12.0, 18.5, 16.833333333333332)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 28.0, 24.428571428571427)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.2, 3.9702702702702704)"
12-01-2023 15:25:45.347845,"(71.0, 120.0, 108.33333333333333)","(41.0, 65.0, 58.18181818181818)","(31.0, 60.0, 47.2)","(2.9, 3.75, 3.685714285714286)","(12.0, 18.5, 16.833333333333332)","(9.0, 12.0, 11.583333333333334)","(21.0, 99999, 99990)","(12.0, 27.0, 24.571428571428573)","(3.8, 5.0, 4.828571428571428)","(3.5, 4.2, 3.9702702702702704)"
