,Not Even Owl,Big Time Taniwha,Big Time Raider,Oscars Reality,Big Time Roman,Allegro Smudge
04-01-2023 10:59:53.425494,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 10:59:54.362392,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 10:59:55.340700,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 10:59:56.223497,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 10:59:57.185685,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 10:59:58.027281,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 10:59:58.944814,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 10:59:59.787135,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:00.621944,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:01.555026,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:02.479352,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:03.391754,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 89.07692307692308)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:04.343978,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 89.07692307692308)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:05.213326,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 89.07692307692308)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:06.056474,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:06.918180,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:07.818156,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:08.722515,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:09.645983,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:10.562695,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:11.468390,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:12.401058,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:13.290053,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:14.199891,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:15.088425,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:15.967509,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:16.898200,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:17.789449,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:18.787541,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:19.733235,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:20.746719,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:21.705271,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:22.664170,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:23.596698,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:24.543125,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:25.417854,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:26.324388,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:27.182291,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:28.083678,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:29.016463,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:29.882938,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:30.847646,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:31.812930,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:32.751026,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:33.676509,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:34.599366,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:35.571878,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:36.518571,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:37.483016,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:38.439014,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:39.378647,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:40.323898,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:41.230272,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:42.098598,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:42.928422,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:43.801734,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:44.705438,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:45.652297,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:46.569242,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.929268292682927)"
04-01-2023 11:00:47.540062,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:00:48.431941,"(3.6, 5.5, 5.1325)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:00:49.380368,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:00:50.240700,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:00:51.084828,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:00:51.966355,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:00:52.821232,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:00:53.790395,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:00:54.689812,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:00:55.662790,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:00:56.640323,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:00:57.598345,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:00:58.543710,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:00:59.548783,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:00.442971,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:01.399431,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:02.249016,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:03.206497,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:04.081871,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:04.967910,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:05.852794,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:06.701033,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:07.610846,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:08.511959,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:09.468350,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:10.393657,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:11.277780,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:12.253721,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:13.123809,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:14.062761,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:14.946144,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:15.833958,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:16.712321,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:17.537423,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:18.429050,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:19.373621,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:20.331760,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:21.281251,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:22.294338,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:23.197241,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:24.103992,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:25.001614,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:25.876611,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:26.754764,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:27.628977,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:28.546668,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:29.435435,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:30.335340,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:31.256812,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:32.194629,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:33.156350,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:34.095696,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
04-01-2023 11:01:35.088951,"(3.6, 5.5, 4.475)","(10.0, 20.0, 17.8)","(3.7, 10.0, 7.65625)","(26.0, 240.0, 99.85714285714286)","(3.2, 5.2, 4.5)","(3.6, 5.3, 4.3133333333333335)"
