,Butter Up Again,Aces Are Trumps,Aston Dijon,Immense,Deadly Redeemer,Winkler,Elegant Bix,Lagoon Dark Eyes
10-01-2023 12:26:02.915017,"(21.0, 70.0, 27.5)","(5.0, 9.4, 8.5)","(5.0, 9.6, 8.233333333333333)","(9.0, 19.5, 12.9)","(3.8, 5.9, 5.3875)","(17.0, 46.0, 24.366666666666667)","(3.7, 6.2, 5.26)","(5.5, 10.0, 7.542857142857143)"
10-01-2023 12:26:04.137052,"(21.0, 70.0, 27.5)","(5.0, 9.4, 8.5)","(5.0, 9.6, 8.74)","(9.0, 19.5, 12.9)","(3.8, 5.9, 5.3875)","(17.0, 46.0, 24.366666666666667)","(3.7, 6.2, 5.26)","(5.5, 10.0, 7.542857142857143)"
10-01-2023 12:26:05.433953,"(21.0, 70.0, 27.5)","(5.0, 9.4, 8.5)","(5.0, 9.6, 8.74)","(9.0, 19.5, 12.9)","(3.8, 5.9, 5.3875)","(17.0, 46.0, 24.366666666666667)","(3.7, 6.2, 5.26)","(5.5, 10.0, 7.542857142857143)"
10-01-2023 12:26:06.681876,"(21.0, 70.0, 27.5)","(5.0, 9.4, 8.5)","(5.0, 9.6, 8.74)","(9.0, 19.5, 12.9)","(3.8, 5.9, 5.3875)","(17.0, 46.0, 24.366666666666667)","(3.7, 6.2, 5.26)","(5.5, 10.0, 7.542857142857143)"
10-01-2023 12:26:07.957858,"(21.0, 70.0, 27.5)","(5.0, 9.4, 8.5)","(5.0, 9.6, 8.74)","(9.0, 19.5, 12.9)","(3.8, 5.9, 5.3875)","(17.0, 46.0, 24.366666666666667)","(3.7, 6.2, 5.26)","(5.5, 10.0, 7.542857142857143)"
10-01-2023 12:26:09.326245,"(21.0, 70.0, 27.5)","(5.0, 9.4, 8.5)","(5.0, 9.6, 8.666666666666666)","(9.0, 19.5, 12.9)","(3.8, 5.9, 5.3875)","(17.0, 46.0, 24.366666666666667)","(3.7, 6.2, 5.26)","(5.5, 10.0, 7.2)"
10-01-2023 12:26:10.634480,"(21.0, 70.0, 27.5)","(5.0, 9.4, 8.5)","(5.0, 9.6, 8.0)","(9.0, 19.5, 12.9)","(3.8, 5.9, 5.3875)","(17.0, 46.0, 24.366666666666667)","(3.7, 6.2, 5.26)","(5.5, 10.0, 7.2)"
10-01-2023 12:26:11.923271,"(21.0, 70.0, 27.5)","(5.0, 9.4, 8.5)","(5.0, 9.6, 8.0)","(9.0, 19.5, 12.9)","(3.8, 5.9, 5.3875)","(17.0, 46.0, 24.366666666666667)","(3.7, 6.2, 5.26)","(5.5, 10.0, 7.2)"
10-01-2023 12:26:13.239225,"(21.0, 70.0, 27.5)","(5.0, 9.4, 8.5)","(5.0, 9.6, 7.88)","(9.0, 19.5, 12.9)","(3.8, 5.9, 5.3875)","(17.0, 46.0, 24.366666666666667)","(3.7, 6.2, 5.26)","(5.5, 10.0, 7.2)"
10-01-2023 12:26:14.482954,"(21.0, 70.0, 27.5)","(5.0, 9.4, 8.5)","(5.0, 9.4, 7.314285714285714)","(9.0, 19.5, 11.95)","(3.8, 5.9, 5.3875)","(17.0, 46.0, 24.366666666666667)","(3.7, 6.2, 5.26)","(5.5, 10.0, 7.2)"
10-01-2023 12:26:15.650223,"(21.0, 70.0, 27.5)","(5.0, 9.4, 8.5)","(5.0, 9.6, 7.314285714285714)","(9.0, 19.0, 11.95)","(3.8, 5.9, 5.3875)","(17.0, 46.0, 24.366666666666667)","(3.7, 6.2, 5.26)","(5.5, 10.0, 7.2)"
10-01-2023 12:26:16.796564,"(21.0, 70.0, 27.5)","(5.0, 9.4, 8.5)","(5.0, 9.6, 7.314285714285714)","(9.0, 19.0, 11.95)","(3.8, 5.9, 5.3875)","(17.0, 46.0, 24.366666666666667)","(3.7, 6.2, 5.26)","(5.5, 10.0, 7.2)"
10-01-2023 12:26:17.969750,"(21.0, 70.0, 27.5)","(5.0, 9.4, 8.5)","(5.0, 9.6, 7.314285714285714)","(9.0, 19.0, 11.95)","(3.8, 5.9, 5.3875)","(17.0, 46.0, 24.366666666666667)","(3.7, 6.2, 5.26)","(5.5, 10.0, 7.2)"
10-01-2023 12:26:19.187640,"(21.0, 70.0, 27.5)","(5.0, 9.4, 8.5)","(5.0, 9.6, 7.314285714285714)","(9.0, 19.0, 11.879999999999999)","(3.8, 5.9, 5.3875)","(17.0, 46.0, 24.366666666666667)","(3.7, 6.2, 5.26)","(5.5, 10.0, 7.2)"
10-01-2023 12:26:20.437669,"(21.0, 70.0, 27.5)","(5.0, 9.4, 8.5)","(5.0, 9.6, 6.8)","(9.0, 21.0, 11.879999999999999)","(3.8, 5.9, 5.3875)","(17.0, 46.0, 24.366666666666667)","(3.7, 6.2, 5.26)","(5.5, 10.0, 7.2)"
10-01-2023 12:26:21.662313,"(21.0, 70.0, 27.5)","(5.0, 9.4, 8.5)","(5.0, 9.6, 8.166666666666666)","(9.0, 21.0, 11.879999999999999)","(3.8, 5.9, 5.3875)","(17.0, 46.0, 24.366666666666667)","(3.7, 6.2, 5.26)","(5.5, 10.0, 7.2)"
10-01-2023 12:26:22.908080,"(21.0, 70.0, 27.5)","(5.0, 9.4, 8.5)","(5.0, 9.6, 8.166666666666666)","(9.0, 21.0, 11.879999999999999)","(3.8, 5.9, 5.3875)","(17.0, 46.0, 24.366666666666667)","(3.7, 6.2, 5.26)","(5.5, 10.0, 7.2)"
10-01-2023 12:26:24.194440,"(21.0, 70.0, 27.5)","(5.0, 9.4, 8.5)","(5.0, 9.6, 8.166666666666666)","(9.0, 21.0, 11.879999999999999)","(3.8, 5.9, 5.3875)","(17.0, 46.0, 24.366666666666667)","(3.7, 6.2, 5.26)","(5.5, 10.0, 7.2)"
10-01-2023 12:26:25.424902,"(21.0, 70.0, 27.5)","(5.0, 9.4, 8.5)","(5.0, 9.6, 8.166666666666666)","(9.0, 21.0, 11.879999999999999)","(3.8, 5.9, 5.3875)","(17.0, 46.0, 24.366666666666667)","(3.7, 6.2, 5.26)","(5.5, 10.0, 7.2)"
10-01-2023 12:26:26.688826,"(21.0, 70.0, 27.5)","(5.0, 9.4, 8.5)","(5.0, 9.6, 8.072727272727272)","(9.0, 21.0, 11.879999999999999)","(3.8, 5.9, 5.3875)","(17.0, 46.0, 24.366666666666667)","(3.7, 6.2, 5.26)","(5.5, 10.0, 7.2)"
10-01-2023 12:26:28.059679,"(21.0, 70.0, 27.5)","(5.0, 9.4, 8.5)","(5.0, 9.6, 7.55)","(9.0, 21.0, 11.879999999999999)","(3.8, 5.9, 5.3875)","(17.0, 46.0, 24.366666666666667)","(3.7, 6.2, 5.26)","(5.5, 10.0, 7.2)"
10-01-2023 12:26:29.527590,"(21.0, 70.0, 27.5)","(5.0, 9.4, 7.2)","(5.0, 9.6, 7.55)","(9.0, 21.0, 11.879999999999999)","(3.8, 5.9, 5.3875)","(17.0, 46.0, 24.366666666666667)","(3.7, 6.2, 5.26)","(5.5, 10.0, 7.2)"
10-01-2023 12:26:30.672474,"(21.0, 70.0, 27.5)","(5.0, 9.4, 7.2)","(5.0, 9.6, 7.55)","(9.0, 21.0, 13.4)","(3.8, 5.9, 4.566666666666666)","(17.0, 46.0, 21.46153846153846)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 7.2)"
10-01-2023 12:26:31.888822,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 7.6)","(9.0, 21.0, 13.4)","(3.8, 5.9, 4.566666666666666)","(17.0, 46.0, 33.66666666666667)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 7.6)"
10-01-2023 12:26:33.082248,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 7.6)","(9.0, 21.0, 13.4)","(3.8, 5.9, 4.566666666666666)","(17.0, 42.0, 22.555555555555557)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:26:34.314884,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.56)","(9.0, 21.0, 13.4)","(3.8, 5.9, 4.566666666666666)","(17.0, 42.0, 22.555555555555557)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 7.266666666666667)"
10-01-2023 12:26:35.583052,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.56)","(9.0, 21.0, 13.4)","(3.8, 5.9, 4.566666666666666)","(17.0, 42.0, 22.555555555555557)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 7.266666666666667)"
10-01-2023 12:26:36.861832,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.56)","(9.0, 21.0, 13.4)","(3.8, 5.9, 4.566666666666666)","(17.0, 42.0, 22.555555555555557)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:26:38.139582,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.56)","(9.0, 21.0, 13.4)","(3.8, 5.9, 4.566666666666666)","(17.0, 42.0, 22.555555555555557)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:26:39.398816,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.56)","(9.0, 21.0, 13.4)","(3.8, 5.9, 4.566666666666666)","(17.0, 42.0, 24.666666666666668)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:26:40.662632,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.56)","(9.0, 21.0, 13.4)","(3.8, 5.9, 4.566666666666666)","(17.0, 40.0, 21.666666666666668)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:26:41.946087,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.56)","(9.0, 21.0, 13.4)","(3.8, 5.9, 4.566666666666666)","(17.0, 38.0, 21.666666666666668)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:26:43.173368,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.56)","(9.0, 21.0, 13.4)","(3.8, 5.9, 4.566666666666666)","(17.0, 38.0, 21.666666666666668)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:26:44.436397,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.56)","(9.0, 21.0, 13.4)","(3.8, 5.9, 4.566666666666666)","(17.0, 38.0, 21.666666666666668)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:26:45.637569,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.56)","(9.0, 21.0, 13.4)","(3.8, 5.9, 4.566666666666666)","(17.0, 38.0, 21.666666666666668)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:26:46.846919,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.56)","(9.0, 21.0, 12.7)","(3.8, 5.9, 4.566666666666666)","(17.0, 38.0, 31.0)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:26:48.106734,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.56)","(9.0, 22.0, 12.7)","(3.8, 5.9, 4.566666666666666)","(17.0, 38.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:26:49.327617,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.56)","(9.0, 22.0, 12.7)","(3.8, 5.9, 4.566666666666666)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:26:50.646799,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.56)","(9.0, 22.0, 12.7)","(3.8, 5.9, 4.566666666666666)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:26:51.959168,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 8.428571428571427)","(9.0, 22.0, 12.7)","(3.8, 5.9, 4.566666666666666)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:26:53.266247,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.3999999999999995)","(9.0, 22.0, 12.7)","(3.8, 5.9, 4.566666666666666)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:26:54.546995,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.3999999999999995)","(9.0, 22.0, 12.7)","(3.8, 5.9, 4.566666666666666)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:26:55.836373,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.3999999999999995)","(9.0, 22.0, 12.7)","(3.8, 5.9, 4.566666666666666)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:26:57.154967,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.3999999999999995)","(9.0, 22.0, 12.7)","(3.8, 5.9, 4.566666666666666)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:26:58.393025,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.3999999999999995)","(9.0, 22.0, 12.7)","(3.8, 5.9, 4.566666666666666)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:26:59.654915,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.3999999999999995)","(9.0, 22.0, 12.7)","(3.8, 5.9, 4.566666666666666)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:00.843277,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 8.266666666666666)","(9.0, 22.0, 12.7)","(3.8, 5.9, 4.9)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:02.044464,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 7.485714285714286)","(9.0, 22.0, 12.7)","(3.8, 5.9, 4.9)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:03.201213,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.72)","(9.0, 22.0, 12.7)","(3.8, 5.9, 4.9)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:04.451331,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.72)","(9.0, 22.0, 12.7)","(3.8, 5.9, 4.9)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:05.685537,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.72)","(9.0, 22.0, 12.7)","(3.8, 5.9, 4.9)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:07.040000,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.72)","(9.0, 22.0, 12.7)","(3.8, 5.9, 4.9)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:08.391057,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.72)","(9.0, 22.0, 12.7)","(3.8, 5.9, 4.9)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:09.706198,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.72)","(9.0, 22.0, 12.7)","(3.8, 5.9, 4.9)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:11.038080,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.72)","(9.0, 22.0, 12.7)","(3.8, 5.9, 4.9)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:12.380870,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.72)","(9.0, 22.0, 12.7)","(3.8, 5.9, 4.9)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:13.911033,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.72)","(9.0, 22.0, 12.7)","(3.8, 5.9, 4.9)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:15.283435,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 6.72)","(9.0, 22.0, 12.7)","(3.8, 5.9, 4.9)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:16.563795,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 8.363636363636363)","(9.0, 22.0, 12.7)","(3.8, 5.9, 4.9)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:17.758302,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 7.04)","(9.0, 22.0, 12.7)","(3.8, 5.9, 4.9)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:18.937956,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 7.04)","(9.0, 22.0, 12.7)","(3.8, 5.9, 4.9)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:20.190448,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 7.04)","(9.0, 22.0, 12.7)","(3.8, 5.9, 4.9)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:21.515812,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 7.04)","(9.0, 22.0, 14.68)","(3.8, 5.9, 4.9)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:22.846002,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 7.04)","(9.0, 22.0, 13.0)","(3.8, 5.9, 4.9)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:24.095363,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 7.04)","(9.0, 22.0, 13.0)","(3.8, 5.9, 4.9)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:25.375744,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 7.04)","(9.0, 22.0, 13.0)","(3.8, 5.9, 4.9)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:26.617334,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 7.04)","(9.0, 22.0, 13.0)","(3.8, 5.9, 4.9)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:27.841041,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 7.04)","(9.0, 22.0, 13.0)","(3.8, 5.9, 4.9)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:29.086401,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 7.04)","(9.0, 22.0, 13.0)","(3.8, 5.9, 4.9)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:30.350630,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 7.04)","(9.0, 22.0, 13.0)","(3.8, 5.9, 4.9)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:31.642111,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 7.04)","(9.0, 22.0, 13.0)","(3.8, 5.9, 4.9)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.677777777777778)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:32.980917,"(21.0, 70.0, 33.57142857142857)","(5.0, 9.4, 7.2)","(5.0, 9.6, 8.85)","(9.0, 22.0, 15.454545454545453)","(3.8, 5.9, 4.4)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.9526315789473685)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:34.301920,"(21.0, 70.0, 41.66666666666667)","(5.0, 9.4, 7.2)","(5.0, 9.6, 8.114285714285714)","(9.0, 22.0, 12.571428571428571)","(3.8, 5.9, 4.9)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.9526315789473685)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:35.623867,"(21.0, 70.0, 48.75)","(5.0, 9.4, 7.2)","(5.0, 9.6, 7.68)","(9.0, 22.0, 15.4)","(3.8, 5.9, 4.1)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.9526315789473685)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:37.027049,"(21.0, 70.0, 48.75)","(5.0, 9.4, 7.2)","(5.0, 9.6, 7.68)","(9.0, 22.0, 15.4)","(3.8, 5.9, 4.1)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.9526315789473685)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:38.435102,"(21.0, 70.0, 48.75)","(5.0, 9.4, 7.2)","(5.0, 9.6, 7.68)","(9.0, 22.0, 15.4)","(3.8, 5.9, 4.1)","(17.0, 46.0, 25.285714285714285)","(3.7, 6.2, 5.9526315789473685)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:39.852316,"(21.0, 70.0, 48.75)","(5.0, 9.4, 7.2)","(5.0, 9.6, 7.68)","(9.0, 22.0, 15.4)","(3.8, 5.9, 4.1)","(17.0, 46.0, 22.25)","(3.7, 6.2, 5.9526315789473685)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:41.442417,"(21.0, 70.0, 41.66666666666667)","(5.0, 9.4, 7.2)","(5.0, 9.6, 7.68)","(9.0, 22.0, 15.4)","(3.8, 5.9, 4.1)","(17.0, 46.0, 22.25)","(3.7, 6.2, 5.9526315789473685)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:42.924136,"(21.0, 70.0, 41.66666666666667)","(5.0, 9.4, 7.2)","(5.0, 9.6, 7.68)","(9.0, 22.0, 15.4)","(3.8, 5.9, 4.1)","(17.0, 46.0, 22.25)","(3.7, 6.2, 5.9526315789473685)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:44.089632,"(21.0, 70.0, 41.66666666666667)","(5.0, 9.4, 7.2)","(5.0, 9.6, 7.68)","(9.0, 22.0, 15.4)","(3.8, 5.9, 4.1)","(17.0, 46.0, 22.25)","(3.7, 6.2, 5.9526315789473685)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:45.399628,"(21.0, 70.0, 41.66666666666667)","(5.0, 9.4, 7.2)","(5.0, 9.6, 7.68)","(9.0, 22.0, 15.4)","(3.8, 5.9, 4.1)","(17.0, 46.0, 22.25)","(3.7, 6.2, 5.9526315789473685)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:46.673485,"(21.0, 70.0, 41.66666666666667)","(5.0, 9.4, 7.2)","(5.0, 9.6, 7.68)","(9.0, 22.0, 15.4)","(3.8, 5.9, 4.1)","(17.0, 46.0, 22.25)","(3.7, 6.2, 5.9526315789473685)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:47.984405,"(21.0, 70.0, 41.66666666666667)","(5.0, 9.4, 7.2)","(5.0, 9.6, 8.8)","(9.0, 22.0, 15.4)","(3.8, 5.9, 4.1)","(17.0, 46.0, 22.25)","(3.7, 6.2, 5.9526315789473685)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:49.287887,"(21.0, 70.0, 41.66666666666667)","(5.0, 9.4, 7.2)","(5.0, 9.6, 8.8)","(9.0, 22.0, 15.4)","(3.8, 5.9, 4.1)","(17.0, 46.0, 22.25)","(3.7, 6.2, 5.9526315789473685)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:50.592898,"(21.0, 70.0, 41.66666666666667)","(5.0, 9.4, 7.2)","(5.0, 9.6, 8.266666666666666)","(9.0, 22.0, 15.4)","(3.8, 5.9, 4.1)","(17.0, 46.0, 22.25)","(3.7, 6.2, 5.9526315789473685)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:52.118301,"(21.0, 70.0, 41.66666666666667)","(5.0, 9.4, 7.2)","(5.0, 9.6, 8.266666666666666)","(9.0, 22.0, 15.4)","(3.8, 5.9, 4.1)","(17.0, 46.0, 22.25)","(3.7, 6.2, 5.9526315789473685)","(5.5, 10.0, 6.8)"
10-01-2023 12:27:53.639072,"(21.0, 70.0, 41.66666666666667)","(5.0, 9.4, 7.2)","(5.0, 9.6, 8.266666666666666)","(9.0, 22.0, 15.4)","(3.8, 5.9, 4.1)","(17.0, 46.0, 22.25)","(3.7, 6.2, 5.9526315789473685)","(5.5, 10.0, 6.8)"
