,Devon Lass,Hurricane Max,Wagner Bale,Indigo Indy,Hurricane Miami,My Dilemma,California Blond,Captain Cruiser
10,"[datetime.datetime(2022, 11, 28, 14, 48, 39, 24808), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 48, 39, 24808), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 48, 39, 24808), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 48, 39, 25812), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 48, 39, 25812), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 48, 39, 25812), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 48, 39, 25812), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 48, 39, 25812), 5.5, 8.8]"
11,"[datetime.datetime(2022, 11, 28, 14, 48, 40, 149899), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 48, 40, 149899), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 48, 40, 149899), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 48, 40, 149899), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 48, 40, 149899), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 48, 40, 149899), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 48, 40, 149899), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 48, 40, 149899), 5.5, 8.8]"
12,"[datetime.datetime(2022, 11, 28, 14, 48, 41, 282866), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 48, 41, 282866), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 48, 41, 282866), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 48, 41, 282866), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 48, 41, 282866), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 48, 41, 282866), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 48, 41, 282866), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 48, 41, 282866), 5.5, 8.8]"
13,"[datetime.datetime(2022, 11, 28, 14, 48, 42, 405718), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 48, 42, 405718), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 48, 42, 405718), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 48, 42, 405718), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 48, 42, 405718), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 48, 42, 405718), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 48, 42, 405718), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 48, 42, 405718), 5.5, 8.8]"
14,"[datetime.datetime(2022, 11, 28, 14, 48, 43, 537646), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 48, 43, 537646), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 48, 43, 537646), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 48, 43, 537646), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 48, 43, 537646), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 48, 43, 537646), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 48, 43, 537646), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 48, 43, 537646), 5.5, 8.8]"
15,"[datetime.datetime(2022, 11, 28, 14, 48, 44, 662323), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 48, 44, 662323), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 48, 44, 662323), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 48, 44, 662323), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 48, 44, 662323), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 48, 44, 662323), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 48, 44, 662323), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 48, 44, 662323), 5.5, 8.8]"
16,"[datetime.datetime(2022, 11, 28, 14, 48, 45, 805082), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 48, 45, 805082), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 48, 45, 805082), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 48, 45, 805082), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 48, 45, 805082), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 48, 45, 805082), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 48, 45, 805082), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 48, 45, 805082), 5.5, 8.8]"
17,"[datetime.datetime(2022, 11, 28, 14, 48, 46, 961636), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 48, 46, 961636), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 48, 46, 961636), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 48, 46, 961636), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 48, 46, 961636), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 48, 46, 961636), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 48, 46, 961636), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 48, 46, 961636), 5.5, 8.8]"
18,"[datetime.datetime(2022, 11, 28, 14, 48, 48, 100517), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 48, 48, 100517), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 48, 48, 100517), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 48, 48, 100517), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 48, 48, 100517), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 48, 48, 100517), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 48, 48, 100517), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 48, 48, 100517), 5.5, 8.8]"
19,"[datetime.datetime(2022, 11, 28, 14, 48, 49, 245512), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 48, 49, 245512), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 48, 49, 245512), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 48, 49, 245512), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 48, 49, 245512), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 48, 49, 245512), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 48, 49, 245512), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 48, 49, 245512), 5.5, 8.8]"
20,"[datetime.datetime(2022, 11, 28, 14, 48, 50, 375601), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 48, 50, 375601), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 48, 50, 375601), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 48, 50, 375601), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 48, 50, 375601), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 48, 50, 375601), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 48, 50, 375601), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 48, 50, 375601), 5.5, 8.8]"
21,"[datetime.datetime(2022, 11, 28, 14, 48, 51, 509439), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 48, 51, 509439), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 48, 51, 509439), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 48, 51, 509439), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 48, 51, 509439), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 48, 51, 509439), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 48, 51, 509439), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 48, 51, 509439), 5.5, 8.8]"
22,"[datetime.datetime(2022, 11, 28, 14, 48, 52, 635184), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 48, 52, 635184), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 48, 52, 635184), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 48, 52, 635184), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 48, 52, 635184), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 48, 52, 635184), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 48, 52, 635184), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 48, 52, 635184), 5.5, 8.8]"
23,"[datetime.datetime(2022, 11, 28, 14, 48, 53, 766913), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 48, 53, 766913), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 48, 53, 766913), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 48, 53, 766913), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 48, 53, 766913), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 48, 53, 766913), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 48, 53, 766913), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 48, 53, 766913), 5.5, 8.8]"
24,"[datetime.datetime(2022, 11, 28, 14, 48, 54, 891282), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 48, 54, 891282), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 48, 54, 891282), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 48, 54, 891282), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 48, 54, 891282), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 48, 54, 891282), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 48, 54, 891282), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 48, 54, 891282), 5.5, 8.8]"
25,"[datetime.datetime(2022, 11, 28, 14, 48, 56, 18523), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 48, 56, 18523), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 48, 56, 18523), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 48, 56, 18523), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 48, 56, 18523), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 48, 56, 18523), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 48, 56, 18523), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 48, 56, 18523), 5.5, 8.8]"
26,"[datetime.datetime(2022, 11, 28, 14, 48, 57, 150806), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 48, 57, 150806), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 48, 57, 150806), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 48, 57, 150806), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 48, 57, 150806), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 48, 57, 150806), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 48, 57, 150806), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 48, 57, 150806), 5.5, 8.8]"
27,"[datetime.datetime(2022, 11, 28, 14, 48, 58, 283156), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 48, 58, 283156), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 48, 58, 283156), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 48, 58, 283156), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 48, 58, 283156), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 48, 58, 283156), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 48, 58, 283156), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 48, 58, 283156), 5.5, 8.8]"
28,"[datetime.datetime(2022, 11, 28, 14, 48, 59, 416264), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 48, 59, 416264), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 48, 59, 416264), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 48, 59, 416264), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 48, 59, 416264), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 48, 59, 416264), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 48, 59, 416264), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 48, 59, 416264), 5.5, 8.8]"
29,"[datetime.datetime(2022, 11, 28, 14, 49, 0, 541167), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 49, 0, 541167), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 49, 0, 541167), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 49, 0, 541167), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 49, 0, 541167), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 49, 0, 541167), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 49, 0, 541167), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 49, 0, 541167), 5.5, 8.8]"
30,"[datetime.datetime(2022, 11, 28, 14, 49, 1, 670280), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 49, 1, 670280), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 49, 1, 670280), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 49, 1, 670280), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 49, 1, 670280), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 49, 1, 670280), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 49, 1, 670280), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 49, 1, 670280), 5.5, 8.8]"
31,"[datetime.datetime(2022, 11, 28, 14, 49, 2, 796256), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 49, 2, 796256), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 49, 2, 796256), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 49, 2, 796256), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 49, 2, 796256), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 49, 2, 796256), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 49, 2, 796256), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 49, 2, 796256), 5.5, 8.8]"
32,"[datetime.datetime(2022, 11, 28, 14, 49, 3, 926231), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 49, 3, 926231), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 49, 3, 926231), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 49, 3, 926231), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 49, 3, 926231), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 49, 3, 926231), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 49, 3, 926231), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 49, 3, 926231), 5.5, 8.8]"
33,"[datetime.datetime(2022, 11, 28, 14, 49, 5, 50566), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 49, 5, 50566), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 49, 5, 50566), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 49, 5, 50566), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 49, 5, 50566), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 49, 5, 50566), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 49, 5, 50566), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 49, 5, 50566), 5.5, 8.8]"
34,"[datetime.datetime(2022, 11, 28, 14, 49, 6, 179571), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 49, 6, 179571), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 49, 6, 179571), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 49, 6, 179571), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 49, 6, 179571), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 49, 6, 179571), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 49, 6, 179571), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 49, 6, 179571), 5.5, 8.8]"
35,"[datetime.datetime(2022, 11, 28, 14, 49, 7, 307576), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 49, 7, 307576), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 49, 7, 307576), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 49, 7, 307576), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 49, 7, 307576), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 49, 7, 307576), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 49, 7, 307576), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 49, 7, 307576), 5.5, 8.8]"
36,"[datetime.datetime(2022, 11, 28, 14, 49, 8, 436260), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 49, 8, 436260), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 49, 8, 436260), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 49, 8, 436260), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 49, 8, 436260), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 49, 8, 436260), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 49, 8, 436260), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 49, 8, 436260), 5.5, 8.8]"
37,"[datetime.datetime(2022, 11, 28, 14, 49, 9, 568786), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 49, 9, 568786), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 49, 9, 568786), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 49, 9, 568786), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 49, 9, 568786), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 49, 9, 568786), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 49, 9, 568786), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 49, 9, 568786), 5.5, 8.8]"
38,"[datetime.datetime(2022, 11, 28, 14, 49, 10, 696654), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 49, 10, 696654), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 49, 10, 696654), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 49, 10, 696654), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 49, 10, 696654), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 49, 10, 696654), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 49, 10, 696654), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 49, 10, 696654), 5.5, 8.8]"
39,"[datetime.datetime(2022, 11, 28, 14, 49, 11, 825117), 3.4, 5.5]","[datetime.datetime(2022, 11, 28, 14, 49, 11, 825117), 3.7, 3.9]","[datetime.datetime(2022, 11, 28, 14, 49, 11, 825117), 4.6, 8.2]","[datetime.datetime(2022, 11, 28, 14, 49, 11, 825117), 31.0, 330.0]","[datetime.datetime(2022, 11, 28, 14, 49, 11, 825117), 31.0, 120.0]","[datetime.datetime(2022, 11, 28, 14, 49, 11, 825117), 31.0, 130.0]","[datetime.datetime(2022, 11, 28, 14, 49, 11, 825117), 3.9, 6.8]","[datetime.datetime(2022, 11, 28, 14, 49, 11, 825117), 5.5, 8.8]"
