,Collays Spirit,My Snow Queen,Paperclip,Bandit,Chilliwack,Gulf Of Saros,He Knows,Tranquil Bay,Neds Gully,Sacca,Michigan,Cracking Thunder
08-01-2023 15:38:42.132012,"(12.0, 19.5, 18.666666666666668)","(15.0, 25.0, 17.083333333333332)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 21.5)","(11.0, 17.0, 15.0)","(31.0, 180.0, 136.66666666666669)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.810714285714286)","(4.4, 5.9, 5.54)","(7.5, 9.0, 8.6)","(41.0, 210.0, 66.0)"
08-01-2023 15:38:43.452808,"(12.0, 19.5, 18.666666666666668)","(15.0, 25.0, 17.083333333333332)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 21.5)","(11.0, 17.0, 15.0)","(31.0, 180.0, 136.66666666666669)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.810714285714286)","(4.4, 5.9, 5.54)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:38:44.795114,"(12.0, 19.5, 18.666666666666668)","(15.0, 25.0, 17.083333333333332)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 21.5)","(11.0, 17.0, 15.0)","(31.0, 180.0, 136.66666666666669)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.810714285714286)","(4.4, 5.9, 5.54)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:38:46.082905,"(12.0, 19.5, 18.666666666666668)","(15.0, 25.0, 17.083333333333332)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 17.0)","(11.0, 17.0, 15.0)","(31.0, 180.0, 136.66666666666669)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.810714285714286)","(4.4, 5.9, 5.54)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:38:47.399413,"(12.0, 19.5, 17.833333333333332)","(15.0, 25.0, 17.083333333333332)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 17.0)","(11.0, 17.0, 15.0)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.810714285714286)","(4.4, 5.9, 5.54)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:38:48.689740,"(12.0, 19.5, 17.833333333333332)","(15.0, 25.0, 17.083333333333332)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 17.0)","(11.0, 17.0, 15.0)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.810714285714286)","(4.4, 5.9, 5.54)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:38:49.983803,"(12.0, 19.5, 18.666666666666668)","(15.0, 25.0, 17.083333333333332)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 17.0)","(11.0, 17.0, 15.0)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.810714285714286)","(4.4, 5.9, 5.54)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:38:51.291834,"(12.0, 19.5, 18.666666666666668)","(15.0, 25.0, 17.083333333333332)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 17.0)","(11.0, 17.0, 15.0)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.810714285714286)","(4.4, 5.9, 5.54)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:38:52.576213,"(12.0, 19.5, 18.666666666666668)","(15.0, 25.0, 17.083333333333332)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 17.0)","(11.0, 17.0, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.768421052631579)","(4.4, 5.9, 5.54)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:38:53.853921,"(12.0, 19.5, 18.666666666666668)","(15.0, 25.0, 17.083333333333332)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 17.0)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.768421052631579)","(4.4, 5.9, 5.54)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:38:55.307301,"(12.0, 19.5, 18.666666666666668)","(15.0, 25.0, 17.083333333333332)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 17.0)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.768421052631579)","(4.4, 5.9, 5.54)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:38:56.587394,"(12.0, 19.5, 18.666666666666668)","(15.0, 25.0, 17.083333333333332)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 17.0)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.768421052631579)","(4.4, 5.9, 5.54)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:38:57.854208,"(12.0, 19.5, 18.666666666666668)","(15.0, 25.0, 19.0625)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 17.0)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.768421052631579)","(4.4, 5.9, 5.54)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:38:59.120900,"(12.0, 19.5, 17.5)","(15.0, 25.0, 19.0625)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 21.230769230769234)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.483333333333333)","(4.4, 5.9, 5.54)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:00.467399,"(12.0, 19.5, 17.5)","(15.0, 25.0, 19.0625)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 21.230769230769234)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.483333333333333)","(4.4, 5.9, 5.54)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:01.764641,"(12.0, 19.0, 16.5)","(15.0, 25.0, 19.0625)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 21.230769230769234)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.483333333333333)","(4.4, 5.9, 5.54)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:03.036953,"(12.0, 18.0, 16.9)","(15.0, 25.0, 19.0625)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 21.230769230769234)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.483333333333333)","(4.4, 5.9, 5.54)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:04.284169,"(12.0, 17.5, 16.375)","(15.0, 25.0, 19.0625)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 21.230769230769234)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.483333333333333)","(4.4, 5.9, 5.54)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:05.585496,"(12.0, 17.5, 16.375)","(15.0, 25.0, 19.0625)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 21.230769230769234)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.483333333333333)","(4.4, 5.9, 5.54)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:06.914730,"(12.0, 17.5, 16.375)","(15.0, 25.0, 19.0625)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 21.230769230769234)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.483333333333333)","(4.4, 5.9, 5.54)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:08.178401,"(12.0, 17.5, 16.375)","(15.0, 25.0, 19.0625)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 21.230769230769234)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.765384615384615)","(4.4, 5.9, 5.54)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:09.450000,"(12.0, 17.5, 16.375)","(15.0, 25.0, 19.0625)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 21.285714285714285)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.765384615384615)","(4.4, 5.9, 5.54)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:10.752894,"(12.0, 17.5, 16.375)","(15.0, 25.0, 19.0625)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 21.285714285714285)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.834782608695653)","(4.4, 5.9, 5.54)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:12.110332,"(12.0, 17.5, 16.375)","(15.0, 25.0, 19.0625)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 21.285714285714285)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.834782608695653)","(4.4, 5.9, 5.54)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:13.385629,"(12.0, 17.5, 16.375)","(15.0, 25.0, 19.0625)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 21.285714285714285)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.834782608695653)","(4.4, 5.9, 5.54)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:14.687027,"(12.0, 17.5, 16.071428571428573)","(15.0, 25.0, 19.0625)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 19.625)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.834782608695653)","(4.4, 5.9, 5.54)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:15.991550,"(12.0, 17.5, 16.071428571428573)","(15.0, 25.0, 21.346153846153847)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 19.625)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.834782608695653)","(4.4, 5.9, 5.345454545454546)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:17.342387,"(12.0, 17.5, 16.071428571428573)","(15.0, 25.0, 21.346153846153847)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 21.049999999999997)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.834782608695653)","(4.4, 5.8, 5.345454545454546)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:18.646730,"(12.0, 17.0, 16.25)","(15.0, 25.0, 21.346153846153847)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 21.049999999999997)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.834782608695653)","(4.4, 5.8, 5.345454545454546)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:19.914790,"(12.0, 17.0, 16.25)","(15.0, 25.0, 21.346153846153847)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 21.049999999999997)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.834782608695653)","(4.4, 5.8, 5.345454545454546)","(7.5, 9.0, 8.5)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:21.262767,"(12.0, 17.0, 16.804347826086957)","(15.0, 25.0, 21.346153846153847)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 21.25)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.848275862068966)","(4.4, 5.8, 5.345454545454546)","(7.5, 9.0, 8.090909090909092)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:22.563414,"(12.0, 17.0, 16.87142857142857)","(15.0, 25.0, 22.84090909090909)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 21.25)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.848275862068966)","(4.4, 5.8, 5.345454545454546)","(7.5, 9.0, 8.090909090909092)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:23.836094,"(12.0, 17.0, 16.75)","(15.0, 25.0, 20.0)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 21.25)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.848275862068966)","(4.4, 5.8, 5.345454545454546)","(7.5, 9.0, 8.090909090909092)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:25.102832,"(12.0, 16.5, 16.27777777777778)","(15.0, 25.0, 20.0)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 21.25)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.848275862068966)","(4.4, 5.8, 5.345454545454546)","(7.5, 9.0, 8.333333333333332)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:26.384091,"(12.0, 16.5, 16.27777777777778)","(15.0, 25.0, 20.0)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 21.25)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.848275862068966)","(4.4, 5.8, 5.345454545454546)","(7.5, 9.0, 8.333333333333332)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:27.745774,"(12.0, 16.5, 15.5)","(15.0, 25.0, 20.0)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 21.25)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.848275862068966)","(4.4, 5.8, 5.345454545454546)","(7.5, 9.0, 8.333333333333332)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:29.037202,"(12.0, 16.5, 16.25)","(15.0, 25.0, 21.25)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 20.3)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.723529411764706)","(4.4, 5.8, 5.42962962962963)","(7.5, 9.0, 8.333333333333332)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:30.341222,"(12.0, 16.5, 16.195652173913043)","(15.0, 25.0, 21.25)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 18.0)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.742105263157895)","(4.4, 5.8, 5.42962962962963)","(7.5, 9.0, 8.371428571428572)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:31.633532,"(12.0, 16.5, 16.195652173913043)","(15.0, 25.0, 21.25)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 18.0)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.742105263157895)","(4.4, 5.8, 5.42962962962963)","(7.5, 8.8, 8.371428571428572)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:32.975949,"(12.0, 17.0, 16.81818181818182)","(15.0, 25.0, 21.25)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 20.0)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.742105263157895)","(4.4, 5.8, 5.42962962962963)","(7.5, 8.8, 8.371428571428572)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:34.281229,"(12.0, 17.0, 16.81818181818182)","(15.0, 25.0, 21.25)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 20.0)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.742105263157895)","(4.4, 5.8, 5.42962962962963)","(7.5, 8.8, 8.371428571428572)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:35.514500,"(12.0, 17.0, 16.81818181818182)","(15.0, 25.0, 21.25)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 20.0)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.742105263157895)","(4.4, 5.8, 5.42962962962963)","(7.5, 8.8, 8.371428571428572)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:36.827971,"(12.0, 18.0, 17.03846153846154)","(15.0, 25.0, 21.25)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 20.0)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.0874999999999995)","(4.2, 5.9, 5.742105263157895)","(4.4, 5.8, 5.42962962962963)","(7.5, 8.8, 8.371428571428572)","(41.0, 210.0, 66.0)"
08-01-2023 15:39:38.120929,"(12.0, 18.0, 16.620689655172413)","(15.0, 25.0, 21.25)","(10.0, 13.0, 12.142857142857142)","(91.0, 220.0, 162.14285714285714)","(12.0, 22.0, 20.0)","(11.0, 16.5, 15.428571428571429)","(31.0, 180.0, 117.5)","(5.0, 5.1, 5.1647058823529415)","(4.2, 5.9, 5.742105263157895)","(4.4, 5.8, 5.42962962962963)","(7.5, 8.8, 8.666666666666666)","(41.0, 210.0, 66.0)"
