,Loco Tonto,Indy Korie,Orson Thunder,Wheelin In,Kepler Bale,Watch The Clock,My Boy Charlott,Kinson Bale
10-01-2023 16:42:51.611381,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.4, 8.028571428571428)","(4.8, 14.0, 13.1)","(14.0, 29.0, 25.869565217391305)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.464285714285714)","(7.5, 14.5, 13.583333333333334)","(2.25, 2.32, 2.2866666666666666)"
10-01-2023 16:42:53.028443,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.4, 8.028571428571428)","(4.8, 14.0, 13.1)","(14.0, 29.0, 25.869565217391305)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.464285714285714)","(7.5, 14.5, 13.583333333333334)","(2.25, 2.32, 2.2866666666666666)"
10-01-2023 16:42:54.187551,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.4, 8.028571428571428)","(4.8, 14.0, 13.1)","(14.0, 29.0, 25.869565217391305)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.464285714285714)","(7.5, 14.5, 13.583333333333334)","(2.25, 2.32, 2.2866666666666666)"
10-01-2023 16:42:55.514419,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.4, 8.028571428571428)","(4.8, 14.0, 13.1)","(14.0, 29.0, 25.869565217391305)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.464285714285714)","(7.5, 14.5, 13.583333333333334)","(2.25, 2.32, 2.304)"
10-01-2023 16:42:56.668095,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.4, 8.028571428571428)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 25.869565217391305)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.464285714285714)","(7.5, 14.5, 13.583333333333334)","(2.25, 2.32, 2.2866666666666666)"
10-01-2023 16:42:57.806506,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.4, 8.028571428571428)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 25.869565217391305)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.464285714285714)","(7.5, 14.5, 13.583333333333334)","(2.25, 2.32, 2.2866666666666666)"
10-01-2023 16:42:58.973723,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.4, 8.028571428571428)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 25.869565217391305)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.464285714285714)","(7.5, 14.5, 13.583333333333334)","(2.25, 2.32, 2.3057142857142856)"
10-01-2023 16:43:00.138935,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.4, 8.028571428571428)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 25.869565217391305)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.464285714285714)","(7.5, 14.5, 13.583333333333334)","(2.25, 2.32, 2.2485714285714287)"
10-01-2023 16:43:01.225741,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.4, 8.01)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 25.869565217391305)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.464285714285714)","(7.5, 14.5, 13.8)","(2.25, 2.32, 2.2485714285714287)"
10-01-2023 16:43:02.434736,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.4, 8.01)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 25.869565217391305)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.464285714285714)","(7.5, 14.5, 13.8)","(2.25, 2.32, 2.2485714285714287)"
10-01-2023 16:43:03.613021,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.4, 8.01)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 25.869565217391305)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.464285714285714)","(7.5, 14.5, 13.8)","(2.25, 2.32, 2.2485714285714287)"
10-01-2023 16:43:04.799921,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.4, 8.01)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 25.869565217391305)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.464285714285714)","(7.5, 14.5, 13.944444444444445)","(2.25, 2.32, 2.2485714285714287)"
10-01-2023 16:43:05.993514,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.4, 8.00909090909091)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 25.869565217391305)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.464285714285714)","(7.5, 14.5, 13.738095238095237)","(2.25, 2.32, 2.2485714285714287)"
10-01-2023 16:43:07.273833,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.4, 8.00909090909091)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 25.869565217391305)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.464285714285714)","(7.5, 14.5, 13.738095238095237)","(2.25, 2.32, 2.2485714285714287)"
10-01-2023 16:43:08.516075,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.4, 8.00909090909091)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 25.869565217391305)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 13.944444444444445)","(2.25, 2.32, 2.2485714285714287)"
10-01-2023 16:43:09.647593,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.4, 8.01)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 25.869565217391305)","(6.5, 7.6, 7.2444444444444445)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 13.944444444444445)","(2.25, 2.32, 2.2485714285714287)"
10-01-2023 16:43:10.796636,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.4, 8.01)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 25.869565217391305)","(6.5, 7.6, 7.263157894736842)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 13.944444444444445)","(2.25, 2.32, 2.2485714285714287)"
10-01-2023 16:43:11.965962,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.4, 8.00909090909091)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 25.869565217391305)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 14.0)","(2.25, 2.32, 2.26)"
10-01-2023 16:43:13.148313,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.4, 8.01)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 25.869565217391305)","(6.5, 7.6, 6.96)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 14.065217391304348)","(2.25, 2.32, 2.26)"
10-01-2023 16:43:14.245930,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.4, 8.01)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 25.869565217391305)","(6.5, 7.6, 6.96)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 14.065217391304348)","(2.25, 2.32, 2.26)"
10-01-2023 16:43:15.330651,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.4, 7.619999999999999)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 25.869565217391305)","(6.5, 7.6, 6.96)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 14.065217391304348)","(2.25, 2.32, 2.26)"
10-01-2023 16:43:16.417455,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.4, 7.619999999999999)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 25.869565217391305)","(6.5, 7.6, 6.96)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 14.065217391304348)","(2.25, 2.32, 2.26)"
10-01-2023 16:43:17.514680,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.4, 7.619999999999999)","(4.8, 14.0, 13.1)","(14.0, 29.0, 24.076923076923077)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 13.884615384615385)","(2.25, 2.32, 2.26)"
10-01-2023 16:43:18.655080,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.4, 7.618181818181818)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 25.8)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 13.884615384615385)","(2.25, 2.32, 2.26)"
10-01-2023 16:43:19.767760,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.4, 7.618181818181818)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 25.8)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 13.884615384615385)","(2.25, 2.32, 2.26)"
10-01-2023 16:43:20.828724,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.4, 7.618181818181818)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 25.8)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 13.884615384615385)","(2.25, 2.32, 2.26)"
10-01-2023 16:43:21.876385,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.4, 7.618181818181818)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 23.90909090909091)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 13.94)","(2.25, 2.32, 2.26)"
10-01-2023 16:43:22.912378,"(21.0, 29.0, 26.22222222222222)","(7.5, 8.2, 8.076923076923077)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 23.90909090909091)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 13.94)","(2.25, 2.32, 2.26)"
10-01-2023 16:43:24.001931,"(21.0, 29.0, 26.916666666666668)","(7.5, 8.2, 7.704761904761905)","(4.8, 14.0, 13.1)","(14.0, 29.0, 25.0)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 13.94)","(2.25, 2.32, 2.26)"
10-01-2023 16:43:25.133127,"(21.0, 29.0, 26.916666666666668)","(7.5, 8.2, 7.656)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 25.666666666666668)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 13.94)","(2.25, 2.32, 2.26)"
10-01-2023 16:43:26.281679,"(21.0, 29.0, 26.916666666666668)","(7.5, 8.2, 7.656)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 25.666666666666668)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 13.94)","(2.25, 2.32, 2.26)"
10-01-2023 16:43:27.634127,"(21.0, 29.0, 26.916666666666668)","(7.5, 8.2, 7.656)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 26.727272727272727)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 13.94)","(2.25, 2.32, 2.26)"
10-01-2023 16:43:28.738167,"(21.0, 29.0, 26.916666666666668)","(7.5, 8.2, 7.656)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 26.727272727272727)","(6.5, 7.6, 6.96)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 13.94)","(2.25, 2.32, 2.26)"
10-01-2023 16:43:30.220363,"(21.0, 29.0, 26.727272727272727)","(7.5, 8.2, 7.656)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 28.0)","(6.5, 7.6, 6.96)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 13.94)","(2.25, 2.32, 2.26)"
10-01-2023 16:43:31.418691,"(21.0, 29.0, 26.727272727272727)","(7.5, 8.2, 7.656)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 28.0)","(6.5, 7.6, 6.96)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 13.884615384615385)","(2.25, 2.32, 2.26)"
10-01-2023 16:43:32.572815,"(21.0, 29.0, 26.727272727272727)","(7.5, 8.2, 7.656)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 28.0)","(6.5, 7.6, 6.96)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 13.884615384615385)","(2.25, 2.32, 2.2422222222222223)"
10-01-2023 16:43:33.634634,"(21.0, 29.0, 26.727272727272727)","(7.5, 8.2, 7.656)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 28.0)","(6.5, 7.6, 6.96)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 13.884615384615385)","(2.25, 2.32, 2.2485714285714287)"
10-01-2023 16:43:34.717615,"(21.0, 29.0, 26.727272727272727)","(7.5, 8.2, 7.656)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 28.0)","(6.5, 7.6, 6.96)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 13.884615384615385)","(2.25, 2.32, 2.2485714285714287)"
10-01-2023 16:43:36.024051,"(21.0, 29.0, 26.727272727272727)","(7.5, 8.2, 7.656)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 28.0)","(6.5, 7.6, 6.96)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 13.884615384615385)","(2.25, 2.32, 2.2485714285714287)"
10-01-2023 16:43:37.119366,"(21.0, 29.0, 26.727272727272727)","(7.5, 8.2, 7.656)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 28.0)","(6.5, 7.6, 6.96)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 13.884615384615385)","(2.25, 2.32, 2.2485714285714287)"
10-01-2023 16:43:38.232667,"(21.0, 29.0, 26.727272727272727)","(7.5, 8.2, 7.581818181818182)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 28.0)","(6.5, 7.6, 6.96)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 13.884615384615385)","(2.25, 2.32, 2.2485714285714287)"
10-01-2023 16:43:39.337080,"(21.0, 29.0, 26.727272727272727)","(7.5, 8.2, 7.444444444444445)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 28.0)","(6.5, 7.6, 6.96)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 13.884615384615385)","(2.25, 2.32, 2.2485714285714287)"
10-01-2023 16:43:40.405633,"(21.0, 29.0, 26.916666666666668)","(7.5, 8.2, 7.444444444444445)","(4.8, 14.0, 12.772727272727273)","(14.0, 29.0, 28.0)","(6.5, 7.6, 6.96)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 13.884615384615385)","(2.25, 2.32, 2.2485714285714287)"
10-01-2023 16:43:41.456429,"(21.0, 29.0, 26.916666666666668)","(7.5, 8.2, 7.444444444444445)","(4.8, 14.0, 12.772727272727273)","(15.0, 29.0, 28.0)","(6.5, 7.6, 6.96)","(9.0, 15.0, 14.583333333333334)","(7.5, 14.5, 13.884615384615385)","(2.2, 2.32, 2.2485714285714287)"
10-01-2023 16:43:42.458117,"(21.0, 29.0, 26.916666666666668)","(7.5, 8.2, 7.444444444444445)","(4.8, 14.0, 12.772727272727273)","(15.0, 29.0, 28.0)","(6.5, 7.6, 6.96)","(9.0, 15.0, 14.673913043478262)","(7.5, 14.5, 13.884615384615385)","(2.2, 2.32, 2.2485714285714287)"
10-01-2023 16:43:43.485303,"(21.0, 29.0, 26.916666666666668)","(7.5, 8.2, 7.444444444444445)","(4.8, 14.0, 12.772727272727273)","(15.0, 29.0, 28.333333333333332)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.673913043478262)","(7.5, 14.5, 13.884615384615385)","(2.2, 2.32, 2.2485714285714287)"
10-01-2023 16:43:44.617542,"(21.0, 29.0, 26.916666666666668)","(7.5, 8.2, 7.444444444444445)","(4.8, 14.0, 12.772727272727273)","(15.0, 29.0, 28.285714285714285)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.673913043478262)","(7.5, 14.5, 13.884615384615385)","(2.2, 2.32, 2.2422222222222223)"
10-01-2023 16:43:45.703539,"(21.0, 29.0, 26.727272727272727)","(7.5, 8.2, 7.444444444444445)","(4.8, 14.0, 12.772727272727273)","(15.0, 29.0, 28.285714285714285)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.673913043478262)","(7.5, 14.5, 13.884615384615385)","(2.2, 2.32, 2.2485714285714287)"
10-01-2023 16:43:46.780118,"(21.0, 29.0, 26.727272727272727)","(7.5, 8.2, 7.444444444444445)","(4.8, 14.0, 12.772727272727273)","(15.0, 29.0, 28.285714285714285)","(6.5, 7.6, 7.142857142857142)","(9.0, 15.0, 14.673913043478262)","(7.5, 14.5, 13.884615384615385)","(2.2, 2.32, 2.2485714285714287)"
10-01-2023 16:43:47.882506,"(21.0, 29.0, 26.727272727272727)","(7.5, 8.2, 7.444444444444445)","(4.8, 14.0, 12.772727272727273)","(15.0, 29.0, 28.285714285714285)","(6.5, 7.6, 7.263157894736842)","(9.0, 15.0, 14.673913043478262)","(7.5, 14.5, 13.884615384615385)","(2.2, 2.32, 2.2342857142857144)"
10-01-2023 16:43:48.968938,"(21.0, 29.0, 26.727272727272727)","(7.5, 8.2, 7.444444444444445)","(4.8, 15.5, 13.7)","(15.0, 29.0, 28.285714285714285)","(6.5, 7.6, 7.2444444444444445)","(9.0, 15.0, 14.673913043478262)","(7.5, 14.5, 13.884615384615385)","(2.2, 2.32, 2.24)"
10-01-2023 16:43:49.994911,"(21.0, 29.0, 26.727272727272727)","(7.5, 8.2, 7.444444444444445)","(4.8, 15.5, 14.0)","(15.0, 29.0, 28.285714285714285)","(6.5, 7.6, 7.2444444444444445)","(9.0, 15.0, 14.673913043478262)","(7.5, 14.5, 13.884615384615385)","(2.2, 2.32, 2.24)"
10-01-2023 16:43:51.279932,"(21.0, 29.0, 26.727272727272727)","(7.5, 8.2, 7.444444444444445)","(4.8, 15.0, 12.717391304347826)","(15.0, 29.0, 28.285714285714285)","(6.5, 7.6, 7.2444444444444445)","(9.0, 15.0, 14.673913043478262)","(7.5, 14.5, 13.884615384615385)","(2.2, 2.32, 2.24)"
10-01-2023 16:43:52.555795,"(21.0, 29.0, 26.727272727272727)","(7.5, 8.2, 7.444444444444445)","(4.8, 15.0, 12.717391304347826)","(15.0, 29.0, 28.615384615384617)","(6.5, 7.6, 7.263157894736842)","(9.0, 15.0, 14.673913043478262)","(7.5, 14.5, 13.884615384615385)","(2.2, 2.32, 2.24)"
10-01-2023 16:43:53.828007,"(21.0, 29.0, 26.727272727272727)","(7.5, 8.2, 7.444444444444445)","(4.8, 15.0, 12.884615384615385)","(15.0, 29.0, 28.615384615384617)","(6.5, 7.6, 7.107692307692307)","(9.0, 15.0, 14.673913043478262)","(7.5, 14.5, 13.884615384615385)","(2.2, 2.32, 2.24)"
10-01-2023 16:43:55.072170,"(21.0, 29.0, 26.727272727272727)","(7.5, 8.2, 7.444444444444445)","(4.8, 15.0, 13.571428571428571)","(15.0, 29.0, 28.615384615384617)","(6.5, 7.6, 7.107692307692307)","(9.0, 15.0, 14.673913043478262)","(7.5, 14.5, 13.884615384615385)","(2.2, 2.32, 2.24)"
10-01-2023 16:43:56.232384,"(21.0, 29.0, 26.727272727272727)","(7.5, 8.2, 7.444444444444445)","(4.8, 15.0, 13.571428571428571)","(15.0, 29.0, 28.615384615384617)","(6.5, 7.6, 7.107692307692307)","(9.0, 15.0, 14.673913043478262)","(7.5, 14.5, 13.884615384615385)","(2.2, 2.32, 2.24)"
10-01-2023 16:43:57.790437,"(21.0, 29.0, 26.727272727272727)","(7.5, 8.2, 7.444444444444445)","(4.8, 15.0, 13.571428571428571)","(15.0, 29.0, 28.615384615384617)","(6.5, 7.6, 7.107692307692307)","(9.0, 15.0, 14.673913043478262)","(7.5, 14.5, 13.884615384615385)","(2.2, 2.32, 2.24)"
10-01-2023 16:43:59.208501,"(21.0, 29.0, 26.727272727272727)","(7.5, 8.2, 7.444444444444445)","(4.8, 15.0, 13.571428571428571)","(15.0, 29.0, 28.615384615384617)","(6.5, 7.6, 7.107692307692307)","(9.0, 15.0, 14.673913043478262)","(7.5, 14.5, 13.884615384615385)","(2.2, 2.32, 2.24)"
10-01-2023 16:44:00.693350,"(21.0, 29.0, 26.727272727272727)","(7.5, 8.2, 7.4750000000000005)","(4.8, 15.0, 13.571428571428571)","(15.0, 29.0, 28.615384615384617)","(6.5, 7.6, 7.107692307692307)","(9.0, 15.0, 14.673913043478262)","(7.5, 14.5, 13.884615384615385)","(2.2, 2.32, 2.2666666666666666)"
10-01-2023 16:44:01.972139,"(21.0, 29.0, 26.727272727272727)","(7.5, 8.0, 7.4750000000000005)","(4.8, 15.0, 13.571428571428571)","(15.0, 29.0, 27.666666666666668)","(6.5, 7.6, 7.107692307692307)","(9.0, 15.0, 14.444444444444445)","(7.5, 14.5, 14.033333333333333)","(2.2, 2.3, 2.2666666666666666)"
10-01-2023 16:44:03.213318,"(21.0, 29.0, 27.333333333333332)","(7.5, 8.0, 7.533333333333333)","(4.8, 15.0, 14.375)","(15.0, 29.0, 28.666666666666668)","(6.5, 7.6, 7.2444444444444445)","(9.0, 15.0, 17.305555555555557)","(7.5, 14.5, 14.033333333333333)","(2.2, 2.3, 2.238888888888889)"
10-01-2023 16:44:04.364405,"(21.0, 29.0, 27.333333333333332)","(7.5, 7.8, 7.533333333333333)","(4.8, 15.0, 14.375)","(15.0, 29.0, 28.666666666666668)","(6.5, 7.6, 7.2444444444444445)","(9.0, 17.5, 18.25)","(7.5, 14.5, 14.033333333333333)","(2.2, 2.3, 2.225)"
10-01-2023 16:44:05.494629,"(21.0, 29.0, 27.333333333333332)","(7.5, 7.8, 7.457142857142857)","(4.8, 15.0, 14.166666666666666)","(15.0, 29.0, 28.76923076923077)","(6.5, 7.6, 7.107692307692307)","(9.0, 18.5, 17.333333333333332)","(7.5, 14.5, 14.033333333333333)","(2.2, 2.3, 2.219047619047619)"
10-01-2023 16:44:06.696888,"(21.0, 29.0, 27.333333333333332)","(7.5, 7.8, 7.457142857142857)","(4.8, 15.0, 14.166666666666666)","(15.0, 29.0, 28.76923076923077)","(6.5, 7.6, 7.2444444444444445)","(9.0, 18.0, 16.5)","(7.5, 14.5, 13.875)","(2.2, 2.3, 2.2525)"
10-01-2023 16:44:07.865186,"(21.0, 29.0, 27.333333333333332)","(7.5, 7.8, 7.444444444444445)","(4.8, 15.0, 14.714285714285714)","(15.0, 29.0, 28.76923076923077)","(6.5, 7.6, 7.2444444444444445)","(9.0, 18.0, 16.5)","(7.5, 14.5, 14.0)","(2.2, 2.26, 2.242857142857143)"
10-01-2023 16:44:09.126477,"(21.0, 29.0, 27.333333333333332)","(7.5, 7.8, 7.444444444444445)","(4.8, 15.0, 14.263157894736842)","(15.0, 29.0, 28.76923076923077)","(6.5, 7.6, 7.107692307692307)","(9.0, 18.0, 17.25)","(7.5, 14.5, 14.26923076923077)","(2.2, 2.26, 2.2075)"
10-01-2023 16:44:10.417577,"(21.0, 29.0, 27.333333333333332)","(7.5, 7.8, 7.444444444444445)","(4.8, 15.0, 14.714285714285714)","(15.0, 29.0, 28.76923076923077)","(6.5, 7.6, 7.107692307692307)","(9.0, 18.0, 16.44)","(7.5, 14.5, 14.61111111111111)","(2.2, 2.26, 2.22)"
10-01-2023 16:44:11.755244,"(21.0, 29.0, 27.333333333333332)","(7.5, 7.8, 7.444444444444445)","(4.8, 15.0, 14.714285714285714)","(15.0, 29.0, 28.76923076923077)","(6.5, 7.6, 7.2444444444444445)","(9.0, 18.0, 16.44)","(7.5, 15.5, 14.804347826086957)","(2.2, 2.26, 2.242857142857143)"
10-01-2023 16:44:13.073854,"(21.0, 29.0, 27.333333333333332)","(7.5, 7.8, 7.444444444444445)","(4.8, 15.0, 14.818181818181818)","(15.0, 29.0, 28.76923076923077)","(6.5, 7.6, 7.107692307692307)","(9.0, 18.0, 16.44)","(7.5, 15.5, 14.804347826086957)","(2.2, 2.26, 2.205)"
10-01-2023 16:44:14.430960,"(21.0, 29.0, 25.428571428571427)","(7.5, 7.8, 7.444444444444445)","(4.8, 15.0, 14.481481481481481)","(15.0, 29.0, 28.76923076923077)","(6.5, 7.6, 7.107692307692307)","(9.0, 18.0, 16.44)","(7.5, 15.5, 14.804347826086957)","(2.2, 2.26, 2.197142857142857)"
10-01-2023 16:44:15.742601,"(21.0, 29.0, 25.875)","(7.5, 7.8, 7.48)","(4.8, 15.0, 14.481481481481481)","(15.0, 29.0, 28.76923076923077)","(6.5, 7.6, 7.107692307692307)","(9.0, 18.0, 16.44)","(7.5, 15.5, 14.804347826086957)","(2.2, 2.26, 2.254782608695652)"
10-01-2023 16:44:17.010902,"(21.0, 29.0, 28.11764705882353)","(7.0, 7.8, 7.48)","(4.8, 15.0, 14.481481481481481)","(16.0, 29.0, 28.76923076923077)","(6.5, 7.6, 7.2444444444444445)","(10.0, 18.0, 16.44)","(7.5, 15.5, 14.804347826086957)","(2.2, 2.26, 2.1655555555555557)"
10-01-2023 16:44:18.265767,"(21.0, 29.0, 28.142857142857142)","(7.0, 7.8, 7.48)","(4.8, 15.0, 14.481481481481481)","(16.0, 29.0, 28.76923076923077)","(6.5, 7.6, 7.263157894736842)","(10.0, 18.0, 16.44)","(7.5, 15.5, 14.804347826086957)","(2.2, 2.26, 2.1655555555555557)"
10-01-2023 16:44:19.606947,"(21.0, 29.0, 28.142857142857142)","(7.0, 7.8, 7.48)","(4.8, 15.0, 14.818181818181818)","(16.0, 29.0, 28.76923076923077)","(6.5, 7.6, 7.263157894736842)","(10.0, 18.0, 16.44)","(7.5, 15.5, 14.804347826086957)","(2.2, 2.26, 2.1655555555555557)"
10-01-2023 16:44:20.945796,"(21.0, 29.0, 28.142857142857142)","(7.0, 7.8, 7.48)","(4.8, 15.0, 14.818181818181818)","(16.0, 29.0, 28.76923076923077)","(6.5, 7.6, 7.263157894736842)","(10.0, 18.0, 16.44)","(7.5, 15.5, 14.804347826086957)","(2.2, 2.26, 2.186666666666667)"
10-01-2023 16:44:22.280756,"(21.0, 29.0, 28.142857142857142)","(7.0, 7.8, 7.48)","(4.8, 15.0, 14.818181818181818)","(16.0, 29.0, 28.76923076923077)","(6.5, 7.6, 7.263157894736842)","(10.0, 18.0, 16.44)","(7.5, 15.5, 14.804347826086957)","(2.2, 2.24, 2.186666666666667)"
10-01-2023 16:44:23.825383,"(21.0, 29.0, 27.0)","(7.0, 7.8, 7.72)","(4.8, 15.0, 14.08108108108108)","(16.0, 29.0, 27.565217391304348)","(6.5, 7.6, 7.462068965517241)","(10.0, 18.0, 16.44)","(7.5, 15.5, 14.928571428571429)","(2.2, 2.24, 2.17)"
10-01-2023 16:44:25.099442,"(21.0, 29.0, 27.0)","(7.0, 7.8, 7.72)","(4.8, 15.0, 14.08108108108108)","(16.0, 29.0, 27.565217391304348)","(6.5, 7.6, 7.3352941176470585)","(10.0, 18.0, 16.764705882352942)","(7.5, 15.5, 14.467741935483872)","(2.2, 2.24, 2.205)"
10-01-2023 16:44:26.210929,"(21.0, 29.0, 27.0)","(7.0, 7.8, 7.72)","(4.8, 15.0, 13.827586206896552)","(16.0, 29.0, 27.565217391304348)","(6.5, 7.6, 7.3352941176470585)","(10.0, 17.5, 15.90909090909091)","(7.5, 15.5, 14.467741935483872)","(2.2, 2.24, 2.238297872340426)"
10-01-2023 16:44:27.421852,"(21.0, 29.0, 24.58823529411765)","(7.0, 7.8, 7.72)","(4.8, 15.0, 13.64)","(16.0, 29.0, 27.565217391304348)","(6.5, 7.6, 7.339130434782608)","(10.0, 17.5, 15.90909090909091)","(7.5, 15.5, 14.467741935483872)","(2.2, 2.24, 2.238297872340426)"
