,What A Knight,Ibiza,Ready To Raid,Mister Brockie,Fernando Rocker,Tinker Train,Whiskey Cobbler,Targaryen Jewel
13,"[datetime.datetime(2022, 11, 28, 18, 49, 35, 807898), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 35, 807898), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 49, 35, 807898), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 49, 35, 807898), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 18, 49, 35, 807898), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 49, 35, 807898), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 49, 35, 807898), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 49, 35, 807898), 26.0, 95.0]"
14,"[datetime.datetime(2022, 11, 28, 18, 49, 36, 956155), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 36, 956155), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 49, 36, 956155), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 49, 36, 956155), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 18, 49, 36, 956155), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 49, 36, 956155), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 49, 36, 956155), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 49, 36, 956155), 26.0, 95.0]"
15,"[datetime.datetime(2022, 11, 28, 18, 49, 38, 92150), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 38, 92150), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 49, 38, 92150), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 49, 38, 92150), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 18, 49, 38, 92150), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 49, 38, 92150), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 49, 38, 92150), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 49, 38, 92150), 26.0, 95.0]"
16,"[datetime.datetime(2022, 11, 28, 18, 49, 39, 241940), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 39, 241940), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 49, 39, 241940), 12.0, 26.0]","[datetime.datetime(2022, 11, 28, 18, 49, 39, 241940), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 18, 49, 39, 241940), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 49, 39, 241940), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 49, 39, 241940), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 49, 39, 241940), 26.0, 95.0]"
17,"[datetime.datetime(2022, 11, 28, 18, 49, 40, 382041), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 40, 382041), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 49, 40, 382041), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 49, 40, 382041), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 18, 49, 40, 382041), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 49, 40, 382041), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 49, 40, 382041), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 49, 40, 382041), 26.0, 95.0]"
18,"[datetime.datetime(2022, 11, 28, 18, 49, 41, 519961), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 41, 519961), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 49, 41, 519961), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 49, 41, 519961), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 18, 49, 41, 519961), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 49, 41, 519961), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 49, 41, 519961), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 49, 41, 519961), 26.0, 95.0]"
19,"[datetime.datetime(2022, 11, 28, 18, 49, 42, 650801), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 42, 650801), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 49, 42, 650801), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 49, 42, 650801), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 18, 49, 42, 650801), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 49, 42, 650801), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 49, 42, 650801), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 49, 42, 650801), 26.0, 95.0]"
20,"[datetime.datetime(2022, 11, 28, 18, 49, 43, 781967), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 43, 781967), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 49, 43, 781967), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 49, 43, 781967), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 18, 49, 43, 781967), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 49, 43, 781967), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 49, 43, 781967), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 49, 43, 781967), 26.0, 95.0]"
21,"[datetime.datetime(2022, 11, 28, 18, 49, 44, 909223), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 44, 909223), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 49, 44, 909223), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 49, 44, 909223), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 18, 49, 44, 909223), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 49, 44, 909223), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 49, 44, 909223), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 49, 44, 909223), 26.0, 95.0]"
22,"[datetime.datetime(2022, 11, 28, 18, 49, 46, 39447), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 46, 39447), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 49, 46, 39447), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 49, 46, 39447), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 18, 49, 46, 39447), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 49, 46, 39447), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 49, 46, 39447), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 49, 46, 39447), 26.0, 95.0]"
23,"[datetime.datetime(2022, 11, 28, 18, 49, 47, 170181), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 47, 170181), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 49, 47, 170181), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 49, 47, 170181), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 18, 49, 47, 170181), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 49, 47, 170181), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 49, 47, 170181), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 49, 47, 170181), 26.0, 95.0]"
24,"[datetime.datetime(2022, 11, 28, 18, 49, 48, 311136), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 48, 311136), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 49, 48, 311136), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 49, 48, 311136), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 18, 49, 48, 311136), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 49, 48, 311136), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 49, 48, 311136), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 49, 48, 311136), 26.0, 95.0]"
25,"[datetime.datetime(2022, 11, 28, 18, 49, 49, 450038), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 49, 450038), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 49, 49, 450038), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 49, 49, 450038), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 18, 49, 49, 450038), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 49, 49, 450038), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 49, 49, 450038), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 49, 49, 450038), 26.0, 95.0]"
26,"[datetime.datetime(2022, 11, 28, 18, 49, 50, 576224), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 50, 576224), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 49, 50, 576224), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 49, 50, 576224), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 18, 49, 50, 576224), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 49, 50, 576224), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 49, 50, 576224), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 49, 50, 576224), 26.0, 95.0]"
27,"[datetime.datetime(2022, 11, 28, 18, 49, 51, 709195), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 51, 709195), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 49, 51, 709195), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 49, 51, 709195), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 18, 49, 51, 709195), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 49, 51, 709195), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 49, 51, 709195), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 49, 51, 709195), 26.0, 95.0]"
28,"[datetime.datetime(2022, 11, 28, 18, 49, 52, 837218), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 52, 837218), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 49, 52, 837218), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 49, 52, 837218), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 18, 49, 52, 837218), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 49, 52, 837218), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 49, 52, 837218), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 49, 52, 837218), 26.0, 95.0]"
29,"[datetime.datetime(2022, 11, 28, 18, 49, 53, 976438), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 53, 976438), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 49, 53, 976438), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 49, 53, 976438), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 18, 49, 53, 976438), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 49, 53, 976438), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 49, 53, 976438), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 49, 53, 976438), 26.0, 95.0]"
30,"[datetime.datetime(2022, 11, 28, 18, 49, 55, 120458), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 55, 120458), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 49, 55, 120458), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 49, 55, 120458), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 18, 49, 55, 120458), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 49, 55, 120458), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 49, 55, 120458), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 49, 55, 120458), 26.0, 95.0]"
31,"[datetime.datetime(2022, 11, 28, 18, 49, 56, 246018), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 56, 246018), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 49, 56, 246018), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 49, 56, 246018), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 18, 49, 56, 246018), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 49, 56, 246018), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 49, 56, 246018), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 49, 56, 246018), 26.0, 95.0]"
32,"[datetime.datetime(2022, 11, 28, 18, 49, 57, 384063), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 57, 384063), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 49, 57, 384063), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 49, 57, 384063), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 18, 49, 57, 384063), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 49, 57, 384063), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 49, 57, 384063), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 49, 57, 384063), 26.0, 95.0]"
33,"[datetime.datetime(2022, 11, 28, 18, 49, 58, 510717), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 58, 510717), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 49, 58, 510717), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 49, 58, 510717), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 18, 49, 58, 510717), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 49, 58, 510717), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 49, 58, 511716), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 49, 58, 511716), 26.0, 95.0]"
34,"[datetime.datetime(2022, 11, 28, 18, 49, 59, 648027), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 49, 59, 648027), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 49, 59, 648027), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 49, 59, 648027), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 18, 49, 59, 648027), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 49, 59, 648027), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 49, 59, 648027), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 49, 59, 648027), 26.0, 95.0]"
35,"[datetime.datetime(2022, 11, 28, 18, 50, 0, 779277), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 50, 0, 779277), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 50, 0, 779277), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 50, 0, 779277), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 18, 50, 0, 779277), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 50, 0, 779277), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 50, 0, 779277), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 50, 0, 779277), 26.0, 95.0]"
36,"[datetime.datetime(2022, 11, 28, 18, 50, 1, 909292), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 50, 1, 909292), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 50, 1, 909292), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 50, 1, 909292), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 18, 50, 1, 909292), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 50, 1, 909292), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 50, 1, 909292), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 50, 1, 909292), 26.0, 95.0]"
37,"[datetime.datetime(2022, 11, 28, 18, 50, 3, 39218), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 50, 3, 39218), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 50, 3, 39218), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 50, 3, 39218), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 18, 50, 3, 39218), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 50, 3, 39218), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 50, 3, 39218), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 50, 3, 39218), 26.0, 95.0]"
38,"[datetime.datetime(2022, 11, 28, 18, 50, 4, 181112), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 50, 4, 181112), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 50, 4, 181112), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 50, 4, 181112), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 18, 50, 4, 181112), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 50, 4, 181112), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 50, 4, 181112), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 50, 4, 181112), 26.0, 95.0]"
39,"[datetime.datetime(2022, 11, 28, 18, 50, 5, 316158), 19.0, 65.0]","[datetime.datetime(2022, 11, 28, 18, 50, 5, 316158), 16.0, 60.0]","[datetime.datetime(2022, 11, 28, 18, 50, 5, 316158), 12.0, 25.0]","[datetime.datetime(2022, 11, 28, 18, 50, 5, 316158), 2.9, 4.6]","[datetime.datetime(2022, 11, 28, 18, 50, 5, 316158), 2.3, 2.78]","[datetime.datetime(2022, 11, 28, 18, 50, 5, 316158), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 18, 50, 5, 316158), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 50, 5, 316158), 26.0, 95.0]"
