,Vale Orchard,Discrepancy,Harvard Scholar,Golden State,Hotspot Hero,Mepunga Roz,Axel Coaster
04-01-2023 11:18:22.518890,"(8.5, 12.0, 11.44)","(6.5, 9.8, 9.761538461538462)","(10.0, 12.5, 12.136363636363637)","(6.0, 6.8, 6.6499999999999995)","(6.0, 8.2, 8.04)","(2.25, 2.72, 2.7216666666666667)","(9.0, 11.5, 10.6)"
04-01-2023 11:18:23.444369,"(8.5, 12.0, 11.44)","(6.5, 9.8, 9.758333333333335)","(10.0, 12.5, 12.136363636363637)","(6.0, 6.8, 6.6499999999999995)","(6.0, 8.2, 8.04)","(2.25, 2.74, 2.730588235294118)","(9.0, 11.5, 10.36)"
04-01-2023 11:18:24.421294,"(8.5, 12.0, 11.458333333333334)","(6.5, 9.8, 9.780952380952382)","(10.0, 12.5, 12.277777777777779)","(6.0, 7.0, 6.76)","(6.0, 8.4, 8.016)","(2.25, 2.74, 2.7092307692307696)","(9.0, 11.5, 10.833333333333334)"
04-01-2023 11:18:25.333029,"(8.5, 12.0, 11.458333333333334)","(6.5, 9.8, 9.780952380952382)","(10.0, 12.5, 12.3)","(6.0, 7.0, 6.76)","(6.0, 8.4, 8.016)","(2.25, 2.74, 2.7092307692307696)","(9.0, 11.0, 10.5)"
04-01-2023 11:18:26.326433,"(8.5, 12.0, 11.395348837209303)","(6.5, 9.8, 9.780952380952382)","(10.0, 12.5, 12.3)","(6.0, 7.0, 6.890909090909091)","(6.0, 8.4, 8.016)","(2.25, 2.74, 2.7092307692307696)","(9.0, 11.0, 10.5)"
04-01-2023 11:18:27.238416,"(8.5, 12.0, 11.395348837209303)","(6.5, 9.8, 9.780952380952382)","(10.0, 12.5, 12.3)","(6.0, 7.0, 6.890909090909091)","(6.0, 8.4, 8.016)","(2.25, 2.74, 2.7092307692307696)","(9.0, 11.0, 10.416666666666666)"
04-01-2023 11:18:28.423280,"(8.5, 12.0, 11.361702127659575)","(6.5, 9.8, 9.780952380952382)","(10.0, 12.5, 12.3)","(6.0, 7.0, 6.890909090909091)","(6.0, 8.4, 8.016)","(2.25, 2.74, 2.7092307692307696)","(9.0, 11.0, 10.416666666666666)"
04-01-2023 11:18:29.639700,"(8.5, 12.0, 11.361702127659575)","(6.5, 10.0, 9.723076923076924)","(10.0, 12.5, 11.7)","(6.0, 7.0, 6.890909090909091)","(6.0, 8.4, 8.016)","(2.25, 2.74, 2.7092307692307696)","(9.0, 11.0, 10.416666666666666)"
04-01-2023 11:18:30.759997,"(8.5, 12.0, 11.361702127659575)","(6.5, 9.8, 9.723076923076924)","(10.0, 12.5, 11.833333333333334)","(6.0, 7.0, 6.866666666666666)","(6.0, 8.4, 8.016)","(2.25, 2.74, 2.7378947368421054)","(9.0, 11.0, 10.416666666666666)"
04-01-2023 11:18:31.790607,"(8.5, 12.0, 11.361702127659575)","(6.5, 10.0, 9.743589743589743)","(10.0, 12.0, 11.833333333333334)","(6.0, 7.0, 6.866666666666666)","(6.0, 8.4, 8.016)","(2.25, 2.74, 2.7378947368421054)","(9.0, 11.0, 10.416666666666666)"
04-01-2023 11:18:32.851783,"(8.5, 12.0, 11.361702127659575)","(6.5, 10.0, 9.743589743589743)","(10.0, 12.0, 11.653846153846153)","(6.0, 7.0, 6.866666666666666)","(6.0, 8.4, 8.016)","(2.25, 2.74, 2.736)","(9.0, 11.0, 10.416666666666666)"
04-01-2023 11:18:33.957569,"(8.5, 12.0, 11.361702127659575)","(6.5, 10.0, 9.966666666666667)","(10.0, 12.0, 11.25)","(6.0, 7.0, 6.866666666666666)","(6.0, 8.4, 8.208333333333332)","(2.25, 2.74, 2.72)","(9.0, 11.0, 11.043478260869565)"
04-01-2023 11:18:35.014371,"(8.5, 11.5, 10.722222222222221)","(6.5, 10.5, 9.98421052631579)","(10.0, 12.0, 11.4375)","(6.0, 7.0, 6.84)","(6.0, 8.4, 8.208333333333332)","(2.25, 2.74, 2.72)","(9.0, 11.5, 10.88888888888889)"
04-01-2023 11:18:36.068649,"(8.5, 11.5, 10.710526315789474)","(6.5, 10.5, 9.892105263157895)","(10.0, 12.0, 11.526315789473685)","(6.0, 7.0, 6.84)","(6.0, 8.4, 8.208333333333332)","(2.25, 2.74, 2.72)","(9.0, 11.0, 10.761904761904763)"
04-01-2023 11:18:37.126216,"(8.5, 11.5, 10.710526315789474)","(6.5, 10.0, 9.845454545454546)","(10.0, 12.0, 11.526315789473685)","(6.0, 7.0, 6.866666666666666)","(6.0, 8.4, 8.208333333333332)","(2.25, 2.74, 2.72)","(9.0, 11.0, 10.8)"
04-01-2023 11:18:38.158405,"(8.5, 11.5, 10.875)","(6.5, 10.0, 9.777777777777777)","(10.0, 12.0, 11.526315789473685)","(6.0, 7.0, 6.866666666666666)","(6.0, 8.4, 8.208333333333332)","(2.25, 2.74, 2.7364705882352944)","(9.0, 11.0, 11.043478260869565)"
04-01-2023 11:18:39.193288,"(8.5, 11.5, 10.875)","(6.5, 10.0, 9.76)","(10.0, 12.0, 11.526315789473685)","(6.0, 7.0, 6.866666666666666)","(6.0, 8.4, 8.208333333333332)","(2.25, 2.74, 2.737)","(9.0, 11.5, 10.944444444444445)"
04-01-2023 11:18:40.216396,"(8.5, 11.0, 10.764705882352942)","(6.5, 10.0, 9.763265306122449)","(10.0, 12.0, 11.666666666666666)","(6.0, 7.0, 6.8769230769230765)","(6.0, 8.4, 8.208333333333332)","(2.25, 2.74, 2.7350000000000003)","(9.0, 11.5, 10.590909090909092)"
04-01-2023 11:18:41.250647,"(8.5, 11.0, 10.8)","(6.5, 10.0, 9.763265306122449)","(10.0, 12.0, 11.666666666666666)","(6.0, 7.0, 6.8769230769230765)","(6.0, 8.4, 8.208333333333332)","(2.25, 2.74, 2.7350000000000003)","(9.0, 11.5, 11.0)"
04-01-2023 11:18:42.306563,"(8.0, 11.0, 10.736842105263158)","(6.5, 10.0, 9.763934426229508)","(10.0, 12.0, 11.666666666666666)","(6.0, 7.0, 6.8769230769230765)","(6.0, 8.4, 8.208333333333332)","(2.25, 2.74, 2.7350000000000003)","(9.0, 11.5, 10.882352941176471)"
04-01-2023 11:18:43.407977,"(8.0, 11.0, 10.736842105263158)","(6.5, 10.0, 9.71111111111111)","(10.0, 12.0, 11.666666666666666)","(6.0, 7.0, 6.8769230769230765)","(6.0, 8.4, 8.241379310344827)","(2.25, 2.74, 2.7350000000000003)","(9.0, 11.5, 10.882352941176471)"
04-01-2023 11:18:44.519653,"(8.0, 11.0, 10.736842105263158)","(6.5, 10.0, 9.735593220338982)","(10.0, 12.0, 11.862068965517242)","(6.0, 7.0, 6.8769230769230765)","(6.0, 8.4, 8.37142857142857)","(2.25, 2.74, 2.7214285714285715)","(9.0, 11.5, 10.566666666666666)"
04-01-2023 11:18:45.667465,"(8.0, 11.0, 10.8)","(7.0, 10.0, 9.770491803278688)","(10.0, 11.0, 10.05)","(6.0, 7.0, 7.133333333333334)","(6.5, 8.6, 8.623529411764705)","(2.25, 2.76, 2.725945945945946)","(9.0, 11.5, 10.882352941176471)"
04-01-2023 11:18:46.904546,"(8.0, 11.0, 10.8)","(7.0, 10.5, 10.261904761904763)","(10.0, 10.5, 10.05)","(6.0, 7.2, 7.133333333333334)","(6.5, 9.0, 8.623529411764705)","(2.25, 2.76, 2.725945945945946)","(9.0, 11.5, 10.82258064516129)"
04-01-2023 11:18:48.099732,"(8.0, 11.0, 10.8125)","(7.0, 10.5, 10.368421052631579)","(10.0, 10.5, 9.846666666666668)","(6.0, 7.2, 7.0)","(6.5, 9.0, 8.644444444444444)","(2.25, 2.76, 2.7150000000000003)","(9.0, 11.5, 10.82258064516129)"
04-01-2023 11:18:49.454380,"(8.0, 11.0, 10.823529411764707)","(7.0, 10.5, 9.90857142857143)","(10.0, 10.5, 9.610364683301343)","(6.0, 7.2, 7.0)","(6.5, 9.0, 8.644444444444444)","(2.25, 2.76, 2.7155555555555555)","(9.0, 11.5, 10.82258064516129)"
04-01-2023 11:18:50.548980,"(8.0, 11.0, 10.823529411764707)","(7.0, 10.0, 9.90857142857143)","(10.0, 10.5, 9.805436893203884)","(6.0, 7.2, 7.066666666666666)","(6.5, 9.0, 8.644444444444444)","(2.25, 2.76, 2.7266666666666666)","(9.0, 11.5, 10.82258064516129)"
04-01-2023 11:18:51.678101,"(8.0, 11.0, 10.75)","(7.0, 10.0, 9.845454545454546)","(10.0, 10.5, 9.805436893203884)","(6.0, 7.2, 7.066666666666666)","(6.5, 9.0, 8.7)","(2.25, 2.76, 2.7266666666666666)","(9.0, 11.5, 10.82258064516129)"
04-01-2023 11:18:52.740905,"(8.0, 11.0, 10.75)","(7.0, 10.0, 9.885714285714286)","(10.0, 10.5, 9.925)","(6.0, 7.2, 7.1)","(6.5, 9.0, 8.709090909090909)","(2.25, 2.76, 2.7266666666666666)","(9.0, 11.5, 10.84375)"
04-01-2023 11:18:53.846877,"(8.0, 11.0, 10.73913043478261)","(7.0, 10.5, 10.021052631578948)","(10.0, 10.0, 9.76)","(6.0, 7.2, 7.066666666666666)","(6.5, 8.8, 8.9)","(2.25, 2.76, 2.7266666666666666)","(9.0, 11.5, 10.9)"
04-01-2023 11:18:54.946747,"(8.0, 11.0, 10.73913043478261)","(7.0, 10.5, 10.283333333333333)","(10.0, 10.0, 9.76)","(6.0, 7.2, 6.9)","(6.5, 9.0, 8.9)","(2.25, 2.76, 2.7266666666666666)","(9.0, 11.5, 10.82258064516129)"
04-01-2023 11:18:56.056312,"(8.0, 11.0, 10.73913043478261)","(7.0, 10.5, 10.24)","(10.0, 10.0, 9.61591355599214)","(6.0, 7.2, 6.923076923076923)","(6.5, 9.0, 8.84)","(2.25, 2.76, 2.7266666666666666)","(9.0, 11.5, 10.82258064516129)"
04-01-2023 11:18:57.133572,"(8.0, 11.5, 10.978260869565217)","(7.0, 10.5, 10.09375)","(9.5, 10.5, 9.61591355599214)","(6.0, 7.2, 6.9)","(6.5, 9.0, 8.799999999999999)","(2.25, 2.76, 2.7225)","(9.0, 11.5, 10.82258064516129)"
04-01-2023 11:18:58.216972,"(8.0, 11.5, 10.923076923076923)","(7.0, 10.5, 10.09375)","(9.5, 11.0, 10.047368421052632)","(6.0, 7.2, 6.847058823529411)","(6.5, 9.2, 8.92)","(2.25, 2.76, 2.732)","(9.0, 11.5, 10.82258064516129)"
04-01-2023 11:18:59.337662,"(8.0, 11.5, 10.923076923076923)","(7.0, 10.5, 10.083333333333334)","(9.5, 11.0, 10.636363636363637)","(6.0, 7.2, 6.847058823529411)","(6.5, 9.0, 8.97)","(2.25, 2.74, 2.7133333333333334)","(9.0, 11.5, 10.82258064516129)"
04-01-2023 11:19:00.479697,"(8.0, 11.5, 10.923076923076923)","(7.0, 10.5, 10.083333333333334)","(9.5, 11.0, 10.636363636363637)","(6.0, 7.2, 6.847058823529411)","(6.5, 9.0, 8.975)","(2.25, 2.74, 2.7150000000000003)","(9.0, 11.5, 10.82258064516129)"
04-01-2023 11:19:01.657462,"(8.0, 11.5, 10.923076923076923)","(7.0, 10.5, 10.1)","(10.0, 11.0, 10.619834710743802)","(6.0, 7.2, 6.847058823529411)","(6.5, 9.0, 8.975)","(2.25, 2.74, 2.7150000000000003)","(9.0, 11.5, 10.870967741935484)"
04-01-2023 11:19:02.843783,"(8.0, 11.5, 10.923076923076923)","(7.0, 10.5, 10.1)","(10.0, 11.0, 10.619834710743802)","(6.0, 7.2, 6.847058823529411)","(6.5, 9.0, 8.778947368421054)","(2.25, 2.74, 2.7150000000000003)","(9.0, 11.5, 10.85)"
04-01-2023 11:19:03.990335,"(8.0, 11.5, 10.785714285714286)","(7.0, 10.5, 10.015151515151516)","(10.0, 11.0, 10.619834710743802)","(6.0, 7.2, 6.847058823529411)","(6.5, 8.8, 8.773333333333333)","(2.25, 2.74, 2.7150000000000003)","(9.0, 11.5, 10.85)"
04-01-2023 11:19:05.096064,"(8.0, 11.5, 10.710526315789474)","(7.0, 10.5, 10.1)","(10.0, 11.0, 10.619834710743802)","(6.0, 7.2, 6.847058823529411)","(6.5, 8.8, 8.733333333333334)","(2.25, 2.74, 2.7150000000000003)","(9.0, 11.5, 10.85)"
04-01-2023 11:19:06.212978,"(8.0, 11.5, 10.710526315789474)","(7.0, 10.5, 10.152173913043478)","(10.0, 11.0, 10.619834710743802)","(6.0, 7.2, 6.847058823529411)","(6.5, 8.8, 8.755555555555556)","(2.25, 2.74, 2.7150000000000003)","(9.0, 11.5, 10.85)"
04-01-2023 11:19:07.252753,"(8.0, 11.5, 10.710526315789474)","(7.0, 10.5, 10.152173913043478)","(10.0, 11.0, 10.619834710743802)","(6.0, 7.2, 6.847058823529411)","(6.5, 8.8, 8.55)","(2.25, 2.74, 2.7150000000000003)","(9.0, 11.5, 10.85)"
04-01-2023 11:19:08.297666,"(8.0, 11.5, 10.796296296296296)","(7.0, 10.5, 10.152173913043478)","(10.0, 11.0, 10.62295081967213)","(6.0, 7.2, 6.933333333333334)","(6.5, 8.6, 8.563636363636363)","(2.25, 2.74, 2.7233333333333336)","(9.0, 11.5, 10.85)"
04-01-2023 11:19:09.374092,"(8.0, 11.5, 10.796296296296296)","(7.0, 10.5, 10.152173913043478)","(10.0, 11.0, 10.62295081967213)","(6.0, 7.2, 6.905263157894737)","(6.5, 8.6, 8.566666666666666)","(2.25, 2.74, 2.7233333333333336)","(9.0, 11.5, 10.85)"
04-01-2023 11:19:10.387387,"(8.0, 11.5, 10.796296296296296)","(7.0, 10.5, 10.152173913043478)","(10.0, 11.0, 10.62295081967213)","(6.0, 7.2, 6.905263157894737)","(6.5, 8.6, 8.566666666666666)","(2.25, 2.74, 2.7150000000000003)","(9.0, 11.5, 10.85)"
04-01-2023 11:19:11.465251,"(8.0, 11.5, 10.796296296296296)","(7.0, 10.5, 10.152173913043478)","(10.0, 11.0, 10.62295081967213)","(6.0, 7.2, 6.905263157894737)","(6.5, 8.6, 8.566666666666666)","(2.25, 2.74, 2.7233333333333336)","(9.0, 11.5, 10.85)"
04-01-2023 11:19:12.538287,"(8.0, 11.0, 10.785714285714286)","(7.0, 10.5, 10.152173913043478)","(10.0, 11.0, 10.62295081967213)","(6.0, 7.2, 6.905263157894737)","(6.5, 8.6, 8.566666666666666)","(2.25, 2.74, 2.7233333333333336)","(9.0, 11.5, 10.85)"
04-01-2023 11:19:13.624646,"(8.0, 11.0, 10.75)","(7.0, 10.5, 10.152173913043478)","(10.0, 11.0, 10.62295081967213)","(6.0, 7.2, 6.905263157894737)","(6.5, 8.6, 8.566666666666666)","(2.25, 2.74, 2.7233333333333336)","(9.0, 11.5, 10.85)"
04-01-2023 11:19:14.788059,"(8.0, 11.0, 10.75)","(7.0, 10.5, 10.152173913043478)","(10.0, 11.0, 10.62295081967213)","(6.0, 7.2, 6.905263157894737)","(6.5, 8.6, 8.566666666666666)","(2.25, 2.74, 2.7233333333333336)","(9.0, 11.5, 10.85)"
04-01-2023 11:19:15.825261,"(8.0, 11.0, 10.75)","(7.0, 10.5, 10.152173913043478)","(10.0, 11.0, 10.62295081967213)","(6.0, 7.2, 6.905263157894737)","(6.5, 8.6, 8.566666666666666)","(2.25, 2.74, 2.7233333333333336)","(9.0, 11.5, 10.85)"
04-01-2023 11:19:16.881237,"(8.0, 11.0, 10.75)","(7.0, 10.5, 10.152173913043478)","(10.0, 11.0, 10.62295081967213)","(6.0, 7.2, 6.905263157894737)","(6.5, 8.6, 8.707692307692309)","(2.25, 2.74, 2.724615384615385)","(9.0, 11.5, 10.85)"
04-01-2023 11:19:17.872918,"(8.0, 10.5, 10.174242424242424)","(7.0, 10.5, 10.152173913043478)","(10.0, 11.0, 10.62295081967213)","(6.0, 7.2, 6.905263157894737)","(6.5, 8.8, 8.764705882352942)","(2.25, 2.74, 2.7254545454545456)","(9.0, 11.5, 10.909090909090908)"
04-01-2023 11:19:18.844248,"(8.0, 10.5, 10.084745762711865)","(7.0, 10.5, 10.152173913043478)","(10.0, 11.0, 10.62295081967213)","(6.0, 7.2, 6.905263157894737)","(6.5, 8.8, 8.700000000000001)","(2.25, 2.76, 2.7433333333333336)","(9.0, 11.5, 10.909090909090908)"
04-01-2023 11:19:19.823555,"(8.0, 10.0, 9.814814814814815)","(7.0, 10.5, 10.152173913043478)","(10.0, 11.0, 10.62448132780083)","(6.0, 7.2, 6.905263157894737)","(6.5, 8.8, 8.742857142857144)","(2.25, 2.76, 2.746)","(9.0, 11.5, 11.035714285714286)"
04-01-2023 11:19:20.816549,"(8.0, 10.0, 9.762962962962963)","(7.0, 10.5, 10.152173913043478)","(10.0, 11.0, 10.57906976744186)","(6.0, 7.2, 6.905263157894737)","(6.5, 8.8, 8.742857142857144)","(2.25, 2.76, 2.739310344827586)","(9.0, 11.5, 11.035714285714286)"
04-01-2023 11:19:21.861801,"(8.0, 10.5, 10.133333333333333)","(7.0, 10.5, 10.14)","(10.0, 11.0, 10.544776119402986)","(6.0, 7.2, 6.905263157894737)","(6.5, 9.0, 8.95)","(2.25, 2.76, 2.739310344827586)","(9.0, 11.5, 11.035714285714286)"
04-01-2023 11:19:22.789527,"(8.0, 10.5, 10.105263157894736)","(7.0, 10.5, 10.14)","(10.0, 11.0, 10.544117647058824)","(6.0, 7.2, 6.905263157894737)","(6.5, 9.0, 8.95)","(2.25, 2.76, 2.7271428571428573)","(9.0, 11.5, 11.035714285714286)"
04-01-2023 11:19:23.706738,"(8.0, 10.5, 10.095238095238095)","(7.0, 10.5, 10.125)","(10.0, 11.0, 10.549019607843137)","(6.0, 7.2, 6.905263157894737)","(6.5, 8.8, 8.742857142857144)","(2.25, 2.74, 2.720740740740741)","(9.0, 11.5, 11.035714285714286)"
04-01-2023 11:19:24.611357,"(8.0, 10.5, 10.333333333333334)","(7.0, 9.4, 9.316546762589928)","(10.0, 11.0, 10.57981220657277)","(6.0, 7.2, 6.964705882352941)","(6.5, 9.0, 8.933333333333334)","(2.25, 2.76, 2.7430000000000003)","(9.0, 11.5, 11.055555555555555)"
04-01-2023 11:19:25.492980,"(8.0, 10.5, 10.305555555555555)","(7.0, 9.4, 9.316546762589928)","(10.0, 11.0, 10.57981220657277)","(6.0, 7.2, 6.989473684210527)","(6.5, 8.8, 8.766666666666667)","(2.25, 2.76, 2.7430000000000003)","(9.0, 11.5, 11.1)"
04-01-2023 11:19:26.418667,"(8.0, 10.5, 10.305555555555555)","(7.0, 9.4, 9.35)","(10.0, 11.0, 10.550251256281408)","(6.0, 7.2, 6.989473684210527)","(6.5, 8.8, 8.766666666666667)","(2.25, 2.76, 2.7430000000000003)","(9.0, 11.5, 11.1)"
04-01-2023 11:19:27.426177,"(8.0, 10.5, 10.305555555555555)","(7.0, 9.6, 9.52)","(10.0, 11.0, 10.549504950495049)","(6.0, 7.2, 6.989473684210527)","(6.5, 8.8, 8.766666666666667)","(2.25, 2.76, 2.7430000000000003)","(9.0, 11.5, 11.1)"
04-01-2023 11:19:28.459027,"(8.0, 10.5, 10.305555555555555)","(7.0, 9.6, 9.4)","(10.0, 11.0, 10.549504950495049)","(6.0, 7.2, 6.989473684210527)","(6.5, 8.8, 8.780000000000001)","(2.25, 2.76, 2.7430000000000003)","(9.0, 11.5, 11.041666666666666)"
04-01-2023 11:19:29.402135,"(8.0, 10.5, 10.211538461538462)","(7.0, 9.4, 9.389380530973451)","(10.0, 11.0, 10.549504950495049)","(6.0, 7.2, 6.989473684210527)","(6.5, 8.8, 8.755555555555556)","(2.25, 2.76, 2.7430000000000003)","(9.0, 11.5, 11.041666666666666)"
04-01-2023 11:19:30.466160,"(8.0, 10.5, 10.265625)","(7.0, 9.4, 9.39)","(10.0, 11.0, 10.549504950495049)","(6.0, 7.2, 6.964705882352941)","(6.5, 8.8, 8.9)","(2.25, 2.76, 2.7430000000000003)","(9.0, 11.5, 11.041666666666666)"
04-01-2023 11:19:31.422521,"(8.0, 10.5, 10.265625)","(7.0, 9.4, 9.39)","(9.0, 11.0, 10.549504950495049)","(5.5, 7.2, 6.964705882352941)","(6.5, 9.0, 8.9)","(2.3, 2.76, 2.7430000000000003)","(9.0, 11.5, 11.041666666666666)"
04-01-2023 11:19:32.411967,"(8.0, 10.5, 10.265625)","(7.0, 9.4, 9.299999999999999)","(9.0, 11.0, 10.549504950495049)","(5.5, 7.2, 6.964705882352941)","(6.5, 9.0, 8.9)","(2.3, 2.76, 2.7430000000000003)","(9.0, 11.5, 11.041666666666666)"
04-01-2023 11:19:33.460088,"(8.0, 10.5, 10.265625)","(7.0, 9.4, 9.326666666666666)","(9.0, 11.0, 10.549504950495049)","(5.5, 7.2, 7.026086956521739)","(6.5, 9.0, 8.7375)","(2.3, 2.76, 2.730434782608696)","(9.0, 11.5, 11.041666666666666)"
04-01-2023 11:19:34.393266,"(8.0, 10.5, 10.265625)","(7.0, 9.4, 9.299999999999999)","(9.0, 11.0, 10.549504950495049)","(5.5, 7.2, 7.026086956521739)","(6.5, 8.8, 8.7375)","(2.3, 2.76, 2.7496969696969695)","(9.0, 11.5, 11.3)"
04-01-2023 11:19:35.388603,"(8.0, 10.5, 10.314285714285715)","(7.0, 9.0, 8.846875)","(9.0, 11.0, 10.561274509803921)","(5.5, 7.2, 7.075)","(6.5, 8.8, 8.744444444444445)","(2.3, 2.76, 2.7425641025641023)","(9.0, 11.5, 11.294117647058824)"
04-01-2023 11:19:36.369659,"(8.0, 10.5, 10.308823529411764)","(7.0, 9.0, 8.841935483870968)","(9.0, 11.0, 10.550251256281408)","(5.5, 7.2, 6.8)","(6.5, 8.8, 9.0)","(2.3, 2.76, 2.7604651162790694)","(9.0, 12.0, 11.1)"
04-01-2023 11:19:37.355285,"(8.0, 11.0, 10.844262295081966)","(7.0, 9.2, 9.0)","(9.0, 11.0, 10.552356020942408)","(5.5, 6.8, 6.693333333333333)","(7.0, 9.2, 9.0)","(2.3, 2.8, 2.7657142857142856)","(9.0, 12.0, 11.375)"
04-01-2023 11:19:38.314867,"(8.0, 11.0, 10.944444444444445)","(7.0, 9.2, 8.886956521739132)","(9.0, 11.0, 10.552356020942408)","(5.5, 6.8, 6.703030303030303)","(7.0, 9.2, 8.96)","(2.3, 2.78, 2.76125)","(9.0, 11.5, 11.225806451612904)"
04-01-2023 11:19:39.275268,"(8.0, 11.5, 11.357142857142858)","(7.0, 8.4, 8.383333333333333)","(9.0, 11.0, 10.552910052910052)","(5.5, 7.0, 6.966666666666667)","(7.0, 9.2, 9.1)","(2.3, 2.78, 2.7485714285714287)","(9.0, 12.0, 11.303030303030303)"
04-01-2023 11:19:40.249876,"(8.0, 11.5, 11.291666666666666)","(7.0, 7.8, 7.742857142857143)","(9.0, 11.0, 10.586206896551724)","(5.5, 7.2, 7.011111111111111)","(7.0, 9.2, 9.1)","(2.3, 2.78, 2.764)","(9.0, 12.0, 11.264705882352942)"
04-01-2023 11:19:41.307058,"(8.0, 11.5, 11.428571428571429)","(7.0, 8.0, 7.802040816326531)","(9.0, 11.0, 10.58133971291866)","(5.5, 7.2, 6.95)","(7.0, 9.2, 8.933333333333334)","(2.3, 2.78, 2.773846153846154)","(9.0, 12.0, 11.272727272727273)"
04-01-2023 11:19:42.427682,"(8.0, 11.5, 11.428571428571429)","(7.0, 8.0, 7.805208333333333)","(9.0, 11.0, 10.58133971291866)","(5.5, 7.2, 6.95)","(7.0, 9.2, 9.0)","(2.3, 2.78, 2.773846153846154)","(9.0, 12.0, 11.272727272727273)"
04-01-2023 11:19:43.537063,"(8.0, 11.5, 11.428571428571429)","(7.0, 8.0, 7.807216494845361)","(9.0, 11.0, 10.58133971291866)","(5.5, 7.2, 6.95)","(7.0, 9.4, 8.857142857142858)","(2.3, 2.78, 2.773846153846154)","(9.0, 12.0, 11.272727272727273)"
04-01-2023 11:19:44.527924,"(8.0, 11.5, 11.428571428571429)","(7.0, 8.0, 7.806862745098039)","(9.0, 11.0, 10.58133971291866)","(5.5, 7.2, 6.95)","(7.0, 9.2, 8.799999999999999)","(2.3, 2.78, 2.7757894736842106)","(9.0, 12.0, 11.294117647058824)"
04-01-2023 11:19:45.531513,"(8.0, 11.5, 11.4375)","(7.0, 7.8, 7.729032258064516)","(9.0, 11.0, 10.826923076923077)","(5.5, 7.2, 7.008695652173913)","(7.0, 9.2, 8.8)","(2.3, 2.78, 2.815652173913043)","(9.0, 12.0, 11.473684210526315)"
04-01-2023 11:19:46.614457,"(8.5, 11.5, 11.4375)","(7.0, 7.8, 7.705555555555556)","(9.0, 11.5, 11.189655172413794)","(6.0, 7.2, 7.008695652173913)","(7.0, 9.0, 8.75294117647059)","(2.35, 2.84, 2.819259259259259)","(9.0, 12.0, 11.473684210526315)"
04-01-2023 11:19:47.611839,"(8.5, 11.5, 11.444444444444445)","(7.0, 7.8, 7.697435897435897)","(9.0, 11.5, 11.25)","(6.0, 7.2, 7.008695652173913)","(7.0, 8.8, 8.75294117647059)","(2.35, 2.84, 2.819259259259259)","(9.0, 12.0, 11.5)"
04-01-2023 11:19:48.575887,"(8.5, 11.5, 11.444444444444445)","(7.0, 7.8, 7.7)","(9.0, 11.5, 11.333333333333334)","(6.0, 7.2, 7.0181818181818185)","(7.0, 9.0, 8.775)","(2.35, 2.84, 2.827272727272727)","(9.0, 12.0, 11.176470588235293)"
04-01-2023 11:19:49.517787,"(8.5, 11.5, 11.444444444444445)","(7.0, 7.8, 7.627450980392156)","(9.0, 11.5, 11.333333333333334)","(6.0, 7.2, 7.0181818181818185)","(7.0, 8.8, 8.75294117647059)","(2.35, 2.84, 2.8296296296296295)","(9.0, 12.0, 11.176470588235293)"
04-01-2023 11:19:50.501943,"(8.5, 11.5, 11.444444444444445)","(7.0, 7.8, 7.627450980392156)","(9.0, 11.5, 11.333333333333334)","(6.0, 7.2, 7.0181818181818185)","(7.0, 9.0, 8.700000000000001)","(2.35, 2.84, 2.8129032258064512)","(9.0, 12.0, 11.176470588235293)"
04-01-2023 11:19:51.466016,"(8.5, 11.5, 11.444444444444445)","(7.0, 7.8, 7.625454545454545)","(9.0, 11.5, 11.304347826086957)","(6.0, 7.2, 7.0)","(7.0, 8.8, 8.685714285714287)","(2.35, 2.84, 2.82)","(9.0, 12.0, 11.176470588235293)"
04-01-2023 11:19:52.443261,"(8.5, 11.5, 11.444444444444445)","(7.0, 7.8, 7.450909090909091)","(9.0, 11.5, 11.233333333333333)","(6.0, 7.2, 7.0)","(7.0, 8.8, 8.685714285714287)","(2.35, 2.84, 2.868)","(9.0, 12.0, 11.176470588235293)"
04-01-2023 11:19:53.417449,"(8.5, 11.5, 11.444444444444445)","(7.0, 7.8, 7.525373134328358)","(9.0, 11.5, 11.214285714285714)","(6.0, 7.0, 6.96)","(7.0, 8.8, 8.685714285714287)","(2.35, 2.9, 2.8621052631578947)","(9.0, 12.0, 11.176470588235293)"
04-01-2023 11:19:54.358254,"(8.5, 11.5, 11.444444444444445)","(7.0, 7.8, 7.527272727272727)","(9.0, 11.5, 11.214285714285714)","(6.0, 7.0, 6.95)","(7.0, 8.8, 8.685714285714287)","(2.35, 2.9, 2.8621052631578947)","(9.0, 12.0, 11.176470588235293)"
04-01-2023 11:19:55.326471,"(8.5, 11.5, 11.444444444444445)","(7.0, 7.6, 7.425000000000001)","(9.0, 11.5, 11.214285714285714)","(6.0, 7.0, 6.95)","(7.0, 8.8, 8.685714285714287)","(2.35, 2.92, 2.9089473684210527)","(9.0, 12.0, 11.176470588235293)"
04-01-2023 11:19:56.338835,"(8.5, 11.5, 11.307692307692308)","(7.0, 7.6, 7.438888888888889)","(9.0, 11.5, 11.214285714285714)","(6.0, 7.0, 6.9)","(7.0, 8.8, 8.685714285714287)","(2.35, 2.94, 2.901176470588235)","(9.0, 12.0, 11.176470588235293)"
