,Haveyoucheckedin,Rakasharp Nz,Timely Sovereign,Swedish Meatballs,The Poobah,Outside Fighter,El Jacob,Some Chevron Nz,Classicmajor,Daggy Lamb Nz
10-01-2023 16:21:02.909019,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.0)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:04.604002,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.0)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:06.219921,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.0)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:07.869272,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.0)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:09.452448,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.0)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:11.054219,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.0)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:12.622266,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.0)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:14.204339,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.0)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:15.747815,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.0)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:17.331115,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.0)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:18.898200,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.0)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:20.476057,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.0)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:21.920147,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.0)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:23.378018,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.0)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:25.002534,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.0)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:26.553456,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 64.25)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:27.989533,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 64.25)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:29.465386,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 64.25)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:30.977874,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 64.25)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:32.503675,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 64.25)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:34.093501,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 64.25)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:35.540744,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 64.25)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:36.938978,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.8)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:38.255291,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.8)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:39.636799,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.8)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:41.069049,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.8)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:42.523458,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.8)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:43.900483,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.8)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.3)","(7.0, 99999, 99990)"
10-01-2023 16:21:45.312652,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.8)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 17.0, 12.04)","(7.0, 99999, 99990)"
10-01-2023 16:21:46.722317,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.8)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 15.0, 12.04)","(7.0, 99999, 99990)"
10-01-2023 16:21:48.110536,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.8)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 15.0, 12.04)","(7.0, 99999, 99990)"
10-01-2023 16:21:49.554207,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.8)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 15.0, 12.04)","(7.0, 99999, 99990)"
10-01-2023 16:21:50.971176,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.8)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 15.0, 12.04)","(7.0, 99999, 99990)"
10-01-2023 16:21:52.383282,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.8)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 15.0, 12.04)","(7.0, 99999, 99990)"
10-01-2023 16:21:53.723870,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.8)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 15.0, 12.04)","(7.0, 99999, 99990)"
10-01-2023 16:21:55.378957,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.8)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 15.0, 12.04)","(7.0, 99999, 99990)"
10-01-2023 16:21:56.966396,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.8)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 15.0, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:21:58.719385,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.8)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:00.258077,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.8)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:01.881708,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.8)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:03.315969,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.8)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.732352941176471)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:04.822530,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 57.8)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.642857142857143)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 9.67)","(7.0, 99999, 99990)"
10-01-2023 16:22:06.391255,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 60.66666666666667)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.642857142857143)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 9.67)","(7.0, 99999, 99990)"
10-01-2023 16:22:07.944794,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 60.66666666666667)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.642857142857143)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 9.67)","(7.0, 99999, 99990)"
10-01-2023 16:22:09.375207,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 60.66666666666667)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.642857142857143)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 9.67)","(7.0, 99999, 99990)"
10-01-2023 16:22:10.835727,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 60.66666666666667)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.642857142857143)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 9.67)","(7.0, 99999, 99990)"
10-01-2023 16:22:12.281448,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 60.66666666666667)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.642857142857143)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:13.765707,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 60.66666666666667)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.642857142857143)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:15.197398,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 60.66666666666667)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.642857142857143)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:16.632641,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 63.285714285714285)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.642857142857143)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:18.058735,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 63.285714285714285)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.642857142857143)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:19.423500,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 63.285714285714285)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.642857142857143)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:20.878418,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 63.285714285714285)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.642857142857143)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:22.338043,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 63.285714285714285)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.642857142857143)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:23.818759,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 63.285714285714285)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.642857142857143)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:25.304745,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 63.285714285714285)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.642857142857143)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:26.678510,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 60.0)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.685714285714286)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:28.349858,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 60.0)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.685714285714286)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:29.887394,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 60.0)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.685714285714286)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:31.435171,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 60.0)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.685714285714286)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:32.897364,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 60.0)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.685714285714286)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:34.442099,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 60.0)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.685714285714286)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:35.961549,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 75.0, 52.85714285714286)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.685714285714286)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:37.414016,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 110.0, 73.33333333333334)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.685714285714286)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:38.989979,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 95.0, 73.33333333333334)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.685714285714286)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:40.641292,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 95.0, 73.33333333333334)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.685714285714286)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:42.148270,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 95.0, 73.33333333333334)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.685714285714286)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:43.693235,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 95.0, 73.33333333333334)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.685714285714286)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:45.128172,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 95.0, 73.33333333333334)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.685714285714286)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:46.586807,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 95.0, 73.33333333333334)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.685714285714286)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:48.153791,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 95.0, 73.33333333333334)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.685714285714286)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:49.589228,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 95.0, 73.33333333333334)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.685714285714286)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
10-01-2023 16:22:50.978704,"(3.1, 5.6, 4.833333333333333)","(101.0, 99999, 99990)","(31.0, 95.0, 73.33333333333334)","(12.0, 25.0, 21.142857142857142)","(21.0, 50.0, 28.666666666666664)","(4.2, 4.9, 4.685714285714286)","(21.0, 48.0, 35.8)","(4.0, 99999, 99990)","(7.0, 14.5, 11.74)","(7.0, 99999, 99990)"
