,Haveyoucheckedin,Rakasharp Nz,Timely Sovereign,Swedish Meatballs,The Poobah,Outside Fighter,El Jacob,Some Chevron Nz,Classicmajor,Daggy Lamb Nz
10-01-2023 16:29:07.364560,"(3.1, 5.3, 4.442857142857142)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 26.0, 21.833333333333336)","(21.0, 26.0, 24.375)","(4.2, 4.7, 4.42)","(21.0, 38.0, 28.5)","(4.0, 99999, 99990)","(7.0, 10.5, 9.829411764705883)","(7.0, 99999, 99990)"
10-01-2023 16:29:08.857324,"(3.1, 5.3, 4.442857142857142)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 26.0, 21.833333333333336)","(21.0, 26.0, 24.375)","(4.2, 4.7, 4.42)","(21.0, 38.0, 28.5)","(4.0, 99999, 99990)","(7.0, 10.5, 9.829411764705883)","(7.0, 99999, 99990)"
10-01-2023 16:29:10.308664,"(3.1, 5.3, 4.442857142857142)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 26.0, 21.833333333333336)","(21.0, 26.0, 24.375)","(4.2, 4.7, 4.42)","(21.0, 38.0, 28.5)","(4.0, 99999, 99990)","(7.0, 10.5, 9.829411764705883)","(7.0, 99999, 99990)"
10-01-2023 16:29:11.731211,"(3.1, 5.3, 4.442857142857142)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 26.0, 21.833333333333336)","(21.0, 26.0, 24.375)","(4.2, 4.7, 4.42)","(21.0, 38.0, 28.5)","(4.0, 99999, 99990)","(7.0, 10.5, 9.829411764705883)","(7.0, 99999, 99990)"
10-01-2023 16:29:13.230569,"(3.1, 5.3, 4.442857142857142)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 26.0, 21.833333333333336)","(21.0, 26.0, 24.375)","(4.2, 4.7, 4.42)","(21.0, 38.0, 28.5)","(4.0, 99999, 99990)","(7.0, 10.5, 9.829411764705883)","(7.0, 99999, 99990)"
10-01-2023 16:29:14.574341,"(3.1, 5.3, 4.442857142857142)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 26.0, 21.833333333333336)","(21.0, 26.0, 24.375)","(4.2, 4.7, 4.42)","(21.0, 38.0, 28.5)","(4.0, 99999, 99990)","(7.0, 10.5, 9.829411764705883)","(7.0, 99999, 99990)"
10-01-2023 16:29:15.918556,"(3.1, 5.3, 4.442857142857142)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 26.0, 21.833333333333336)","(21.0, 26.0, 24.375)","(4.2, 4.7, 4.42)","(21.0, 38.0, 28.5)","(4.0, 99999, 99990)","(7.0, 10.5, 9.829411764705883)","(7.0, 99999, 99990)"
10-01-2023 16:29:17.327044,"(3.1, 5.3, 4.3999999999999995)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 26.0, 17.666666666666668)","(21.0, 26.0, 23.0)","(4.2, 4.7, 4.42)","(21.0, 38.0, 31.666666666666664)","(4.0, 99999, 99990)","(7.0, 10.5, 9.829411764705883)","(7.0, 99999, 99990)"
10-01-2023 16:29:18.842765,"(3.1, 5.3, 4.5)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 25.0, 17.333333333333332)","(21.0, 26.0, 23.0)","(4.2, 4.7, 4.42)","(21.0, 38.0, 31.666666666666664)","(4.0, 99999, 99990)","(7.0, 10.5, 9.829411764705883)","(7.0, 99999, 99990)"
10-01-2023 16:29:20.243919,"(3.1, 5.3, 4.5)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 24.0, 17.0)","(21.0, 26.0, 23.0)","(4.2, 4.7, 4.42)","(21.0, 38.0, 31.666666666666664)","(4.0, 99999, 99990)","(7.0, 10.5, 9.829411764705883)","(7.0, 99999, 99990)"
10-01-2023 16:29:21.637086,"(3.1, 5.3, 4.5)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 23.0, 17.0)","(21.0, 26.0, 23.0)","(4.2, 4.7, 4.42)","(21.0, 38.0, 31.666666666666664)","(4.0, 99999, 99990)","(7.0, 10.5, 9.829411764705883)","(7.0, 99999, 99990)"
10-01-2023 16:29:23.065359,"(3.1, 5.3, 4.5)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 23.0, 17.0)","(21.0, 26.0, 23.0)","(4.2, 4.7, 4.42)","(21.0, 38.0, 31.666666666666664)","(4.0, 99999, 99990)","(7.0, 10.5, 9.829411764705883)","(7.0, 99999, 99990)"
10-01-2023 16:29:24.562863,"(3.1, 5.3, 4.5)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 23.0, 17.0)","(21.0, 26.0, 23.0)","(4.2, 4.7, 4.42)","(21.0, 38.0, 31.666666666666664)","(4.0, 99999, 99990)","(7.0, 10.5, 9.829411764705883)","(7.0, 99999, 99990)"
10-01-2023 16:29:25.959634,"(3.1, 5.3, 4.5)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 23.0, 17.0)","(21.0, 26.0, 19.115384615384617)","(4.2, 4.7, 4.42)","(21.0, 38.0, 31.666666666666664)","(4.0, 99999, 99990)","(7.0, 10.5, 9.48)","(7.0, 99999, 99990)"
10-01-2023 16:29:27.416828,"(3.1, 5.3, 5.033333333333333)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 23.0, 17.0)","(21.0, 20.0, 19.272727272727273)","(4.2, 4.7, 4.42)","(21.0, 38.0, 31.666666666666664)","(4.0, 99999, 99990)","(7.0, 10.5, 9.942857142857143)","(7.0, 99999, 99990)"
10-01-2023 16:29:28.869369,"(3.1, 5.3, 4.746153846153846)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 23.0, 15.5)","(21.0, 20.0, 19.272727272727273)","(4.2, 4.7, 4.392307692307692)","(21.0, 38.0, 31.666666666666664)","(4.0, 99999, 99990)","(7.0, 10.5, 9.76)","(7.0, 99999, 99990)"
10-01-2023 16:29:30.355016,"(3.1, 5.3, 4.5)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 23.0, 15.0)","(21.0, 20.0, 22.0)","(4.2, 4.7, 4.392307692307692)","(21.0, 38.0, 31.666666666666664)","(4.0, 99999, 99990)","(7.0, 13.0, 9.75)","(7.0, 99999, 99990)"
10-01-2023 16:29:31.736444,"(3.1, 5.3, 4.442857142857142)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 22.0, 18.333333333333332)","(21.0, 24.0, 20.666666666666668)","(4.2, 4.7, 4.392307692307692)","(21.0, 38.0, 28.5)","(4.0, 99999, 99990)","(7.0, 12.0, 9.375)","(7.0, 99999, 99990)"
10-01-2023 16:29:33.007487,"(3.1, 5.3, 4.442857142857142)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 21.0, 18.333333333333332)","(21.0, 24.0, 22.0)","(4.2, 4.7, 4.392307692307692)","(21.0, 38.0, 28.5)","(4.0, 99999, 99990)","(7.0, 12.0, 9.272727272727273)","(7.0, 99999, 99990)"
10-01-2023 16:29:34.419819,"(3.1, 5.3, 4.442857142857142)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 21.0, 18.333333333333332)","(21.0, 24.0, 22.0)","(4.2, 4.7, 4.392307692307692)","(21.0, 38.0, 28.5)","(4.0, 99999, 99990)","(7.0, 12.0, 9.357142857142858)","(7.0, 99999, 99990)"
10-01-2023 16:29:35.879567,"(3.1, 5.3, 4.442857142857142)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 21.0, 18.333333333333332)","(21.0, 24.0, 28.5)","(4.2, 4.7, 4.392307692307692)","(21.0, 38.0, 28.5)","(4.0, 99999, 99990)","(7.0, 11.5, 9.5)","(7.0, 99999, 99990)"
10-01-2023 16:29:37.438282,"(3.1, 5.3, 4.442857142857142)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 21.0, 17.333333333333332)","(21.0, 30.0, 28.5)","(4.2, 4.7, 4.392307692307692)","(21.0, 38.0, 28.5)","(4.2, 99999, 99990)","(7.0, 10.5, 9.5)","(7.0, 99999, 99990)"
10-01-2023 16:29:38.900434,"(3.1, 5.3, 4.442857142857142)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 26.0, 18.5)","(21.0, 30.0, 27.75)","(4.2, 4.7, 4.392307692307692)","(21.0, 38.0, 28.5)","(4.2, 99999, 99990)","(7.0, 10.5, 9.5)","(7.0, 99999, 99990)"
10-01-2023 16:29:40.205617,"(3.1, 5.3, 4.442857142857142)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 24.0, 17.333333333333332)","(21.0, 30.0, 29.304347826086957)","(4.2, 4.7, 4.392307692307692)","(21.0, 38.0, 28.5)","(4.2, 99999, 99990)","(7.0, 10.5, 9.5)","(7.0, 99999, 99990)"
10-01-2023 16:29:41.484652,"(3.1, 5.3, 4.442857142857142)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 26.0, 17.333333333333332)","(21.0, 30.0, 28.0)","(4.2, 4.7, 4.392307692307692)","(21.0, 38.0, 28.5)","(4.2, 99999, 99990)","(7.0, 10.5, 9.366666666666667)","(7.0, 99999, 99990)"
10-01-2023 16:29:43.105732,"(3.1, 5.3, 5.05)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 26.0, 15.4)","(21.0, 30.0, 28.0)","(4.2, 4.7, 4.392307692307692)","(21.0, 38.0, 28.5)","(4.2, 99999, 99990)","(7.0, 10.5, 9.083333333333334)","(7.0, 99999, 99990)"
10-01-2023 16:29:44.618904,"(3.1, 5.2, 4.853846153846154)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 25.0, 16.0)","(21.0, 30.0, 28.0)","(4.2, 4.7, 4.392307692307692)","(21.0, 38.0, 28.5)","(4.2, 99999, 99990)","(7.0, 10.5, 10.216666666666667)","(7.0, 99999, 99990)"
10-01-2023 16:29:46.173317,"(3.1, 5.2, 4.853846153846154)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 22.0, 16.0)","(21.0, 30.0, 28.0)","(4.2, 4.7, 4.352173913043478)","(21.0, 38.0, 30.2)","(4.2, 99999, 99990)","(7.0, 10.5, 9.633333333333333)","(7.0, 99999, 99990)"
10-01-2023 16:29:47.893631,"(3.1, 5.2, 4.853846153846154)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 21.0, 14.6)","(21.0, 30.0, 29.304347826086957)","(4.2, 4.7, 4.363157894736842)","(21.0, 38.0, 30.333333333333336)","(4.2, 99999, 99990)","(7.0, 10.5, 9.6875)","(7.0, 99999, 99990)"
10-01-2023 16:29:49.685987,"(3.1, 5.2, 4.853846153846154)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 20.0, 15.333333333333334)","(21.0, 29.0, 28.0)","(4.2, 4.7, 4.363157894736842)","(21.0, 36.0, 29.0)","(4.2, 99999, 99990)","(7.0, 10.5, 9.6875)","(7.0, 99999, 99990)"
10-01-2023 16:29:51.355158,"(3.1, 5.2, 4.853846153846154)","(101.0, 99999, 99990)","(31.0, 48.0, 43.333333333333336)","(12.0, 20.0, 15.75)","(20.0, 28.0, 27.7)","(4.2, 4.7, 4.363157894736842)","(21.0, 34.0, 26.333333333333332)","(4.2, 99999, 99990)","(7.0, 10.5, 9.6875)","(7.0, 99999, 99990)"
10-01-2023 16:29:53.060385,"(3.1, 5.2, 4.616666666666667)","(101.0, 99999, 99990)","(41.0, 48.0, 43.333333333333336)","(12.0, 24.0, 16.0)","(20.0, 28.0, 27.7)","(4.2, 4.7, 4.462962962962963)","(21.0, 30.0, 22.333333333333332)","(4.2, 99999, 99990)","(7.0, 10.5, 9.524999999999999)","(7.0, 99999, 99990)"
10-01-2023 16:29:54.607169,"(3.1, 5.2, 5.154545454545454)","(101.0, 99999, 99990)","(41.0, 48.0, 43.333333333333336)","(12.0, 22.0, 18.125)","(20.0, 28.0, 26.5)","(4.2, 4.7, 4.483333333333333)","(21.0, 29.0, 21.857142857142858)","(4.2, 99999, 99990)","(7.0, 10.5, 9.524999999999999)","(7.0, 99999, 99990)"
10-01-2023 16:29:56.264339,"(3.1, 5.4, 5.166666666666666)","(101.0, 99999, 99990)","(41.0, 48.0, 43.333333333333336)","(12.0, 20.0, 15.3125)","(20.0, 27.0, 26.5)","(4.2, 4.7, 4.483333333333333)","(21.0, 29.0, 21.857142857142858)","(4.2, 99999, 99990)","(7.0, 10.5, 9.524999999999999)","(7.0, 99999, 99990)"
10-01-2023 16:29:57.889931,"(3.1, 5.3, 4.633333333333333)","(101.0, 99999, 99990)","(41.0, 48.0, 37.111111111111114)","(12.0, 20.0, 16.4)","(20.0, 27.0, 26.5)","(4.2, 4.7, 4.462962962962963)","(21.0, 29.0, 21.857142857142858)","(4.2, 99999, 99990)","(7.0, 10.5, 9.524999999999999)","(7.0, 99999, 99990)"
10-01-2023 16:29:59.768047,"(3.1, 5.3, 4.614285714285714)","(101.0, 99999, 99990)","(41.0, 48.0, 45.2)","(12.0, 19.0, 14.75)","(20.0, 27.0, 26.434782608695652)","(4.2, 4.7, 4.462962962962963)","(21.0, 29.0, 21.857142857142858)","(4.2, 99999, 99990)","(7.0, 10.5, 9.524999999999999)","(7.0, 99999, 99990)"
10-01-2023 16:30:01.530263,"(3.1, 5.3, 4.9)","(101.0, 99999, 99990)","(41.0, 48.0, 38.666666666666664)","(12.0, 18.5, 14.375)","(20.0, 27.0, 26.434782608695652)","(4.2, 4.7, 4.462962962962963)","(21.0, 29.0, 21.857142857142858)","(4.2, 99999, 99990)","(7.0, 10.5, 9.524999999999999)","(7.0, 99999, 99990)"
10-01-2023 16:30:03.038481,"(3.1, 5.3, 4.9)","(101.0, 99999, 99990)","(41.0, 48.0, 40.0)","(12.0, 17.5, 15.2)","(20.0, 27.0, 26.434782608695652)","(4.2, 4.7, 4.476)","(21.0, 29.0, 21.857142857142858)","(4.2, 99999, 99990)","(7.0, 10.5, 9.933333333333334)","(7.0, 99999, 99990)"
10-01-2023 16:30:04.981123,"(3.1, 5.3, 4.9)","(101.0, 99999, 99990)","(41.0, 46.0, 36.0)","(12.0, 17.0, 15.5)","(20.0, 27.0, 28.0)","(4.2, 4.7, 4.462962962962963)","(21.0, 29.0, 21.857142857142858)","(4.2, 99999, 99990)","(7.0, 10.5, 9.933333333333334)","(7.0, 99999, 99990)"
10-01-2023 16:30:06.834909,"(3.1, 5.3, 4.8625)","(101.0, 99999, 99990)","(41.0, 46.0, 35.666666666666664)","(12.0, 16.5, 14.0)","(20.0, 30.0, 26.125)","(4.2, 4.7, 4.483333333333333)","(21.0, 29.0, 21.857142857142858)","(4.2, 99999, 99990)","(7.0, 10.5, 9.933333333333334)","(7.0, 99999, 99990)"
10-01-2023 16:30:08.579190,"(3.1, 5.3, 4.8625)","(101.0, 99999, 99990)","(41.0, 44.0, 36.0)","(12.0, 16.5, 14.0)","(20.0, 28.0, 26.125)","(4.2, 4.7, 4.462962962962963)","(21.0, 29.0, 21.857142857142858)","(4.2, 99999, 99990)","(7.0, 10.5, 9.933333333333334)","(7.0, 99999, 99990)"
10-01-2023 16:30:10.198921,"(3.1, 5.3, 4.8)","(101.0, 99999, 99990)","(41.0, 42.0, 36.0)","(12.0, 16.5, 14.0)","(20.0, 28.0, 26.5)","(4.2, 4.7, 4.462962962962963)","(21.0, 29.0, 23.5)","(4.2, 99999, 99990)","(7.0, 10.5, 9.933333333333334)","(7.0, 99999, 99990)"
10-01-2023 16:30:11.982877,"(3.1, 5.3, 4.8)","(101.0, 99999, 99990)","(41.0, 42.0, 36.0)","(12.0, 16.5, 14.0)","(20.0, 28.0, 26.5)","(4.2, 4.7, 4.462962962962963)","(21.0, 28.0, 20.77777777777778)","(4.2, 99999, 99990)","(7.0, 10.5, 9.933333333333334)","(7.0, 99999, 99990)"
10-01-2023 16:30:13.809512,"(3.1, 5.3, 5.225)","(101.0, 99999, 99990)","(41.0, 42.0, 36.0)","(12.0, 16.5, 14.0)","(20.0, 28.0, 26.5)","(4.2, 4.7, 4.462962962962963)","(21.0, 27.0, 20.77777777777778)","(4.2, 99999, 99990)","(7.0, 10.5, 9.933333333333334)","(7.0, 99999, 99990)"
10-01-2023 16:30:15.452595,"(3.1, 5.3, 5.2250000000000005)","(101.0, 99999, 99990)","(41.0, 42.0, 36.0)","(12.0, 16.5, 14.0)","(18.0, 28.0, 26.5)","(4.2, 4.7, 4.4714285714285715)","(21.0, 27.0, 20.81818181818182)","(4.2, 99999, 99990)","(7.0, 10.5, 9.8625)","(7.0, 99999, 99990)"
10-01-2023 16:30:16.921161,"(3.1, 5.4, 5.2250000000000005)","(101.0, 99999, 99990)","(41.0, 42.0, 36.0)","(12.0, 16.5, 15.071428571428571)","(18.0, 28.0, 26.2)","(4.2, 4.7, 4.4714285714285715)","(21.0, 27.0, 24.125)","(4.2, 99999, 99990)","(7.0, 10.5, 9.8625)","(7.0, 99999, 99990)"
10-01-2023 16:30:18.401790,"(3.1, 5.4, 5.2250000000000005)","(101.0, 99999, 99990)","(41.0, 40.0, 36.0)","(12.0, 16.5, 15.071428571428571)","(18.0, 27.0, 26.2)","(4.2, 4.7, 4.4714285714285715)","(21.0, 26.0, 24.125)","(4.2, 99999, 99990)","(7.0, 10.5, 9.8625)","(7.0, 99999, 99990)"
10-01-2023 16:30:19.892034,"(3.1, 5.4, 5.2250000000000005)","(101.0, 99999, 99990)","(41.0, 40.0, 35.0)","(12.0, 16.5, 14.3125)","(18.0, 27.0, 26.2)","(4.2, 4.7, 4.4714285714285715)","(21.0, 26.0, 24.125)","(4.2, 99999, 99990)","(7.0, 10.5, 9.8625)","(7.0, 99999, 99990)"
10-01-2023 16:30:21.416974,"(3.1, 5.4, 5.2250000000000005)","(101.0, 99999, 99990)","(41.0, 40.0, 35.0)","(12.0, 16.5, 14.3125)","(18.0, 27.0, 26.2)","(4.2, 4.7, 4.4714285714285715)","(21.0, 26.0, 23.666666666666668)","(4.2, 99999, 99990)","(7.0, 10.5, 9.8625)","(7.0, 99999, 99990)"
10-01-2023 16:30:22.931931,"(3.2, 5.4, 5.2250000000000005)","(101.0, 99999, 99990)","(41.0, 40.0, 35.0)","(12.0, 16.5, 13.333333333333334)","(18.0, 27.0, 26.5)","(3.9, 4.7, 4.4714285714285715)","(21.0, 26.0, 23.666666666666668)","(4.4, 99999, 99990)","(7.5, 10.5, 9.8625)","(7.0, 99999, 99990)"
10-01-2023 16:30:24.465224,"(3.2, 5.4, 5.25)","(101.0, 99999, 99990)","(41.0, 40.0, 35.0)","(12.0, 16.0, 15.0625)","(18.0, 28.0, 28.0625)","(3.9, 4.7, 4.4714285714285715)","(21.0, 26.0, 23.666666666666668)","(4.4, 99999, 99990)","(7.5, 10.5, 9.8625)","(7.0, 99999, 99990)"
10-01-2023 16:30:25.831626,"(3.2, 5.4, 5.25)","(101.0, 99999, 99990)","(41.0, 40.0, 35.0)","(12.0, 15.5, 14.041666666666668)","(18.0, 32.0, 28.0625)","(3.9, 4.7, 4.4714285714285715)","(21.0, 26.0, 23.666666666666668)","(4.4, 99999, 99990)","(7.5, 10.5, 9.8625)","(7.0, 99999, 99990)"
10-01-2023 16:30:27.240069,"(3.2, 5.4, 5.25)","(101.0, 99999, 99990)","(41.0, 40.0, 35.0)","(12.0, 15.5, 14.041666666666668)","(18.0, 32.0, 28.0625)","(3.9, 4.7, 4.008484848484849)","(21.0, 26.0, 23.666666666666668)","(4.4, 99999, 99990)","(7.5, 10.5, 9.942857142857143)","(7.0, 99999, 99990)"
10-01-2023 16:30:28.563459,"(3.2, 5.4, 5.185714285714286)","(101.0, 99999, 99990)","(41.0, 40.0, 35.0)","(12.0, 15.5, 14.6)","(18.0, 32.0, 27.545454545454547)","(3.9, 4.2, 4.2555555555555555)","(21.0, 26.0, 23.666666666666668)","(4.4, 99999, 99990)","(7.5, 10.5, 9.942857142857143)","(7.0, 99999, 99990)"
10-01-2023 16:30:30.051847,"(3.2, 5.4, 5.185714285714286)","(101.0, 99999, 99990)","(41.0, 40.0, 35.0)","(12.0, 15.5, 14.6)","(18.0, 29.0, 27.545454545454547)","(3.9, 4.7, 4.449999999999999)","(21.0, 26.0, 23.666666666666668)","(4.4, 99999, 99990)","(7.5, 10.5, 9.942857142857143)","(7.0, 99999, 99990)"
10-01-2023 16:30:31.639314,"(3.2, 5.4, 5.185714285714286)","(101.0, 99999, 99990)","(41.0, 40.0, 36.4)","(12.0, 15.5, 14.6)","(18.0, 29.0, 27.333333333333332)","(3.9, 4.6, 4.4)","(21.0, 26.0, 21.285714285714285)","(4.4, 99999, 99990)","(7.5, 10.5, 9.942857142857143)","(7.0, 99999, 99990)"
10-01-2023 16:30:33.437949,"(3.2, 5.4, 5.1)","(101.0, 99999, 99990)","(41.0, 40.0, 36.4)","(12.0, 15.5, 14.6)","(18.0, 28.0, 27.333333333333332)","(3.9, 4.6, 4.449999999999999)","(21.0, 27.0, 45.375)","(4.4, 99999, 99990)","(7.5, 10.5, 9.942857142857143)","(7.0, 99999, 99990)"
10-01-2023 16:30:35.377320,"(3.2, 5.4, 5.05)","(101.0, 99999, 99990)","(41.0, 40.0, 34.285714285714285)","(12.0, 15.5, 14.6)","(18.0, 28.0, 28.0625)","(3.9, 4.6, 4.3999999999999995)","(21.0, 60.0, 41.714285714285715)","(4.4, 99999, 99990)","(7.5, 10.5, 9.942857142857143)","(7.0, 99999, 99990)"
10-01-2023 16:30:37.218686,"(3.2, 5.4, 5.1)","(101.0, 99999, 99990)","(41.0, 40.0, 34.666666666666664)","(12.0, 15.5, 14.6)","(18.0, 32.0, 28.0625)","(3.9, 4.6, 4.3999999999999995)","(21.0, 50.0, 33.27272727272727)","(4.4, 99999, 99990)","(7.5, 10.5, 9.942857142857143)","(7.0, 99999, 99990)"
10-01-2023 16:30:39.294973,"(3.2, 5.4, 5.1)","(101.0, 99999, 99990)","(41.0, 40.0, 34.666666666666664)","(12.0, 15.5, 14.6)","(18.0, 32.0, 28.0625)","(3.9, 4.6, 4.3999999999999995)","(21.0, 48.0, 41.833333333333336)","(4.4, 99999, 99990)","(7.5, 10.5, 9.942857142857143)","(7.0, 99999, 99990)"
10-01-2023 16:30:40.746362,"(3.2, 5.4, 5.3428571428571425)","(101.0, 99999, 99990)","(41.0, 40.0, 36.0)","(12.0, 15.5, 14.6)","(18.0, 32.0, 27.333333333333332)","(3.9, 4.6, 4.3999999999999995)","(21.0, 46.0, 40.16666666666667)","(4.4, 99999, 99990)","(7.5, 10.5, 9.942857142857143)","(7.0, 99999, 99990)"
10-01-2023 16:30:42.171241,"(3.2, 5.8, 5.3428571428571425)","(101.0, 99999, 99990)","(41.0, 40.0, 36.0)","(12.0, 15.5, 14.6)","(18.0, 30.0, 27.333333333333332)","(3.9, 4.6, 4.3)","(21.0, 44.0, 40.16666666666667)","(4.4, 99999, 99990)","(7.5, 10.5, 11.6)","(7.0, 99999, 99990)"
10-01-2023 16:30:43.706106,"(3.2, 5.7, 5.199999999999999)","(101.0, 99999, 99990)","(41.0, 40.0, 36.0)","(12.0, 15.5, 14.6)","(18.0, 30.0, 27.333333333333332)","(3.9, 4.6, 4.3)","(21.0, 44.0, 40.16666666666667)","(4.4, 99999, 99990)","(7.5, 13.0, 9.625)","(7.0, 99999, 99990)"
10-01-2023 16:30:45.161450,"(3.2, 5.7, 5.199999999999999)","(101.0, 99999, 99990)","(41.0, 40.0, 36.4)","(12.0, 15.5, 14.6)","(18.0, 28.0, 27.333333333333332)","(3.9, 4.6, 4.3)","(21.0, 44.0, 40.16666666666667)","(4.4, 99999, 99990)","(7.5, 10.0, 9.625)","(7.0, 99999, 99990)"
10-01-2023 16:30:46.593984,"(3.2, 5.7, 5.199999999999999)","(101.0, 99999, 99990)","(41.0, 40.0, 35.0)","(12.0, 15.5, 14.6)","(18.0, 28.0, 28.0625)","(3.9, 4.6, 4.2727272727272725)","(21.0, 44.0, 30.0)","(4.4, 99999, 99990)","(7.5, 10.0, 9.625)","(7.0, 99999, 99990)"
10-01-2023 16:30:47.953975,"(3.2, 5.7, 5.199999999999999)","(101.0, 99999, 99990)","(41.0, 40.0, 37.0)","(12.0, 15.5, 14.6)","(18.0, 32.0, 28.0625)","(3.9, 4.6, 4.2727272727272725)","(21.0, 42.0, 32.666666666666664)","(4.4, 99999, 99990)","(7.5, 10.0, 9.625)","(7.0, 99999, 99990)"
10-01-2023 16:30:49.254075,"(3.2, 5.7, 5.199999999999999)","(101.0, 99999, 99990)","(41.0, 40.0, 36.57142857142857)","(12.0, 15.5, 14.6)","(18.0, 32.0, 27.333333333333332)","(3.9, 4.6, 4.333333333333333)","(21.0, 38.0, 35.0)","(4.4, 99999, 99990)","(7.5, 10.0, 9.7)","(7.0, 99999, 99990)"
10-01-2023 16:30:50.572274,"(3.2, 5.7, 5.199999999999999)","(101.0, 99999, 99990)","(41.0, 40.0, 36.57142857142857)","(12.0, 15.5, 19.0)","(18.0, 30.0, 27.333333333333332)","(3.9, 4.5, 4.35)","(21.0, 38.0, 31.666666666666664)","(4.4, 99999, 99990)","(7.5, 10.0, 9.399999999999999)","(7.0, 99999, 99990)"
10-01-2023 16:30:52.142518,"(3.2, 5.7, 5.199999999999999)","(101.0, 99999, 99990)","(41.0, 40.0, 36.57142857142857)","(12.0, 25.0, 16.666666666666668)","(18.0, 30.0, 28.11111111111111)","(3.9, 4.5, 4.35)","(21.0, 36.0, 31.666666666666664)","(4.4, 99999, 99990)","(7.5, 10.0, 9.399999999999999)","(7.0, 99999, 99990)"
10-01-2023 16:30:53.583553,"(3.2, 5.7, 5.199999999999999)","(101.0, 99999, 99990)","(41.0, 40.0, 37.0)","(12.0, 24.0, 15.0)","(18.0, 29.0, 27.333333333333332)","(3.9, 4.5, 4.35)","(21.0, 36.0, 29.0)","(4.4, 99999, 99990)","(7.5, 10.0, 9.399999999999999)","(7.0, 99999, 99990)"
10-01-2023 16:30:54.924981,"(3.2, 5.7, 5.199999999999999)","(101.0, 99999, 99990)","(41.0, 40.0, 37.85714285714286)","(12.0, 23.0, 15.666666666666666)","(18.0, 28.0, 27.333333333333332)","(3.9, 4.5, 4.35)","(21.0, 36.0, 29.0)","(4.4, 99999, 99990)","(7.5, 10.0, 9.399999999999999)","(7.0, 99999, 99990)"
10-01-2023 16:30:56.373357,"(3.2, 5.7, 5.283333333333333)","(101.0, 99999, 99990)","(41.0, 40.0, 37.0)","(12.0, 21.0, 14.4)","(18.0, 28.0, 27.333333333333332)","(3.9, 4.5, 4.35)","(21.0, 36.0, 29.0)","(4.4, 99999, 99990)","(7.5, 10.0, 9.399999999999999)","(7.0, 99999, 99990)"
10-01-2023 16:30:57.971092,"(3.2, 5.7, 5.283333333333333)","(101.0, 99999, 99990)","(41.0, 40.0, 37.0)","(12.0, 20.0, 18.333333333333332)","(18.0, 28.0, 26.272727272727273)","(3.9, 4.5, 4.35)","(21.0, 36.0, 29.0)","(4.4, 99999, 99990)","(7.5, 10.0, 8.8)","(7.0, 99999, 99990)"
