,War Hammer,Sketchy In By,Hooked On Jack,Lend The Moose,Olsen Gang,Willina Charm,Pure Devil,Cosmic Franky
07-12-2022 13:25:21.508588,"(4.0, 5.0, 4.71304347826087)","(2.6, 3.35, 3.2437500000000004)","(26.0, 34.0, 30.363636363636363)","(8.5, 13.0, 12.806451612903226)","(81.0, 390.0, 256.0869565217391)","(12.0, 21.0, 20.238095238095237)","(12.0, 16.0, 15.868421052631579)","(3.3, 4.0, 3.9541666666666666)"
07-12-2022 13:25:22.578190,"(4.0, 5.0, 4.811111111111111)","(2.6, 3.35, 3.21304347826087)","(26.0, 34.0, 31.333333333333332)","(8.5, 13.0, 12.806451612903226)","(81.0, 390.0, 256.0869565217391)","(12.0, 21.0, 20.238095238095237)","(12.0, 16.0, 16.433333333333334)","(3.3, 4.0, 3.9857142857142858)"
07-12-2022 13:25:23.946501,"(4.0, 5.0, 4.816666666666666)","(2.6, 3.3, 3.253846153846154)","(26.0, 34.0, 30.285714285714285)","(8.5, 13.0, 12.806451612903226)","(81.0, 390.0, 256.0869565217391)","(12.0, 21.0, 20.238095238095237)","(12.0, 16.5, 16.136363636363637)","(3.3, 4.2, 3.96)"
07-12-2022 13:25:24.995778,"(4.0, 5.0, 4.816666666666666)","(2.6, 3.3, 3.253846153846154)","(26.0, 32.0, 30.285714285714285)","(8.5, 13.0, 12.806451612903226)","(81.0, 390.0, 256.0869565217391)","(12.0, 21.0, 20.238095238095237)","(12.0, 16.5, 15.85)","(3.3, 4.2, 3.966666666666667)"
07-12-2022 13:25:26.285024,"(4.0, 5.0, 5.050000000000001)","(2.6, 3.3, 3.265217391304348)","(26.0, 32.0, 30.8)","(8.5, 13.0, 12.806451612903226)","(81.0, 390.0, 256.0869565217391)","(12.0, 21.0, 20.238095238095237)","(12.0, 16.0, 15.85)","(3.3, 4.0, 3.9657142857142857)"
07-12-2022 13:25:27.549322,"(4.0, 5.2, 5.050000000000001)","(2.6, 3.3, 3.265217391304348)","(26.0, 32.0, 31.166666666666668)","(8.5, 13.0, 12.806451612903226)","(81.0, 390.0, 256.0869565217391)","(12.0, 21.0, 19.666666666666668)","(12.0, 16.0, 15.85)","(3.3, 4.0, 3.9657142857142857)"
07-12-2022 13:25:28.624445,"(4.0, 5.1, 5.074999999999999)","(2.6, 3.3, 3.261904761904762)","(26.0, 32.0, 31.166666666666668)","(8.5, 13.0, 12.806451612903226)","(81.0, 390.0, 256.0869565217391)","(12.0, 21.0, 20.11111111111111)","(12.0, 16.0, 15.868421052631579)","(3.3, 4.0, 3.9657142857142857)"
07-12-2022 13:25:29.711455,"(4.0, 5.1, 5.074999999999999)","(2.6, 3.3, 3.214285714285714)","(26.0, 32.0, 30.571428571428573)","(8.5, 13.0, 12.806451612903226)","(81.0, 390.0, 256.0869565217391)","(12.0, 21.0, 19.666666666666668)","(12.0, 16.0, 15.868421052631579)","(3.3, 4.0, 3.9657142857142857)"
07-12-2022 13:25:30.866273,"(4.0, 5.2, 5.061538461538462)","(2.6, 3.3, 3.1615384615384614)","(26.0, 32.0, 30.941176470588236)","(8.5, 13.0, 12.806451612903226)","(81.0, 390.0, 256.0869565217391)","(12.0, 21.0, 19.857142857142858)","(12.0, 16.0, 16.44736842105263)","(3.3, 4.0, 3.9857142857142858)"
07-12-2022 13:25:32.065618,"(4.0, 5.2, 5.042857142857143)","(2.6, 3.25, 3.164285714285714)","(26.0, 32.0, 30.333333333333332)","(8.5, 13.0, 12.736842105263158)","(81.0, 390.0, 256.0869565217391)","(12.0, 21.0, 20.157894736842106)","(12.0, 16.5, 16.44736842105263)","(3.3, 4.2, 4.0181818181818185)"
07-12-2022 13:25:33.243935,"(4.0, 5.2, 5.016666666666667)","(2.6, 3.25, 3.223333333333333)","(26.0, 32.0, 29.272727272727273)","(8.5, 13.0, 12.736842105263158)","(81.0, 390.0, 256.0869565217391)","(12.0, 21.0, 20.157894736842106)","(12.0, 16.5, 16.192307692307693)","(3.3, 4.2, 3.9661290322580647)"
07-12-2022 13:25:34.337182,"(4.0, 5.2, 5.016666666666667)","(2.6, 3.25, 3.223333333333333)","(26.0, 32.0, 29.272727272727273)","(8.5, 13.0, 12.736842105263158)","(81.0, 390.0, 262.72727272727275)","(12.0, 21.0, 19.916666666666668)","(12.0, 16.5, 15.823529411764707)","(3.3, 4.2, 3.9575)"
07-12-2022 13:25:35.425455,"(4.2, 5.2, 5.016666666666667)","(2.7, 3.25, 3.2175675675675675)","(21.0, 32.0, 30.181818181818183)","(9.0, 13.0, 12.791666666666666)","(81.0, 390.0, 256.0869565217391)","(13.0, 20.0, 19.916666666666668)","(13.0, 16.0, 15.84375)","(3.3, 4.1, 3.9642857142857144)"
07-12-2022 13:25:36.687200,"(4.2, 5.2, 5.016666666666667)","(2.7, 3.25, 3.2189655172413794)","(21.0, 32.0, 30.285714285714285)","(9.0, 13.0, 13.402777777777779)","(81.0, 390.0, 177.85714285714286)","(13.0, 20.0, 19.916666666666668)","(13.0, 16.0, 15.84375)","(3.3, 4.1, 3.956)"
07-12-2022 13:25:37.998566,"(4.2, 5.2, 5.016666666666667)","(2.6, 3.25, 3.2189655172413794)","(21.0, 32.0, 30.333333333333332)","(9.0, 13.5, 12.794117647058824)","(81.0, 390.0, 255.0)","(13.0, 20.0, 19.916666666666668)","(13.0, 16.0, 15.571428571428571)","(3.3, 4.1, 3.956)"
07-12-2022 13:25:39.120552,"(4.2, 5.2, 5.016666666666667)","(2.6, 3.25, 3.2189655172413794)","(21.0, 32.0, 31.142857142857142)","(9.0, 13.5, 12.6)","(81.0, 390.0, 261.304347826087)","(13.0, 20.0, 20.22222222222222)","(13.0, 16.0, 16.428571428571427)","(3.3, 4.1, 3.9578947368421056)"
07-12-2022 13:25:40.311229,"(4.2, 5.2, 5.016666666666667)","(2.6, 3.25, 3.226923076923077)","(21.0, 32.0, 29.75)","(9.0, 13.5, 12.661764705882353)","(81.0, 370.0, 261.304347826087)","(13.0, 21.0, 20.22222222222222)","(13.0, 16.5, 16.428571428571427)","(3.3, 4.1, 3.9578947368421056)"
07-12-2022 13:25:41.400875,"(4.2, 4.9, 4.816)","(2.6, 3.25, 3.23)","(21.0, 32.0, 29.75)","(9.0, 13.5, 12.661764705882353)","(81.0, 370.0, 261.304347826087)","(13.0, 21.0, 20.22222222222222)","(13.0, 16.5, 16.0)","(3.3, 4.1, 3.966666666666667)"
07-12-2022 13:25:42.502050,"(4.2, 4.9, 4.773529411764706)","(2.6, 3.25, 3.1954545454545453)","(21.0, 32.0, 30.714285714285715)","(9.0, 13.5, 12.725806451612904)","(81.0, 370.0, 261.304347826087)","(13.0, 21.0, 20.22222222222222)","(13.0, 16.5, 15.8)","(3.3, 4.1, 3.9658536585365853)"
07-12-2022 13:25:43.669824,"(4.2, 4.9, 4.729629629629629)","(2.6, 3.3, 3.3071428571428574)","(21.0, 32.0, 30.75)","(9.0, 13.5, 12.725806451612904)","(81.0, 370.0, 261.304347826087)","(13.0, 21.0, 20.22222222222222)","(13.0, 16.0, 15.74074074074074)","(3.3, 4.0, 3.98)"
07-12-2022 13:25:44.951646,"(4.2, 4.9, 4.728571428571429)","(2.6, 3.35, 3.3083333333333336)","(21.0, 32.0, 31.23076923076923)","(9.0, 13.5, 12.661764705882353)","(81.0, 370.0, 170.0)","(13.0, 21.0, 20.22222222222222)","(13.0, 16.0, 15.74074074074074)","(3.3, 4.1, 3.98)"
07-12-2022 13:25:46.204039,"(4.2, 4.9, 4.728571428571429)","(2.6, 3.35, 3.3083333333333336)","(21.0, 32.0, 30.75)","(9.0, 13.5, 12.517241379310345)","(81.0, 370.0, 210.0)","(13.0, 21.0, 20.22222222222222)","(13.0, 16.0, 15.714285714285714)","(3.3, 4.1, 3.98)"
07-12-2022 13:25:47.594864,"(4.2, 4.9, 4.800000000000001)","(2.6, 3.35, 3.246153846153846)","(21.0, 32.0, 30.333333333333332)","(9.0, 13.5, 13.152173913043478)","(81.0, 370.0, 250.0)","(13.0, 21.0, 20.0)","(13.0, 16.0, 15.535714285714286)","(3.3, 4.1, 3.9875)"
07-12-2022 13:25:48.852219,"(4.2, 4.9, 4.770588235294118)","(2.6, 3.3, 3.222)","(21.0, 32.0, 30.714285714285715)","(9.0, 13.5, 13.104166666666666)","(81.0, 370.0, 283.33333333333337)","(13.0, 21.0, 20.0)","(13.0, 17.0, 16.108695652173914)","(3.3, 4.1, 3.9714285714285715)"
07-12-2022 13:25:50.129061,"(4.2, 4.9, 4.79)","(2.6, 3.3, 3.2944444444444443)","(21.0, 32.0, 30.0)","(9.0, 13.5, 13.104166666666666)","(81.0, 360.0, 245.0)","(13.0, 21.0, 19.952380952380953)","(13.0, 16.5, 15.98076923076923)","(3.3, 4.1, 3.9714285714285715)"
07-12-2022 13:25:51.298181,"(4.2, 4.9, 4.863636363636364)","(2.6, 3.3, 3.2944444444444443)","(21.0, 32.0, 30.846153846153847)","(9.0, 13.5, 13.104166666666666)","(81.0, 360.0, 283.33333333333337)","(13.0, 21.0, 19.58823529411765)","(13.0, 16.5, 15.25)","(3.3, 4.1, 3.9545454545454546)"
07-12-2022 13:25:52.518846,"(4.2, 4.9, 4.82)","(2.6, 3.35, 3.33936170212766)","(21.0, 32.0, 29.333333333333332)","(9.0, 13.5, 13.104166666666666)","(81.0, 360.0, 245.0)","(13.0, 21.0, 19.76923076923077)","(13.0, 15.5, 15.8)","(3.3, 4.0, 3.9545454545454546)"
07-12-2022 13:25:53.764376,"(4.2, 5.0, 4.9)","(2.6, 3.35, 3.33936170212766)","(21.0, 32.0, 29.5)","(9.0, 13.5, 13.104166666666666)","(81.0, 360.0, 245.0)","(13.0, 20.0, 19.8125)","(13.0, 16.0, 15.5)","(3.3, 4.0, 3.9545454545454546)"
07-12-2022 13:25:54.902962,"(4.2, 5.0, 4.892307692307693)","(2.6, 3.35, 3.342)","(21.0, 32.0, 30.235294117647058)","(9.0, 13.5, 13.104166666666666)","(81.0, 360.0, 283.33333333333337)","(13.0, 20.0, 19.892857142857142)","(13.0, 16.0, 15.857142857142858)","(3.3, 4.0, 3.9545454545454546)"
07-12-2022 13:25:56.190963,"(4.2, 5.0, 4.9192307692307695)","(2.6, 3.3, 3.2874999999999996)","(21.0, 32.0, 30.0)","(9.0, 13.5, 13.104166666666666)","(81.0, 360.0, 245.0)","(13.0, 20.0, 19.892857142857142)","(13.0, 16.0, 15.857142857142858)","(3.3, 4.0, 3.9625000000000004)"
07-12-2022 13:25:57.363443,"(4.2, 5.1, 4.992857142857143)","(2.6, 3.3, 3.2874999999999996)","(21.0, 32.0, 30.285714285714285)","(9.0, 13.5, 13.104166666666666)","(81.0, 360.0, 208.57142857142856)","(13.0, 20.0, 19.166666666666668)","(13.0, 16.0, 16.0)","(3.3, 4.0, 3.9888888888888885)"
07-12-2022 13:25:58.492229,"(4.2, 5.1, 5.078571428571428)","(2.6, 3.3, 3.2249999999999996)","(21.0, 32.0, 30.285714285714285)","(9.0, 13.5, 13.104166666666666)","(81.0, 350.0, 245.78947368421052)","(13.0, 19.5, 18.875)","(13.0, 16.5, 15.55)","(3.3, 4.1, 3.975)"
07-12-2022 13:25:59.657695,"(4.2, 5.1, 5.042857142857143)","(2.6, 3.3, 3.2153846153846155)","(21.0, 32.0, 30.428571428571427)","(9.0, 13.5, 13.098591549295774)","(81.0, 350.0, 208.57142857142856)","(13.0, 20.0, 19.25)","(13.0, 17.0, 15.6)","(3.3, 4.0, 3.9175)"
07-12-2022 13:26:00.917312,"(4.2, 5.1, 4.96)","(2.6, 3.3, 3.2857142857142856)","(21.0, 34.0, 30.428571428571427)","(9.0, 13.5, 13.098591549295774)","(81.0, 350.0, 208.57142857142856)","(13.0, 20.0, 19.25)","(13.0, 16.0, 15.555555555555555)","(3.3, 4.0, 3.90625)"
07-12-2022 13:26:02.054404,"(4.2, 5.1, 4.944444444444445)","(2.6, 3.3, 3.2777777777777777)","(21.0, 34.0, 30.428571428571427)","(9.0, 13.5, 13.098591549295774)","(81.0, 350.0, 208.57142857142856)","(13.0, 20.0, 19.25)","(13.0, 16.0, 15.555555555555555)","(3.3, 4.0, 3.914285714285714)"
07-12-2022 13:26:03.372518,"(4.2, 5.1, 4.9799999999999995)","(2.6, 3.3, 3.298)","(21.0, 34.0, 32.07692307692308)","(9.0, 13.5, 13.068493150684931)","(81.0, 350.0, 245.78947368421052)","(13.0, 20.0, 18.875)","(13.0, 16.0, 15.313559322033898)","(3.3, 3.95, 3.8321428571428573)"
07-12-2022 13:26:04.376600,"(4.2, 5.1, 4.997368421052632)","(2.6, 3.35, 3.324)","(21.0, 34.0, 32.07692307692308)","(9.0, 13.5, 13.068493150684931)","(81.0, 350.0, 245.78947368421052)","(13.0, 20.0, 19.61111111111111)","(13.0, 16.0, 15.476190476190476)","(3.3, 3.85, 3.8023809523809526)"
07-12-2022 13:26:05.617252,"(4.2, 5.1, 4.989130434782608)","(2.6, 3.35, 3.3119047619047617)","(21.0, 34.0, 31.0)","(9.0, 13.0, 12.88135593220339)","(81.0, 350.0, 208.57142857142856)","(13.0, 21.0, 19.666666666666668)","(13.0, 15.5, 15.474358974358974)","(3.3, 3.85, 3.835714285714286)"
07-12-2022 13:26:06.807310,"(4.2, 5.1, 5.0027027027027025)","(2.6, 3.35, 3.3075757575757576)","(21.0, 34.0, 30.5)","(9.0, 13.0, 12.88135593220339)","(81.0, 350.0, 216.95652173913044)","(13.0, 21.0, 20.0)","(13.0, 15.5, 15.474358974358974)","(3.3, 3.85, 3.8305970149253734)"
07-12-2022 13:26:07.928842,"(4.2, 5.1, 5.020588235294118)","(2.6, 3.35, 3.3085365853658537)","(21.0, 34.0, 31.666666666666668)","(9.0, 13.0, 12.88135593220339)","(81.0, 330.0, 216.95652173913044)","(13.0, 21.0, 20.0)","(13.0, 15.5, 15.475)","(3.3, 3.85, 3.823972602739726)"
07-12-2022 13:26:09.319781,"(4.2, 5.1, 5.015789473684211)","(2.6, 3.35, 3.295238095238095)","(21.0, 34.0, 31.8125)","(9.0, 13.0, 12.890625)","(81.0, 330.0, 185.55555555555554)","(13.0, 21.0, 20.846153846153847)","(13.0, 15.5, 15.475)","(3.3, 3.85, 3.8385245901639347)"
07-12-2022 13:26:10.535948,"(4.2, 5.1, 4.981481481481482)","(2.6, 3.35, 3.2807692307692307)","(21.0, 34.0, 32.25)","(9.0, 13.0, 12.7)","(81.0, 330.0, 216.95652173913044)","(13.0, 21.0, 20.88888888888889)","(13.0, 15.5, 15.475)","(3.3, 3.85, 3.842857142857143)"
07-12-2022 13:26:11.765574,"(4.2, 5.1, 4.95)","(2.7, 3.35, 3.28135593220339)","(21.0, 34.0, 32.588235294117645)","(9.0, 13.5, 12.75)","(81.0, 330.0, 185.55555555555554)","(13.0, 21.0, 20.88888888888889)","(13.0, 15.5, 15.36)","(3.3, 3.85, 3.788793103448276)"
07-12-2022 13:26:12.895722,"(4.2, 5.1, 4.992307692307692)","(2.7, 3.35, 3.2867187500000004)","(21.0, 34.0, 33.2)","(9.0, 13.5, 13.048387096774194)","(81.0, 330.0, 185.55555555555554)","(13.0, 21.0, 20.88888888888889)","(13.0, 15.5, 15.366666666666667)","(3.3, 3.8, 3.7377777777777776)"
07-12-2022 13:26:13.991657,"(4.2, 5.1, 5.0)","(2.7, 3.35, 3.2728571428571427)","(21.0, 34.0, 33.2)","(9.0, 13.5, 13.08974358974359)","(81.0, 330.0, 208.26086956521738)","(13.0, 21.0, 20.625)","(13.0, 15.5, 15.372340425531915)","(3.3, 3.75, 3.614553990610329)"
07-12-2022 13:26:14.980821,"(4.2, 5.1, 5.025)","(2.7, 3.25, 3.2229411764705884)","(21.0, 34.0, 33.578947368421055)","(9.0, 13.5, 13.08974358974359)","(81.0, 310.0, 158.8)","(13.0, 21.0, 20.141025641025642)","(13.0, 15.5, 15.035714285714286)","(3.3, 3.65, 3.720833333333333)"
07-12-2022 13:26:16.021463,"(4.2, 5.2, 5.1000000000000005)","(2.7, 3.3, 3.2857142857142856)","(21.0, 34.0, 33.529411764705884)","(9.0, 13.5, 13.133333333333333)","(81.0, 310.0, 236.25)","(13.0, 22.0, 20.141025641025642)","(13.0, 16.0, 15.035714285714286)","(3.3, 3.75, 3.7357142857142858)"
07-12-2022 13:26:17.268857,"(4.2, 5.2, 5.071428571428572)","(2.7, 3.3, 3.2694444444444444)","(21.0, 34.0, 33.578947368421055)","(9.0, 13.5, 13.075757575757576)","(81.0, 300.0, 194.0)","(13.0, 22.0, 20.141025641025642)","(13.0, 16.0, 15.030303030303031)","(3.3, 3.75, 3.720833333333333)"
07-12-2022 13:26:18.459486,"(4.2, 5.2, 5.108333333333333)","(2.7, 3.3, 3.281578947368421)","(21.0, 34.0, 32.888888888888886)","(9.0, 13.5, 13.075757575757576)","(81.0, 290.0, 170.0)","(13.0, 22.0, 20.141025641025642)","(13.0, 16.0, 15.030303030303031)","(3.3, 3.75, 3.7289473684210526)"
07-12-2022 13:26:19.708439,"(4.2, 5.2, 5.108333333333333)","(2.7, 3.3, 3.263265306122449)","(21.0, 34.0, 32.94736842105263)","(9.0, 13.5, 13.075757575757576)","(81.0, 290.0, 170.0)","(13.0, 22.0, 20.141025641025642)","(13.0, 16.0, 15.035714285714286)","(3.3, 3.75, 3.723913043478261)"
07-12-2022 13:26:20.838788,"(4.2, 5.2, 5.144444444444445)","(2.7, 3.3, 3.2581395348837208)","(21.0, 34.0, 32.94736842105263)","(9.0, 13.5, 13.291666666666666)","(81.0, 290.0, 205.0)","(13.0, 22.0, 20.141025641025642)","(13.0, 16.0, 15.085714285714285)","(3.3, 3.8, 3.7211538461538463)"
07-12-2022 13:26:21.926553,"(4.2, 5.2, 5.154285714285715)","(2.7, 3.3, 3.2704545454545455)","(21.0, 34.0, 33.0)","(9.0, 13.0, 12.886363636363637)","(81.0, 280.0, 168.1818181818182)","(13.0, 22.0, 20.352272727272727)","(13.0, 16.0, 15.13888888888889)","(3.3, 3.8, 3.7522727272727274)"
07-12-2022 13:26:23.169172,"(4.2, 5.3, 5.225)","(2.7, 3.3, 3.2476190476190476)","(21.0, 34.0, 32.888888888888886)","(9.0, 13.0, 12.644736842105264)","(81.0, 270.0, 187.03703703703704)","(13.0, 22.0, 20.352272727272727)","(13.0, 16.0, 15.453488372093023)","(3.3, 3.8, 3.7508771929824563)"
07-12-2022 13:26:24.230016,"(4.2, 5.3, 5.231428571428571)","(2.7, 3.3, 3.2476190476190476)","(21.0, 34.0, 32.888888888888886)","(9.0, 13.0, 12.533333333333333)","(81.0, 270.0, 187.03703703703704)","(13.0, 22.0, 20.352272727272727)","(13.0, 15.5, 15.453488372093023)","(3.3, 3.8, 3.7491525423728813)"
07-12-2022 13:26:25.304926,"(4.2, 5.3, 5.265714285714285)","(2.7, 3.3, 3.2405405405405405)","(21.0, 34.0, 32.888888888888886)","(9.0, 13.0, 12.533333333333333)","(81.0, 270.0, 187.03703703703704)","(13.0, 22.0, 20.352272727272727)","(13.0, 15.5, 15.33673469387755)","(3.3, 3.8, 3.740697674418605)"
07-12-2022 13:26:26.314232,"(4.2, 5.3, 5.223809523809524)","(2.7, 3.3, 3.2555555555555555)","(21.0, 34.0, 32.94736842105263)","(9.0, 13.0, 12.517241379310345)","(81.0, 270.0, 187.03703703703704)","(13.0, 22.0, 20.352272727272727)","(13.0, 15.5, 15.33673469387755)","(3.3, 3.8, 3.73625)"
07-12-2022 13:26:27.322422,"(4.2, 5.3, 5.271428571428571)","(2.7, 3.2, 3.1933333333333334)","(21.0, 34.0, 32.94736842105263)","(9.0, 13.0, 12.588235294117647)","(81.0, 270.0, 220.58823529411762)","(13.0, 22.0, 20.352272727272727)","(13.0, 15.5, 15.372340425531915)","(3.3, 3.8, 3.73013698630137)"
07-12-2022 13:26:28.342749,"(4.2, 5.3, 5.273333333333333)","(2.7, 3.2, 3.1925925925925926)","(21.0, 34.0, 33.0)","(9.0, 13.0, 12.621621621621621)","(81.0, 250.0, 184.44444444444446)","(13.0, 22.0, 20.352272727272727)","(13.0, 15.5, 15.305555555555555)","(3.3, 3.8, 3.7392857142857143)"
07-12-2022 13:26:29.480410,"(4.2, 5.5, 5.298076923076923)","(2.7, 3.2, 3.1925925925925926)","(21.0, 34.0, 32.94736842105263)","(9.0, 13.0, 12.621621621621621)","(81.0, 240.0, 156.66666666666666)","(13.0, 22.0, 20.352272727272727)","(13.0, 16.0, 15.363636363636363)","(3.3, 3.8, 3.735483870967742)"
07-12-2022 13:26:30.596521,"(4.2, 5.4, 5.209090909090909)","(2.7, 3.2, 3.1817073170731707)","(21.0, 34.0, 33.75)","(9.0, 13.0, 12.621621621621621)","(81.0, 240.0, 163.07692307692307)","(13.0, 22.0, 20.352272727272727)","(13.0, 16.0, 15.307692307692308)","(3.2, 3.8, 3.7338235294117648)"
07-12-2022 13:26:31.692068,"(4.2, 5.4, 5.226666666666667)","(2.7, 3.2, 3.1863636363636365)","(21.0, 34.0, 33.75)","(9.0, 13.0, 12.5625)","(81.0, 240.0, 181.1764705882353)","(13.0, 22.0, 20.352272727272727)","(13.0, 16.0, 15.307692307692308)","(3.2, 3.8, 3.7338235294117648)"
07-12-2022 13:26:32.790596,"(4.2, 5.4, 5.216326530612244)","(2.7, 3.2, 3.172222222222222)","(21.0, 38.0, 34.8)","(9.0, 13.0, 12.566666666666666)","(81.0, 240.0, 185.0)","(13.0, 22.0, 20.352272727272727)","(13.0, 16.0, 15.75)","(3.2, 3.8, 3.740322580645161)"
07-12-2022 13:26:34.079944,"(4.2, 5.4, 5.237837837837838)","(2.7, 3.05, 3.023062730627306)","(21.0, 36.0, 35.351351351351354)","(9.0, 13.0, 12.676470588235293)","(81.0, 230.0, 154.0)","(13.0, 22.0, 20.473684210526315)","(13.0, 16.0, 15.84)","(3.2, 3.8, 3.758)"
07-12-2022 13:26:35.328283,"(4.2, 5.4, 5.392)","(2.7, 3.2, 3.11304347826087)","(21.0, 36.0, 35.333333333333336)","(9.0, 13.0, 12.521739130434783)","(81.0, 210.0, 164.34782608695653)","(13.0, 22.0, 20.256410256410255)","(13.0, 16.0, 15.535714285714286)","(3.2, 3.8, 3.7470588235294118)"
07-12-2022 13:26:36.514683,"(4.2, 5.4, 5.29047619047619)","(2.7, 3.25, 3.169230769230769)","(21.0, 36.0, 35.333333333333336)","(9.0, 13.0, 12.521739130434783)","(81.0, 210.0, 164.34782608695653)","(13.0, 22.0, 20.256410256410255)","(13.0, 16.0, 15.535714285714286)","(3.2, 3.8, 3.7470588235294118)"
07-12-2022 13:26:37.617490,"(4.2, 5.4, 5.300000000000001)","(2.7, 3.2, 3.1595744680851063)","(21.0, 36.0, 35.333333333333336)","(9.0, 13.0, 12.717391304347826)","(81.0, 210.0, 147.5)","(13.0, 21.0, 20.625)","(13.0, 16.0, 15.862068965517242)","(3.2, 3.75, 3.650751879699248)"
07-12-2022 13:26:38.821679,"(4.2, 5.4, 5.35483870967742)","(2.7, 3.2, 3.1472727272727274)","(21.0, 36.0, 35.333333333333336)","(9.0, 13.0, 12.75)","(81.0, 200.0, 150.0)","(13.0, 21.0, 20.625)","(13.0, 16.0, 15.808823529411764)","(3.2, 3.7, 3.6539772727272726)"
07-12-2022 13:26:40.012598,"(4.2, 5.4, 5.394444444444445)","(2.6, 3.2, 3.1472727272727274)","(21.0, 36.0, 35.333333333333336)","(9.0, 13.0, 12.738095238095237)","(81.0, 190.0, 155.2173913043478)","(14.0, 21.0, 20.166666666666668)","(13.0, 16.0, 15.828125)","(3.2, 3.7, 3.6539772727272726)"
07-12-2022 13:26:41.167282,"(4.2, 5.5, 5.368421052631579)","(2.6, 3.2, 3.13125)","(21.0, 36.0, 35.294117647058826)","(9.0, 13.0, 12.625)","(81.0, 190.0, 145.55555555555554)","(14.0, 21.0, 20.166666666666668)","(13.0, 16.0, 15.803571428571429)","(3.2, 3.7, 3.6524752475247526)"
07-12-2022 13:26:42.588218,"(4.2, 5.5, 5.372222222222222)","(2.6, 3.2, 3.107142857142857)","(21.0, 36.0, 35.38461538461539)","(9.0, 13.0, 12.6)","(81.0, 190.0, 142.0)","(14.0, 21.0, 20.214285714285715)","(13.0, 16.0, 17.043478260869566)","(3.2, 3.7, 3.627731092436975)"
07-12-2022 13:26:43.686363,"(4.2, 5.5, 5.4)","(2.6, 3.2, 3.107142857142857)","(21.0, 36.0, 35.38461538461539)","(9.0, 13.0, 12.6)","(81.0, 190.0, 142.0)","(14.0, 22.0, 20.152173913043477)","(13.0, 18.0, 17.11111111111111)","(3.2, 3.7, 3.608791208791209)"
07-12-2022 13:26:44.704018,"(4.2, 5.5, 5.472413793103448)","(2.6, 3.1, 3.0556451612903226)","(21.0, 36.0, 35.407407407407405)","(9.0, 13.0, 12.738095238095237)","(81.0, 190.0, 139.4736842105263)","(14.0, 22.0, 20.068181818181817)","(13.0, 18.0, 17.11111111111111)","(3.2, 3.65, 3.608791208791209)"
07-12-2022 13:26:45.712420,"(4.2, 5.6, 5.495652173913043)","(2.6, 3.1, 3.0647959183673468)","(21.0, 34.0, 33.84)","(9.0, 13.0, 12.88888888888889)","(81.0, 190.0, 151.9047619047619)","(14.0, 21.0, 20.823529411764707)","(13.0, 18.0, 17.666666666666668)","(3.2, 3.65, 3.6025280898876404)"
07-12-2022 13:26:46.871078,"(4.2, 5.6, 5.423529411764705)","(2.6, 3.15, 3.0455882352941175)","(21.0, 36.0, 35.36)","(9.0, 13.0, 12.23728813559322)","(81.0, 190.0, 111.50943396226415)","(14.0, 21.0, 18.649253731343283)","(13.0, 18.0, 17.25)","(3.2, 3.65, 3.608)"
07-12-2022 13:26:48.067167,"(4.2, 5.7, 5.657894736842105)","(2.6, 3.15, 3.1272727272727274)","(21.0, 30.0, 29.0625)","(9.0, 12.5, 12.388157894736842)","(81.0, 130.0, 111.70212765957447)","(14.0, 19.5, 18.63888888888889)","(13.0, 18.0, 17.416666666666668)","(3.2, 3.65, 3.607541899441341)"
07-12-2022 13:26:49.346003,"(4.2, 5.7, 5.6421052631578945)","(2.6, 3.2, 3.187323943661972)","(21.0, 30.0, 29.02127659574468)","(9.0, 12.5, 12.196850393700787)","(81.0, 130.0, 104.70588235294117)","(14.0, 19.5, 18.574626865671643)","(13.0, 17.5, 16.375)","(3.2, 3.65, 3.6136690647482013)"
07-12-2022 13:26:50.634294,"(4.2, 5.8, 5.644827586206897)","(2.6, 3.2, 3.2135294117647057)","(21.0, 30.0, 28.392857142857142)","(9.0, 12.5, 12.176470588235293)","(81.0, 130.0, 104.70588235294117)","(14.0, 19.5, 18.574626865671643)","(13.0, 17.5, 16.375)","(3.2, 3.65, 3.614179104477612)"
07-12-2022 13:26:51.916817,"(4.2, 5.8, 5.6177777777777775)","(2.6, 3.25, 3.2472222222222222)","(21.0, 30.0, 28.392857142857142)","(9.0, 12.5, 11.0875)","(81.0, 130.0, 104.70588235294117)","(14.0, 19.5, 18.560606060606062)","(13.0, 17.5, 16.428571428571427)","(3.2, 3.65, 3.6370689655172415)"
07-12-2022 13:26:53.148708,"(4.2, 5.8, 5.6177777777777775)","(2.6, 3.25, 3.2472222222222222)","(21.0, 30.0, 28.392857142857142)","(9.0, 12.0, 11.0875)","(81.0, 130.0, 104.70588235294117)","(14.0, 19.5, 18.75)","(13.0, 16.5, 15.34)","(3.2, 3.7, 3.65625)"
07-12-2022 13:26:54.203434,"(4.2, 5.8, 5.670967741935484)","(2.6, 3.35, 3.2991803278688523)","(21.0, 30.0, 28.440677966101696)","(9.0, 12.0, 11.146067415730338)","(81.0, 130.0, 111.27659574468085)","(14.0, 19.0, 18.2)","(13.0, 16.0, 15.136363636363637)","(3.2, 3.7, 3.6351851851851853)"
