,Identity Thief,Rolling Start,My Gal Cookie,Alpha Humbug,Booming Boo Boo,Spring Acer,Farmor Pizazz,My Melanie
07-01-2023 21:11:14.259230,"(4.0, 5.0, 4.788235294117647)","(4.4, 6.0, 5.676923076923077)","(31.0, 110.0, 107.22222222222223)","(11.0, 18.0, 14.816326530612244)","(3.5, 4.6, 4.486792452830189)","(7.5, 10.5, 9.626470588235295)","(9.0, 13.5, 12.09375)","(6.0, 8.8, 8.136170212765958)"
07-01-2023 21:11:15.326174,"(4.0, 5.0, 4.788235294117647)","(4.4, 6.0, 5.676923076923077)","(31.0, 110.0, 105.83333333333334)","(11.0, 18.0, 14.816326530612244)","(3.5, 4.6, 4.486792452830189)","(7.5, 10.5, 9.626470588235295)","(9.0, 13.5, 12.09375)","(6.0, 8.8, 8.136170212765958)"
07-01-2023 21:11:16.483256,"(4.0, 5.0, 4.788235294117647)","(4.4, 6.0, 5.4750000000000005)","(31.0, 110.0, 105.83333333333334)","(11.0, 18.0, 14.816326530612244)","(3.5, 4.7, 4.6056603773584905)","(7.5, 10.5, 9.308823529411764)","(9.0, 13.5, 12.09375)","(6.0, 8.8, 8.136170212765958)"
07-01-2023 21:11:17.592195,"(4.0, 5.0, 4.858823529411764)","(4.4, 6.0, 5.4750000000000005)","(31.0, 110.0, 105.83333333333334)","(11.0, 18.0, 14.816326530612244)","(3.5, 4.7, 4.567924528301887)","(7.5, 10.5, 9.308823529411764)","(9.0, 13.5, 12.09375)","(6.0, 8.8, 8.382608695652173)"
07-01-2023 21:11:18.784434,"(4.0, 5.0, 4.883333333333333)","(4.4, 5.8, 5.5200000000000005)","(31.0, 110.0, 105.83333333333334)","(11.0, 18.0, 14.816326530612244)","(3.5, 4.7, 4.562790697674418)","(7.5, 10.5, 9.308823529411764)","(9.0, 13.5, 12.09375)","(6.0, 8.6, 8.236363636363636)"
07-01-2023 21:11:20.074151,"(4.0, 5.0, 4.883333333333333)","(4.4, 5.8, 5.470588235294118)","(31.0, 110.0, 105.83333333333334)","(11.0, 18.0, 14.816326530612244)","(3.5, 4.6, 4.562790697674418)","(7.5, 10.5, 9.193548387096774)","(9.0, 13.5, 12.09375)","(6.0, 8.6, 8.088372093023256)"
07-01-2023 21:11:21.630902,"(4.0, 5.0, 4.883333333333333)","(4.4, 5.8, 5.522222222222222)","(31.0, 110.0, 105.83333333333334)","(11.0, 18.0, 14.8)","(3.5, 4.6, 4.562790697674418)","(7.5, 10.5, 9.193548387096774)","(9.0, 13.5, 12.09375)","(6.0, 8.6, 8.088372093023256)"
07-01-2023 21:11:23.355905,"(4.0, 5.0, 4.883333333333333)","(4.4, 5.8, 5.522222222222222)","(31.0, 110.0, 107.22222222222223)","(11.0, 18.0, 16.5)","(3.5, 4.6, 4.562790697674418)","(7.5, 10.5, 9.193548387096774)","(9.0, 13.5, 12.333333333333334)","(6.0, 8.6, 7.996226415094339)"
07-01-2023 21:11:24.555013,"(4.0, 5.0, 4.733333333333333)","(4.4, 5.8, 5.4818181818181815)","(31.0, 110.0, 107.22222222222223)","(11.0, 17.5, 16.142857142857142)","(3.5, 4.6, 4.564444444444444)","(7.5, 10.5, 9.193548387096774)","(9.0, 13.0, 12.08695652173913)","(6.0, 8.6, 7.996226415094339)"
07-01-2023 21:11:25.816394,"(4.0, 5.0, 4.866666666666666)","(4.4, 5.8, 5.522222222222222)","(31.0, 110.0, 107.22222222222223)","(11.0, 17.0, 16.142857142857142)","(3.5, 4.6, 4.528888888888889)","(7.5, 10.5, 9.193548387096774)","(9.0, 13.0, 12.1)","(6.0, 8.6, 7.996226415094339)"
07-01-2023 21:11:27.074836,"(4.0, 5.0, 4.866666666666666)","(4.4, 5.8, 5.522222222222222)","(31.0, 110.0, 107.22222222222223)","(11.0, 17.0, 14.76923076923077)","(3.5, 4.6, 4.528888888888889)","(7.5, 10.5, 9.193548387096774)","(9.0, 13.0, 12.066666666666666)","(6.0, 8.6, 8.03859649122807)"
07-01-2023 21:11:28.337718,"(4.0, 5.0, 4.866666666666666)","(4.4, 5.8, 5.522222222222222)","(31.0, 110.0, 107.22222222222223)","(11.0, 17.0, 14.76923076923077)","(3.5, 4.6, 4.531914893617021)","(7.5, 10.5, 9.193548387096774)","(9.0, 13.0, 12.066666666666666)","(6.0, 8.6, 8.03859649122807)"
07-01-2023 21:11:29.600593,"(4.0, 5.0, 4.866666666666666)","(4.4, 5.8, 5.522222222222222)","(31.0, 110.0, 107.22222222222223)","(11.0, 17.0, 14.76923076923077)","(3.5, 4.6, 4.531914893617021)","(7.5, 10.5, 9.193548387096774)","(9.0, 13.0, 12.066666666666666)","(6.0, 8.6, 8.03859649122807)"
07-01-2023 21:11:30.816836,"(4.0, 5.0, 4.866666666666666)","(4.4, 5.8, 5.522222222222222)","(31.0, 110.0, 107.22222222222223)","(11.0, 17.0, 14.76923076923077)","(3.5, 4.6, 4.531914893617021)","(7.5, 10.5, 9.193548387096774)","(9.0, 13.0, 12.066666666666666)","(6.0, 8.6, 7.996226415094339)"
07-01-2023 21:11:32.021599,"(4.0, 5.0, 4.866666666666666)","(4.4, 5.8, 5.437931034482759)","(31.0, 110.0, 107.22222222222223)","(11.0, 17.0, 14.76923076923077)","(3.5, 4.6, 4.531914893617021)","(7.5, 10.5, 9.193548387096774)","(9.0, 13.0, 12.066666666666666)","(6.0, 8.6, 7.996226415094339)"
07-01-2023 21:11:33.239400,"(4.0, 5.0, 4.866666666666666)","(4.4, 5.8, 5.437931034482759)","(31.0, 110.0, 107.22222222222223)","(11.0, 17.0, 14.76923076923077)","(3.5, 4.6, 4.531914893617021)","(7.5, 10.5, 9.43421052631579)","(9.0, 13.0, 12.066666666666666)","(6.0, 8.6, 7.996226415094339)"
07-01-2023 21:11:34.466553,"(4.0, 5.0, 4.866666666666666)","(4.4, 5.8, 5.437931034482759)","(31.0, 110.0, 107.22222222222223)","(11.0, 17.0, 14.81081081081081)","(3.5, 4.6, 4.531914893617021)","(7.5, 10.5, 9.342857142857143)","(9.0, 13.0, 12.066666666666666)","(6.0, 8.6, 7.996226415094339)"
07-01-2023 21:11:35.895814,"(4.0, 5.0, 4.866666666666666)","(4.4, 5.8, 5.437931034482759)","(31.0, 110.0, 107.22222222222223)","(11.0, 17.0, 14.975)","(3.5, 4.6, 4.5249999999999995)","(7.5, 10.5, 9.342857142857143)","(9.0, 13.0, 12.066666666666666)","(6.0, 8.6, 7.996226415094339)"
07-01-2023 21:11:37.145456,"(4.0, 5.0, 4.866666666666666)","(4.4, 5.8, 5.437931034482759)","(31.0, 110.0, 107.22222222222223)","(11.0, 17.0, 14.975)","(3.5, 4.6, 4.5249999999999995)","(7.5, 10.5, 9.342857142857143)","(9.0, 13.0, 12.066666666666666)","(6.0, 8.6, 7.996226415094339)"
07-01-2023 21:11:38.451139,"(4.0, 5.0, 4.866666666666666)","(4.4, 5.8, 5.437931034482759)","(31.0, 110.0, 107.22222222222223)","(11.0, 17.0, 14.975)","(3.5, 4.6, 4.5249999999999995)","(7.5, 10.5, 9.342857142857143)","(9.0, 13.0, 12.066666666666666)","(6.0, 8.6, 7.996226415094339)"
07-01-2023 21:11:39.737332,"(4.0, 5.0, 4.866666666666666)","(4.4, 5.8, 5.437931034482759)","(41.0, 110.0, 107.22222222222223)","(11.0, 17.0, 14.975)","(3.5, 4.6, 4.554545454545455)","(8.0, 10.5, 9.342857142857143)","(9.0, 13.0, 12.071428571428571)","(6.0, 8.6, 7.996226415094339)"
07-01-2023 21:11:40.996985,"(4.0, 5.0, 4.866666666666666)","(4.4, 5.8, 5.437931034482759)","(41.0, 110.0, 107.22222222222223)","(11.0, 17.0, 14.975)","(3.5, 4.6, 4.554545454545455)","(8.0, 10.5, 9.342857142857143)","(9.0, 13.0, 12.071428571428571)","(6.0, 8.6, 7.96)"
07-01-2023 21:11:42.278292,"(4.0, 5.0, 4.911111111111111)","(4.4, 6.0, 5.785714285714286)","(41.0, 110.0, 107.22222222222223)","(11.0, 17.0, 14.906976744186046)","(3.5, 4.6, 4.538461538461538)","(8.0, 10.5, 9.342857142857143)","(9.0, 13.0, 12.071428571428571)","(6.0, 8.6, 7.96)"
07-01-2023 21:11:43.591890,"(4.0, 5.0, 4.76)","(4.4, 5.9, 5.785714285714286)","(41.0, 110.0, 107.22222222222223)","(11.0, 17.0, 14.906976744186046)","(3.5, 4.6, 4.56)","(8.0, 10.5, 9.342857142857143)","(9.0, 13.0, 12.071428571428571)","(6.0, 8.6, 7.96)"
07-01-2023 21:11:44.860540,"(4.0, 5.0, 4.866666666666667)","(4.4, 5.9, 5.7250000000000005)","(41.0, 110.0, 107.22222222222223)","(11.0, 17.0, 15.547619047619047)","(3.5, 4.6, 4.553658536585366)","(8.0, 10.5, 9.342857142857143)","(9.0, 13.0, 12.071428571428571)","(6.0, 8.6, 7.839130434782608)"
07-01-2023 21:11:46.032740,"(4.0, 5.2, 5.075862068965518)","(4.4, 5.9, 5.7250000000000005)","(41.0, 110.0, 107.22222222222223)","(11.0, 16.5, 15.547619047619047)","(3.5, 4.7, 4.536363636363636)","(8.0, 10.5, 9.25)","(9.0, 13.0, 12.071428571428571)","(6.0, 8.6, 7.839130434782608)"
07-01-2023 21:11:47.187174,"(4.0, 4.8, 4.753846153846154)","(4.4, 6.0, 5.710344827586207)","(41.0, 110.0, 107.22222222222223)","(11.0, 16.5, 16.03125)","(3.5, 4.7, 4.510526315789474)","(8.0, 10.5, 9.25)","(9.0, 13.0, 12.071428571428571)","(6.0, 8.6, 7.839130434782608)"
07-01-2023 21:11:48.509130,"(4.0, 4.8, 4.753846153846154)","(4.4, 6.0, 5.640000000000001)","(41.0, 110.0, 107.22222222222223)","(11.0, 16.5, 15.59090909090909)","(3.5, 4.7, 4.5636363636363635)","(8.0, 10.5, 9.25)","(9.0, 13.0, 12.037037037037036)","(6.0, 8.6, 7.85)"
07-01-2023 21:11:49.539272,"(4.0, 4.8, 4.742857142857143)","(4.4, 6.0, 5.5200000000000005)","(41.0, 110.0, 105.0)","(11.0, 16.5, 16.058823529411764)","(3.5, 4.7, 4.5888888888888895)","(8.0, 10.5, 9.25)","(9.0, 13.0, 12.037037037037036)","(6.0, 8.6, 7.885714285714285)"
07-01-2023 21:11:50.658586,"(4.0, 4.8, 4.742857142857143)","(4.4, 6.0, 5.5200000000000005)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.59090909090909)","(3.5, 4.7, 4.5625)","(8.0, 10.5, 9.25)","(9.0, 13.0, 12.037037037037036)","(6.0, 8.6, 7.885714285714285)"
07-01-2023 21:11:51.923541,"(4.0, 4.8, 4.742857142857143)","(4.4, 6.0, 5.6000000000000005)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.59090909090909)","(3.5, 4.7, 4.54)","(8.0, 10.5, 9.25)","(9.0, 13.0, 12.037037037037036)","(6.0, 8.6, 7.885714285714285)"
07-01-2023 21:11:53.051073,"(4.0, 4.8, 4.742857142857143)","(4.4, 6.0, 5.640000000000001)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.470588235294118)","(3.5, 4.7, 4.54)","(8.0, 10.5, 9.25)","(9.0, 13.0, 12.037037037037036)","(6.0, 8.6, 7.885714285714285)"
07-01-2023 21:11:54.176288,"(4.0, 4.8, 4.742857142857143)","(4.4, 6.0, 5.5200000000000005)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.7, 4.54)","(8.0, 10.5, 9.25)","(9.0, 13.0, 12.035714285714286)","(6.0, 8.6, 7.885714285714285)"
07-01-2023 21:11:55.487838,"(4.0, 4.8, 4.742857142857143)","(4.4, 6.0, 5.640000000000001)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.7, 4.54)","(8.0, 10.5, 9.25)","(9.0, 13.0, 12.035714285714286)","(6.0, 8.6, 7.885714285714285)"
07-01-2023 21:11:56.925187,"(4.0, 4.8, 4.949999999999999)","(4.4, 6.0, 5.836363636363637)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.7, 4.425)","(8.0, 10.5, 9.285714285714286)","(9.0, 13.0, 12.035714285714286)","(6.0, 8.6, 7.608695652173913)"
07-01-2023 21:11:58.222224,"(4.0, 5.1, 4.915384615384615)","(4.4, 6.0, 5.836363636363637)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.5, 4.407692307692308)","(8.0, 10.0, 9.457142857142857)","(9.0, 13.0, 12.1)","(6.0, 8.6, 7.775)"
07-01-2023 21:11:59.481070,"(4.0, 5.1, 4.958823529411765)","(4.4, 6.0, 5.836363636363637)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.5, 4.407692307692308)","(8.0, 9.8, 9.24)","(9.0, 12.5, 11.928571428571429)","(6.0, 8.4, 7.643243243243243)"
07-01-2023 21:12:00.827341,"(4.0, 5.1, 5.04)","(4.4, 6.0, 5.836363636363637)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.5, 4.407692307692308)","(8.0, 9.6, 9.563636363636363)","(9.0, 12.5, 11.857142857142858)","(6.0, 8.4, 7.7333333333333325)"
07-01-2023 21:12:01.991449,"(4.0, 5.1, 5.04)","(4.4, 6.0, 5.836363636363637)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.5, 4.486666666666666)","(8.0, 9.6, 9.25)","(9.0, 12.5, 11.857142857142858)","(6.0, 8.2, 7.728571428571428)"
07-01-2023 21:12:03.151578,"(4.0, 5.1, 5.04)","(4.4, 6.0, 5.744)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.5, 4.486666666666666)","(8.0, 9.4, 9.347826086956522)","(9.0, 12.5, 11.857142857142858)","(6.0, 8.2, 7.692307692307692)"
07-01-2023 21:12:04.517093,"(4.0, 5.1, 5.0285714285714285)","(4.4, 6.0, 5.644444444444444)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.5, 4.457142857142857)","(8.0, 9.4, 9.070967741935483)","(9.0, 12.5, 11.857142857142858)","(6.0, 8.2, 7.692307692307692)"
07-01-2023 21:12:05.894872,"(4.0, 5.1, 5.083333333333333)","(4.4, 6.0, 6.050000000000001)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.5, 4.371428571428571)","(8.0, 9.2, 8.99047619047619)","(9.0, 12.5, 11.857142857142858)","(6.0, 8.2, 7.634285714285714)"
07-01-2023 21:12:07.186023,"(4.0, 5.1, 5.090909090909091)","(4.4, 6.2, 6.0200000000000005)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.5, 4.336363636363636)","(8.0, 9.0, 8.9875)","(9.0, 12.5, 11.857142857142858)","(6.0, 8.2, 7.6499999999999995)"
07-01-2023 21:12:08.631132,"(4.0, 5.3, 5.123913043478261)","(4.4, 6.2, 6.0200000000000005)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.5, 4.336363636363636)","(8.0, 9.0, 9.006896551724138)","(9.0, 12.5, 11.894736842105264)","(6.0, 8.2, 7.6499999999999995)"
07-01-2023 21:12:10.239907,"(4.0, 5.3, 5.102439024390244)","(4.4, 6.2, 6.0200000000000005)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.5, 4.336363636363636)","(8.0, 9.2, 9.022222222222222)","(9.0, 12.5, 11.894736842105264)","(6.0, 8.2, 7.617647058823529)"
07-01-2023 21:12:11.468189,"(4.0, 5.3, 5.102439024390244)","(4.4, 6.2, 5.976470588235294)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.5, 4.336363636363636)","(8.0, 9.2, 9.0)","(9.0, 12.5, 11.894736842105264)","(6.0, 8.2, 7.617647058823529)"
07-01-2023 21:12:12.947579,"(4.0, 5.2, 4.94)","(4.4, 6.4, 5.95)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.5, 4.371428571428571)","(8.0, 9.2, 9.00952380952381)","(9.0, 12.5, 11.894736842105264)","(6.0, 8.2, 7.505263157894737)"
07-01-2023 21:12:14.384546,"(4.0, 5.0, 4.94)","(4.4, 6.4, 6.133333333333334)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.5, 4.3500000000000005)","(8.0, 9.2, 9.08)","(9.0, 12.5, 11.91025641025641)","(6.0, 8.2, 7.505263157894737)"
07-01-2023 21:12:15.726708,"(4.0, 4.9, 4.800000000000001)","(4.4, 6.4, 6.133333333333334)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.4, 4.3500000000000005)","(8.0, 9.4, 9.177777777777777)","(9.0, 12.5, 11.91025641025641)","(6.0, 8.2, 7.505263157894737)"
07-01-2023 21:12:16.993964,"(4.0, 4.9, 4.7846153846153845)","(4.4, 6.4, 6.133333333333334)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.4, 4.3500000000000005)","(8.0, 9.8, 9.177777777777777)","(9.0, 12.5, 11.894736842105264)","(6.0, 8.2, 7.505263157894737)"
07-01-2023 21:12:18.170538,"(4.0, 4.9, 4.78)","(4.4, 6.4, 6.133333333333334)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.4, 4.3500000000000005)","(8.0, 9.6, 9.3)","(9.0, 12.5, 11.894736842105264)","(6.0, 8.2, 7.505263157894737)"
07-01-2023 21:12:19.414629,"(4.0, 4.9, 4.82)","(4.4, 6.4, 6.133333333333334)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.4, 4.3500000000000005)","(8.0, 9.6, 9.3)","(9.0, 12.5, 11.78125)","(6.0, 8.2, 7.505263157894737)"
07-01-2023 21:12:20.767932,"(4.0, 4.9, 4.82)","(4.4, 6.4, 5.93125)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.4, 4.389473684210527)","(8.0, 9.6, 9.3)","(9.0, 12.5, 11.78125)","(6.0, 8.2, 7.505263157894737)"
07-01-2023 21:12:21.970865,"(4.0, 4.9, 4.82)","(4.4, 6.4, 6.2153846153846155)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.4, 4.285714285714286)","(8.0, 9.6, 9.571428571428571)","(9.0, 12.5, 11.78125)","(6.0, 8.2, 7.505263157894737)"
07-01-2023 21:12:23.239847,"(4.0, 4.9, 4.86923076923077)","(4.4, 6.4, 6.2153846153846155)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.3, 4.344)","(8.0, 10.0, 9.5)","(9.0, 12.5, 11.78125)","(6.0, 8.2, 7.505263157894737)"
07-01-2023 21:12:24.614826,"(4.0, 5.0, 4.875)","(4.4, 6.4, 6.2153846153846155)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.4, 4.344)","(8.0, 10.0, 9.5)","(9.0, 12.5, 11.78125)","(6.0, 8.2, 7.486486486486487)"
07-01-2023 21:12:25.848840,"(4.0, 5.0, 4.88)","(4.4, 6.4, 6.211764705882353)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.4, 4.344)","(8.0, 10.0, 9.444444444444445)","(9.0, 12.5, 11.78125)","(6.0, 8.2, 7.486486486486487)"
07-01-2023 21:12:27.060409,"(4.0, 4.9, 4.800000000000001)","(4.4, 6.4, 6.211764705882353)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.4, 4.453846153846154)","(8.0, 10.0, 9.444444444444445)","(9.0, 12.5, 11.78125)","(6.0, 8.2, 7.486486486486487)"
07-01-2023 21:12:28.245834,"(4.0, 4.9, 4.7250000000000005)","(4.4, 6.4, 6.211764705882353)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.5, 4.453846153846154)","(8.0, 10.0, 9.444444444444445)","(9.0, 12.5, 11.8125)","(6.0, 8.2, 7.486486486486487)"
07-01-2023 21:12:29.470253,"(4.0, 4.9, 4.627272727272727)","(4.4, 6.4, 6.0)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.5, 4.48125)","(8.0, 10.0, 9.4)","(9.0, 12.5, 11.790322580645162)","(6.0, 8.2, 7.486486486486487)"
07-01-2023 21:12:30.632333,"(4.0, 4.9, 4.775)","(4.4, 6.4, 5.92)","(41.0, 110.0, 105.0)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.5, 4.47)","(8.0, 10.0, 9.176470588235293)","(9.0, 12.5, 11.757142857142856)","(6.0, 8.2, 7.486486486486487)"
07-01-2023 21:12:31.803555,"(3.9, 4.9, 4.845454545454546)","(4.4, 6.4, 6.095238095238095)","(41.0, 80.0, 67.77777777777777)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.5, 4.472727272727273)","(8.0, 10.0, 9.166666666666666)","(9.0, 12.5, 11.055555555555555)","(6.0, 8.2, 7.486486486486487)"
07-01-2023 21:12:32.955467,"(3.9, 4.9, 4.875)","(4.4, 6.4, 6.095238095238095)","(41.0, 80.0, 70.66666666666667)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.5, 4.65593220338983)","(8.0, 10.0, 9.1)","(9.0, 12.5, 11.053571428571429)","(6.0, 8.2, 7.486486486486487)"
07-01-2023 21:12:34.206138,"(3.9, 4.9, 4.833333333333334)","(4.4, 6.4, 6.095238095238095)","(41.0, 80.0, 70.66666666666667)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.7, 4.65593220338983)","(8.0, 9.8, 9.1)","(9.0, 12.5, 11.076923076923077)","(6.0, 8.2, 7.486486486486487)"
07-01-2023 21:12:35.320472,"(3.9, 4.9, 4.783333333333333)","(4.4, 6.4, 6.095238095238095)","(41.0, 80.0, 70.66666666666667)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.7, 4.65593220338983)","(8.0, 9.8, 9.415384615384616)","(9.0, 11.5, 11.041666666666666)","(6.0, 8.2, 7.486486486486487)"
07-01-2023 21:12:36.424625,"(3.9, 4.9, 4.637499999999999)","(4.4, 6.4, 5.92)","(41.0, 80.0, 70.66666666666667)","(11.0, 16.5, 15.136363636363637)","(3.5, 4.7, 4.65593220338983)","(8.0, 9.6, 9.3)","(9.0, 11.5, 11.041666666666666)","(6.0, 8.2, 7.486486486486487)"
07-01-2023 21:12:37.552714,"(3.9, 4.9, 4.728571428571429)","(4.4, 6.4, 6.162962962962963)","(51.0, 80.0, 70.66666666666667)","(11.0, 16.5, 13.846153846153847)","(3.6, 4.8, 4.766666666666667)","(8.0, 9.6, 9.200000000000001)","(9.0, 11.5, 11.041666666666666)","(6.0, 8.2, 7.486486486486487)"
07-01-2023 21:12:38.683007,"(3.9, 4.9, 4.728571428571429)","(4.4, 6.4, 6.133333333333334)","(51.0, 80.0, 70.66666666666667)","(11.0, 16.0, 13.375)","(3.6, 4.8, 4.692)","(8.0, 9.4, 9.15294117647059)","(9.0, 11.5, 11.041666666666666)","(6.0, 8.2, 7.486486486486487)"
07-01-2023 21:12:39.817420,"(3.9, 4.9, 4.8375)","(4.4, 6.4, 6.640000000000001)","(51.0, 80.0, 70.66666666666667)","(11.0, 16.0, 13.23076923076923)","(3.6, 4.7, 4.676923076923077)","(8.0, 9.4, 9.133333333333335)","(9.0, 11.5, 10.5625)","(6.0, 8.2, 7.486486486486487)"
07-01-2023 21:12:40.935706,"(3.9, 4.9, 4.833333333333333)","(4.4, 7.0, 6.786666666666667)","(51.0, 80.0, 70.66666666666667)","(11.0, 16.0, 14.25)","(3.6, 4.7, 4.676923076923077)","(8.0, 9.4, 9.133333333333335)","(9.0, 11.5, 10.866666666666667)","(6.0, 8.2, 7.486486486486487)"
07-01-2023 21:12:42.064194,"(3.9, 4.9, 4.833333333333333)","(4.4, 7.0, 6.786666666666667)","(51.0, 80.0, 70.66666666666667)","(11.0, 15.5, 14.25)","(3.6, 4.7, 4.676923076923077)","(8.0, 9.4, 9.133333333333335)","(9.0, 11.0, 10.866666666666667)","(6.0, 8.2, 7.486486486486487)"
07-01-2023 21:12:43.247220,"(3.9, 4.9, 4.800000000000001)","(4.4, 7.0, 6.822222222222222)","(51.0, 80.0, 70.66666666666667)","(11.0, 15.5, 14.25)","(3.6, 4.7, 4.676923076923077)","(8.0, 8.4, 8.208695652173912)","(9.0, 11.0, 10.866666666666667)","(6.0, 8.2, 7.486486486486487)"
07-01-2023 21:12:44.355526,"(3.9, 4.9, 4.800000000000001)","(4.4, 7.0, 6.822222222222222)","(51.0, 80.0, 70.66666666666667)","(11.0, 15.5, 14.25)","(3.6, 4.7, 4.676923076923077)","(8.0, 8.4, 8.208695652173912)","(9.0, 11.0, 10.866666666666667)","(6.0, 8.2, 7.486486486486487)"
07-01-2023 21:12:45.624453,"(3.9, 4.9, 4.805882352941177)","(4.4, 7.0, 6.571428571428571)","(51.0, 80.0, 71.76470588235294)","(11.0, 15.5, 14.5)","(3.6, 4.7, 4.691489361702128)","(8.0, 9.2, 8.364705882352942)","(9.0, 11.0, 10.407407407407407)","(6.0, 8.2, 7.505263157894737)"
07-01-2023 21:12:46.872621,"(3.9, 4.9, 4.722222222222222)","(4.4, 6.8, 6.5200000000000005)","(51.0, 80.0, 71.53846153846153)","(11.0, 16.0, 15.289473684210526)","(3.6, 4.7, 4.6875)","(8.0, 9.0, 8.485714285714286)","(9.0, 11.0, 10.407407407407407)","(6.0, 8.2, 7.505263157894737)"
07-01-2023 21:12:48.076321,"(3.9, 4.9, 4.785714285714286)","(4.4, 6.8, 6.647058823529411)","(51.0, 80.0, 73.33333333333333)","(11.0, 16.0, 15.4)","(3.6, 4.7, 4.6875)","(8.0, 9.0, 8.68888888888889)","(9.0, 11.0, 10.407407407407407)","(6.0, 8.2, 7.505263157894737)"
07-01-2023 21:12:49.226157,"(3.9, 4.9, 4.806666666666667)","(4.4, 6.8, 6.678260869565217)","(51.0, 80.0, 72.5)","(11.0, 16.0, 15.666666666666666)","(3.6, 4.7, 4.702702702702703)","(8.0, 8.8, 8.266666666666667)","(9.0, 11.0, 10.407407407407407)","(6.0, 8.2, 7.505263157894737)"
07-01-2023 21:12:50.448587,"(3.9, 4.9, 4.815789473684211)","(4.6, 6.8, 6.678260869565217)","(51.0, 80.0, 73.33333333333333)","(11.0, 16.0, 15.191176470588236)","(3.6, 4.8, 4.702702702702703)","(7.5, 8.8, 8.1)","(9.0, 11.0, 10.407407407407407)","(6.0, 8.2, 7.505263157894737)"
07-01-2023 21:12:51.704194,"(3.9, 4.9, 4.815789473684211)","(4.6, 6.8, 6.678260869565217)","(51.0, 80.0, 73.33333333333333)","(11.0, 16.0, 15.329268292682926)","(3.6, 4.8, 4.702702702702703)","(7.5, 8.8, 8.5)","(9.0, 11.0, 9.981818181818182)","(6.0, 8.2, 7.505263157894737)"
07-01-2023 21:12:52.850773,"(3.9, 4.9, 4.823809523809524)","(4.6, 6.8, 6.678260869565217)","(51.0, 80.0, 73.33333333333333)","(11.0, 16.0, 15.4)","(3.6, 4.8, 4.574999999999999)","(7.5, 8.6, 8.4)","(9.0, 11.0, 10.15)","(6.0, 8.2, 7.625)"
07-01-2023 21:12:54.057460,"(3.9, 4.9, 4.790909090909091)","(4.6, 6.8, 6.533333333333333)","(51.0, 80.0, 72.5)","(11.0, 16.0, 15.457142857142857)","(3.6, 4.6, 4.584615384615384)","(7.5, 8.6, 8.24)","(9.0, 10.5, 10.2)","(6.0, 7.8, 7.6)"
