,Crystals Dream,Megami,Wozzeck,West Coast Warrior,Yarralea,Tropical Sun
11-01-2023 15:39:13.637441,"(1.75, 1.92, 1.9185507246376812)","(4.6, 5.3, 5.243157894736842)","(12.0, 19.5, 17.1)","(15.0, 25.0, 25.759999999999998)","(5.0, 5.9, 5.773684210526316)","(41.0, 70.0, 62.0)"
11-01-2023 15:39:14.686438,"(1.75, 1.92, 1.9185507246376812)","(4.6, 5.3, 5.243157894736842)","(12.0, 19.5, 17.1)","(15.0, 26.0, 25.379310344827587)","(5.0, 5.9, 5.773684210526316)","(41.0, 70.0, 62.0)"
11-01-2023 15:39:15.802688,"(1.75, 1.92, 1.9175)","(4.6, 5.3, 5.234939759036144)","(12.0, 19.5, 17.1)","(15.0, 26.0, 25.225806451612904)","(5.0, 5.9, 5.766666666666667)","(41.0, 70.0, 62.0)"
11-01-2023 15:39:16.850486,"(1.75, 1.92, 1.917894736842105)","(4.6, 5.3, 5.2372093023255815)","(12.0, 19.5, 17.166666666666668)","(15.0, 26.0, 25.225806451612904)","(5.0, 5.8, 5.845454545454546)","(41.0, 70.0, 65.0)"
11-01-2023 15:39:17.818485,"(1.75, 1.92, 1.9167164179104477)","(4.6, 5.3, 5.242168674698795)","(12.0, 19.5, 17.166666666666668)","(15.0, 26.0, 24.97142857142857)","(5.0, 5.9, 5.845454545454546)","(41.0, 70.0, 65.0)"
11-01-2023 15:39:18.873870,"(1.75, 1.92, 1.9167164179104477)","(4.6, 5.3, 5.242168674698795)","(12.0, 19.5, 17.166666666666668)","(15.0, 26.0, 24.97142857142857)","(5.0, 5.9, 5.845454545454546)","(41.0, 70.0, 65.0)"
11-01-2023 15:39:19.874805,"(1.75, 1.92, 1.9167164179104477)","(4.6, 5.3, 5.154545454545454)","(12.0, 19.5, 17.166666666666668)","(15.0, 26.0, 24.97142857142857)","(5.0, 5.9, 5.845454545454546)","(41.0, 70.0, 65.0)"
11-01-2023 15:39:20.889384,"(1.75, 1.92, 1.9167164179104477)","(4.6, 5.3, 5.161538461538461)","(12.0, 19.5, 17.166666666666668)","(15.0, 26.0, 24.97142857142857)","(5.0, 5.9, 5.845454545454546)","(41.0, 70.0, 65.0)"
11-01-2023 15:39:21.913920,"(1.75, 1.92, 1.9167164179104477)","(4.6, 5.2, 5.177777777777778)","(12.0, 19.5, 17.166666666666668)","(15.0, 26.0, 24.97142857142857)","(5.0, 5.9, 5.845454545454546)","(41.0, 70.0, 66.92307692307692)"
11-01-2023 15:39:22.938439,"(1.75, 1.92, 1.9167164179104477)","(4.6, 5.2, 5.17948717948718)","(12.0, 19.5, 17.75)","(15.0, 26.0, 25.15625)","(5.0, 5.9, 5.829411764705882)","(41.0, 70.0, 66.92307692307692)"
11-01-2023 15:39:23.966280,"(1.75, 1.92, 1.9181818181818182)","(4.6, 5.3, 5.195384615384615)","(12.0, 19.0, 16.0)","(15.0, 26.0, 25.15625)","(5.0, 5.9, 5.829411764705882)","(41.0, 70.0, 66.92307692307692)"
11-01-2023 15:39:25.090690,"(1.75, 1.92, 1.9181818181818182)","(4.6, 5.3, 5.195384615384615)","(12.0, 19.0, 15.727272727272727)","(15.0, 26.0, 25.15625)","(5.0, 5.9, 5.829411764705882)","(41.0, 70.0, 66.92307692307692)"
11-01-2023 15:39:26.125957,"(1.75, 1.92, 1.9181818181818182)","(4.6, 5.3, 5.195384615384615)","(12.0, 19.0, 16.6)","(15.0, 26.0, 24.97142857142857)","(5.0, 5.9, 5.829411764705882)","(41.0, 70.0, 66.92307692307692)"
11-01-2023 15:39:27.088169,"(1.75, 1.92, 1.9181818181818182)","(4.6, 5.3, 5.219230769230769)","(12.0, 19.0, 16.6)","(15.0, 26.0, 24.97142857142857)","(5.0, 5.9, 5.773684210526316)","(41.0, 70.0, 66.66666666666667)"
11-01-2023 15:39:28.057799,"(1.75, 1.93, 1.922162162162162)","(4.6, 5.3, 5.214285714285714)","(12.0, 19.0, 16.23076923076923)","(15.0, 26.0, 25.428571428571427)","(5.0, 5.9, 5.773684210526316)","(41.0, 70.0, 66.66666666666667)"
11-01-2023 15:39:29.152647,"(1.75, 1.93, 1.922162162162162)","(4.6, 5.3, 5.24375)","(12.0, 19.0, 15.88888888888889)","(15.0, 26.0, 25.428571428571427)","(5.0, 5.9, 5.773684210526316)","(41.0, 70.0, 67.14285714285714)"
11-01-2023 15:39:30.241540,"(1.75, 1.93, 1.9206451612903226)","(4.6, 5.2, 5.233333333333333)","(12.0, 18.5, 17.0)","(15.0, 26.0, 24.11764705882353)","(5.0, 5.9, 5.829411764705882)","(41.0, 70.0, 76.36363636363636)"
11-01-2023 15:39:31.255683,"(1.75, 1.93, 1.9204878048780487)","(4.6, 5.3, 5.233333333333333)","(12.0, 18.0, 17.0)","(15.0, 26.0, 24.11764705882353)","(5.0, 5.9, 5.829411764705882)","(41.0, 80.0, 72.85714285714286)"
11-01-2023 15:39:32.357885,"(1.75, 1.93, 1.9207142857142856)","(4.6, 5.3, 5.224137931034482)","(12.0, 18.0, 16.09090909090909)","(15.0, 26.0, 23.714285714285715)","(5.0, 5.9, 5.829411764705882)","(41.0, 80.0, 72.0)"
11-01-2023 15:39:33.292663,"(1.75, 1.93, 1.9207142857142856)","(4.6, 5.3, 5.2384615384615385)","(12.0, 18.0, 15.958333333333334)","(15.0, 24.0, 23.714285714285715)","(5.0, 5.9, 5.829411764705882)","(41.0, 80.0, 72.0)"
11-01-2023 15:39:34.348992,"(1.75, 1.93, 1.9207142857142856)","(4.6, 5.3, 5.254838709677419)","(12.0, 18.0, 16.25)","(15.0, 24.0, 23.733333333333334)","(5.0, 5.9, 5.829411764705882)","(41.0, 80.0, 67.5)"
11-01-2023 15:39:35.466985,"(1.75, 1.93, 1.9207142857142856)","(4.6, 5.3, 5.206666666666667)","(12.0, 18.0, 16.5)","(15.0, 24.0, 23.789473684210527)","(5.0, 5.9, 5.829411764705882)","(41.0, 70.0, 67.5)"
11-01-2023 15:39:36.485959,"(1.75, 1.93, 1.9207142857142856)","(4.6, 5.3, 5.283636363636363)","(12.0, 18.0, 16.5)","(15.0, 24.0, 23.75)","(5.0, 5.9, 5.841463414634147)","(41.0, 70.0, 67.5)"
11-01-2023 15:39:37.525029,"(1.75, 1.93, 1.9207142857142856)","(4.6, 5.4, 5.31904761904762)","(12.0, 18.0, 16.5)","(15.0, 24.0, 23.75)","(5.0, 5.9, 5.841463414634147)","(41.0, 70.0, 67.5)"
11-01-2023 15:39:38.575639,"(1.75, 1.93, 1.9207142857142856)","(4.6, 5.4, 5.36271186440678)","(12.0, 18.0, 15.5)","(15.0, 24.0, 23.636363636363637)","(5.0, 5.9, 5.841463414634147)","(41.0, 70.0, 67.5)"
11-01-2023 15:39:39.571726,"(1.75, 1.93, 1.9207142857142856)","(4.6, 5.4, 5.36271186440678)","(12.0, 18.0, 15.5)","(15.0, 24.0, 23.555555555555557)","(5.0, 5.9, 5.800000000000001)","(41.0, 70.0, 67.5)"
11-01-2023 15:39:40.694302,"(1.75, 1.93, 1.922909090909091)","(4.6, 5.4, 5.425)","(12.0, 17.5, 16.357142857142858)","(15.0, 24.0, 23.555555555555557)","(5.0, 5.9, 5.751515151515151)","(41.0, 70.0, 67.5)"
11-01-2023 15:39:41.864244,"(1.75, 1.93, 1.9235555555555555)","(4.6, 5.5, 5.409433962264151)","(12.0, 17.5, 16.08823529411765)","(15.0, 24.0, 23.555555555555557)","(5.0, 5.8, 5.7153846153846155)","(41.0, 70.0, 67.5)"
11-01-2023 15:39:42.894638,"(1.75, 1.93, 1.9235555555555555)","(4.6, 5.5, 5.409433962264151)","(12.0, 17.5, 16.08823529411765)","(15.0, 24.0, 23.166666666666668)","(5.0, 5.9, 5.716666666666667)","(41.0, 70.0, 67.5)"
11-01-2023 15:39:43.895873,"(1.75, 1.93, 1.9235555555555555)","(4.6, 5.5, 5.409433962264151)","(11.0, 17.5, 16.5)","(15.0, 24.0, 23.166666666666668)","(5.0, 5.8, 5.7153846153846155)","(41.0, 70.0, 67.5)"
11-01-2023 15:39:45.030572,"(1.75, 1.92, 1.9191836734693877)","(4.6, 5.5, 5.409433962264151)","(11.0, 17.5, 15.9)","(15.0, 24.0, 21.81818181818182)","(5.0, 5.9, 5.708)","(41.0, 70.0, 67.5)"
11-01-2023 15:39:46.081402,"(1.75, 1.92, 1.9191836734693877)","(4.6, 5.5, 5.433333333333334)","(11.0, 17.5, 15.9)","(15.0, 24.0, 21.81818181818182)","(5.0, 5.9, 5.782926829268293)","(41.0, 70.0, 67.5)"
11-01-2023 15:39:47.168583,"(1.75, 1.92, 1.9176271186440677)","(4.6, 5.6, 5.525)","(11.0, 17.5, 15.785714285714285)","(15.0, 24.0, 21.81818181818182)","(5.0, 5.9, 5.782926829268293)","(41.0, 70.0, 67.5)"
11-01-2023 15:39:48.340772,"(1.75, 1.92, 1.9176271186440677)","(4.6, 5.6, 5.525)","(11.0, 17.5, 15.785714285714285)","(15.0, 24.0, 21.81818181818182)","(5.0, 5.9, 5.782926829268293)","(41.0, 70.0, 67.5)"
11-01-2023 15:39:49.479442,"(1.75, 1.92, 1.9176271186440677)","(4.6, 5.6, 5.538095238095238)","(11.0, 17.5, 15.785714285714285)","(15.0, 24.0, 21.81818181818182)","(5.0, 5.9, 5.782926829268293)","(41.0, 70.0, 67.5)"
11-01-2023 15:39:50.527443,"(1.75, 1.92, 1.9176271186440677)","(4.6, 5.6, 5.538095238095238)","(11.0, 17.5, 15.785714285714285)","(15.0, 24.0, 21.81818181818182)","(5.0, 5.9, 5.75)","(41.0, 70.0, 66.92307692307692)"
11-01-2023 15:39:51.538605,"(1.75, 1.92, 1.9176271186440677)","(4.6, 5.7, 5.67)","(11.0, 17.0, 16.61111111111111)","(15.0, 24.0, 21.81818181818182)","(5.0, 5.8, 5.75)","(41.0, 70.0, 65.0)"
11-01-2023 15:39:52.631073,"(1.75, 1.92, 1.9176271186440677)","(4.6, 5.9, 5.75)","(11.0, 17.0, 15.785714285714285)","(15.0, 24.0, 21.0)","(5.0, 5.8, 5.729166666666666)","(41.0, 70.0, 65.0)"
11-01-2023 15:39:53.699423,"(1.75, 1.92, 1.9191836734693877)","(4.6, 5.7, 5.673076923076923)","(11.0, 17.5, 15.633333333333333)","(15.0, 24.0, 22.666666666666668)","(5.0, 5.8, 5.6866666666666665)","(41.0, 70.0, 65.0)"
11-01-2023 15:39:54.929445,"(1.75, 1.92, 1.9191836734693877)","(4.6, 5.7, 5.655555555555556)","(11.0, 17.5, 15.785714285714285)","(15.0, 24.0, 21.6)","(5.0, 5.8, 5.758823529411765)","(41.0, 70.0, 66.66666666666667)"
11-01-2023 15:39:56.096116,"(1.75, 1.92, 1.9181651376146789)","(4.6, 5.7, 5.7250000000000005)","(11.0, 17.5, 15.785714285714285)","(15.0, 24.0, 21.6)","(5.0, 5.9, 5.758823529411765)","(41.0, 70.0, 65.0)"
11-01-2023 15:39:57.148257,"(1.75, 1.89, 1.8875757575757575)","(4.6, 5.9, 5.85625)","(11.0, 17.5, 15.785714285714285)","(15.0, 24.0, 22.666666666666668)","(5.0, 5.9, 5.844444444444444)","(41.0, 70.0, 65.0)"
11-01-2023 15:39:58.423222,"(1.75, 1.88, 1.8770469798657718)","(4.6, 5.9, 5.861111111111112)","(11.0, 17.5, 16.25)","(15.0, 24.0, 22.666666666666668)","(5.0, 5.9, 5.819047619047619)","(41.0, 70.0, 63.333333333333336)"
11-01-2023 15:39:59.695303,"(1.75, 1.88, 1.8764516129032258)","(4.6, 5.9, 5.861111111111112)","(11.0, 17.5, 16.25)","(15.0, 24.0, 22.666666666666668)","(5.0, 5.9, 5.812121212121212)","(41.0, 70.0, 63.4375)"
11-01-2023 15:40:00.913264,"(1.75, 1.88, 1.8764516129032258)","(4.6, 5.8, 5.728767123287671)","(11.0, 17.5, 16.38888888888889)","(15.0, 24.0, 22.666666666666668)","(5.0, 5.9, 5.812121212121212)","(41.0, 70.0, 64.75)"
11-01-2023 15:40:01.977557,"(1.75, 1.9, 1.8930357142857142)","(4.6, 5.7, 5.576190476190476)","(11.0, 17.5, 14.115384615384615)","(15.0, 24.0, 22.666666666666668)","(5.0, 5.9, 5.812121212121212)","(41.0, 70.0, 64.75)"
11-01-2023 15:40:03.021388,"(1.75, 1.9, 1.893248407643312)","(4.6, 5.6, 5.577419354838709)","(11.0, 17.5, 14.538461538461538)","(15.0, 24.0, 23.842105263157894)","(5.0, 5.9, 5.812121212121212)","(41.0, 70.0, 65.83333333333333)"
11-01-2023 15:40:04.103239,"(1.75, 1.9, 1.893248407643312)","(4.6, 5.6, 5.577419354838709)","(11.0, 17.5, 14.538461538461538)","(15.0, 24.0, 23.842105263157894)","(5.0, 5.9, 5.640366972477064)","(41.0, 70.0, 65.83333333333333)"
11-01-2023 15:40:05.142352,"(1.75, 1.9, 1.893248407643312)","(4.6, 5.6, 5.577419354838709)","(11.0, 17.5, 15.863636363636363)","(15.0, 24.0, 23.842105263157894)","(5.0, 5.7, 5.663157894736842)","(41.0, 70.0, 65.83333333333333)"
11-01-2023 15:40:06.265394,"(1.75, 1.9, 1.8968918918918918)","(4.6, 5.6, 5.577419354838709)","(11.0, 17.5, 15.863636363636363)","(15.0, 24.0, 23.842105263157894)","(5.0, 5.7, 5.663157894736842)","(41.0, 70.0, 65.83333333333333)"
11-01-2023 15:40:07.367442,"(1.75, 1.9, 1.8968918918918918)","(4.6, 5.6, 5.577419354838709)","(11.0, 17.5, 15.454545454545455)","(15.0, 24.0, 23.842105263157894)","(5.0, 5.7, 5.658823529411765)","(41.0, 70.0, 65.83333333333333)"
11-01-2023 15:40:08.371226,"(1.75, 1.91, 1.9058974358974359)","(4.6, 5.6, 5.577419354838709)","(11.0, 17.5, 15.454545454545455)","(15.0, 24.0, 23.842105263157894)","(5.0, 5.7, 5.645555555555555)","(41.0, 70.0, 65.83333333333333)"
11-01-2023 15:40:09.456381,"(1.75, 1.92, 1.9106666666666665)","(4.6, 5.6, 5.5588235294117645)","(11.0, 17.5, 16.15)","(15.0, 24.0, 23.842105263157894)","(5.0, 5.7, 5.63875)","(41.0, 70.0, 65.83333333333333)"
11-01-2023 15:40:10.580161,"(1.75, 1.92, 1.9106666666666665)","(4.6, 5.6, 5.584782608695652)","(11.0, 17.5, 16.15)","(15.0, 24.0, 23.511627906976745)","(5.0, 5.7, 5.642857142857143)","(41.0, 70.0, 66.875)"
11-01-2023 15:40:11.635288,"(1.75, 1.92, 1.9166153846153846)","(4.6, 5.6, 5.584782608695652)","(11.0, 17.5, 15.25)","(15.0, 24.0, 23.511627906976745)","(5.0, 5.7, 5.5913669064748195)","(41.0, 70.0, 66.875)"
11-01-2023 15:40:12.719638,"(1.75, 1.92, 1.9178181818181816)","(4.6, 5.6, 5.584782608695652)","(11.0, 17.5, 15.25)","(15.0, 24.0, 23.511627906976745)","(5.0, 5.6, 5.613333333333333)","(41.0, 70.0, 66.875)"
11-01-2023 15:40:13.779087,"(1.75, 1.92, 1.9184999999999999)","(4.6, 5.6, 5.5777777777777775)","(11.0, 17.5, 16.15)","(15.0, 24.0, 23.511627906976745)","(5.0, 5.7, 5.613333333333333)","(41.0, 70.0, 66.96969696969697)"
11-01-2023 15:40:14.771315,"(1.75, 1.92, 1.919090909090909)","(4.6, 5.5, 5.43758389261745)","(11.0, 17.5, 16.52173913043478)","(15.0, 24.0, 23.22222222222222)","(5.0, 5.6, 5.648958333333333)","(41.0, 70.0, 66.875)"
11-01-2023 15:40:15.847884,"(1.75, 1.93, 1.9276470588235293)","(4.6, 5.5, 5.424657534246576)","(11.0, 17.5, 16.535714285714285)","(15.0, 24.0, 23.22222222222222)","(5.0, 5.7, 5.637724550898204)","(41.0, 70.0, 66.875)"
11-01-2023 15:40:16.998190,"(1.75, 1.94, 1.9216129032258065)","(4.6, 5.5, 5.424657534246576)","(11.0, 17.5, 16.15)","(15.0, 24.0, 23.391304347826086)","(5.0, 5.7, 5.637724550898204)","(41.0, 70.0, 66.875)"
11-01-2023 15:40:18.105807,"(1.75, 1.94, 1.9216129032258065)","(4.6, 5.5, 5.424657534246576)","(11.0, 17.5, 16.15)","(14.0, 24.0, 23.391304347826086)","(5.0, 5.7, 5.637724550898204)","(41.0, 70.0, 64.46428571428571)"
11-01-2023 15:40:19.177347,"(1.75, 1.94, 1.935206611570248)","(4.6, 5.5, 5.424324324324324)","(11.0, 17.5, 16.375)","(14.0, 24.0, 23.391304347826086)","(5.0, 5.7, 5.637724550898204)","(41.0, 65.0, 64.46428571428571)"
11-01-2023 15:40:20.254108,"(1.75, 1.94, 1.9343181818181818)","(4.6, 5.4, 5.387012987012987)","(11.0, 17.5, 15.7)","(14.0, 24.0, 23.125)","(5.0, 5.7, 5.590163934426229)","(41.0, 65.0, 60.0)"
11-01-2023 15:40:21.211146,"(1.75, 1.94, 1.9364285714285714)","(4.6, 5.4, 5.394366197183099)","(11.0, 17.5, 15.7)","(14.0, 24.0, 23.125)","(5.0, 5.6, 5.590163934426229)","(41.0, 65.0, 60.0)"
11-01-2023 15:40:22.248344,"(1.75, 1.94, 1.9359459459459458)","(4.6, 5.4, 5.394366197183099)","(11.0, 17.5, 16.0)","(14.0, 24.0, 23.5)","(5.0, 5.6, 5.643065693430657)","(41.0, 65.0, 63.57142857142857)"
11-01-2023 15:40:23.364732,"(1.75, 1.95, 1.9397183098591548)","(4.6, 5.4, 5.3352941176470585)","(11.0, 17.5, 16.27777777777778)","(14.0, 24.0, 25.0)","(5.0, 5.7, 5.656164383561644)","(41.0, 65.0, 63.57142857142857)"
11-01-2023 15:40:24.404719,"(1.75, 1.93, 1.9214545454545453)","(4.6, 5.4, 5.3410714285714285)","(11.0, 17.5, 16.27777777777778)","(14.0, 26.0, 25.0)","(5.0, 5.7, 5.656164383561644)","(41.0, 65.0, 63.57142857142857)"
11-01-2023 15:40:25.355876,"(1.75, 1.93, 1.9218784530386739)","(4.6, 5.4, 5.3410714285714285)","(11.0, 17.5, 16.227272727272727)","(14.0, 26.0, 25.066666666666666)","(5.0, 5.7, 5.66235294117647)","(41.0, 65.0, 63.57142857142857)"
11-01-2023 15:40:26.524680,"(1.75, 1.93, 1.9218784530386739)","(4.6, 5.4, 5.363888888888889)","(11.0, 17.5, 16.227272727272727)","(14.0, 26.0, 25.066666666666666)","(5.0, 5.7, 5.66235294117647)","(41.0, 65.0, 63.57142857142857)"
11-01-2023 15:40:27.665557,"(1.75, 1.93, 1.9218784530386739)","(4.6, 5.4, 5.363888888888889)","(11.0, 17.5, 16.227272727272727)","(14.0, 26.0, 25.066666666666666)","(5.0, 5.7, 5.66235294117647)","(41.0, 65.0, 63.57142857142857)"
11-01-2023 15:40:28.663773,"(1.75, 1.92, 1.9147619047619047)","(4.6, 5.4, 5.36578947368421)","(11.0, 17.5, 16.227272727272727)","(14.0, 26.0, 25.066666666666666)","(5.0, 5.7, 5.755)","(41.0, 65.0, 63.57142857142857)"
11-01-2023 15:40:29.670608,"(1.75, 1.92, 1.9135483870967742)","(4.6, 5.4, 5.372340425531915)","(11.0, 17.5, 16.227272727272727)","(14.0, 26.0, 25.066666666666666)","(5.0, 5.8, 5.755)","(41.0, 65.0, 63.57142857142857)"
11-01-2023 15:40:30.728470,"(1.75, 1.93, 1.9227102803738316)","(4.6, 5.3, 5.266355140186916)","(11.0, 17.5, 16.227272727272727)","(14.0, 26.0, 25.05)","(5.0, 5.8, 5.7716666666666665)","(41.0, 65.0, 63.57142857142857)"
11-01-2023 15:40:31.780744,"(1.75, 1.93, 1.9249999999999998)","(4.6, 5.3, 5.267)","(11.0, 17.5, 16.5)","(14.0, 26.0, 25.05)","(5.0, 5.8, 5.7716666666666665)","(41.0, 65.0, 63.57142857142857)"
11-01-2023 15:40:32.846916,"(1.75, 1.93, 1.927)","(4.6, 5.3, 5.267)","(11.0, 17.5, 16.5)","(14.0, 26.0, 25.05)","(5.0, 5.8, 5.7716666666666665)","(41.0, 65.0, 63.57142857142857)"
11-01-2023 15:40:34.004263,"(1.75, 1.93, 1.927)","(4.6, 5.3, 5.267)","(11.0, 17.5, 16.5)","(14.0, 26.0, 25.125)","(5.0, 5.8, 5.7716666666666665)","(41.0, 65.0, 70.27777777777777)"
11-01-2023 15:40:35.007270,"(1.75, 1.93, 1.928235294117647)","(4.6, 5.3, 5.246853146853147)","(11.0, 17.5, 16.5)","(14.0, 26.0, 25.666666666666668)","(5.0, 5.8, 5.7716666666666665)","(41.0, 80.0, 70.0)"
11-01-2023 15:40:35.984118,"(1.75, 1.93, 1.925185185185185)","(4.6, 5.3, 5.2690721649484535)","(11.0, 17.5, 16.5)","(14.0, 27.0, 25.666666666666668)","(5.0, 5.8, 5.7716666666666665)","(41.0, 80.0, 70.0)"
11-01-2023 15:40:37.102224,"(1.75, 1.93, 1.928235294117647)","(4.6, 5.3, 5.229824561403509)","(11.0, 17.5, 16.5)","(14.0, 27.0, 25.666666666666668)","(5.0, 5.8, 5.7716666666666665)","(41.0, 80.0, 73.46153846153847)"
11-01-2023 15:40:38.182860,"(1.75, 1.93, 1.9240677966101694)","(4.6, 5.3, 5.220731707317073)","(11.0, 17.5, 16.5)","(14.0, 27.0, 26.285714285714285)","(5.0, 5.8, 5.785714285714286)","(41.0, 75.0, 73.46153846153847)"
11-01-2023 15:40:39.282124,"(1.75, 1.94, 1.931639344262295)","(4.6, 5.2, 5.114457831325301)","(11.0, 17.5, 16.5)","(14.0, 27.0, 26.318181818181817)","(5.0, 5.8, 5.785714285714286)","(41.0, 75.0, 73.46153846153847)"
11-01-2023 15:40:40.338379,"(1.75, 1.94, 1.931639344262295)","(4.6, 5.2, 5.126666666666666)","(11.0, 17.5, 16.625)","(14.0, 27.0, 26.318181818181817)","(5.0, 5.8, 5.785714285714286)","(41.0, 75.0, 72.14285714285714)"
11-01-2023 15:40:41.364339,"(1.75, 1.94, 1.93)","(4.6, 5.2, 5.159259259259259)","(11.0, 17.5, 16.625)","(14.0, 27.0, 26.318181818181817)","(5.0, 5.8, 5.785714285714286)","(41.0, 75.0, 72.14285714285714)"
11-01-2023 15:40:42.510488,"(1.75, 1.93, 1.9284782608695652)","(4.6, 5.2, 5.16)","(11.0, 17.5, 16.423076923076923)","(14.0, 27.0, 26.318181818181817)","(5.0, 5.8, 5.785714285714286)","(41.0, 75.0, 72.14285714285714)"
11-01-2023 15:40:43.646624,"(1.75, 1.94, 1.9302479338842975)","(4.6, 5.2, 5.1947368421052635)","(11.0, 17.5, 16.75)","(14.0, 27.0, 26.318181818181817)","(5.0, 5.8, 5.830188679245283)","(41.0, 75.0, 68.6842105263158)"
11-01-2023 15:40:44.610277,"(1.75, 1.9, 1.8942857142857141)","(4.6, 5.2, 5.196)","(11.0, 17.5, 16.75)","(14.0, 27.0, 26.318181818181817)","(5.0, 5.9, 5.911111111111111)","(41.0, 75.0, 69.11764705882354)"
11-01-2023 15:40:45.650908,"(1.75, 1.89, 1.8886419753086419)","(4.6, 5.3, 5.210144927536232)","(11.0, 17.5, 16.65625)","(14.0, 27.0, 26.318181818181817)","(5.0, 6.0, 5.908163265306123)","(41.0, 75.0, 70.0)"
11-01-2023 15:40:46.840839,"(1.75, 1.9, 1.8854474708171205)","(4.6, 5.3, 5.2029850746268655)","(11.0, 17.5, 16.970588235294116)","(14.0, 27.0, 26.318181818181817)","(5.0, 6.0, 5.922413793103448)","(41.0, 75.0, 70.29411764705883)"
11-01-2023 15:40:48.018592,"(1.75, 1.89, 1.8852499999999999)","(4.6, 5.2, 5.213888888888889)","(11.0, 17.5, 16.9375)","(14.0, 27.0, 26.77777777777778)","(5.0, 6.0, 5.916250000000001)","(41.0, 75.0, 70.0)"
11-01-2023 15:40:49.336344,"(1.75, 1.89, 1.878395061728395)","(4.6, 5.3, 5.216949152542373)","(11.0, 17.5, 16.9375)","(14.0, 27.0, 26.857142857142858)","(5.0, 6.0, 6.011320754716981)","(41.0, 75.0, 70.0)"
11-01-2023 15:40:50.527222,"(1.75, 1.88, 1.878395061728395)","(4.6, 5.3, 5.2367647058823525)","(11.0, 17.5, 16.9375)","(14.0, 27.0, 28.166666666666668)","(5.0, 6.2, 5.9837837837837835)","(41.0, 75.0, 68.84615384615384)"
11-01-2023 15:40:51.646536,"(1.75, 1.88, 1.8786315789473684)","(4.6, 5.3, 5.2367647058823525)","(11.0, 17.5, 16.9375)","(14.0, 30.0, 28.125)","(5.0, 6.0, 5.9875)","(41.0, 70.0, 68.84615384615384)"
11-01-2023 15:40:52.731804,"(1.75, 1.88, 1.8786315789473684)","(4.6, 5.3, 5.235714285714286)","(11.0, 17.5, 16.9375)","(14.0, 30.0, 28.142857142857142)","(5.0, 6.0, 5.9875)","(41.0, 70.0, 67.85714285714286)"
11-01-2023 15:40:53.850455,"(1.75, 1.88, 1.8786315789473684)","(4.6, 5.3, 5.2555555555555555)","(11.0, 17.5, 16.9375)","(14.0, 30.0, 28.142857142857142)","(5.0, 6.0, 5.9875)","(41.0, 70.0, 57.5)"
11-01-2023 15:40:55.018765,"(1.75, 1.88, 1.8786315789473684)","(4.6, 5.3, 5.247368421052632)","(11.0, 17.5, 16.9375)","(14.0, 30.0, 28.142857142857142)","(5.0, 6.0, 5.9875)","(41.0, 70.0, 57.5)"
11-01-2023 15:40:56.092323,"(1.75, 1.88, 1.8786315789473684)","(4.6, 5.3, 5.257446808510638)","(11.0, 17.5, 16.9375)","(14.0, 30.0, 28.11111111111111)","(5.0, 6.0, 5.9875)","(41.0, 70.0, 57.5)"
11-01-2023 15:40:57.203356,"(1.75, 1.88, 1.8786315789473684)","(4.6, 5.3, 5.257446808510638)","(11.0, 17.5, 16.9375)","(14.0, 30.0, 28.142857142857142)","(5.0, 6.0, 5.9875)","(41.0, 70.0, 57.5)"
11-01-2023 15:40:58.253280,"(1.75, 1.88, 1.8786315789473684)","(4.6, 5.3, 5.26)","(11.0, 17.5, 16.9375)","(14.0, 30.0, 28.142857142857142)","(5.0, 6.0, 5.9875)","(41.0, 70.0, 57.5)"
11-01-2023 15:40:59.267253,"(1.75, 1.88, 1.8786315789473684)","(4.6, 5.3, 5.26)","(11.0, 17.5, 16.9375)","(14.0, 30.0, 28.266666666666666)","(5.0, 6.0, 5.9884615384615385)","(41.0, 70.0, 57.5)"
11-01-2023 15:41:00.437454,"(1.75, 1.88, 1.8788793103448276)","(4.6, 5.2, 5.139285714285714)","(11.0, 17.5, 16.9375)","(14.0, 30.0, 28.142857142857142)","(5.0, 6.0, 6.010769230769231)","(41.0, 70.0, 57.5)"
11-01-2023 15:41:01.623094,"(1.75, 1.89, 1.8801694915254237)","(4.6, 5.2, 5.132338308457712)","(11.0, 17.5, 16.9375)","(14.0, 30.0, 28.153846153846153)","(5.0, 6.2, 6.010769230769231)","(41.0, 70.0, 57.5)"
11-01-2023 15:41:02.740098,"(1.75, 1.89, 1.8802092050209205)","(4.6, 5.2, 5.137899543378995)","(11.0, 17.5, 17.03846153846154)","(14.0, 30.0, 29.0)","(5.0, 6.2, 5.7796992481203)","(41.0, 70.0, 58.0)"
11-01-2023 15:41:03.810265,"(1.75, 1.89, 1.8811926605504588)","(4.6, 5.4, 5.276923076923077)","(11.0, 17.5, 17.3)","(14.0, 30.0, 29.0)","(5.0, 5.8, 5.79625)","(41.0, 70.0, 58.0)"
11-01-2023 15:41:04.854987,"(1.75, 1.89, 1.8811926605504588)","(4.6, 5.4, 5.286868686868687)","(11.0, 17.5, 17.3)","(14.0, 30.0, 29.0)","(5.0, 5.8, 5.785148514851485)","(41.0, 70.0, 58.0)"
11-01-2023 15:41:05.846681,"(1.75, 1.89, 1.881578947368421)","(4.6, 5.4, 5.30126582278481)","(11.0, 17.5, 17.3)","(14.0, 30.0, 29.0)","(5.0, 5.8, 5.7844444444444445)","(41.0, 70.0, 60.0)"
