,Slingshot Snoop,Aston Esme,Rock Icon,Conor Pass,Dollar Signs,My Names Lyn,Smiling Quartile,Midnight Marilyn
04-01-2023 14:14:38.702684,"(1.8, 1.95, 1.899)","(11.0, 24.0, 23.0)","(9.0, 22.0, 20.285714285714285)","(12.0, 15.5, 13.785714285714286)","(3.3, 4.2, 3.929411764705882)","(21.0, 75.0, 70.16666666666666)","(17.0, 40.0, 32.470588235294116)","(21.0, 95.0, 92.8125)"
04-01-2023 14:14:39.922903,"(1.8, 1.95, 1.9088571428571428)","(11.0, 24.0, 23.0)","(9.0, 21.0, 19.40909090909091)","(12.0, 15.5, 13.785714285714286)","(3.3, 4.2, 3.9224137931034484)","(21.0, 75.0, 71.14285714285714)","(17.0, 40.0, 32.470588235294116)","(21.0, 95.0, 92.66666666666667)"
04-01-2023 14:14:41.153572,"(1.8, 1.95, 1.8946153846153846)","(12.0, 24.0, 23.0)","(9.0, 21.0, 19.90625)","(11.0, 15.5, 13.785714285714286)","(3.3, 4.2, 3.929411764705882)","(21.0, 75.0, 71.14285714285714)","(17.0, 40.0, 32.470588235294116)","(21.0, 95.0, 92.66666666666667)"
04-01-2023 14:14:42.328256,"(1.8, 1.94, 1.9110526315789473)","(12.0, 24.0, 23.0)","(9.0, 21.0, 19.90625)","(11.0, 15.5, 13.785714285714286)","(3.3, 4.2, 3.929411764705882)","(21.0, 75.0, 71.14285714285714)","(17.0, 40.0, 32.470588235294116)","(21.0, 95.0, 93.05555555555556)"
04-01-2023 14:14:43.513563,"(1.8, 1.94, 1.9110526315789473)","(12.0, 24.0, 23.0)","(9.0, 21.0, 19.90625)","(11.0, 15.5, 13.785714285714286)","(3.3, 4.2, 3.929411764705882)","(21.0, 75.0, 71.14285714285714)","(17.0, 40.0, 32.470588235294116)","(21.0, 95.0, 93.05555555555556)"
04-01-2023 14:14:44.864256,"(1.8, 1.94, 1.9110526315789473)","(12.0, 24.0, 23.0)","(9.0, 21.0, 20.375)","(11.0, 15.5, 13.785714285714286)","(3.3, 4.2, 3.929411764705882)","(21.0, 75.0, 72.54545454545455)","(17.0, 40.0, 32.470588235294116)","(21.0, 95.0, 93.15789473684211)"
04-01-2023 14:14:46.673695,"(1.8, 1.94, 1.865)","(12.0, 24.0, 22.90909090909091)","(9.0, 21.0, 20.270833333333332)","(11.0, 15.5, 13.961538461538462)","(3.3, 4.2, 3.929411764705882)","(21.0, 75.0, 72.54545454545455)","(17.0, 40.0, 32.470588235294116)","(21.0, 95.0, 93.15789473684211)"
04-01-2023 14:14:47.823932,"(1.75, 1.94, 1.865)","(13.0, 24.0, 22.90909090909091)","(10.0, 21.0, 20.270833333333332)","(11.0, 15.5, 13.961538461538462)","(3.3, 4.2, 3.929411764705882)","(21.0, 75.0, 72.54545454545455)","(18.0, 40.0, 32.470588235294116)","(21.0, 95.0, 88.42105263157895)"
04-01-2023 14:14:49.053492,"(1.75, 1.94, 1.865)","(13.0, 24.0, 22.90909090909091)","(10.0, 21.0, 20.270833333333332)","(11.0, 15.5, 13.961538461538462)","(3.3, 4.2, 3.9277777777777776)","(21.0, 75.0, 73.2)","(18.0, 40.0, 32.470588235294116)","(21.0, 90.0, 88.42105263157895)"
04-01-2023 14:14:50.318843,"(1.75, 1.94, 1.86)","(13.0, 24.0, 22.4)","(10.0, 21.0, 20.270833333333332)","(11.0, 15.5, 13.961538461538462)","(3.3, 4.2, 3.98125)","(21.0, 75.0, 73.2)","(18.0, 40.0, 32.470588235294116)","(21.0, 90.0, 88.42105263157895)"
04-01-2023 14:14:51.544131,"(1.75, 1.94, 1.859)","(13.0, 24.0, 22.4)","(10.0, 21.0, 20.270833333333332)","(11.0, 15.5, 13.961538461538462)","(3.3, 4.2, 3.98125)","(21.0, 75.0, 73.2)","(18.0, 40.0, 32.470588235294116)","(21.0, 90.0, 87.91666666666667)"
04-01-2023 14:14:52.885474,"(1.75, 1.94, 1.859)","(13.0, 24.0, 22.4)","(10.0, 21.0, 19.125)","(11.0, 15.5, 13.785714285714286)","(3.3, 4.2, 3.88125)","(21.0, 75.0, 73.2)","(18.0, 40.0, 32.470588235294116)","(21.0, 90.0, 88.21428571428572)"
04-01-2023 14:14:54.172517,"(1.75, 1.94, 1.895)","(13.0, 24.0, 22.4)","(10.0, 21.0, 19.125)","(11.0, 15.5, 13.785714285714286)","(3.3, 4.2, 3.9450000000000003)","(21.0, 75.0, 73.2)","(18.0, 40.0, 32.470588235294116)","(21.0, 90.0, 88.4375)"
04-01-2023 14:14:55.418330,"(1.75, 1.94, 1.895)","(13.0, 24.0, 22.4)","(10.0, 21.0, 19.846153846153847)","(11.0, 15.5, 13.785714285714286)","(3.3, 4.2, 3.9450000000000003)","(21.0, 75.0, 73.2)","(18.0, 40.0, 32.470588235294116)","(21.0, 90.0, 88.4375)"
04-01-2023 14:14:56.628668,"(1.75, 1.93, 1.858888888888889)","(13.0, 24.0, 22.4)","(10.0, 21.0, 19.928571428571427)","(11.0, 15.5, 13.785714285714286)","(3.3, 4.2, 4.021428571428571)","(21.0, 75.0, 73.2)","(18.0, 40.0, 32.470588235294116)","(21.0, 90.0, 88.4375)"
04-01-2023 14:14:57.798355,"(1.75, 1.93, 1.858888888888889)","(13.0, 24.0, 22.4)","(10.0, 21.0, 19.928571428571427)","(11.0, 15.5, 13.785714285714286)","(3.3, 4.2, 3.95)","(21.0, 75.0, 73.07142857142857)","(18.0, 40.0, 32.12903225806451)","(21.0, 90.0, 88.4375)"
04-01-2023 14:14:58.931084,"(1.75, 1.93, 1.8766666666666667)","(13.0, 24.0, 22.4)","(10.0, 21.0, 19.846153846153847)","(11.0, 15.5, 13.785714285714286)","(3.3, 4.2, 4.081756756756757)","(21.0, 75.0, 73.07142857142857)","(18.0, 38.0, 32.12903225806451)","(21.0, 90.0, 88.4375)"
04-01-2023 14:15:00.092924,"(1.75, 1.97, 1.969090909090909)","(13.0, 24.0, 22.4)","(10.0, 21.0, 20.482758620689655)","(11.0, 15.5, 13.785714285714286)","(3.3, 4.2, 4.0849315068493155)","(21.0, 75.0, 73.2)","(18.0, 38.0, 30.46153846153846)","(21.0, 90.0, 88.4375)"
04-01-2023 14:15:01.344284,"(1.75, 1.93, 1.885)","(13.0, 24.0, 22.4)","(10.0, 21.0, 20.4)","(11.0, 15.5, 13.625)","(3.3, 4.2, 4.095652173913043)","(21.0, 75.0, 73.2)","(18.0, 38.0, 30.46153846153846)","(21.0, 90.0, 97.8125)"
04-01-2023 14:15:02.708284,"(1.75, 1.93, 1.9135)","(13.0, 24.0, 22.4)","(10.0, 21.0, 20.4)","(11.0, 15.5, 13.625)","(3.3, 4.2, 3.9857142857142858)","(21.0, 75.0, 73.2)","(18.0, 38.0, 30.46153846153846)","(21.0, 100.0, 97.8125)"
04-01-2023 14:15:04.061853,"(1.75, 1.95, 1.9004166666666666)","(13.0, 24.0, 22.4)","(10.0, 21.0, 20.285714285714285)","(11.0, 15.5, 14.414473684210526)","(3.3, 4.2, 4.066666666666666)","(21.0, 75.0, 73.2)","(18.0, 38.0, 31.2)","(21.0, 100.0, 97.8125)"
04-01-2023 14:15:05.395362,"(1.75, 1.96, 1.9004166666666666)","(13.0, 24.0, 22.4)","(10.0, 21.0, 20.285714285714285)","(11.0, 15.5, 14.72)","(3.3, 4.2, 4.066666666666666)","(21.0, 75.0, 73.2)","(18.0, 38.0, 31.2)","(21.0, 100.0, 97.8125)"
04-01-2023 14:15:06.829514,"(1.75, 1.96, 1.906206896551724)","(13.0, 24.0, 22.4)","(10.0, 21.0, 20.166666666666668)","(11.0, 15.0, 14.592592592592592)","(3.3, 4.2, 4.066666666666666)","(21.0, 75.0, 73.2)","(18.0, 38.0, 31.2)","(21.0, 100.0, 97.8125)"
04-01-2023 14:15:08.276559,"(1.75, 1.96, 1.9227272727272726)","(13.0, 24.0, 22.4)","(10.0, 21.0, 20.375)","(11.0, 15.0, 14.592592592592592)","(3.3, 4.2, 4.0344827586206895)","(21.0, 75.0, 73.2)","(18.0, 38.0, 31.2)","(21.0, 100.0, 97.27272727272727)"
04-01-2023 14:15:09.555336,"(1.75, 1.95, 1.9227272727272726)","(13.0, 24.0, 22.4)","(10.0, 21.0, 20.375)","(11.0, 15.0, 14.592592592592592)","(3.3, 4.2, 4.123809523809524)","(21.0, 75.0, 72.54545454545455)","(18.0, 38.0, 31.2)","(21.0, 100.0, 97.5)"
04-01-2023 14:15:10.701160,"(1.75, 1.95, 1.900344827586207)","(13.0, 24.0, 22.4)","(10.0, 21.0, 20.375)","(11.0, 15.0, 14.592592592592592)","(3.3, 4.2, 4.123809523809524)","(21.0, 75.0, 72.54545454545455)","(18.0, 38.0, 31.2)","(21.0, 100.0, 97.6923076923077)"
04-01-2023 14:15:11.880433,"(1.75, 1.95, 1.931111111111111)","(13.0, 24.0, 22.4)","(10.0, 21.0, 20.404761904761905)","(11.0, 15.0, 14.211267605633802)","(3.3, 4.2, 4.123809523809524)","(21.0, 75.0, 72.54545454545455)","(18.0, 38.0, 31.2)","(21.0, 100.0, 97.6923076923077)"
04-01-2023 14:15:13.071531,"(1.75, 1.95, 1.8744444444444444)","(13.0, 24.0, 22.4)","(10.0, 21.0, 20.404761904761905)","(12.0, 15.0, 14.211267605633802)","(3.3, 4.2, 4.29375)","(21.0, 75.0, 72.54545454545455)","(17.0, 38.0, 31.2)","(21.0, 100.0, 97.6923076923077)"
04-01-2023 14:15:14.290011,"(1.75, 1.95, 1.9017391304347826)","(13.0, 24.0, 23.04)","(10.0, 21.0, 20.596774193548388)","(12.0, 15.0, 14.211267605633802)","(3.3, 4.3, 4.288235294117647)","(21.0, 75.0, 70.5)","(17.0, 38.0, 31.2)","(21.0, 100.0, 97.6923076923077)"
04-01-2023 14:15:15.530365,"(1.75, 1.94, 1.9017391304347826)","(13.0, 24.0, 23.04)","(10.0, 21.0, 20.596774193548388)","(12.0, 15.0, 14.211267605633802)","(3.3, 4.3, 4.342857142857143)","(21.0, 75.0, 66.0)","(17.0, 38.0, 29.6)","(21.0, 100.0, 97.6923076923077)"
04-01-2023 14:15:16.737636,"(1.75, 1.93, 1.8925)","(13.0, 24.0, 23.04)","(10.0, 21.0, 20.596774193548388)","(12.0, 15.0, 14.211267605633802)","(3.3, 4.4, 4.271428571428571)","(21.0, 75.0, 66.0)","(17.0, 38.0, 31.127272727272725)","(21.0, 100.0, 97.6923076923077)"
04-01-2023 14:15:17.946504,"(1.75, 1.93, 1.8716666666666666)","(13.0, 24.0, 23.04)","(10.0, 21.0, 20.596774193548388)","(12.0, 15.0, 14.211267605633802)","(3.3, 4.4, 4.271428571428571)","(21.0, 75.0, 70.5)","(17.0, 38.0, 31.127272727272725)","(21.0, 100.0, 98.69565217391305)"
04-01-2023 14:15:19.085332,"(1.75, 1.93, 1.8716666666666666)","(14.0, 24.0, 23.04)","(10.0, 21.0, 20.596774193548388)","(12.0, 15.0, 14.211267605633802)","(3.3, 4.4, 4.234188034188034)","(21.0, 75.0, 70.5)","(17.0, 38.0, 26.833333333333332)","(21.0, 100.0, 93.33333333333333)"
04-01-2023 14:15:20.291501,"(1.75, 1.93, 1.739090909090909)","(14.0, 24.0, 23.318181818181817)","(10.0, 21.0, 20.90740740740741)","(12.0, 15.0, 14.583333333333334)","(3.3, 4.7, 4.256521739130434)","(21.0, 75.0, 64.0)","(17.0, 36.0, 29.4)","(21.0, 110.0, 89.16666666666667)"
04-01-2023 14:15:21.488875,"(1.75, 1.93, 1.8591525423728814)","(14.0, 24.0, 23.217391304347828)","(10.0, 21.0, 21.435483870967744)","(12.0, 15.0, 14.583333333333334)","(3.3, 4.5, 4.315384615384615)","(21.0, 80.0, 72.75)","(17.0, 36.0, 27.964285714285715)","(21.0, 110.0, 89.16666666666667)"
04-01-2023 14:15:22.704829,"(1.75, 1.93, 1.8404597701149426)","(14.0, 24.0, 23.0)","(10.0, 22.0, 20.596774193548388)","(12.0, 15.0, 14.583333333333334)","(3.3, 4.5, 4.2531914893617015)","(21.0, 75.0, 67.55555555555556)","(17.0, 36.0, 29.43243243243243)","(21.0, 110.0, 88.125)"
04-01-2023 14:15:23.852119,"(1.75, 1.9, 1.8071698113207548)","(14.0, 24.0, 23.0)","(10.0, 21.0, 20.596774193548388)","(12.0, 15.0, 14.090909090909092)","(3.3, 4.5, 4.263636363636364)","(21.0, 80.0, 67.55555555555556)","(17.0, 36.0, 29.8125)","(21.0, 110.0, 88.125)"
04-01-2023 14:15:25.013795,"(1.75, 1.89, 1.8459999999999999)","(14.0, 24.0, 23.375)","(10.0, 21.0, 20.596774193548388)","(12.0, 15.0, 14.393939393939394)","(3.3, 4.5, 4.263636363636364)","(21.0, 80.0, 66.82352941176471)","(17.0, 36.0, 29.8125)","(21.0, 110.0, 92.5)"
04-01-2023 14:15:26.233335,"(1.75, 1.88, 1.8010526315789475)","(14.0, 24.0, 25.666666666666668)","(10.0, 21.0, 20.596774193548388)","(12.0, 15.0, 14.365079365079366)","(3.3, 4.5, 4.2531914893617015)","(21.0, 80.0, 66.66666666666667)","(17.0, 36.0, 29.482758620689655)","(21.0, 110.0, 92.5)"
04-01-2023 14:15:27.456136,"(1.75, 1.87, 1.8311111111111111)","(14.0, 27.0, 24.75)","(10.0, 21.0, 20.596774193548388)","(12.0, 15.0, 14.130434782608695)","(3.3, 4.5, 4.2531914893617015)","(21.0, 80.0, 62.22222222222222)","(17.0, 36.0, 30.6)","(21.0, 110.0, 92.5)"
04-01-2023 14:15:28.628138,"(1.75, 1.87, 1.8311111111111111)","(14.0, 27.0, 24.75)","(10.0, 21.0, 21.435483870967744)","(12.0, 15.0, 14.130434782608695)","(3.3, 4.5, 4.2531914893617015)","(21.0, 80.0, 64.0)","(17.0, 36.0, 30.6)","(21.0, 110.0, 97.5)"
04-01-2023 14:15:29.776671,"(1.75, 1.86, 1.8423529411764707)","(14.0, 27.0, 24.894736842105264)","(10.0, 22.0, 21.34375)","(12.0, 15.0, 14.130434782608695)","(3.3, 4.5, 4.2531914893617015)","(21.0, 80.0, 66.25)","(17.0, 36.0, 29.903225806451612)","(21.0, 110.0, 97.5)"
04-01-2023 14:15:30.794829,"(1.75, 1.86, 1.8229411764705883)","(14.0, 27.0, 24.291666666666668)","(10.0, 22.0, 21.34375)","(12.0, 15.0, 14.130434782608695)","(3.3, 4.5, 4.2531914893617015)","(21.0, 80.0, 67.6923076923077)","(17.0, 36.0, 29.903225806451612)","(21.0, 110.0, 97.5)"
04-01-2023 14:15:31.795613,"(1.75, 1.85, 1.807777777777778)","(14.0, 27.0, 24.291666666666668)","(10.0, 22.0, 21.02777777777778)","(12.0, 15.0, 14.583333333333334)","(3.3, 4.5, 4.2531914893617015)","(21.0, 80.0, 67.6923076923077)","(17.0, 36.0, 30.6)","(21.0, 110.0, 97.5)"
04-01-2023 14:15:32.915625,"(1.75, 1.85, 1.7933962264150944)","(14.0, 27.0, 24.291666666666668)","(10.0, 22.0, 21.02777777777778)","(12.0, 15.0, 14.583333333333334)","(3.3, 4.5, 4.2531914893617015)","(21.0, 80.0, 66.66666666666667)","(17.0, 36.0, 31.235294117647058)","(21.0, 110.0, 92.5)"
04-01-2023 14:15:34.101951,"(1.75, 1.85, 1.7926865671641792)","(14.0, 27.0, 24.291666666666668)","(10.0, 22.0, 21.02777777777778)","(12.0, 15.0, 14.595238095238095)","(3.3, 4.5, 4.2531914893617015)","(21.0, 80.0, 66.66666666666667)","(17.0, 36.0, 30.272727272727273)","(21.0, 110.0, 92.5)"
04-01-2023 14:15:35.315234,"(1.75, 1.83, 1.81)","(14.0, 27.0, 24.391304347826086)","(10.0, 22.0, 21.257575757575758)","(12.0, 15.0, 14.595238095238095)","(3.3, 4.5, 4.158823529411764)","(21.0, 80.0, 66.66666666666667)","(17.0, 36.0, 30.272727272727273)","(21.0, 110.0, 92.5)"
04-01-2023 14:15:36.522059,"(1.75, 1.83, 1.810769230769231)","(14.0, 27.0, 24.291666666666668)","(10.0, 22.0, 20.596774193548388)","(12.0, 15.0, 14.642857142857142)","(3.3, 4.5, 4.322222222222222)","(21.0, 80.0, 67.6923076923077)","(17.0, 36.0, 30.5)","(21.0, 110.0, 96.875)"
04-01-2023 14:15:37.740791,"(1.75, 1.79, 1.7713953488372094)","(14.0, 27.0, 24.291666666666668)","(10.0, 21.0, 20.310344827586206)","(12.0, 15.0, 14.75)","(3.3, 4.5, 4.378571428571429)","(21.0, 80.0, 58.0)","(18.0, 36.0, 30.852941176470587)","(21.0, 110.0, 96.875)"
04-01-2023 14:15:38.890517,"(1.75, 1.79, 1.7719209039548023)","(14.0, 27.0, 24.291666666666668)","(10.0, 21.0, 20.310344827586206)","(12.0, 15.5, 14.75)","(3.3, 4.4, 4.255769230769231)","(21.0, 80.0, 57.77777777777778)","(18.0, 36.0, 30.7027027027027)","(21.0, 110.0, 96.875)"
04-01-2023 14:15:40.075842,"(1.75, 1.79, 1.7722222222222221)","(14.0, 27.0, 24.291666666666668)","(10.0, 21.0, 20.41176470588235)","(12.0, 15.5, 15.4)","(3.3, 4.4, 4.187096774193548)","(21.0, 80.0, 57.77777777777778)","(18.0, 36.0, 30.7027027027027)","(21.0, 110.0, 96.875)"
04-01-2023 14:15:41.184047,"(1.75, 1.79, 1.7804761904761905)","(14.0, 27.0, 24.291666666666668)","(10.0, 21.0, 20.238095238095237)","(12.0, 17.5, 16.944444444444443)","(3.3, 4.4, 4.152173913043478)","(21.0, 80.0, 65.0)","(18.0, 36.0, 30.842105263157894)","(21.0, 110.0, 97.27272727272727)"
04-01-2023 14:15:42.336226,"(1.75, 1.79, 1.7801840490797547)","(14.0, 27.0, 24.291666666666668)","(10.0, 21.0, 20.625)","(12.0, 17.5, 16.833333333333332)","(3.3, 4.4, 4.228571428571429)","(21.0, 80.0, 62.631578947368425)","(18.0, 36.0, 30.842105263157894)","(21.0, 110.0, 101.42857142857143)"
04-01-2023 14:15:43.379789,"(1.75, 1.79, 1.7525730994152047)","(14.0, 27.0, 24.291666666666668)","(10.0, 21.0, 20.625)","(12.0, 17.5, 15.982142857142858)","(3.3, 4.3, 4.2384615384615385)","(21.0, 80.0, 65.0)","(18.0, 36.0, 30.842105263157894)","(21.0, 110.0, 101.42857142857143)"
04-01-2023 14:15:44.457255,"(1.75, 1.79, 1.7715028901734104)","(14.0, 27.0, 24.291666666666668)","(10.0, 22.0, 21.846153846153847)","(12.0, 17.5, 16.225)","(3.3, 4.3, 4.211111111111111)","(21.0, 80.0, 61.666666666666664)","(18.0, 36.0, 30.842105263157894)","(26.0, 110.0, 101.25)"
04-01-2023 14:15:45.558427,"(1.75, 1.79, 1.7713953488372094)","(14.0, 27.0, 24.291666666666668)","(10.0, 22.0, 21.846153846153847)","(12.0, 17.5, 16.225)","(3.3, 4.3, 4.211111111111111)","(21.0, 80.0, 62.857142857142854)","(18.0, 36.0, 30.842105263157894)","(26.0, 110.0, 101.25)"
04-01-2023 14:15:46.657718,"(1.75, 1.78, 1.778125)","(14.0, 27.0, 24.4)","(10.0, 24.0, 21.529411764705884)","(12.0, 17.5, 16.225)","(3.3, 4.3, 4.211111111111111)","(21.0, 80.0, 71.42857142857143)","(18.0, 36.0, 30.842105263157894)","(26.0, 110.0, 101.25)"
04-01-2023 14:15:47.829997,"(1.75, 1.78, 1.778125)","(14.0, 27.0, 24.73913043478261)","(10.0, 24.0, 22.41176470588235)","(12.0, 17.5, 16.15)","(3.3, 4.3, 4.211111111111111)","(21.0, 80.0, 71.42857142857143)","(18.0, 36.0, 30.842105263157894)","(26.0, 110.0, 101.25)"
04-01-2023 14:15:48.922954,"(1.75, 1.78, 1.7792857142857144)","(14.0, 27.0, 24.73913043478261)","(10.0, 23.0, 22.2)","(12.0, 17.5, 16.6)","(3.3, 4.3, 4.211111111111111)","(21.0, 80.0, 71.42857142857143)","(18.0, 36.0, 30.842105263157894)","(26.0, 110.0, 101.25)"
04-01-2023 14:15:49.971413,"(1.75, 1.78, 1.7792857142857144)","(14.0, 27.0, 24.73913043478261)","(10.0, 23.0, 22.2)","(12.0, 17.0, 16.6)","(3.3, 4.3, 4.211111111111111)","(21.0, 80.0, 71.42857142857143)","(18.0, 36.0, 30.842105263157894)","(26.0, 110.0, 96.53846153846153)"
04-01-2023 14:15:50.992924,"(1.75, 1.79, 1.7804132231404959)","(14.0, 27.0, 24.73913043478261)","(10.0, 23.0, 22.142857142857142)","(12.0, 17.0, 15.90909090909091)","(3.3, 4.3, 4.211111111111111)","(21.0, 80.0, 70.0)","(18.0, 36.0, 30.842105263157894)","(26.0, 110.0, 96.53846153846153)"
04-01-2023 14:15:52.034401,"(1.75, 1.79, 1.7701709401709402)","(14.0, 27.0, 24.73913043478261)","(10.0, 23.0, 21.346666666666668)","(12.0, 17.0, 15.90909090909091)","(3.3, 4.3, 4.211111111111111)","(21.0, 80.0, 70.0)","(18.0, 36.0, 30.842105263157894)","(26.0, 110.0, 96.53846153846153)"
04-01-2023 14:15:53.104925,"(1.75, 1.79, 1.7701709401709402)","(14.0, 27.0, 24.73913043478261)","(10.0, 23.0, 21.333333333333332)","(12.0, 17.0, 16.066666666666666)","(3.3, 4.3, 4.196551724137931)","(21.0, 80.0, 70.0)","(18.0, 36.0, 30.842105263157894)","(26.0, 110.0, 96.875)"
04-01-2023 14:15:54.260380,"(1.75, 1.79, 1.7701709401709402)","(14.0, 27.0, 24.53846153846154)","(10.0, 23.0, 21.38235294117647)","(12.0, 17.0, 15.588235294117647)","(3.3, 4.3, 4.127586206896551)","(21.0, 80.0, 71.81818181818181)","(18.0, 36.0, 31.333333333333332)","(26.0, 110.0, 96.875)"
04-01-2023 14:15:55.483164,"(1.75, 1.81, 1.8062500000000001)","(14.0, 27.0, 24.714285714285715)","(10.0, 23.0, 20.56140350877193)","(12.0, 17.0, 15.444444444444445)","(3.3, 4.3, 4.1625000000000005)","(21.0, 80.0, 71.81818181818181)","(18.0, 36.0, 32.60606060606061)","(26.0, 110.0, 96.875)"
04-01-2023 14:15:56.688064,"(1.75, 1.81, 1.808)","(14.0, 27.0, 24.714285714285715)","(10.0, 22.0, 20.56140350877193)","(12.0, 17.0, 15.444444444444445)","(3.3, 4.2, 4.1066666666666665)","(21.0, 80.0, 71.81818181818181)","(18.0, 36.0, 32.666666666666664)","(26.0, 110.0, 96.875)"
04-01-2023 14:15:57.869454,"(1.75, 1.81, 1.8090000000000002)","(14.0, 27.0, 24.714285714285715)","(10.0, 22.0, 20.56140350877193)","(12.0, 17.0, 15.444444444444445)","(3.3, 4.2, 4.1066666666666665)","(21.0, 80.0, 65.0)","(18.0, 36.0, 32.666666666666664)","(26.0, 110.0, 96.875)"
04-01-2023 14:15:58.973993,"(1.75, 1.82, 1.8111111111111111)","(14.0, 27.0, 24.714285714285715)","(10.0, 22.0, 20.56140350877193)","(12.0, 17.0, 15.444444444444445)","(3.3, 4.2, 4.1066666666666665)","(21.0, 80.0, 70.0)","(18.0, 36.0, 32.666666666666664)","(26.0, 110.0, 96.53846153846153)"
04-01-2023 14:16:00.066655,"(1.75, 1.81, 1.8089473684210526)","(14.0, 27.0, 24.714285714285715)","(10.0, 22.0, 20.56140350877193)","(12.0, 17.0, 15.444444444444445)","(3.3, 4.2, 4.1125)","(21.0, 80.0, 70.0)","(18.0, 36.0, 32.666666666666664)","(26.0, 110.0, 96.53846153846153)"
04-01-2023 14:16:01.140884,"(1.75, 1.82, 1.81375)","(14.0, 27.0, 24.714285714285715)","(10.0, 22.0, 20.56140350877193)","(12.0, 17.0, 15.444444444444445)","(3.3, 4.2, 3.9857142857142858)","(21.0, 80.0, 68.0)","(18.0, 36.0, 32.666666666666664)","(26.0, 110.0, 96.875)"
04-01-2023 14:16:02.224884,"(1.75, 1.82, 1.818695652173913)","(14.0, 27.0, 24.473684210526315)","(10.0, 22.0, 20.186046511627907)","(12.0, 17.0, 15.444444444444445)","(3.3, 4.2, 3.9857142857142858)","(21.0, 80.0, 68.0)","(18.0, 36.0, 32.60606060606061)","(26.0, 110.0, 96.875)"
04-01-2023 14:16:03.288715,"(1.75, 1.82, 1.818695652173913)","(14.0, 27.0, 24.473684210526315)","(10.0, 21.0, 20.186046511627907)","(12.0, 17.0, 15.444444444444445)","(3.3, 4.2, 3.9857142857142858)","(21.0, 80.0, 63.63636363636363)","(18.0, 36.0, 32.60606060606061)","(26.0, 110.0, 96.875)"
04-01-2023 14:16:04.381672,"(1.75, 1.82, 1.8050000000000002)","(14.0, 27.0, 24.473684210526315)","(10.0, 21.0, 20.186046511627907)","(12.0, 17.0, 15.444444444444445)","(3.3, 4.2, 3.9833333333333334)","(21.0, 80.0, 63.63636363636363)","(18.0, 36.0, 32.60606060606061)","(26.0, 110.0, 96.875)"
04-01-2023 14:16:05.524986,"(1.7, 1.82, 1.817777777777778)","(14.0, 27.0, 24.473684210526315)","(10.0, 21.0, 20.146341463414632)","(12.0, 17.0, 15.444444444444445)","(3.3, 4.2, 4.025)","(21.0, 80.0, 63.63636363636363)","(18.0, 36.0, 33.05263157894737)","(26.0, 110.0, 98.75)"
04-01-2023 14:16:06.664186,"(1.7, 1.82, 1.8185714285714287)","(14.0, 27.0, 24.473684210526315)","(10.0, 21.0, 22.25)","(12.0, 17.0, 15.41025641025641)","(3.3, 4.2, 3.9954545454545456)","(21.0, 80.0, 63.63636363636363)","(18.0, 36.0, 33.02564102564102)","(26.0, 110.0, 102.5)"
04-01-2023 14:16:07.782422,"(1.7, 1.82, 1.818125)","(14.0, 26.0, 24.666666666666668)","(10.0, 23.0, 21.736842105263158)","(12.0, 17.0, 15.41025641025641)","(3.3, 4.2, 4.025757575757576)","(21.0, 80.0, 63.63636363636363)","(18.0, 36.0, 33.0)","(26.0, 110.0, 102.5)"
04-01-2023 14:16:08.800121,"(1.6, 1.83, 1.817027027027027)","(16.0, 26.0, 24.428571428571427)","(12.0, 23.0, 21.736842105263158)","(12.0, 17.0, 16.066666666666666)","(3.3, 4.2, 3.9954545454545456)","(31.0, 80.0, 63.63636363636363)","(21.0, 36.0, 33.0)","(31.0, 110.0, 102.5)"
04-01-2023 14:16:09.930235,"(1.6, 1.83, 1.8110526315789475)","(16.0, 26.0, 24.03846153846154)","(12.0, 23.0, 21.22222222222222)","(12.0, 16.5, 15.155172413793103)","(3.3, 4.2, 3.9743902439024392)","(31.0, 80.0, 65.0)","(21.0, 36.0, 33.0)","(31.0, 110.0, 98.75)"
04-01-2023 14:16:10.978098,"(1.6, 1.85, 1.8447593582887702)","(16.0, 26.0, 24.03846153846154)","(12.0, 23.0, 21.22222222222222)","(12.0, 16.5, 15.357142857142858)","(3.3, 4.2, 3.9785714285714286)","(31.0, 80.0, 65.0)","(21.0, 36.0, 32.57142857142857)","(31.0, 110.0, 98.75)"
04-01-2023 14:16:12.099704,"(1.6, 1.85, 1.8466292134831461)","(16.0, 26.0, 24.03846153846154)","(12.0, 23.0, 21.0)","(12.0, 16.0, 14.923076923076923)","(3.3, 4.2, 4.058695652173913)","(31.0, 80.0, 65.0)","(21.0, 36.0, 31.263157894736842)","(31.0, 110.0, 98.75)"
04-01-2023 14:16:13.243468,"(1.6, 1.85, 1.8453125000000001)","(16.0, 26.0, 24.8)","(12.0, 22.0, 21.076923076923077)","(12.0, 16.0, 14.666666666666666)","(3.3, 4.2, 4.030645161290323)","(31.0, 80.0, 62.0)","(21.0, 36.0, 31.263157894736842)","(31.0, 110.0, 98.75)"
04-01-2023 14:16:14.401005,"(1.6, 1.85, 1.8453125000000001)","(16.0, 25.0, 24.8)","(12.0, 22.0, 20.636363636363637)","(12.0, 16.0, 14.583333333333334)","(3.3, 4.2, 4.0055555555555555)","(31.0, 80.0, 63.63636363636363)","(21.0, 36.0, 31.263157894736842)","(31.0, 110.0, 98.75)"
