,Slingshot Snoop,Aston Esme,Rock Icon,Conor Pass,Dollar Signs,My Names Lyn,Smiling Quartile,Midnight Marilyn
04-01-2023 14:04:48.735275,"(1.8, 2.28, 1.8960000000000001)","(11.0, 25.0, 15.9375)","(8.5, 17.5, 12.666666666666668)","(11.0, 25.0, 15.9375)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 42.5)","(16.0, 48.0, 28.0)","(21.0, 80.0, 52.72727272727273)"
04-01-2023 14:04:50.036867,"(1.8, 2.28, 1.8533333333333335)","(11.0, 25.0, 15.9375)","(8.5, 17.5, 12.666666666666668)","(11.0, 25.0, 15.9375)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 42.5)","(16.0, 48.0, 28.0)","(21.0, 80.0, 52.72727272727273)"
04-01-2023 14:04:51.266932,"(1.8, 2.28, 1.8533333333333335)","(11.0, 25.0, 15.9375)","(8.5, 17.5, 12.666666666666668)","(11.0, 25.0, 15.9375)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 42.5)","(16.0, 48.0, 28.0)","(21.0, 80.0, 52.72727272727273)"
04-01-2023 14:04:52.471473,"(1.8, 2.28, 1.8533333333333335)","(11.0, 25.0, 15.9375)","(8.5, 17.5, 12.666666666666668)","(11.0, 25.0, 15.9375)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 52.72727272727273)","(16.0, 48.0, 28.0)","(21.0, 80.0, 52.72727272727273)"
04-01-2023 14:04:53.731885,"(1.8, 2.28, 1.8994594594594596)","(11.0, 25.0, 15.9375)","(8.5, 17.5, 12.666666666666668)","(11.0, 25.0, 15.9375)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 52.72727272727273)","(16.0, 48.0, 28.0)","(21.0, 80.0, 52.72727272727273)"
04-01-2023 14:04:55.015230,"(1.8, 2.28, 1.8994594594594596)","(11.0, 25.0, 15.9375)","(8.5, 17.5, 12.666666666666668)","(11.0, 25.0, 15.9375)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 52.72727272727273)","(16.0, 48.0, 28.0)","(21.0, 80.0, 52.72727272727273)"
04-01-2023 14:04:56.355562,"(1.8, 2.28, 1.8994594594594596)","(11.0, 25.0, 15.9375)","(8.5, 17.5, 12.666666666666668)","(11.0, 25.0, 15.9375)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 52.72727272727273)","(16.0, 48.0, 28.0)","(21.0, 80.0, 52.72727272727273)"
04-01-2023 14:04:57.635292,"(1.8, 2.28, 1.8994594594594596)","(11.0, 25.0, 15.9375)","(8.5, 17.5, 12.666666666666668)","(11.0, 25.0, 15.9375)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 52.72727272727273)","(16.0, 48.0, 28.0)","(21.0, 80.0, 52.72727272727273)"
04-01-2023 14:04:58.865652,"(1.8, 2.28, 1.8960000000000001)","(11.0, 25.0, 15.9375)","(8.5, 17.5, 12.666666666666668)","(11.0, 25.0, 15.9375)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 52.72727272727273)","(16.0, 48.0, 28.0)","(21.0, 80.0, 52.72727272727273)"
04-01-2023 14:05:00.122881,"(1.8, 2.28, 1.8960000000000001)","(11.0, 25.0, 15.9375)","(8.5, 17.5, 12.666666666666668)","(11.0, 25.0, 15.9375)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 52.72727272727273)","(16.0, 48.0, 28.0)","(21.0, 80.0, 52.72727272727273)"
04-01-2023 14:05:01.392763,"(1.8, 2.28, 1.8533333333333335)","(11.0, 25.0, 15.9375)","(8.5, 17.5, 12.666666666666668)","(11.0, 25.0, 15.9375)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 52.72727272727273)","(16.0, 48.0, 28.0)","(21.0, 80.0, 52.72727272727273)"
04-01-2023 14:05:02.755342,"(1.8, 2.28, 1.8994594594594596)","(11.0, 25.0, 16.84375)","(8.5, 17.5, 14.153846153846153)","(11.0, 25.0, 16.84375)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 38.57142857142857)","(16.0, 48.0, 28.0)","(21.0, 80.0, 38.57142857142857)"
04-01-2023 14:05:04.066432,"(1.8, 2.28, 1.8994594594594596)","(11.0, 25.0, 16.84375)","(8.5, 17.5, 14.153846153846153)","(11.0, 25.0, 16.84375)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 38.57142857142857)","(16.0, 48.0, 28.0)","(21.0, 80.0, 38.57142857142857)"
04-01-2023 14:05:05.413433,"(1.8, 2.28, 1.8994594594594596)","(11.0, 25.0, 16.84375)","(8.5, 17.5, 14.153846153846153)","(11.0, 25.0, 16.84375)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 28.0)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:06.641670,"(1.8, 2.28, 1.8994594594594596)","(11.0, 25.0, 16.84375)","(8.5, 17.5, 14.153846153846153)","(11.0, 25.0, 16.84375)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 28.0)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:07.834662,"(1.8, 2.28, 1.8994594594594596)","(11.0, 25.0, 16.84375)","(8.5, 17.5, 14.153846153846153)","(11.0, 25.0, 16.84375)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 28.0)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:09.080078,"(1.8, 2.28, 1.8994594594594596)","(11.0, 25.0, 16.84375)","(8.5, 17.5, 14.153846153846153)","(11.0, 25.0, 16.84375)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 28.0)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:10.354315,"(1.8, 2.28, 1.8960000000000001)","(11.0, 25.0, 16.84375)","(8.5, 17.5, 14.153846153846153)","(11.0, 25.0, 16.84375)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 28.0)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:11.616106,"(1.8, 2.28, 1.8960000000000001)","(11.0, 25.0, 16.84375)","(8.5, 17.5, 14.153846153846153)","(11.0, 25.0, 16.84375)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 28.0)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:12.914451,"(1.8, 2.28, 1.8533333333333335)","(11.0, 25.0, 16.84375)","(8.5, 17.5, 14.153846153846153)","(11.0, 25.0, 16.84375)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 28.0)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:14.137424,"(1.8, 2.28, 1.8533333333333335)","(11.0, 25.0, 16.84375)","(8.5, 17.5, 14.153846153846153)","(11.0, 25.0, 16.84375)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 28.0)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:15.491276,"(1.8, 2.28, 1.8533333333333335)","(11.0, 25.0, 16.84375)","(8.5, 17.5, 14.153846153846153)","(11.0, 25.0, 16.84375)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 28.0)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:17.067789,"(1.8, 2.28, 1.8994594594594596)","(11.0, 25.0, 16.84375)","(8.5, 17.5, 14.153846153846153)","(11.0, 25.0, 16.84375)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 28.0)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:18.495526,"(1.8, 2.28, 1.8994594594594596)","(11.0, 25.0, 12.4)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 28.0)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:19.922000,"(1.8, 2.28, 1.8994594594594596)","(11.0, 25.0, 12.4)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:21.305558,"(1.8, 2.28, 1.8977777777777778)","(11.0, 25.0, 12.4)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:22.772285,"(1.8, 2.28, 1.8960000000000001)","(11.0, 25.0, 12.4)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:24.065225,"(1.8, 2.28, 1.8960000000000001)","(11.0, 25.0, 12.4)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:25.490431,"(1.8, 2.28, 1.8960000000000001)","(11.0, 25.0, 12.4)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:26.831722,"(1.8, 2.28, 1.8533333333333335)","(11.0, 25.0, 12.4)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:28.117460,"(1.8, 2.28, 1.8533333333333335)","(11.0, 25.0, 12.4)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:29.369622,"(1.8, 2.28, 1.8994594594594596)","(11.0, 25.0, 12.4)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:30.560135,"(1.8, 2.28, 1.8994594594594596)","(11.0, 25.0, 12.4)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:31.829644,"(1.8, 2.28, 1.8994594594594596)","(11.0, 25.0, 12.4)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:33.019095,"(1.8, 2.28, 1.8994594594594596)","(11.0, 25.0, 12.4)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:34.295914,"(1.8, 2.28, 1.8960000000000001)","(11.0, 25.0, 12.4)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:35.608421,"(1.8, 2.28, 1.8960000000000001)","(11.0, 25.0, 12.4)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:37.072899,"(1.8, 2.28, 1.8533333333333335)","(11.0, 25.0, 12.4)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:38.568208,"(1.8, 2.28, 1.8533333333333335)","(11.0, 25.0, 12.4)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:39.900426,"(1.8, 2.28, 1.8533333333333335)","(11.0, 25.0, 12.4)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:42.137673,"(1.8, 2.28, 1.8994594594594596)","(11.0, 25.0, 12.4)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:43.934252,"(1.8, 2.28, 1.8977777777777778)","(11.0, 25.0, 14.0)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 41.33333333333333)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:45.260820,"(1.8, 2.28, 1.886857142857143)","(11.0, 23.0, 14.0)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 41.33333333333333)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:46.563360,"(1.8, 2.28, 1.8960000000000001)","(11.0, 23.0, 14.0)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 41.33333333333333)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:47.914658,"(1.8, 2.28, 1.8533333333333335)","(11.0, 23.0, 14.0)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.3, 3.966666666666667)","(20.0, 80.0, 41.33333333333333)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:49.210427,"(1.8, 2.28, 1.8533333333333335)","(11.0, 23.0, 14.0)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.4, 3.966666666666667)","(20.0, 80.0, 41.33333333333333)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:50.427454,"(1.8, 2.28, 1.8994594594594596)","(11.0, 23.0, 14.0)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.4, 3.966666666666667)","(20.0, 80.0, 41.33333333333333)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:51.668432,"(1.8, 2.28, 1.8994594594594596)","(11.0, 23.0, 14.0)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.4, 3.966666666666667)","(20.0, 80.0, 41.33333333333333)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:52.789481,"(1.8, 2.28, 1.8994594594594596)","(11.0, 23.0, 14.0)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.4, 3.966666666666667)","(20.0, 80.0, 41.33333333333333)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:54.084827,"(1.8, 2.28, 1.8994594594594596)","(11.0, 23.0, 14.0)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.4, 3.966666666666667)","(20.0, 80.0, 41.33333333333333)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:55.392710,"(1.8, 2.28, 1.886857142857143)","(11.0, 23.0, 14.0)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.4, 3.966666666666667)","(20.0, 80.0, 41.33333333333333)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:56.676508,"(1.8, 2.28, 1.8960000000000001)","(11.0, 23.0, 14.0)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.4, 3.966666666666667)","(20.0, 80.0, 41.33333333333333)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:57.928860,"(1.8, 2.28, 1.8960000000000001)","(11.0, 23.0, 14.0)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.4, 3.966666666666667)","(20.0, 80.0, 41.33333333333333)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:05:59.198395,"(1.8, 2.28, 1.8533333333333335)","(11.0, 23.0, 14.0)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.4, 3.966666666666667)","(20.0, 80.0, 41.33333333333333)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:00.370570,"(1.8, 2.28, 1.8533333333333335)","(11.0, 23.0, 14.0)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 12.4)","(3.3, 5.4, 3.966666666666667)","(20.0, 80.0, 41.33333333333333)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:01.518812,"(1.8, 2.28, 1.8994594594594596)","(11.0, 23.0, 14.0)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.4, 3.966666666666667)","(20.0, 80.0, 41.33333333333333)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:02.743381,"(1.8, 2.28, 1.8994594594594596)","(11.0, 24.0, 13.166666666666666)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.4, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 28.0)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:03.912515,"(1.8, 2.26, 2.19)","(11.0, 24.0, 13.166666666666666)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 28.0)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:05.246178,"(1.8, 2.26, 2.19)","(11.0, 24.0, 13.166666666666666)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:06.549371,"(1.8, 2.26, 2.1599999999999997)","(11.0, 24.0, 13.166666666666666)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:07.817783,"(1.8, 2.26, 2.1599999999999997)","(11.0, 24.0, 13.166666666666666)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:09.193218,"(1.8, 2.26, 2.05)","(11.0, 24.0, 13.166666666666666)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:10.424172,"(1.8, 2.26, 2.05)","(11.0, 24.0, 13.166666666666666)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:11.697671,"(1.8, 2.26, 2.1574999999999998)","(11.0, 24.0, 13.166666666666666)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:13.014891,"(1.8, 2.26, 2.1574999999999998)","(11.0, 24.0, 13.166666666666666)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:14.202296,"(1.8, 2.26, 2.05)","(11.0, 24.0, 13.166666666666666)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:15.457813,"(1.8, 2.26, 2.1999999999999997)","(11.0, 24.0, 13.166666666666666)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:16.809799,"(1.8, 2.26, 2.1574999999999998)","(11.0, 24.0, 13.166666666666666)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 28.0)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:17.957972,"(1.8, 2.26, 2.1574999999999998)","(11.0, 24.0, 13.166666666666666)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.3, 3.477777777777778)","(20.0, 80.0, 51.0)","(16.0, 48.0, 28.0)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:19.181014,"(1.8, 2.26, 2.05)","(11.0, 24.0, 13.166666666666666)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.3, 3.455)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:20.633213,"(1.8, 2.26, 2.05)","(11.0, 24.0, 13.166666666666666)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.3, 3.455)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:21.781312,"(1.8, 2.26, 2.1574999999999998)","(11.0, 24.0, 13.166666666666666)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.3, 3.455)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:22.888694,"(1.8, 2.26, 2.1574999999999998)","(11.0, 24.0, 13.166666666666666)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.3, 3.455)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:24.183466,"(1.8, 2.26, 2.05)","(11.0, 24.0, 13.166666666666666)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.3, 3.455)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:25.350759,"(1.8, 2.26, 2.05)","(11.0, 24.0, 13.166666666666666)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.3, 3.455)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:26.565131,"(1.8, 2.26, 2.1999999999999997)","(11.0, 24.0, 13.166666666666666)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.3, 3.455)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:27.683239,"(1.8, 2.26, 2.1574999999999998)","(11.0, 24.0, 13.166666666666666)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.3, 3.455)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:28.896556,"(1.8, 2.26, 2.1624999999999996)","(11.0, 24.0, 13.166666666666666)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.3, 3.455)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:30.246702,"(1.8, 2.26, 2.1624999999999996)","(11.0, 24.0, 13.166666666666666)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.3, 3.455)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:31.512781,"(1.8, 2.26, 2.1624999999999996)","(11.0, 24.0, 13.166666666666666)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.3, 3.455)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:32.749900,"(1.8, 2.26, 2.1624999999999996)","(11.0, 24.0, 13.166666666666666)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.3, 3.455)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:33.824027,"(1.8, 2.26, 2.1624999999999996)","(11.0, 24.0, 13.166666666666666)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.3, 3.455)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:34.950122,"(1.8, 2.26, 2.1624999999999996)","(11.0, 24.0, 17.25)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.3, 3.455)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
04-01-2023 14:06:35.976557,"(1.8, 2.26, 2.1574999999999998)","(11.0, 24.0, 13.583333333333334)","(8.5, 17.5, 10.416666666666666)","(11.0, 25.0, 13.333333333333334)","(3.3, 5.3, 3.455)","(20.0, 80.0, 51.0)","(16.0, 48.0, 30.22222222222222)","(21.0, 80.0, 51.0)"
