,Homebush Jaxon,Homebush Macho,Homebush Leana,Mulberry Queen,Homebush Ice,Daisy Bee,Optional Extra
16,"[datetime.datetime(2022, 11, 28, 10, 42, 42, 931079), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 42, 42, 931079), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 42, 42, 931079), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 42, 931079), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 42, 42, 931079), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 42, 931079), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 42, 42, 931079), 3.4, 9.6]"
17,"[datetime.datetime(2022, 11, 28, 10, 42, 44, 60117), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 42, 44, 60117), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 42, 44, 60117), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 44, 60117), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 42, 44, 60117), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 44, 60117), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 42, 44, 60117), 3.4, 9.6]"
18,"[datetime.datetime(2022, 11, 28, 10, 42, 45, 233293), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 42, 45, 233293), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 42, 45, 233293), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 45, 233293), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 42, 45, 233293), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 45, 233293), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 42, 45, 233293), 3.4, 9.6]"
19,"[datetime.datetime(2022, 11, 28, 10, 42, 46, 353151), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 42, 46, 353151), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 42, 46, 353151), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 46, 353151), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 42, 46, 353151), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 46, 353151), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 42, 46, 353151), 3.4, 9.6]"
20,"[datetime.datetime(2022, 11, 28, 10, 42, 47, 468982), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 42, 47, 468982), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 42, 47, 468982), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 47, 468982), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 42, 47, 468982), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 47, 468982), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 42, 47, 468982), 3.4, 9.6]"
21,"[datetime.datetime(2022, 11, 28, 10, 42, 48, 584433), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 42, 48, 584433), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 42, 48, 584433), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 48, 584433), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 42, 48, 584433), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 48, 584433), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 42, 48, 584433), 3.4, 9.6]"
22,"[datetime.datetime(2022, 11, 28, 10, 42, 49, 709287), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 42, 49, 709287), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 42, 49, 709287), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 49, 709287), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 42, 49, 709287), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 49, 709287), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 42, 49, 709287), 3.4, 9.6]"
23,"[datetime.datetime(2022, 11, 28, 10, 42, 50, 844958), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 42, 50, 844958), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 42, 50, 844958), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 50, 844958), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 42, 50, 844958), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 50, 844958), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 42, 50, 844958), 3.4, 9.6]"
24,"[datetime.datetime(2022, 11, 28, 10, 42, 51, 971078), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 42, 51, 971078), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 42, 51, 971078), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 51, 971078), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 42, 51, 971078), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 51, 971078), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 42, 51, 971078), 3.4, 9.6]"
25,"[datetime.datetime(2022, 11, 28, 10, 42, 53, 88296), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 42, 53, 88296), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 42, 53, 88296), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 53, 88296), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 42, 53, 88296), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 53, 88296), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 42, 53, 88296), 3.4, 9.6]"
26,"[datetime.datetime(2022, 11, 28, 10, 42, 54, 200621), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 42, 54, 200621), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 42, 54, 200621), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 54, 200621), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 42, 54, 200621), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 54, 200621), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 42, 54, 200621), 3.4, 9.6]"
27,"[datetime.datetime(2022, 11, 28, 10, 42, 55, 315767), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 42, 55, 315767), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 42, 55, 315767), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 55, 315767), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 42, 55, 315767), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 55, 315767), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 42, 55, 315767), 3.4, 9.6]"
28,"[datetime.datetime(2022, 11, 28, 10, 42, 56, 434025), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 42, 56, 434025), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 42, 56, 434025), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 56, 434025), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 42, 56, 434025), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 56, 434025), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 42, 56, 434025), 3.4, 9.6]"
29,"[datetime.datetime(2022, 11, 28, 10, 42, 57, 550528), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 42, 57, 550528), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 42, 57, 550528), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 57, 550528), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 42, 57, 550528), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 57, 550528), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 42, 57, 550528), 3.4, 9.6]"
30,"[datetime.datetime(2022, 11, 28, 10, 42, 58, 657821), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 42, 58, 657821), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 42, 58, 657821), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 58, 657821), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 42, 58, 657821), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 58, 657821), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 42, 58, 657821), 3.4, 9.6]"
31,"[datetime.datetime(2022, 11, 28, 10, 42, 59, 778701), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 42, 59, 778701), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 42, 59, 778701), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 59, 778701), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 42, 59, 778701), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 42, 59, 778701), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 42, 59, 778701), 3.4, 9.6]"
32,"[datetime.datetime(2022, 11, 28, 10, 43, 0, 890122), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 43, 0, 890122), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 43, 0, 890122), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 0, 890122), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 43, 0, 890122), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 0, 890122), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 43, 0, 890122), 3.4, 9.6]"
33,"[datetime.datetime(2022, 11, 28, 10, 43, 2, 53216), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 43, 2, 53216), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 43, 2, 53216), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 2, 53216), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 43, 2, 53216), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 2, 53216), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 43, 2, 53216), 3.4, 9.6]"
34,"[datetime.datetime(2022, 11, 28, 10, 43, 3, 162097), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 43, 3, 162097), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 43, 3, 162097), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 3, 162097), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 43, 3, 162097), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 3, 162097), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 43, 3, 162097), 3.4, 9.6]"
35,"[datetime.datetime(2022, 11, 28, 10, 43, 4, 276792), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 43, 4, 276792), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 43, 4, 276792), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 4, 276792), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 43, 4, 276792), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 4, 276792), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 43, 4, 276792), 3.4, 9.6]"
36,"[datetime.datetime(2022, 11, 28, 10, 43, 5, 392967), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 43, 5, 392967), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 43, 5, 392967), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 5, 392967), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 43, 5, 392967), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 5, 392967), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 43, 5, 392967), 3.4, 9.6]"
37,"[datetime.datetime(2022, 11, 28, 10, 43, 6, 506249), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 43, 6, 506249), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 43, 6, 506249), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 6, 506249), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 43, 6, 506249), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 6, 506249), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 43, 6, 506249), 3.4, 9.6]"
38,"[datetime.datetime(2022, 11, 28, 10, 43, 7, 619498), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 43, 7, 619498), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 43, 7, 619498), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 7, 619498), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 43, 7, 619498), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 7, 619498), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 43, 7, 619498), 3.4, 9.6]"
39,"[datetime.datetime(2022, 11, 28, 10, 43, 8, 732407), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 43, 8, 732407), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 43, 8, 732407), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 8, 732407), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 43, 8, 732407), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 8, 732407), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 43, 8, 732407), 3.4, 9.6]"
40,"[datetime.datetime(2022, 11, 28, 10, 43, 9, 841571), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 43, 9, 841571), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 43, 9, 841571), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 9, 841571), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 43, 9, 841571), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 9, 841571), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 43, 9, 841571), 3.4, 9.6]"
41,"[datetime.datetime(2022, 11, 28, 10, 43, 10, 954024), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 43, 10, 954024), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 43, 10, 954024), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 10, 954024), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 43, 10, 954024), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 10, 954024), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 43, 10, 954024), 3.4, 9.6]"
42,"[datetime.datetime(2022, 11, 28, 10, 43, 12, 73802), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 43, 12, 73802), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 43, 12, 73802), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 12, 73802), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 43, 12, 73802), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 12, 73802), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 43, 12, 73802), 3.4, 9.6]"
43,"[datetime.datetime(2022, 11, 28, 10, 43, 13, 188976), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 43, 13, 188976), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 43, 13, 188976), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 13, 188976), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 43, 13, 188976), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 13, 188976), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 43, 13, 188976), 3.4, 9.6]"
44,"[datetime.datetime(2022, 11, 28, 10, 43, 14, 313603), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 43, 14, 313603), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 43, 14, 313603), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 14, 313603), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 43, 14, 313603), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 14, 313603), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 43, 14, 313603), 3.4, 9.6]"
45,"[datetime.datetime(2022, 11, 28, 10, 43, 15, 432449), 2.8, 5.7]","[datetime.datetime(2022, 11, 28, 10, 43, 15, 432449), 7.0, 19.0]","[datetime.datetime(2022, 11, 28, 10, 43, 15, 432449), 15.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 15, 432449), 4.0, 6.2]","[datetime.datetime(2022, 11, 28, 10, 43, 15, 432449), 19.0, 170.0]","[datetime.datetime(2022, 11, 28, 10, 43, 15, 432449), 6.0, 11.5]","[datetime.datetime(2022, 11, 28, 10, 43, 15, 432449), 3.4, 9.6]"
