,Kendys Butterfly,Feisty Phoebe,Real Dash Nz,Lightning Jash,Guaranteed Secret,Filcarlo,Shadow Terror,Sir Roman
10,"[datetime.datetime(2022, 11, 28, 18, 44, 49, 577007), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 44, 49, 577007), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 44, 49, 577007), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 44, 49, 577007), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 44, 49, 577007), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 44, 49, 577007), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 44, 49, 577007), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 44, 49, 577007), 5.5, 8.2]"
11,"[datetime.datetime(2022, 11, 28, 18, 44, 50, 817938), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 44, 50, 817938), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 44, 50, 817938), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 44, 50, 817938), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 44, 50, 817938), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 44, 50, 817938), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 44, 50, 817938), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 44, 50, 817938), 5.5, 8.2]"
12,"[datetime.datetime(2022, 11, 28, 18, 44, 52, 68566), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 44, 52, 68566), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 44, 52, 68566), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 44, 52, 68566), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 44, 52, 68566), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 44, 52, 68566), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 44, 52, 68566), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 44, 52, 68566), 5.5, 8.2]"
13,"[datetime.datetime(2022, 11, 28, 18, 44, 53, 326151), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 44, 53, 326151), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 44, 53, 326151), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 44, 53, 326151), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 44, 53, 326151), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 44, 53, 326151), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 44, 53, 326151), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 44, 53, 326151), 5.5, 8.2]"
14,"[datetime.datetime(2022, 11, 28, 18, 44, 54, 552906), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 44, 54, 552906), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 44, 54, 552906), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 44, 54, 552906), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 44, 54, 552906), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 44, 54, 552906), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 44, 54, 552906), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 44, 54, 552906), 5.5, 8.2]"
15,"[datetime.datetime(2022, 11, 28, 18, 44, 55, 845458), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 44, 55, 845458), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 44, 55, 845458), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 44, 55, 845458), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 44, 55, 845458), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 44, 55, 845458), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 44, 55, 845458), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 44, 55, 845458), 5.5, 8.2]"
16,"[datetime.datetime(2022, 11, 28, 18, 44, 57, 93492), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 44, 57, 93492), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 44, 57, 93492), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 44, 57, 93492), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 44, 57, 93492), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 44, 57, 93492), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 44, 57, 93492), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 44, 57, 93492), 5.5, 8.2]"
17,"[datetime.datetime(2022, 11, 28, 18, 44, 58, 356371), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 44, 58, 356371), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 44, 58, 356371), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 44, 58, 356371), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 44, 58, 356371), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 44, 58, 356371), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 44, 58, 356371), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 44, 58, 356371), 5.5, 8.2]"
18,"[datetime.datetime(2022, 11, 28, 18, 44, 59, 636887), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 44, 59, 636887), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 44, 59, 636887), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 44, 59, 636887), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 44, 59, 636887), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 44, 59, 636887), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 44, 59, 636887), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 44, 59, 636887), 5.5, 8.2]"
19,"[datetime.datetime(2022, 11, 28, 18, 45, 0, 889139), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 45, 0, 889139), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 45, 0, 889139), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 45, 0, 889139), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 45, 0, 889139), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 45, 0, 889139), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 45, 0, 889139), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 45, 0, 889139), 5.5, 8.2]"
20,"[datetime.datetime(2022, 11, 28, 18, 45, 2, 87358), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 45, 2, 87358), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 45, 2, 87358), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 45, 2, 87358), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 45, 2, 87358), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 45, 2, 87358), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 45, 2, 87358), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 45, 2, 87358), 5.5, 8.2]"
21,"[datetime.datetime(2022, 11, 28, 18, 45, 3, 287804), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 45, 3, 287804), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 45, 3, 287804), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 45, 3, 287804), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 45, 3, 287804), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 45, 3, 287804), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 45, 3, 287804), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 45, 3, 287804), 5.5, 8.2]"
22,"[datetime.datetime(2022, 11, 28, 18, 45, 4, 478552), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 45, 4, 478552), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 45, 4, 478552), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 45, 4, 478552), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 45, 4, 478552), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 45, 4, 478552), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 45, 4, 478552), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 45, 4, 478552), 5.5, 8.2]"
23,"[datetime.datetime(2022, 11, 28, 18, 45, 5, 670111), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 45, 5, 670111), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 45, 5, 670111), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 45, 5, 670111), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 45, 5, 670111), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 45, 5, 670111), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 45, 5, 670111), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 45, 5, 670111), 5.5, 8.2]"
24,"[datetime.datetime(2022, 11, 28, 18, 45, 6, 901370), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 45, 6, 901370), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 45, 6, 901370), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 45, 6, 901370), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 45, 6, 901370), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 45, 6, 901370), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 45, 6, 901370), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 45, 6, 901370), 5.5, 8.2]"
25,"[datetime.datetime(2022, 11, 28, 18, 45, 8, 204969), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 45, 8, 204969), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 45, 8, 204969), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 45, 8, 204969), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 45, 8, 204969), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 45, 8, 204969), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 45, 8, 204969), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 45, 8, 204969), 5.5, 8.2]"
26,"[datetime.datetime(2022, 11, 28, 18, 45, 9, 439619), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 45, 9, 439619), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 45, 9, 439619), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 45, 9, 439619), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 45, 9, 439619), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 45, 9, 439619), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 45, 9, 439619), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 45, 9, 439619), 5.5, 8.2]"
27,"[datetime.datetime(2022, 11, 28, 18, 45, 10, 664277), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 45, 10, 664277), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 45, 10, 664277), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 45, 10, 664277), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 45, 10, 664277), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 45, 10, 664277), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 45, 10, 664277), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 45, 10, 664277), 5.5, 8.2]"
28,"[datetime.datetime(2022, 11, 28, 18, 45, 11, 868109), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 45, 11, 868109), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 45, 11, 868109), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 45, 11, 868109), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 45, 11, 868109), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 45, 11, 868109), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 45, 11, 868109), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 45, 11, 868109), 5.5, 8.2]"
29,"[datetime.datetime(2022, 11, 28, 18, 45, 13, 74712), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 45, 13, 74712), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 45, 13, 74712), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 45, 13, 74712), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 45, 13, 74712), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 45, 13, 74712), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 45, 13, 74712), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 45, 13, 74712), 5.5, 8.2]"
30,"[datetime.datetime(2022, 11, 28, 18, 45, 14, 266172), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 45, 14, 266172), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 45, 14, 266172), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 45, 14, 266172), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 45, 14, 266172), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 45, 14, 266172), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 45, 14, 266172), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 45, 14, 266172), 5.5, 8.2]"
31,"[datetime.datetime(2022, 11, 28, 18, 45, 15, 554839), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 45, 15, 554839), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 45, 15, 554839), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 45, 15, 554839), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 45, 15, 554839), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 45, 15, 554839), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 45, 15, 554839), 11.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 45, 15, 554839), 5.5, 8.2]"
32,"[datetime.datetime(2022, 11, 28, 18, 45, 16, 802348), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 45, 16, 802348), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 45, 16, 802348), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 45, 16, 802348), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 45, 16, 802348), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 45, 16, 802348), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 45, 16, 802348), 11.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 45, 16, 802348), 5.5, 8.2]"
33,"[datetime.datetime(2022, 11, 28, 18, 45, 18, 24414), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 45, 18, 24414), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 45, 18, 24414), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 45, 18, 24414), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 45, 18, 24414), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 45, 18, 24414), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 45, 18, 24414), 11.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 45, 18, 24414), 5.5, 8.2]"
34,"[datetime.datetime(2022, 11, 28, 18, 45, 19, 231551), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 45, 19, 231551), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 45, 19, 231551), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 45, 19, 231551), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 45, 19, 231551), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 45, 19, 231551), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 45, 19, 231551), 11.0, 19.5]","[datetime.datetime(2022, 11, 28, 18, 45, 19, 231551), 5.5, 8.2]"
35,"[datetime.datetime(2022, 11, 28, 18, 45, 20, 417210), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 45, 20, 417210), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 45, 20, 417210), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 45, 20, 417210), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 45, 20, 417210), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 45, 20, 417210), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 45, 20, 417210), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 45, 20, 417210), 5.5, 8.2]"
36,"[datetime.datetime(2022, 11, 28, 18, 45, 21, 624744), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 45, 21, 624744), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 45, 21, 624744), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 45, 21, 624744), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 45, 21, 624744), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 45, 21, 624744), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 45, 21, 624744), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 45, 21, 624744), 5.5, 8.2]"
37,"[datetime.datetime(2022, 11, 28, 18, 45, 22, 864139), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 45, 22, 864139), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 45, 22, 864139), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 45, 22, 864139), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 45, 22, 864139), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 45, 22, 864139), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 45, 22, 864139), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 45, 22, 864139), 5.5, 8.2]"
38,"[datetime.datetime(2022, 11, 28, 18, 45, 24, 92546), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 45, 24, 92546), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 45, 24, 92546), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 45, 24, 92546), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 45, 24, 92546), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 45, 24, 92546), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 45, 24, 92546), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 45, 24, 92546), 5.5, 8.2]"
39,"[datetime.datetime(2022, 11, 28, 18, 45, 25, 279882), 3.9, 6.0]","[datetime.datetime(2022, 11, 28, 18, 45, 25, 279882), 5.0, 7.6]","[datetime.datetime(2022, 11, 28, 18, 45, 25, 279882), 31.0, 99999]","[datetime.datetime(2022, 11, 28, 18, 45, 25, 279882), 1.95, 2.72]","[datetime.datetime(2022, 11, 28, 18, 45, 25, 279882), 31.0, 50.0]","[datetime.datetime(2022, 11, 28, 18, 45, 25, 279882), 101.0, 360.0]","[datetime.datetime(2022, 11, 28, 18, 45, 25, 279882), 11.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 45, 25, 279882), 5.5, 8.2]"
