,Fabios Ethics,Good Odds Carla,Boa Vista,Allowed To Dream,Why So Serious,Optimus Eli,Unacceptable Les,Kalyara
08-01-2023 18:03:57.092913,"(8.0, 15.5, 10.633333333333333)","(2.5, 4.0, 2.744615384615385)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 479.2857142857142)","(21.0, 70.0, 47.72727272727273)","(31.0, 320.0, 178.0)"
08-01-2023 18:03:58.197532,"(8.0, 15.5, 10.633333333333333)","(2.5, 4.0, 2.744615384615385)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 479.2857142857142)","(21.0, 70.0, 47.72727272727273)","(31.0, 320.0, 178.0)"
08-01-2023 18:03:59.287062,"(8.0, 15.5, 10.633333333333333)","(2.5, 4.0, 2.744615384615385)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 479.2857142857142)","(21.0, 70.0, 47.72727272727273)","(31.0, 320.0, 178.0)"
08-01-2023 18:04:00.398131,"(8.0, 15.5, 10.633333333333333)","(2.5, 4.0, 2.744615384615385)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 479.2857142857142)","(21.0, 70.0, 47.72727272727273)","(31.0, 320.0, 178.0)"
08-01-2023 18:04:01.526179,"(8.0, 15.5, 10.633333333333333)","(2.5, 4.0, 2.744615384615385)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 479.2857142857142)","(21.0, 70.0, 47.72727272727273)","(31.0, 320.0, 178.0)"
08-01-2023 18:04:02.744845,"(8.0, 15.5, 10.633333333333333)","(2.5, 4.0, 2.744615384615385)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 479.2857142857142)","(21.0, 70.0, 47.72727272727273)","(31.0, 320.0, 178.0)"
08-01-2023 18:04:03.918162,"(8.0, 15.5, 10.633333333333333)","(2.5, 4.0, 2.744615384615385)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 178.0)"
08-01-2023 18:04:05.026144,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.65, 2.712142857142857)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 178.0)"
08-01-2023 18:04:06.102215,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.65, 2.712142857142857)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 178.0)"
08-01-2023 18:04:07.365279,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.7157142857142857)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 178.0)"
08-01-2023 18:04:08.501252,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.7157142857142857)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 178.0)"
08-01-2023 18:04:09.606491,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.7157142857142857)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 178.0)"
08-01-2023 18:04:10.945150,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.7157142857142857)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 178.0)"
08-01-2023 18:04:12.067863,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.7157142857142857)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 178.0)"
08-01-2023 18:04:13.246449,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.7157142857142857)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 178.0)"
08-01-2023 18:04:14.367965,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.7157142857142857)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 178.0)"
08-01-2023 18:04:15.674289,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.7157142857142857)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 178.0)"
08-01-2023 18:04:17.065002,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.7157142857142857)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 178.0)"
08-01-2023 18:04:18.352800,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:19.511066,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:20.677177,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:21.909465,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:23.096594,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:24.205757,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:25.192373,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:26.215701,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:27.237276,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:28.364341,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:29.415799,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:30.591780,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:31.667368,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.3015999999999996)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:32.704393,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:33.951568,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:35.105322,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:36.251441,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 243.75)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:37.371235,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 307.5)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:38.537414,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 307.5)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:39.742414,"(8.0, 15.5, 9.416666666666666)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 307.5)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:40.843816,"(8.0, 15.5, 9.416666666666666)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 307.5)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:41.897553,"(8.0, 15.5, 9.416666666666666)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 307.5)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:43.108215,"(8.0, 15.5, 9.416666666666666)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 307.5)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:44.216623,"(8.0, 15.5, 9.416666666666666)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 307.5)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:45.400416,"(8.0, 15.5, 9.416666666666666)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 307.5)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:46.618473,"(8.0, 15.5, 9.416666666666666)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 307.5)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:47.873420,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:49.025395,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:50.212102,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:51.362270,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:52.556376,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:53.736990,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:54.904367,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:56.063273,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:57.227889,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:58.342572,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:04:59.472961,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:05:00.576930,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:05:01.817867,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:05:03.004958,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:05:04.185537,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:05:05.424805,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:05:06.559284,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:05:07.853026,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:05:09.033293,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:05:10.241067,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:05:11.446789,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:05:12.495373,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:05:13.592694,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
08-01-2023 18:05:14.582351,"(8.0, 15.5, 10.633333333333333)","(2.5, 3.7, 2.6881818181818184)","(2.15, 3.3, 2.321176470588235)","(5.5, 9.6, 7.873684210526315)","(31.0, 130.0, 80.0)","(51.0, 550.0, 305.0)","(21.0, 70.0, 35.09090909090909)","(31.0, 320.0, 149.6)"
