,Fabios Ethics,Good Odds Carla,Boa Vista,Allowed To Dream,Why So Serious,Optimus Eli,Unacceptable Les,Kalyara
08-01-2023 18:14:20.149622,"(8.0, 15.0, 11.52)","(2.5, 3.65, 3.5388888888888888)","(2.15, 2.98, 2.881818181818182)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 80.0)","(51.0, 440.0, 393.75)","(21.0, 65.0, 44.5)","(31.0, 170.0, 135.63636363636363)"
08-01-2023 18:14:21.211308,"(8.0, 15.0, 11.52)","(2.5, 3.65, 3.5388888888888888)","(2.15, 2.98, 2.881818181818182)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 109.75)","(51.0, 440.0, 393.75)","(21.0, 65.0, 44.5)","(31.0, 170.0, 132.2)"
08-01-2023 18:14:22.215060,"(8.0, 15.0, 11.52)","(2.5, 3.65, 3.5388888888888888)","(2.15, 2.98, 2.881818181818182)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 109.75)","(51.0, 440.0, 393.75)","(21.0, 65.0, 44.5)","(31.0, 170.0, 132.2)"
08-01-2023 18:14:23.235715,"(8.0, 15.0, 11.52)","(2.5, 3.65, 3.544736842105263)","(2.15, 2.98, 2.881818181818182)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 109.75)","(51.0, 440.0, 393.75)","(21.0, 65.0, 44.5)","(31.0, 170.0, 132.2)"
08-01-2023 18:14:24.309867,"(8.0, 15.0, 11.52)","(2.5, 3.65, 3.544736842105263)","(2.15, 2.98, 2.881818181818182)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 109.75)","(51.0, 440.0, 376.25)","(21.0, 65.0, 44.5)","(31.0, 170.0, 132.2)"
08-01-2023 18:14:25.382161,"(8.0, 15.0, 11.52)","(2.5, 3.65, 3.544736842105263)","(2.15, 2.98, 2.881818181818182)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 109.75)","(51.0, 420.0, 376.25)","(21.0, 65.0, 44.5)","(31.0, 170.0, 132.2)"
08-01-2023 18:14:26.430709,"(8.0, 15.0, 11.52)","(2.5, 3.65, 3.544736842105263)","(2.15, 2.98, 2.881818181818182)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 109.75)","(51.0, 420.0, 376.25)","(21.0, 65.0, 44.5)","(31.0, 170.0, 108.0)"
08-01-2023 18:14:27.471632,"(8.0, 15.0, 11.52)","(2.5, 3.65, 3.544736842105263)","(2.15, 2.98, 2.881818181818182)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 109.75)","(51.0, 420.0, 214.11764705882354)","(21.0, 65.0, 44.5)","(31.0, 170.0, 129.33333333333331)"
08-01-2023 18:14:28.499665,"(8.0, 15.0, 11.52)","(2.5, 3.65, 3.544736842105263)","(2.15, 2.98, 2.889090909090909)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 109.75)","(51.0, 420.0, 214.11764705882354)","(21.0, 65.0, 44.5)","(31.0, 170.0, 130.0)"
08-01-2023 18:14:29.508229,"(8.0, 15.0, 11.52)","(2.5, 3.65, 3.544736842105263)","(2.15, 2.98, 2.889090909090909)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 109.75)","(51.0, 420.0, 358.75)","(21.0, 65.0, 44.5)","(31.0, 170.0, 109.23076923076923)"
08-01-2023 18:14:30.517051,"(8.0, 15.0, 11.52)","(2.5, 3.65, 3.544736842105263)","(2.15, 2.98, 2.889090909090909)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 109.75)","(51.0, 400.0, 235.0)","(21.0, 65.0, 44.5)","(31.0, 160.0, 120.0)"
08-01-2023 18:14:31.504109,"(8.0, 15.0, 11.52)","(2.5, 3.65, 3.544736842105263)","(2.15, 2.98, 2.889090909090909)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 109.75)","(51.0, 400.0, 214.375)","(21.0, 65.0, 44.5)","(31.0, 150.0, 120.0)"
08-01-2023 18:14:32.536965,"(8.0, 15.0, 11.52)","(2.5, 3.65, 3.544736842105263)","(2.15, 2.98, 2.889090909090909)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 109.75)","(51.0, 400.0, 214.375)","(21.0, 65.0, 44.5)","(31.0, 150.0, 109.28571428571428)"
08-01-2023 18:14:33.879538,"(8.0, 15.0, 11.133333333333333)","(2.5, 3.65, 3.544736842105263)","(2.15, 2.98, 2.889090909090909)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 101.77777777777777)","(51.0, 390.0, 151.25)","(21.0, 65.0, 44.5)","(31.0, 150.0, 109.28571428571428)"
08-01-2023 18:14:34.894355,"(8.0, 15.0, 11.133333333333333)","(2.5, 3.65, 3.544736842105263)","(2.15, 2.98, 2.889090909090909)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 104.4)","(51.0, 380.0, 327.77777777777777)","(21.0, 65.0, 44.5)","(31.0, 150.0, 121.66666666666667)"
08-01-2023 18:14:35.990618,"(8.0, 15.0, 11.133333333333333)","(2.5, 3.65, 3.544736842105263)","(2.15, 2.98, 2.889090909090909)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 104.4)","(51.0, 360.0, 327.77777777777777)","(21.0, 65.0, 44.5)","(31.0, 130.0, 115.0)"
08-01-2023 18:14:37.119989,"(8.0, 14.5, 11.85)","(2.5, 3.65, 3.544736842105263)","(2.15, 2.98, 2.889090909090909)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 104.4)","(51.0, 360.0, 248.46153846153845)","(21.0, 65.0, 44.5)","(31.0, 130.0, 103.88888888888889)"
08-01-2023 18:14:38.251034,"(8.0, 14.5, 11.85)","(2.5, 3.65, 3.544736842105263)","(2.15, 2.98, 2.889090909090909)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 104.4)","(51.0, 360.0, 266.3636363636364)","(21.0, 65.0, 44.5)","(31.0, 110.0, 103.88888888888889)"
08-01-2023 18:14:39.243684,"(8.0, 14.5, 11.85)","(2.5, 3.65, 3.544736842105263)","(2.15, 2.98, 2.889090909090909)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 104.4)","(51.0, 340.0, 214.0)","(21.0, 65.0, 44.5)","(31.0, 110.0, 103.88888888888889)"
08-01-2023 18:14:40.416234,"(8.0, 14.5, 11.85)","(2.5, 3.65, 3.544736842105263)","(2.15, 2.98, 2.889090909090909)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 104.4)","(51.0, 340.0, 153.0769230769231)","(21.0, 65.0, 44.5)","(31.0, 110.0, 103.88888888888889)"
08-01-2023 18:14:41.503740,"(8.0, 14.5, 11.85)","(2.5, 3.65, 3.544736842105263)","(2.15, 2.98, 2.889090909090909)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 104.4)","(51.0, 340.0, 197.05882352941177)","(21.0, 65.0, 28.6)","(31.0, 110.0, 103.88888888888889)"
08-01-2023 18:14:42.513829,"(8.0, 14.5, 11.85)","(2.5, 3.65, 3.544736842105263)","(2.15, 2.98, 2.889090909090909)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 104.4)","(51.0, 340.0, 292.22222222222223)","(21.0, 70.0, 28.6)","(31.0, 110.0, 103.125)"
08-01-2023 18:14:43.571292,"(8.0, 14.5, 11.85)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.889090909090909)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 104.4)","(51.0, 320.0, 292.22222222222223)","(21.0, 70.0, 28.6)","(31.0, 110.0, 103.125)"
08-01-2023 18:14:44.664036,"(8.0, 14.5, 11.85)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.8054545454545456)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 104.4)","(51.0, 320.0, 203.33333333333334)","(21.0, 70.0, 28.6)","(31.0, 110.0, 103.125)"
08-01-2023 18:14:45.633684,"(8.0, 14.5, 11.85)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.894418604651163)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 104.4)","(51.0, 320.0, 203.33333333333334)","(21.0, 70.0, 28.6)","(31.0, 110.0, 103.125)"
08-01-2023 18:14:46.632720,"(8.0, 14.5, 11.85)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.8392)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 104.4)","(51.0, 300.0, 274.44444444444446)","(21.0, 70.0, 28.6)","(31.0, 110.0, 103.125)"
08-01-2023 18:14:47.618699,"(8.0, 14.5, 11.85)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.901860465116279)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 104.4)","(51.0, 300.0, 274.44444444444446)","(21.0, 70.0, 28.6)","(31.0, 110.0, 103.125)"
08-01-2023 18:14:48.625911,"(8.0, 14.5, 11.85)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.901860465116279)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 94.0)","(51.0, 300.0, 187.5)","(21.0, 70.0, 28.6)","(31.0, 110.0, 103.125)"
08-01-2023 18:14:49.711052,"(8.0, 14.5, 11.85)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.901860465116279)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 104.4)","(51.0, 300.0, 274.44444444444446)","(21.0, 70.0, 45.11764705882353)","(31.0, 110.0, 103.33333333333334)"
08-01-2023 18:14:50.770707,"(8.0, 14.5, 10.966666666666667)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.901860465116279)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 104.4)","(51.0, 300.0, 274.44444444444446)","(21.0, 70.0, 45.11764705882353)","(31.0, 110.0, 102.5)"
08-01-2023 18:14:51.847178,"(8.0, 14.5, 10.966666666666667)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.901860465116279)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 104.4)","(51.0, 300.0, 153.63636363636363)","(21.0, 70.0, 45.11764705882353)","(31.0, 110.0, 103.33333333333334)"
08-01-2023 18:14:52.858634,"(8.0, 14.5, 10.966666666666667)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.901860465116279)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 104.4)","(51.0, 300.0, 153.63636363636363)","(21.0, 70.0, 45.11764705882353)","(31.0, 110.0, 103.33333333333334)"
08-01-2023 18:14:53.880194,"(8.0, 14.5, 10.966666666666667)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.901860465116279)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 104.4)","(51.0, 290.0, 256.66666666666663)","(21.0, 70.0, 45.11764705882353)","(31.0, 110.0, 103.33333333333334)"
08-01-2023 18:14:55.013740,"(8.0, 14.5, 10.966666666666667)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.8466666666666667)","(5.5, 6.8, 6.036363636363636)","(31.0, 120.0, 104.4)","(51.0, 280.0, 222.72727272727272)","(21.0, 70.0, 45.11764705882353)","(31.0, 110.0, 103.33333333333334)"
08-01-2023 18:14:56.099715,"(8.0, 14.5, 10.966666666666667)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.66)","(5.5, 6.8, 5.75)","(31.0, 120.0, 104.4)","(51.0, 280.0, 222.72727272727272)","(21.0, 70.0, 45.11764705882353)","(31.0, 110.0, 103.33333333333334)"
08-01-2023 18:14:57.125168,"(8.0, 14.5, 10.966666666666667)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.66)","(5.5, 6.8, 5.75)","(31.0, 120.0, 104.4)","(51.0, 280.0, 222.72727272727272)","(21.0, 70.0, 45.11764705882353)","(31.0, 110.0, 103.33333333333334)"
08-01-2023 18:14:58.286535,"(8.0, 14.5, 10.966666666666667)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.692)","(5.5, 6.8, 5.75)","(31.0, 120.0, 104.4)","(51.0, 280.0, 238.88888888888889)","(21.0, 70.0, 45.11764705882353)","(31.0, 110.0, 103.33333333333334)"
08-01-2023 18:14:59.444883,"(8.0, 14.5, 10.966666666666667)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.692)","(5.5, 6.8, 5.75)","(31.0, 120.0, 104.4)","(51.0, 260.0, 196.66666666666669)","(21.0, 70.0, 43.888888888888886)","(31.0, 110.0, 103.33333333333334)"
08-01-2023 18:15:00.585143,"(8.0, 14.5, 10.966666666666667)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.66)","(5.5, 6.8, 5.75)","(31.0, 120.0, 104.4)","(51.0, 260.0, 196.66666666666669)","(21.0, 70.0, 43.888888888888886)","(31.0, 110.0, 103.33333333333334)"
08-01-2023 18:15:01.796512,"(8.0, 14.5, 10.966666666666667)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.66)","(5.5, 6.8, 5.75)","(31.0, 120.0, 104.4)","(51.0, 260.0, 196.66666666666669)","(21.0, 70.0, 43.888888888888886)","(31.0, 110.0, 103.33333333333334)"
08-01-2023 18:15:02.823486,"(8.0, 14.5, 10.966666666666667)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.66)","(5.5, 6.8, 5.75)","(31.0, 120.0, 82.0)","(51.0, 260.0, 228.125)","(21.0, 70.0, 39.34782608695652)","(31.0, 110.0, 90.0)"
08-01-2023 18:15:03.808520,"(8.0, 13.5, 11.5)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.66)","(5.5, 6.4, 5.866666666666666)","(31.0, 120.0, 82.0)","(51.0, 250.0, 228.125)","(21.0, 70.0, 38.04)","(31.0, 100.0, 90.0)"
08-01-2023 18:15:04.829357,"(8.0, 13.5, 10.73076923076923)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.66)","(5.5, 6.2, 6.065384615384616)","(31.0, 120.0, 82.0)","(51.0, 250.0, 228.125)","(21.0, 70.0, 38.04)","(31.0, 100.0, 90.0)"
08-01-2023 18:15:05.889448,"(8.0, 13.5, 10.73076923076923)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.66)","(5.5, 6.2, 6.065384615384616)","(31.0, 120.0, 82.0)","(51.0, 250.0, 228.125)","(21.0, 70.0, 38.04)","(31.0, 100.0, 90.0)"
08-01-2023 18:15:07.116977,"(8.0, 13.5, 10.73076923076923)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.66)","(5.5, 6.2, 6.006896551724138)","(31.0, 120.0, 114.15384615384615)","(51.0, 250.0, 163.84615384615384)","(21.0, 70.0, 40.41176470588235)","(31.0, 100.0, 89.375)"
08-01-2023 18:15:08.268879,"(8.0, 13.5, 9.592105263157894)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.66)","(5.5, 6.2, 6.006896551724138)","(31.0, 120.0, 114.15384615384615)","(51.0, 240.0, 210.625)","(21.0, 60.0, 46.27272727272727)","(31.0, 95.0, 86.0)"
08-01-2023 18:15:09.360479,"(8.0, 13.0, 12.333333333333332)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.66)","(5.5, 6.2, 6.006896551724138)","(31.0, 120.0, 111.77777777777777)","(51.0, 230.0, 210.625)","(21.0, 55.0, 46.27272727272727)","(31.0, 95.0, 86.0)"
08-01-2023 18:15:10.596920,"(8.0, 13.0, 12.333333333333332)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.66)","(5.5, 6.2, 5.7625)","(31.0, 120.0, 108.0)","(51.0, 210.0, 166.66666666666669)","(21.0, 48.0, 40.85714285714286)","(31.0, 95.0, 72.5)"
08-01-2023 18:15:11.650097,"(8.0, 13.0, 12.333333333333332)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.66)","(5.5, 6.2, 5.7625)","(31.0, 120.0, 108.0)","(51.0, 210.0, 166.66666666666669)","(21.0, 48.0, 35.5)","(31.0, 95.0, 82.0)"
08-01-2023 18:15:12.737179,"(8.0, 12.5, 11.5)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.66)","(5.5, 6.2, 5.7625)","(31.0, 120.0, 108.0)","(51.0, 210.0, 158.0)","(21.0, 48.0, 28.0)","(31.0, 90.0, 74.61538461538461)"
08-01-2023 18:15:13.836132,"(8.0, 12.5, 11.5)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.66)","(5.5, 6.2, 5.7625)","(31.0, 120.0, 108.0)","(51.0, 210.0, 158.0)","(21.0, 48.0, 38.333333333333336)","(31.0, 90.0, 81.11111111111111)"
08-01-2023 18:15:14.974168,"(8.0, 12.0, 11.142857142857142)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.66)","(5.5, 6.2, 5.7625)","(31.0, 120.0, 108.0)","(51.0, 210.0, 158.0)","(21.0, 46.0, 38.333333333333336)","(31.0, 85.0, 81.11111111111111)"
08-01-2023 18:15:16.146309,"(8.0, 12.0, 11.142857142857142)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.66)","(5.5, 6.2, 5.7625)","(31.0, 120.0, 108.0)","(51.0, 210.0, 166.66666666666669)","(21.0, 46.0, 38.333333333333336)","(31.0, 85.0, 81.11111111111111)"
08-01-2023 18:15:17.291651,"(8.0, 12.0, 11.142857142857142)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.66)","(5.5, 6.2, 5.616666666666666)","(31.0, 120.0, 108.0)","(51.0, 210.0, 182.85714285714286)","(21.0, 46.0, 30.0)","(31.0, 85.0, 76.66666666666667)"
08-01-2023 18:15:18.360692,"(8.0, 12.0, 10.875)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.66)","(5.5, 6.2, 5.616666666666666)","(31.0, 120.0, 108.0)","(51.0, 200.0, 174.28571428571428)","(21.0, 44.0, 30.0)","(31.0, 80.0, 76.66666666666667)"
08-01-2023 18:15:19.387885,"(8.0, 12.0, 10.875)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.66)","(5.5, 6.2, 5.616666666666666)","(31.0, 120.0, 108.0)","(51.0, 190.0, 153.33333333333331)","(21.0, 44.0, 30.0)","(31.0, 80.0, 76.66666666666667)"
08-01-2023 18:15:20.503530,"(8.0, 12.0, 10.875)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.66)","(5.5, 6.2, 5.7625)","(31.0, 120.0, 108.0)","(51.0, 190.0, 140.0)","(21.0, 44.0, 35.666666666666664)","(31.0, 80.0, 71.81818181818181)"
08-01-2023 18:15:21.527613,"(8.0, 12.0, 9.441176470588236)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.66)","(5.5, 6.2, 5.7625)","(31.0, 120.0, 108.0)","(51.0, 190.0, 140.0)","(21.0, 42.0, 35.666666666666664)","(31.0, 80.0, 71.81818181818181)"
08-01-2023 18:15:22.644791,"(8.0, 11.5, 11.083333333333334)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.66)","(5.5, 6.2, 5.7625)","(31.0, 120.0, 108.0)","(51.0, 190.0, 140.0)","(21.0, 42.0, 35.666666666666664)","(31.0, 80.0, 70.0)"
08-01-2023 18:15:23.757776,"(8.0, 11.0, 10.428571428571429)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.66)","(5.5, 6.2, 5.7625)","(31.0, 120.0, 108.0)","(51.0, 190.0, 140.0)","(21.0, 42.0, 34.333333333333336)","(31.0, 80.0, 71.0)"
08-01-2023 18:15:24.856802,"(8.0, 11.0, 10.428571428571429)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.66)","(5.5, 6.2, 5.7625)","(31.0, 120.0, 108.0)","(51.0, 190.0, 157.14285714285714)","(21.0, 40.0, 34.333333333333336)","(31.0, 80.0, 71.0)"
08-01-2023 18:15:25.923778,"(8.0, 11.0, 10.428571428571429)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.98, 2.66)","(5.5, 6.2, 5.7625)","(31.0, 120.0, 113.45454545454545)","(51.0, 170.0, 125.0)","(21.0, 40.0, 34.333333333333336)","(31.0, 80.0, 71.0)"
08-01-2023 18:15:27.074940,"(8.0, 11.0, 10.428571428571429)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.94, 2.6733333333333333)","(5.5, 6.0, 5.862068965517241)","(31.0, 120.0, 115.2)","(51.0, 170.0, 127.5)","(21.0, 40.0, 33.0)","(31.0, 80.0, 71.0)"
08-01-2023 18:15:28.105641,"(8.0, 11.0, 10.428571428571429)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.92, 2.683478260869565)","(5.5, 6.0, 5.862068965517241)","(31.0, 120.0, 111.25)","(51.0, 170.0, 127.5)","(21.0, 38.0, 35.5)","(31.0, 80.0, 71.0)"
08-01-2023 18:15:29.189516,"(8.0, 11.0, 10.428571428571429)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.9, 2.6782608695652175)","(5.5, 6.0, 5.69811320754717)","(31.0, 120.0, 114.61538461538461)","(51.0, 170.0, 103.33333333333333)","(21.0, 38.0, 28.357142857142858)","(31.0, 80.0, 71.0)"
08-01-2023 18:15:30.296086,"(8.0, 11.0, 10.428571428571429)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.9, 2.6782608695652175)","(5.5, 6.0, 5.69811320754717)","(31.0, 120.0, 114.61538461538461)","(51.0, 170.0, 103.33333333333333)","(21.0, 38.0, 33.83333333333333)","(31.0, 80.0, 71.0)"
08-01-2023 18:15:31.410810,"(8.0, 11.0, 10.428571428571429)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.9, 2.6782608695652175)","(5.5, 6.0, 5.69811320754717)","(31.0, 120.0, 114.61538461538461)","(51.0, 170.0, 103.33333333333333)","(21.0, 36.0, 33.83333333333333)","(31.0, 80.0, 71.0)"
08-01-2023 18:15:32.570507,"(8.0, 11.0, 10.428571428571429)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.9, 2.6782608695652175)","(5.5, 6.0, 5.828125)","(31.0, 120.0, 114.61538461538461)","(51.0, 170.0, 103.33333333333333)","(21.0, 36.0, 28.0)","(31.0, 80.0, 71.0)"
08-01-2023 18:15:33.624049,"(8.0, 11.0, 10.428571428571429)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.9, 2.6782608695652175)","(5.5, 6.0, 5.828125)","(31.0, 120.0, 114.61538461538461)","(51.0, 170.0, 103.33333333333333)","(21.0, 36.0, 32.166666666666664)","(31.0, 80.0, 71.0)"
08-01-2023 18:15:34.678101,"(8.0, 11.0, 10.428571428571429)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.9, 2.6782608695652175)","(5.5, 6.0, 5.828125)","(31.0, 120.0, 114.61538461538461)","(51.0, 170.0, 103.33333333333333)","(21.0, 34.0, 32.166666666666664)","(31.0, 80.0, 71.0)"
08-01-2023 18:15:35.717328,"(8.0, 11.0, 10.428571428571429)","(2.5, 3.65, 3.507142857142857)","(2.15, 2.9, 2.6782608695652175)","(5.5, 6.0, 5.828125)","(31.0, 120.0, 114.61538461538461)","(51.0, 170.0, 103.33333333333333)","(21.0, 34.0, 26.928571428571427)","(31.0, 80.0, 71.0)"
08-01-2023 18:15:36.978024,"(8.0, 11.0, 9.8)","(2.5, 3.65, 3.5166666666666666)","(2.15, 2.9, 2.6494736842105264)","(5.5, 6.0, 5.828125)","(31.0, 120.0, 114.61538461538461)","(51.0, 170.0, 103.33333333333333)","(21.0, 34.0, 30.875)","(31.0, 80.0, 71.0)"
08-01-2023 18:15:38.097212,"(8.0, 11.0, 9.8)","(2.5, 3.65, 3.5166666666666666)","(2.15, 2.9, 2.6494736842105264)","(5.5, 6.0, 5.828125)","(31.0, 120.0, 114.61538461538461)","(51.0, 170.0, 103.33333333333333)","(21.0, 32.0, 30.875)","(31.0, 80.0, 70.0)"
08-01-2023 18:15:39.089093,"(8.0, 11.0, 9.8)","(2.5, 3.65, 3.5166666666666666)","(2.15, 2.9, 2.6494736842105264)","(5.5, 6.0, 5.828125)","(31.0, 120.0, 114.61538461538461)","(51.0, 170.0, 103.33333333333333)","(21.0, 32.0, 29.125)","(31.0, 80.0, 66.15384615384616)"
08-01-2023 18:15:40.101000,"(8.0, 11.0, 9.117647058823529)","(2.5, 3.65, 3.5166666666666666)","(2.15, 2.9, 2.6494736842105264)","(5.5, 6.0, 5.828125)","(31.0, 120.0, 114.61538461538461)","(51.0, 170.0, 112.85714285714286)","(21.0, 30.0, 28.6)","(31.0, 80.0, 71.0)"
08-01-2023 18:15:41.174200,"(8.0, 10.5, 9.75)","(2.5, 3.65, 3.5166666666666666)","(2.15, 2.9, 2.6494736842105264)","(5.5, 6.0, 5.828125)","(31.0, 120.0, 114.61538461538461)","(51.0, 170.0, 112.85714285714286)","(21.0, 30.0, 28.6)","(31.0, 80.0, 71.0)"
08-01-2023 18:15:42.244390,"(8.0, 10.5, 9.75)","(2.5, 3.65, 3.5166666666666666)","(2.15, 2.9, 2.6494736842105264)","(5.5, 6.0, 5.828125)","(31.0, 120.0, 114.61538461538461)","(51.0, 170.0, 112.85714285714286)","(21.0, 30.0, 25.545454545454547)","(31.0, 80.0, 71.0)"
08-01-2023 18:15:43.393035,"(8.0, 10.5, 9.75)","(2.5, 3.65, 3.5166666666666666)","(2.15, 2.9, 2.6494736842105264)","(5.5, 6.0, 5.828125)","(31.0, 120.0, 114.61538461538461)","(51.0, 170.0, 112.85714285714286)","(21.0, 30.0, 27.8)","(31.0, 80.0, 71.0)"
08-01-2023 18:15:44.566341,"(8.0, 10.5, 9.75)","(2.5, 3.65, 3.5166666666666666)","(2.15, 2.9, 2.6885714285714286)","(5.5, 6.0, 5.828125)","(31.0, 120.0, 114.61538461538461)","(51.0, 170.0, 112.85714285714286)","(21.0, 29.0, 27.8)","(31.0, 80.0, 71.0)"
08-01-2023 18:15:45.693205,"(8.0, 10.5, 9.75)","(2.5, 3.65, 3.5166666666666666)","(2.15, 2.86, 2.6885714285714286)","(5.5, 6.0, 5.828125)","(31.0, 120.0, 114.58333333333334)","(51.0, 170.0, 112.85714285714286)","(21.0, 29.0, 25.4)","(31.0, 80.0, 71.0)"
08-01-2023 18:15:46.879104,"(8.0, 10.5, 9.75)","(2.5, 3.65, 3.5166666666666666)","(2.15, 2.86, 2.6885714285714286)","(5.5, 6.0, 5.828125)","(31.0, 120.0, 110.0)","(51.0, 170.0, 112.85714285714286)","(21.0, 29.0, 25.4)","(31.0, 80.0, 71.0)"
08-01-2023 18:15:48.001826,"(8.0, 10.5, 9.75)","(2.5, 3.65, 3.5166666666666666)","(2.15, 2.86, 2.6885714285714286)","(5.5, 6.0, 5.828125)","(31.0, 120.0, 105.0)","(51.0, 170.0, 112.85714285714286)","(21.0, 29.0, 25.4)","(31.0, 80.0, 71.0)"
08-01-2023 18:15:49.116437,"(8.0, 10.5, 9.75)","(2.5, 3.65, 3.5166666666666666)","(2.15, 2.86, 2.6885714285714286)","(5.5, 6.0, 5.828125)","(31.0, 120.0, 105.0)","(51.0, 170.0, 112.85714285714286)","(21.0, 29.0, 25.4)","(31.0, 80.0, 71.0)"
08-01-2023 18:15:50.253168,"(8.0, 10.5, 9.75)","(2.5, 3.65, 3.5166666666666666)","(2.15, 2.86, 2.6885714285714286)","(5.5, 6.0, 5.828125)","(31.0, 120.0, 113.88888888888889)","(51.0, 170.0, 112.85714285714286)","(21.0, 29.0, 25.0)","(31.0, 80.0, 71.0)"
