,Terrific Keith,Lochinvar Jazz,Hannele Bale,Daksha Bale,Gotham Diva,Long Shadow,Vance Bale,Dr Ronald
11-01-2023 19:47:39.422903,"(1.95, 3.0, 2.7929411764705883)","(12.0, 28.0, 21.0)","(7.5, 9.6, 8.4)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 47.0)","(21.0, 70.0, 29.647058823529413)","(2.8, 3.25, 2.9145833333333333)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:40.957038,"(1.95, 3.0, 2.7929411764705883)","(12.0, 28.0, 21.0)","(7.5, 9.6, 8.4)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 47.0)","(21.0, 70.0, 29.647058823529413)","(2.8, 3.25, 2.9145833333333333)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:42.429665,"(1.95, 3.0, 2.7929411764705883)","(12.0, 28.0, 21.0)","(7.5, 9.6, 8.4)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 47.0)","(21.0, 70.0, 29.647058823529413)","(2.8, 3.25, 2.9145833333333333)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:43.721139,"(1.95, 3.0, 2.7929411764705883)","(12.0, 28.0, 21.0)","(7.5, 9.6, 8.95)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 47.0)","(21.0, 70.0, 29.647058823529413)","(2.8, 3.25, 2.9145833333333333)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:45.017998,"(1.95, 3.0, 2.7925)","(12.0, 28.0, 21.0)","(7.5, 9.2, 8.3)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 47.0)","(21.0, 70.0, 29.647058823529413)","(2.8, 3.25, 2.9145833333333333)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:46.367339,"(1.95, 2.98, 2.7857142857142856)","(12.0, 28.0, 21.0)","(7.5, 9.4, 8.3)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 47.0)","(21.0, 70.0, 29.647058823529413)","(2.8, 3.25, 2.9145833333333333)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:47.741285,"(1.95, 2.98, 2.7857142857142856)","(12.0, 28.0, 21.0)","(7.5, 9.4, 8.3)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 47.0)","(21.0, 70.0, 29.647058823529413)","(2.8, 3.25, 2.9145833333333333)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:49.089073,"(1.95, 2.98, 2.7857142857142856)","(12.0, 28.0, 21.0)","(7.5, 9.4, 8.3)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 47.0)","(21.0, 70.0, 29.647058823529413)","(2.8, 3.25, 2.9145833333333333)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:50.454422,"(1.95, 2.98, 2.7963636363636364)","(12.0, 28.0, 21.0)","(7.5, 9.4, 8.3)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 47.0)","(21.0, 70.0, 29.647058823529413)","(2.8, 3.25, 2.9145833333333333)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:51.737996,"(1.95, 2.96, 2.7963636363636364)","(12.0, 28.0, 21.0)","(7.5, 9.4, 8.3)","(8.0, 12.5, 11.646153846153846)","(31.0, 110.0, 47.0)","(21.0, 70.0, 29.647058823529413)","(2.8, 3.25, 2.9145833333333333)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:53.095240,"(1.95, 2.96, 2.8099999999999996)","(12.0, 28.0, 21.0)","(7.5, 9.4, 8.3)","(8.0, 12.5, 11.490909090909092)","(31.0, 110.0, 47.0)","(21.0, 70.0, 29.647058823529413)","(2.8, 3.25, 2.911363636363636)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:54.427911,"(1.95, 3.05, 2.7944827586206893)","(12.0, 28.0, 21.0)","(7.5, 9.4, 8.3)","(8.0, 12.5, 10.4)","(31.0, 110.0, 47.0)","(21.0, 70.0, 29.647058823529413)","(2.8, 3.15, 2.911363636363636)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:55.822027,"(1.95, 3.2, 2.8046666666666664)","(12.0, 28.0, 21.0)","(7.5, 9.4, 8.3)","(8.0, 12.5, 11.45)","(31.0, 110.0, 47.0)","(21.0, 70.0, 29.647058823529413)","(2.8, 3.15, 2.911363636363636)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:57.436668,"(1.95, 3.15, 2.8)","(12.0, 28.0, 21.0)","(7.5, 9.4, 8.3)","(8.0, 12.5, 11.45)","(31.0, 110.0, 47.0)","(21.0, 70.0, 29.647058823529413)","(2.8, 3.15, 2.911363636363636)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:47:58.935159,"(1.95, 3.1, 2.8099999999999996)","(12.0, 28.0, 21.0)","(7.5, 9.4, 8.3)","(8.0, 12.5, 11.45)","(31.0, 110.0, 47.0)","(21.0, 70.0, 29.647058823529413)","(2.8, 3.15, 2.911363636363636)","(41.0, 320.0, 76.44444444444444)"
11-01-2023 19:48:00.371124,"(1.95, 3.05, 2.8566666666666665)","(12.0, 28.0, 21.0)","(7.5, 9.4, 8.3)","(8.0, 12.5, 11.45)","(31.0, 110.0, 47.0)","(21.0, 70.0, 29.647058823529413)","(2.8, 3.15, 2.911363636363636)","(41.0, 320.0, 80.0)"
11-01-2023 19:48:01.696932,"(1.95, 3.05, 2.8566666666666665)","(12.0, 28.0, 21.0)","(7.5, 9.4, 8.755555555555555)","(8.0, 12.5, 11.625)","(31.0, 110.0, 82.25)","(21.0, 70.0, 47.400000000000006)","(2.8, 3.15, 2.966666666666667)","(41.0, 320.0, 180.0)"
11-01-2023 19:48:03.097068,"(1.95, 3.0, 2.835)","(12.0, 28.0, 21.0)","(7.5, 9.2, 8.755555555555555)","(8.0, 12.0, 11.25)","(31.0, 100.0, 89.85714285714286)","(21.0, 65.0, 46.5)","(2.8, 3.1, 2.95)","(41.0, 310.0, 180.0)"
11-01-2023 19:48:04.439421,"(1.95, 3.0, 2.9587499999999998)","(12.0, 28.0, 21.0)","(7.5, 9.2, 8.755555555555555)","(8.0, 12.0, 12.11111111111111)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.0, 2.9025)","(41.0, 310.0, 180.0)"
11-01-2023 19:48:05.804560,"(1.95, 3.0, 2.9842857142857144)","(12.0, 28.0, 21.0)","(7.5, 9.2, 8.755555555555555)","(8.0, 13.0, 11.085714285714285)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 2.94, 2.909375)","(41.0, 310.0, 180.0)"
11-01-2023 19:48:07.196461,"(1.95, 3.0, 2.99)","(12.0, 28.0, 21.0)","(7.5, 9.2, 8.523076923076923)","(8.0, 12.5, 11.95)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.05, 2.9078947368421053)","(41.0, 310.0, 180.0)"
11-01-2023 19:48:08.585254,"(1.95, 3.0, 2.9875)","(12.0, 28.0, 21.0)","(7.5, 9.2, 8.472727272727273)","(8.0, 12.5, 10.925)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.05, 2.9078947368421053)","(41.0, 310.0, 265.6666666666667)"
11-01-2023 19:48:09.771827,"(1.95, 3.0, 2.9904761904761905)","(12.0, 28.0, 21.0)","(7.5, 9.2, 8.472727272727273)","(8.0, 11.5, 10.0625)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.05, 2.9078947368421053)","(41.0, 310.0, 265.6666666666667)"
11-01-2023 19:48:11.036856,"(1.95, 3.0, 2.9904761904761905)","(12.0, 28.0, 21.0)","(7.5, 9.2, 8.472727272727273)","(8.0, 11.5, 10.0625)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.05, 2.9078947368421053)","(41.0, 310.0, 265.6666666666667)"
11-01-2023 19:48:12.394904,"(1.95, 3.0, 2.9904761904761905)","(12.0, 28.0, 21.0)","(7.5, 9.2, 8.3)","(8.0, 11.5, 10.0625)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.05, 2.9078947368421053)","(41.0, 310.0, 265.6666666666667)"
11-01-2023 19:48:13.933672,"(1.95, 3.0, 2.9904761904761905)","(12.0, 28.0, 21.0)","(7.5, 9.2, 8.872727272727273)","(8.0, 11.5, 10.0625)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.05, 2.9078947368421053)","(41.0, 310.0, 265.6666666666667)"
11-01-2023 19:48:15.548093,"(1.95, 3.0, 2.977777777777778)","(12.0, 28.0, 21.0)","(7.5, 9.2, 8.872727272727273)","(8.0, 11.5, 9.966666666666667)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.05, 2.9078947368421053)","(41.0, 310.0, 265.6666666666667)"
11-01-2023 19:48:16.959090,"(1.95, 3.0, 2.986666666666667)","(12.0, 28.0, 21.0)","(7.5, 9.2, 8.872727272727273)","(8.0, 11.5, 9.966666666666667)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.05, 2.9078947368421053)","(41.0, 310.0, 265.6666666666667)"
11-01-2023 19:48:18.293525,"(1.95, 3.0, 2.986666666666667)","(12.0, 28.0, 21.0)","(7.5, 9.2, 8.923076923076923)","(8.0, 11.5, 9.966666666666667)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.05, 2.9078947368421053)","(41.0, 310.0, 222.66666666666666)"
11-01-2023 19:48:19.585168,"(1.95, 3.05, 2.9536666666666664)","(12.0, 28.0, 21.0)","(7.5, 9.6, 8.5)","(8.0, 11.5, 9.966666666666667)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.05, 2.9078947368421053)","(41.0, 310.0, 136.66666666666669)"
11-01-2023 19:48:20.802770,"(1.95, 3.05, 2.915)","(12.0, 28.0, 21.0)","(7.5, 9.4, 8.5)","(8.0, 11.5, 9.966666666666667)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.05, 2.9078947368421053)","(41.0, 310.0, 136.66666666666669)"
11-01-2023 19:48:22.034766,"(1.95, 3.05, 2.915)","(12.0, 28.0, 21.0)","(7.5, 9.4, 8.5)","(8.0, 11.5, 9.966666666666667)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.05, 2.9078947368421053)","(41.0, 310.0, 136.66666666666669)"
11-01-2023 19:48:23.257813,"(1.95, 3.05, 3.003846153846154)","(12.0, 28.0, 21.0)","(7.5, 9.4, 8.7)","(8.0, 11.5, 9.966666666666667)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.05, 2.9078947368421053)","(41.0, 310.0, 180.0)"
11-01-2023 19:48:24.483859,"(1.95, 3.05, 3.011290322580645)","(12.0, 28.0, 21.0)","(7.5, 9.0, 8.52)","(8.0, 11.5, 9.966666666666667)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.05, 2.9078947368421053)","(41.0, 310.0, 206.0)"
11-01-2023 19:48:25.689724,"(1.95, 3.05, 3.011290322580645)","(12.0, 28.0, 21.0)","(7.5, 9.0, 8.52)","(8.0, 11.5, 10.541666666666666)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.05, 2.9078947368421053)","(41.0, 310.0, 206.0)"
11-01-2023 19:48:27.138131,"(1.95, 3.05, 3.011290322580645)","(12.0, 28.0, 21.0)","(7.5, 9.0, 8.52)","(8.0, 11.5, 10.1875)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.05, 2.9078947368421053)","(41.0, 310.0, 140.0)"
11-01-2023 19:48:28.406636,"(1.95, 3.05, 3.084285714285714)","(12.0, 28.0, 21.0)","(7.5, 9.0, 8.52)","(8.0, 11.5, 10.1875)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.05, 2.9078947368421053)","(41.0, 310.0, 140.0)"
11-01-2023 19:48:29.783913,"(2.0, 3.15, 3.084285714285714)","(12.0, 28.0, 21.0)","(7.5, 9.0, 8.563636363636364)","(8.0, 11.5, 10.0)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.05, 2.9078947368421053)","(41.0, 310.0, 140.0)"
11-01-2023 19:48:31.130840,"(2.0, 3.15, 3.12)","(12.0, 28.0, 21.0)","(7.5, 9.0, 8.563636363636364)","(8.0, 11.5, 9.857142857142858)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.05, 2.9078947368421053)","(41.0, 310.0, 140.0)"
11-01-2023 19:48:32.431894,"(2.0, 3.15, 3.12)","(12.0, 28.0, 21.0)","(7.5, 9.0, 8.563636363636364)","(8.0, 11.0, 10.040000000000001)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.05, 2.9078947368421053)","(41.0, 310.0, 143.33333333333331)"
11-01-2023 19:48:33.801353,"(2.0, 3.15, 3.12)","(12.0, 28.0, 21.0)","(7.5, 9.0, 8.563636363636364)","(8.0, 11.0, 10.040000000000001)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.05, 2.9078947368421053)","(41.0, 310.0, 264.5454545454545)"
11-01-2023 19:48:35.139073,"(2.0, 3.15, 3.12)","(12.0, 28.0, 21.0)","(7.5, 9.0, 8.563636363636364)","(8.0, 11.0, 10.040000000000001)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.05, 2.9078947368421053)","(41.0, 310.0, 264.5454545454545)"
11-01-2023 19:48:36.270928,"(2.0, 3.15, 3.12)","(12.0, 28.0, 21.0)","(7.5, 9.0, 8.563636363636364)","(8.0, 11.0, 10.040000000000001)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.05, 2.9078947368421053)","(41.0, 310.0, 264.5454545454545)"
11-01-2023 19:48:37.547323,"(2.0, 3.15, 3.108)","(12.0, 28.0, 21.0)","(7.5, 9.0, 8.563636363636364)","(8.0, 11.0, 10.1)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.05, 2.9078947368421053)","(41.0, 310.0, 264.5454545454545)"
11-01-2023 19:48:39.322891,"(2.0, 3.15, 3.105)","(12.0, 28.0, 21.0)","(7.5, 9.0, 8.563636363636364)","(8.0, 11.0, 10.1)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.05, 2.9078947368421053)","(41.0, 310.0, 264.5454545454545)"
11-01-2023 19:48:40.659551,"(2.0, 3.15, 3.105)","(12.0, 28.0, 21.0)","(7.5, 9.0, 8.563636363636364)","(8.0, 11.0, 10.1)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.05, 2.9078947368421053)","(41.0, 310.0, 264.5454545454545)"
11-01-2023 19:48:41.962182,"(2.0, 3.15, 3.105)","(12.0, 28.0, 21.0)","(7.5, 9.0, 8.2)","(8.0, 11.0, 10.1)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 3.05, 2.9235294117647057)","(41.0, 310.0, 264.5454545454545)"
11-01-2023 19:48:43.198115,"(2.0, 3.2, 3.090909090909091)","(12.0, 28.0, 18.666666666666668)","(7.5, 9.0, 8.2)","(8.0, 11.0, 10.1)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 2.98, 2.9235294117647057)","(41.0, 310.0, 264.5454545454545)"
11-01-2023 19:48:44.472002,"(2.0, 3.2, 3.090909090909091)","(12.0, 28.0, 18.666666666666668)","(7.5, 9.0, 8.8)","(8.0, 11.0, 10.1)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 2.98, 2.9235294117647057)","(41.0, 310.0, 264.5454545454545)"
11-01-2023 19:48:45.738685,"(2.0, 3.2, 3.090909090909091)","(12.0, 28.0, 18.666666666666668)","(7.5, 9.6, 9.05)","(8.0, 11.0, 10.1)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 2.98, 2.9235294117647057)","(41.0, 310.0, 264.5454545454545)"
11-01-2023 19:48:46.953716,"(2.0, 3.2, 3.090909090909091)","(12.0, 28.0, 18.666666666666668)","(7.5, 9.4, 8.7)","(8.0, 11.0, 10.1)","(31.0, 100.0, 89.85714285714286)","(21.0, 55.0, 46.5)","(2.8, 2.98, 2.9423529411764706)","(41.0, 310.0, 264.5454545454545)"
11-01-2023 19:48:48.436773,"(2.0, 3.2, 3.111111111111111)","(12.0, 28.0, 18.666666666666668)","(7.5, 9.4, 8.7)","(8.0, 11.0, 10.1)","(31.0, 100.0, 92.11111111111111)","(21.0, 55.0, 46.5)","(2.8, 2.98, 2.9423529411764706)","(41.0, 310.0, 260.0)"
11-01-2023 19:48:49.652175,"(2.0, 3.2, 3.111111111111111)","(12.0, 28.0, 18.666666666666668)","(7.5, 9.4, 8.7)","(8.0, 11.0, 10.1)","(31.0, 100.0, 92.11111111111111)","(21.0, 55.0, 46.5)","(2.8, 2.98, 2.9423529411764706)","(41.0, 310.0, 264.5454545454545)"
11-01-2023 19:48:50.910837,"(2.0, 3.2, 3.111111111111111)","(12.0, 28.0, 18.666666666666668)","(7.5, 9.4, 8.7)","(8.0, 11.0, 10.1)","(31.0, 100.0, 92.11111111111111)","(21.0, 55.0, 46.5)","(2.8, 2.98, 2.9423529411764706)","(41.0, 310.0, 264.5454545454545)"
11-01-2023 19:48:52.161550,"(2.0, 3.2, 3.111111111111111)","(12.0, 28.0, 18.666666666666668)","(7.5, 9.4, 8.7)","(8.0, 11.0, 10.1)","(31.0, 100.0, 92.11111111111111)","(21.0, 55.0, 46.5)","(2.8, 2.98, 2.9423529411764706)","(41.0, 310.0, 264.5454545454545)"
11-01-2023 19:48:53.528591,"(2.0, 3.2, 3.111111111111111)","(12.0, 28.0, 18.666666666666668)","(7.5, 9.4, 8.7)","(8.0, 11.0, 10.1)","(31.0, 100.0, 92.11111111111111)","(21.0, 55.0, 46.5)","(2.8, 2.98, 2.9423529411764706)","(41.0, 310.0, 264.5454545454545)"
11-01-2023 19:48:54.870262,"(2.0, 3.2, 3.14)","(12.0, 28.0, 18.666666666666668)","(7.5, 9.4, 8.7)","(8.0, 11.0, 10.1)","(31.0, 100.0, 92.11111111111111)","(21.0, 55.0, 46.5)","(2.8, 2.98, 2.9423529411764706)","(41.0, 310.0, 146.66666666666669)"
11-01-2023 19:48:56.099439,"(2.0, 3.2, 3.14)","(12.0, 28.0, 18.666666666666668)","(7.5, 9.4, 8.7)","(8.0, 11.0, 10.1)","(31.0, 100.0, 92.11111111111111)","(21.0, 55.0, 46.5)","(2.8, 2.98, 2.9423529411764706)","(41.0, 310.0, 146.66666666666669)"
11-01-2023 19:48:57.324400,"(2.0, 3.2, 3.14)","(12.0, 28.0, 18.666666666666668)","(7.5, 9.4, 8.7)","(8.0, 11.0, 10.1)","(31.0, 100.0, 92.11111111111111)","(21.0, 55.0, 46.5)","(2.8, 2.98, 2.9423529411764706)","(41.0, 310.0, 146.66666666666669)"
11-01-2023 19:48:58.526591,"(2.0, 3.2, 3.14)","(12.0, 28.0, 18.666666666666668)","(7.5, 9.4, 8.7)","(8.0, 11.0, 10.1)","(31.0, 100.0, 92.11111111111111)","(21.0, 55.0, 46.5)","(2.8, 2.98, 2.9423529411764706)","(41.0, 310.0, 146.66666666666669)"
11-01-2023 19:48:59.682909,"(2.0, 3.35, 3.3285714285714287)","(12.0, 28.0, 18.666666666666668)","(7.5, 9.4, 8.7)","(8.0, 11.0, 10.1)","(31.0, 100.0, 92.11111111111111)","(21.0, 55.0, 46.5)","(2.8, 2.98, 2.965)","(41.0, 310.0, 146.66666666666669)"
11-01-2023 19:49:00.817626,"(2.0, 3.35, 3.2357142857142858)","(12.0, 28.0, 18.666666666666668)","(7.5, 9.4, 8.7)","(8.0, 11.0, 10.1)","(31.0, 100.0, 92.11111111111111)","(21.0, 55.0, 46.5)","(2.8, 3.0, 2.965)","(41.0, 310.0, 146.66666666666669)"
11-01-2023 19:49:02.096701,"(2.0, 3.35, 3.2576923076923077)","(12.0, 28.0, 18.666666666666668)","(7.5, 9.4, 8.7)","(8.0, 11.0, 10.1)","(31.0, 100.0, 92.11111111111111)","(21.0, 55.0, 46.5)","(2.8, 3.0, 2.9899999999999998)","(41.0, 310.0, 146.66666666666669)"
11-01-2023 19:49:03.391859,"(2.0, 3.35, 3.2576923076923077)","(12.0, 28.0, 18.666666666666668)","(7.5, 9.4, 9.011111111111111)","(8.0, 11.0, 9.75)","(31.0, 100.0, 96.05555555555556)","(21.0, 55.0, 46.41176470588235)","(2.8, 3.05, 2.975)","(41.0, 310.0, 256.6666666666667)"
11-01-2023 19:49:04.771758,"(2.0, 3.35, 3.2576923076923077)","(12.0, 26.0, 20.0)","(7.5, 9.4, 9.011111111111111)","(8.0, 10.5, 9.1875)","(31.0, 100.0, 96.05555555555556)","(21.0, 48.0, 46.41176470588235)","(2.8, 3.05, 2.975)","(41.0, 310.0, 256.6666666666667)"
11-01-2023 19:49:06.035419,"(2.0, 3.35, 3.2576923076923077)","(12.0, 26.0, 20.0)","(7.5, 9.4, 9.011111111111111)","(8.0, 10.5, 9.136363636363637)","(31.0, 100.0, 96.05555555555556)","(21.0, 48.0, 46.41176470588235)","(2.8, 3.05, 3.0033333333333334)","(41.0, 310.0, 256.6666666666667)"
11-01-2023 19:49:07.347087,"(2.0, 3.35, 3.2576923076923077)","(12.0, 26.0, 15.0)","(7.5, 9.4, 9.011111111111111)","(8.0, 10.5, 9.035714285714286)","(31.0, 100.0, 90.0)","(21.0, 48.0, 44.529411764705884)","(2.8, 3.05, 3.0033333333333334)","(41.0, 310.0, 231.66666666666666)"
11-01-2023 19:49:08.646340,"(2.0, 3.35, 3.2357142857142858)","(12.0, 26.0, 14.916666666666666)","(7.5, 9.4, 9.011111111111111)","(8.0, 10.5, 9.035714285714286)","(31.0, 100.0, 91.5)","(21.0, 46.0, 40.04761904761905)","(2.8, 3.05, 3.0033333333333334)","(41.0, 310.0, 231.66666666666666)"
11-01-2023 19:49:09.999112,"(2.0, 3.35, 3.1961538461538463)","(12.0, 25.0, 14.916666666666666)","(7.5, 9.4, 9.011111111111111)","(8.0, 10.5, 9.4)","(31.0, 100.0, 91.5)","(21.0, 46.0, 42.64705882352941)","(2.8, 3.05, 3.0033333333333334)","(41.0, 310.0, 231.66666666666666)"
11-01-2023 19:49:11.443518,"(2.0, 3.35, 3.1961538461538463)","(12.0, 25.0, 14.846153846153847)","(7.5, 9.4, 9.011111111111111)","(8.0, 9.8, 9.4)","(31.0, 100.0, 95.75)","(21.0, 44.0, 42.64705882352941)","(2.8, 3.05, 3.0166666666666666)","(41.0, 310.0, 271.6666666666667)"
11-01-2023 19:49:12.767136,"(2.0, 3.35, 3.1961538461538463)","(12.0, 25.0, 14.458333333333334)","(7.5, 9.4, 8.933333333333334)","(8.0, 9.8, 8.9)","(31.0, 100.0, 67.0)","(21.0, 44.0, 42.64705882352941)","(2.8, 3.15, 3.02)","(41.0, 310.0, 271.6666666666667)"
11-01-2023 19:49:14.147593,"(2.0, 3.35, 3.1961538461538463)","(12.0, 24.0, 19.0)","(7.5, 9.4, 8.933333333333334)","(8.0, 9.4, 8.575000000000001)","(31.0, 100.0, 67.0)","(21.0, 44.0, 42.64705882352941)","(2.8, 3.1, 3.02)","(41.0, 310.0, 271.6666666666667)"
11-01-2023 19:49:15.370522,"(2.0, 3.35, 3.1961538461538463)","(12.0, 24.0, 19.0)","(7.5, 9.4, 8.816666666666666)","(8.0, 9.8, 8.507692307692308)","(31.0, 100.0, 92.88888888888889)","(21.0, 44.0, 41.44444444444444)","(2.8, 3.1, 3.052)","(41.0, 310.0, 163.33333333333331)"
11-01-2023 19:49:16.622384,"(2.0, 3.35, 3.254)","(12.0, 24.0, 19.0)","(7.5, 9.4, 8.816666666666666)","(8.0, 9.8, 8.507692307692308)","(31.0, 100.0, 92.88888888888889)","(21.0, 44.0, 41.44444444444444)","(2.8, 3.1, 2.9166666666666665)","(41.0, 310.0, 236.66666666666666)"
11-01-2023 19:49:17.934445,"(2.0, 3.35, 3.254)","(12.0, 24.0, 19.0)","(7.5, 9.4, 8.816666666666666)","(8.0, 9.8, 8.441176470588236)","(31.0, 100.0, 69.0)","(21.0, 44.0, 41.44444444444444)","(2.8, 3.1, 2.9058823529411764)","(41.0, 310.0, 261.1111111111111)"
11-01-2023 19:49:19.278890,"(2.0, 3.35, 3.254)","(12.0, 24.0, 19.0)","(7.5, 9.4, 8.816666666666666)","(8.0, 9.8, 9.0)","(31.0, 100.0, 69.0)","(21.0, 44.0, 41.44444444444444)","(2.8, 3.1, 2.9058823529411764)","(41.0, 310.0, 261.1111111111111)"
11-01-2023 19:49:20.779171,"(2.0, 3.35, 3.1961538461538463)","(12.0, 24.0, 19.0)","(7.5, 9.4, 8.816666666666666)","(8.0, 9.6, 9.0)","(31.0, 100.0, 71.0)","(21.0, 44.0, 29.333333333333332)","(2.8, 3.1, 2.9058823529411764)","(41.0, 310.0, 240.0)"
11-01-2023 19:49:22.220227,"(2.0, 3.35, 3.1961538461538463)","(12.0, 24.0, 19.0)","(7.5, 9.4, 8.816666666666666)","(8.0, 9.6, 9.0)","(31.0, 100.0, 71.0)","(21.0, 44.0, 29.333333333333332)","(2.8, 3.1, 2.9058823529411764)","(41.0, 310.0, 263.3333333333333)"
11-01-2023 19:49:23.791302,"(2.0, 3.35, 3.1961538461538463)","(12.0, 24.0, 19.0)","(7.5, 9.4, 8.9)","(8.0, 9.6, 9.0)","(31.0, 100.0, 92.0)","(21.0, 44.0, 29.333333333333332)","(2.8, 3.1, 2.8625)","(41.0, 310.0, 275.0)"
11-01-2023 19:49:25.352510,"(2.0, 3.35, 3.2607142857142857)","(12.0, 24.0, 19.0)","(7.5, 9.4, 8.9)","(8.0, 9.6, 9.0)","(31.0, 100.0, 73.0)","(21.0, 44.0, 29.333333333333332)","(2.8, 3.05, 2.83125)","(41.0, 310.0, 275.0)"
11-01-2023 19:49:26.684769,"(2.0, 3.35, 3.2607142857142857)","(12.0, 24.0, 19.0)","(7.5, 9.4, 8.9)","(8.0, 9.6, 9.0)","(31.0, 100.0, 87.0)","(21.0, 44.0, 29.333333333333332)","(2.8, 3.05, 2.83125)","(41.0, 310.0, 210.0)"
11-01-2023 19:49:27.955454,"(2.0, 3.35, 3.2111111111111112)","(12.0, 24.0, 19.0)","(7.5, 9.4, 8.9)","(8.0, 9.6, 9.0)","(31.0, 100.0, 93.5)","(21.0, 44.0, 29.333333333333332)","(2.8, 3.05, 2.83125)","(41.0, 310.0, 230.0)"
11-01-2023 19:49:29.235340,"(2.0, 3.35, 3.2607142857142857)","(12.0, 24.0, 19.0)","(7.5, 9.4, 8.816666666666666)","(8.0, 9.6, 9.0)","(31.0, 100.0, 93.5)","(21.0, 44.0, 29.333333333333332)","(2.8, 3.05, 2.83125)","(41.0, 310.0, 230.0)"
11-01-2023 19:49:30.534086,"(2.0, 3.35, 3.2607142857142857)","(12.0, 24.0, 19.0)","(7.5, 9.4, 8.816666666666666)","(8.0, 9.6, 9.0)","(31.0, 100.0, 95.45454545454547)","(21.0, 44.0, 29.333333333333332)","(2.8, 3.05, 2.83125)","(41.0, 310.0, 255.71428571428572)"
