,Tap Out Lucy,Leapling,Zipping Supremo,Tap Out Sniper,Anjo Typhoon,Golden Light,Draco,Sooky Lala
11-01-2023 16:18:15.606925,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:16.861813,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:18.142390,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:19.241015,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:20.457087,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:21.716303,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:22.947113,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:24.214331,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:25.415888,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:26.506157,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:27.720998,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:28.872416,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:30.085249,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:31.233926,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:32.400809,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:33.626744,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:34.789009,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:35.998994,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:37.302629,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:38.521644,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:39.789754,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:40.869236,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:41.931815,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:43.220414,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:44.406835,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:45.495293,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:46.793885,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:47.946886,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:49.070615,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:50.227287,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:51.458452,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:52.672704,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:53.894397,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:55.141634,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:56.479018,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:57.669468,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:18:58.777481,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:00.021663,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:01.199561,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:02.362050,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:03.467930,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:04.554216,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:05.820516,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:07.053075,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:08.266555,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:09.475830,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:10.692308,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:11.934465,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:13.146825,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:14.235392,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:15.397486,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:16.546210,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:17.706429,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:18.855944,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:20.080447,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:21.324310,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:22.587551,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:23.733601,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:24.834644,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:26.054437,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:27.265444,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:28.492236,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:29.658025,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:30.902663,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:32.151262,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:33.342016,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:34.430489,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
11-01-2023 16:19:35.613664,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.5, 10.98)","(4.4, 7.6, 5.1)","(17.0, 55.0, 41.607142857142854)","(7.5, 13.0, 8.833333333333334)","(5.0, 8.0, 6.133333333333334)","(13.0, 30.0, 28.73076923076923)","(7.5, 13.0, 12.82857142857143)"
