,Tap Out Lucy,Leapling,Zipping Supremo,Tap Out Sniper,Anjo Typhoon,Golden Light,Draco,Sooky Lala
11-01-2023 16:33:07.499259,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.5, 11.975)","(4.4, 7.2, 6.32)","(17.0, 55.0, 31.875)","(7.5, 14.5, 11.823529411764707)","(5.0, 9.6, 7.757142857142856)","(13.0, 26.0, 23.0)","(7.5, 12.0, 10.6)"
11-01-2023 16:33:08.571243,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.5, 11.975)","(4.4, 7.2, 6.32)","(17.0, 55.0, 31.875)","(7.5, 14.5, 11.823529411764707)","(5.0, 9.6, 7.757142857142856)","(13.0, 26.0, 23.0)","(7.5, 12.0, 10.6)"
11-01-2023 16:33:09.671748,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.5, 11.975)","(4.4, 7.2, 6.32)","(17.0, 55.0, 31.875)","(7.5, 14.5, 11.823529411764707)","(5.0, 9.6, 7.757142857142856)","(13.0, 26.0, 21.2)","(7.5, 12.0, 10.6)"
11-01-2023 16:33:10.715418,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.5, 11.975)","(4.4, 7.2, 6.32)","(17.0, 55.0, 31.875)","(7.5, 14.5, 11.823529411764707)","(5.0, 9.6, 7.757142857142856)","(13.0, 26.0, 21.2)","(7.5, 12.0, 10.971428571428572)"
11-01-2023 16:33:11.766469,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 12.2)","(4.4, 7.2, 6.32)","(17.0, 55.0, 31.875)","(7.5, 14.5, 11.823529411764707)","(5.0, 9.6, 7.757142857142856)","(13.0, 26.0, 21.2)","(7.5, 11.5, 10.971428571428572)"
11-01-2023 16:33:12.759551,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 12.2)","(4.4, 7.2, 6.32)","(17.0, 55.0, 31.875)","(7.5, 14.5, 11.823529411764707)","(5.0, 9.6, 7.757142857142856)","(13.0, 26.0, 21.2)","(7.5, 11.5, 10.971428571428572)"
11-01-2023 16:33:13.794133,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 12.2)","(4.4, 7.2, 6.32)","(17.0, 55.0, 31.875)","(7.5, 14.5, 11.823529411764707)","(5.0, 9.6, 7.757142857142856)","(13.0, 26.0, 21.2)","(7.5, 11.5, 10.971428571428572)"
11-01-2023 16:33:14.836909,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 12.2)","(4.4, 7.2, 6.32)","(17.0, 55.0, 31.875)","(7.5, 14.5, 11.823529411764707)","(5.0, 9.6, 7.757142857142856)","(13.0, 26.0, 21.2)","(7.5, 11.5, 10.971428571428572)"
11-01-2023 16:33:15.981616,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 12.2)","(4.4, 7.2, 6.32)","(17.0, 55.0, 31.875)","(7.5, 14.5, 11.823529411764707)","(5.0, 9.6, 7.757142857142856)","(13.0, 26.0, 21.2)","(7.5, 11.5, 10.971428571428572)"
11-01-2023 16:33:17.156680,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 12.2)","(4.4, 7.2, 6.32)","(17.0, 55.0, 31.875)","(7.5, 14.5, 11.823529411764707)","(5.0, 9.6, 7.757142857142856)","(13.0, 26.0, 21.2)","(7.5, 11.5, 10.971428571428572)"
11-01-2023 16:33:18.369907,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 7.92)","(4.4, 7.2, 5.218181818181818)","(17.0, 55.0, 28.090909090909093)","(7.5, 14.5, 12.620000000000001)","(5.0, 9.6, 7.757142857142856)","(13.0, 26.0, 21.2)","(7.5, 11.5, 8.4)"
11-01-2023 16:33:19.590400,"(2.9, 4.6, 3.1942857142857144)","(7.0, 9.6, 7.92)","(4.4, 5.8, 5.218181818181818)","(17.0, 55.0, 28.090909090909093)","(7.5, 14.0, 12.620000000000001)","(5.0, 9.6, 7.757142857142856)","(13.0, 26.0, 21.2)","(7.5, 9.0, 8.4)"
11-01-2023 16:33:20.865469,"(2.9, 4.6, 3.1942857142857144)","(7.0, 9.6, 8.415384615384616)","(4.4, 5.8, 5.218181818181818)","(17.0, 55.0, 28.454545454545453)","(7.5, 14.0, 12.620000000000001)","(5.0, 9.6, 7.08)","(13.0, 26.0, 21.4)","(7.5, 9.0, 8.4)"
11-01-2023 16:33:22.183349,"(2.9, 4.6, 3.5066666666666664)","(7.0, 9.6, 8.415384615384616)","(4.4, 5.8, 5.218181818181818)","(17.0, 55.0, 28.454545454545453)","(7.5, 14.0, 12.620000000000001)","(5.0, 9.6, 7.08)","(13.0, 26.0, 21.4)","(7.5, 9.0, 8.4)"
11-01-2023 16:33:23.300664,"(2.9, 4.6, 3.52)","(7.0, 9.6, 8.415384615384616)","(4.4, 5.8, 5.533333333333333)","(17.0, 55.0, 28.454545454545453)","(7.5, 14.0, 9.5)","(5.0, 9.6, 7.08)","(13.0, 26.0, 21.4)","(7.5, 9.0, 10.883333333333333)"
11-01-2023 16:33:24.331262,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 10.76)","(4.4, 6.6, 5.533333333333333)","(17.0, 55.0, 28.454545454545453)","(7.5, 14.0, 9.5)","(5.0, 9.6, 7.08)","(13.0, 26.0, 21.4)","(7.5, 11.5, 9.65)"
11-01-2023 16:33:25.522053,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 10.2)","(4.4, 6.6, 5.533333333333333)","(17.0, 55.0, 28.454545454545453)","(7.5, 14.0, 11.428571428571429)","(5.0, 9.6, 7.08)","(13.0, 26.0, 21.4)","(7.5, 11.5, 10.8)"
11-01-2023 16:33:26.654561,"(2.9, 4.6, 3.78)","(7.0, 13.0, 9.76)","(4.4, 6.6, 5.533333333333333)","(17.0, 55.0, 28.81818181818182)","(7.5, 14.0, 11.514285714285714)","(5.0, 9.6, 7.08)","(13.0, 26.0, 21.4)","(7.5, 11.5, 9.555555555555555)"
11-01-2023 16:33:27.792872,"(2.9, 4.6, 3.52)","(7.0, 13.0, 9.76)","(4.4, 6.6, 5.533333333333333)","(17.0, 55.0, 28.81818181818182)","(7.5, 14.0, 11.514285714285714)","(5.0, 9.6, 7.08)","(13.0, 26.0, 21.4)","(7.5, 11.5, 9.555555555555555)"
11-01-2023 16:33:28.987592,"(2.9, 4.6, 3.52)","(7.0, 13.0, 9.76)","(4.4, 6.6, 5.84)","(17.0, 55.0, 28.81818181818182)","(7.5, 14.0, 11.514285714285714)","(5.0, 9.6, 7.08)","(13.0, 26.0, 21.4)","(7.5, 11.5, 9.714285714285714)"
11-01-2023 16:33:30.118538,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 10.685714285714285)","(4.4, 6.4, 5.84)","(17.0, 55.0, 28.81818181818182)","(7.5, 14.0, 11.514285714285714)","(5.0, 9.6, 7.08)","(13.0, 26.0, 21.4)","(7.5, 11.0, 9.714285714285714)"
11-01-2023 16:33:31.412609,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 10.685714285714285)","(4.4, 6.4, 5.84)","(17.0, 55.0, 28.81818181818182)","(7.5, 14.0, 11.514285714285714)","(5.0, 9.6, 7.08)","(13.0, 26.0, 21.4)","(7.5, 11.0, 9.8)"
11-01-2023 16:33:32.499339,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 10.685714285714285)","(4.4, 6.4, 5.84)","(17.0, 55.0, 28.81818181818182)","(7.5, 14.0, 11.514285714285714)","(5.0, 9.6, 7.08)","(13.0, 26.0, 21.4)","(7.5, 11.0, 9.8)"
11-01-2023 16:33:33.502868,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 10.685714285714285)","(4.4, 6.4, 5.84)","(17.0, 55.0, 28.81818181818182)","(7.5, 14.0, 11.514285714285714)","(5.0, 9.6, 7.08)","(13.0, 26.0, 21.4)","(7.5, 11.0, 9.8)"
11-01-2023 16:33:34.543185,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 10.685714285714285)","(4.4, 6.4, 5.84)","(17.0, 55.0, 28.81818181818182)","(7.5, 14.0, 11.514285714285714)","(5.0, 9.6, 7.08)","(13.0, 26.0, 21.4)","(7.5, 11.0, 9.65)"
11-01-2023 16:33:35.543048,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 10.685714285714285)","(4.4, 6.4, 5.84)","(17.0, 55.0, 28.81818181818182)","(7.5, 14.0, 11.514285714285714)","(5.0, 9.6, 7.08)","(13.0, 26.0, 21.4)","(7.5, 11.5, 9.65)"
11-01-2023 16:33:36.542652,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 10.685714285714285)","(4.4, 6.4, 5.84)","(17.0, 55.0, 28.81818181818182)","(7.5, 14.0, 11.514285714285714)","(5.0, 9.6, 7.08)","(13.0, 26.0, 21.4)","(7.5, 11.5, 9.65)"
11-01-2023 16:33:37.535783,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 10.685714285714285)","(4.4, 6.4, 5.84)","(17.0, 55.0, 28.81818181818182)","(7.5, 14.0, 11.514285714285714)","(5.0, 9.6, 7.08)","(13.0, 26.0, 21.4)","(7.5, 11.5, 9.65)"
11-01-2023 16:33:38.559604,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 10.685714285714285)","(4.4, 6.4, 5.84)","(17.0, 55.0, 28.81818181818182)","(7.5, 14.0, 11.514285714285714)","(5.0, 9.6, 7.08)","(13.0, 26.0, 21.4)","(7.5, 11.5, 9.65)"
11-01-2023 16:33:39.588913,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 10.685714285714285)","(4.4, 6.4, 5.84)","(17.0, 55.0, 28.81818181818182)","(7.5, 14.0, 11.514285714285714)","(5.0, 9.6, 6.525)","(13.0, 26.0, 21.4)","(7.5, 11.5, 9.8)"
11-01-2023 16:33:40.648936,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 10.685714285714285)","(4.4, 6.4, 5.84)","(17.0, 55.0, 31.0)","(7.5, 14.0, 11.514285714285714)","(5.0, 9.6, 6.525)","(13.0, 26.0, 21.4)","(7.5, 11.0, 9.8)"
11-01-2023 16:33:41.694447,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 10.685714285714285)","(4.4, 6.4, 5.84)","(17.0, 55.0, 31.0)","(7.5, 14.0, 11.514285714285714)","(5.0, 9.6, 6.525)","(13.0, 26.0, 21.4)","(7.5, 11.0, 9.8)"
11-01-2023 16:33:42.693461,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 10.685714285714285)","(4.4, 6.4, 5.84)","(17.0, 55.0, 31.0)","(7.5, 14.0, 12.133333333333333)","(5.0, 9.6, 6.525)","(13.0, 26.0, 26.333333333333332)","(7.5, 11.0, 9.8)"
11-01-2023 16:33:43.705773,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 10.685714285714285)","(4.4, 5.7, 5.2)","(17.0, 55.0, 31.0)","(7.5, 13.5, 12.133333333333333)","(5.0, 9.6, 6.525)","(13.0, 27.0, 28.0)","(7.5, 11.0, 9.8)"
11-01-2023 16:33:44.686491,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 10.685714285714285)","(4.4, 5.7, 5.2625)","(17.0, 55.0, 31.0)","(7.5, 13.5, 11.0)","(5.0, 9.6, 6.525)","(13.0, 30.0, 28.0)","(7.5, 11.0, 9.65)"
11-01-2023 16:33:45.661200,"(2.9, 4.6, 3.52)","(7.0, 13.0, 9.76)","(4.4, 6.6, 6.327272727272726)","(17.0, 55.0, 31.0)","(7.5, 13.5, 11.333333333333334)","(5.0, 9.6, 6.525)","(13.0, 30.0, 28.0)","(7.5, 11.5, 10.085714285714285)"
11-01-2023 16:33:46.629720,"(2.9, 4.6, 3.52)","(7.0, 13.0, 9.76)","(4.4, 6.8, 5.733333333333333)","(17.0, 55.0, 31.0)","(7.5, 13.0, 11.0)","(5.0, 9.6, 6.525)","(13.0, 30.0, 28.0625)","(7.5, 11.0, 10.085714285714285)"
11-01-2023 16:33:47.580233,"(2.9, 4.6, 3.1942857142857144)","(7.0, 9.6, 8.16)","(4.4, 6.8, 5.6)","(17.0, 55.0, 31.0)","(7.5, 12.5, 10.657142857142857)","(5.0, 9.6, 6.525)","(13.0, 30.0, 28.0625)","(7.5, 11.0, 10.0)"
11-01-2023 16:33:48.527558,"(2.9, 4.6, 3.1942857142857144)","(7.0, 9.6, 8.16)","(4.4, 6.8, 5.733333333333333)","(17.0, 55.0, 31.0)","(7.5, 12.5, 10.657142857142857)","(5.0, 9.6, 6.525)","(13.0, 30.0, 28.0625)","(7.5, 11.0, 10.0)"
11-01-2023 16:33:49.475421,"(2.9, 4.6, 3.1942857142857144)","(7.0, 9.6, 8.16)","(4.4, 6.8, 6.119999999999999)","(17.0, 55.0, 31.0)","(7.5, 12.5, 10.657142857142857)","(5.0, 9.6, 6.525)","(13.0, 30.0, 28.0625)","(7.5, 11.0, 9.333333333333334)"
11-01-2023 16:33:50.409174,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 10.323076923076922)","(4.4, 7.0, 6.346153846153846)","(17.0, 55.0, 31.0)","(7.5, 12.5, 10.657142857142857)","(5.0, 9.6, 6.525)","(13.0, 29.0, 25.625)","(7.5, 11.0, 9.333333333333334)"
11-01-2023 16:33:51.348403,"(2.9, 4.6, 3.78)","(7.0, 13.0, 10.2)","(4.4, 7.0, 6.0)","(17.0, 55.0, 31.0)","(7.5, 12.5, 10.657142857142857)","(5.0, 9.6, 6.525)","(13.0, 29.0, 27.07142857142857)","(7.5, 11.0, 10.742424242424242)"
11-01-2023 16:33:52.295798,"(2.9, 4.6, 3.52)","(7.0, 13.0, 8.542857142857143)","(4.4, 7.0, 6.0)","(17.0, 55.0, 31.0)","(7.5, 12.5, 10.657142857142857)","(5.0, 9.6, 6.525)","(13.0, 29.0, 27.07142857142857)","(7.5, 11.0, 9.4)"
11-01-2023 16:33:53.246206,"(2.9, 4.6, 3.52)","(7.0, 13.0, 8.542857142857143)","(4.4, 7.0, 6.0)","(17.0, 55.0, 31.0)","(7.5, 12.5, 10.657142857142857)","(5.0, 9.6, 6.525)","(13.0, 29.0, 27.07142857142857)","(7.5, 11.0, 9.4)"
11-01-2023 16:33:54.207666,"(2.9, 4.6, 3.52)","(7.0, 13.0, 8.542857142857143)","(4.4, 7.0, 6.0)","(17.0, 55.0, 31.0)","(7.5, 12.5, 10.657142857142857)","(5.0, 9.6, 6.525)","(13.0, 29.0, 27.07142857142857)","(7.5, 11.0, 9.4)"
11-01-2023 16:33:55.156169,"(2.9, 4.6, 3.52)","(7.0, 13.0, 8.542857142857143)","(4.4, 7.0, 6.0)","(17.0, 55.0, 31.0)","(7.5, 12.5, 10.657142857142857)","(5.0, 9.6, 6.525)","(13.0, 29.0, 27.07142857142857)","(7.5, 11.0, 9.4)"
11-01-2023 16:33:56.142145,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 10.163636363636364)","(4.4, 7.0, 6.0)","(17.0, 55.0, 31.0)","(7.5, 12.5, 10.657142857142857)","(5.0, 9.6, 6.525)","(13.0, 29.0, 27.07142857142857)","(7.5, 11.0, 9.4)"
11-01-2023 16:33:57.114197,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 10.163636363636364)","(4.4, 7.0, 6.0)","(17.0, 55.0, 31.0)","(7.5, 12.5, 10.657142857142857)","(5.0, 9.6, 6.525)","(13.0, 29.0, 27.07142857142857)","(7.5, 11.0, 9.4)"
11-01-2023 16:33:58.112342,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 10.163636363636364)","(4.4, 7.0, 6.0)","(17.0, 55.0, 31.0)","(7.5, 12.5, 10.657142857142857)","(5.0, 9.6, 6.525)","(13.0, 29.0, 27.07142857142857)","(7.5, 11.0, 9.4)"
11-01-2023 16:33:59.054970,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 10.163636363636364)","(4.4, 7.0, 6.0)","(17.0, 55.0, 31.0)","(7.5, 12.5, 10.657142857142857)","(5.0, 9.6, 6.525)","(13.0, 29.0, 27.07142857142857)","(7.5, 11.0, 9.4)"
11-01-2023 16:34:00.002273,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 10.163636363636364)","(4.4, 7.0, 6.0)","(17.0, 55.0, 31.0)","(7.5, 12.5, 10.657142857142857)","(5.0, 9.6, 6.525)","(13.0, 29.0, 27.07142857142857)","(7.5, 11.0, 9.4)"
11-01-2023 16:34:00.946402,"(2.9, 4.6, 3.1942857142857144)","(7.0, 13.0, 10.163636363636364)","(4.4, 7.0, 6.0)","(17.0, 55.0, 31.0)","(7.5, 12.5, 10.657142857142857)","(5.0, 9.6, 8.0)","(13.0, 29.0, 27.07142857142857)","(7.5, 11.0, 9.545454545454545)"
11-01-2023 16:34:01.883069,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.0, 10.163636363636364)","(4.4, 7.0, 6.111111111111112)","(17.0, 55.0, 31.0)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 7.3090909090909095)","(13.0, 29.0, 27.07142857142857)","(7.5, 11.0, 9.545454545454545)"
11-01-2023 16:34:02.811166,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.0, 10.163636363636364)","(4.4, 7.0, 6.111111111111112)","(17.0, 55.0, 31.0)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 27.07142857142857)","(7.5, 11.0, 9.545454545454545)"
11-01-2023 16:34:03.746113,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.0, 10.163636363636364)","(4.4, 7.0, 6.111111111111112)","(17.0, 50.0, 39.66666666666667)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 27.07142857142857)","(7.5, 11.0, 9.545454545454545)"
11-01-2023 16:34:04.672696,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.0, 10.163636363636364)","(4.4, 7.0, 6.111111111111112)","(17.0, 50.0, 39.66666666666667)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 27.07142857142857)","(7.5, 11.0, 9.545454545454545)"
11-01-2023 16:34:05.619324,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.0, 10.163636363636364)","(4.4, 7.0, 6.111111111111112)","(17.0, 50.0, 39.66666666666667)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 27.07142857142857)","(7.5, 11.0, 9.545454545454545)"
11-01-2023 16:34:06.586184,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.0, 10.163636363636364)","(4.4, 7.0, 6.111111111111112)","(17.0, 50.0, 39.66666666666667)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 27.07142857142857)","(7.5, 11.0, 9.545454545454545)"
11-01-2023 16:34:07.555786,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.0, 10.163636363636364)","(4.4, 7.0, 6.111111111111112)","(17.0, 50.0, 39.66666666666667)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 27.07142857142857)","(7.5, 11.0, 9.545454545454545)"
11-01-2023 16:34:08.496421,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.0, 10.163636363636364)","(4.4, 7.0, 6.111111111111112)","(17.0, 50.0, 39.66666666666667)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 24.833333333333336)","(7.5, 11.0, 9.545454545454545)"
11-01-2023 16:34:09.431421,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.0, 10.163636363636364)","(4.4, 7.0, 6.111111111111112)","(17.0, 50.0, 39.66666666666667)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 24.833333333333336)","(7.5, 11.0, 9.545454545454545)"
11-01-2023 16:34:10.359295,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.0, 8.885714285714284)","(4.4, 7.0, 6.111111111111112)","(17.0, 50.0, 39.66666666666667)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 24.833333333333336)","(7.5, 11.0, 9.545454545454545)"
11-01-2023 16:34:11.343304,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.0, 10.2)","(4.4, 7.0, 6.111111111111112)","(17.0, 50.0, 39.66666666666667)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 24.833333333333336)","(7.5, 11.0, 9.545454545454545)"
11-01-2023 16:34:12.313149,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.0, 8.885714285714284)","(4.4, 7.0, 6.111111111111112)","(17.0, 50.0, 39.66666666666667)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 24.833333333333336)","(7.5, 11.0, 9.545454545454545)"
11-01-2023 16:34:13.272389,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.0, 8.885714285714284)","(4.4, 6.6, 5.836363636363637)","(17.0, 50.0, 39.66666666666667)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 24.833333333333336)","(7.5, 11.0, 9.545454545454545)"
11-01-2023 16:34:14.226506,"(2.9, 4.6, 3.5066666666666664)","(7.0, 13.0, 8.885714285714284)","(4.4, 6.6, 5.836363636363637)","(17.0, 50.0, 39.66666666666667)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 27.214285714285715)","(7.5, 11.0, 9.545454545454545)"
11-01-2023 16:34:15.189491,"(2.9, 4.6, 3.5066666666666664)","(7.0, 12.0, 9.466666666666667)","(4.4, 6.6, 5.836363636363637)","(17.0, 50.0, 39.66666666666667)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 27.214285714285715)","(7.5, 11.0, 9.545454545454545)"
11-01-2023 16:34:16.169732,"(2.9, 4.6, 3.5066666666666664)","(7.0, 12.0, 9.466666666666667)","(4.4, 6.6, 5.836363636363637)","(17.0, 50.0, 39.66666666666667)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 27.214285714285715)","(7.5, 11.0, 9.506666666666666)"
11-01-2023 16:34:17.127629,"(2.9, 4.6, 3.5066666666666664)","(7.0, 12.0, 10.1)","(4.4, 6.6, 5.836363636363637)","(17.0, 50.0, 39.66666666666667)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 27.214285714285715)","(7.5, 11.0, 9.506666666666666)"
11-01-2023 16:34:18.075897,"(2.9, 4.6, 3.5066666666666664)","(7.0, 12.0, 10.1)","(4.4, 6.6, 5.836363636363637)","(17.0, 50.0, 39.66666666666667)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 27.214285714285715)","(7.5, 11.0, 9.506666666666666)"
11-01-2023 16:34:19.027060,"(2.9, 4.6, 3.5066666666666664)","(7.0, 12.0, 10.1)","(4.4, 6.6, 5.836363636363637)","(17.0, 50.0, 39.66666666666667)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 27.214285714285715)","(7.5, 11.0, 9.506666666666666)"
11-01-2023 16:34:19.953846,"(2.9, 4.6, 3.5066666666666664)","(7.0, 12.0, 10.1)","(4.4, 6.6, 5.836363636363637)","(17.0, 50.0, 39.66666666666667)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 27.214285714285715)","(7.5, 11.0, 9.506666666666666)"
11-01-2023 16:34:20.892931,"(2.9, 4.6, 3.5066666666666664)","(7.0, 12.0, 10.1)","(4.4, 6.6, 5.836363636363637)","(17.0, 50.0, 39.66666666666667)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 27.214285714285715)","(7.5, 11.0, 9.506666666666666)"
11-01-2023 16:34:21.839145,"(2.9, 4.6, 3.5066666666666664)","(7.0, 12.0, 10.1)","(4.4, 6.6, 5.836363636363637)","(17.0, 50.0, 39.66666666666667)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 27.214285714285715)","(7.5, 11.0, 9.506666666666666)"
11-01-2023 16:34:22.779320,"(2.9, 4.6, 3.5066666666666664)","(7.0, 12.0, 10.1)","(4.4, 6.6, 5.836363636363637)","(17.0, 50.0, 39.66666666666667)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 27.214285714285715)","(7.5, 11.0, 9.506666666666666)"
11-01-2023 16:34:23.772013,"(2.9, 4.6, 3.5066666666666664)","(7.0, 12.0, 10.1)","(4.4, 6.6, 5.836363636363637)","(17.0, 50.0, 39.66666666666667)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 27.214285714285715)","(7.5, 11.0, 9.506666666666666)"
11-01-2023 16:34:24.708981,"(2.9, 4.6, 3.5066666666666664)","(7.0, 12.0, 10.1)","(4.4, 6.6, 5.836363636363637)","(17.0, 50.0, 39.66666666666667)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 27.214285714285715)","(7.5, 11.0, 9.506666666666666)"
11-01-2023 16:34:25.632477,"(2.9, 4.6, 3.5066666666666664)","(7.0, 12.0, 10.1)","(4.4, 6.6, 5.836363636363637)","(17.0, 50.0, 39.66666666666667)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 27.214285714285715)","(7.5, 11.0, 9.506666666666666)"
11-01-2023 16:34:26.551237,"(2.9, 4.6, 3.5066666666666664)","(7.0, 12.0, 10.1)","(4.4, 6.6, 5.836363636363637)","(17.0, 50.0, 39.83333333333333)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 27.214285714285715)","(7.5, 11.0, 9.506666666666666)"
11-01-2023 16:34:27.665168,"(2.9, 4.6, 3.5066666666666664)","(7.0, 12.0, 10.1)","(4.4, 6.6, 5.836363636363637)","(17.0, 50.0, 39.83333333333333)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 25.166666666666668)","(7.5, 11.0, 9.506666666666666)"
11-01-2023 16:34:28.629916,"(2.9, 4.6, 3.5066666666666664)","(7.0, 12.0, 10.1)","(4.4, 6.6, 5.836363636363637)","(17.0, 50.0, 29.666666666666664)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 25.166666666666668)","(7.5, 11.0, 9.506666666666666)"
11-01-2023 16:34:29.556382,"(2.9, 4.6, 3.5066666666666664)","(7.0, 12.0, 10.1)","(4.4, 6.6, 5.836363636363637)","(17.0, 48.0, 29.0)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 25.166666666666668)","(7.5, 11.0, 9.506666666666666)"
11-01-2023 16:34:30.503442,"(2.9, 4.6, 3.5066666666666664)","(7.0, 12.0, 10.1)","(4.4, 6.6, 5.836363636363637)","(17.0, 48.0, 29.0)","(7.5, 12.5, 10.8875)","(5.0, 9.6, 6.866666666666666)","(13.0, 29.0, 27.5625)","(7.5, 11.0, 9.506666666666666)"
