,Paramount Ace,Bold Onyx,Tennessee Jacks,Racey Kasey,Koepka,Victa Makayla
08-01-2023 18:54:41.254068,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 14.0, 11.5)","(11.0, 27.0, 22.5)","(7.0, 16.0, 9.174999999999999)","(7.0, 11.0, 9.2)"
08-01-2023 18:54:42.252375,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 14.0, 11.5)","(11.0, 27.0, 24.875)","(7.0, 16.0, 9.174999999999999)","(7.0, 11.0, 9.2)"
08-01-2023 18:54:43.231030,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 14.0, 11.5)","(11.0, 27.0, 24.875)","(7.0, 16.0, 11.6)","(7.0, 11.0, 9.2)"
08-01-2023 18:54:44.142423,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 14.0, 11.5)","(11.0, 27.0, 24.875)","(7.0, 15.0, 14.075)","(7.0, 11.0, 9.2)"
08-01-2023 18:54:45.006315,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 14.0, 9.625)","(11.0, 26.0, 24.92857142857143)","(7.0, 15.0, 14.075)","(7.0, 11.0, 9.2)"
08-01-2023 18:54:45.888221,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 13.5, 11.25)","(11.0, 26.0, 24.92857142857143)","(7.0, 15.0, 14.075)","(7.0, 11.0, 9.2)"
08-01-2023 18:54:46.817144,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 9.928571428571429)","(11.0, 26.0, 24.92857142857143)","(7.0, 15.0, 11.6)","(7.0, 11.0, 9.2)"
08-01-2023 18:54:47.731464,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 9.928571428571429)","(11.0, 26.0, 24.92857142857143)","(7.0, 15.0, 11.6)","(7.0, 11.0, 9.2)"
08-01-2023 18:54:48.705016,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 9.928571428571429)","(11.0, 26.0, 24.92857142857143)","(7.0, 15.0, 11.6)","(7.0, 11.0, 9.2)"
08-01-2023 18:54:49.639933,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 9.928571428571429)","(11.0, 26.0, 24.92857142857143)","(7.0, 15.0, 11.6)","(7.0, 11.0, 9.2)"
08-01-2023 18:54:50.560164,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 9.928571428571429)","(11.0, 27.0, 25.785714285714285)","(7.0, 15.0, 11.6)","(7.0, 11.0, 9.2)"
08-01-2023 18:54:51.473012,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 9.928571428571429)","(11.0, 28.0, 24.833333333333336)","(7.0, 15.0, 11.6)","(7.0, 11.0, 9.2)"
08-01-2023 18:54:52.393376,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 9.928571428571429)","(11.0, 28.0, 24.833333333333336)","(7.0, 15.0, 11.6)","(7.0, 11.0, 9.2)"
08-01-2023 18:54:53.314896,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 9.928571428571429)","(11.0, 28.0, 24.833333333333336)","(7.0, 15.0, 11.6)","(7.0, 11.0, 9.2)"
08-01-2023 18:54:54.240163,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 9.928571428571429)","(11.0, 28.0, 24.833333333333336)","(7.0, 15.0, 11.6)","(7.0, 11.0, 9.2)"
08-01-2023 18:54:55.210117,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 9.928571428571429)","(11.0, 28.0, 26.642857142857142)","(7.0, 15.0, 11.6)","(7.0, 11.0, 9.2)"
08-01-2023 18:54:56.217810,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 9.928571428571429)","(11.0, 28.0, 26.642857142857142)","(7.0, 15.0, 11.6)","(7.0, 11.0, 9.2)"
08-01-2023 18:54:57.172063,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 9.928571428571429)","(11.0, 28.0, 26.642857142857142)","(7.0, 15.0, 11.6)","(7.0, 11.0, 9.2)"
08-01-2023 18:54:58.016099,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 9.928571428571429)","(11.0, 28.0, 26.642857142857142)","(7.0, 15.0, 11.6)","(7.0, 11.0, 9.2)"
08-01-2023 18:54:58.909910,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 9.928571428571429)","(11.0, 28.0, 26.642857142857142)","(7.0, 15.0, 11.6)","(7.0, 11.0, 9.2)"
08-01-2023 18:54:59.855733,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 9.928571428571429)","(11.0, 28.0, 26.642857142857142)","(7.0, 15.0, 11.6)","(7.0, 11.0, 9.2)"
08-01-2023 18:55:00.739932,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 9.928571428571429)","(11.0, 28.0, 26.642857142857142)","(7.0, 15.0, 11.6)","(7.0, 11.0, 9.2)"
08-01-2023 18:55:01.664296,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 9.928571428571429)","(11.0, 28.0, 26.642857142857142)","(7.0, 15.0, 11.6)","(7.0, 11.0, 9.2)"
08-01-2023 18:55:02.715296,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 9.928571428571429)","(11.0, 28.0, 26.642857142857142)","(7.0, 15.0, 11.6)","(7.0, 11.0, 9.2)"
08-01-2023 18:55:03.698938,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 9.928571428571429)","(11.0, 28.0, 26.642857142857142)","(7.0, 15.0, 11.6)","(7.0, 11.0, 9.2)"
08-01-2023 18:55:04.591883,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 9.928571428571429)","(11.0, 28.0, 26.642857142857142)","(7.0, 15.0, 11.6)","(7.0, 11.0, 8.02)"
08-01-2023 18:55:05.497471,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 12.078947368421053)","(11.0, 28.0, 27.47222222222222)","(7.0, 15.0, 13.3)","(7.0, 10.5, 9.2)"
08-01-2023 18:55:06.465111,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 12.958333333333334)","(11.0, 28.0, 27.47222222222222)","(7.0, 15.0, 11.6)","(7.0, 11.0, 8.7)"
08-01-2023 18:55:07.397013,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 12.958333333333334)","(11.0, 28.0, 27.47222222222222)","(7.0, 15.0, 11.6)","(7.0, 10.0, 8.120000000000001)"
08-01-2023 18:55:08.365047,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 13.06)","(11.0, 28.0, 27.47222222222222)","(7.0, 15.0, 11.6)","(7.0, 11.0, 8.7)"
08-01-2023 18:55:09.297410,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 14.012195121951219)","(11.0, 28.0, 24.63888888888889)","(7.0, 15.0, 11.6)","(7.0, 10.0, 8.95)"
08-01-2023 18:55:10.238604,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 11.8125)","(11.0, 25.0, 24.63888888888889)","(7.0, 15.0, 11.6)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:11.157653,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 11.8125)","(11.0, 25.0, 24.63888888888889)","(7.0, 15.0, 11.6)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:12.040555,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 11.115384615384617)","(11.0, 25.0, 24.63888888888889)","(7.0, 15.0, 11.6)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:12.951535,"(3.1, 3.5, 3.325)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 11.115384615384617)","(11.0, 25.0, 24.63888888888889)","(7.0, 15.0, 11.6)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:13.835250,"(3.1, 3.5, 3.19375)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 11.115384615384617)","(11.0, 25.0, 24.63888888888889)","(7.0, 15.0, 11.6)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:14.793665,"(3.1, 3.5, 3.19375)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 11.428571428571429)","(11.0, 28.0, 26.142857142857142)","(7.0, 15.0, 11.6)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:15.816672,"(3.1, 3.5, 3.19375)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 13.125)","(11.0, 29.0, 24.5)","(7.0, 15.0, 11.6)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:16.837036,"(3.1, 3.5, 3.19375)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 13.125)","(11.0, 30.0, 26.0)","(7.0, 15.0, 11.6)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:17.794168,"(3.1, 3.5, 3.19375)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 14.109756097560975)","(11.0, 29.0, 26.0)","(7.0, 15.0, 11.6)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:18.684777,"(3.1, 3.5, 3.19375)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 14.109756097560975)","(11.0, 29.0, 26.0)","(7.0, 15.0, 11.6)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:19.579373,"(3.1, 3.5, 3.19375)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 14.109756097560975)","(11.0, 29.0, 26.0)","(7.0, 15.0, 11.35)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:20.524733,"(3.1, 3.5, 3.19375)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 14.109756097560975)","(11.0, 29.0, 28.357142857142858)","(7.0, 14.5, 11.35)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:21.483869,"(3.1, 3.5, 3.19375)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 14.109756097560975)","(11.0, 29.0, 28.357142857142858)","(7.0, 14.5, 11.35)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:22.342550,"(3.1, 3.5, 3.19375)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 14.109756097560975)","(11.0, 29.0, 28.357142857142858)","(7.0, 14.5, 11.35)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:23.288410,"(3.1, 3.5, 3.19375)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 14.109756097560975)","(11.0, 29.0, 28.357142857142858)","(7.0, 14.5, 11.35)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:24.286313,"(3.1, 3.5, 3.19375)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 14.109756097560975)","(11.0, 29.0, 28.357142857142858)","(7.0, 14.5, 11.35)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:25.161965,"(3.1, 3.5, 3.19375)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 14.109756097560975)","(11.0, 29.0, 28.357142857142858)","(7.0, 14.5, 11.35)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:26.023865,"(3.1, 3.5, 3.19375)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 14.109756097560975)","(11.0, 29.0, 28.357142857142858)","(7.0, 14.5, 11.35)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:26.992503,"(3.1, 3.5, 3.19375)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 14.109756097560975)","(11.0, 29.0, 28.357142857142858)","(7.0, 14.5, 11.35)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:27.997921,"(3.1, 3.5, 3.19375)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 14.109756097560975)","(11.0, 29.0, 28.357142857142858)","(7.0, 14.5, 11.35)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:28.947045,"(3.1, 3.5, 3.185)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 14.109756097560975)","(11.0, 29.0, 28.357142857142858)","(7.0, 14.5, 11.35)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:29.916293,"(3.1, 3.5, 3.185)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 14.109756097560975)","(11.0, 29.0, 28.357142857142858)","(7.0, 14.5, 11.35)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:30.889103,"(3.1, 3.5, 3.185)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 14.142857142857142)","(11.0, 29.0, 28.11111111111111)","(7.0, 14.5, 11.35)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:31.787500,"(3.1, 3.5, 3.185)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 14.142857142857142)","(11.0, 29.0, 28.11111111111111)","(7.0, 14.5, 11.35)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:32.667372,"(3.1, 3.5, 3.185)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 14.142857142857142)","(11.0, 29.0, 28.11111111111111)","(7.0, 14.5, 11.35)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:33.570701,"(3.1, 3.5, 3.185)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 10.5)","(11.0, 29.0, 28.11111111111111)","(7.0, 14.5, 11.35)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:34.453073,"(3.1, 3.5, 3.185)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 10.5)","(11.0, 29.0, 28.5)","(7.0, 14.5, 11.35)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:35.337097,"(3.1, 3.5, 3.185)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 14.5, 11.35)","(7.0, 10.5, 8.95)"
08-01-2023 18:55:36.318795,"(3.1, 3.5, 3.185)","(2.3, 3.5, 3.057142857142857)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 14.5, 14.15)","(7.0, 10.5, 7.842857142857143)"
08-01-2023 18:55:37.334682,"(3.1, 3.5, 3.185)","(2.3, 3.5, 3.2615384615384615)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.136363636363637)","(7.0, 15.0, 14.56)","(7.0, 10.5, 8.266666666666667)"
08-01-2023 18:55:38.312526,"(3.1, 3.5, 3.185)","(2.3, 3.5, 3.2615384615384615)","(8.0, 15.5, 10.5)","(11.0, 30.0, 26.625)","(7.0, 15.0, 14.523076923076923)","(7.0, 10.0, 7.92)"
08-01-2023 18:55:39.205666,"(3.1, 3.5, 3.185)","(2.3, 3.5, 3.0028571428571427)","(8.0, 15.5, 10.5)","(11.0, 30.0, 26.625)","(7.0, 15.0, 14.523076923076923)","(7.0, 10.0, 8.600000000000001)"
08-01-2023 18:55:40.148642,"(3.1, 3.5, 3.185)","(2.3, 3.5, 3.0028571428571427)","(8.0, 15.5, 10.5)","(11.0, 30.0, 26.625)","(7.0, 15.0, 14.523076923076923)","(7.0, 9.8, 8.600000000000001)"
08-01-2023 18:55:41.085619,"(3.1, 3.5, 3.185)","(2.3, 3.5, 3.0028571428571427)","(8.0, 15.5, 10.5)","(11.0, 30.0, 26.625)","(7.0, 15.0, 14.85909090909091)","(7.0, 9.8, 8.600000000000001)"
08-01-2023 18:55:42.017724,"(3.1, 3.5, 3.14)","(2.3, 3.5, 3.1375)","(8.0, 15.5, 10.5)","(11.0, 30.0, 26.625)","(7.0, 15.0, 12.0)","(7.0, 9.8, 9.68888888888889)"
08-01-2023 18:55:42.942800,"(3.1, 3.5, 3.14)","(2.3, 3.5, 3.1375)","(8.0, 15.5, 10.5)","(11.0, 30.0, 26.625)","(7.0, 15.0, 12.0)","(7.0, 9.8, 9.68888888888889)"
08-01-2023 18:55:43.865451,"(3.1, 3.5, 3.14)","(2.3, 3.5, 3.0166666666666666)","(8.0, 15.5, 10.5)","(11.0, 30.0, 26.625)","(7.0, 15.0, 12.0)","(7.0, 9.8, 9.68888888888889)"
08-01-2023 18:55:44.893442,"(3.1, 3.5, 3.1148148148148147)","(2.3, 3.5, 3.0166666666666666)","(8.0, 15.5, 10.5)","(11.0, 30.0, 26.625)","(7.0, 15.0, 12.0)","(7.0, 9.8, 9.68888888888889)"
08-01-2023 18:55:45.877546,"(3.1, 3.5, 3.1148148148148147)","(2.3, 3.5, 3.0166666666666666)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 14.553846153846154)","(7.0, 9.8, 9.68888888888889)"
08-01-2023 18:55:46.759389,"(3.1, 3.5, 3.1148148148148147)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 14.553846153846154)","(7.0, 9.8, 9.68888888888889)"
08-01-2023 18:55:47.672509,"(3.1, 3.5, 3.1148148148148147)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 14.86190476190476)","(7.0, 9.8, 9.68888888888889)"
08-01-2023 18:55:48.615936,"(3.1, 3.5, 3.108695652173913)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 14.86190476190476)","(7.0, 9.8, 9.68888888888889)"
08-01-2023 18:55:49.531635,"(3.1, 3.5, 3.108695652173913)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 14.86190476190476)","(7.0, 9.8, 9.68888888888889)"
08-01-2023 18:55:50.413553,"(3.1, 3.5, 3.108695652173913)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 14.86190476190476)","(7.0, 9.8, 9.68888888888889)"
08-01-2023 18:55:51.393510,"(3.1, 3.5, 3.108695652173913)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 14.86190476190476)","(7.0, 9.8, 9.68888888888889)"
08-01-2023 18:55:52.371072,"(3.1, 3.5, 3.108695652173913)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 14.86190476190476)","(7.0, 9.8, 9.68888888888889)"
08-01-2023 18:55:53.350869,"(3.1, 3.5, 3.108695652173913)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 14.86190476190476)","(7.0, 9.8, 9.68888888888889)"
08-01-2023 18:55:54.314625,"(3.1, 3.5, 3.108695652173913)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 14.86190476190476)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:55:55.241345,"(3.1, 3.5, 3.108695652173913)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 14.46)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:55:56.133643,"(3.1, 3.5, 3.108695652173913)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 14.1)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:55:57.002099,"(3.1, 3.5, 3.108695652173913)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 14.133333333333333)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:55:57.927742,"(3.1, 3.5, 3.108695652173913)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 14.133333333333333)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:55:58.881935,"(3.1, 3.4, 3.1374999999999997)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 14.826666666666668)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:55:59.762853,"(3.1, 3.4, 3.1374999999999997)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 14.826666666666668)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:56:00.690038,"(3.1, 3.4, 3.1374999999999997)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 12.5)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:56:01.675207,"(3.1, 3.4, 3.1374999999999997)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 12.5)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:56:02.567402,"(3.1, 3.4, 3.1374999999999997)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 12.5)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:56:03.432389,"(3.1, 3.4, 3.1374999999999997)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 12.5)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:56:04.404759,"(3.1, 3.4, 3.1374999999999997)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 14.25)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:56:05.393877,"(3.1, 3.4, 3.1374999999999997)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 14.25)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:56:06.296130,"(3.1, 3.4, 3.1374999999999997)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 14.25)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:56:07.208030,"(3.1, 3.4, 3.1374999999999997)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 14.25)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:56:08.184550,"(3.1, 3.4, 3.1374999999999997)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 14.85)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:56:09.152163,"(3.1, 3.4, 3.1374999999999997)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 14.85)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:56:10.054342,"(3.1, 3.4, 3.1374999999999997)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 14.85)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:56:10.931695,"(3.1, 3.4, 3.0666666666666664)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 14.85)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:56:11.850414,"(3.1, 3.4, 3.0666666666666664)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 14.85)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:56:12.804085,"(3.1, 3.4, 3.0666666666666664)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 14.333333333333332)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:56:13.721582,"(3.1, 3.4, 3.0666666666666664)","(2.3, 3.5, 3.05)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 15.0, 11.173913043478262)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:56:14.618348,"(3.1, 3.4, 3.0666666666666664)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 9.8, 9.60701754385965)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:56:15.550515,"(3.1, 3.4, 3.0599999999999996)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 9.8, 9.60701754385965)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:56:16.478052,"(3.1, 3.4, 3.068421052631579)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 27.75)","(7.0, 9.8, 9.60701754385965)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:56:17.441146,"(3.1, 3.4, 3.068421052631579)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 30.0, 29.4375)","(7.0, 9.8, 9.607207207207207)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:56:18.370334,"(3.1, 3.4, 3.068421052631579)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 28.0, 27.5625)","(7.0, 9.8, 9.607207207207207)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:56:19.267044,"(3.1, 3.4, 3.068421052631579)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 28.0, 27.5625)","(7.0, 9.8, 9.601785714285715)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:56:20.169825,"(3.1, 3.4, 3.068421052631579)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 28.0, 27.5625)","(7.0, 9.8, 9.601785714285715)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:56:21.129713,"(3.1, 3.4, 3.068421052631579)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 28.0, 27.5625)","(7.0, 9.8, 9.601785714285715)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:56:22.080112,"(3.1, 3.4, 3.068421052631579)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 28.0, 27.5625)","(7.0, 9.8, 9.601785714285715)","(7.0, 9.8, 9.692857142857143)"
08-01-2023 18:56:23.022650,"(3.1, 3.4, 3.068421052631579)","(2.3, 3.5, 3.071428571428571)","(8.0, 15.5, 10.5)","(11.0, 28.0, 27.5625)","(7.0, 9.8, 9.601785714285715)","(7.0, 9.8, 9.692857142857143)"
