,Paramount Ace,Bold Onyx,Tennessee Jacks,Racey Kasey,Koepka,Victa Makayla
08-01-2023 18:44:09.017136,"(3.1, 3.95, 3.4413043478260867)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.471428571428572)","(11.0, 21.0, 18.625)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.625)"
08-01-2023 18:44:09.934694,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 11.05)","(11.0, 21.0, 18.75)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:10.977613,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 11.990909090909092)","(11.0, 21.0, 18.75)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:12.059381,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 10.67142857142857)","(11.0, 21.0, 18.75)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:13.116560,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 21.0, 18.75)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:14.040056,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 21.0, 18.75)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:15.013449,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 21.0, 18.75)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:15.984039,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 21.0, 18.75)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:16.867096,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 21.0, 18.75)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:17.856629,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 21.0, 18.75)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:18.839203,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 21.0, 18.75)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:19.774029,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 21.0, 18.75)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:20.734580,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 21.0, 18.75)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:21.737344,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 21.0, 18.75)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:22.655947,"(3.1, 4.5, 3.1104166666666666)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 21.0, 18.75)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:23.560862,"(3.1, 4.5, 3.1104166666666666)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 23.0, 16.125)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:24.623200,"(3.1, 4.4, 3.1727272727272724)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 24.0, 21.0)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:25.615278,"(3.1, 4.3, 3.4666666666666663)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 24.0, 21.0)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:26.539157,"(3.1, 4.3, 3.4666666666666663)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 24.0, 21.0)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:27.545200,"(3.1, 4.3, 3.4666666666666663)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 24.0, 21.0)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:28.581294,"(3.1, 4.3, 3.4666666666666663)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 24.0, 21.0)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:29.447399,"(3.1, 4.3, 3.4666666666666663)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 24.0, 21.0)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:30.414479,"(3.1, 4.3, 3.4666666666666663)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 24.0, 21.0)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:31.504540,"(3.1, 4.3, 3.4666666666666663)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 24.0, 21.0)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:32.480289,"(3.1, 4.3, 3.4666666666666663)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 24.0, 21.0)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:33.388971,"(3.1, 4.3, 3.4666666666666663)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 24.0, 21.0)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:34.387093,"(3.1, 4.3, 3.4666666666666663)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 24.0, 21.0)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:35.436652,"(3.1, 4.3, 3.4666666666666663)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 24.0, 21.0)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:36.362100,"(3.1, 4.3, 3.4666666666666663)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 24.0, 21.0)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:37.221308,"(3.1, 4.3, 3.4666666666666663)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:38.280816,"(3.1, 4.3, 3.4666666666666663)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:39.394558,"(3.1, 4.3, 3.4666666666666663)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:40.485364,"(3.1, 4.3, 3.4666666666666663)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:41.600378,"(3.1, 4.3, 3.4666666666666663)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:42.614749,"(3.1, 4.3, 3.4666666666666663)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:43.673862,"(3.1, 4.3, 3.4666666666666663)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:44.681627,"(3.1, 4.3, 3.4666666666666663)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:45.650446,"(3.1, 4.3, 3.4666666666666663)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:46.733891,"(3.1, 4.3, 3.4666666666666663)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:47.793363,"(3.1, 4.3, 3.4666666666666663)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:48.931412,"(3.1, 4.3, 3.128125)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:50.064808,"(3.1, 4.3, 3.128125)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:51.173859,"(3.1, 4.3, 3.128125)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:52.331356,"(3.1, 4.3, 3.128125)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:53.375536,"(3.1, 4.3, 3.128125)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:54.429449,"(3.1, 4.2, 3.1777777777777776)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:55.533896,"(3.1, 4.0, 3.1363636363636362)","(2.3, 3.6, 3.1733333333333333)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:56.659139,"(3.1, 4.0, 3.1363636363636362)","(2.3, 3.55, 3.1399999999999997)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:57.738435,"(3.1, 4.0, 3.321428571428571)","(2.3, 3.55, 3.1399999999999997)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:58.747413,"(3.1, 4.0, 3.321428571428571)","(2.3, 3.55, 3.1399999999999997)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:44:59.833740,"(3.1, 4.0, 3.1363636363636362)","(2.3, 3.55, 3.1399999999999997)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:00.909510,"(3.1, 4.0, 3.1363636363636362)","(2.3, 3.55, 3.1399999999999997)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:01.885994,"(3.1, 4.0, 3.1363636363636362)","(2.3, 3.55, 3.1399999999999997)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:02.872733,"(3.1, 4.0, 3.1363636363636362)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:03.990524,"(3.1, 4.0, 3.1363636363636362)","(2.3, 3.6, 2.888888888888889)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:05.024550,"(3.1, 4.0, 3.321428571428571)","(2.3, 3.55, 3.1399999999999997)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:06.060699,"(3.1, 4.0, 3.321428571428571)","(2.3, 3.55, 3.1399999999999997)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.4)"
08-01-2023 18:45:07.053878,"(3.1, 4.0, 3.1363636363636362)","(2.3, 3.55, 3.1399999999999997)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.4)"
08-01-2023 18:45:08.064980,"(3.1, 4.0, 3.1363636363636362)","(2.3, 3.55, 3.1399999999999997)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.4)"
08-01-2023 18:45:09.083247,"(3.1, 4.0, 3.1363636363636362)","(2.3, 3.55, 3.1399999999999997)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.4)"
08-01-2023 18:45:10.147778,"(3.1, 4.0, 3.1363636363636362)","(2.3, 3.55, 3.1399999999999997)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.4)"
08-01-2023 18:45:11.193859,"(3.1, 4.0, 3.1363636363636362)","(2.3, 3.65, 3.2066666666666666)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.4)"
08-01-2023 18:45:12.249554,"(3.1, 4.0, 3.1363636363636362)","(2.3, 3.6, 2.888888888888889)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.4)"
08-01-2023 18:45:13.301511,"(3.1, 4.0, 3.1363636363636362)","(2.3, 3.6, 2.888888888888889)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.4)"
08-01-2023 18:45:14.286296,"(3.1, 4.0, 3.1363636363636362)","(2.3, 3.6, 2.888888888888889)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.4)"
08-01-2023 18:45:15.331190,"(3.1, 4.0, 3.1363636363636362)","(2.3, 3.6, 2.888888888888889)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.4)"
08-01-2023 18:45:16.407165,"(3.1, 4.0, 3.1363636363636362)","(2.3, 3.6, 2.888888888888889)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 8.4)"
08-01-2023 18:45:17.517032,"(3.1, 4.0, 3.1363636363636362)","(2.3, 3.6, 2.888888888888889)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:18.502453,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.6, 2.888888888888889)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:19.563352,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.6, 2.888888888888889)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:20.740294,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.6, 2.888888888888889)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:21.669712,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.6, 2.888888888888889)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:22.707082,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.6, 2.888888888888889)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:23.899242,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.6, 2.888888888888889)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:24.993757,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.6, 2.888888888888889)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:26.064408,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.6, 2.888888888888889)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:27.279429,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.6, 2.888888888888889)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:28.389347,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.6, 2.888888888888889)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:29.373886,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.6, 2.888888888888889)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:30.448440,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.6, 2.888888888888889)","(8.0, 14.5, 12.2)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:31.535623,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.6, 2.888888888888889)","(8.0, 14.5, 13.120000000000001)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:32.624877,"(3.1, 3.95, 3.1142857142857143)","(2.3, 3.6, 2.888888888888889)","(8.0, 14.5, 12.533333333333333)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:33.709904,"(3.1, 4.4, 3.5)","(2.3, 3.6, 2.888888888888889)","(8.0, 15.0, 12.533333333333333)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:34.804372,"(3.1, 4.2, 3.433333333333333)","(2.3, 3.6, 2.888888888888889)","(8.0, 15.0, 12.533333333333333)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:35.896068,"(3.1, 4.1, 3.145454545454545)","(2.3, 3.6, 2.888888888888889)","(8.0, 15.0, 12.533333333333333)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:36.903718,"(3.1, 4.0, 3.3666666666666667)","(2.3, 3.6, 2.888888888888889)","(8.0, 15.0, 12.533333333333333)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:38.028277,"(3.1, 4.0, 3.3666666666666667)","(2.3, 3.6, 2.888888888888889)","(8.0, 15.0, 12.533333333333333)","(11.0, 27.0, 23.25)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:39.094706,"(3.1, 4.0, 3.3666666666666667)","(2.3, 3.6, 2.888888888888889)","(8.0, 15.0, 12.533333333333333)","(11.0, 27.0, 24.0)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:40.038053,"(3.1, 4.0, 3.3666666666666667)","(2.3, 3.6, 2.888888888888889)","(8.0, 15.0, 12.533333333333333)","(11.0, 27.0, 24.0)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:41.170172,"(3.1, 4.0, 3.3666666666666667)","(2.3, 3.6, 2.888888888888889)","(8.0, 15.0, 12.533333333333333)","(11.0, 27.0, 24.0)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:42.317888,"(3.1, 4.0, 3.3666666666666667)","(2.3, 3.6, 2.888888888888889)","(8.0, 15.0, 12.533333333333333)","(11.0, 27.0, 24.0)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
08-01-2023 18:45:43.376819,"(3.1, 4.0, 3.3666666666666667)","(2.3, 3.6, 2.888888888888889)","(8.0, 15.0, 12.533333333333333)","(11.0, 27.0, 24.0)","(7.0, 17.0, 8.833333333333334)","(7.0, 12.0, 9.11111111111111)"
