,Dr Nightingale,Dan Dan,Big Buddha,Phelan Seedy,Dr Rogan,Irish,Style Key,Fun Idol
07-12-2022 19:40:54.089564,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.523809523809524)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.6, 6.333333333333333)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.35, 3.2535714285714286)","(31.0, 70.0, 56.36363636363636)","(3.5, 6.8, 6.711111111111111)"
07-12-2022 19:40:55.447991,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.523809523809524)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.6, 6.4)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.35, 3.1625)","(31.0, 70.0, 56.36363636363636)","(3.5, 6.8, 6.711111111111111)"
07-12-2022 19:40:56.803683,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.523809523809524)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.35, 3.2214285714285715)","(31.0, 70.0, 56.36363636363636)","(3.5, 6.8, 6.711111111111111)"
07-12-2022 19:40:58.147346,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.523809523809524)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.35, 3.2214285714285715)","(31.0, 70.0, 56.36363636363636)","(3.5, 6.8, 6.711111111111111)"
07-12-2022 19:40:59.458482,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.523809523809524)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.35, 3.26)","(31.0, 70.0, 56.36363636363636)","(3.5, 6.8, 6.711111111111111)"
07-12-2022 19:41:00.784448,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.523809523809524)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.35, 3.23)","(31.0, 70.0, 56.36363636363636)","(3.5, 6.8, 6.64)"
07-12-2022 19:41:02.132381,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.523809523809524)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.35, 3.2535714285714286)","(31.0, 70.0, 56.36363636363636)","(3.5, 6.8, 6.711111111111111)"
07-12-2022 19:41:03.506439,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.523809523809524)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.35, 3.2535714285714286)","(31.0, 70.0, 56.36363636363636)","(3.5, 6.8, 6.711111111111111)"
07-12-2022 19:41:05.132757,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.523809523809524)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.35, 3.2535714285714286)","(31.0, 70.0, 56.36363636363636)","(3.5, 6.8, 6.711111111111111)"
07-12-2022 19:41:06.647815,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.460869565217392)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.35, 3.2535714285714286)","(31.0, 70.0, 56.36363636363636)","(3.5, 6.8, 6.64)"
07-12-2022 19:41:08.262817,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.460869565217392)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.35, 3.23)","(31.0, 70.0, 56.36363636363636)","(3.5, 6.8, 6.64)"
07-12-2022 19:41:09.616957,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.460869565217392)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.35, 3.2535714285714286)","(31.0, 70.0, 56.36363636363636)","(3.5, 6.8, 6.64)"
07-12-2022 19:41:10.864459,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.460869565217392)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.35, 3.2535714285714286)","(31.0, 70.0, 56.36363636363636)","(3.5, 6.8, 6.64)"
07-12-2022 19:41:12.280298,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.460869565217392)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.35, 3.23)","(31.0, 70.0, 56.36363636363636)","(3.5, 6.8, 6.64)"
07-12-2022 19:41:13.534104,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.460869565217392)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.35, 3.2535714285714286)","(31.0, 70.0, 56.36363636363636)","(3.5, 6.8, 6.64)"
07-12-2022 19:41:14.774614,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.460869565217392)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.35, 3.2535714285714286)","(31.0, 70.0, 56.36363636363636)","(3.5, 6.8, 6.64)"
07-12-2022 19:41:15.972106,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.460869565217392)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.35, 3.2535714285714286)","(31.0, 70.0, 56.36363636363636)","(3.5, 6.8, 6.64)"
07-12-2022 19:41:17.115150,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.460869565217392)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.35, 3.23)","(31.0, 70.0, 56.36363636363636)","(3.5, 6.8, 6.64)"
07-12-2022 19:41:18.297758,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.460869565217392)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.35, 3.23)","(31.0, 70.0, 56.36363636363636)","(3.5, 6.8, 7.309090909090909)"
07-12-2022 19:41:19.578649,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.460869565217392)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 6.942857142857143)","(3.2, 3.35, 3.2535714285714286)","(31.0, 70.0, 56.36363636363636)","(3.5, 7.8, 7.0285714285714285)"
07-12-2022 19:41:20.861033,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.460869565217392)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.35, 3.2535714285714286)","(31.0, 70.0, 56.36363636363636)","(3.5, 7.8, 7.0285714285714285)"
07-12-2022 19:41:22.116097,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.460869565217392)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.35, 3.2535714285714286)","(31.0, 70.0, 56.36363636363636)","(3.5, 7.8, 7.0285714285714285)"
07-12-2022 19:41:23.395232,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.460869565217392)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.35, 3.23)","(31.0, 70.0, 56.36363636363636)","(3.5, 7.8, 7.309090909090909)"
07-12-2022 19:41:24.704637,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.460869565217392)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.5)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.35, 3.2333333333333334)","(31.0, 70.0, 56.36363636363636)","(3.5, 7.8, 7.309090909090909)"
07-12-2022 19:41:26.084512,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.309090909090909)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.6)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.3, 3.2416666666666667)","(31.0, 70.0, 56.36363636363636)","(3.5, 7.8, 7.309090909090909)"
07-12-2022 19:41:27.472571,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.309090909090909)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4799999999999995)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.3, 3.2555555555555555)","(31.0, 70.0, 56.36363636363636)","(3.5, 7.8, 7.309090909090909)"
07-12-2022 19:41:28.843995,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.309090909090909)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.65)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.3, 3.1857142857142855)","(31.0, 70.0, 56.36363636363636)","(3.5, 7.8, 7.309090909090909)"
07-12-2022 19:41:30.266389,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.422222222222222)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.65)","(5.0, 7.8, 6.942857142857143)","(3.2, 3.3, 3.2333333333333334)","(31.0, 70.0, 56.36363636363636)","(3.5, 7.8, 7.309090909090909)"
07-12-2022 19:41:31.651841,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.309090909090909)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.6)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.3, 3.2333333333333334)","(31.0, 70.0, 56.36363636363636)","(3.5, 7.8, 7.309090909090909)"
07-12-2022 19:41:33.011641,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.309090909090909)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.533333333333333)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.3, 3.2333333333333334)","(31.0, 70.0, 56.36363636363636)","(3.5, 7.8, 7.309090909090909)"
07-12-2022 19:41:34.414350,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.422222222222222)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.533333333333333)","(5.0, 7.8, 6.942857142857143)","(3.2, 3.3, 3.146153846153846)","(31.0, 70.0, 56.36363636363636)","(3.5, 7.8, 7.309090909090909)"
07-12-2022 19:41:35.792479,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.309090909090909)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.533333333333333)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.3, 3.1999999999999997)","(31.0, 70.0, 56.36363636363636)","(3.5, 7.8, 7.309090909090909)"
07-12-2022 19:41:37.085512,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.309090909090909)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.533333333333333)","(5.0, 7.8, 6.890909090909091)","(3.2, 3.3, 3.1999999999999997)","(31.0, 70.0, 56.36363636363636)","(3.5, 7.8, 7.309090909090909)"
07-12-2022 19:41:38.398495,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.309090909090909)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.533333333333333)","(5.0, 7.8, 6.942857142857143)","(3.2, 3.3, 3.1999999999999997)","(31.0, 70.0, 56.36363636363636)","(3.5, 7.8, 7.309090909090909)"
07-12-2022 19:41:39.732379,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.309090909090909)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.533333333333333)","(5.0, 7.8, 6.942857142857143)","(3.2, 3.3, 3.146153846153846)","(31.0, 70.0, 56.36363636363636)","(3.5, 7.8, 7.309090909090909)"
07-12-2022 19:41:41.098852,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.309090909090909)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.533333333333333)","(5.0, 7.8, 6.942857142857143)","(3.2, 3.3, 3.1999999999999997)","(31.0, 70.0, 56.36363636363636)","(3.5, 7.8, 7.309090909090909)"
07-12-2022 19:41:42.432166,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.309090909090909)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.533333333333333)","(5.0, 7.8, 6.942857142857143)","(3.2, 3.3, 3.1999999999999997)","(31.0, 70.0, 56.36363636363636)","(3.5, 7.8, 7.309090909090909)"
07-12-2022 19:41:43.687544,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.309090909090909)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.533333333333333)","(5.0, 7.8, 6.942857142857143)","(3.2, 3.3, 3.1999999999999997)","(31.0, 70.0, 56.36363636363636)","(3.5, 7.8, 7.309090909090909)"
07-12-2022 19:41:44.946234,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.309090909090909)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.6)","(5.0, 7.8, 6.942857142857143)","(3.2, 3.3, 3.1999999999999997)","(31.0, 70.0, 56.36363636363636)","(3.5, 7.2, 6.48)"
07-12-2022 19:41:46.298924,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.8, 8.22857142857143)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.533333333333333)","(5.0, 7.8, 6.942857142857143)","(3.2, 3.3, 3.257142857142857)","(31.0, 70.0, 56.36363636363636)","(3.5, 7.2, 6.48)"
07-12-2022 19:41:47.689956,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.15)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.533333333333333)","(5.0, 7.8, 6.942857142857143)","(3.2, 3.3, 3.283333333333333)","(31.0, 70.0, 56.36363636363636)","(3.5, 7.2, 6.48)"
07-12-2022 19:41:49.039812,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.15)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.533333333333333)","(5.0, 7.8, 6.942857142857143)","(3.2, 3.3, 3.276923076923077)","(31.0, 70.0, 56.36363636363636)","(3.5, 7.2, 6.4)"
07-12-2022 19:41:50.554706,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.15)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.533333333333333)","(5.0, 7.8, 6.733333333333333)","(3.2, 3.3, 3.2714285714285714)","(31.0, 70.0, 56.36363636363636)","(3.5, 7.2, 6.470588235294118)"
07-12-2022 19:41:52.056529,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.15)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.533333333333333)","(5.0, 7.8, 7.153846153846154)","(3.2, 3.3, 3.2714285714285714)","(31.0, 70.0, 56.36363636363636)","(3.5, 7.0, 6.4)"
07-12-2022 19:41:53.381101,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.15)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.533333333333333)","(5.0, 7.8, 7.153846153846154)","(3.2, 3.3, 3.2714285714285714)","(31.0, 70.0, 57.14285714285714)","(3.5, 7.0, 6.4)"
07-12-2022 19:41:54.583260,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.15)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.533333333333333)","(5.0, 7.8, 7.153846153846154)","(3.2, 3.3, 3.275)","(31.0, 70.0, 57.14285714285714)","(3.5, 7.0, 6.4)"
07-12-2022 19:41:56.076166,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.15)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.524137931034483)","(5.0, 7.8, 7.305882352941176)","(3.2, 3.3, 3.2714285714285714)","(31.0, 70.0, 57.14285714285714)","(3.5, 7.0, 6.533333333333333)"
07-12-2022 19:41:57.542151,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.15)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.524137931034483)","(5.0, 7.8, 7.305882352941176)","(3.2, 3.3, 3.2714285714285714)","(31.0, 70.0, 57.14285714285714)","(3.5, 7.0, 6.533333333333333)"
07-12-2022 19:41:58.887334,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.15)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.524137931034483)","(5.0, 7.8, 7.305882352941176)","(3.2, 3.3, 3.2624999999999997)","(31.0, 70.0, 57.14285714285714)","(3.5, 7.0, 6.533333333333333)"
07-12-2022 19:42:00.218756,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.15)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.524137931034483)","(5.0, 7.8, 7.305882352941176)","(3.2, 3.3, 3.2624999999999997)","(31.0, 70.0, 57.14285714285714)","(3.5, 7.0, 6.533333333333333)"
07-12-2022 19:42:01.606460,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.15)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.524137931034483)","(5.0, 7.8, 7.305882352941176)","(3.2, 3.3, 3.2624999999999997)","(31.0, 70.0, 57.14285714285714)","(3.5, 7.0, 6.533333333333333)"
07-12-2022 19:42:02.948551,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.15)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.524137931034483)","(5.0, 7.8, 7.305882352941176)","(3.2, 3.3, 3.2714285714285714)","(31.0, 70.0, 57.14285714285714)","(3.5, 7.0, 6.6923076923076925)"
07-12-2022 19:42:04.321478,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.15)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.524137931034483)","(5.0, 7.8, 7.305882352941176)","(3.2, 3.3, 3.2714285714285714)","(31.0, 70.0, 57.14285714285714)","(3.5, 7.0, 6.6923076923076925)"
07-12-2022 19:42:05.683712,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.15)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.524137931034483)","(5.0, 7.8, 7.305882352941176)","(3.2, 3.3, 3.2714285714285714)","(31.0, 70.0, 57.14285714285714)","(3.5, 7.0, 6.6923076923076925)"
07-12-2022 19:42:07.026843,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.15)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.524137931034483)","(5.0, 7.8, 7.305882352941176)","(3.2, 3.3, 3.2624999999999997)","(31.0, 70.0, 57.14285714285714)","(3.5, 7.0, 6.6923076923076925)"
07-12-2022 19:42:08.378214,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.15)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.524137931034483)","(5.0, 7.8, 7.305882352941176)","(3.2, 3.3, 3.257142857142857)","(31.0, 70.0, 57.14285714285714)","(3.5, 7.0, 6.6923076923076925)"
07-12-2022 19:42:09.577103,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.24)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.524137931034483)","(5.0, 7.8, 7.38)","(3.2, 3.3, 3.257142857142857)","(31.0, 70.0, 57.14285714285714)","(3.5, 7.0, 6.6)"
07-12-2022 19:42:10.692662,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.4, 8.2)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.524137931034483)","(5.0, 7.8, 7.38)","(3.2, 3.3, 3.257142857142857)","(31.0, 70.0, 57.14285714285714)","(3.5, 7.0, 6.6)"
07-12-2022 19:42:11.921832,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.4, 8.2)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.524137931034483)","(5.0, 7.8, 7.38)","(3.2, 3.3, 3.2624999999999997)","(31.0, 70.0, 57.14285714285714)","(3.5, 7.0, 6.6)"
07-12-2022 19:42:13.224871,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.4, 8.133333333333333)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.524137931034483)","(5.0, 7.8, 7.4)","(3.2, 3.3, 3.2714285714285714)","(31.0, 70.0, 63.07692307692308)","(3.5, 7.0, 6.6)"
07-12-2022 19:42:14.534577,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.092307692307692)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.524137931034483)","(5.0, 7.8, 7.4)","(3.2, 3.3, 3.2714285714285714)","(31.0, 65.0, 63.07692307692308)","(3.5, 7.0, 6.6)"
07-12-2022 19:42:15.828978,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.092307692307692)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 7.4)","(3.2, 3.3, 3.2714285714285714)","(31.0, 65.0, 63.07692307692308)","(3.5, 7.0, 6.6)"
07-12-2022 19:42:17.093949,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.3)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 7.4)","(3.2, 3.3, 3.2666666666666666)","(31.0, 65.0, 63.07692307692308)","(3.5, 7.0, 6.6)"
07-12-2022 19:42:18.321915,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.3)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 7.4)","(3.2, 3.3, 3.2714285714285714)","(31.0, 65.0, 63.07692307692308)","(3.5, 7.0, 6.6)"
07-12-2022 19:42:19.509656,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.3)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 7.4)","(3.2, 3.3, 3.2714285714285714)","(31.0, 65.0, 58.46153846153847)","(3.5, 7.0, 6.6)"
07-12-2022 19:42:20.758381,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.3)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 7.3999999999999995)","(3.2, 3.3, 3.2714285714285714)","(31.0, 60.0, 58.46153846153847)","(3.5, 7.0, 6.6)"
07-12-2022 19:42:22.040651,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.3)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 7.3999999999999995)","(3.2, 3.3, 3.2666666666666666)","(31.0, 60.0, 58.46153846153847)","(3.5, 7.0, 6.6)"
07-12-2022 19:42:23.311911,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.45)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 7.5)","(3.2, 3.3, 3.257142857142857)","(31.0, 60.0, 58.46153846153847)","(3.5, 7.0, 6.6)"
07-12-2022 19:42:24.515168,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.45)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 7.5)","(3.2, 3.3, 3.257142857142857)","(31.0, 60.0, 58.46153846153847)","(3.5, 7.0, 6.6)"
07-12-2022 19:42:25.700196,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.3)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 7.5)","(3.2, 3.3, 3.257142857142857)","(31.0, 60.0, 58.46153846153847)","(3.5, 7.0, 6.6)"
07-12-2022 19:42:26.947909,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.3)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 7.5)","(3.2, 3.3, 3.2624999999999997)","(31.0, 60.0, 58.46153846153847)","(3.5, 7.0, 6.6)"
07-12-2022 19:42:28.231931,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.3)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 7.5)","(3.2, 3.3, 3.2624999999999997)","(31.0, 60.0, 58.46153846153847)","(3.5, 7.0, 6.6)"
07-12-2022 19:42:29.561885,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.3)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 7.5)","(3.2, 3.3, 3.2833333333333337)","(31.0, 60.0, 58.46153846153847)","(3.5, 7.0, 6.538461538461538)"
07-12-2022 19:42:30.851331,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.3)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 7.5)","(3.2, 3.35, 3.2833333333333337)","(31.0, 60.0, 58.46153846153847)","(3.5, 7.0, 6.538461538461538)"
07-12-2022 19:42:32.102172,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.3)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 7.5)","(3.2, 3.35, 3.2833333333333337)","(31.0, 60.0, 58.46153846153847)","(3.5, 7.0, 6.538461538461538)"
07-12-2022 19:42:33.409116,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.3)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 7.5)","(3.2, 3.35, 3.3)","(31.0, 60.0, 58.46153846153847)","(3.5, 7.0, 6.466666666666667)"
07-12-2022 19:42:34.729281,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.3)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 7.5)","(3.2, 3.35, 3.305555555555556)","(31.0, 60.0, 58.46153846153847)","(3.5, 6.8, 6.466666666666667)"
07-12-2022 19:42:35.981648,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.3)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 7.5)","(3.2, 3.35, 3.305555555555556)","(31.0, 60.0, 58.46153846153847)","(3.5, 6.8, 6.466666666666667)"
07-12-2022 19:42:37.189568,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.3)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 7.5)","(3.2, 3.35, 3.305555555555556)","(31.0, 60.0, 58.46153846153847)","(3.5, 6.8, 6.08421052631579)"
07-12-2022 19:42:38.403402,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.3)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 7.5)","(3.2, 3.35, 3.3)","(31.0, 60.0, 58.46153846153847)","(3.5, 6.8, 6.171428571428572)"
07-12-2022 19:42:39.672619,"(12.0, 17.5, 15.282608695652174)","(6.5, 8.6, 8.45)","(21.0, 38.0, 32.35294117647059)","(5.0, 6.8, 6.4)","(5.0, 7.8, 7.5)","(3.2, 3.35, 3.305555555555556)","(31.0, 60.0, 58.46153846153847)","(3.5, 6.6, 6.171428571428572)"
