,Dr Nightingale,Dan Dan,Big Buddha,Phelan Seedy,Dr Rogan,Irish,Style Key,Fun Idol
07-12-2022 19:32:22.038823,"(12.0, 26.0, 22.625)","(7.0, 11.5, 10.09)","(19.0, 55.0, 37.95454545454545)","(5.0, 8.6, 5.514285714285714)","(5.0, 7.8, 6.2444444444444445)","(3.1, 4.9, 4.7272727272727275)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.4, 4.65)"
07-12-2022 19:32:23.269481,"(12.0, 26.0, 22.625)","(7.0, 11.5, 10.09)","(19.0, 55.0, 37.95454545454545)","(5.0, 8.6, 5.514285714285714)","(5.0, 7.8, 6.2444444444444445)","(3.1, 4.9, 4.0)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.4, 4.65)"
07-12-2022 19:32:24.476847,"(12.0, 26.0, 22.625)","(7.0, 11.5, 10.09)","(19.0, 55.0, 37.95454545454545)","(5.0, 8.6, 5.514285714285714)","(5.0, 7.8, 6.481818181818182)","(3.1, 4.9, 4.0)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.4, 4.65)"
07-12-2022 19:32:25.629740,"(12.0, 26.0, 22.625)","(7.0, 11.5, 10.09)","(19.0, 55.0, 37.95454545454545)","(5.0, 8.6, 5.514285714285714)","(5.0, 7.8, 6.481818181818182)","(3.1, 4.9, 4.0)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.4, 5.745238095238095)"
07-12-2022 19:32:26.820062,"(12.0, 26.0, 22.625)","(7.0, 11.5, 10.09)","(19.0, 55.0, 37.95454545454545)","(5.0, 8.6, 5.514285714285714)","(5.0, 7.8, 6.481818181818182)","(3.1, 4.9, 4.0)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.4, 4.7125)"
07-12-2022 19:32:28.145394,"(12.0, 26.0, 24.07142857142857)","(7.0, 11.5, 10.09)","(19.0, 55.0, 37.95454545454545)","(5.0, 8.6, 5.514285714285714)","(5.0, 7.8, 6.481818181818182)","(3.1, 4.9, 4.0)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.4, 4.7125)"
07-12-2022 19:32:29.431454,"(12.0, 26.0, 22.625)","(7.0, 11.5, 10.09)","(19.0, 55.0, 37.95454545454545)","(5.0, 8.6, 5.514285714285714)","(5.0, 7.8, 6.2444444444444445)","(3.1, 4.9, 4.0)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.4, 4.7125)"
07-12-2022 19:32:30.672780,"(12.0, 26.0, 19.0)","(7.0, 11.5, 10.09)","(19.0, 55.0, 37.95454545454545)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.8)","(3.1, 4.9, 4.0)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.4, 4.7125)"
07-12-2022 19:32:32.025859,"(12.0, 26.0, 19.0)","(7.0, 11.5, 10.09)","(19.0, 55.0, 34.44444444444444)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.8)","(3.1, 4.9, 4.0)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.4, 4.7125)"
07-12-2022 19:32:33.407438,"(12.0, 26.0, 19.0)","(7.0, 11.5, 10.09)","(19.0, 55.0, 34.44444444444444)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.4)","(3.1, 4.9, 4.0)","(31.0, 110.0, 69.0)","(3.4, 6.4, 4.7125)"
07-12-2022 19:32:34.534829,"(12.0, 26.0, 19.0)","(7.0, 11.5, 10.09)","(19.0, 55.0, 34.44444444444444)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.4)","(3.1, 4.9, 4.0)","(31.0, 110.0, 69.0)","(3.4, 6.4, 4.7125)"
07-12-2022 19:32:35.615245,"(12.0, 26.0, 19.0)","(7.0, 11.5, 10.09)","(19.0, 55.0, 34.44444444444444)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.4)","(3.1, 4.9, 4.0)","(31.0, 110.0, 69.0)","(3.4, 6.4, 4.7125)"
07-12-2022 19:32:36.852198,"(12.0, 26.0, 19.0)","(7.0, 11.5, 10.09)","(19.0, 55.0, 34.44444444444444)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.4)","(3.1, 4.9, 4.0)","(31.0, 110.0, 69.0)","(3.4, 6.4, 4.7125)"
07-12-2022 19:32:38.079824,"(12.0, 26.0, 19.0)","(7.0, 11.5, 10.09)","(19.0, 55.0, 34.44444444444444)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.4)","(3.1, 4.9, 4.0)","(31.0, 110.0, 69.0)","(3.4, 6.4, 4.7125)"
07-12-2022 19:32:39.345057,"(12.0, 26.0, 19.0)","(7.0, 11.5, 10.09)","(19.0, 55.0, 34.44444444444444)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.3)","(3.1, 4.9, 4.0)","(31.0, 110.0, 69.0)","(3.4, 6.4, 4.7125)"
07-12-2022 19:32:40.625672,"(12.0, 26.0, 19.0)","(7.0, 11.5, 10.09)","(19.0, 55.0, 34.44444444444444)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.3)","(3.1, 4.9, 4.0)","(31.0, 110.0, 57.5)","(3.4, 6.4, 4.7125)"
07-12-2022 19:32:41.906575,"(12.0, 26.0, 19.0)","(7.0, 11.5, 10.09)","(19.0, 55.0, 34.44444444444444)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.355555555555556)","(3.1, 4.9, 4.0)","(31.0, 110.0, 49.63636363636364)","(3.4, 6.4, 4.7125)"
07-12-2022 19:32:43.186878,"(12.0, 26.0, 19.0)","(7.0, 11.5, 8.715789473684211)","(19.0, 55.0, 34.44444444444444)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.355555555555556)","(3.1, 4.9, 4.0)","(31.0, 110.0, 49.63636363636364)","(3.4, 6.4, 4.7125)"
07-12-2022 19:32:44.376946,"(12.0, 26.0, 19.0)","(7.0, 12.0, 8.715789473684211)","(19.0, 55.0, 34.44444444444444)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.355555555555556)","(3.1, 4.9, 4.0)","(31.0, 110.0, 49.63636363636364)","(3.4, 6.4, 4.7125)"
07-12-2022 19:32:45.626163,"(12.0, 26.0, 19.0)","(7.0, 12.0, 10.09)","(19.0, 55.0, 30.333333333333336)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.663636363636363)","(3.1, 4.9, 4.0)","(31.0, 110.0, 49.63636363636364)","(3.4, 6.4, 4.7125)"
07-12-2022 19:32:46.952242,"(12.0, 26.0, 19.0)","(7.0, 11.5, 10.09)","(19.0, 55.0, 30.333333333333336)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.2375)","(3.1, 4.9, 4.0)","(31.0, 110.0, 49.63636363636364)","(3.4, 6.4, 4.7125)"
07-12-2022 19:32:48.111670,"(12.0, 26.0, 19.0)","(7.0, 11.5, 10.09)","(19.0, 55.0, 30.333333333333336)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.481818181818182)","(3.1, 4.9, 4.0)","(31.0, 110.0, 49.63636363636364)","(3.4, 6.4, 5.769047619047619)"
07-12-2022 19:32:49.392784,"(12.0, 26.0, 23.666666666666668)","(7.0, 11.5, 10.09)","(19.0, 55.0, 30.333333333333336)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.481818181818182)","(3.1, 4.9, 4.0)","(31.0, 110.0, 49.63636363636364)","(3.4, 6.4, 4.775)"
07-12-2022 19:32:50.741290,"(12.0, 26.0, 22.625)","(7.0, 11.5, 10.09)","(19.0, 55.0, 30.333333333333336)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.2444444444444445)","(3.1, 4.9, 4.0)","(31.0, 110.0, 49.63636363636364)","(3.4, 6.4, 4.775)"
07-12-2022 19:32:52.185745,"(12.0, 26.0, 22.625)","(7.0, 11.5, 10.09)","(19.0, 55.0, 30.333333333333336)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.8)","(3.1, 4.9, 4.0)","(31.0, 110.0, 49.63636363636364)","(3.4, 6.4, 4.775)"
07-12-2022 19:32:53.683703,"(12.0, 26.0, 22.625)","(7.0, 11.5, 10.09)","(19.0, 55.0, 30.333333333333336)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.8)","(3.1, 4.9, 4.0)","(31.0, 110.0, 49.63636363636364)","(3.4, 6.4, 4.775)"
07-12-2022 19:32:55.035455,"(12.0, 26.0, 19.25)","(7.0, 11.5, 10.09)","(19.0, 55.0, 30.333333333333336)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.8)","(3.1, 4.9, 4.0)","(31.0, 110.0, 49.63636363636364)","(3.4, 6.4, 4.775)"
07-12-2022 19:32:56.407475,"(12.0, 26.0, 19.0)","(7.0, 11.5, 10.09)","(19.0, 55.0, 30.333333333333336)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.8)","(3.1, 4.9, 4.0)","(31.0, 110.0, 49.63636363636364)","(3.4, 6.4, 4.775)"
07-12-2022 19:32:57.849772,"(12.0, 26.0, 19.0)","(7.0, 11.5, 10.09)","(19.0, 55.0, 30.333333333333336)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.8)","(3.1, 4.9, 4.0)","(31.0, 110.0, 49.63636363636364)","(3.4, 6.4, 4.775)"
07-12-2022 19:32:59.203269,"(12.0, 26.0, 19.0)","(7.0, 11.5, 10.09)","(19.0, 55.0, 30.333333333333336)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.8)","(3.1, 4.9, 4.0)","(31.0, 110.0, 49.63636363636364)","(3.4, 6.4, 4.775)"
07-12-2022 19:33:00.488812,"(12.0, 26.0, 19.0)","(7.0, 11.5, 10.09)","(19.0, 55.0, 30.333333333333336)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.8)","(3.1, 4.9, 4.0)","(31.0, 110.0, 49.63636363636364)","(3.4, 6.4, 4.775)"
07-12-2022 19:33:01.790541,"(12.0, 26.0, 19.0)","(7.0, 11.5, 10.09)","(19.0, 55.0, 30.333333333333336)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 5.969230769230769)","(3.1, 4.9, 4.0)","(31.0, 110.0, 49.63636363636364)","(3.4, 6.4, 4.775)"
07-12-2022 19:33:03.034215,"(12.0, 26.0, 19.0)","(7.0, 11.5, 10.09)","(19.0, 55.0, 30.333333333333336)","(5.0, 8.6, 6.636363636363636)","(5.0, 6.8, 6.266666666666667)","(3.1, 4.9, 4.0)","(31.0, 110.0, 49.63636363636364)","(3.4, 6.4, 4.775)"
07-12-2022 19:33:04.264447,"(12.0, 26.0, 19.0)","(7.0, 11.0, 8.666666666666666)","(19.0, 55.0, 30.333333333333336)","(5.0, 8.6, 6.636363636363636)","(5.0, 6.8, 6.266666666666667)","(3.1, 4.9, 4.0)","(31.0, 110.0, 49.63636363636364)","(3.4, 6.4, 4.775)"
07-12-2022 19:33:05.493839,"(12.0, 26.0, 19.0)","(7.0, 11.0, 9.472727272727273)","(19.0, 55.0, 30.333333333333336)","(5.0, 8.6, 6.636363636363636)","(5.0, 6.8, 6.266666666666667)","(3.1, 4.9, 4.0)","(31.0, 110.0, 49.63636363636364)","(3.4, 6.4, 4.775)"
07-12-2022 19:33:06.979711,"(12.0, 26.0, 24.444444444444443)","(7.0, 11.0, 9.472727272727273)","(19.0, 55.0, 30.333333333333336)","(5.0, 8.6, 6.636363636363636)","(5.0, 6.8, 6.16)","(3.1, 4.9, 4.0)","(31.0, 110.0, 49.63636363636364)","(3.4, 6.4, 4.775)"
07-12-2022 19:33:08.250402,"(12.0, 26.0, 24.444444444444443)","(7.0, 11.0, 9.472727272727273)","(19.0, 55.0, 30.333333333333336)","(5.0, 8.6, 6.636363636363636)","(5.0, 6.8, 6.947058823529412)","(3.1, 4.9, 4.0)","(31.0, 110.0, 49.63636363636364)","(3.4, 6.4, 4.775)"
07-12-2022 19:33:09.500571,"(12.0, 26.0, 24.444444444444443)","(7.0, 11.0, 9.472727272727273)","(19.0, 55.0, 30.333333333333336)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.4)","(3.1, 4.9, 4.0)","(31.0, 110.0, 49.63636363636364)","(3.4, 6.4, 4.775)"
07-12-2022 19:33:10.794573,"(12.0, 26.0, 24.444444444444443)","(7.0, 11.0, 9.472727272727273)","(19.0, 55.0, 30.333333333333336)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 7.0058823529411764)","(3.1, 4.9, 4.0)","(31.0, 110.0, 49.63636363636364)","(3.4, 6.4, 4.86875)"
07-12-2022 19:33:12.125718,"(12.0, 26.0, 24.444444444444443)","(7.0, 11.0, 9.472727272727273)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 7.0058823529411764)","(3.1, 4.9, 4.0)","(31.0, 110.0, 49.63636363636364)","(3.4, 6.4, 5.7625)"
07-12-2022 19:33:13.328059,"(12.0, 26.0, 24.444444444444443)","(7.0, 11.0, 9.472727272727273)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 7.0058823529411764)","(3.1, 4.9, 4.0)","(31.0, 110.0, 49.63636363636364)","(3.4, 6.4, 5.7625)"
07-12-2022 19:33:14.704987,"(12.0, 26.0, 24.444444444444443)","(7.0, 11.0, 9.472727272727273)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.355555555555556)","(3.1, 4.9, 4.0)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.4, 5.7625)"
07-12-2022 19:33:16.060993,"(12.0, 26.0, 21.5)","(7.0, 11.0, 9.472727272727273)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.838461538461538)","(3.1, 4.9, 4.0)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.4, 5.7625)"
07-12-2022 19:33:17.374386,"(12.0, 26.0, 21.5)","(7.0, 11.0, 9.472727272727273)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.866666666666666)","(3.1, 4.9, 4.0)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.4, 5.7625)"
07-12-2022 19:33:18.686574,"(12.0, 26.0, 21.5)","(7.0, 11.0, 9.472727272727273)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.3)","(3.1, 4.9, 4.0)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.4, 5.7625)"
07-12-2022 19:33:20.013644,"(12.0, 26.0, 21.5)","(7.0, 11.0, 9.472727272727273)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.3)","(3.1, 4.9, 4.0)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.4, 5.7625)"
07-12-2022 19:33:21.272792,"(12.0, 26.0, 21.5)","(7.0, 11.0, 9.472727272727273)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.976470588235294)","(3.1, 4.9, 4.0)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.4, 5.7625)"
07-12-2022 19:33:22.623182,"(12.0, 26.0, 21.5)","(7.0, 11.0, 9.472727272727273)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.449999999999999)","(3.1, 4.9, 4.0)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.4, 5.620588235294118)"
07-12-2022 19:33:23.895118,"(12.0, 26.0, 21.5)","(7.0, 11.0, 9.472727272727273)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.871428571428572)","(3.1, 4.9, 4.0)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.4, 4.507142857142857)"
07-12-2022 19:33:25.202095,"(12.0, 26.0, 21.5)","(7.0, 11.0, 9.25)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.871428571428572)","(3.1, 4.9, 4.0)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.4, 4.955555555555556)"
07-12-2022 19:33:26.353082,"(12.0, 26.0, 21.5)","(7.0, 11.0, 9.25)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.047058823529412)","(3.1, 4.9, 4.0)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.4, 4.955555555555556)"
07-12-2022 19:33:27.499827,"(12.0, 26.0, 21.5)","(7.0, 11.0, 9.25)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.636363636363636)","(5.0, 6.8, 5.8)","(3.1, 4.9, 4.0)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.4, 4.955555555555556)"
07-12-2022 19:33:29.001074,"(12.0, 26.0, 21.5)","(7.0, 11.0, 9.25)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.636363636363636)","(5.0, 6.8, 6.411111111111111)","(3.1, 4.9, 4.0)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.4, 4.955555555555556)"
07-12-2022 19:33:30.289310,"(12.0, 26.0, 21.5)","(7.0, 11.0, 9.25)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.915384615384616)","(3.1, 4.9, 4.0)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.4, 4.955555555555556)"
07-12-2022 19:33:31.611748,"(12.0, 26.0, 21.5)","(7.0, 11.0, 8.5)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.636363636363636)","(5.0, 7.8, 6.915384615384616)","(3.1, 4.9, 4.0)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.4, 4.955555555555556)"
07-12-2022 19:33:33.122314,"(12.0, 26.0, 21.5)","(7.0, 11.0, 9.181818181818182)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.266666666666667)","(5.0, 7.8, 6.5777777777777775)","(3.1, 4.9, 3.79)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.4, 4.80625)"
07-12-2022 19:33:34.646244,"(12.0, 26.0, 21.5)","(7.0, 11.0, 9.181818181818182)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.266666666666667)","(5.0, 7.8, 7.030769230769231)","(3.1, 4.9, 3.79)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.4, 4.86875)"
07-12-2022 19:33:36.125999,"(12.0, 26.0, 21.5)","(7.0, 11.0, 8.88888888888889)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.5600000000000005)","(5.0, 7.8, 7.166666666666666)","(3.1, 4.9, 3.665714285714286)","(31.0, 110.0, 59.53846153846153)","(3.4, 6.4, 4.86875)"
07-12-2022 19:33:37.737018,"(12.0, 26.0, 21.5)","(7.0, 11.0, 8.75)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.3999999999999995)","(5.0, 7.8, 7.008333333333334)","(3.1, 4.9, 3.883529411764706)","(31.0, 110.0, 88.0)","(3.4, 6.4, 5.195454545454545)"
07-12-2022 19:33:39.294287,"(12.0, 26.0, 21.5)","(7.0, 11.0, 8.75)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.949999999999999)","(5.0, 7.8, 6.6125)","(3.1, 4.9, 3.9905263157894737)","(31.0, 100.0, 88.0)","(3.4, 6.4, 4.80625)"
07-12-2022 19:33:40.665970,"(12.0, 26.0, 21.5)","(7.0, 11.0, 8.75)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.3999999999999995)","(5.0, 7.8, 6.6125)","(3.1, 4.9, 3.9905263157894737)","(31.0, 100.0, 88.0)","(3.4, 6.4, 5.635294117647059)"
07-12-2022 19:33:42.023000,"(12.0, 26.0, 21.5)","(7.0, 11.0, 8.375)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.3999999999999995)","(5.0, 7.8, 6.175)","(3.1, 4.9, 3.9905263157894737)","(31.0, 100.0, 88.0)","(3.4, 6.4, 4.80625)"
07-12-2022 19:33:43.333080,"(12.0, 26.0, 21.5)","(7.0, 11.0, 9.09090909090909)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.3999999999999995)","(5.0, 7.8, 6.976470588235294)","(3.1, 4.9, 3.9905263157894737)","(31.0, 100.0, 88.0)","(3.4, 6.4, 4.80625)"
07-12-2022 19:33:44.677672,"(12.0, 26.0, 21.5)","(7.0, 11.0, 8.555555555555555)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.3999999999999995)","(5.0, 7.8, 6.871428571428572)","(3.1, 4.9, 3.9905263157894737)","(31.0, 100.0, 88.0)","(3.4, 6.4, 5.775)"
07-12-2022 19:33:46.001529,"(12.0, 26.0, 19.25)","(7.0, 11.0, 9.09090909090909)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.3999999999999995)","(5.0, 7.8, 6.2375)","(3.1, 4.9, 3.9905263157894737)","(31.0, 100.0, 88.0)","(3.4, 6.4, 4.86875)"
07-12-2022 19:33:47.360022,"(12.0, 26.0, 19.25)","(7.0, 10.5, 9.625)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.3999999999999995)","(5.0, 7.8, 6.2375)","(3.1, 4.9, 3.9905263157894737)","(31.0, 100.0, 88.0)","(3.4, 6.4, 5.65)"
07-12-2022 19:33:48.695730,"(12.0, 26.0, 19.25)","(7.0, 10.5, 9.719999999999999)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.3999999999999995)","(5.0, 7.8, 6.3)","(3.1, 4.9, 3.5846153846153848)","(31.0, 100.0, 88.0)","(3.4, 6.4, 5.94)"
07-12-2022 19:33:50.078225,"(12.0, 26.0, 19.25)","(7.0, 10.5, 10.191666666666666)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.3999999999999995)","(5.0, 7.8, 6.3)","(3.1, 4.9, 3.8312500000000003)","(31.0, 100.0, 88.0)","(3.4, 6.4, 5.788888888888889)"
07-12-2022 19:33:51.766725,"(12.0, 26.0, 19.25)","(7.0, 10.5, 10.0)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.3999999999999995)","(5.0, 7.8, 6.3625)","(3.1, 4.9, 3.5125)","(31.0, 100.0, 88.0)","(3.4, 6.0, 5.788888888888889)"
07-12-2022 19:33:53.266194,"(12.0, 26.0, 19.25)","(7.0, 10.5, 10.0)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.3999999999999995)","(5.0, 7.8, 6.3625)","(3.1, 4.9, 3.5125)","(31.0, 100.0, 88.0)","(3.4, 6.0, 5.788888888888889)"
07-12-2022 19:33:54.774578,"(12.0, 26.0, 19.25)","(7.0, 10.5, 9.625)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.3999999999999995)","(5.0, 7.8, 7.4875)","(3.1, 4.9, 3.925)","(31.0, 100.0, 88.0)","(3.4, 6.0, 5.788888888888889)"
07-12-2022 19:33:56.117393,"(12.0, 26.0, 19.25)","(7.0, 10.5, 9.625)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.3999999999999995)","(5.0, 7.8, 7.4875)","(3.1, 4.8, 3.925)","(31.0, 100.0, 88.0)","(3.4, 6.0, 5.15)"
07-12-2022 19:33:57.467727,"(12.0, 26.0, 19.25)","(7.0, 10.5, 9.625)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 6.3999999999999995)","(5.0, 7.8, 7.4875)","(3.1, 4.8, 3.925)","(31.0, 100.0, 88.0)","(3.4, 6.2, 5.3)"
07-12-2022 19:33:58.853099,"(12.0, 26.0, 19.25)","(7.0, 10.5, 10.175)","(19.0, 55.0, 39.421052631578945)","(5.0, 8.6, 5.857142857142858)","(5.0, 7.8, 7.355555555555555)","(3.1, 4.9, 4.046666666666667)","(31.0, 100.0, 88.0)","(3.4, 6.2, 4.485714285714286)"
