,My Mate Tip,Roman Blazer,Zipping James,Extreme Rock,Dundee Rebel,Ox The Man,Legal Bud
07-01-2023 20:08:07.363412,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:08.513484,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:09.767083,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:10.990976,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:12.245470,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:13.488994,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:14.693519,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:15.784809,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:16.837033,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:17.954203,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:19.218695,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:20.536617,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:21.659821,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:22.850493,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:24.066132,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:25.278438,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.1937500000000005)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:26.513708,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:27.802214,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:28.966582,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:30.162871,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:31.312796,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:32.396217,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:33.433194,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:34.735021,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:35.817638,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:36.865899,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:37.866521,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:38.872362,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:40.122348,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:41.292944,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:42.483133,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 11.511111111111111)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:43.588760,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:44.711478,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:45.892224,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:47.098327,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:48.319657,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:49.440378,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:50.527051,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:51.641572,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:52.797469,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:53.896349,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:54.954400,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:55.907755,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:57.007102,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:58.368194,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:08:59.619038,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:00.708283,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:01.914509,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:02.965885,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:04.047474,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:05.195285,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:06.291507,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:07.420393,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:08.479966,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:09.597023,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:10.937752,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.26)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:12.152815,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.1, 4.26)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:13.331531,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.1, 4.26)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:14.469913,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.1, 4.26)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:15.620580,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.1, 4.26)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:17.103623,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.1, 4.26)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:18.629634,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.1, 4.26)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:20.029568,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.1, 4.26)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:21.213943,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.1, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:22.398666,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:23.562347,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.7)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:24.858437,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:26.029197,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:27.183242,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:28.308004,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:29.448639,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:30.478987,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:31.713826,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:33.007331,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:34.317706,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:35.551540,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:36.673691,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:37.833397,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:38.993294,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:40.138870,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:41.230975,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:42.435012,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:43.681563,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:44.884608,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:46.077038,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.108333333333333)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:47.266700,"(4.2, 5.9, 4.925000000000001)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.254166666666666)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:48.345257,"(4.2, 5.9, 4.6325)","(3.3, 5.2, 4.678260869565218)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.254166666666666)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:49.537424,"(4.2, 5.9, 4.6325)","(3.3, 5.2, 4.678260869565218)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.254166666666666)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:50.816596,"(4.2, 5.9, 4.6325)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.4, 7.6375)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:52.001497,"(4.2, 5.9, 4.994642857142857)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.8, 7.6375)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:53.199952,"(4.2, 5.9, 4.994642857142857)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.8, 7.6375)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:54.344146,"(4.2, 5.9, 4.994642857142857)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.8, 7.6375)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:55.615044,"(4.2, 5.9, 4.994642857142857)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.8, 7.6375)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:56.760279,"(4.2, 5.9, 4.994642857142857)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.8, 7.6375)","(11.0, 24.0, 19.2)"
07-01-2023 20:09:58.001410,"(4.2, 5.9, 4.994642857142857)","(3.3, 5.2, 4.45)","(6.0, 13.5, 12.600000000000001)","(10.0, 21.0, 19.5)","(7.0, 14.0, 13.066666666666666)","(4.0, 7.8, 7.6375)","(11.0, 24.0, 19.2)"
