,Indy Ghost,Xandra Bale,Star Impact,Impresario,Elite Jet,Release The Rage,Hill Top Jonnie,Ice Star
11-01-2023 20:31:28.180950,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.1, 3.96)","(7.5, 18.5, 18.333333333333332)","(1.85, 1.99, 1.95)","(51.0, 270.0, 210.0)"
11-01-2023 20:31:29.373225,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.1, 4.017647058823529)","(7.5, 18.5, 18.333333333333332)","(1.85, 1.99, 1.95)","(51.0, 270.0, 210.0)"
11-01-2023 20:31:30.586409,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.1, 4.022222222222222)","(7.5, 18.5, 18.333333333333332)","(1.85, 1.99, 1.95)","(51.0, 270.0, 210.0)"
11-01-2023 20:31:31.756721,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.1, 4.046153846153846)","(7.5, 18.5, 19.25)","(1.85, 1.99, 1.95)","(51.0, 270.0, 215.0)"
11-01-2023 20:31:33.225414,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.1, 3.86)","(7.5, 20.0, 19.708333333333332)","(1.85, 1.99, 1.95)","(51.0, 270.0, 215.0)"
11-01-2023 20:31:34.335709,"(12.0, 18.0, 15.333333333333334)","(31.0, 50.0, 43.46666666666667)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.1, 3.86)","(7.5, 20.0, 20.035714285714285)","(1.85, 1.99, 1.9654545454545453)","(51.0, 270.0, 215.0)"
11-01-2023 20:31:35.683933,"(12.0, 17.5, 16.625)","(31.0, 50.0, 43.46666666666667)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.1, 3.86)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9580645161290322)","(51.0, 270.0, 215.0)"
11-01-2023 20:31:36.858114,"(12.0, 17.5, 16.625)","(31.0, 50.0, 43.46666666666667)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.1, 3.86)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9590625)","(51.0, 270.0, 215.0)"
11-01-2023 20:31:38.000157,"(12.0, 17.5, 16.625)","(31.0, 50.0, 43.46666666666667)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.1, 3.86)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9590625)","(51.0, 270.0, 220.0)"
11-01-2023 20:31:39.033527,"(12.0, 17.5, 15.105263157894736)","(31.0, 50.0, 43.46666666666667)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.1, 3.86)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9590625)","(51.0, 270.0, 220.0)"
11-01-2023 20:31:40.175505,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.1, 3.86)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9590625)","(51.0, 270.0, 220.0)"
11-01-2023 20:31:41.422192,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.1, 3.86)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9590625)","(51.0, 270.0, 220.0)"
11-01-2023 20:31:42.829895,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.1, 3.86)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9590625)","(51.0, 270.0, 220.0)"
11-01-2023 20:31:44.257199,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.1, 3.86)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9590625)","(51.0, 270.0, 220.0)"
11-01-2023 20:31:45.602187,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.1, 3.86)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9590625)","(51.0, 270.0, 220.0)"
11-01-2023 20:31:46.851371,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.1, 3.86)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9590625)","(51.0, 270.0, 220.0)"
11-01-2023 20:31:48.106729,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.1, 3.86)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9590625)","(51.0, 270.0, 220.0)"
11-01-2023 20:31:49.420008,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.1, 3.86)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9590625)","(51.0, 270.0, 220.0)"
11-01-2023 20:31:50.837234,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.1, 3.86)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9590625)","(51.0, 270.0, 220.0)"
11-01-2023 20:31:52.192465,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.545454545454547)","(2.6, 4.1, 3.86)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9590625)","(51.0, 270.0, 220.0)"
11-01-2023 20:31:53.989766,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.545454545454547)","(2.7, 4.1, 4.014285714285714)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9590625)","(41.0, 270.0, 220.0)"
11-01-2023 20:31:55.512068,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.014285714285714)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.97)","(41.0, 270.0, 220.0)"
11-01-2023 20:31:56.913433,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.014285714285714)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.97)","(41.0, 270.0, 220.0)"
11-01-2023 20:31:58.359289,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.014285714285714)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.97)","(41.0, 270.0, 220.0)"
11-01-2023 20:31:59.724037,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.033333333333333)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.97)","(41.0, 270.0, 206.66666666666666)"
11-01-2023 20:32:01.119589,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.033333333333333)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.97)","(41.0, 280.0, 206.66666666666666)"
11-01-2023 20:32:02.423733,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.033333333333333)","(7.5, 21.0, 18.791666666666668)","(1.85, 1.99, 1.97)","(41.0, 280.0, 220.0)"
11-01-2023 20:32:03.705685,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.033333333333333)","(7.5, 19.0, 18.791666666666668)","(1.85, 1.99, 1.97)","(41.0, 270.0, 220.0)"
11-01-2023 20:32:04.943579,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.033333333333333)","(7.5, 19.0, 18.791666666666668)","(1.85, 1.99, 1.97)","(41.0, 270.0, 220.0)"
11-01-2023 20:32:06.160093,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.033333333333333)","(7.5, 19.0, 18.791666666666668)","(1.85, 1.99, 1.97)","(41.0, 270.0, 220.0)"
11-01-2023 20:32:07.447848,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.033333333333333)","(7.5, 19.0, 18.791666666666668)","(1.85, 1.99, 1.97)","(41.0, 270.0, 220.0)"
11-01-2023 20:32:08.620433,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.033333333333333)","(7.5, 19.0, 18.791666666666668)","(1.85, 1.99, 1.97)","(41.0, 270.0, 220.0)"
11-01-2023 20:32:09.776379,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.033333333333333)","(7.5, 19.0, 18.791666666666668)","(1.85, 1.99, 1.97)","(41.0, 270.0, 220.0)"
11-01-2023 20:32:10.810293,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.033333333333333)","(7.5, 19.0, 18.791666666666668)","(1.85, 1.99, 1.97)","(41.0, 270.0, 205.0)"
11-01-2023 20:32:11.944116,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.033333333333333)","(7.5, 19.0, 18.791666666666668)","(1.85, 1.99, 1.97)","(41.0, 270.0, 205.0)"
11-01-2023 20:32:13.093797,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.033333333333333)","(7.5, 19.0, 18.791666666666668)","(1.85, 1.99, 1.97)","(41.0, 270.0, 205.0)"
11-01-2023 20:32:14.390509,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.069999999999999)","(7.5, 19.0, 18.791666666666668)","(1.85, 1.99, 1.97)","(41.0, 270.0, 205.0)"
11-01-2023 20:32:15.570835,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.069999999999999)","(7.5, 19.0, 18.791666666666668)","(1.85, 1.99, 1.97)","(41.0, 270.0, 205.0)"
11-01-2023 20:32:16.781938,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.069999999999999)","(7.5, 19.0, 18.791666666666668)","(1.85, 1.99, 1.97)","(41.0, 270.0, 220.0)"
11-01-2023 20:32:18.030475,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.0777777777777775)","(7.5, 19.0, 18.791666666666668)","(1.85, 1.99, 1.97)","(41.0, 280.0, 205.0)"
11-01-2023 20:32:19.182177,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.0777777777777775)","(7.5, 19.0, 18.791666666666668)","(1.85, 1.99, 1.97)","(41.0, 270.0, 205.0)"
11-01-2023 20:32:20.370073,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.0777777777777775)","(7.5, 19.0, 18.791666666666668)","(1.85, 1.99, 1.9892070484581499)","(41.0, 270.0, 205.0)"
11-01-2023 20:32:21.517662,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.0777777777777775)","(7.5, 19.0, 18.791666666666668)","(1.85, 1.99, 1.9892070484581499)","(41.0, 270.0, 205.0)"
11-01-2023 20:32:22.794584,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.0777777777777775)","(7.5, 19.0, 18.791666666666668)","(1.85, 1.99, 1.9892070484581499)","(41.0, 270.0, 205.0)"
11-01-2023 20:32:24.044850,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.0777777777777775)","(7.5, 19.0, 18.791666666666668)","(1.85, 1.99, 1.9892070484581499)","(41.0, 270.0, 205.0)"
11-01-2023 20:32:25.171150,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.0777777777777775)","(7.5, 19.0, 18.791666666666668)","(1.85, 1.99, 1.9892070484581499)","(41.0, 270.0, 205.0)"
11-01-2023 20:32:26.264931,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.0777777777777775)","(7.5, 19.0, 20.035714285714285)","(1.85, 1.99, 1.9892070484581499)","(41.0, 270.0, 205.0)"
11-01-2023 20:32:27.267813,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.0777777777777775)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9892070484581499)","(41.0, 270.0, 205.0)"
11-01-2023 20:32:28.274989,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.0777777777777775)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9892070484581499)","(41.0, 270.0, 205.0)"
11-01-2023 20:32:29.371979,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.07391304347826)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9892070484581499)","(41.0, 270.0, 205.0)"
11-01-2023 20:32:30.516386,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.074999999999999)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9892070484581499)","(41.0, 270.0, 205.0)"
11-01-2023 20:32:31.691657,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.074999999999999)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9892070484581499)","(41.0, 270.0, 205.0)"
11-01-2023 20:32:32.931328,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.074999999999999)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9892070484581499)","(41.0, 270.0, 205.0)"
11-01-2023 20:32:34.137975,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.074999999999999)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9773684210526317)","(51.0, 270.0, 205.0)"
11-01-2023 20:32:35.366290,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.074999999999999)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9836842105263157)","(51.0, 270.0, 205.0)"
11-01-2023 20:32:36.549723,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.074999999999999)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9785714285714286)","(51.0, 270.0, 205.0)"
11-01-2023 20:32:37.805513,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.074999999999999)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9785714285714286)","(51.0, 270.0, 205.0)"
11-01-2023 20:32:39.009206,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.074999999999999)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9715384615384615)","(51.0, 270.0, 205.0)"
11-01-2023 20:32:40.192903,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.074999999999999)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9715384615384615)","(51.0, 270.0, 205.0)"
11-01-2023 20:32:41.390331,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.074999999999999)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9797560975609756)","(51.0, 270.0, 205.0)"
11-01-2023 20:32:42.669088,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 41.833333333333336)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.074999999999999)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9851351351351352)","(51.0, 270.0, 205.0)"
11-01-2023 20:32:43.896367,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 43.46666666666667)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 19.6)","(2.7, 4.1, 4.074999999999999)","(7.5, 21.0, 20.035714285714285)","(1.85, 1.99, 1.9851351351351352)","(51.0, 270.0, 205.0)"
11-01-2023 20:32:45.115610,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 43.46666666666667)","(15.0, 28.0, 26.333333333333332)","(19.0, 22.0, 25.833333333333336)","(2.7, 4.1, 4.057142857142857)","(7.5, 21.0, 19.95)","(1.85, 1.99, 1.93)","(51.0, 270.0, 205.0)"
11-01-2023 20:32:46.305029,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 43.0)","(15.0, 28.0, 26.333333333333332)","(19.0, 27.0, 27.11111111111111)","(2.7, 4.1, 4.025)","(7.5, 21.0, 19.95)","(1.85, 1.99, 1.9163636363636363)","(51.0, 270.0, 205.0)"
11-01-2023 20:32:47.516911,"(12.0, 17.5, 14.65625)","(31.0, 50.0, 43.0)","(15.0, 28.0, 26.333333333333332)","(19.0, 28.0, 27.384615384615387)","(2.7, 4.1, 3.9875)","(7.5, 21.0, 19.541666666666668)","(1.85, 1.98, 1.915)","(51.0, 270.0, 205.0)"
11-01-2023 20:32:48.787382,"(12.0, 17.5, 14.5)","(31.0, 50.0, 43.0)","(15.0, 28.0, 26.88888888888889)","(19.0, 28.0, 25.53846153846154)","(2.7, 4.1, 3.9875)","(7.5, 21.0, 20.38235294117647)","(1.85, 1.98, 1.915)","(51.0, 270.0, 235.0)"
11-01-2023 20:32:50.049906,"(12.0, 17.5, 14.5)","(31.0, 50.0, 43.0)","(16.0, 28.0, 26.88888888888889)","(19.0, 26.0, 24.8)","(2.7, 4.1, 4.05)","(7.5, 21.0, 20.5625)","(1.85, 1.98, 1.951891891891892)","(51.0, 270.0, 235.0)"
11-01-2023 20:32:51.274898,"(12.0, 17.5, 14.5)","(31.0, 50.0, 43.0)","(16.0, 28.0, 26.88888888888889)","(19.0, 26.0, 24.8)","(2.7, 4.1, 4.060526315789473)","(7.5, 21.0, 20.5625)","(1.85, 1.98, 1.960377358490566)","(51.0, 270.0, 235.0)"
11-01-2023 20:32:52.476987,"(12.0, 17.5, 14.5)","(31.0, 50.0, 43.0)","(16.0, 28.0, 26.88888888888889)","(19.0, 26.0, 24.666666666666668)","(2.7, 4.1, 4.060526315789473)","(7.5, 21.0, 20.6875)","(1.85, 1.98, 1.9538461538461538)","(51.0, 270.0, 235.0)"
11-01-2023 20:32:53.630827,"(12.0, 17.5, 14.5)","(31.0, 50.0, 43.0)","(16.0, 28.0, 26.88888888888889)","(19.0, 26.0, 24.666666666666668)","(2.7, 4.1, 3.9749999999999996)","(7.5, 22.0, 20.6875)","(1.85, 1.97, 1.949122807017544)","(51.0, 270.0, 235.0)"
11-01-2023 20:32:54.709993,"(12.0, 17.5, 14.5)","(31.0, 50.0, 43.0)","(16.0, 28.0, 26.88888888888889)","(19.0, 26.0, 24.666666666666668)","(2.7, 4.1, 3.9749999999999996)","(7.5, 22.0, 20.558823529411764)","(1.85, 1.97, 1.948888888888889)","(51.0, 270.0, 235.0)"
11-01-2023 20:32:55.740359,"(12.0, 17.5, 14.5)","(31.0, 50.0, 43.0)","(16.0, 28.0, 26.88888888888889)","(19.0, 26.0, 24.666666666666668)","(2.7, 4.1, 4.033333333333333)","(7.5, 22.0, 21.192307692307693)","(1.85, 1.96, 1.9366666666666665)","(51.0, 270.0, 235.0)"
11-01-2023 20:32:56.834967,"(12.0, 17.5, 14.5)","(31.0, 50.0, 43.0)","(16.0, 28.0, 26.88888888888889)","(19.0, 26.0, 24.666666666666668)","(2.7, 4.1, 4.05)","(7.5, 22.0, 21.192307692307693)","(1.85, 1.96, 1.9366666666666665)","(51.0, 270.0, 252.5)"
11-01-2023 20:32:58.034355,"(12.0, 17.5, 14.5)","(31.0, 50.0, 43.0)","(16.0, 28.0, 26.88888888888889)","(19.0, 26.0, 24.666666666666668)","(2.7, 4.1, 4.05)","(7.5, 22.0, 21.192307692307693)","(1.85, 1.96, 1.9366666666666665)","(51.0, 270.0, 252.5)"
11-01-2023 20:32:59.205512,"(12.0, 17.5, 14.5)","(31.0, 50.0, 43.0)","(16.0, 28.0, 26.88888888888889)","(19.0, 26.0, 24.0)","(2.7, 4.1, 4.05)","(7.5, 22.0, 20.875)","(1.85, 1.96, 1.9366666666666665)","(51.0, 270.0, 250.0)"
11-01-2023 20:33:00.406755,"(12.0, 17.5, 14.5)","(31.0, 50.0, 43.0)","(16.0, 28.0, 26.88888888888889)","(19.0, 26.0, 24.0)","(2.7, 4.1, 4.033333333333333)","(7.5, 22.0, 20.875)","(1.85, 1.96, 1.918)","(51.0, 270.0, 250.0)"
11-01-2023 20:33:01.615551,"(12.0, 17.5, 14.403846153846153)","(31.0, 50.0, 41.1578947368421)","(16.0, 28.0, 25.058823529411764)","(19.0, 26.0, 23.75)","(2.7, 4.1, 4.0625)","(7.5, 22.0, 20.285714285714285)","(1.85, 1.96, 1.9157894736842105)","(51.0, 270.0, 237.5)"
11-01-2023 20:33:02.825473,"(12.0, 17.5, 14.403846153846153)","(31.0, 50.0, 41.1578947368421)","(16.0, 28.0, 26.88888888888889)","(19.0, 26.0, 23.75)","(2.7, 4.1, 4.0)","(7.5, 21.0, 20.8)","(1.85, 1.96, 1.9281249999999999)","(51.0, 270.0, 226.66666666666669)"
11-01-2023 20:33:04.054126,"(12.0, 17.5, 14.5)","(31.0, 50.0, 41.1578947368421)","(16.0, 28.0, 26.88888888888889)","(19.0, 26.0, 23.75)","(2.7, 4.1, 4.064285714285714)","(7.5, 23.0, 20.636363636363637)","(1.85, 1.93, 1.9265384615384615)","(51.0, 270.0, 248.33333333333334)"
11-01-2023 20:33:05.202851,"(12.0, 17.5, 14.5)","(31.0, 50.0, 41.1578947368421)","(16.0, 28.0, 25.5)","(19.0, 26.0, 23.75)","(2.7, 4.1, 4.064285714285714)","(7.5, 23.0, 20.636363636363637)","(1.85, 1.93, 1.9265384615384615)","(51.0, 270.0, 248.33333333333334)"
11-01-2023 20:33:06.531901,"(12.0, 17.5, 14.5)","(31.0, 50.0, 41.1578947368421)","(16.0, 28.0, 25.5)","(19.0, 26.0, 21.0)","(2.7, 4.1, 4.032608695652174)","(7.5, 23.0, 20.636363636363637)","(1.85, 1.93, 1.8833333333333333)","(51.0, 270.0, 248.33333333333334)"
11-01-2023 20:33:07.915910,"(12.0, 17.5, 14.636363636363637)","(31.0, 50.0, 41.1578947368421)","(16.0, 28.0, 25.5)","(19.0, 26.0, 23.75)","(2.7, 4.2, 4.028125)","(7.5, 23.0, 20.44)","(1.85, 1.93, 1.8775)","(51.0, 270.0, 248.33333333333334)"
11-01-2023 20:33:09.223506,"(12.0, 17.5, 14.636363636363637)","(31.0, 50.0, 41.1578947368421)","(16.0, 28.0, 26.88888888888889)","(19.0, 26.0, 23.75)","(2.7, 4.2, 4.08)","(7.5, 23.0, 20.44)","(1.85, 1.93, 1.905)","(51.0, 270.0, 248.33333333333334)"
11-01-2023 20:33:10.859045,"(12.0, 17.5, 14.636363636363637)","(31.0, 50.0, 41.1578947368421)","(16.0, 28.0, 26.88888888888889)","(19.0, 26.0, 23.75)","(2.7, 4.2, 4.136842105263158)","(7.5, 23.0, 20.44)","(1.85, 1.93, 1.85)","(51.0, 270.0, 248.33333333333334)"
