,Hange Zoe,Luke Warm Lager,Johanna Jewel,Lightning Fiamma,Skedaddle Amber,Regal Melody,Pandas Buddy,Pockets Pontoon
10,"[datetime.datetime(2022, 11, 28, 20, 1, 30, 161491), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 1, 30, 161491), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 1, 30, 161491), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 1, 30, 161491), 3.9, 6.6]","[datetime.datetime(2022, 11, 28, 20, 1, 30, 161491), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 1, 30, 161491), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 1, 30, 161491), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 1, 30, 161491), 16.0, 50.0]"
11,"[datetime.datetime(2022, 11, 28, 20, 1, 31, 293173), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 1, 31, 293173), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 1, 31, 293173), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 1, 31, 293173), 3.9, 6.6]","[datetime.datetime(2022, 11, 28, 20, 1, 31, 293173), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 1, 31, 293173), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 1, 31, 293173), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 1, 31, 293173), 16.0, 50.0]"
12,"[datetime.datetime(2022, 11, 28, 20, 1, 32, 441501), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 1, 32, 441501), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 1, 32, 441501), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 1, 32, 441501), 3.9, 6.6]","[datetime.datetime(2022, 11, 28, 20, 1, 32, 441501), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 1, 32, 441501), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 1, 32, 441501), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 1, 32, 441501), 16.0, 50.0]"
13,"[datetime.datetime(2022, 11, 28, 20, 1, 33, 570111), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 1, 33, 570111), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 1, 33, 570111), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 1, 33, 570111), 3.9, 6.6]","[datetime.datetime(2022, 11, 28, 20, 1, 33, 570111), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 1, 33, 570111), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 1, 33, 570111), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 1, 33, 570111), 16.0, 50.0]"
14,"[datetime.datetime(2022, 11, 28, 20, 1, 34, 707622), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 1, 34, 707622), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 1, 34, 707622), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 1, 34, 707622), 3.9, 6.6]","[datetime.datetime(2022, 11, 28, 20, 1, 34, 707622), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 1, 34, 707622), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 1, 34, 707622), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 1, 34, 707622), 16.0, 50.0]"
15,"[datetime.datetime(2022, 11, 28, 20, 1, 35, 846519), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 1, 35, 846519), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 1, 35, 846519), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 1, 35, 846519), 3.9, 6.6]","[datetime.datetime(2022, 11, 28, 20, 1, 35, 846519), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 1, 35, 846519), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 1, 35, 846519), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 1, 35, 846519), 16.0, 50.0]"
16,"[datetime.datetime(2022, 11, 28, 20, 1, 36, 982684), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 1, 36, 982684), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 1, 36, 982684), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 1, 36, 982684), 3.9, 6.6]","[datetime.datetime(2022, 11, 28, 20, 1, 36, 982684), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 1, 36, 982684), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 1, 36, 982684), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 1, 36, 982684), 16.0, 50.0]"
17,"[datetime.datetime(2022, 11, 28, 20, 1, 38, 118428), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 1, 38, 118428), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 1, 38, 118428), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 1, 38, 118428), 3.9, 6.6]","[datetime.datetime(2022, 11, 28, 20, 1, 38, 118428), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 1, 38, 118428), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 1, 38, 118428), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 1, 38, 118428), 16.0, 50.0]"
18,"[datetime.datetime(2022, 11, 28, 20, 1, 39, 281834), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 1, 39, 281834), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 1, 39, 281834), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 1, 39, 281834), 3.9, 6.6]","[datetime.datetime(2022, 11, 28, 20, 1, 39, 281834), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 1, 39, 281834), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 1, 39, 281834), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 1, 39, 281834), 16.0, 50.0]"
19,"[datetime.datetime(2022, 11, 28, 20, 1, 40, 423697), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 1, 40, 423697), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 1, 40, 423697), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 1, 40, 423697), 3.9, 6.6]","[datetime.datetime(2022, 11, 28, 20, 1, 40, 423697), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 1, 40, 423697), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 1, 40, 423697), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 1, 40, 423697), 16.0, 50.0]"
20,"[datetime.datetime(2022, 11, 28, 20, 1, 41, 550500), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 1, 41, 550500), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 1, 41, 550500), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 1, 41, 550500), 3.9, 6.6]","[datetime.datetime(2022, 11, 28, 20, 1, 41, 550500), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 1, 41, 550500), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 1, 41, 550500), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 1, 41, 550500), 16.0, 50.0]"
21,"[datetime.datetime(2022, 11, 28, 20, 1, 42, 682052), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 1, 42, 682052), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 1, 42, 682052), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 1, 42, 682052), 3.9, 6.6]","[datetime.datetime(2022, 11, 28, 20, 1, 42, 682052), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 1, 42, 682052), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 1, 42, 682052), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 1, 42, 682052), 16.0, 50.0]"
22,"[datetime.datetime(2022, 11, 28, 20, 1, 43, 804599), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 1, 43, 804599), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 1, 43, 804599), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 1, 43, 804599), 3.9, 6.6]","[datetime.datetime(2022, 11, 28, 20, 1, 43, 804599), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 1, 43, 804599), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 1, 43, 804599), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 1, 43, 804599), 16.0, 50.0]"
23,"[datetime.datetime(2022, 11, 28, 20, 1, 44, 932467), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 1, 44, 932467), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 1, 44, 932467), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 1, 44, 932467), 3.9, 6.6]","[datetime.datetime(2022, 11, 28, 20, 1, 44, 932467), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 1, 44, 932467), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 1, 44, 932467), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 1, 44, 932467), 16.0, 50.0]"
24,"[datetime.datetime(2022, 11, 28, 20, 1, 46, 59077), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 1, 46, 59077), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 1, 46, 59077), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 1, 46, 59077), 3.9, 6.6]","[datetime.datetime(2022, 11, 28, 20, 1, 46, 59077), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 1, 46, 59077), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 1, 46, 59077), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 1, 46, 59077), 16.0, 50.0]"
25,"[datetime.datetime(2022, 11, 28, 20, 1, 47, 188942), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 1, 47, 188942), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 1, 47, 188942), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 1, 47, 188942), 3.9, 6.6]","[datetime.datetime(2022, 11, 28, 20, 1, 47, 188942), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 1, 47, 188942), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 1, 47, 188942), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 1, 47, 188942), 16.0, 50.0]"
26,"[datetime.datetime(2022, 11, 28, 20, 1, 48, 313756), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 1, 48, 313756), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 1, 48, 313756), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 1, 48, 313756), 3.9, 6.6]","[datetime.datetime(2022, 11, 28, 20, 1, 48, 313756), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 1, 48, 313756), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 1, 48, 313756), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 1, 48, 313756), 16.0, 50.0]"
27,"[datetime.datetime(2022, 11, 28, 20, 1, 49, 442959), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 1, 49, 442959), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 1, 49, 442959), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 1, 49, 442959), 3.9, 6.6]","[datetime.datetime(2022, 11, 28, 20, 1, 49, 442959), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 1, 49, 442959), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 1, 49, 442959), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 1, 49, 442959), 16.0, 50.0]"
28,"[datetime.datetime(2022, 11, 28, 20, 1, 50, 573502), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 1, 50, 573502), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 1, 50, 573502), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 1, 50, 573502), 3.9, 6.6]","[datetime.datetime(2022, 11, 28, 20, 1, 50, 573502), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 1, 50, 573502), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 1, 50, 573502), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 1, 50, 573502), 16.0, 50.0]"
29,"[datetime.datetime(2022, 11, 28, 20, 1, 51, 713652), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 1, 51, 713652), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 1, 51, 713652), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 1, 51, 713652), 3.9, 6.6]","[datetime.datetime(2022, 11, 28, 20, 1, 51, 713652), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 1, 51, 713652), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 1, 51, 713652), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 1, 51, 713652), 16.0, 50.0]"
30,"[datetime.datetime(2022, 11, 28, 20, 1, 52, 847001), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 1, 52, 847001), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 1, 52, 847001), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 1, 52, 847001), 3.9, 6.6]","[datetime.datetime(2022, 11, 28, 20, 1, 52, 847001), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 1, 52, 847001), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 1, 52, 847001), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 1, 52, 847001), 16.0, 50.0]"
31,"[datetime.datetime(2022, 11, 28, 20, 1, 53, 979376), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 1, 53, 979376), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 1, 53, 979376), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 1, 53, 979376), 3.9, 6.6]","[datetime.datetime(2022, 11, 28, 20, 1, 53, 979376), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 1, 53, 979376), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 1, 53, 979376), 3.8, 5.2]","[datetime.datetime(2022, 11, 28, 20, 1, 53, 979376), 16.0, 50.0]"
32,"[datetime.datetime(2022, 11, 28, 20, 1, 55, 120646), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 1, 55, 120646), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 1, 55, 120646), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 1, 55, 120646), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 1, 55, 120646), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 1, 55, 120646), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 1, 55, 120646), 3.8, 5.4]","[datetime.datetime(2022, 11, 28, 20, 1, 55, 120646), 16.0, 50.0]"
33,"[datetime.datetime(2022, 11, 28, 20, 1, 56, 253008), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 1, 56, 253008), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 1, 56, 253008), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 1, 56, 253008), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 1, 56, 253008), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 1, 56, 253008), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 1, 56, 253008), 3.8, 5.4]","[datetime.datetime(2022, 11, 28, 20, 1, 56, 253008), 16.0, 50.0]"
34,"[datetime.datetime(2022, 11, 28, 20, 1, 57, 393656), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 1, 57, 393656), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 1, 57, 393656), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 1, 57, 393656), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 1, 57, 393656), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 1, 57, 393656), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 1, 57, 393656), 3.8, 5.4]","[datetime.datetime(2022, 11, 28, 20, 1, 57, 393656), 16.0, 50.0]"
35,"[datetime.datetime(2022, 11, 28, 20, 1, 58, 523637), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 1, 58, 523637), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 1, 58, 523637), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 1, 58, 523637), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 1, 58, 523637), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 1, 58, 523637), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 1, 58, 523637), 3.8, 5.4]","[datetime.datetime(2022, 11, 28, 20, 1, 58, 523637), 16.0, 50.0]"
36,"[datetime.datetime(2022, 11, 28, 20, 1, 59, 662848), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 1, 59, 662848), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 1, 59, 662848), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 1, 59, 662848), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 1, 59, 662848), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 1, 59, 662848), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 1, 59, 662848), 3.8, 5.4]","[datetime.datetime(2022, 11, 28, 20, 1, 59, 662848), 16.0, 50.0]"
37,"[datetime.datetime(2022, 11, 28, 20, 2, 0, 788793), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 2, 0, 788793), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 2, 0, 788793), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 2, 0, 788793), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 2, 0, 788793), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 2, 0, 788793), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 2, 0, 788793), 3.8, 5.4]","[datetime.datetime(2022, 11, 28, 20, 2, 0, 788793), 16.0, 50.0]"
38,"[datetime.datetime(2022, 11, 28, 20, 2, 1, 921693), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 2, 1, 921693), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 2, 1, 921693), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 2, 1, 921693), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 2, 1, 921693), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 2, 1, 921693), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 2, 1, 921693), 3.8, 5.4]","[datetime.datetime(2022, 11, 28, 20, 2, 1, 921693), 16.0, 50.0]"
39,"[datetime.datetime(2022, 11, 28, 20, 2, 3, 52296), 15.0, 32.0]","[datetime.datetime(2022, 11, 28, 20, 2, 3, 52296), 7.5, 15.5]","[datetime.datetime(2022, 11, 28, 20, 2, 3, 52296), 7.5, 16.5]","[datetime.datetime(2022, 11, 28, 20, 2, 3, 52296), 3.9, 5.5]","[datetime.datetime(2022, 11, 28, 20, 2, 3, 52296), 6.5, 14.0]","[datetime.datetime(2022, 11, 28, 20, 2, 3, 52296), 4.2, 7.8]","[datetime.datetime(2022, 11, 28, 20, 2, 3, 52296), 3.8, 5.4]","[datetime.datetime(2022, 11, 28, 20, 2, 3, 52296), 16.0, 50.0]"
