,Epic Rooster,Off Grid,Diamond Georgio,Daves Deal,Homebush Rocket,Laredo Jewel,Nighthawk Swift,Sour Lemon
15-12-2022 14:19:53.552562,"(2.25, 3.65, 2.8794117647058823)","(3.8, 5.1, 4.766666666666667)","(5.0, 8.6, 8.155555555555555)","(5.5, 6.6, 6.199999999999999)","(18.0, 95.0, 58.04)","(15.0, 32.0, 26.1875)","(41.0, 320.0, 195.55555555555554)","(14.0, 85.0, 43.0)"
15-12-2022 14:19:54.713652,"(2.25, 3.65, 2.8794117647058823)","(3.8, 5.1, 4.766666666666667)","(5.0, 8.6, 7.945454545454545)","(5.5, 6.6, 6.199999999999999)","(18.0, 95.0, 58.04)","(15.0, 32.0, 26.1875)","(41.0, 320.0, 195.55555555555554)","(14.0, 85.0, 43.0)"
15-12-2022 14:19:55.823041,"(2.25, 3.65, 2.8794117647058823)","(3.8, 5.1, 4.766666666666667)","(5.5, 8.6, 7.945454545454545)","(5.5, 6.6, 6.199999999999999)","(18.0, 95.0, 58.04)","(15.0, 32.0, 26.1875)","(41.0, 320.0, 195.55555555555554)","(14.0, 85.0, 43.0)"
15-12-2022 14:19:57.021132,"(2.25, 3.65, 2.8794117647058823)","(3.8, 5.1, 4.766666666666667)","(5.5, 8.6, 7.945454545454545)","(5.5, 6.6, 6.199999999999999)","(18.0, 95.0, 58.04)","(15.0, 32.0, 26.1875)","(41.0, 320.0, 195.55555555555554)","(14.0, 85.0, 40.714285714285715)"
15-12-2022 14:19:58.123680,"(2.25, 3.65, 2.8794117647058823)","(3.8, 5.1, 4.766666666666667)","(5.5, 8.6, 7.945454545454545)","(5.5, 6.6, 6.199999999999999)","(18.0, 95.0, 58.04)","(15.0, 32.0, 23.666666666666668)","(41.0, 320.0, 195.55555555555554)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:19:59.299335,"(2.25, 3.65, 2.84375)","(3.8, 5.1, 4.766666666666667)","(5.5, 8.6, 8.272727272727272)","(5.5, 6.6, 6.199999999999999)","(18.0, 95.0, 58.04)","(15.0, 32.0, 23.0)","(41.0, 320.0, 195.55555555555554)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:00.445353,"(2.25, 3.65, 2.84375)","(3.8, 5.1, 4.766666666666667)","(5.5, 8.6, 8.272727272727272)","(5.5, 6.6, 6.199999999999999)","(18.0, 95.0, 58.04)","(15.0, 32.0, 26.0)","(41.0, 320.0, 195.55555555555554)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:01.765150,"(2.25, 3.65, 2.84375)","(3.8, 5.1, 4.766666666666667)","(5.5, 8.6, 8.272727272727272)","(5.5, 6.6, 6.199999999999999)","(18.0, 95.0, 58.04)","(15.0, 32.0, 27.5)","(41.0, 320.0, 195.55555555555554)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:02.874948,"(2.25, 3.65, 2.84375)","(3.8, 5.1, 4.766666666666667)","(5.5, 8.6, 8.272727272727272)","(5.5, 6.6, 6.199999999999999)","(18.0, 95.0, 58.04)","(15.0, 32.0, 26.375)","(41.0, 320.0, 195.55555555555554)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:03.939144,"(2.25, 3.65, 2.459090909090909)","(3.8, 5.1, 4.566666666666666)","(5.5, 8.6, 8.272727272727272)","(5.5, 6.6, 6.199999999999999)","(18.0, 95.0, 58.04)","(15.0, 32.0, 26.375)","(41.0, 320.0, 195.55555555555554)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:04.967993,"(2.25, 3.65, 2.440909090909091)","(3.8, 5.1, 4.803703703703704)","(5.5, 8.6, 8.272727272727272)","(5.5, 6.6, 6.199999999999999)","(18.0, 95.0, 58.04)","(15.0, 32.0, 26.375)","(41.0, 320.0, 195.55555555555554)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:06.031666,"(2.25, 3.65, 2.440909090909091)","(3.8, 5.1, 4.803703703703704)","(5.5, 8.6, 8.272727272727272)","(5.5, 6.6, 6.199999999999999)","(18.0, 95.0, 58.04)","(15.0, 32.0, 26.375)","(41.0, 320.0, 195.55555555555554)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:07.146104,"(2.25, 3.65, 2.440909090909091)","(3.8, 5.1, 4.803703703703704)","(5.5, 8.6, 8.272727272727272)","(5.5, 6.6, 6.199999999999999)","(18.0, 95.0, 58.04)","(15.0, 32.0, 26.375)","(41.0, 320.0, 195.55555555555554)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:08.295869,"(2.25, 3.65, 2.440909090909091)","(3.8, 5.1, 4.803703703703704)","(5.5, 8.6, 8.272727272727272)","(5.5, 6.4, 6.2)","(18.0, 95.0, 58.04)","(15.0, 32.0, 26.375)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:09.462106,"(2.25, 3.65, 2.440909090909091)","(3.8, 5.1, 4.803703703703704)","(5.5, 8.6, 8.272727272727272)","(5.5, 6.4, 6.2)","(18.0, 90.0, 70.0)","(15.0, 32.0, 26.375)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:10.631337,"(2.25, 3.65, 2.8187499999999996)","(3.8, 5.0, 4.895)","(5.5, 8.6, 8.272727272727272)","(5.5, 6.4, 6.2)","(18.0, 90.0, 70.0)","(15.0, 32.0, 26.375)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:11.779621,"(2.25, 3.65, 2.8187499999999996)","(3.8, 5.0, 4.895)","(5.5, 8.6, 8.272727272727272)","(5.5, 6.4, 6.2)","(18.0, 90.0, 70.0)","(15.0, 32.0, 24.75)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:12.898927,"(2.25, 3.65, 3.0454545454545454)","(3.8, 5.0, 4.895)","(5.5, 8.6, 8.272727272727272)","(5.5, 6.4, 6.2)","(18.0, 90.0, 70.0)","(15.0, 32.0, 25.409090909090907)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:14.003774,"(2.25, 3.65, 3.0454545454545454)","(3.8, 5.0, 4.895)","(5.5, 8.6, 8.272727272727272)","(5.5, 6.4, 6.2)","(18.0, 90.0, 62.57142857142857)","(15.0, 32.0, 27.166666666666664)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:15.040672,"(2.25, 3.65, 3.0454545454545454)","(3.8, 5.0, 4.840909090909091)","(5.5, 8.6, 8.272727272727272)","(5.5, 6.4, 6.2)","(18.0, 90.0, 55.44)","(15.0, 32.0, 27.857142857142858)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:16.102214,"(2.25, 3.65, 3.0454545454545454)","(3.8, 5.0, 4.7407407407407405)","(5.5, 8.6, 8.272727272727272)","(5.5, 6.4, 6.2)","(18.0, 90.0, 55.44)","(15.0, 32.0, 27.857142857142858)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:17.231967,"(2.25, 3.65, 3.0454545454545454)","(3.8, 5.0, 4.7407407407407405)","(5.5, 8.6, 8.096)","(5.5, 6.4, 6.2)","(18.0, 90.0, 55.44)","(15.0, 32.0, 27.857142857142858)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:18.656576,"(2.25, 3.6, 3.1733333333333333)","(3.8, 5.0, 4.7407407407407405)","(5.5, 8.6, 7.8)","(5.5, 6.4, 6.2)","(18.0, 90.0, 55.44)","(15.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:19.955494,"(2.25, 3.6, 3.1733333333333333)","(3.8, 5.0, 4.7407407407407405)","(5.5, 8.6, 7.858823529411764)","(5.5, 6.4, 6.2)","(18.0, 90.0, 55.44)","(15.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:21.292705,"(2.25, 3.6, 2.8187499999999996)","(3.8, 5.0, 4.7407407407407405)","(5.5, 8.6, 8.085714285714285)","(5.5, 6.4, 6.2)","(18.0, 90.0, 55.44)","(15.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:22.665855,"(2.25, 3.65, 2.8187499999999996)","(3.8, 5.0, 4.7407407407407405)","(5.5, 8.6, 8.085714285714285)","(5.5, 6.4, 6.2)","(18.0, 90.0, 55.44)","(15.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:23.995190,"(2.25, 3.65, 2.8187499999999996)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.066666666666666)","(5.5, 6.4, 6.2)","(18.0, 90.0, 55.44)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:25.491952,"(2.25, 3.65, 3.0272727272727273)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.066666666666666)","(5.5, 6.4, 6.2)","(18.0, 90.0, 55.44)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:26.846645,"(2.25, 3.6, 3.0272727272727273)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.066666666666666)","(5.5, 6.4, 6.2)","(18.0, 90.0, 55.44)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:28.324220,"(2.25, 3.6, 3.0272727272727273)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.066666666666666)","(5.5, 6.4, 6.107692307692307)","(18.0, 90.0, 55.44)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:29.671573,"(2.25, 3.6, 2.7)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.142857142857142)","(5.5, 6.2, 6.107692307692307)","(18.0, 90.0, 55.44)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:31.033435,"(2.25, 3.6, 2.6857142857142855)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.142857142857142)","(5.5, 6.2, 6.107692307692307)","(18.0, 90.0, 55.44)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:32.190874,"(2.25, 3.6, 2.6857142857142855)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.142857142857142)","(5.5, 6.2, 6.107692307692307)","(18.0, 90.0, 55.44)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:33.277228,"(2.25, 3.6, 2.8)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 7.977777777777778)","(5.5, 6.2, 6.107692307692307)","(18.0, 90.0, 55.44)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:34.503196,"(2.25, 3.6, 2.8)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 7.977777777777778)","(5.5, 6.2, 6.107692307692307)","(18.0, 90.0, 55.44)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:35.660856,"(2.25, 3.6, 2.8)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 7.977777777777778)","(5.5, 6.2, 6.107692307692307)","(18.0, 90.0, 55.44)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:36.834995,"(2.25, 3.6, 2.8125)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.305263157894736)","(5.5, 6.2, 6.107692307692307)","(18.0, 90.0, 52.84)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:38.041760,"(2.25, 3.55, 3.0)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.2)","(5.5, 6.2, 6.107692307692307)","(18.0, 85.0, 33.76470588235294)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:39.259812,"(2.25, 3.55, 3.0)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.2)","(5.5, 6.2, 6.107692307692307)","(18.0, 85.0, 33.31428571428572)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:40.519096,"(2.25, 3.55, 3.0)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.066666666666666)","(5.5, 6.2, 6.107692307692307)","(18.0, 85.0, 32.25)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:41.712671,"(2.25, 3.6, 2.8)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.066666666666666)","(5.5, 6.2, 6.107692307692307)","(18.0, 75.0, 32.25)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:42.873165,"(2.25, 3.6, 2.8)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.066666666666666)","(5.5, 6.2, 6.107692307692307)","(18.0, 75.0, 32.25)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:44.008123,"(2.25, 3.6, 2.8)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.266666666666666)","(5.5, 6.2, 6.107692307692307)","(18.0, 75.0, 32.25)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:45.140113,"(2.25, 3.6, 2.8)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.36470588235294)","(5.5, 6.2, 6.415384615384615)","(18.0, 75.0, 32.25)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:46.244210,"(2.25, 3.6, 2.8125)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.418181818181818)","(5.5, 6.6, 6.415384615384615)","(18.0, 75.0, 32.25)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:47.345773,"(2.25, 3.6, 2.8125)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.418181818181818)","(5.5, 6.6, 6.415384615384615)","(18.0, 75.0, 32.25)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:48.534601,"(2.25, 3.6, 2.8125)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.314285714285713)","(5.5, 6.6, 6.415384615384615)","(18.0, 75.0, 31.925925925925924)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:49.725319,"(2.25, 3.6, 2.8125)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.314285714285713)","(5.5, 6.6, 6.415384615384615)","(18.0, 65.0, 30.129032258064516)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:50.942161,"(2.25, 3.6, 2.8125)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.314285714285713)","(5.5, 6.6, 6.415384615384615)","(18.0, 65.0, 30.129032258064516)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:52.143292,"(2.25, 3.6, 3.1153846153846154)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.314285714285713)","(5.5, 6.6, 6.415384615384615)","(18.0, 65.0, 30.129032258064516)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:53.420268,"(2.25, 3.6, 3.1153846153846154)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.314285714285713)","(5.5, 6.6, 6.415384615384615)","(18.0, 65.0, 46.0)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:54.547745,"(2.25, 3.6, 2.4727272727272727)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.314285714285713)","(5.5, 6.6, 6.415384615384615)","(18.0, 60.0, 46.0)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:55.632716,"(2.25, 3.6, 2.4727272727272727)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.314285714285713)","(5.5, 6.6, 6.415384615384615)","(18.0, 60.0, 50.888888888888886)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:56.706699,"(2.25, 3.6, 2.825)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.333333333333332)","(5.5, 6.6, 6.415384615384615)","(18.0, 55.0, 50.888888888888886)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:57.768704,"(2.25, 3.6, 2.825)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.333333333333332)","(5.5, 6.6, 6.415384615384615)","(18.0, 55.0, 50.888888888888886)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:58.775169,"(2.25, 3.6, 2.825)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.333333333333332)","(5.5, 6.6, 6.415384615384615)","(18.0, 55.0, 50.888888888888886)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:20:59.844186,"(2.25, 3.6, 2.825)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.411764705882353)","(5.5, 6.6, 6.415384615384615)","(18.0, 55.0, 25.789473684210527)","(16.0, 32.0, 26.5625)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:21:00.937181,"(2.25, 3.6, 2.825)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.454545454545455)","(5.5, 6.6, 6.415384615384615)","(18.0, 55.0, 36.46153846153846)","(16.0, 32.0, 24.363636363636363)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:21:02.104722,"(2.25, 3.6, 2.825)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.454545454545455)","(5.5, 6.6, 6.415384615384615)","(18.0, 48.0, 36.46153846153846)","(16.0, 32.0, 25.0)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:21:03.232770,"(2.25, 3.6, 2.825)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.454545454545455)","(5.5, 6.6, 6.415384615384615)","(18.0, 48.0, 36.46153846153846)","(16.0, 32.0, 22.666666666666668)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 40.714285714285715)"
15-12-2022 14:21:04.297884,"(2.25, 3.6, 2.825)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.454545454545455)","(5.5, 6.6, 6.415384615384615)","(18.0, 48.0, 33.0)","(16.0, 32.0, 22.666666666666668)","(41.0, 330.0, 201.11111111111111)","(14.0, 75.0, 48.33333333333333)"
15-12-2022 14:21:05.484292,"(2.25, 3.55, 2.5416666666666665)","(3.9, 5.0, 4.7407407407407405)","(6.0, 8.6, 8.371428571428572)","(5.5, 6.6, 6.415384615384615)","(18.0, 48.0, 33.0)","(16.0, 32.0, 22.666666666666668)","(41.0, 330.0, 201.11111111111111)","(14.0, 65.0, 45.0)"
15-12-2022 14:21:06.622738,"(2.25, 3.55, 2.525)","(3.9, 5.0, 4.7407407407407405)","(6.0, 7.8, 6.8)","(5.5, 6.6, 6.415384615384615)","(18.0, 48.0, 33.0)","(16.0, 32.0, 26.0)","(41.0, 330.0, 201.11111111111111)","(14.0, 65.0, 45.0)"
15-12-2022 14:21:07.698588,"(2.25, 3.55, 2.525)","(3.9, 5.0, 4.7407407407407405)","(6.0, 7.8, 6.911111111111111)","(5.5, 6.6, 6.415384615384615)","(18.0, 48.0, 33.0)","(16.0, 32.0, 26.0)","(41.0, 330.0, 201.11111111111111)","(14.0, 65.0, 45.0)"
15-12-2022 14:21:08.753454,"(2.25, 3.55, 2.4318181818181817)","(3.9, 5.0, 4.7407407407407405)","(6.0, 7.8, 6.911111111111111)","(5.5, 6.6, 6.415384615384615)","(18.0, 48.0, 33.0)","(16.0, 32.0, 27.57894736842105)","(41.0, 330.0, 201.11111111111111)","(14.0, 65.0, 45.0)"
15-12-2022 14:21:09.870977,"(2.25, 3.55, 2.4318181818181817)","(3.9, 5.0, 4.7407407407407405)","(6.0, 7.8, 6.911111111111111)","(5.5, 6.6, 6.415384615384615)","(18.0, 48.0, 33.0)","(16.0, 32.0, 27.57894736842105)","(41.0, 330.0, 201.11111111111111)","(14.0, 65.0, 45.0)"
15-12-2022 14:21:10.945769,"(2.25, 3.55, 2.4318181818181817)","(3.9, 5.0, 4.7407407407407405)","(6.0, 7.8, 6.911111111111111)","(5.5, 6.6, 6.415384615384615)","(18.0, 48.0, 33.0)","(16.0, 32.0, 26.75)","(41.0, 330.0, 201.11111111111111)","(14.0, 65.0, 45.0)"
15-12-2022 14:21:12.065205,"(2.25, 3.55, 2.4318181818181817)","(3.9, 5.0, 4.7407407407407405)","(6.0, 7.8, 6.911111111111111)","(5.5, 6.6, 6.415384615384615)","(18.0, 48.0, 33.0)","(16.0, 32.0, 26.75)","(41.0, 330.0, 99.6)","(14.0, 65.0, 43.0)"
15-12-2022 14:21:13.198511,"(2.25, 3.55, 2.73)","(3.9, 5.0, 4.7407407407407405)","(6.0, 7.8, 6.911111111111111)","(5.5, 6.6, 6.415384615384615)","(18.0, 46.0, 40.76190476190476)","(16.0, 32.0, 26.75)","(41.0, 330.0, 99.6)","(14.0, 65.0, 26.31818181818182)"
15-12-2022 14:21:14.325584,"(2.25, 3.55, 3.058)","(3.9, 5.0, 4.7407407407407405)","(6.0, 7.8, 6.911111111111111)","(5.5, 6.6, 6.415384615384615)","(18.0, 44.0, 39.833333333333336)","(16.0, 32.0, 26.75)","(41.0, 330.0, 120.54545454545455)","(14.0, 75.0, 26.31818181818182)"
15-12-2022 14:21:15.374164,"(2.25, 3.55, 3.058)","(3.9, 5.0, 4.7407407407407405)","(6.0, 7.8, 6.911111111111111)","(5.5, 6.6, 6.415384615384615)","(18.0, 44.0, 34.38461538461539)","(16.0, 32.0, 26.75)","(41.0, 330.0, 186.0)","(14.0, 75.0, 27.4)"
15-12-2022 14:21:16.398466,"(2.25, 3.55, 3.139655172413793)","(3.9, 5.0, 4.7407407407407405)","(6.0, 7.8, 7.191304347826087)","(5.5, 6.6, 6.415384615384615)","(18.0, 44.0, 37.05555555555556)","(16.0, 32.0, 26.75)","(41.0, 330.0, 186.0)","(14.0, 75.0, 27.4)"
15-12-2022 14:21:17.536651,"(2.25, 3.55, 2.4863636363636363)","(3.9, 5.0, 4.666666666666667)","(6.0, 7.8, 6.976470588235294)","(5.5, 6.6, 6.415384615384615)","(18.0, 44.0, 37.05555555555556)","(16.0, 32.0, 26.75)","(41.0, 330.0, 202.0)","(14.0, 75.0, 27.4)"
15-12-2022 14:21:18.707811,"(2.25, 3.55, 2.5045454545454544)","(3.9, 5.0, 4.666666666666667)","(6.0, 7.8, 6.976470588235294)","(5.5, 6.6, 6.415384615384615)","(18.0, 44.0, 31.105263157894736)","(16.0, 32.0, 26.75)","(41.0, 330.0, 202.0)","(14.0, 75.0, 27.4)"
15-12-2022 14:21:19.912140,"(2.25, 3.55, 3.3584745762711865)","(3.9, 5.0, 4.785714285714286)","(6.0, 7.8, 6.976470588235294)","(5.5, 6.6, 6.415384615384615)","(18.0, 44.0, 22.18181818181818)","(16.0, 32.0, 26.75)","(41.0, 330.0, 202.0)","(14.0, 75.0, 35.3)"
15-12-2022 14:21:21.135177,"(2.25, 3.55, 3.3584745762711865)","(3.9, 5.0, 4.785714285714286)","(6.0, 7.8, 6.976470588235294)","(5.5, 6.6, 6.415384615384615)","(18.0, 44.0, 22.18181818181818)","(16.0, 32.0, 26.75)","(41.0, 330.0, 202.0)","(14.0, 65.0, 32.0)"
15-12-2022 14:21:22.355179,"(2.25, 3.55, 2.5907999999999998)","(3.9, 5.0, 4.785714285714286)","(6.0, 7.8, 6.345454545454546)","(5.5, 6.6, 6.415384615384615)","(18.0, 44.0, 22.18181818181818)","(16.0, 32.0, 26.75)","(41.0, 330.0, 202.0)","(14.0, 65.0, 32.0)"
15-12-2022 14:21:23.551003,"(2.25, 3.5, 3.347058823529412)","(3.9, 5.0, 4.785714285714286)","(6.0, 7.8, 6.55)","(5.5, 6.6, 6.415384615384615)","(18.0, 44.0, 22.18181818181818)","(16.0, 32.0, 26.75)","(41.0, 330.0, 202.0)","(14.0, 65.0, 32.0)"
15-12-2022 14:21:24.809868,"(2.25, 3.5, 3.3477611940298506)","(3.9, 5.0, 4.785714285714286)","(6.0, 7.6, 6.55)","(5.5, 6.6, 6.415384615384615)","(18.0, 44.0, 29.0)","(16.0, 32.0, 26.75)","(41.0, 330.0, 202.0)","(14.0, 65.0, 33.66666666666667)"
15-12-2022 14:21:25.984026,"(2.25, 3.5, 3.3255813953488373)","(3.8, 5.0, 4.785714285714286)","(6.0, 7.6, 6.55)","(5.5, 6.6, 6.428571428571428)","(18.0, 44.0, 23.692307692307693)","(16.0, 32.0, 26.75)","(41.0, 330.0, 202.0)","(14.0, 70.0, 33.66666666666667)"
15-12-2022 14:21:27.214498,"(2.25, 3.45, 3.2521739130434786)","(3.8, 5.0, 4.785714285714286)","(6.0, 7.6, 6.55)","(5.5, 6.6, 6.638709677419355)","(18.0, 44.0, 23.692307692307693)","(16.0, 32.0, 26.75)","(41.0, 330.0, 202.0)","(14.0, 70.0, 33.66666666666667)"
15-12-2022 14:21:28.451991,"(2.25, 3.45, 3.275744680851064)","(3.8, 5.0, 4.785714285714286)","(6.0, 7.6, 7.133333333333333)","(5.5, 6.8, 6.638709677419355)","(18.0, 44.0, 23.692307692307693)","(16.0, 32.0, 26.75)","(41.0, 330.0, 202.0)","(14.0, 70.0, 33.66666666666667)"
