,Repeal,Thats Better,Bottom Bar,Iron Hat,Single Touch,Anchors Point,Ghost Hunter,Miss Mazerati,Chill Out Miss,Allusive Eve
09-01-2023 13:38:07.750286,"(31.0, 38.0, 36.929577464788736)","(14.0, 17.5, 16.779411764705884)","(19.0, 28.0, 25.214285714285715)","(3.9, 4.5, 4.473148148148148)","(3.5, 3.95, 3.9136627906976744)","(21.0, 29.0, 28.466666666666665)","(7.0, 8.2, 8.11578947368421)","(4.2, 5.1, 4.997222222222222)","(31.0, 38.0, 37.42857142857143)","(31.0, 55.0, 51.86206896551724)"
09-01-2023 13:38:08.965571,"(31.0, 38.0, 36.666666666666664)","(14.0, 17.5, 16.78985507246377)","(19.0, 27.0, 25.875)","(3.9, 4.5, 4.476984126984127)","(3.5, 3.95, 3.9162162162162164)","(21.0, 29.0, 28.733333333333334)","(7.0, 8.2, 8.125)","(4.2, 5.0, 5.061111111111111)","(31.0, 38.0, 37.5)","(31.0, 55.0, 50.666666666666664)"
09-01-2023 13:38:10.294061,"(31.0, 38.0, 36.8)","(14.0, 17.5, 17.046296296296298)","(19.0, 27.0, 24.507936507936506)","(3.9, 4.5, 4.476984126984127)","(3.5, 3.95, 3.914285714285714)","(21.0, 29.0, 28.733333333333334)","(7.0, 8.2, 8.125)","(4.2, 5.1, 5.061111111111111)","(31.0, 38.0, 36.95652173913044)","(31.0, 55.0, 50.666666666666664)"
09-01-2023 13:38:11.585190,"(31.0, 38.0, 36.8)","(14.0, 17.5, 17.098360655737704)","(19.0, 28.0, 24.071428571428573)","(3.9, 4.5, 4.476984126984127)","(3.5, 3.95, 3.91301775147929)","(21.0, 29.0, 28.733333333333334)","(7.0, 8.2, 8.093333333333334)","(4.2, 5.1, 5.061111111111111)","(31.0, 40.0, 36.46511627906977)","(31.0, 55.0, 50.666666666666664)"
09-01-2023 13:38:12.897167,"(31.0, 38.0, 36.9)","(14.0, 17.5, 17.057377049180328)","(20.0, 28.0, 25.681818181818183)","(3.9, 4.5, 4.476984126984127)","(3.5, 3.95, 3.875581395348837)","(21.0, 29.0, 28.733333333333334)","(7.0, 8.2, 8.093333333333334)","(4.2, 5.1, 5.061111111111111)","(31.0, 40.0, 37.333333333333336)","(31.0, 55.0, 52.291666666666664)"
09-01-2023 13:38:14.115171,"(31.0, 38.0, 35.83606557377049)","(14.0, 17.5, 17.057377049180328)","(20.0, 28.0, 25.0)","(3.9, 4.5, 4.485840707964602)","(3.5, 3.9, 3.875167785234899)","(21.0, 29.0, 28.733333333333334)","(7.0, 8.2, 8.32)","(4.2, 5.1, 5.078125)","(31.0, 40.0, 35.857142857142854)","(31.0, 55.0, 53.91304347826087)"
09-01-2023 13:38:15.317907,"(31.0, 38.0, 35.69565217391305)","(14.0, 17.5, 17.02173913043478)","(20.0, 25.0, 24.756756756756758)","(3.9, 4.5, 4.485840707964602)","(3.4, 3.9, 3.9320402298850574)","(21.0, 29.0, 28.733333333333334)","(7.0, 8.6, 8.5)","(4.2, 5.1, 5.0777777777777775)","(31.0, 36.0, 35.84615384615385)","(31.0, 55.0, 53.75)"
09-01-2023 13:38:16.507561,"(31.0, 36.0, 35.69565217391305)","(14.0, 17.5, 17.02173913043478)","(20.0, 28.0, 24.756756756756758)","(3.9, 4.5, 4.485840707964602)","(3.4, 3.95, 3.9320402298850574)","(21.0, 29.0, 28.733333333333334)","(7.0, 8.6, 8.285714285714285)","(4.2, 5.1, 5.0777777777777775)","(31.0, 40.0, 36.0)","(31.0, 55.0, 53.75)"
09-01-2023 13:38:17.731021,"(31.0, 36.0, 35.333333333333336)","(14.0, 17.0, 16.942857142857143)","(20.0, 28.0, 24.756756756756758)","(3.9, 4.5, 4.484615384615385)","(3.4, 3.95, 3.9320402298850574)","(21.0, 29.0, 28.5)","(7.0, 8.4, 8.285714285714285)","(4.2, 5.1, 5.0777777777777775)","(31.0, 38.0, 34.57142857142857)","(31.0, 55.0, 53.75)"
09-01-2023 13:38:18.934811,"(31.0, 36.0, 35.333333333333336)","(14.0, 17.0, 16.93548387096774)","(20.0, 28.0, 24.756756756756758)","(3.9, 4.5, 4.4714285714285715)","(3.4, 3.95, 3.9250996015936255)","(21.0, 29.0, 28.5)","(7.0, 8.4, 8.343859649122807)","(4.2, 5.1, 5.18125)","(31.0, 38.0, 35.6)","(31.0, 55.0, 53.75)"
09-01-2023 13:38:20.127696,"(31.0, 38.0, 37.352380952380955)","(14.0, 17.0, 16.93548387096774)","(20.0, 28.0, 24.756756756756758)","(3.9, 4.6, 4.4714285714285715)","(3.4, 3.95, 3.9217194570135745)","(21.0, 29.0, 28.5)","(7.0, 8.4, 8.495238095238095)","(4.2, 5.2, 5.214634146341464)","(31.0, 38.0, 36.434782608695656)","(31.0, 55.0, 54.285714285714285)"
09-01-2023 13:38:21.354177,"(31.0, 38.0, 37.27927927927928)","(14.0, 17.0, 16.90909090909091)","(20.0, 28.0, 24.756756756756758)","(3.9, 4.6, 4.46046511627907)","(3.4, 3.95, 3.921590909090909)","(21.0, 29.0, 28.263157894736842)","(7.0, 8.6, 8.495238095238095)","(4.2, 5.3, 5.213636363636364)","(31.0, 38.0, 36.434782608695656)","(31.0, 55.0, 54.285714285714285)"
09-01-2023 13:38:22.718555,"(31.0, 38.0, 36.26086956521739)","(14.0, 17.0, 16.875)","(20.0, 28.0, 24.756756756756758)","(3.9, 4.6, 4.51304347826087)","(3.4, 3.95, 3.921590909090909)","(21.0, 29.0, 28.263157894736842)","(7.0, 8.6, 8.501492537313432)","(4.2, 5.3, 5.213636363636364)","(31.0, 38.0, 36.10526315789474)","(31.0, 55.0, 53.75)"
09-01-2023 13:38:24.030126,"(31.0, 36.0, 35.89333333333333)","(14.0, 17.0, 16.844827586206897)","(20.0, 28.0, 24.756756756756758)","(3.9, 4.5, 4.472222222222222)","(3.4, 3.95, 3.9104430379746837)","(21.0, 29.0, 27.55)","(7.0, 8.6, 8.341176470588234)","(4.2, 5.3, 5.213636363636364)","(31.0, 38.0, 36.10526315789474)","(31.0, 55.0, 53.75)"
09-01-2023 13:38:25.312043,"(31.0, 36.0, 35.80487804878049)","(14.0, 17.0, 16.844827586206897)","(20.0, 28.0, 24.756756756756758)","(3.9, 4.5, 4.472222222222222)","(3.5, 3.95, 3.908709677419355)","(21.0, 28.0, 27.4)","(7.0, 8.6, 8.341176470588234)","(4.2, 5.3, 5.233333333333333)","(31.0, 38.0, 36.10526315789474)","(31.0, 55.0, 54.285714285714285)"
09-01-2023 13:38:26.532931,"(31.0, 36.0, 35.80487804878049)","(14.0, 17.0, 16.844827586206897)","(20.0, 28.0, 24.756756756756758)","(3.9, 4.5, 4.472222222222222)","(3.5, 3.95, 3.9073333333333333)","(21.0, 28.0, 27.4)","(7.0, 8.6, 8.430769230769231)","(4.2, 5.3, 5.266666666666667)","(31.0, 38.0, 36.434782608695656)","(31.0, 55.0, 54.285714285714285)"
09-01-2023 13:38:27.759823,"(31.0, 36.0, 35.345454545454544)","(14.0, 17.0, 16.844827586206897)","(20.0, 28.0, 24.756756756756758)","(3.9, 4.5, 4.395402298850575)","(3.4, 3.95, 3.9073333333333333)","(21.0, 28.0, 27.4)","(7.0, 8.6, 8.430769230769231)","(4.4, 5.3, 5.266666666666667)","(31.0, 38.0, 36.434782608695656)","(31.0, 55.0, 54.285714285714285)"
09-01-2023 13:38:28.941175,"(31.0, 36.0, 35.389830508474574)","(14.0, 17.5, 17.009090909090908)","(20.0, 28.0, 24.756756756756758)","(3.9, 4.4, 4.395402298850575)","(3.4, 3.95, 3.9073333333333333)","(21.0, 28.0, 27.4)","(7.0, 8.6, 8.430769230769231)","(4.4, 5.3, 5.266666666666667)","(31.0, 38.0, 36.434782608695656)","(31.0, 55.0, 54.285714285714285)"
09-01-2023 13:38:30.099536,"(31.0, 36.0, 35.389830508474574)","(14.0, 17.0, 16.854166666666668)","(20.0, 28.0, 24.516129032258064)","(3.9, 4.5, 4.4818181818181815)","(3.4, 3.9, 3.8524436090225564)","(21.0, 28.0, 27.181818181818183)","(7.0, 8.6, 8.48)","(4.4, 5.3, 5.266666666666667)","(31.0, 38.0, 36.434782608695656)","(31.0, 55.0, 53.75)"
09-01-2023 13:38:31.256611,"(31.0, 36.0, 35.65384615384615)","(14.0, 17.0, 16.854166666666668)","(20.0, 28.0, 24.756756756756758)","(4.0, 4.5, 4.4818181818181815)","(3.5, 3.9, 3.8525291828793775)","(21.0, 28.0, 27.181818181818183)","(7.0, 8.8, 8.422222222222222)","(4.4, 5.3, 5.266666666666667)","(31.0, 38.0, 36.434782608695656)","(31.0, 55.0, 54.285714285714285)"
09-01-2023 13:38:32.467745,"(31.0, 36.0, 35.67272727272727)","(14.0, 17.0, 16.854166666666668)","(20.0, 28.0, 24.756756756756758)","(4.0, 4.5, 4.4906976744186045)","(3.5, 3.95, 3.931335616438356)","(21.0, 28.0, 27.8875)","(7.0, 8.8, 8.5225)","(4.4, 5.2, 5.151376146788991)","(31.0, 38.0, 36.434782608695656)","(31.0, 55.0, 54.285714285714285)"
09-01-2023 13:38:33.607363,"(31.0, 36.0, 35.68141592920354)","(14.0, 17.0, 16.854166666666668)","(20.0, 28.0, 24.756756756756758)","(4.0, 4.5, 4.481578947368421)","(3.5, 3.95, 3.9271008403361347)","(21.0, 28.0, 27.8875)","(7.0, 8.8, 8.5225)","(4.4, 5.2, 5.151376146788991)","(31.0, 38.0, 36.434782608695656)","(31.0, 55.0, 54.285714285714285)"
09-01-2023 13:38:34.790081,"(31.0, 36.0, 35.082352941176474)","(14.0, 17.0, 16.814814814814813)","(20.0, 28.0, 24.823529411764707)","(4.0, 4.5, 4.481578947368421)","(3.5, 3.95, 3.9293560606060605)","(21.0, 28.0, 27.84269662921348)","(7.0, 8.8, 8.578)","(4.4, 5.2, 5.158914728682171)","(31.0, 38.0, 36.61538461538461)","(31.0, 55.0, 54.54545454545455)"
09-01-2023 13:38:35.987801,"(31.0, 36.0, 35.04545454545455)","(14.0, 17.0, 16.848484848484848)","(20.0, 28.0, 25.157894736842106)","(4.0, 4.5, 4.471929824561403)","(3.5, 3.95, 3.932475884244373)","(21.0, 28.0, 27.828282828282827)","(7.0, 8.8, 8.47741935483871)","(4.4, 5.2, 5.1697841726618705)","(31.0, 38.0, 36.758620689655174)","(31.0, 55.0, 54.6875)"
09-01-2023 13:38:37.259129,"(31.0, 36.0, 35.1764705882353)","(14.0, 17.0, 16.897959183673468)","(20.0, 28.0, 25.3)","(3.9, 4.5, 4.4)","(3.4, 3.95, 3.932475884244373)","(21.0, 28.0, 27.83)","(7.0, 8.8, 8.46857142857143)","(4.4, 5.2, 5.1697841726618705)","(31.0, 38.0, 36.8)","(31.0, 55.0, 54.72222222222222)"
09-01-2023 13:38:38.614495,"(31.0, 36.0, 35.2)","(14.0, 17.0, 16.897959183673468)","(20.0, 28.0, 25.20689655172414)","(3.9, 4.4, 4.326229508196722)","(3.4, 3.95, 3.9367272727272726)","(21.0, 28.0, 27.83)","(7.0, 8.8, 8.46857142857143)","(4.4, 5.2, 5.152808988764045)","(31.0, 38.0, 36.8)","(31.0, 55.0, 54.72222222222222)"
09-01-2023 13:38:39.863959,"(31.0, 36.0, 34.90909090909091)","(14.0, 17.0, 16.897959183673468)","(20.0, 28.0, 25.20689655172414)","(3.9, 4.4, 4.321052631578947)","(3.4, 3.95, 3.937282229965157)","(21.0, 28.0, 27.83)","(7.0, 8.8, 8.45217391304348)","(4.4, 5.2, 5.152808988764045)","(31.0, 38.0, 35.6)","(31.0, 55.0, 54.72222222222222)"
09-01-2023 13:38:41.100172,"(31.0, 36.0, 34.90909090909091)","(14.0, 17.0, 16.953488372093023)","(20.0, 28.0, 26.258064516129032)","(3.9, 4.4, 4.344444444444444)","(3.4, 3.95, 3.9378333333333333)","(21.0, 28.0, 27.864583333333332)","(7.0, 8.6, 8.496969696969696)","(4.4, 5.2, 5.158415841584159)","(31.0, 38.0, 36.285714285714285)","(31.0, 55.0, 53.26923076923077)"
09-01-2023 13:38:42.330514,"(31.0, 36.0, 34.93333333333333)","(14.0, 17.0, 16.953488372093023)","(20.0, 28.0, 26.258064516129032)","(3.9, 4.4, 4.3671532846715335)","(3.4, 3.95, 3.9378333333333333)","(21.0, 28.0, 27.864583333333332)","(7.0, 8.6, 8.496969696969696)","(4.4, 5.2, 5.1625)","(31.0, 38.0, 36.285714285714285)","(31.0, 55.0, 52.95454545454545)"
09-01-2023 13:38:43.532155,"(31.0, 36.0, 34.93333333333333)","(14.0, 17.0, 16.953488372093023)","(20.0, 28.0, 25.22222222222222)","(4.0, 4.4, 4.354347826086957)","(3.4, 3.95, 3.9378333333333333)","(21.0, 28.0, 27.864583333333332)","(7.0, 8.6, 8.496969696969696)","(4.4, 5.2, 5.1721649484536085)","(31.0, 38.0, 35.81818181818182)","(31.0, 55.0, 52.95454545454545)"
09-01-2023 13:38:44.824088,"(31.0, 36.0, 34.95652173913044)","(14.0, 17.0, 16.96875)","(20.0, 27.0, 25.22222222222222)","(4.0, 4.4, 4.372368421052632)","(3.4, 3.95, 3.9378333333333333)","(21.0, 28.0, 27.864583333333332)","(7.0, 8.6, 8.620689655172415)","(4.4, 5.2, 5.1721649484536085)","(31.0, 38.0, 35.81818181818182)","(31.0, 55.0, 52.95454545454545)"
09-01-2023 13:38:46.063977,"(31.0, 36.0, 34.95652173913044)","(14.0, 17.0, 16.964285714285715)","(20.0, 27.0, 25.22222222222222)","(3.9, 4.4, 4.372368421052632)","(3.4, 3.95, 3.9378333333333333)","(21.0, 28.0, 27.864583333333332)","(7.0, 8.8, 8.600000000000001)","(4.4, 5.2, 5.173)","(31.0, 38.0, 35.81818181818182)","(31.0, 55.0, 52.95454545454545)"
09-01-2023 13:38:47.421032,"(31.0, 36.0, 34.95652173913044)","(14.0, 17.0, 16.96938775510204)","(20.0, 27.0, 25.814814814814813)","(3.9, 4.4, 4.287280701754386)","(3.4, 3.95, 3.9398119122257054)","(21.0, 28.0, 27.875)","(7.0, 8.8, 8.836923076923078)","(4.4, 5.2, 5.178225806451613)","(31.0, 38.0, 36.285714285714285)","(31.0, 55.0, 53.125)"
09-01-2023 13:38:48.770800,"(31.0, 36.0, 34.97872340425532)","(14.0, 17.0, 16.96938775510204)","(20.0, 27.0, 25.814814814814813)","(3.9, 4.3, 4.29020618556701)","(3.4, 3.95, 3.942168674698795)","(21.0, 28.0, 27.905263157894737)","(7.0, 9.0, 8.85217391304348)","(4.4, 5.2, 5.190654205607477)","(31.0, 38.0, 36.285714285714285)","(31.0, 55.0, 53.125)"
09-01-2023 13:38:50.129328,"(31.0, 36.0, 34.98571428571429)","(14.0, 17.0, 16.96938775510204)","(20.0, 27.0, 25.814814814814813)","(3.9, 4.3, 4.29020618556701)","(3.4, 3.95, 3.9239130434782608)","(21.0, 28.0, 27.905263157894737)","(7.0, 9.0, 8.898507462686567)","(4.4, 5.2, 5.190654205607477)","(31.0, 38.0, 36.285714285714285)","(31.0, 55.0, 53.125)"
09-01-2023 13:38:51.436649,"(31.0, 36.0, 34.98571428571429)","(14.0, 17.0, 16.933962264150942)","(20.0, 27.0, 25.814814814814813)","(3.9, 4.3, 4.29020618556701)","(3.4, 3.95, 3.923)","(21.0, 28.0, 27.877551020408163)","(7.0, 9.0, 8.838095238095239)","(4.4, 5.2, 5.190654205607477)","(31.0, 38.0, 36.285714285714285)","(31.0, 55.0, 53.125)"
09-01-2023 13:38:52.719064,"(31.0, 36.0, 34.98571428571429)","(14.0, 17.0, 16.933962264150942)","(20.0, 27.0, 25.814814814814813)","(3.9, 4.3, 4.29020618556701)","(3.4, 3.95, 3.926824034334764)","(21.0, 28.0, 27.877551020408163)","(7.0, 9.0, 8.752727272727272)","(4.4, 5.2, 5.193288590604027)","(31.0, 38.0, 36.285714285714285)","(31.0, 55.0, 53.125)"
09-01-2023 13:38:54.011814,"(31.0, 36.0, 34.98571428571429)","(14.0, 17.0, 16.9375)","(20.0, 27.0, 25.967741935483872)","(3.9, 4.3, 4.290155440414508)","(3.4, 3.95, 3.9292307692307693)","(21.0, 28.0, 27.666666666666668)","(7.0, 9.0, 8.780645161290323)","(4.4, 5.2, 5.234146341463415)","(31.0, 38.0, 36.90909090909091)","(31.0, 55.0, 53.26923076923077)"
09-01-2023 13:38:55.311683,"(31.0, 36.0, 35.00699300699301)","(14.0, 17.0, 16.9375)","(20.0, 27.0, 25.967741935483872)","(3.9, 4.3, 4.290155440414508)","(3.4, 3.95, 3.9292307692307693)","(21.0, 28.0, 27.666666666666668)","(7.0, 9.0, 8.780645161290323)","(4.4, 5.3, 5.234146341463415)","(31.0, 38.0, 36.90909090909091)","(31.0, 55.0, 53.26923076923077)"
09-01-2023 13:38:56.534230,"(31.0, 36.0, 35.44230769230769)","(14.0, 17.0, 16.865671641791046)","(21.0, 27.0, 25.76923076923077)","(3.9, 4.3, 4.29064039408867)","(3.4, 3.95, 3.933777777777778)","(21.0, 28.0, 27.666666666666668)","(7.0, 9.0, 8.780645161290323)","(4.4, 5.3, 5.256451612903226)","(31.0, 38.0, 36.90909090909091)","(31.0, 55.0, 53.26923076923077)"
09-01-2023 13:38:57.821945,"(31.0, 36.0, 35.19047619047619)","(14.0, 17.0, 16.676136363636363)","(21.0, 27.0, 25.666666666666668)","(3.9, 4.3, 4.2902564102564105)","(3.4, 3.95, 3.9333333333333336)","(21.0, 28.0, 27.666666666666668)","(7.0, 9.0, 8.720754716981132)","(4.4, 5.3, 5.306060606060607)","(31.0, 38.0, 36.90909090909091)","(31.0, 55.0, 53.2)"
09-01-2023 13:38:59.182950,"(31.0, 36.0, 35.19047619047619)","(14.0, 17.0, 16.59285714285714)","(21.0, 27.0, 25.666666666666668)","(3.9, 4.3, 4.291284403669724)","(3.4, 3.95, 3.9333333333333336)","(21.0, 28.0, 27.65714285714286)","(7.0, 9.0, 8.720754716981132)","(4.4, 5.4, 5.307692307692308)","(31.0, 38.0, 36.90909090909091)","(31.0, 55.0, 53.2)"
09-01-2023 13:39:00.527844,"(31.0, 36.0, 35.19047619047619)","(14.0, 17.0, 16.59285714285714)","(21.0, 27.0, 25.666666666666668)","(3.9, 4.3, 4.291079812206573)","(3.4, 3.95, 3.9333333333333336)","(21.0, 28.0, 27.65714285714286)","(7.0, 9.0, 8.691666666666666)","(4.4, 5.4, 5.38421052631579)","(31.0, 38.0, 36.90909090909091)","(31.0, 55.0, 53.2)"
09-01-2023 13:39:01.834327,"(31.0, 36.0, 34.43076923076923)","(14.0, 17.0, 16.59285714285714)","(21.0, 27.0, 25.666666666666668)","(3.9, 4.3, 4.331818181818182)","(3.4, 3.95, 3.939627659574468)","(21.0, 28.0, 27.65714285714286)","(7.0, 9.0, 8.432727272727274)","(4.4, 5.4, 5.3500000000000005)","(31.0, 38.0, 36.90909090909091)","(31.0, 55.0, 53.2)"
09-01-2023 13:39:03.060601,"(31.0, 36.0, 34.43076923076923)","(14.0, 17.0, 16.568181818181817)","(21.0, 27.0, 25.434782608695652)","(3.9, 4.4, 4.322222222222222)","(3.4, 3.95, 3.931868131868132)","(21.0, 28.0, 27.655172413793103)","(7.0, 8.6, 8.336231884057971)","(4.4, 5.4, 5.317543859649122)","(31.0, 38.0, 36.5)","(31.0, 55.0, 53.26923076923077)"
09-01-2023 13:39:04.304684,"(31.0, 36.0, 34.542857142857144)","(14.0, 17.0, 16.568181818181817)","(21.0, 27.0, 25.363636363636363)","(3.9, 4.4, 4.327272727272727)","(3.4, 3.95, 3.9306629834254143)","(21.0, 28.0, 27.655172413793103)","(7.0, 8.4, 8.341818181818182)","(4.4, 5.5, 5.334042553191489)","(31.0, 38.0, 36.8)","(31.0, 55.0, 53.26923076923077)"
09-01-2023 13:39:05.542164,"(31.0, 36.0, 34.8)","(14.0, 17.0, 16.095238095238095)","(21.0, 27.0, 25.363636363636363)","(3.9, 4.4, 4.327272727272727)","(3.4, 3.95, 3.9264285714285716)","(21.0, 28.0, 27.655172413793103)","(7.0, 8.4, 8.31578947368421)","(4.4, 5.5, 5.407317073170732)","(31.0, 38.0, 36.8)","(31.0, 55.0, 53.26923076923077)"
09-01-2023 13:39:06.835118,"(31.0, 36.0, 34.8)","(14.0, 17.0, 15.742647058823529)","(21.0, 27.0, 25.363636363636363)","(3.9, 4.4, 4.327272727272727)","(3.4, 3.95, 3.9264285714285716)","(21.0, 28.0, 27.655172413793103)","(7.0, 8.4, 8.303030303030303)","(4.4, 5.5, 5.411538461538462)","(31.0, 38.0, 36.8)","(31.0, 55.0, 53.26923076923077)"
09-01-2023 13:39:08.160978,"(31.0, 36.0, 34.8)","(14.0, 17.0, 16.17058823529412)","(21.0, 27.0, 25.363636363636363)","(3.9, 4.4, 4.327272727272727)","(3.4, 3.95, 3.9264285714285716)","(21.0, 28.0, 27.655172413793103)","(7.0, 8.4, 8.28095238095238)","(4.4, 5.5, 5.410909090909091)","(31.0, 38.0, 36.8)","(31.0, 55.0, 53.26923076923077)"
09-01-2023 13:39:09.495995,"(31.0, 36.0, 34.8)","(14.0, 16.5, 15.511764705882353)","(21.0, 27.0, 25.363636363636363)","(3.9, 4.4, 4.351376146788991)","(3.4, 3.95, 3.8741228070175437)","(21.0, 28.0, 27.789473684210527)","(7.0, 8.4, 8.315254237288135)","(4.4, 5.5, 5.3315789473684205)","(31.0, 38.0, 36.44444444444444)","(31.0, 55.0, 53.541666666666664)"
09-01-2023 13:39:10.820459,"(31.0, 38.0, 37.227722772277225)","(14.0, 16.5, 15.833333333333334)","(21.0, 27.0, 26.28)","(3.9, 4.4, 4.3518181818181825)","(3.4, 3.9, 3.8729257641921397)","(21.0, 28.0, 27.82608695652174)","(7.0, 8.4, 8.329577464788732)","(4.4, 5.5, 5.375324675324675)","(31.0, 38.0, 36.833333333333336)","(31.0, 55.0, 53.65384615384615)"
09-01-2023 13:39:12.168827,"(31.0, 38.0, 37.0625)","(14.0, 16.5, 15.951612903225806)","(21.0, 27.0, 26.571428571428573)","(3.9, 4.4, 4.1850746268656716)","(3.4, 3.9, 3.9404464285714287)","(21.0, 28.0, 28.904761904761905)","(7.0, 8.4, 8.374603174603173)","(4.4, 5.5, 5.4772727272727275)","(31.0, 38.0, 36.44444444444444)","(31.0, 55.0, 54.75)"
09-01-2023 13:39:13.514094,"(31.0, 38.0, 37.15625)","(14.0, 16.5, 16.02112676056338)","(21.0, 27.0, 26.6)","(3.9, 4.4, 4.2058064516129035)","(3.4, 3.95, 3.936221590909091)","(21.0, 29.0, 29.666666666666668)","(7.0, 8.6, 8.439024390243903)","(4.4, 5.5, 5.453333333333333)","(31.0, 40.0, 36.75)","(31.0, 55.0, 58.75)"
09-01-2023 13:39:14.821091,"(31.0, 38.0, 37.22314049586777)","(14.0, 16.5, 16.074468085106382)","(21.0, 27.0, 26.6)","(3.9, 4.3, 4.170342205323194)","(3.4, 3.95, 4.064285714285714)","(21.0, 32.0, 30.22222222222222)","(7.0, 8.6, 8.383606557377048)","(4.4, 5.6, 5.564130434782609)","(31.0, 40.0, 37.0)","(31.0, 60.0, 58.84615384615385)"
09-01-2023 13:39:16.185264,"(31.0, 38.0, 37.21008403361345)","(14.0, 16.5, 15.920289855072463)","(21.0, 27.0, 26.058823529411764)","(3.9, 4.2, 4.120353982300885)","(3.4, 4.1, 4.152)","(21.0, 32.0, 29.53846153846154)","(7.0, 8.6, 8.38360655737705)","(4.4, 5.6, 5.367924528301887)","(31.0, 40.0, 37.0)","(31.0, 60.0, 59.5)"
09-01-2023 13:39:17.572761,"(31.0, 38.0, 37.2)","(14.0, 16.5, 14.753424657534246)","(21.0, 27.0, 26.058823529411764)","(3.9, 4.2, 4.136263736263737)","(3.4, 4.2, 4.271052631578947)","(21.0, 32.0, 29.666666666666668)","(7.0, 8.4, 8.296551724137931)","(4.4, 5.7, 5.507692307692308)","(31.0, 40.0, 36.8)","(41.0, 60.0, 61.964285714285715)"
09-01-2023 13:39:18.915300,"(31.0, 38.0, 37.2)","(14.0, 15.0, 15.090361445783133)","(21.0, 27.0, 25.9)","(3.9, 4.2, 4.128395061728395)","(3.4, 4.3, 4.18936170212766)","(21.0, 32.0, 29.25)","(7.0, 8.4, 8.266666666666666)","(4.4, 5.6, 5.4799999999999995)","(31.0, 40.0, 34.666666666666664)","(41.0, 65.0, 62.745098039215684)"
09-01-2023 13:39:20.193866,"(31.0, 38.0, 37.2)","(14.0, 16.5, 15.051136363636363)","(21.0, 27.0, 25.454545454545453)","(3.9, 4.2, 4.1292682926829265)","(3.4, 4.2, 4.102364864864865)","(21.0, 32.0, 29.666666666666668)","(7.0, 8.4, 8.288888888888888)","(4.4, 5.6, 5.410526315789474)","(31.0, 40.0, 36.0)","(41.0, 65.0, 63.55555555555556)"
09-01-2023 13:39:21.451165,"(31.0, 38.0, 37.2)","(13.0, 16.5, 15.04639175257732)","(21.0, 26.0, 25.727272727272727)","(3.9, 4.2, 4.155223880597015)","(3.5, 4.2, 4.086734693877551)","(21.0, 32.0, 29.6)","(7.0, 8.4, 8.181333333333333)","(4.4, 5.6, 5.521311475409836)","(31.0, 38.0, 36.11764705882353)","(41.0, 65.0, 65.68181818181819)"
09-01-2023 13:39:22.685939,"(31.0, 38.0, 37.17948717948718)","(13.0, 16.5, 15.218181818181819)","(21.0, 26.0, 25.727272727272727)","(3.9, 4.2, 4.177083333333333)","(3.5, 4.2, 4.1036662452591655)","(21.0, 32.0, 29.09090909090909)","(7.0, 8.2, 8.1679012345679)","(4.4, 5.6, 5.78872901678657)","(31.0, 38.0, 35.86666666666667)","(41.0, 70.0, 66.8)"
09-01-2023 13:39:23.934222,"(31.0, 38.0, 37.16949152542373)","(13.0, 16.5, 15.636986301369863)","(21.0, 26.0, 25.142857142857142)","(3.9, 4.2, 4.171153846153846)","(3.5, 4.2, 4.168814968814969)","(21.0, 32.0, 27.555555555555557)","(7.0, 8.2, 7.996078431372549)","(4.4, 5.8, 5.780769230769231)","(31.0, 38.0, 35.53846153846154)","(41.0, 70.0, 66.8)"
09-01-2023 13:39:25.174561,"(31.0, 38.0, 37.16949152542373)","(13.0, 16.5, 15.62987012987013)","(21.0, 26.0, 25.0)","(3.9, 4.2, 4.229268292682927)","(3.5, 4.2, 4.110294117647059)","(21.0, 32.0, 27.375)","(7.0, 8.0, 7.995454545454545)","(4.4, 5.8, 5.865591397849463)","(31.0, 38.0, 35.2)","(41.0, 70.0, 65.76923076923077)"
09-01-2023 13:39:26.453551,"(31.0, 38.0, 36.310344827586206)","(13.0, 16.0, 15.447368421052632)","(21.0, 26.0, 25.0)","(3.9, 4.3, 4.229268292682927)","(3.5, 4.3, 4.112727272727272)","(21.0, 30.0, 27.6)","(7.0, 8.0, 7.995348837209303)","(4.4, 5.9, 5.860365853658537)","(31.0, 38.0, 35.2)","(41.0, 70.0, 65.76923076923077)"
09-01-2023 13:39:27.816515,"(31.0, 38.0, 36.310344827586206)","(13.0, 15.5, 15.063291139240507)","(21.0, 26.0, 24.46153846153846)","(3.9, 4.3, 4.238502673796791)","(3.5, 4.3, 4.112727272727272)","(21.0, 30.0, 27.6)","(7.0, 8.0, 7.995348837209303)","(4.4, 5.9, 5.860365853658537)","(31.0, 38.0, 35.2)","(41.0, 70.0, 65.76923076923077)"
09-01-2023 13:39:29.219697,"(31.0, 38.0, 36.31578947368421)","(13.0, 15.0, 14.897058823529411)","(21.0, 26.0, 24.46153846153846)","(3.9, 4.3, 4.238502673796791)","(3.5, 4.3, 4.112844036697247)","(21.0, 30.0, 27.25)","(7.0, 8.0, 7.995238095238095)","(4.4, 5.9, 5.799607843137255)","(31.0, 38.0, 35.2)","(41.0, 70.0, 66.5625)"
