,Jayville Glory,Irenes A Star,She Has Zip,All Inn Ryder,Funky Felix,Dimes Ambition,Forcefully,La La Nebraska
15-12-2022 11:52:49.157350,"(5.5, 7.6, 6.7)","(3.3, 3.65, 3.5517857142857143)","(7.5, 12.5, 11.0)","(7.0, 10.5, 9.744444444444445)","(13.0, 24.0, 19.401639344262296)","(9.0, 24.0, 19.5)","(4.6, 4.8, 4.651851851851852)","(9.0, 12.5, 10.428571428571429)"
15-12-2022 11:52:50.254297,"(5.5, 7.6, 6.7)","(3.3, 3.65, 3.5517857142857143)","(7.5, 12.5, 11.0)","(7.0, 10.5, 9.744444444444445)","(13.0, 24.0, 19.401639344262296)","(9.0, 24.0, 20.142857142857142)","(4.6, 4.8, 4.6571428571428575)","(9.0, 12.5, 9.842857142857143)"
15-12-2022 11:52:51.560642,"(5.5, 7.6, 6.7)","(3.3, 3.65, 3.5517857142857143)","(7.5, 12.5, 11.0)","(7.0, 10.5, 9.744444444444445)","(13.0, 24.0, 19.401639344262296)","(9.0, 24.0, 20.4)","(4.6, 4.8, 4.6571428571428575)","(9.0, 12.5, 10.56829268292683)"
15-12-2022 11:52:52.816036,"(5.5, 7.6, 6.7)","(3.3, 3.65, 3.5517857142857143)","(7.5, 12.5, 11.0)","(7.0, 10.5, 9.744444444444445)","(13.0, 24.0, 19.43220338983051)","(9.0, 24.0, 20.4)","(4.6, 4.8, 4.6571428571428575)","(9.0, 12.5, 10.638461538461538)"
15-12-2022 11:52:54.116478,"(5.5, 7.6, 6.7)","(3.3, 3.65, 3.5517857142857143)","(7.5, 12.5, 11.0)","(7.0, 10.5, 9.744444444444445)","(13.0, 24.0, 19.43220338983051)","(9.0, 24.0, 20.4)","(4.6, 4.8, 4.6571428571428575)","(9.0, 12.5, 10.638461538461538)"
15-12-2022 11:52:55.530439,"(5.5, 7.6, 6.7)","(3.3, 3.65, 3.5517857142857143)","(7.5, 12.5, 11.0)","(7.0, 10.5, 9.744444444444445)","(13.0, 24.0, 19.43220338983051)","(9.0, 24.0, 20.4)","(4.6, 4.8, 4.623529411764705)","(9.0, 12.5, 10.638461538461538)"
15-12-2022 11:52:56.888436,"(5.5, 7.6, 6.7)","(3.3, 3.65, 3.5517857142857143)","(7.5, 12.5, 11.0)","(7.0, 10.5, 9.744444444444445)","(13.0, 24.0, 19.43220338983051)","(9.0, 24.0, 20.4)","(4.6, 4.8, 4.618181818181818)","(9.0, 12.5, 10.638461538461538)"
15-12-2022 11:52:58.433279,"(5.5, 7.6, 6.7)","(3.3, 3.65, 3.5517857142857143)","(7.5, 12.5, 11.25)","(7.0, 10.5, 9.744444444444445)","(13.0, 24.0, 19.43220338983051)","(9.0, 24.0, 20.4)","(4.6, 4.8, 4.618181818181818)","(9.0, 12.5, 10.638461538461538)"
15-12-2022 11:52:59.970030,"(5.5, 7.6, 6.7)","(3.3, 3.65, 3.5847826086956522)","(7.5, 12.5, 11.25)","(7.0, 10.5, 9.744444444444445)","(13.0, 24.0, 19.43220338983051)","(9.0, 24.0, 20.4)","(4.6, 4.8, 4.618181818181818)","(9.0, 12.5, 10.638461538461538)"
15-12-2022 11:53:01.455766,"(5.5, 7.6, 6.7)","(3.3, 3.65, 3.5847826086956522)","(7.5, 12.5, 11.25)","(7.0, 10.5, 9.744444444444445)","(13.0, 24.0, 19.43220338983051)","(9.0, 24.0, 20.4)","(4.6, 4.8, 4.618181818181818)","(9.0, 12.5, 10.638461538461538)"
15-12-2022 11:53:02.685662,"(5.5, 7.6, 6.7)","(3.3, 3.65, 3.5847826086956522)","(7.5, 12.5, 11.25)","(7.0, 10.5, 9.744444444444445)","(13.0, 24.0, 19.359375)","(9.0, 24.0, 20.4)","(4.6, 4.8, 4.55)","(9.0, 12.5, 10.638461538461538)"
15-12-2022 11:53:04.016657,"(5.5, 7.6, 6.7)","(3.3, 3.65, 3.5847826086956522)","(7.5, 12.5, 11.25)","(7.0, 10.5, 9.744444444444445)","(13.0, 24.0, 19.359375)","(9.0, 24.0, 20.4)","(4.6, 4.8, 4.55)","(9.0, 12.5, 10.638461538461538)"
15-12-2022 11:53:05.263873,"(5.5, 7.6, 6.6)","(3.3, 3.65, 3.5847826086956522)","(7.5, 12.5, 11.25)","(7.0, 10.5, 9.744444444444445)","(13.0, 24.0, 19.387096774193548)","(9.0, 24.0, 21.157894736842106)","(4.6, 4.8, 4.618181818181818)","(9.0, 12.5, 11.155)"
15-12-2022 11:53:06.587198,"(5.5, 7.4, 6.65)","(3.3, 3.65, 3.5847826086956522)","(7.5, 12.5, 11.25)","(7.0, 10.5, 10.014285714285714)","(13.0, 24.0, 19.387096774193548)","(9.0, 24.0, 21.157894736842106)","(4.6, 4.8, 4.618181818181818)","(9.0, 11.5, 10.829166666666666)"
15-12-2022 11:53:07.854485,"(5.5, 7.4, 7.1000000000000005)","(3.3, 3.65, 3.5847826086956522)","(7.5, 12.5, 11.25)","(7.0, 10.5, 10.014285714285714)","(13.0, 24.0, 19.387096774193548)","(9.0, 24.0, 21.157894736842106)","(4.6, 4.8, 4.618181818181818)","(9.0, 11.5, 9.555555555555555)"
15-12-2022 11:53:09.088323,"(5.5, 7.4, 6.885714285714286)","(3.3, 3.65, 3.5847826086956522)","(7.5, 12.5, 11.25)","(7.0, 10.5, 10.014285714285714)","(13.0, 24.0, 19.387096774193548)","(9.0, 24.0, 21.214285714285715)","(4.6, 4.8, 4.618181818181818)","(9.0, 11.5, 10.195652173913043)"
15-12-2022 11:53:10.351116,"(5.5, 7.4, 6.885714285714286)","(3.1, 3.65, 3.5847826086956522)","(8.0, 12.5, 11.25)","(7.0, 10.5, 10.014285714285714)","(13.0, 24.0, 19.387096774193548)","(12.0, 24.0, 21.214285714285715)","(4.4, 4.8, 4.527272727272727)","(9.0, 11.5, 10.195652173913043)"
15-12-2022 11:53:11.578683,"(5.5, 7.4, 6.525)","(3.1, 3.65, 3.5847826086956522)","(8.0, 12.5, 11.25)","(7.0, 10.5, 10.014285714285714)","(13.0, 24.0, 19.387096774193548)","(12.0, 24.0, 21.214285714285715)","(4.4, 4.8, 4.525)","(9.0, 11.5, 9.982142857142858)"
15-12-2022 11:53:12.784765,"(5.5, 7.4, 7.1000000000000005)","(3.1, 3.65, 3.5847826086956522)","(8.0, 12.5, 11.25)","(7.0, 10.5, 10.014285714285714)","(13.0, 24.0, 19.387096774193548)","(12.0, 24.0, 21.272727272727273)","(4.4, 4.8, 4.525)","(9.0, 11.5, 9.982142857142858)"
15-12-2022 11:53:13.967461,"(5.5, 7.4, 6.885714285714286)","(3.1, 3.65, 3.5847826086956522)","(8.0, 12.5, 11.25)","(7.0, 10.5, 10.014285714285714)","(13.0, 24.0, 19.387096774193548)","(12.0, 24.0, 21.272727272727273)","(4.4, 4.8, 4.525)","(9.0, 11.5, 9.982142857142858)"
15-12-2022 11:53:15.181528,"(5.5, 7.4, 6.44)","(3.1, 3.65, 3.5847826086956522)","(8.0, 12.5, 11.25)","(7.0, 10.5, 10.014285714285714)","(13.0, 24.0, 19.387096774193548)","(12.0, 24.0, 21.272727272727273)","(4.4, 4.8, 4.525)","(9.0, 11.5, 9.982142857142858)"
15-12-2022 11:53:16.344725,"(5.5, 7.4, 6.7)","(3.1, 3.65, 3.5847826086956522)","(8.0, 12.5, 11.25)","(7.0, 10.5, 10.014285714285714)","(13.0, 24.0, 19.387096774193548)","(12.0, 24.0, 21.272727272727273)","(4.4, 4.8, 4.525)","(9.0, 11.5, 9.982142857142858)"
15-12-2022 11:53:17.471360,"(5.5, 7.4, 6.88421052631579)","(3.1, 3.65, 3.5847826086956522)","(8.0, 12.5, 11.25)","(7.0, 10.5, 10.014285714285714)","(13.0, 24.0, 19.387096774193548)","(12.0, 24.0, 21.272727272727273)","(4.4, 4.8, 4.525)","(9.0, 11.5, 9.982142857142858)"
15-12-2022 11:53:18.628314,"(5.5, 7.4, 6.88421052631579)","(3.1, 3.65, 3.5847826086956522)","(8.0, 12.5, 11.25)","(7.0, 10.5, 10.014285714285714)","(13.0, 24.0, 19.387096774193548)","(12.0, 24.0, 21.272727272727273)","(4.4, 4.8, 4.525)","(9.0, 11.5, 9.982142857142858)"
15-12-2022 11:53:19.874497,"(5.5, 7.4, 6.88421052631579)","(3.1, 3.65, 3.594444444444444)","(8.0, 12.5, 11.25)","(7.0, 10.5, 10.014285714285714)","(13.0, 24.0, 19.387096774193548)","(12.0, 24.0, 21.272727272727273)","(4.4, 4.8, 4.525)","(9.0, 11.5, 9.982142857142858)"
15-12-2022 11:53:21.044727,"(5.5, 7.4, 6.88421052631579)","(3.1, 3.65, 3.594444444444444)","(8.0, 12.5, 11.25)","(7.0, 10.5, 10.014285714285714)","(13.0, 24.0, 19.387096774193548)","(12.0, 24.0, 21.272727272727273)","(4.4, 4.8, 4.527272727272727)","(9.0, 11.5, 9.982142857142858)"
15-12-2022 11:53:22.166586,"(5.5, 7.4, 6.622222222222223)","(3.1, 3.65, 3.575)","(8.0, 12.5, 11.25)","(7.0, 10.5, 10.014285714285714)","(13.0, 24.0, 19.387096774193548)","(12.0, 24.0, 21.272727272727273)","(4.4, 4.8, 4.527272727272727)","(9.0, 11.5, 9.982142857142858)"
15-12-2022 11:53:23.325210,"(5.5, 7.4, 6.622222222222223)","(3.1, 3.65, 3.575)","(8.0, 12.5, 11.25)","(7.0, 10.5, 10.014285714285714)","(13.0, 24.0, 19.387096774193548)","(12.0, 24.0, 21.272727272727273)","(4.4, 4.8, 4.527272727272727)","(9.0, 11.5, 9.982142857142858)"
15-12-2022 11:53:24.497290,"(5.5, 7.4, 6.622222222222223)","(3.1, 3.65, 3.575)","(8.0, 12.5, 11.25)","(7.0, 10.5, 9.976923076923077)","(13.0, 24.0, 19.387096774193548)","(12.0, 24.0, 21.272727272727273)","(4.4, 4.8, 4.527272727272727)","(9.0, 11.5, 9.982142857142858)"
15-12-2022 11:53:25.681640,"(5.5, 7.4, 6.484615384615385)","(3.1, 3.65, 3.575)","(8.0, 12.5, 11.25)","(7.0, 10.5, 9.976923076923077)","(13.0, 24.0, 19.387096774193548)","(12.0, 24.0, 21.272727272727273)","(4.4, 4.8, 4.527272727272727)","(9.0, 11.5, 9.982142857142858)"
15-12-2022 11:53:26.848239,"(5.5, 7.4, 6.266666666666667)","(3.1, 3.65, 3.575)","(8.0, 12.5, 11.25)","(7.0, 10.5, 9.976923076923077)","(13.0, 24.0, 19.387096774193548)","(12.0, 24.0, 21.272727272727273)","(4.4, 4.8, 4.527272727272727)","(9.0, 11.5, 9.982142857142858)"
15-12-2022 11:53:28.074249,"(5.5, 7.4, 6.294736842105263)","(3.1, 3.65, 3.575)","(8.0, 12.5, 12.034883720930232)","(7.0, 10.5, 9.976923076923077)","(13.0, 24.0, 19.387096774193548)","(12.0, 24.0, 21.272727272727273)","(4.4, 4.8, 5.172727272727273)","(9.0, 11.5, 10.180555555555555)"
15-12-2022 11:53:29.282535,"(5.5, 7.4, 6.4)","(3.1, 3.65, 3.545238095238095)","(8.0, 12.5, 11.933962264150944)","(7.0, 10.5, 9.744444444444445)","(14.0, 24.0, 19.387096774193548)","(12.0, 24.0, 21.1875)","(4.4, 5.2, 5.172727272727273)","(9.0, 11.5, 10.015625)"
15-12-2022 11:53:30.517210,"(5.5, 7.2, 6.914285714285715)","(3.1, 3.65, 3.5205882352941176)","(8.0, 12.5, 11.933962264150944)","(7.0, 10.5, 9.744444444444445)","(14.0, 24.0, 19.311475409836067)","(12.0, 24.0, 21.1875)","(4.4, 5.3, 5.163636363636363)","(9.0, 11.5, 10.015625)"
15-12-2022 11:53:31.792788,"(5.5, 7.2, 6.171428571428572)","(3.1, 3.65, 3.5205882352941176)","(8.0, 12.5, 11.933962264150944)","(7.0, 10.5, 9.744444444444445)","(14.0, 24.0, 19.311475409836067)","(12.0, 24.0, 21.1875)","(4.4, 5.3, 5.163636363636363)","(9.0, 11.5, 10.015625)"
15-12-2022 11:53:32.920335,"(5.5, 7.2, 6.171428571428572)","(3.1, 3.65, 3.5205882352941176)","(8.0, 12.5, 11.933962264150944)","(7.0, 10.5, 10.014285714285714)","(14.0, 24.0, 19.311475409836067)","(12.0, 24.0, 21.1875)","(4.4, 5.3, 5.163636363636363)","(9.0, 11.5, 10.015625)"
15-12-2022 11:53:34.012132,"(5.5, 7.2, 6.171428571428572)","(3.1, 3.65, 3.5205882352941176)","(8.0, 12.5, 11.933962264150944)","(7.0, 10.5, 10.014285714285714)","(14.0, 24.0, 19.311475409836067)","(12.0, 24.0, 20.5)","(4.4, 5.3, 5.225)","(9.0, 11.5, 10.015625)"
15-12-2022 11:53:35.085450,"(5.5, 7.2, 6.763636363636364)","(3.1, 3.65, 3.5205882352941176)","(8.5, 12.5, 11.933962264150944)","(7.0, 10.5, 10.1)","(14.0, 23.0, 19.6)","(12.0, 22.0, 19.25)","(4.2, 5.3, 5.242857142857143)","(8.5, 11.5, 9.125)"
15-12-2022 11:53:36.158680,"(5.5, 7.2, 6.763636363636364)","(3.1, 3.65, 3.5100000000000002)","(8.5, 12.5, 11.933962264150944)","(7.0, 10.5, 10.242857142857142)","(14.0, 23.0, 19.6)","(12.0, 22.0, 19.25)","(4.2, 5.3, 5.242857142857143)","(8.5, 11.5, 10.714285714285714)"
15-12-2022 11:53:37.265361,"(5.5, 7.2, 6.9)","(3.1, 3.65, 3.5100000000000002)","(8.5, 12.5, 11.933962264150944)","(7.0, 10.5, 10.1)","(14.0, 23.0, 19.6)","(12.0, 22.0, 19.25)","(4.2, 5.3, 5.242857142857143)","(8.5, 11.0, 10.333333333333334)"
15-12-2022 11:53:38.538860,"(5.5, 7.2, 6.9)","(3.1, 3.65, 3.5100000000000002)","(8.5, 12.5, 11.933962264150944)","(7.0, 10.5, 10.242857142857142)","(14.0, 23.0, 18.76923076923077)","(12.0, 22.0, 19.25)","(4.2, 5.3, 5.242857142857143)","(8.5, 11.0, 9.375)"
15-12-2022 11:53:39.571019,"(5.5, 7.2, 6.763636363636364)","(3.1, 3.65, 3.5100000000000002)","(8.5, 12.5, 11.933962264150944)","(7.0, 10.5, 10.242857142857142)","(14.0, 23.0, 18.76923076923077)","(12.0, 22.0, 19.272727272727273)","(4.2, 5.3, 5.166666666666666)","(8.5, 10.5, 9.75)"
15-12-2022 11:53:40.813591,"(5.5, 7.2, 6.573913043478261)","(3.1, 3.65, 3.5205882352941176)","(8.5, 12.5, 11.933962264150944)","(7.0, 10.5, 10.1)","(14.0, 23.0, 18.76923076923077)","(12.0, 22.0, 19.5)","(4.2, 5.3, 5.1)","(8.5, 10.5, 9.1875)"
15-12-2022 11:53:41.969096,"(5.5, 7.2, 6.063157894736842)","(3.1, 3.65, 3.5205882352941176)","(8.5, 12.5, 11.933962264150944)","(7.0, 10.5, 10.1)","(14.0, 23.0, 18.64516129032258)","(12.0, 22.0, 19.5)","(4.2, 5.3, 5.133333333333334)","(8.5, 10.5, 9.1875)"
15-12-2022 11:53:43.049648,"(5.5, 7.2, 6.063157894736842)","(3.1, 3.65, 3.5205882352941176)","(8.5, 12.5, 11.933962264150944)","(7.0, 10.5, 10.1)","(14.0, 23.0, 18.64516129032258)","(12.0, 22.0, 19.25)","(4.2, 5.4, 5.2555555555555555)","(8.5, 10.5, 9.552631578947368)"
15-12-2022 11:53:44.127746,"(5.5, 7.2, 6.545454545454546)","(3.1, 3.65, 3.5100000000000002)","(8.5, 12.5, 11.933962264150944)","(7.0, 10.5, 10.242857142857142)","(14.0, 23.0, 18.64516129032258)","(12.0, 20.0, 19.25)","(4.2, 5.4, 5.325)","(8.5, 10.5, 9.115384615384615)"
15-12-2022 11:53:45.298995,"(5.5, 7.2, 6.573913043478261)","(3.1, 3.65, 3.5100000000000002)","(8.5, 12.5, 11.933962264150944)","(7.0, 10.5, 10.1)","(14.0, 22.0, 18.533333333333335)","(12.0, 20.0, 18.833333333333332)","(4.2, 5.4, 5.353846153846154)","(8.5, 10.5, 9.115384615384615)"
15-12-2022 11:53:46.396836,"(5.5, 7.2, 6.685714285714286)","(3.1, 3.65, 3.5100000000000002)","(8.5, 12.5, 11.933962264150944)","(7.0, 10.5, 10.242857142857142)","(14.0, 22.0, 18.533333333333335)","(12.0, 20.0, 18.714285714285715)","(4.2, 5.4, 5.325)","(8.5, 10.5, 9.4375)"
15-12-2022 11:53:47.453964,"(5.5, 7.2, 6.573913043478261)","(3.1, 3.65, 3.5100000000000002)","(8.5, 12.5, 11.09375)","(7.5, 10.5, 10.242857142857142)","(14.0, 22.0, 18.533333333333335)","(12.0, 20.0, 18.714285714285715)","(4.2, 5.4, 5.325)","(8.5, 10.5, 9.391304347826086)"
15-12-2022 11:53:48.470678,"(5.5, 7.2, 6.6000000000000005)","(3.1, 3.65, 3.5100000000000002)","(8.5, 12.5, 11.09375)","(7.5, 10.5, 10.242857142857142)","(14.0, 21.0, 18.8125)","(12.0, 20.0, 18.75)","(4.2, 5.4, 5.342857142857143)","(8.5, 10.5, 9.4375)"
15-12-2022 11:53:49.492776,"(5.5, 7.0, 6.771428571428571)","(3.1, 3.65, 3.498)","(8.5, 12.5, 11.738095238095237)","(7.5, 10.5, 10.242857142857142)","(14.0, 21.0, 18.8125)","(12.0, 20.0, 18.75)","(4.2, 5.4, 5.342857142857143)","(8.5, 10.5, 9.525)"
15-12-2022 11:53:50.527260,"(5.5, 7.0, 6.485714285714286)","(3.1, 3.65, 3.498)","(8.5, 12.5, 11.088235294117647)","(7.5, 10.5, 10.242857142857142)","(14.0, 21.0, 18.8)","(12.0, 20.0, 18.676470588235293)","(4.2, 5.4, 5.155555555555555)","(8.5, 10.5, 9.2)"
15-12-2022 11:53:51.885589,"(5.5, 7.0, 6.765217391304348)","(3.1, 3.65, 3.504545454545455)","(8.5, 12.5, 11.672413793103448)","(7.5, 10.5, 10.242857142857142)","(14.0, 21.0, 18.8)","(12.0, 20.0, 18.636363636363637)","(4.2, 5.6, 5.5)","(8.5, 10.5, 9.525)"
15-12-2022 11:53:52.871311,"(5.5, 7.0, 6.765217391304348)","(3.1, 3.65, 3.504545454545455)","(8.5, 12.5, 11.672413793103448)","(7.5, 10.5, 10.242857142857142)","(14.0, 21.0, 18.8)","(12.0, 20.0, 18.636363636363637)","(4.2, 5.6, 5.5)","(8.5, 10.5, 9.525)"
15-12-2022 11:53:53.913126,"(5.5, 7.0, 6.765217391304348)","(3.1, 3.65, 3.504545454545455)","(8.5, 12.5, 11.672413793103448)","(7.5, 10.5, 10.242857142857142)","(14.0, 21.0, 18.8)","(12.0, 20.0, 18.636363636363637)","(4.2, 5.6, 5.5)","(8.5, 10.5, 9.525)"
15-12-2022 11:53:55.094576,"(5.5, 7.0, 6.765217391304348)","(3.1, 3.65, 3.498)","(8.5, 12.5, 11.672413793103448)","(7.5, 10.5, 10.242857142857142)","(14.0, 21.0, 18.75)","(12.0, 20.0, 18.636363636363637)","(4.2, 5.6, 5.5)","(8.5, 10.5, 9.525)"
15-12-2022 11:53:56.483354,"(5.5, 7.0, 6.640000000000001)","(3.1, 3.65, 3.498)","(8.5, 12.5, 11.976923076923077)","(7.5, 10.5, 10.242857142857142)","(14.0, 21.0, 18.90909090909091)","(12.0, 20.0, 18.636363636363637)","(4.2, 5.6, 5.155555555555555)","(8.5, 10.5, 9.85)"
15-12-2022 11:53:57.713385,"(5.5, 7.0, 6.593548387096774)","(3.1, 3.65, 3.498)","(8.5, 12.5, 11.976923076923077)","(7.5, 10.5, 10.1)","(14.0, 19.5, 18.3)","(12.0, 20.0, 18.636363636363637)","(4.2, 5.5, 5.4079999999999995)","(8.5, 10.5, 9.85)"
15-12-2022 11:53:58.874309,"(5.5, 7.0, 6.5058823529411764)","(3.1, 3.65, 3.498)","(8.5, 12.5, 11.976923076923077)","(7.5, 10.5, 10.242857142857142)","(14.0, 19.5, 18.375)","(12.0, 20.0, 18.636363636363637)","(4.4, 5.6, 5.472222222222222)","(8.5, 10.5, 9.85)"
15-12-2022 11:54:00.199882,"(5.5, 7.0, 6.5058823529411764)","(3.1, 3.65, 3.504545454545455)","(8.5, 12.5, 11.976923076923077)","(7.5, 10.5, 10.310526315789474)","(14.0, 19.5, 18.375)","(11.0, 20.0, 18.61111111111111)","(4.4, 5.5, 5.4714285714285715)","(8.5, 10.5, 9.85)"
15-12-2022 11:54:01.717045,"(5.5, 7.0, 6.633333333333333)","(3.1, 3.65, 3.591818181818182)","(8.5, 12.5, 11.589285714285714)","(7.5, 10.5, 10.310526315789474)","(14.0, 19.5, 18.24)","(11.0, 19.0, 17.8)","(4.4, 5.5, 5.4)","(8.5, 10.5, 9.85)"
15-12-2022 11:54:02.983580,"(5.5, 7.0, 6.633333333333333)","(3.1, 3.65, 3.591818181818182)","(8.5, 12.5, 11.589285714285714)","(7.5, 10.5, 10.336363636363636)","(14.0, 19.5, 18.24)","(11.0, 19.0, 17.8)","(4.4, 5.5, 5.472222222222222)","(8.5, 10.5, 9.85)"
15-12-2022 11:54:04.339341,"(5.5, 7.0, 6.633333333333333)","(3.1, 3.7, 3.619491525423729)","(8.5, 12.5, 11.61111111111111)","(7.5, 10.5, 10.336363636363636)","(14.0, 19.5, 18.2)","(11.0, 19.0, 17.8)","(4.4, 5.5, 5.48)","(8.5, 10.5, 9.936666666666666)"
15-12-2022 11:54:05.886045,"(5.5, 7.0, 6.808)","(3.1, 3.7, 3.622131147540984)","(8.5, 12.5, 11.589285714285714)","(7.5, 10.5, 10.325)","(14.0, 19.5, 18.193548387096776)","(11.0, 19.0, 17.846153846153847)","(4.4, 5.5, 5.48)","(8.5, 10.5, 9.936666666666666)"
15-12-2022 11:54:07.041215,"(5.5, 7.0, 6.808)","(3.1, 3.7, 3.622131147540984)","(8.5, 12.5, 11.589285714285714)","(7.5, 10.5, 10.325)","(14.0, 19.5, 18.133333333333333)","(11.0, 19.0, 18.166666666666668)","(4.4, 5.5, 5.26)","(8.5, 10.5, 9.936666666666666)"
15-12-2022 11:54:08.302018,"(5.5, 7.0, 6.808)","(3.1, 3.7, 3.546153846153846)","(8.5, 12.5, 11.568965517241379)","(7.5, 10.5, 10.357142857142858)","(14.0, 19.0, 18.133333333333333)","(11.0, 19.0, 17.875)","(4.4, 5.5, 5.357142857142858)","(8.5, 10.5, 9.936666666666666)"
15-12-2022 11:54:09.496424,"(5.5, 7.0, 6.808)","(3.1, 3.65, 3.6285714285714286)","(8.5, 12.5, 11.568965517241379)","(7.5, 10.5, 10.357142857142858)","(14.0, 19.0, 18.114285714285714)","(11.0, 18.0, 17.933333333333334)","(4.4, 5.4, 5.307692307692308)","(8.5, 10.5, 9.936666666666666)"
15-12-2022 11:54:10.638988,"(5.5, 7.0, 6.808)","(3.1, 3.7, 3.5749999999999997)","(8.5, 12.5, 11.568965517241379)","(7.5, 10.5, 10.166666666666666)","(14.0, 19.0, 18.114285714285714)","(11.0, 19.0, 17.363636363636363)","(4.4, 5.4, 5.307692307692308)","(8.5, 10.5, 9.936666666666666)"
15-12-2022 11:54:11.740924,"(5.5, 7.0, 6.9714285714285715)","(3.1, 3.7, 3.6166666666666667)","(8.5, 12.5, 11.568965517241379)","(7.5, 10.5, 10.166666666666666)","(14.0, 19.0, 18.11111111111111)","(11.0, 19.0, 16.98076923076923)","(4.4, 5.4, 5.333333333333334)","(8.5, 10.5, 9.971874999999999)"
15-12-2022 11:54:12.761599,"(5.5, 7.0, 6.9714285714285715)","(3.1, 3.7, 3.6166666666666667)","(8.5, 12.5, 11.954545454545455)","(7.5, 10.5, 10.357142857142858)","(14.0, 19.0, 18.11111111111111)","(11.0, 19.0, 16.98076923076923)","(4.4, 5.4, 5.333333333333334)","(8.5, 10.5, 9.971874999999999)"
15-12-2022 11:54:13.819498,"(5.5, 7.4, 7.041379310344827)","(3.1, 3.75, 3.646)","(8.5, 12.5, 11.954545454545455)","(7.5, 10.5, 10.394736842105264)","(14.0, 19.0, 18.11111111111111)","(11.0, 19.0, 16.98076923076923)","(4.4, 5.4, 5.333333333333334)","(8.5, 10.5, 9.824)"
15-12-2022 11:54:14.881277,"(5.5, 7.4, 7.1571428571428575)","(3.1, 3.75, 3.632758620689655)","(8.5, 12.5, 11.954545454545455)","(7.5, 10.5, 10.394736842105264)","(14.0, 19.0, 18.097560975609756)","(11.0, 18.0, 17.25)","(4.4, 5.4, 5.325)","(8.5, 10.5, 9.824)"
15-12-2022 11:54:15.904150,"(5.5, 7.4, 6.935483870967742)","(3.1, 3.75, 3.632758620689655)","(8.5, 12.5, 11.954545454545455)","(7.5, 10.5, 10.441176470588236)","(14.0, 19.0, 18.097560975609756)","(12.0, 18.0, 16.928571428571427)","(4.4, 5.4, 5.233333333333333)","(8.5, 10.5, 9.824)"
15-12-2022 11:54:16.973469,"(5.5, 7.4, 6.6421052631578945)","(3.1, 3.75, 3.632758620689655)","(8.5, 12.5, 11.954545454545455)","(7.5, 10.5, 10.447368421052632)","(14.0, 19.0, 18.097560975609756)","(12.0, 18.0, 16.928571428571427)","(4.4, 5.4, 5.233333333333333)","(8.5, 10.5, 9.824)"
15-12-2022 11:54:18.225698,"(5.5, 7.4, 6.65)","(3.1, 3.75, 3.632758620689655)","(8.5, 12.5, 11.976923076923077)","(7.5, 10.5, 10.458333333333334)","(14.0, 19.0, 18.097560975609756)","(12.0, 18.0, 17.04)","(4.4, 5.4, 4.903225806451613)","(8.5, 10.5, 9.824)"
15-12-2022 11:54:19.322503,"(5.5, 7.4, 6.65)","(3.1, 3.75, 3.632758620689655)","(8.5, 12.5, 12.023809523809524)","(7.5, 10.5, 10.666666666666666)","(14.0, 19.0, 18.1)","(12.0, 18.0, 17.04)","(4.4, 5.0, 5.127272727272727)","(8.5, 10.5, 9.824)"
15-12-2022 11:54:20.523343,"(5.5, 7.4, 7.189473684210527)","(3.1, 3.75, 3.6115384615384616)","(8.5, 12.5, 12.023809523809524)","(7.5, 11.5, 11.285714285714286)","(14.0, 19.0, 18.1)","(12.0, 18.0, 17.0625)","(4.4, 5.4, 5.1692307692307695)","(8.5, 10.5, 9.56111111111111)"
15-12-2022 11:54:22.461682,"(5.5, 6.6, 6.290909090909091)","(3.1, 3.75, 3.7939759036144576)","(8.5, 12.5, 12.023809523809524)","(7.5, 11.5, 11.088235294117647)","(14.0, 19.0, 18.1)","(12.0, 18.0, 17.318181818181817)","(4.4, 5.4, 5.248484848484849)","(8.5, 10.5, 9.482608695652173)"
15-12-2022 11:54:23.805200,"(5.5, 6.6, 6.290909090909091)","(3.1, 3.8, 3.942105263157895)","(8.5, 12.5, 12.023809523809524)","(7.5, 12.5, 11.26923076923077)","(14.0, 19.0, 18.1)","(12.0, 18.0, 17.318181818181817)","(4.4, 5.4, 5.161904761904762)","(8.5, 10.5, 9.482608695652173)"
15-12-2022 11:54:25.168223,"(5.5, 6.4, 6.341176470588236)","(3.1, 3.95, 3.7642857142857142)","(8.5, 12.5, 11.932835820895523)","(7.5, 12.5, 11.369565217391305)","(14.0, 19.0, 18.093023255813954)","(12.0, 18.0, 17.464285714285715)","(4.4, 5.4, 5.15)","(8.5, 10.5, 9.078947368421053)"
15-12-2022 11:54:26.736621,"(5.5, 6.4, 6.723076923076923)","(3.1, 3.95, 3.9)","(8.5, 12.5, 11.941176470588236)","(7.5, 12.5, 11.60344827586207)","(14.0, 19.0, 18.08888888888889)","(12.0, 18.0, 17.166666666666668)","(4.4, 5.4, 5.15)","(8.5, 10.5, 9.184615384615384)"
15-12-2022 11:54:28.096864,"(5.5, 7.0, 6.723076923076923)","(3.1, 4.4, 3.9)","(8.5, 12.5, 11.941176470588236)","(7.5, 12.5, 11.60344827586207)","(14.0, 19.0, 18.08888888888889)","(12.0, 18.0, 17.071428571428573)","(4.4, 5.4, 5.183333333333334)","(8.5, 10.5, 9.664285714285715)"
