,Little Auckland,Hurricane Dream,Shesherz,Feelin Flirty,Akermanis,Lookat Mee,Studleigh Patricia,Delta Three Nz,Village Smirker,Beau Hart
16-12-2022 13:00:58.712449,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 130.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:00:59.882553,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 130.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:01.149135,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 130.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:02.385331,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 130.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:03.600664,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:04.882338,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:06.134604,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:07.354465,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:08.639831,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:09.868640,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:11.139884,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:12.461423,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:13.689122,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:14.868046,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:16.065321,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:17.299866,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:18.504066,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:19.718960,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:20.924441,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:22.114689,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:23.368156,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:24.676395,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:25.862567,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:27.062976,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:28.297339,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:29.578678,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:30.841428,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:32.034921,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:33.281251,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:34.546818,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:35.842256,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:37.130510,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:38.385796,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:39.516387,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:40.675553,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:41.823102,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:43.022212,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:44.240760,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:45.384256,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:46.526993,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:47.746823,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:49.036241,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:50.182727,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:51.271191,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:52.411971,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:53.625852,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.5)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:54.877601,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.636363636363637)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:56.140143,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.3999999999999995)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:57.384947,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.466666666666667)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:58.665887,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.466666666666667)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:01:59.897122,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.466666666666667)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:02:01.118500,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.466666666666667)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:02:02.384902,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.666666666666667)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:02:03.616341,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.466666666666667)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:02:04.792229,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.466666666666667)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:02:05.967922,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.466666666666667)","(26.0, 50.0, 32.0)","(21.0, 48.0, 38.5)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:02:07.125760,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.466666666666667)","(26.0, 50.0, 32.0)","(21.0, 48.0, 32.166666666666664)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:02:08.597138,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.6)","(26.0, 50.0, 32.0)","(21.0, 48.0, 32.166666666666664)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:02:09.782389,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.455555555555556)","(26.0, 50.0, 32.0)","(21.0, 46.0, 29.3)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:02:11.201345,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.623076923076923)","(26.0, 50.0, 32.0)","(21.0, 44.0, 29.3)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:02:12.565149,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.623076923076923)","(26.0, 50.0, 32.0)","(21.0, 44.0, 29.3)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:02:13.703585,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.623076923076923)","(26.0, 50.0, 32.0)","(21.0, 44.0, 29.3)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:02:14.968911,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.623076923076923)","(26.0, 50.0, 32.0)","(21.0, 44.0, 29.3)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:02:16.226550,"(91.0, 270.0, 236.36363636363635)","(4.0, 5.0, 4.428571428571429)","(26.0, 50.0, 32.0)","(21.0, 44.0, 29.3)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:02:17.409339,"(91.0, 270.0, 236.36363636363635)","(4.0, 4.9, 4.5)","(26.0, 50.0, 32.0)","(21.0, 44.0, 29.3)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:02:18.610844,"(91.0, 270.0, 236.36363636363635)","(4.0, 4.8, 4.688888888888888)","(26.0, 50.0, 32.0)","(21.0, 44.0, 29.3)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:02:19.778969,"(91.0, 270.0, 236.36363636363635)","(4.0, 4.8, 4.723076923076923)","(26.0, 50.0, 32.0)","(21.0, 44.0, 29.3)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.2)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:02:20.906592,"(91.0, 270.0, 236.36363636363635)","(4.0, 4.8, 4.723076923076923)","(26.0, 50.0, 32.0)","(21.0, 44.0, 29.3)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.384615384615385)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:02:22.170458,"(91.0, 270.0, 236.36363636363635)","(4.0, 4.9, 4.74)","(26.0, 50.0, 32.0)","(21.0, 44.0, 29.3)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.384615384615385)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:02:23.349933,"(91.0, 270.0, 236.36363636363635)","(4.0, 4.9, 4.74)","(26.0, 50.0, 32.0)","(21.0, 44.0, 29.3)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.384615384615385)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:02:24.552980,"(91.0, 270.0, 236.36363636363635)","(4.0, 4.9, 4.74)","(26.0, 50.0, 32.0)","(21.0, 44.0, 29.3)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.384615384615385)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:02:25.889461,"(91.0, 270.0, 236.36363636363635)","(4.0, 4.9, 4.8500000000000005)","(26.0, 50.0, 32.0)","(21.0, 44.0, 29.3)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.384615384615385)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:02:27.030921,"(91.0, 270.0, 236.36363636363635)","(4.0, 4.9, 4.8500000000000005)","(26.0, 50.0, 32.0)","(21.0, 44.0, 29.3)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.384615384615385)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
16-12-2022 13:02:28.233795,"(91.0, 270.0, 236.36363636363635)","(4.0, 4.9, 4.8500000000000005)","(26.0, 50.0, 32.0)","(21.0, 44.0, 29.3)","(20.0, 38.0, 29.0)","(3.8, 5.8, 5.384615384615385)","(20.0, 40.0, 27.333333333333332)","(1.75, 99999, 99990)","(41.0, 160.0, 100.0)","(101.0, 250.0, 225.0)"
