,Yuko Blaq,Little Gomez,Just Like Nu,Queen Of Samson,Leaping Lucille,Getaway Gherkin,Knick Knack Mac,Chidobe
10,"[datetime.datetime(2022, 11, 28, 18, 55, 24, 635570), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 24, 635570), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 24, 635570), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 24, 635570), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 24, 635570), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 24, 635570), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 55, 24, 635570), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 24, 635570), 51.0, 440.0]"
11,"[datetime.datetime(2022, 11, 28, 18, 55, 25, 796935), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 25, 796935), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 25, 796935), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 25, 796935), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 25, 796935), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 25, 796935), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 55, 25, 796935), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 25, 796935), 51.0, 440.0]"
12,"[datetime.datetime(2022, 11, 28, 18, 55, 26, 988046), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 26, 988046), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 26, 988046), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 26, 988046), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 26, 988046), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 26, 988046), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 55, 26, 988046), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 26, 988046), 51.0, 440.0]"
13,"[datetime.datetime(2022, 11, 28, 18, 55, 28, 195568), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 28, 195568), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 28, 195568), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 28, 195568), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 28, 195568), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 28, 195568), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 55, 28, 195568), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 28, 195568), 51.0, 440.0]"
14,"[datetime.datetime(2022, 11, 28, 18, 55, 29, 433670), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 29, 433670), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 29, 433670), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 29, 433670), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 29, 433670), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 29, 433670), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 55, 29, 433670), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 29, 433670), 51.0, 440.0]"
15,"[datetime.datetime(2022, 11, 28, 18, 55, 30, 694662), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 30, 694662), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 30, 694662), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 30, 694662), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 30, 694662), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 30, 694662), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 55, 30, 694662), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 30, 694662), 51.0, 440.0]"
16,"[datetime.datetime(2022, 11, 28, 18, 55, 31, 875918), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 31, 875918), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 31, 875918), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 31, 875918), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 31, 875918), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 31, 875918), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 55, 31, 875918), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 31, 875918), 51.0, 440.0]"
17,"[datetime.datetime(2022, 11, 28, 18, 55, 33, 199360), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 33, 199360), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 33, 199360), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 33, 199360), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 33, 199360), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 33, 199360), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 55, 33, 199360), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 33, 199360), 51.0, 440.0]"
18,"[datetime.datetime(2022, 11, 28, 18, 55, 34, 375007), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 34, 375007), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 34, 375007), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 34, 375007), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 34, 375007), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 34, 375007), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 55, 34, 375007), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 34, 375007), 51.0, 440.0]"
19,"[datetime.datetime(2022, 11, 28, 18, 55, 35, 525901), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 35, 525901), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 35, 525901), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 35, 525901), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 35, 525901), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 35, 525901), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 55, 35, 525901), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 35, 525901), 51.0, 440.0]"
20,"[datetime.datetime(2022, 11, 28, 18, 55, 36, 666789), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 36, 666789), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 36, 666789), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 36, 666789), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 36, 666789), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 36, 666789), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 55, 36, 666789), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 36, 666789), 51.0, 440.0]"
21,"[datetime.datetime(2022, 11, 28, 18, 55, 37, 797856), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 37, 797856), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 37, 797856), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 37, 797856), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 37, 797856), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 37, 797856), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 55, 37, 797856), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 37, 797856), 51.0, 440.0]"
22,"[datetime.datetime(2022, 11, 28, 18, 55, 39, 30072), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 39, 30072), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 39, 30072), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 39, 30072), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 39, 30072), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 39, 30072), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 55, 39, 30072), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 39, 30072), 51.0, 440.0]"
23,"[datetime.datetime(2022, 11, 28, 18, 55, 40, 172137), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 40, 172137), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 40, 172137), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 40, 172137), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 40, 172137), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 40, 172137), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 55, 40, 172137), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 40, 172137), 51.0, 440.0]"
24,"[datetime.datetime(2022, 11, 28, 18, 55, 41, 304864), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 41, 304864), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 41, 304864), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 41, 304864), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 41, 304864), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 41, 304864), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 55, 41, 304864), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 41, 304864), 51.0, 440.0]"
25,"[datetime.datetime(2022, 11, 28, 18, 55, 42, 470775), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 42, 470775), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 42, 470775), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 42, 470775), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 42, 470775), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 42, 470775), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 55, 42, 470775), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 42, 470775), 51.0, 440.0]"
26,"[datetime.datetime(2022, 11, 28, 18, 55, 43, 633797), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 43, 633797), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 43, 633797), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 43, 633797), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 43, 633797), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 43, 633797), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 55, 43, 633797), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 43, 633797), 51.0, 440.0]"
27,"[datetime.datetime(2022, 11, 28, 18, 55, 44, 779571), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 44, 779571), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 44, 779571), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 44, 779571), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 44, 779571), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 44, 779571), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 55, 44, 779571), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 44, 779571), 51.0, 440.0]"
28,"[datetime.datetime(2022, 11, 28, 18, 55, 45, 952869), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 45, 952869), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 45, 952869), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 45, 952869), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 45, 952869), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 45, 952869), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 55, 45, 952869), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 45, 952869), 51.0, 440.0]"
29,"[datetime.datetime(2022, 11, 28, 18, 55, 47, 145219), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 47, 145219), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 47, 145219), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 47, 145219), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 47, 145219), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 47, 145219), 3.7, 6.2]","[datetime.datetime(2022, 11, 28, 18, 55, 47, 145219), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 47, 145219), 51.0, 440.0]"
30,"[datetime.datetime(2022, 11, 28, 18, 55, 48, 341589), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 48, 341589), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 48, 341589), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 48, 341589), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 48, 341589), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 48, 341589), 3.7, 5.9]","[datetime.datetime(2022, 11, 28, 18, 55, 48, 341589), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 48, 341589), 51.0, 440.0]"
31,"[datetime.datetime(2022, 11, 28, 18, 55, 49, 512673), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 49, 512673), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 49, 512673), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 49, 512673), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 49, 512673), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 49, 512673), 3.7, 5.9]","[datetime.datetime(2022, 11, 28, 18, 55, 49, 512673), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 49, 512673), 51.0, 440.0]"
32,"[datetime.datetime(2022, 11, 28, 18, 55, 50, 680544), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 50, 680544), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 50, 680544), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 50, 680544), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 50, 680544), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 50, 680544), 3.7, 5.9]","[datetime.datetime(2022, 11, 28, 18, 55, 50, 680544), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 50, 680544), 51.0, 440.0]"
33,"[datetime.datetime(2022, 11, 28, 18, 55, 51, 879259), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 51, 879259), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 51, 879259), 3.8, 6.4]","[datetime.datetime(2022, 11, 28, 18, 55, 51, 879259), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 51, 879259), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 51, 879259), 3.7, 5.9]","[datetime.datetime(2022, 11, 28, 18, 55, 51, 879259), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 51, 879259), 51.0, 440.0]"
34,"[datetime.datetime(2022, 11, 28, 18, 55, 53, 43180), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 53, 43180), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 53, 43180), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 55, 53, 43180), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 53, 43180), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 53, 43180), 3.7, 5.9]","[datetime.datetime(2022, 11, 28, 18, 55, 53, 43180), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 53, 43180), 51.0, 440.0]"
35,"[datetime.datetime(2022, 11, 28, 18, 55, 54, 253749), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 54, 253749), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 54, 253749), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 55, 54, 253749), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 54, 253749), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 54, 253749), 3.7, 5.9]","[datetime.datetime(2022, 11, 28, 18, 55, 54, 253749), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 54, 253749), 51.0, 440.0]"
36,"[datetime.datetime(2022, 11, 28, 18, 55, 55, 469998), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 55, 469998), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 55, 469998), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 55, 55, 469998), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 55, 469998), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 55, 469998), 3.7, 5.9]","[datetime.datetime(2022, 11, 28, 18, 55, 55, 469998), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 55, 469998), 51.0, 440.0]"
37,"[datetime.datetime(2022, 11, 28, 18, 55, 56, 644842), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 56, 644842), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 56, 644842), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 55, 56, 644842), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 56, 644842), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 56, 644842), 3.7, 5.9]","[datetime.datetime(2022, 11, 28, 18, 55, 56, 644842), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 56, 644842), 51.0, 440.0]"
38,"[datetime.datetime(2022, 11, 28, 18, 55, 57, 813504), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 57, 813504), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 57, 813504), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 55, 57, 813504), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 57, 813504), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 57, 813504), 3.7, 5.9]","[datetime.datetime(2022, 11, 28, 18, 55, 57, 813504), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 57, 813504), 51.0, 440.0]"
39,"[datetime.datetime(2022, 11, 28, 18, 55, 59, 8052), 2.9, 4.1]","[datetime.datetime(2022, 11, 28, 18, 55, 59, 8052), 8.0, 16.5]","[datetime.datetime(2022, 11, 28, 18, 55, 59, 8052), 3.8, 6.6]","[datetime.datetime(2022, 11, 28, 18, 55, 59, 8052), 10.0, 19.0]","[datetime.datetime(2022, 11, 28, 18, 55, 59, 8052), 8.0, 20.0]","[datetime.datetime(2022, 11, 28, 18, 55, 59, 8052), 3.7, 5.8]","[datetime.datetime(2022, 11, 28, 18, 55, 59, 8052), 18.0, 55.0]","[datetime.datetime(2022, 11, 28, 18, 55, 59, 8052), 51.0, 440.0]"
