,Glass Warrior,So Astounding,Travelling Gigolo,Super Swoop,Bell Ringer Boy,King Island,Steel Skies,Always A Winner,Not A Brass Razoo,The Executive,Sunset Gun,The Decider
06-01-2023 16:46:47.996697,"(11.0, 15.5, 14.75)","(8.0, 10.5, 9.653846153846153)","(2.7, 3.25, 3.2)","(19.0, 24.0, 22.285714285714285)","(8.0, 9.2, 8.457142857142857)","(16.0, 27.0, 25.58823529411765)","(13.0, 19.5, 18.25)","(21.0, 42.0, 35.14285714285714)","(7.5, 11.0, 10.1)","(7.0, 10.0, 9.4375)","(61.0, 95.0, 87.5)","(26.0, 38.0, 35.0)"
06-01-2023 16:46:49.580927,"(11.0, 15.5, 14.75)","(8.0, 10.5, 9.653846153846153)","(2.7, 3.25, 3.2)","(19.0, 24.0, 22.285714285714285)","(8.0, 9.2, 8.457142857142857)","(16.0, 27.0, 25.58823529411765)","(13.0, 19.5, 18.25)","(21.0, 42.0, 36.0)","(7.5, 11.0, 10.1)","(7.0, 10.0, 9.4375)","(61.0, 95.0, 87.5)","(26.0, 38.0, 35.0)"
06-01-2023 16:46:51.213876,"(11.0, 15.5, 14.75)","(8.0, 10.5, 9.653846153846153)","(2.7, 3.25, 3.2)","(19.0, 24.0, 22.8)","(8.0, 9.2, 8.457142857142857)","(16.0, 27.0, 25.58823529411765)","(13.0, 19.5, 18.25)","(21.0, 42.0, 36.0)","(7.5, 11.0, 10.1)","(7.0, 10.0, 9.4375)","(61.0, 95.0, 87.5)","(26.0, 38.0, 34.6)"
06-01-2023 16:46:52.782808,"(11.0, 15.5, 14.75)","(8.0, 10.5, 9.653846153846153)","(2.7, 3.25, 3.2)","(19.0, 24.0, 22.8)","(8.0, 9.2, 8.457142857142857)","(16.0, 27.0, 26.0)","(13.0, 19.5, 18.25)","(21.0, 42.0, 36.0)","(7.5, 11.0, 10.1)","(7.0, 10.0, 9.4375)","(61.0, 95.0, 100.0)","(26.0, 36.0, 32.0)"
06-01-2023 16:46:54.360831,"(11.0, 15.5, 14.75)","(8.0, 10.5, 9.653846153846153)","(2.7, 3.25, 3.2)","(19.0, 24.0, 22.8)","(8.0, 9.2, 8.457142857142857)","(16.0, 30.0, 26.0)","(13.0, 19.5, 18.25)","(21.0, 42.0, 36.0)","(7.5, 11.0, 10.1)","(7.0, 10.0, 9.4375)","(61.0, 130.0, 100.0)","(26.0, 36.0, 32.0)"
06-01-2023 16:46:55.970169,"(11.0, 15.5, 14.75)","(8.0, 10.5, 9.653846153846153)","(2.7, 3.25, 3.1966666666666668)","(19.0, 24.0, 23.25)","(8.0, 9.2, 8.457142857142857)","(16.0, 30.0, 26.0)","(13.0, 19.5, 18.25)","(21.0, 42.0, 36.0)","(7.5, 11.0, 10.1)","(7.0, 10.0, 9.4375)","(61.0, 130.0, 100.0)","(26.0, 36.0, 32.0)"
06-01-2023 16:46:57.465908,"(11.0, 15.5, 14.75)","(8.0, 10.5, 9.653846153846153)","(2.7, 3.25, 3.1142857142857143)","(19.0, 24.0, 22.5)","(8.0, 9.2, 8.529032258064516)","(16.0, 30.0, 29.384615384615387)","(13.0, 19.5, 18.25)","(21.0, 42.0, 36.0)","(7.5, 11.0, 10.1)","(7.0, 10.0, 9.4375)","(61.0, 130.0, 100.0)","(26.0, 36.0, 32.0)"
06-01-2023 16:46:59.037045,"(11.0, 15.5, 14.75)","(8.0, 10.5, 9.653846153846153)","(2.7, 3.25, 3.1142857142857143)","(19.0, 24.0, 22.285714285714285)","(8.0, 9.2, 8.529032258064516)","(16.0, 30.0, 29.384615384615387)","(13.0, 19.5, 18.25)","(21.0, 42.0, 36.0)","(7.5, 11.0, 10.1)","(7.0, 10.0, 9.4375)","(61.0, 130.0, 100.0)","(26.0, 34.0, 34.0)"
06-01-2023 16:47:00.672242,"(11.0, 15.5, 14.944444444444445)","(8.0, 10.5, 9.653846153846153)","(2.7, 3.25, 3.1075)","(19.0, 24.0, 22.285714285714285)","(8.0, 9.2, 8.529032258064516)","(16.0, 30.0, 29.384615384615387)","(13.0, 19.5, 17.625)","(21.0, 42.0, 36.0)","(7.5, 11.0, 10.1)","(7.0, 10.0, 9.4375)","(61.0, 130.0, 100.0)","(26.0, 48.0, 42.0)"
06-01-2023 16:47:02.235724,"(11.0, 15.5, 14.7)","(8.0, 10.5, 9.653846153846153)","(2.7, 3.25, 3.1044117647058824)","(19.0, 24.0, 22.285714285714285)","(8.0, 9.2, 8.529032258064516)","(16.0, 30.0, 29.384615384615387)","(13.0, 19.5, 17.625)","(21.0, 42.0, 36.0)","(7.5, 11.0, 10.1)","(7.0, 10.0, 9.4375)","(61.0, 130.0, 100.0)","(26.0, 48.0, 43.09090909090909)"
06-01-2023 16:47:03.793332,"(11.0, 15.5, 14.5)","(8.0, 10.5, 9.416666666666666)","(2.7, 3.25, 3.1044117647058824)","(19.0, 24.0, 22.285714285714285)","(8.0, 9.2, 8.482758620689655)","(16.0, 30.0, 27.333333333333332)","(13.0, 19.5, 17.625)","(21.0, 42.0, 41.333333333333336)","(7.5, 11.0, 10.1)","(7.0, 10.0, 9.4375)","(61.0, 130.0, 100.0)","(26.0, 46.0, 38.0)"
06-01-2023 16:47:05.319197,"(11.0, 15.5, 14.75)","(8.0, 10.5, 9.416666666666666)","(2.7, 3.25, 3.1044117647058824)","(19.0, 24.0, 22.285714285714285)","(8.0, 9.2, 8.482758620689655)","(16.0, 30.0, 29.384615384615387)","(13.0, 19.5, 17.625)","(21.0, 46.0, 43.2)","(7.5, 11.0, 10.1)","(7.0, 10.0, 9.4375)","(61.0, 130.0, 100.0)","(26.0, 44.0, 37.0)"
06-01-2023 16:47:06.895506,"(11.0, 15.5, 15.2)","(8.0, 10.5, 10.22)","(2.7, 3.25, 3.163157894736842)","(19.0, 24.0, 21.6)","(8.0, 9.2, 8.837209302325581)","(16.0, 30.0, 25.529411764705884)","(13.0, 19.5, 17.625)","(21.0, 46.0, 36.8)","(7.5, 11.0, 9.356)","(7.0, 10.0, 9.4375)","(61.0, 130.0, 100.0)","(26.0, 42.0, 34.285714285714285)"
06-01-2023 16:47:08.460299,"(11.0, 15.5, 15.2)","(8.0, 10.5, 10.22)","(2.7, 3.25, 3.163157894736842)","(19.0, 23.0, 21.6)","(8.0, 9.2, 8.837209302325581)","(16.0, 27.0, 25.4375)","(13.0, 19.5, 17.625)","(21.0, 38.0, 36.8)","(7.5, 10.5, 9.356)","(7.0, 10.0, 9.4375)","(61.0, 130.0, 100.0)","(26.0, 40.0, 34.285714285714285)"
06-01-2023 16:47:10.026639,"(11.0, 15.5, 15.125)","(8.0, 10.5, 10.22)","(2.7, 3.25, 3.163157894736842)","(19.0, 23.0, 21.545454545454547)","(8.0, 9.2, 8.837209302325581)","(16.0, 27.0, 25.636363636363637)","(13.0, 19.5, 17.625)","(21.0, 38.0, 36.8)","(7.5, 10.5, 9.026666666666667)","(7.0, 10.0, 9.4375)","(61.0, 130.0, 100.0)","(26.0, 38.0, 35.75)"
06-01-2023 16:47:11.576168,"(11.0, 15.5, 15.125)","(8.0, 10.5, 10.28695652173913)","(2.7, 3.25, 3.163157894736842)","(19.0, 23.0, 21.545454545454547)","(8.0, 9.2, 8.86086956521739)","(16.0, 27.0, 25.636363636363637)","(13.0, 19.5, 17.625)","(21.0, 38.0, 36.8)","(7.5, 10.5, 9.026666666666667)","(7.5, 10.0, 9.4375)","(61.0, 130.0, 100.0)","(26.0, 38.0, 35.75)"
06-01-2023 16:47:13.102840,"(11.0, 15.5, 15.125)","(8.0, 10.5, 11.2)","(2.7, 3.25, 3.163157894736842)","(19.0, 23.0, 20.0)","(8.0, 9.2, 8.86086956521739)","(16.0, 27.0, 25.636363636363637)","(13.0, 19.5, 17.625)","(21.0, 38.0, 36.8)","(7.5, 10.5, 9.236363636363636)","(7.5, 10.0, 9.4375)","(61.0, 130.0, 100.0)","(26.0, 38.0, 35.75)"
06-01-2023 16:47:14.611673,"(11.0, 15.5, 14.36)","(8.0, 12.0, 11.2)","(2.7, 3.25, 3.163157894736842)","(19.0, 23.0, 20.75)","(8.0, 9.2, 8.86086956521739)","(16.0, 27.0, 25.636363636363637)","(13.0, 19.5, 17.625)","(21.0, 38.0, 36.8)","(7.5, 10.0, 9.10909090909091)","(7.5, 10.0, 9.4375)","(61.0, 130.0, 100.0)","(26.0, 38.0, 35.75)"
06-01-2023 16:47:16.093793,"(11.0, 15.5, 14.692307692307692)","(8.0, 12.0, 10.666666666666666)","(2.7, 3.25, 3.158771929824561)","(19.0, 23.0, 20.88235294117647)","(8.0, 9.2, 8.86086956521739)","(16.0, 27.0, 22.833333333333332)","(13.0, 19.5, 17.625)","(21.0, 38.0, 37.0)","(7.5, 10.0, 9.2)","(7.5, 10.0, 9.4375)","(61.0, 130.0, 88.0)","(26.0, 38.0, 34.0)"
06-01-2023 16:47:17.677213,"(11.0, 15.5, 14.692307692307692)","(8.0, 12.0, 11.0)","(2.7, 3.25, 3.158771929824561)","(19.0, 23.0, 20.833333333333332)","(8.0, 9.2, 8.86086956521739)","(16.0, 27.0, 22.833333333333332)","(13.0, 19.5, 17.625)","(21.0, 38.0, 37.0)","(7.5, 9.6, 9.2)","(7.5, 10.0, 9.526315789473685)","(61.0, 130.0, 116.0)","(26.0, 40.0, 34.0)"
06-01-2023 16:47:19.202953,"(11.0, 15.5, 14.1875)","(8.0, 12.0, 11.0)","(2.7, 3.25, 3.158771929824561)","(19.0, 22.0, 20.833333333333332)","(8.0, 9.2, 8.86086956521739)","(16.0, 27.0, 22.833333333333332)","(13.0, 19.5, 17.625)","(21.0, 38.0, 36.5)","(7.5, 9.6, 9.2)","(7.5, 10.0, 9.64)","(61.0, 130.0, 108.33333333333334)","(26.0, 40.0, 34.0)"
06-01-2023 16:47:20.790418,"(11.0, 15.5, 14.041666666666666)","(8.0, 12.0, 11.0)","(2.7, 3.25, 3.158771929824561)","(19.0, 22.0, 20.833333333333332)","(8.0, 9.2, 8.482758620689655)","(16.0, 27.0, 22.833333333333332)","(13.0, 19.5, 17.625)","(21.0, 38.0, 36.5)","(7.5, 9.6, 9.2)","(7.5, 10.0, 9.64)","(61.0, 130.0, 100.0)","(26.0, 40.0, 34.0)"
06-01-2023 16:47:22.353862,"(11.0, 15.5, 14.041666666666666)","(8.0, 12.0, 11.0)","(2.7, 3.25, 3.158771929824561)","(19.0, 22.0, 20.833333333333332)","(8.0, 9.2, 8.482758620689655)","(16.0, 27.0, 22.833333333333332)","(13.0, 19.5, 17.625)","(21.0, 38.0, 36.5)","(7.5, 9.6, 9.3)","(7.5, 10.0, 9.64)","(61.0, 130.0, 100.0)","(26.0, 40.0, 34.0)"
06-01-2023 16:47:23.990197,"(12.0, 15.5, 14.5)","(8.0, 12.0, 11.0)","(2.7, 3.25, 3.158771929824561)","(20.0, 22.0, 20.833333333333332)","(7.5, 9.2, 8.482758620689655)","(17.0, 27.0, 22.833333333333332)","(13.0, 19.5, 17.625)","(26.0, 38.0, 36.0)","(7.5, 9.8, 9.545454545454547)","(7.5, 10.0, 9.64)","(61.0, 130.0, 100.0)","(26.0, 40.0, 34.0)"
06-01-2023 16:47:25.532362,"(12.0, 15.0, 14.5)","(8.0, 12.0, 11.0)","(2.7, 3.25, 3.158771929824561)","(20.0, 22.0, 20.833333333333332)","(7.5, 9.2, 8.482758620689655)","(17.0, 27.0, 22.833333333333332)","(13.0, 19.5, 17.625)","(26.0, 38.0, 36.0)","(7.5, 9.8, 9.545454545454547)","(7.5, 10.0, 9.64)","(61.0, 130.0, 100.0)","(26.0, 40.0, 34.0)"
06-01-2023 16:47:27.045234,"(12.0, 15.0, 14.5)","(8.0, 12.0, 11.0)","(2.7, 3.25, 3.158771929824561)","(20.0, 22.0, 20.833333333333332)","(7.5, 9.2, 8.482758620689655)","(17.0, 27.0, 22.833333333333332)","(13.0, 19.5, 17.625)","(26.0, 38.0, 36.0)","(7.5, 9.8, 9.545454545454547)","(7.5, 10.0, 9.64)","(61.0, 130.0, 100.0)","(26.0, 40.0, 34.0)"
06-01-2023 16:47:29.001691,"(12.0, 15.0, 14.5)","(8.0, 12.0, 11.0)","(2.7, 3.25, 3.158771929824561)","(20.0, 22.0, 20.833333333333332)","(7.5, 9.2, 8.482758620689655)","(17.0, 27.0, 24.727272727272727)","(13.0, 19.5, 17.625)","(26.0, 38.0, 36.0)","(7.5, 9.8, 9.545454545454547)","(7.5, 10.0, 9.64)","(61.0, 130.0, 100.0)","(26.0, 40.0, 34.0)"
06-01-2023 16:47:30.769018,"(12.0, 15.0, 14.5)","(8.0, 12.0, 11.0)","(2.7, 3.25, 3.158771929824561)","(20.0, 22.0, 20.833333333333332)","(7.5, 9.2, 8.482758620689655)","(17.0, 27.0, 24.142857142857142)","(13.0, 19.5, 17.625)","(26.0, 38.0, 36.0)","(7.5, 9.8, 9.2)","(7.5, 10.0, 9.64)","(61.0, 130.0, 100.0)","(26.0, 40.0, 34.0)"
06-01-2023 16:47:32.460951,"(12.0, 15.0, 14.25)","(8.0, 12.0, 10.333333333333334)","(2.7, 3.25, 3.0020408163265304)","(20.0, 22.0, 20.833333333333332)","(7.5, 9.2, 8.482758620689655)","(17.0, 27.0, 24.142857142857142)","(13.0, 19.5, 17.625)","(26.0, 38.0, 36.0)","(7.5, 9.8, 9.200000000000001)","(7.5, 10.0, 9.64)","(61.0, 130.0, 100.0)","(26.0, 40.0, 34.0)"
06-01-2023 16:47:34.450654,"(12.0, 15.5, 14.833333333333334)","(8.0, 12.5, 11.5)","(2.7, 3.15, 3.0533333333333332)","(20.0, 22.0, 21.57142857142857)","(7.5, 9.2, 8.482758620689655)","(17.0, 27.0, 25.823529411764707)","(13.0, 19.5, 18.3)","(26.0, 38.0, 36.0)","(7.5, 10.0, 9.666666666666666)","(7.0, 10.0, 9.64)","(61.0, 130.0, 100.0)","(26.0, 40.0, 36.8)"
06-01-2023 16:47:36.210182,"(12.0, 15.5, 14.5)","(8.0, 12.5, 10.722222222222221)","(2.7, 3.15, 2.9209285714285715)","(20.0, 22.0, 21.625)","(7.5, 9.2, 8.27142857142857)","(17.0, 27.0, 24.142857142857142)","(13.0, 19.5, 18.3)","(26.0, 38.0, 36.0)","(7.5, 10.0, 9.666666666666666)","(7.0, 10.0, 9.64)","(61.0, 130.0, 100.0)","(26.0, 40.0, 34.0)"
06-01-2023 16:47:38.125703,"(12.0, 15.5, 14.5)","(8.0, 12.5, 11.5)","(2.7, 3.05, 2.9253793103448276)","(20.0, 22.0, 21.75)","(7.5, 9.2, 8.27142857142857)","(17.0, 27.0, 25.823529411764707)","(13.0, 19.5, 18.97826086956522)","(26.0, 38.0, 36.0)","(7.5, 10.0, 9.935483870967742)","(7.0, 10.0, 9.555555555555555)","(61.0, 130.0, 100.0)","(26.0, 40.0, 36.8)"
06-01-2023 16:47:39.978818,"(12.0, 15.5, 14.75)","(8.0, 12.0, 11.5)","(2.7, 3.05, 2.9253793103448276)","(20.0, 22.0, 21.75)","(7.5, 9.2, 8.457142857142857)","(17.0, 27.0, 25.823529411764707)","(13.0, 19.5, 18.375)","(26.0, 38.0, 36.0)","(7.5, 10.0, 9.935483870967742)","(7.0, 10.0, 9.775)","(61.0, 130.0, 100.0)","(26.0, 40.0, 36.8)"
06-01-2023 16:47:41.860887,"(12.0, 15.5, 14.75)","(8.0, 12.0, 11.5)","(2.7, 3.05, 3.0727272727272728)","(20.0, 22.0, 21.75)","(7.5, 9.2, 8.457142857142857)","(17.0, 27.0, 25.823529411764707)","(13.0, 19.5, 18.375)","(26.0, 38.0, 36.0)","(7.5, 10.0, 9.917241379310346)","(7.0, 10.0, 9.775)","(61.0, 130.0, 100.0)","(26.0, 40.0, 36.8)"
06-01-2023 16:47:43.840444,"(12.0, 15.5, 14.75)","(8.0, 12.0, 11.5)","(2.7, 3.2, 3.0923076923076924)","(20.0, 22.0, 21.625)","(7.5, 9.2, 8.457142857142857)","(17.0, 27.0, 24.142857142857142)","(13.0, 19.5, 18.375)","(26.0, 38.0, 36.0)","(7.5, 10.0, 9.5)","(7.0, 10.0, 9.4375)","(61.0, 130.0, 100.0)","(26.0, 40.0, 34.0)"
06-01-2023 16:47:45.465862,"(12.0, 15.5, 14.75)","(8.0, 12.0, 11.5)","(2.7, 3.2, 3.0923076923076924)","(20.0, 22.0, 21.625)","(7.5, 9.2, 8.457142857142857)","(17.0, 27.0, 24.142857142857142)","(13.0, 19.5, 18.375)","(26.0, 38.0, 36.0)","(7.5, 10.0, 9.5)","(7.0, 10.0, 9.485714285714286)","(61.0, 130.0, 100.0)","(26.0, 40.0, 34.0)"
06-01-2023 16:47:47.119675,"(12.0, 15.5, 14.75)","(8.0, 12.0, 11.5)","(2.7, 3.2, 3.0923076923076924)","(20.0, 22.0, 21.625)","(7.5, 9.2, 8.457142857142857)","(17.0, 27.0, 24.142857142857142)","(13.0, 19.5, 18.375)","(26.0, 38.0, 36.0)","(7.5, 10.0, 9.5)","(7.0, 10.0, 9.485714285714286)","(61.0, 130.0, 100.0)","(26.0, 40.0, 34.0)"
06-01-2023 16:47:48.694944,"(12.0, 15.5, 14.833333333333334)","(8.0, 12.0, 11.5)","(2.7, 3.2, 3.0142857142857142)","(20.0, 22.0, 21.666666666666668)","(7.5, 9.2, 8.303448275862069)","(17.0, 27.0, 24.142857142857142)","(13.0, 19.5, 17.625)","(26.0, 38.0, 36.0)","(7.5, 10.0, 9.5)","(7.0, 10.0, 9.485714285714286)","(61.0, 130.0, 97.0)","(26.0, 40.0, 34.0)"
06-01-2023 16:47:50.354793,"(12.0, 15.5, 14.833333333333334)","(8.0, 12.0, 11.5)","(2.7, 3.2, 2.9872727272727273)","(20.0, 22.0, 20.263157894736842)","(7.5, 9.2, 8.303448275862069)","(17.0, 27.0, 24.142857142857142)","(13.0, 19.5, 17.625)","(26.0, 38.0, 36.0)","(7.5, 10.0, 9.5)","(7.0, 10.0, 9.55)","(61.0, 130.0, 109.375)","(26.0, 40.0, 34.0)"
06-01-2023 16:47:52.021758,"(12.0, 15.5, 15.289473684210526)","(8.0, 12.0, 11.5)","(2.7, 3.2, 2.974666666666667)","(20.0, 22.0, 21.266666666666666)","(7.5, 9.2, 8.611320754716981)","(17.0, 27.0, 24.142857142857142)","(13.0, 19.5, 17.625)","(26.0, 38.0, 36.0)","(7.5, 10.0, 9.5)","(7.0, 10.0, 9.7)","(61.0, 130.0, 100.0)","(26.0, 40.0, 34.0)"
06-01-2023 16:47:53.854100,"(12.0, 15.5, 15.289473684210526)","(8.0, 12.0, 11.5)","(2.7, 3.2, 2.968888888888889)","(20.0, 22.0, 21.266666666666666)","(7.5, 9.2, 8.611320754716981)","(17.0, 27.0, 27.666666666666668)","(13.0, 19.5, 17.625)","(26.0, 38.0, 36.8)","(7.5, 10.0, 9.5)","(7.0, 10.0, 9.7)","(61.0, 130.0, 100.0)","(26.0, 44.0, 38.0)"
06-01-2023 16:47:55.472406,"(12.0, 15.5, 14.5)","(8.0, 12.0, 11.5)","(2.7, 3.2, 2.962105263157895)","(20.0, 22.0, 22.714285714285715)","(7.5, 9.2, 8.6)","(17.0, 30.0, 27.666666666666668)","(13.0, 19.5, 17.357142857142858)","(26.0, 48.0, 42.0)","(7.5, 10.0, 9.5)","(7.0, 10.0, 9.7)","(61.0, 130.0, 100.0)","(26.0, 42.0, 37.0)"
06-01-2023 16:47:57.145609,"(12.0, 15.5, 14.5)","(8.0, 12.0, 11.5)","(2.7, 3.15, 2.962105263157895)","(20.0, 24.0, 23.0)","(7.5, 9.0, 8.6)","(17.0, 30.0, 27.666666666666668)","(13.0, 19.5, 17.357142857142858)","(26.0, 50.0, 42.0)","(7.5, 10.0, 9.5)","(7.0, 10.0, 9.7)","(61.0, 130.0, 100.0)","(26.0, 42.0, 37.0)"
06-01-2023 16:47:58.791214,"(12.0, 15.5, 14.5)","(8.0, 12.0, 11.5)","(2.7, 3.15, 2.962105263157895)","(20.0, 24.0, 22.5)","(7.5, 9.0, 8.6)","(17.0, 30.0, 27.666666666666668)","(13.0, 19.5, 17.357142857142858)","(26.0, 50.0, 42.0)","(7.5, 10.0, 9.5)","(7.0, 10.0, 9.7)","(61.0, 130.0, 100.0)","(26.0, 42.0, 37.0)"
06-01-2023 16:48:00.451759,"(12.0, 15.5, 14.5)","(8.0, 12.0, 11.5)","(2.7, 3.15, 2.962105263157895)","(20.0, 24.0, 22.5)","(7.5, 9.0, 8.6)","(17.0, 30.0, 27.666666666666668)","(13.0, 19.5, 17.357142857142858)","(26.0, 50.0, 42.0)","(7.5, 10.0, 9.5)","(7.0, 10.0, 9.7)","(61.0, 130.0, 100.0)","(26.0, 42.0, 37.0)"
06-01-2023 16:48:02.153298,"(12.0, 15.5, 15.125)","(8.0, 12.0, 11.5)","(2.7, 3.15, 2.962105263157895)","(20.0, 24.0, 22.5)","(7.5, 9.0, 8.77142857142857)","(17.0, 30.0, 27.666666666666668)","(13.0, 19.5, 17.357142857142858)","(26.0, 50.0, 44.666666666666664)","(7.5, 10.0, 9.5)","(7.0, 10.0, 9.7)","(61.0, 130.0, 100.0)","(26.0, 42.0, 37.0)"
06-01-2023 16:48:03.855533,"(12.0, 15.5, 15.125)","(8.0, 12.0, 11.5)","(2.7, 3.15, 2.962105263157895)","(20.0, 24.0, 22.5)","(7.5, 9.0, 8.77142857142857)","(17.0, 30.0, 27.666666666666668)","(13.0, 19.5, 18.0)","(26.0, 50.0, 44.666666666666664)","(7.5, 10.0, 9.5)","(7.0, 10.0, 9.7)","(61.0, 130.0, 100.0)","(26.0, 42.0, 37.0)"
06-01-2023 16:48:05.664196,"(12.0, 15.5, 15.125)","(8.0, 12.0, 11.5)","(2.7, 3.15, 2.962105263157895)","(20.0, 24.0, 22.5)","(7.5, 9.0, 8.77142857142857)","(17.0, 30.0, 29.46153846153846)","(13.0, 19.5, 18.0)","(26.0, 50.0, 44.666666666666664)","(7.5, 10.0, 9.5)","(7.0, 10.0, 9.7)","(61.0, 130.0, 100.0)","(26.0, 42.0, 37.0)"
06-01-2023 16:48:07.458395,"(12.0, 15.5, 15.125)","(8.0, 12.0, 11.3)","(2.7, 3.15, 2.962105263157895)","(20.0, 24.0, 21.4)","(7.5, 9.0, 8.929411764705883)","(17.0, 30.0, 23.5)","(13.0, 19.5, 18.0)","(26.0, 50.0, 35.84615384615385)","(7.5, 10.0, 9.5)","(7.0, 10.0, 9.7)","(61.0, 130.0, 100.0)","(26.0, 42.0, 33.45454545454545)"
06-01-2023 16:48:09.391794,"(12.0, 15.5, 15.125)","(8.0, 12.5, 11.3)","(2.7, 3.15, 2.994782608695652)","(20.0, 23.0, 21.4)","(7.5, 9.0, 8.929411764705883)","(17.0, 28.0, 25.0)","(13.0, 19.5, 18.0)","(26.0, 46.0, 35.84615384615385)","(7.5, 10.0, 9.5)","(7.0, 10.0, 9.7)","(61.0, 130.0, 100.0)","(26.0, 40.0, 33.45454545454545)"
06-01-2023 16:48:11.413426,"(12.0, 15.5, 15.125)","(8.0, 12.5, 11.666666666666666)","(2.7, 3.15, 2.994782608695652)","(20.0, 23.0, 21.38095238095238)","(7.5, 9.0, 8.929411764705883)","(17.0, 27.0, 25.0)","(13.0, 19.5, 18.0)","(26.0, 46.0, 34.92307692307692)","(7.5, 10.0, 9.5)","(7.0, 10.0, 9.7)","(61.0, 130.0, 100.0)","(26.0, 40.0, 33.45454545454545)"
06-01-2023 16:48:13.192450,"(12.0, 15.5, 15.125)","(8.0, 13.0, 11.666666666666666)","(2.7, 3.15, 2.994782608695652)","(20.0, 23.0, 21.38095238095238)","(7.5, 9.0, 8.929411764705883)","(17.0, 27.0, 25.0)","(13.0, 19.5, 18.0)","(26.0, 46.0, 37.333333333333336)","(7.5, 10.0, 9.75)","(7.0, 10.0, 9.7)","(61.0, 130.0, 100.0)","(26.0, 40.0, 33.45454545454545)"
06-01-2023 16:48:15.094265,"(12.0, 15.5, 15.125)","(8.0, 13.0, 11.666666666666666)","(2.7, 3.15, 2.994782608695652)","(20.0, 23.0, 21.38095238095238)","(7.5, 9.2, 8.685714285714285)","(17.0, 26.0, 23.5)","(13.0, 19.5, 18.0)","(26.0, 44.0, 35.6)","(7.5, 10.0, 9.733333333333333)","(7.0, 10.0, 9.7)","(61.0, 130.0, 100.0)","(26.0, 40.0, 34.0)"
06-01-2023 16:48:17.064319,"(12.0, 15.5, 15.125)","(8.0, 12.5, 11.5)","(2.7, 3.15, 2.994782608695652)","(20.0, 23.0, 21.38095238095238)","(7.5, 9.2, 8.685714285714285)","(17.0, 25.0, 23.5)","(13.0, 19.5, 18.0)","(26.0, 42.0, 35.6)","(7.5, 10.0, 9.733333333333333)","(7.0, 10.0, 9.7)","(61.0, 130.0, 81.25)","(26.0, 38.0, 34.0)"
06-01-2023 16:48:18.826942,"(12.0, 15.5, 15.125)","(8.0, 12.5, 11.5)","(2.7, 3.15, 2.994782608695652)","(20.0, 23.0, 21.38095238095238)","(7.5, 9.2, 8.685714285714285)","(17.0, 25.0, 23.5)","(13.0, 19.5, 18.0)","(26.0, 42.0, 35.333333333333336)","(7.5, 10.0, 9.733333333333333)","(7.0, 10.0, 9.7)","(61.0, 130.0, 94.0)","(26.0, 38.0, 34.0)"
06-01-2023 16:48:20.543302,"(12.0, 15.5, 14.5)","(8.0, 12.5, 11.5)","(2.7, 3.15, 2.994782608695652)","(20.0, 23.0, 21.38095238095238)","(7.5, 9.2, 8.685714285714285)","(17.0, 25.0, 23.5)","(13.0, 19.5, 18.0)","(26.0, 42.0, 35.333333333333336)","(7.5, 10.0, 9.733333333333333)","(7.0, 10.0, 9.7)","(61.0, 130.0, 100.0)","(26.0, 38.0, 32.666666666666664)"
06-01-2023 16:48:22.261916,"(12.0, 15.5, 14.5)","(8.0, 12.5, 11.5)","(2.7, 3.15, 2.994782608695652)","(20.0, 23.0, 21.38095238095238)","(7.5, 9.2, 8.685714285714285)","(17.0, 25.0, 23.5)","(13.0, 19.5, 18.0)","(26.0, 42.0, 35.333333333333336)","(7.5, 10.0, 9.733333333333333)","(7.0, 10.0, 9.7)","(61.0, 130.0, 100.0)","(26.0, 38.0, 32.666666666666664)"
06-01-2023 16:48:24.000555,"(12.0, 15.5, 14.5)","(8.0, 12.5, 11.5)","(2.7, 3.15, 2.994782608695652)","(20.0, 23.0, 21.38095238095238)","(7.5, 9.2, 8.685714285714285)","(17.0, 25.0, 23.5)","(13.0, 19.5, 18.0)","(26.0, 42.0, 35.333333333333336)","(7.5, 10.0, 9.733333333333333)","(7.0, 10.0, 9.7)","(61.0, 130.0, 100.0)","(26.0, 38.0, 33.42857142857143)"
06-01-2023 16:48:25.692196,"(12.0, 15.5, 15.125)","(8.0, 12.5, 11.5)","(2.7, 3.15, 2.994782608695652)","(20.0, 23.0, 21.38095238095238)","(7.5, 9.2, 8.685714285714285)","(17.0, 25.0, 23.5)","(13.0, 19.5, 18.0)","(26.0, 42.0, 35.333333333333336)","(7.5, 10.0, 9.68)","(7.0, 10.0, 9.7)","(61.0, 130.0, 100.0)","(26.0, 38.0, 33.42857142857143)"
06-01-2023 16:48:27.328350,"(12.0, 15.5, 15.125)","(8.0, 12.5, 11.5)","(2.7, 3.15, 2.994782608695652)","(20.0, 23.0, 21.11111111111111)","(7.5, 9.2, 8.685714285714285)","(17.0, 25.0, 23.5)","(13.0, 19.5, 18.0)","(26.0, 42.0, 35.333333333333336)","(7.5, 10.0, 9.68)","(7.0, 10.0, 9.7)","(61.0, 130.0, 100.0)","(26.0, 38.0, 34.0)"
