,Wispy Bale,Flash The Hand,Hawk Girl,Redbank Molly,Post The Zipper,Brockies Way,Lucky Ethics,Magical Touch
10-01-2023 21:14:28.499043,"(9.0, 12.5, 11.857142857142858)","(4.2, 10.5, 10.375)","(9.0, 12.0, 10.67741935483871)","(7.0, 9.2, 8.457142857142857)","(4.4, 4.8, 4.633333333333333)","(2.5, 2.78, 2.744)","(31.0, 55.0, 49.92307692307692)","(81.0, 260.0, 190.0)"
10-01-2023 21:14:29.558803,"(9.0, 12.5, 11.857142857142858)","(4.2, 10.5, 10.4)","(9.0, 12.0, 10.67741935483871)","(7.0, 8.6, 8.423529411764706)","(4.4, 4.8, 4.633333333333333)","(2.5, 2.78, 2.744)","(31.0, 55.0, 49.92307692307692)","(81.0, 250.0, 190.0)"
10-01-2023 21:14:30.542170,"(9.0, 12.5, 12.026315789473685)","(4.2, 10.5, 10.4)","(9.0, 12.0, 10.67741935483871)","(7.0, 8.6, 8.423529411764706)","(4.4, 4.8, 4.633333333333333)","(2.5, 2.78, 2.756)","(31.0, 55.0, 49.92307692307692)","(81.0, 250.0, 190.0)"
10-01-2023 21:14:31.544053,"(9.0, 12.5, 12.026315789473685)","(4.2, 10.5, 10.4)","(9.0, 11.5, 11.166666666666666)","(7.0, 8.6, 8.36923076923077)","(4.4, 4.8, 4.633333333333333)","(2.5, 2.78, 2.744)","(31.0, 55.0, 50.416666666666664)","(81.0, 250.0, 190.0)"
10-01-2023 21:14:32.518137,"(9.0, 12.5, 12.026315789473685)","(4.2, 10.5, 10.4)","(9.0, 11.5, 10.807692307692308)","(7.0, 8.6, 8.446153846153846)","(4.4, 4.8, 4.633333333333333)","(2.5, 2.78, 2.7439999999999998)","(31.0, 55.0, 50.416666666666664)","(81.0, 250.0, 190.0)"
10-01-2023 21:14:33.503251,"(9.0, 12.5, 12.088235294117647)","(4.2, 10.5, 10.4)","(9.0, 11.0, 10.90909090909091)","(7.0, 8.6, 8.54)","(4.4, 4.8, 4.633333333333333)","(2.5, 2.78, 2.7586666666666666)","(31.0, 55.0, 50.416666666666664)","(81.0, 250.0, 190.0)"
10-01-2023 21:14:34.524868,"(9.0, 12.5, 12.017241379310345)","(4.2, 10.5, 10.387096774193548)","(9.0, 11.0, 10.74074074074074)","(7.0, 9.4, 9.114285714285714)","(4.4, 4.8, 4.633333333333333)","(2.5, 2.78, 2.7479999999999998)","(31.0, 55.0, 50.416666666666664)","(81.0, 250.0, 190.0)"
10-01-2023 21:14:35.720348,"(9.0, 12.5, 12.013513513513514)","(4.2, 10.5, 10.387096774193548)","(9.0, 11.0, 10.377777777777778)","(7.0, 9.4, 9.127272727272727)","(4.4, 4.8, 4.855555555555556)","(2.5, 2.78, 2.732)","(31.0, 55.0, 50.416666666666664)","(81.0, 250.0, 144.28571428571428)"
10-01-2023 21:14:36.847906,"(9.0, 12.5, 12.013513513513514)","(4.2, 10.5, 10.387096774193548)","(9.0, 11.0, 10.377777777777778)","(7.0, 9.4, 8.704761904761906)","(4.4, 4.9, 4.855555555555556)","(2.5, 2.78, 2.7479999999999998)","(31.0, 55.0, 50.416666666666664)","(81.0, 230.0, 170.0)"
10-01-2023 21:14:38.055700,"(9.0, 12.5, 12.013513513513514)","(4.2, 10.5, 10.397058823529411)","(9.0, 11.0, 10.377777777777778)","(7.0, 8.8, 8.704761904761906)","(4.4, 4.9, 4.713333333333334)","(2.5, 2.78, 2.7479999999999998)","(31.0, 55.0, 50.416666666666664)","(81.0, 230.0, 170.0)"
10-01-2023 21:14:39.218764,"(9.0, 12.5, 12.013513513513514)","(4.2, 10.5, 10.397058823529411)","(9.0, 11.0, 10.377777777777778)","(7.0, 8.8, 8.704761904761906)","(4.4, 4.9, 4.677777777777778)","(2.5, 2.78, 2.732)","(31.0, 55.0, 50.416666666666664)","(81.0, 230.0, 170.0)"
10-01-2023 21:14:40.678615,"(9.0, 12.5, 12.013513513513514)","(4.2, 10.5, 10.397058823529411)","(9.0, 11.0, 10.377777777777778)","(7.0, 8.8, 8.678260869565218)","(4.4, 4.9, 4.7)","(2.5, 2.78, 2.7479999999999998)","(31.0, 55.0, 50.416666666666664)","(81.0, 230.0, 168.75)"
10-01-2023 21:14:41.975790,"(9.0, 12.5, 12.013513513513514)","(4.2, 10.5, 10.397058823529411)","(9.0, 11.0, 10.317073170731707)","(7.0, 8.8, 8.678260869565218)","(4.4, 4.8, 4.7)","(2.5, 2.78, 2.7479999999999998)","(31.0, 55.0, 50.416666666666664)","(81.0, 230.0, 168.75)"
10-01-2023 21:14:43.186025,"(9.0, 12.5, 12.013513513513514)","(4.2, 10.5, 10.397058823529411)","(9.0, 11.0, 10.317073170731707)","(7.0, 8.8, 8.776470588235295)","(4.4, 4.8, 4.78)","(2.5, 2.78, 2.7342857142857144)","(31.0, 55.0, 50.0)","(81.0, 230.0, 141.42857142857142)"
10-01-2023 21:14:44.351664,"(9.0, 12.5, 12.013513513513514)","(4.2, 10.5, 10.387096774193548)","(9.0, 11.0, 10.317073170731707)","(7.0, 8.8, 8.776470588235295)","(4.4, 4.9, 4.6923076923076925)","(2.5, 2.78, 2.7533333333333334)","(31.0, 55.0, 49.92307692307692)","(81.0, 210.0, 167.14285714285714)"
10-01-2023 21:14:45.475143,"(9.0, 12.5, 12.013513513513514)","(4.2, 10.5, 10.387096774193548)","(9.0, 11.0, 10.317073170731707)","(7.0, 8.8, 8.552380952380952)","(4.4, 4.9, 4.741176470588235)","(2.5, 2.78, 2.7463157894736843)","(31.0, 55.0, 49.92307692307692)","(81.0, 210.0, 132.85714285714286)"
10-01-2023 21:14:46.591660,"(9.0, 12.5, 12.013513513513514)","(4.2, 10.5, 10.4)","(9.0, 11.0, 10.317073170731707)","(7.0, 8.6, 8.541176470588235)","(4.4, 4.9, 4.741176470588235)","(2.5, 2.78, 2.7342857142857144)","(31.0, 55.0, 49.92307692307692)","(81.0, 210.0, 172.5)"
10-01-2023 21:14:47.638618,"(9.0, 12.5, 12.013513513513514)","(4.2, 10.5, 10.4)","(9.0, 11.0, 10.317073170731707)","(7.0, 8.6, 8.541176470588235)","(4.4, 4.9, 4.765)","(2.5, 2.78, 2.7704)","(31.0, 55.0, 49.92307692307692)","(81.0, 210.0, 172.5)"
10-01-2023 21:14:48.641318,"(9.0, 12.5, 12.013513513513514)","(4.2, 10.5, 10.4)","(9.0, 11.0, 10.317073170731707)","(7.0, 8.6, 8.541176470588235)","(4.4, 4.9, 4.765)","(2.5, 2.78, 2.7586666666666666)","(31.0, 55.0, 49.92307692307692)","(81.0, 210.0, 168.33333333333334)"
10-01-2023 21:14:49.682451,"(9.0, 12.5, 12.013513513513514)","(4.2, 10.5, 10.4)","(9.0, 11.0, 10.317073170731707)","(7.0, 8.6, 8.541176470588235)","(4.4, 4.9, 4.769565217391304)","(2.5, 2.78, 2.7586666666666666)","(31.0, 55.0, 49.92307692307692)","(81.0, 210.0, 168.33333333333334)"
10-01-2023 21:14:50.698632,"(9.0, 12.5, 12.013513513513514)","(4.2, 10.5, 10.4)","(9.0, 11.0, 10.317073170731707)","(7.0, 8.6, 8.56)","(4.4, 4.9, 4.769565217391304)","(2.5, 2.78, 2.7424999999999997)","(31.0, 55.0, 49.92307692307692)","(81.0, 210.0, 168.33333333333334)"
10-01-2023 21:14:51.744452,"(9.0, 12.5, 12.013513513513514)","(4.2, 10.5, 10.387096774193548)","(9.0, 11.0, 10.428571428571429)","(7.0, 9.6, 9.323076923076924)","(4.4, 4.9, 4.769565217391304)","(2.5, 2.78, 2.724390243902439)","(31.0, 55.0, 49.92307692307692)","(81.0, 210.0, 168.33333333333334)"
10-01-2023 21:14:52.747245,"(9.0, 12.5, 12.013513513513514)","(4.2, 10.5, 10.387096774193548)","(9.0, 11.0, 10.428571428571429)","(7.0, 9.6, 9.141666666666666)","(4.4, 4.9, 4.769565217391304)","(2.5, 2.78, 2.724390243902439)","(31.0, 55.0, 49.92307692307692)","(81.0, 210.0, 135.0)"
10-01-2023 21:14:53.817103,"(9.0, 12.5, 12.026315789473685)","(4.2, 10.5, 10.387096774193548)","(9.0, 11.0, 10.428571428571429)","(7.0, 9.6, 8.88421052631579)","(4.4, 4.9, 4.769565217391304)","(2.5, 2.78, 2.727826086956522)","(31.0, 55.0, 49.92307692307692)","(81.0, 210.0, 176.66666666666666)"
10-01-2023 21:14:54.933497,"(9.0, 12.5, 11.78)","(4.2, 10.5, 10.393939393939394)","(9.0, 11.0, 10.428571428571429)","(7.0, 9.2, 9.075)","(4.4, 4.9, 4.6499999999999995)","(2.5, 2.78, 2.7373333333333334)","(31.0, 55.0, 49.92307692307692)","(81.0, 210.0, 176.66666666666666)"
10-01-2023 21:14:55.992956,"(9.0, 12.5, 11.681818181818182)","(4.2, 10.5, 10.393939393939394)","(9.0, 11.0, 10.428571428571429)","(7.0, 9.2, 9.018181818181818)","(4.4, 4.8, 4.72)","(2.5, 2.78, 2.7373333333333334)","(31.0, 55.0, 49.92307692307692)","(81.0, 210.0, 160.0)"
10-01-2023 21:14:57.110554,"(9.0, 12.5, 11.681818181818182)","(4.2, 10.5, 10.393939393939394)","(9.0, 11.0, 10.317073170731707)","(7.0, 9.2, 9.00952380952381)","(4.4, 4.8, 4.673684210526316)","(2.5, 2.78, 2.7583333333333333)","(31.0, 55.0, 49.92307692307692)","(81.0, 210.0, 185.0)"
10-01-2023 21:14:58.357620,"(9.0, 12.5, 11.833333333333334)","(4.2, 10.5, 10.393939393939394)","(9.0, 11.0, 10.317073170731707)","(7.0, 9.2, 9.00952380952381)","(4.4, 4.8, 4.673684210526316)","(2.5, 2.8, 2.7466666666666666)","(31.0, 55.0, 49.92307692307692)","(81.0, 210.0, 185.0)"
10-01-2023 21:14:59.448644,"(9.0, 12.5, 11.6)","(4.2, 10.5, 10.393939393939394)","(9.0, 11.0, 10.317073170731707)","(7.0, 9.2, 9.00952380952381)","(4.4, 4.8, 4.673684210526316)","(2.5, 2.8, 2.7466666666666666)","(31.0, 55.0, 49.92307692307692)","(81.0, 210.0, 185.0)"
10-01-2023 21:15:00.692221,"(9.0, 12.5, 11.6)","(4.2, 10.5, 10.387096774193548)","(9.0, 11.0, 10.317073170731707)","(7.0, 9.2, 9.075)","(4.4, 4.8, 4.533333333333333)","(2.5, 2.82, 2.793913043478261)","(31.0, 55.0, 49.92307692307692)","(81.0, 210.0, 185.0)"
10-01-2023 21:15:01.798069,"(9.0, 12.5, 11.78)","(4.2, 10.5, 10.387096774193548)","(9.0, 11.0, 10.317073170731707)","(7.0, 9.2, 9.075)","(4.4, 4.8, 4.533333333333333)","(2.5, 2.82, 2.8326315789473684)","(31.0, 55.0, 49.92307692307692)","(81.0, 210.0, 135.0)"
10-01-2023 21:15:02.944599,"(9.0, 12.5, 11.6)","(4.2, 10.5, 10.387096774193548)","(9.0, 11.0, 10.317073170731707)","(7.0, 9.2, 9.075)","(4.4, 4.8, 4.533333333333333)","(2.5, 2.84, 2.78125)","(31.0, 55.0, 49.92307692307692)","(81.0, 210.0, 190.0)"
10-01-2023 21:15:04.126065,"(9.0, 12.5, 11.6)","(4.2, 10.5, 10.397058823529411)","(9.0, 11.0, 10.317073170731707)","(7.0, 9.0, 8.894736842105264)","(4.4, 4.8, 4.72)","(2.5, 2.86, 2.812)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:05.267983,"(9.0, 12.5, 11.78)","(4.2, 10.5, 10.397058823529411)","(9.0, 11.0, 10.380952380952381)","(7.0, 9.0, 8.894736842105264)","(4.4, 4.8, 4.693333333333333)","(2.5, 2.86, 2.8)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:06.347930,"(9.0, 12.5, 11.6)","(4.2, 10.5, 10.397058823529411)","(9.0, 11.0, 10.380952380952381)","(7.0, 9.0, 8.742857142857144)","(4.4, 4.8, 4.693333333333333)","(2.5, 2.84, 2.8177777777777777)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:07.398372,"(9.0, 12.5, 11.6)","(4.2, 10.5, 10.397058823529411)","(9.0, 11.0, 10.380952380952381)","(7.0, 9.0, 8.611764705882353)","(4.4, 4.8, 4.693333333333333)","(2.5, 2.84, 2.8177777777777777)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:08.473220,"(9.0, 12.5, 11.78)","(4.2, 10.5, 10.397058823529411)","(9.0, 11.0, 10.380952380952381)","(7.0, 9.0, 8.76)","(4.4, 4.8, 4.64)","(2.5, 2.84, 2.800869565217391)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:09.538436,"(9.0, 12.5, 11.6)","(4.2, 10.5, 10.387096774193548)","(9.0, 11.0, 10.380952380952381)","(7.0, 9.0, 8.76)","(4.4, 4.8, 4.672)","(2.5, 2.84, 2.8177777777777777)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:10.639648,"(9.0, 12.5, 11.78)","(4.2, 10.5, 10.387096774193548)","(9.0, 11.0, 10.380952380952381)","(7.0, 9.0, 8.50909090909091)","(4.4, 4.8, 4.672)","(2.5, 2.84, 2.800869565217391)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:11.671134,"(9.0, 12.5, 11.6)","(4.2, 10.5, 10.397058823529411)","(9.0, 11.0, 10.380952380952381)","(7.0, 8.6, 8.50909090909091)","(4.4, 4.8, 4.689655172413793)","(2.5, 2.84, 2.8177777777777777)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:12.788975,"(9.0, 12.5, 12.038461538461538)","(4.2, 10.5, 10.397058823529411)","(9.0, 11.0, 10.5)","(7.0, 8.6, 8.488888888888889)","(4.4, 4.8, 4.689655172413793)","(2.5, 2.84, 2.800869565217391)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:13.867306,"(9.0, 12.5, 12.038461538461538)","(4.2, 10.5, 10.420454545454545)","(9.0, 11.0, 10.5)","(7.0, 8.6, 8.488888888888889)","(4.4, 4.8, 4.689655172413793)","(2.5, 2.84, 2.7866666666666666)","(31.0, 55.0, 50.416666666666664)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:14.939208,"(9.0, 12.5, 12.038461538461538)","(4.2, 10.5, 10.420454545454545)","(9.0, 11.0, 10.5)","(7.0, 8.6, 8.428571428571429)","(4.4, 4.8, 4.717948717948718)","(2.5, 2.84, 2.7800000000000002)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:16.065006,"(9.0, 12.5, 12.038461538461538)","(4.2, 10.5, 10.420454545454545)","(9.0, 11.0, 10.5)","(7.0, 8.6, 8.381818181818181)","(4.4, 4.8, 4.728888888888889)","(2.5, 2.84, 2.7832432432432435)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:17.286236,"(9.0, 12.5, 12.038461538461538)","(4.2, 10.5, 10.414634146341463)","(9.0, 11.0, 10.5)","(7.0, 8.8, 8.575)","(4.4, 4.8, 4.708571428571428)","(2.5, 2.84, 2.7832432432432435)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:18.493158,"(9.0, 12.5, 12.038461538461538)","(4.2, 10.5, 10.414634146341463)","(9.0, 11.0, 10.5)","(7.0, 8.8, 8.575)","(4.4, 4.8, 4.708571428571428)","(2.5, 2.84, 2.7832432432432435)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:19.708591,"(9.0, 12.5, 12.038461538461538)","(4.2, 10.5, 10.422222222222222)","(9.0, 11.0, 10.5)","(7.0, 8.8, 8.323076923076924)","(4.4, 4.8, 4.708571428571428)","(2.5, 2.84, 2.7866666666666666)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:20.904750,"(9.0, 12.5, 12.038461538461538)","(4.2, 10.5, 10.422222222222222)","(9.0, 11.0, 10.5)","(7.0, 8.4, 8.542857142857143)","(4.4, 4.8, 4.707692307692308)","(2.5, 2.84, 2.70969696969697)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:22.147976,"(9.0, 12.5, 12.038461538461538)","(4.2, 10.5, 10.422222222222222)","(9.0, 11.0, 10.5)","(7.0, 8.8, 8.68)","(4.4, 4.8, 4.7)","(2.5, 2.74, 2.6950000000000003)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:23.419166,"(9.0, 12.5, 12.038461538461538)","(4.2, 10.5, 10.422222222222222)","(9.0, 11.0, 10.5)","(7.0, 8.8, 8.68)","(4.4, 4.8, 4.729411764705882)","(2.5, 2.74, 2.6950000000000003)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:24.869828,"(9.0, 12.5, 12.038461538461538)","(4.2, 10.5, 10.422222222222222)","(9.0, 11.0, 10.5)","(7.0, 8.8, 8.68)","(4.4, 4.8, 4.729411764705882)","(2.5, 2.74, 2.702727272727273)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:26.165716,"(9.0, 12.5, 12.038461538461538)","(4.2, 10.5, 10.422222222222222)","(9.0, 11.0, 10.5)","(7.0, 8.8, 8.68)","(4.4, 4.8, 4.729411764705882)","(2.5, 2.74, 2.703823529411765)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:27.459519,"(9.0, 12.5, 12.038461538461538)","(4.2, 10.5, 10.416666666666666)","(9.0, 11.0, 10.589285714285714)","(7.0, 8.8, 8.733333333333334)","(4.4, 4.8, 4.65)","(2.5, 2.74, 2.72)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:28.775855,"(9.0, 12.5, 12.1)","(4.2, 10.5, 10.416666666666666)","(9.0, 11.0, 10.616666666666667)","(7.0, 8.8, 8.36)","(4.4, 4.8, 4.7272727272727275)","(2.5, 2.8, 2.72)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:29.971787,"(9.0, 12.5, 12.038461538461538)","(4.2, 10.5, 10.423913043478262)","(9.0, 11.0, 10.651515151515152)","(7.0, 8.6, 8.36)","(4.4, 4.8, 4.748387096774193)","(2.5, 2.78, 2.7533333333333334)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:31.230756,"(9.0, 12.5, 12.038461538461538)","(4.2, 10.5, 10.423913043478262)","(9.0, 11.0, 10.651515151515152)","(7.0, 8.6, 8.36)","(4.4, 4.8, 4.748387096774193)","(2.5, 2.78, 2.7223076923076923)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:32.438444,"(9.0, 12.5, 12.038461538461538)","(4.2, 10.5, 10.423913043478262)","(9.0, 11.0, 10.651515151515152)","(7.0, 8.6, 8.36)","(4.4, 4.8, 4.748387096774193)","(2.5, 2.78, 2.7223076923076923)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:33.817333,"(10.0, 12.5, 12.038461538461538)","(4.6, 10.5, 10.423913043478262)","(9.0, 11.0, 10.651515151515152)","(7.0, 8.6, 8.36)","(4.2, 4.8, 4.748387096774193)","(2.45, 2.78, 2.705)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:35.063094,"(10.0, 12.5, 12.038461538461538)","(4.6, 11.0, 10.966666666666667)","(9.0, 11.0, 10.64516129032258)","(7.0, 8.8, 8.68)","(4.2, 4.8, 4.7368421052631575)","(2.45, 2.78, 2.7115789473684213)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:36.294642,"(10.0, 12.5, 12.038461538461538)","(4.6, 11.0, 10.966666666666667)","(9.0, 11.0, 10.64516129032258)","(7.0, 8.8, 8.68)","(4.2, 4.8, 4.7368421052631575)","(2.45, 2.78, 2.7115789473684213)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:37.579374,"(10.0, 12.5, 12.038461538461538)","(4.8, 11.5, 10.733333333333333)","(9.0, 11.0, 10.50943396226415)","(7.0, 8.8, 8.36)","(4.2, 4.8, 4.695652173913043)","(2.45, 2.78, 2.6811764705882353)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:39.051359,"(10.0, 12.5, 12.038461538461538)","(4.8, 11.0, 10.870967741935484)","(9.0, 11.0, 10.446808510638299)","(7.0, 8.6, 8.36)","(4.2, 4.8, 4.695652173913043)","(2.45, 2.78, 2.7145454545454544)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:40.263587,"(10.0, 12.5, 12.038461538461538)","(4.8, 11.0, 10.870967741935484)","(9.0, 11.0, 10.5)","(7.0, 8.6, 8.36)","(4.2, 4.8, 4.671428571428572)","(2.45, 2.76, 2.745)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:41.552003,"(10.0, 12.5, 12.029411764705882)","(4.8, 11.5, 11.142857142857142)","(9.0, 11.0, 10.440677966101696)","(7.0, 8.6, 8.36)","(4.2, 4.7, 4.638461538461539)","(2.45, 2.76, 2.7226086956521742)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:42.899354,"(10.0, 12.5, 12.029411764705882)","(4.8, 11.5, 11.533333333333333)","(9.0, 11.0, 10.440677966101696)","(7.0, 8.6, 8.65)","(4.2, 4.7, 4.638461538461539)","(2.45, 2.74, 2.7226086956521742)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:44.259500,"(10.0, 12.5, 12.029411764705882)","(4.8, 12.0, 11.545454545454545)","(9.0, 11.0, 10.440677966101696)","(7.0, 8.8, 8.65)","(4.2, 4.7, 4.638461538461539)","(2.45, 2.74, 2.7371428571428575)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:45.602593,"(10.0, 12.5, 12.029411764705882)","(4.8, 12.0, 11.545454545454545)","(9.0, 11.0, 10.440677966101696)","(7.0, 8.8, 8.333333333333332)","(4.2, 4.7, 4.638461538461539)","(2.45, 2.74, 2.7371428571428575)","(31.0, 55.0, 50.416666666666664)","(81.0, 200.0, 190.0)"
10-01-2023 21:15:46.867465,"(10.0, 12.5, 12.029411764705882)","(4.8, 12.0, 11.642857142857142)","(9.0, 11.0, 10.440677966101696)","(7.0, 8.6, 8.333333333333332)","(4.2, 4.7, 4.638461538461539)","(2.45, 2.74, 2.7371428571428575)","(31.0, 55.0, 49.5)","(81.0, 200.0, 190.0)"
10-01-2023 21:15:48.120235,"(10.0, 12.5, 12.029411764705882)","(4.8, 12.0, 11.642857142857142)","(9.0, 11.0, 10.440677966101696)","(7.0, 8.6, 8.428571428571429)","(4.2, 4.7, 4.638461538461539)","(2.45, 2.74, 2.7371428571428575)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 190.0)"
10-01-2023 21:15:49.437445,"(10.0, 12.5, 12.029411764705882)","(4.8, 12.0, 11.642857142857142)","(9.0, 11.0, 10.440677966101696)","(7.0, 8.6, 8.333333333333332)","(4.2, 4.7, 4.638461538461539)","(2.45, 2.74, 2.7371428571428575)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 190.0)"
10-01-2023 21:15:50.812734,"(10.0, 12.5, 12.074468085106384)","(4.8, 12.0, 11.642857142857142)","(9.0, 11.0, 10.440677966101696)","(7.0, 8.6, 8.333333333333332)","(4.2, 4.7, 4.638461538461539)","(2.45, 2.74, 2.7371428571428575)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 190.0)"
10-01-2023 21:15:52.089591,"(10.0, 12.5, 12.074468085106384)","(4.8, 12.0, 11.642857142857142)","(9.0, 11.0, 10.440677966101696)","(7.0, 8.6, 8.65)","(4.2, 4.7, 4.638461538461539)","(2.45, 2.74, 2.7371428571428575)","(31.0, 55.0, 49.92307692307692)","(81.0, 200.0, 197.0)"
10-01-2023 21:15:53.259357,"(10.0, 12.5, 12.074468085106384)","(4.8, 12.0, 11.642857142857142)","(9.0, 11.0, 10.440677966101696)","(7.0, 8.8, 8.733333333333334)","(4.2, 4.7, 4.633333333333334)","(2.45, 2.74, 2.7371428571428575)","(31.0, 55.0, 50.8)","(81.0, 200.0, 190.0)"
10-01-2023 21:15:54.422361,"(10.0, 12.5, 12.074468085106384)","(4.8, 12.0, 11.642857142857142)","(9.0, 11.0, 10.440677966101696)","(7.0, 8.8, 8.333333333333332)","(4.2, 4.7, 4.633333333333334)","(2.45, 2.74, 2.717777777777778)","(31.0, 55.0, 51.142857142857146)","(81.0, 200.0, 190.0)"
10-01-2023 21:15:55.545499,"(10.0, 12.5, 12.074468085106384)","(4.8, 12.0, 11.642857142857142)","(9.0, 11.0, 10.440677966101696)","(7.0, 8.6, 8.333333333333332)","(4.2, 4.7, 4.633333333333334)","(2.45, 2.72, 2.717777777777778)","(31.0, 55.0, 51.4)","(81.0, 200.0, 190.0)"
10-01-2023 21:15:56.723569,"(10.0, 12.5, 12.074468085106384)","(4.8, 12.0, 11.642857142857142)","(9.0, 11.0, 10.440677966101696)","(7.0, 8.6, 8.4)","(4.2, 4.7, 4.633333333333334)","(2.45, 2.72, 2.717777777777778)","(31.0, 55.0, 51.4)","(81.0, 200.0, 190.0)"
10-01-2023 21:15:57.840986,"(10.0, 12.5, 12.074468085106384)","(4.8, 12.0, 11.642857142857142)","(9.0, 11.0, 10.440677966101696)","(7.0, 8.6, 8.4)","(4.2, 4.7, 4.65)","(2.45, 2.72, 2.717777777777778)","(31.0, 55.0, 51.4)","(81.0, 200.0, 190.0)"
10-01-2023 21:15:59.035520,"(10.0, 12.5, 12.074468085106384)","(4.8, 12.0, 11.642857142857142)","(9.0, 11.0, 10.440677966101696)","(7.0, 8.6, 8.4)","(4.2, 4.7, 4.65)","(2.45, 2.72, 2.735555555555556)","(31.0, 55.0, 51.4)","(81.0, 200.0, 190.0)"
10-01-2023 21:16:00.360157,"(10.0, 12.5, 12.0625)","(4.8, 12.0, 11.642857142857142)","(9.0, 11.0, 10.440677966101696)","(7.0, 8.6, 8.733333333333334)","(4.2, 4.7, 4.633333333333334)","(2.45, 2.74, 2.735555555555556)","(31.0, 55.0, 51.4)","(81.0, 200.0, 190.0)"
10-01-2023 21:16:01.717651,"(10.0, 12.5, 12.0625)","(4.8, 12.0, 11.633333333333333)","(9.0, 11.0, 10.440677966101696)","(7.0, 8.8, 8.700000000000001)","(4.2, 4.7, 4.691666666666666)","(2.45, 2.74, 2.6715789473684213)","(31.0, 55.0, 49.214285714285715)","(81.0, 200.0, 190.0)"
10-01-2023 21:16:03.195741,"(10.0, 12.5, 12.074468085106384)","(4.8, 12.0, 11.884615384615385)","(9.0, 11.0, 10.440677966101696)","(7.0, 8.8, 8.333333333333332)","(4.2, 4.7, 4.691666666666666)","(2.45, 2.7, 2.670909090909091)","(31.0, 55.0, 49.214285714285715)","(81.0, 200.0, 190.0)"
10-01-2023 21:16:04.431890,"(10.0, 12.5, 12.074468085106384)","(4.8, 12.0, 11.884615384615385)","(9.0, 11.0, 10.440677966101696)","(7.0, 8.6, 8.381818181818181)","(4.2, 4.7, 4.691666666666666)","(2.45, 2.7, 2.666666666666667)","(31.0, 55.0, 48.4)","(81.0, 200.0, 190.0)"
