,Blue Yap,Mcentire,Untroubled,Touch Of Speed,Blue Stingray,Irinka Anna,Just Dream,Lady On Fire
09-01-2023 14:34:33.521550,"(5.0, 10.0, 7.444444444444445)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:34:34.768973,"(5.0, 10.0, 7.444444444444445)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:34:35.992813,"(5.0, 10.0, 7.444444444444445)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:34:37.318958,"(5.0, 10.0, 7.5)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:34:38.571088,"(5.0, 10.0, 7.5)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:34:39.797686,"(5.0, 10.0, 7.5)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:34:41.001318,"(5.0, 10.0, 7.5)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:34:42.344680,"(5.0, 10.0, 7.5)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:34:43.604907,"(5.0, 10.0, 7.5)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:34:44.855036,"(5.0, 10.0, 7.5)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:34:46.320509,"(5.0, 10.0, 7.5)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:34:47.544009,"(5.0, 10.0, 7.5)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:34:48.846169,"(5.0, 10.0, 7.5)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:34:49.959912,"(5.0, 10.0, 7.5)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:34:51.126840,"(5.0, 10.0, 7.5)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:34:52.269787,"(5.0, 10.0, 7.5)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:34:53.512016,"(5.0, 10.0, 7.5)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:34:54.801684,"(5.0, 10.0, 8.533333333333333)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:34:56.002720,"(5.0, 10.0, 8.533333333333333)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:34:57.219485,"(5.0, 10.0, 8.533333333333333)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:34:58.400464,"(5.0, 10.0, 7.611111111111111)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:34:59.484186,"(5.0, 10.0, 7.611111111111111)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:00.635107,"(5.0, 10.0, 7.9)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:01.730535,"(5.0, 10.0, 7.9)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:02.895753,"(5.0, 10.0, 7.9)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:04.004690,"(5.0, 10.0, 7.722222222222222)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:05.134222,"(5.0, 10.0, 7.722222222222222)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:06.326563,"(5.0, 10.0, 7.722222222222222)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:07.486292,"(5.0, 10.0, 7.722222222222222)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:08.635815,"(5.0, 10.0, 7.722222222222222)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:09.739879,"(5.0, 10.0, 7.722222222222222)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:10.850035,"(5.0, 10.0, 7.722222222222222)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:11.897055,"(5.0, 10.0, 7.722222222222222)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:12.990932,"(5.0, 10.0, 7.722222222222222)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:14.068162,"(5.0, 10.0, 7.722222222222222)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:15.397669,"(5.0, 10.0, 7.722222222222222)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:16.798651,"(5.0, 10.0, 7.722222222222222)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:18.016185,"(5.0, 10.0, 7.722222222222222)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:19.209728,"(5.0, 10.0, 8.666666666666666)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:20.435269,"(5.0, 10.0, 8.666666666666666)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:21.600197,"(5.0, 10.0, 8.666666666666666)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:22.645214,"(5.0, 10.0, 7.888888888888889)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:23.738687,"(5.0, 10.0, 7.888888888888889)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:24.930599,"(5.0, 10.0, 7.888888888888889)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:26.035478,"(5.0, 10.0, 7.888888888888889)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:27.171428,"(5.0, 10.0, 7.888888888888889)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:28.242660,"(5.0, 10.0, 7.888888888888889)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:29.357714,"(5.0, 10.0, 7.888888888888889)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:30.454492,"(5.0, 10.0, 7.888888888888889)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:31.506960,"(5.0, 10.0, 7.888888888888889)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:32.619097,"(5.0, 10.0, 7.888888888888889)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:33.691569,"(5.0, 10.0, 7.888888888888889)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:34.794452,"(5.0, 10.0, 7.888888888888889)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:36.028036,"(5.0, 10.0, 7.888888888888889)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:37.114452,"(5.0, 10.0, 7.888888888888889)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:38.249092,"(5.0, 10.0, 7.888888888888889)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:39.420440,"(5.0, 10.0, 7.888888888888889)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:40.471551,"(5.0, 10.0, 7.888888888888889)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:41.481198,"(5.0, 10.0, 7.888888888888889)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:42.767866,"(5.0, 10.0, 7.888888888888889)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:43.793098,"(5.0, 10.0, 8.714285714285715)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:44.897451,"(5.0, 10.0, 8.714285714285715)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:46.096824,"(5.0, 10.0, 8.714285714285715)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:47.229896,"(5.0, 10.0, 8.714285714285715)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:48.273645,"(5.0, 10.0, 8.714285714285715)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:49.285596,"(5.0, 10.0, 8.714285714285715)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:50.272521,"(5.0, 10.0, 8.714285714285715)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:51.324664,"(5.0, 10.0, 8.714285714285715)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:52.844931,"(5.0, 10.0, 8.714285714285715)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:54.007151,"(5.0, 10.0, 8.714285714285715)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:55.250591,"(5.0, 10.0, 8.714285714285715)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:56.457037,"(5.0, 10.0, 8.714285714285715)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:57.621914,"(5.0, 10.0, 9.0)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:35:58.864403,"(5.0, 10.0, 8.666666666666668)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:36:00.041144,"(5.0, 10.0, 8.321428571428571)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:36:01.159402,"(5.0, 10.0, 8.321428571428571)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:36:02.351345,"(5.0, 10.0, 8.321428571428571)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:36:03.478394,"(5.0, 10.0, 7.444444444444445)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:36:04.618563,"(5.0, 10.0, 7.444444444444445)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:36:05.724790,"(5.0, 10.0, 7.444444444444445)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:36:06.771916,"(5.0, 10.0, 7.444444444444445)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
09-01-2023 14:36:07.985218,"(5.0, 10.0, 7.5)","(3.4, 4.7, 3.757142857142857)","(6.0, 9.2, 8.533333333333333)","(3.8, 6.6, 5.819999999999999)","(31.0, 120.0, 65.0)","(4.6, 7.0, 6.266666666666667)","(7.5, 15.5, 9.414285714285715)","(71.0, 490.0, 282.5)"
