,Cortes,Darksaber,Kokonotsu,Lonfire,Ponte Vecchio,Rackermann,The Woke Waiter,Thornycroft,Dreamtime Girl,Field The Moment,Shuffle Dancer
14-12-2022 14:34:39.889295,"(13.0, 18.0, 17.923076923076923)","(31.0, 55.0, 51.666666666666664)","(51.0, 70.0, 68.52941176470588)","(11.0, 14.0, 13.841772151898734)","(31.0, 50.0, 48.86486486486486)","(2.0, 2.22, 2.193458262350937)","(12.0, 16.0, 15.716666666666667)","(14.0, 21.0, 20.043478260869566)","(31.0, 46.0, 43.58620689655172)","(8.0, 9.0, 8.944827586206896)","(8.0, 9.2, 9.17655172413793)"
14-12-2022 14:34:41.159104,"(13.0, 18.0, 17.94736842105263)","(31.0, 55.0, 51.666666666666664)","(51.0, 70.0, 68.52941176470588)","(11.0, 14.0, 13.85632183908046)","(31.0, 50.0, 48.86486486486486)","(2.0, 2.2, 2.1954708520179373)","(12.0, 16.0, 15.716666666666667)","(14.0, 21.0, 20.043478260869566)","(31.0, 44.0, 43.58620689655172)","(8.0, 9.0, 8.933333333333334)","(8.0, 9.2, 9.179020979020978)"
14-12-2022 14:34:42.394808,"(13.0, 18.0, 17.96)","(31.0, 55.0, 51.666666666666664)","(51.0, 70.0, 68.52941176470588)","(11.0, 14.0, 13.848314606741573)","(31.0, 50.0, 48.86486486486486)","(2.0, 2.2, 2.1972826086956525)","(12.0, 16.0, 15.716666666666667)","(14.0, 21.0, 20.043478260869566)","(31.0, 44.0, 43.5)","(8.0, 9.0, 9.140952380952381)","(8.0, 9.2, 9.195419847328244)"
14-12-2022 14:34:43.620271,"(13.0, 18.0, 17.96)","(31.0, 55.0, 51.666666666666664)","(51.0, 70.0, 68.52941176470588)","(11.0, 14.0, 13.841176470588236)","(31.0, 50.0, 48.86486486486486)","(2.0, 2.2, 2.207121535181237)","(12.0, 16.0, 15.716666666666667)","(14.0, 21.0, 20.4)","(31.0, 44.0, 43.5)","(8.0, 9.2, 9.140952380952381)","(8.0, 9.2, 9.225)"
14-12-2022 14:34:44.857943,"(13.0, 18.0, 17.96)","(31.0, 55.0, 51.666666666666664)","(51.0, 70.0, 68.52941176470588)","(11.0, 14.0, 13.841176470588236)","(31.0, 50.0, 48.86486486486486)","(2.0, 2.22, 2.207121535181237)","(12.0, 16.0, 15.716666666666667)","(14.0, 21.0, 20.4)","(31.0, 44.0, 43.38461538461539)","(8.0, 9.2, 9.151020408163264)","(8.0, 9.4, 9.223529411764705)"
14-12-2022 14:34:46.088660,"(13.0, 18.0, 17.96)","(31.0, 55.0, 52.142857142857146)","(51.0, 70.0, 68.52941176470588)","(11.0, 14.0, 13.841176470588236)","(31.0, 50.0, 49.0)","(2.0, 2.22, 2.216556442417332)","(12.0, 16.0, 15.548780487804878)","(14.0, 21.0, 20.576923076923077)","(31.0, 44.0, 41.30434782608695)","(8.0, 9.2, 9.151020408163264)","(8.0, 9.4, 9.21578947368421)"
14-12-2022 14:34:47.331375,"(13.0, 18.0, 17.96)","(31.0, 55.0, 52.142857142857146)","(51.0, 70.0, 68.52941176470588)","(11.0, 14.0, 13.825842696629213)","(31.0, 50.0, 49.0)","(2.0, 2.22, 2.216556442417332)","(12.0, 16.0, 15.545454545454545)","(14.0, 21.0, 20.576923076923077)","(31.0, 42.0, 40.9375)","(8.0, 9.2, 9.151020408163264)","(8.0, 9.4, 9.21578947368421)"
14-12-2022 14:34:48.528185,"(13.0, 18.0, 17.96)","(31.0, 55.0, 52.142857142857146)","(51.0, 70.0, 68.52941176470588)","(11.0, 14.0, 13.825842696629213)","(31.0, 50.0, 49.0)","(2.0, 2.22, 2.216556442417332)","(12.0, 16.0, 15.545454545454545)","(14.0, 21.0, 20.576923076923077)","(31.0, 42.0, 40.9375)","(8.0, 9.2, 9.151020408163264)","(8.0, 9.4, 9.21578947368421)"
14-12-2022 14:34:49.758267,"(13.0, 18.0, 17.96)","(31.0, 55.0, 52.142857142857146)","(51.0, 70.0, 68.61111111111111)","(11.0, 14.0, 13.825842696629213)","(31.0, 50.0, 49.05263157894737)","(2.0, 2.22, 2.2171631205673763)","(12.0, 16.0, 15.545454545454545)","(14.0, 21.0, 20.59090909090909)","(31.0, 42.0, 40.8)","(8.0, 9.2, 9.151020408163264)","(8.0, 9.4, 9.17142857142857)"
14-12-2022 14:34:50.969565,"(13.0, 18.0, 17.962962962962962)","(31.0, 55.0, 52.77777777777778)","(51.0, 70.0, 68.61111111111111)","(11.0, 14.0, 13.825842696629213)","(31.0, 50.0, 48.8)","(2.0, 2.22, 2.2173026315789475)","(12.0, 16.0, 15.545454545454545)","(14.0, 21.0, 20.5)","(31.0, 42.0, 40.8)","(8.0, 9.2, 9.151020408163264)","(8.0, 9.2, 9.17142857142857)"
14-12-2022 14:34:52.149663,"(13.0, 18.0, 17.962962962962962)","(31.0, 55.0, 52.77777777777778)","(51.0, 70.0, 68.61111111111111)","(11.0, 14.0, 13.825842696629213)","(31.0, 50.0, 48.8)","(2.0, 2.22, 2.23421686746988)","(12.0, 16.0, 15.655555555555555)","(14.0, 21.0, 20.5)","(31.0, 42.0, 40.92857142857143)","(8.0, 9.2, 9.151020408163264)","(8.0, 9.2, 9.198260869565217)"
14-12-2022 14:34:53.342414,"(13.0, 18.0, 17.903225806451612)","(31.0, 55.0, 52.77777777777778)","(51.0, 70.0, 68.61111111111111)","(11.0, 14.0, 13.814516129032258)","(31.0, 50.0, 48.68292682926829)","(2.0, 2.24, 2.2358503401360545)","(12.0, 16.0, 15.655555555555555)","(14.0, 21.0, 20.5)","(31.0, 42.0, 40.8)","(8.0, 9.2, 9.004651162790697)","(8.0, 9.4, 9.154054054054054)"
14-12-2022 14:34:54.646287,"(13.0, 18.0, 17.903225806451612)","(31.0, 55.0, 52.77777777777778)","(51.0, 70.0, 68.61111111111111)","(11.0, 14.0, 13.767123287671232)","(31.0, 50.0, 48.68292682926829)","(2.0, 2.24, 2.237798334875116)","(12.0, 16.0, 15.655555555555555)","(14.0, 21.0, 20.55)","(31.0, 42.0, 40.92857142857143)","(8.0, 9.2, 8.95191256830601)","(8.0, 9.2, 9.154054054054054)"
14-12-2022 14:34:55.905224,"(13.0, 18.0, 17.903225806451612)","(31.0, 55.0, 52.77777777777778)","(51.0, 70.0, 68.61111111111111)","(11.0, 14.0, 13.767123287671232)","(31.0, 50.0, 48.68292682926829)","(2.0, 2.24, 2.236770293609672)","(12.0, 16.0, 15.655555555555555)","(14.0, 21.0, 20.5)","(31.0, 42.0, 40.96296296296296)","(8.0, 9.0, 8.95191256830601)","(8.0, 9.2, 9.253386454183268)"
14-12-2022 14:34:57.085237,"(13.0, 18.0, 17.903225806451612)","(31.0, 55.0, 52.77777777777778)","(51.0, 70.0, 68.61111111111111)","(11.0, 14.0, 13.767123287671232)","(31.0, 50.0, 48.68292682926829)","(2.0, 2.24, 2.23721843003413)","(12.0, 16.0, 15.655555555555555)","(14.0, 21.0, 20.5)","(31.0, 42.0, 40.96296296296296)","(8.0, 9.0, 8.95191256830601)","(8.0, 9.4, 9.253386454183268)"
14-12-2022 14:34:58.299465,"(13.0, 18.0, 17.903225806451612)","(31.0, 55.0, 52.77777777777778)","(51.0, 70.0, 68.61111111111111)","(11.0, 14.0, 13.80232558139535)","(31.0, 50.0, 48.68292682926829)","(2.0, 2.24, 2.2435033259423505)","(12.0, 16.0, 14.252808988764045)","(14.0, 21.0, 20.513513513513512)","(31.0, 42.0, 41.0)","(8.0, 9.0, 8.944615384615386)","(8.0, 9.4, 9.256809338521402)"
14-12-2022 14:34:59.508791,"(13.0, 18.0, 17.903225806451612)","(31.0, 55.0, 52.77777777777778)","(51.0, 70.0, 68.61111111111111)","(11.0, 14.0, 13.795454545454545)","(31.0, 50.0, 48.68292682926829)","(2.0, 2.26, 2.2422772277227723)","(12.0, 14.5, 14.694444444444445)","(14.0, 21.0, 20.513513513513512)","(31.0, 42.0, 39.955555555555556)","(8.0, 9.0, 8.94)","(8.0, 9.4, 9.181208053691275)"
14-12-2022 14:35:00.727061,"(13.0, 18.0, 17.903225806451612)","(31.0, 55.0, 52.77777777777778)","(51.0, 70.0, 68.61111111111111)","(11.0, 14.0, 13.55)","(31.0, 50.0, 48.68292682926829)","(2.0, 2.26, 2.237470881863561)","(12.0, 15.0, 15.183333333333334)","(14.0, 21.0, 20.513513513513512)","(31.0, 42.0, 40.516129032258064)","(8.0, 9.0, 8.955555555555556)","(8.0, 9.2, 9.235714285714286)"
14-12-2022 14:35:01.970467,"(13.0, 18.0, 17.903225806451612)","(31.0, 60.0, 51.515151515151516)","(51.0, 70.0, 68.61111111111111)","(11.0, 14.0, 13.55)","(31.0, 50.0, 48.714285714285715)","(2.0, 2.24, 2.2374496644295303)","(12.0, 15.5, 15.425287356321839)","(14.0, 21.0, 20.454545454545453)","(31.0, 42.0, 40.516129032258064)","(8.0, 9.0, 8.955555555555556)","(8.0, 9.4, 9.235714285714286)"
14-12-2022 14:35:03.211773,"(13.0, 18.0, 17.903225806451612)","(31.0, 60.0, 51.388888888888886)","(51.0, 70.0, 68.61111111111111)","(11.0, 14.0, 13.464566929133857)","(31.0, 50.0, 48.04081632653061)","(2.0, 2.24, 2.252959326788219)","(12.0, 15.5, 15.28623188405797)","(14.0, 21.0, 19.92)","(31.0, 42.0, 39.77272727272727)","(8.0, 9.0, 8.779865771812082)","(8.0, 9.4, 9.16822429906542)"
14-12-2022 14:35:04.437825,"(13.0, 18.0, 17.819444444444443)","(31.0, 60.0, 51.61290322580645)","(51.0, 70.0, 67.75)","(11.0, 13.5, 13.464566929133857)","(31.0, 50.0, 48.04081632653061)","(2.0, 2.26, 2.252959326788219)","(12.0, 15.5, 15.28623188405797)","(14.0, 20.0, 19.92)","(31.0, 40.0, 39.77272727272727)","(8.0, 8.8, 8.779865771812082)","(8.0, 9.2, 9.16822429906542)"
14-12-2022 14:35:05.741461,"(13.0, 18.0, 17.819444444444443)","(31.0, 55.0, 50.806451612903224)","(51.0, 70.0, 67.75)","(11.0, 13.5, 13.446969696969697)","(31.0, 50.0, 48.22222222222222)","(2.0, 2.26, 2.253685534591195)","(12.0, 15.5, 15.284172661870503)","(14.0, 20.0, 19.733333333333334)","(31.0, 42.0, 41.1063829787234)","(8.0, 9.0, 8.92969696969697)","(8.0, 9.2, 9.16822429906542)"
14-12-2022 14:35:06.966236,"(13.0, 18.0, 17.819444444444443)","(31.0, 55.0, 50.806451612903224)","(51.0, 70.0, 67.75)","(11.0, 13.5, 13.443548387096774)","(31.0, 50.0, 48.22222222222222)","(2.0, 2.26, 2.2545066666666664)","(12.0, 15.5, 15.352216748768473)","(14.0, 20.0, 19.733333333333334)","(31.0, 42.0, 41.1063829787234)","(8.0, 9.0, 8.92969696969697)","(8.0, 9.2, 9.16822429906542)"
14-12-2022 14:35:08.180238,"(13.0, 18.0, 17.910714285714285)","(31.0, 55.0, 50.806451612903224)","(51.0, 70.0, 68.0)","(11.0, 14.0, 13.737142857142857)","(31.0, 50.0, 48.22222222222222)","(2.0, 2.26, 2.2554405594405593)","(12.0, 15.5, 15.352216748768473)","(14.0, 20.0, 19.733333333333334)","(31.0, 42.0, 41.0)","(8.0, 9.0, 8.90561797752809)","(8.0, 9.4, 9.361743341404358)"
14-12-2022 14:35:09.500686,"(13.0, 18.0, 17.979166666666668)","(31.0, 55.0, 50.806451612903224)","(51.0, 70.0, 68.0)","(11.0, 14.0, 13.72289156626506)","(31.0, 50.0, 48.22222222222222)","(2.0, 2.26, 2.251416752843847)","(12.0, 15.5, 15.352216748768473)","(14.0, 19.0, 17.346153846153847)","(31.0, 42.0, 41.083333333333336)","(8.0, 9.0, 8.943333333333333)","(8.0, 9.4, 9.507415730337078)"
14-12-2022 14:35:10.794527,"(13.0, 18.5, 18.322916666666668)","(31.0, 55.0, 50.806451612903224)","(51.0, 70.0, 68.0)","(11.0, 14.0, 13.893063583815028)","(31.0, 50.0, 48.22222222222222)","(2.0, 2.26, 2.2515227272727274)","(12.0, 15.5, 15.352216748768473)","(14.0, 17.5, 17.346153846153847)","(31.0, 42.0, 41.083333333333336)","(8.0, 9.0, 8.943333333333333)","(8.0, 9.6, 9.515746421267893)"
14-12-2022 14:35:12.061776,"(13.0, 18.5, 18.322916666666668)","(31.0, 55.0, 50.806451612903224)","(51.0, 70.0, 66.92307692307692)","(11.0, 14.0, 13.893063583815028)","(31.0, 50.0, 48.22222222222222)","(2.0, 2.26, 2.2515227272727274)","(12.0, 15.5, 15.352216748768473)","(14.0, 17.5, 17.346153846153847)","(31.0, 42.0, 41.083333333333336)","(8.0, 9.0, 8.943333333333333)","(8.0, 9.6, 9.523689727463312)"
14-12-2022 14:35:13.329675,"(13.0, 18.5, 18.322916666666668)","(31.0, 55.0, 50.806451612903224)","(51.0, 75.0, 68.75)","(11.0, 14.0, 14.028846153846153)","(31.0, 50.0, 48.758620689655174)","(2.0, 2.26, 2.23736131934033)","(12.0, 15.5, 15.348484848484848)","(14.0, 17.5, 17.428571428571427)","(31.0, 42.0, 41.083333333333336)","(8.0, 9.0, 8.957798165137614)","(8.0, 9.6, 9.491089108910892)"
14-12-2022 14:35:14.551793,"(13.0, 18.5, 18.322916666666668)","(31.0, 55.0, 50.806451612903224)","(51.0, 75.0, 68.75)","(11.0, 14.5, 14.183257918552036)","(31.0, 50.0, 48.758620689655174)","(2.0, 2.24, 2.23736131934033)","(12.0, 15.5, 15.348484848484848)","(14.0, 18.0, 17.428571428571427)","(31.0, 42.0, 41.083333333333336)","(8.0, 9.0, 8.957798165137614)","(8.0, 9.6, 9.498924731182795)"
14-12-2022 14:35:15.781589,"(13.0, 18.0, 17.904761904761905)","(31.0, 55.0, 50.806451612903224)","(51.0, 75.0, 68.75)","(11.0, 14.5, 14.195852534562212)","(31.0, 50.0, 48.758620689655174)","(2.0, 2.24, 2.23736131934033)","(12.0, 15.5, 15.348484848484848)","(14.0, 18.0, 17.428571428571427)","(31.0, 42.0, 41.083333333333336)","(8.0, 9.0, 8.957798165137614)","(8.0, 9.6, 9.498924731182795)"
14-12-2022 14:35:16.981153,"(13.0, 18.0, 17.941176470588236)","(31.0, 55.0, 50.806451612903224)","(51.0, 75.0, 68.75)","(11.0, 14.5, 14.137130801687764)","(31.0, 50.0, 48.22222222222222)","(2.0, 2.24, 2.2374381368267833)","(12.0, 15.5, 15.352216748768473)","(14.0, 18.0, 16.96153846153846)","(31.0, 42.0, 41.083333333333336)","(8.0, 9.0, 8.943333333333333)","(8.0, 9.6, 9.512962962962963)"
14-12-2022 14:35:18.218715,"(13.0, 18.0, 17.941176470588236)","(31.0, 55.0, 50.78125)","(51.0, 80.0, 74.75)","(11.0, 14.5, 14.143153526970954)","(31.0, 50.0, 48.22222222222222)","(2.0, 2.24, 2.2374381368267833)","(12.0, 15.5, 15.352216748768473)","(14.0, 18.0, 17.4)","(31.0, 42.0, 41.083333333333336)","(8.0, 9.0, 8.943333333333333)","(8.0, 9.6, 9.512962962962963)"
14-12-2022 14:35:19.422376,"(13.0, 18.0, 17.941176470588236)","(31.0, 55.0, 50.78125)","(51.0, 80.0, 76.11111111111111)","(11.0, 14.5, 14.143153526970954)","(31.0, 50.0, 48.22222222222222)","(2.0, 2.24, 2.2375824175824177)","(12.0, 15.5, 15.352216748768473)","(15.0, 18.0, 17.363636363636363)","(31.0, 42.0, 41.083333333333336)","(8.0, 9.0, 8.943333333333333)","(8.0, 9.6, 9.379569892473118)"
14-12-2022 14:35:20.615546,"(13.0, 18.5, 18.138297872340427)","(31.0, 55.0, 50.78125)","(51.0, 80.0, 76.11111111111111)","(11.0, 14.5, 14.067567567567568)","(31.0, 50.0, 48.4)","(2.0, 2.24, 2.237558945908461)","(12.0, 15.5, 15.35049019607843)","(15.0, 18.0, 17.157894736842106)","(31.0, 42.0, 41.083333333333336)","(8.0, 9.0, 8.943333333333333)","(8.0, 9.4, 9.379569892473118)"
14-12-2022 14:35:21.889317,"(13.0, 18.5, 18.138297872340427)","(31.0, 55.0, 50.78125)","(51.0, 75.0, 73.33333333333333)","(11.0, 15.0, 14.340425531914894)","(31.0, 50.0, 48.4)","(2.0, 2.24, 2.2383333333333337)","(12.0, 15.5, 15.35049019607843)","(15.0, 18.0, 17.157894736842106)","(31.0, 42.0, 41.0)","(8.0, 9.0, 8.980392156862745)","(8.0, 9.4, 9.379569892473118)"
14-12-2022 14:35:23.068852,"(13.0, 18.5, 18.138297872340427)","(31.0, 55.0, 50.78125)","(51.0, 75.0, 73.33333333333333)","(11.0, 15.0, 14.35036496350365)","(31.0, 50.0, 48.4)","(2.0, 2.24, 2.207764705882353)","(12.0, 15.5, 15.35049019607843)","(15.0, 18.0, 17.157894736842106)","(31.0, 42.0, 41.083333333333336)","(8.0, 9.0, 8.980392156862745)","(8.0, 9.4, 9.379569892473118)"
14-12-2022 14:35:24.298589,"(13.0, 18.5, 18.122222222222224)","(31.0, 55.0, 50.78125)","(51.0, 75.0, 74.0909090909091)","(11.0, 15.0, 14.387096774193548)","(31.0, 50.0, 48.4)","(2.0, 2.22, 2.205920322743318)","(12.0, 15.5, 15.37)","(15.0, 18.0, 17.594594594594593)","(31.0, 42.0, 41.18181818181818)","(8.0, 9.0, 8.950819672131148)","(8.0, 9.4, 9.477922077922077)"
14-12-2022 14:35:25.549762,"(13.0, 18.5, 18.153061224489797)","(31.0, 55.0, 50.78125)","(51.0, 80.0, 73.62068965517241)","(11.0, 14.5, 14.428571428571429)","(31.0, 50.0, 47.77777777777778)","(2.0, 2.22, 2.1980166821130678)","(12.0, 15.5, 15.37)","(15.0, 18.0, 17.61111111111111)","(31.0, 42.0, 41.18181818181818)","(8.0, 9.0, 9.136666666666667)","(8.0, 9.6, 9.477922077922077)"
14-12-2022 14:35:26.771110,"(13.0, 18.5, 18.153061224489797)","(31.0, 55.0, 50.78125)","(51.0, 75.0, 73.62068965517241)","(11.0, 15.0, 14.428571428571429)","(31.0, 48.0, 47.4)","(2.0, 2.2, 2.1980166821130678)","(12.0, 15.5, 15.338862559241706)","(15.0, 18.0, 17.61111111111111)","(31.0, 42.0, 40.758620689655174)","(8.0, 9.2, 9.147169811320754)","(8.0, 9.6, 9.588235294117647)"
14-12-2022 14:35:28.020986,"(13.0, 18.5, 18.153061224489797)","(31.0, 60.0, 52.17391304347826)","(51.0, 75.0, 73.62068965517241)","(11.0, 15.0, 14.428571428571429)","(31.0, 48.0, 47.4)","(2.0, 2.2, 2.1980166821130678)","(12.0, 15.5, 15.338862559241706)","(15.0, 18.0, 17.61111111111111)","(31.0, 42.0, 40.758620689655174)","(8.0, 9.2, 9.147169811320754)","(8.0, 9.6, 9.588235294117647)"
14-12-2022 14:35:29.256250,"(13.0, 18.0, 17.517241379310345)","(31.0, 60.0, 51.92307692307692)","(51.0, 75.0, 73.62068965517241)","(11.0, 15.0, 14.428571428571429)","(31.0, 48.0, 47.4)","(2.0, 2.2, 2.198728323699422)","(12.0, 15.5, 15.389130434782608)","(15.0, 18.0, 17.322580645161292)","(31.0, 42.0, 40.666666666666664)","(8.0, 9.2, 9.17196261682243)","(8.0, 9.8, 9.55531914893617)"
14-12-2022 14:35:30.520620,"(13.0, 18.0, 17.517241379310345)","(31.0, 60.0, 51.92307692307692)","(51.0, 75.0, 73.62068965517241)","(11.0, 15.0, 14.363636363636363)","(31.0, 48.0, 46.333333333333336)","(2.0, 2.2, 2.1987523629489605)","(12.0, 15.5, 15.391489361702128)","(15.0, 18.0, 17.366666666666667)","(31.0, 42.0, 40.666666666666664)","(8.0, 9.4, 9.15206611570248)","(8.0, 9.8, 9.56530612244898)"
14-12-2022 14:35:31.826920,"(13.0, 18.0, 17.517241379310345)","(31.0, 55.0, 51.92307692307692)","(51.0, 80.0, 77.5)","(11.0, 15.0, 14.398148148148149)","(31.0, 48.0, 46.333333333333336)","(2.0, 2.2, 2.198404452690167)","(12.0, 15.5, 15.391489361702128)","(15.0, 17.5, 17.428571428571427)","(31.0, 42.0, 40.666666666666664)","(8.0, 9.4, 9.269124423963135)","(8.0, 9.8, 9.56530612244898)"
14-12-2022 14:35:33.069845,"(13.0, 18.0, 17.541666666666668)","(31.0, 55.0, 51.92307692307692)","(51.0, 80.0, 77.5)","(11.0, 14.5, 14.398148148148149)","(31.0, 48.0, 46.333333333333336)","(2.0, 2.2, 2.1990585975024017)","(12.0, 15.5, 15.391489361702128)","(15.0, 17.5, 17.428571428571427)","(31.0, 42.0, 40.666666666666664)","(8.0, 9.4, 9.252083333333333)","(8.0, 9.8, 9.56530612244898)"
14-12-2022 14:35:34.337116,"(13.0, 18.0, 17.65)","(31.0, 55.0, 51.92307692307692)","(51.0, 80.0, 71.0)","(11.0, 14.5, 14.398148148148149)","(31.0, 48.0, 46.333333333333336)","(2.0, 2.2, 2.195004055150041)","(12.0, 15.5, 15.391489361702128)","(15.0, 17.5, 17.428571428571427)","(31.0, 42.0, 40.5945945945946)","(8.0, 9.4, 9.277894736842105)","(8.0, 9.8, 9.549152542372882)"
14-12-2022 14:35:35.615652,"(13.0, 18.0, 17.65)","(31.0, 55.0, 51.92307692307692)","(51.0, 80.0, 72.0)","(11.0, 14.5, 14.358333333333333)","(31.0, 48.0, 46.333333333333336)","(2.0, 2.2, 2.203466362599772)","(12.0, 15.5, 15.348484848484848)","(15.0, 17.5, 17.11904761904762)","(31.0, 42.0, 40.666666666666664)","(8.0, 9.4, 9.277894736842105)","(8.0, 9.6, 9.544954128440367)"
14-12-2022 14:35:36.853868,"(13.0, 18.0, 17.609375)","(31.0, 55.0, 51.92307692307692)","(51.0, 75.0, 71.0)","(11.0, 14.5, 14.358333333333333)","(31.0, 48.0, 46.333333333333336)","(2.0, 2.22, 2.2024242424242426)","(12.0, 15.5, 15.348484848484848)","(15.0, 17.5, 16.785714285714285)","(31.0, 42.0, 40.5945945945946)","(8.0, 9.4, 9.277894736842105)","(8.0, 9.6, 9.495081967213114)"
14-12-2022 14:35:38.141343,"(14.0, 18.0, 17.705882352941178)","(31.0, 55.0, 51.92307692307692)","(51.0, 75.0, 71.0)","(11.0, 14.5, 14.358333333333333)","(31.0, 48.0, 46.333333333333336)","(2.0, 2.22, 2.2024242424242426)","(12.0, 15.5, 15.348484848484848)","(14.0, 17.5, 16.785714285714285)","(31.0, 42.0, 40.5945945945946)","(8.0, 9.4, 9.44888888888889)","(8.0, 9.6, 9.383013698630137)"
14-12-2022 14:35:39.412261,"(14.0, 18.0, 17.76923076923077)","(31.0, 55.0, 51.92307692307692)","(51.0, 80.0, 75.78947368421052)","(11.0, 14.5, 14.345454545454546)","(31.0, 48.0, 46.26086956521739)","(2.0, 2.22, 2.2018699186991872)","(12.0, 15.5, 15.348484848484848)","(14.0, 17.5, 16.95)","(31.0, 42.0, 40.42424242424242)","(8.0, 9.6, 9.461111111111112)","(8.0, 9.4, 9.495689655172413)"
14-12-2022 14:35:40.618781,"(14.0, 18.0, 17.76923076923077)","(31.0, 55.0, 51.92307692307692)","(51.0, 80.0, 75.78947368421052)","(11.0, 14.5, 14.077777777777778)","(31.0, 48.0, 46.54545454545455)","(2.0, 2.22, 2.202028206850235)","(12.0, 15.5, 15.345559845559846)","(14.0, 17.5, 17.185714285714287)","(31.0, 42.0, 40.42424242424242)","(8.0, 9.6, 9.444)","(8.0, 9.6, 9.493162393162393)"
14-12-2022 14:35:41.981543,"(14.0, 18.0, 17.76923076923077)","(31.0, 55.0, 51.92307692307692)","(51.0, 80.0, 77.5)","(11.0, 14.5, 13.94047619047619)","(31.0, 48.0, 46.54545454545455)","(2.0, 2.22, 2.199396551724138)","(12.0, 15.5, 15.344961240310077)","(14.0, 17.5, 17.34090909090909)","(31.0, 42.0, 40.48275862068966)","(8.0, 9.6, 9.444)","(8.0, 9.6, 9.494553376906318)"
14-12-2022 14:35:43.308361,"(14.0, 18.0, 17.76923076923077)","(31.0, 55.0, 51.92307692307692)","(51.0, 80.0, 77.5)","(11.0, 14.0, 13.836363636363636)","(31.0, 48.0, 46.26086956521739)","(2.0, 2.2, 2.196421240517626)","(12.0, 15.5, 15.5875)","(14.0, 17.5, 17.354166666666668)","(31.0, 42.0, 40.48275862068966)","(8.0, 9.6, 9.457894736842105)","(8.0, 9.6, 9.494782608695651)"
14-12-2022 14:35:44.550009,"(14.0, 18.0, 17.76923076923077)","(31.0, 55.0, 51.785714285714285)","(51.0, 80.0, 76.66666666666667)","(11.0, 14.0, 13.788990825688073)","(31.0, 48.0, 46.26086956521739)","(2.0, 2.22, 2.19606884057971)","(12.0, 16.0, 15.677777777777777)","(14.0, 17.5, 17.34090909090909)","(31.0, 42.0, 40.48275862068966)","(8.0, 9.6, 9.453658536585365)","(8.0, 9.6, 9.493626373626373)"
14-12-2022 14:35:45.915313,"(14.0, 18.0, 17.76923076923077)","(31.0, 55.0, 51.785714285714285)","(51.0, 80.0, 75.55555555555556)","(11.0, 14.0, 13.720833333333333)","(31.0, 48.0, 47.2)","(2.0, 2.22, 2.1958721461187216)","(12.0, 16.0, 15.677777777777777)","(14.0, 17.5, 17.34090909090909)","(31.0, 42.0, 40.48275862068966)","(8.0, 9.6, 9.453658536585365)","(8.0, 9.6, 9.493626373626373)"
14-12-2022 14:35:47.146059,"(14.0, 18.0, 17.76923076923077)","(31.0, 55.0, 51.785714285714285)","(51.0, 80.0, 78.42105263157895)","(11.0, 14.0, 13.720833333333333)","(31.0, 48.0, 47.2)","(2.0, 2.22, 2.198016032064128)","(12.0, 16.0, 15.677777777777777)","(14.0, 17.5, 17.34090909090909)","(31.0, 42.0, 40.48275862068966)","(8.0, 9.6, 9.531645569620252)","(8.0, 9.6, 9.493626373626373)"
14-12-2022 14:35:48.372753,"(14.0, 18.0, 17.779661016949152)","(31.0, 55.0, 51.785714285714285)","(51.0, 80.0, 78.42105263157895)","(11.0, 14.0, 13.720833333333333)","(31.0, 48.0, 47.2)","(2.0, 2.2, 2.198016032064128)","(12.0, 16.0, 15.677777777777777)","(14.0, 17.5, 17.34090909090909)","(31.0, 42.0, 40.48275862068966)","(8.0, 9.6, 9.54054054054054)","(8.0, 9.6, 9.493626373626373)"
14-12-2022 14:35:49.690104,"(14.0, 18.0, 17.779661016949152)","(31.0, 55.0, 51.785714285714285)","(51.0, 80.0, 78.42105263157895)","(11.0, 14.0, 13.71031746031746)","(31.0, 48.0, 46.5)","(2.0, 2.2, 2.1915328467153286)","(12.0, 16.0, 15.721153846153847)","(13.0, 17.5, 17.34090909090909)","(31.0, 42.0, 40.666666666666664)","(8.0, 9.6, 9.836781609195404)","(8.0, 9.6, 9.493626373626373)"
14-12-2022 14:35:50.974861,"(14.0, 18.0, 17.779661016949152)","(31.0, 55.0, 51.785714285714285)","(51.0, 85.0, 82.0)","(11.0, 14.0, 13.71031746031746)","(31.0, 48.0, 46.5)","(2.0, 2.2, 2.1915328467153286)","(12.0, 16.0, 15.626373626373626)","(13.0, 17.5, 17.34090909090909)","(31.0, 42.0, 40.666666666666664)","(8.0, 10.0, 9.842105263157896)","(8.0, 9.6, 9.493626373626373)"
14-12-2022 14:35:52.290805,"(14.0, 18.0, 17.73469387755102)","(31.0, 55.0, 51.785714285714285)","(51.0, 85.0, 82.0)","(11.0, 14.0, 13.71031746031746)","(31.0, 48.0, 46.5)","(2.0, 2.2, 2.1896453900709223)","(12.0, 16.0, 15.595238095238095)","(13.0, 17.5, 17.34090909090909)","(31.0, 42.0, 40.666666666666664)","(8.0, 10.0, 10.012195121951219)","(8.0, 9.6, 9.493626373626373)"
