,Poor Wally,Betty Boop,Princess Lilly,Gin And Vodka,Deputy Mayor
11-01-2023 19:04:36.496894,"(1.28, 1.44, 1.4234146341463414)","(21.0, 55.0, 47.333333333333336)","(51.0, 70.0, 67.0)","(3.5, 4.9, 4.863636363636364)","(10.0, 16.0, 15.0)"
11-01-2023 19:04:37.621972,"(1.28, 1.44, 1.4234146341463414)","(21.0, 55.0, 53.083333333333336)","(51.0, 70.0, 67.0)","(3.5, 4.9, 4.863636363636364)","(10.0, 16.0, 15.0)"
11-01-2023 19:04:38.704788,"(1.28, 1.44, 1.4234146341463414)","(21.0, 55.0, 53.083333333333336)","(51.0, 70.0, 67.0)","(3.5, 4.9, 4.846666666666667)","(10.0, 16.0, 15.0)"
11-01-2023 19:04:39.752374,"(1.28, 1.44, 1.4254901960784314)","(21.0, 55.0, 52.7)","(51.0, 70.0, 67.0)","(3.5, 4.9, 4.846666666666667)","(10.0, 16.0, 15.0)"
11-01-2023 19:04:40.740566,"(1.28, 1.44, 1.4254901960784314)","(21.0, 55.0, 52.7)","(51.0, 70.0, 67.0)","(3.5, 4.9, 4.26)","(10.0, 16.0, 15.333333333333332)"
11-01-2023 19:04:41.902324,"(1.28, 1.51, 1.42)","(21.0, 55.0, 48.8)","(51.0, 70.0, 67.0)","(3.5, 4.9, 4.908571428571429)","(10.0, 16.0, 13.6875)"
11-01-2023 19:04:43.040333,"(1.28, 1.42, 1.4193975903614457)","(21.0, 60.0, 48.8)","(51.0, 70.0, 67.0)","(3.5, 5.0, 4.908571428571429)","(10.0, 16.5, 13.6875)"
11-01-2023 19:04:44.159224,"(1.28, 1.42, 1.4192248062015502)","(21.0, 60.0, 48.8)","(51.0, 70.0, 67.0)","(3.5, 5.0, 4.908571428571429)","(10.0, 16.5, 13.6875)"
11-01-2023 19:04:45.214504,"(1.28, 1.42, 1.4191935483870968)","(21.0, 60.0, 48.8)","(51.0, 70.0, 67.0)","(3.5, 5.0, 4.908571428571429)","(10.0, 16.5, 13.6875)"
11-01-2023 19:04:46.459764,"(1.28, 1.42, 1.4183606557377049)","(21.0, 60.0, 48.8)","(51.0, 70.0, 67.0)","(3.5, 5.0, 4.91764705882353)","(10.0, 16.5, 13.6875)"
11-01-2023 19:04:47.739110,"(1.28, 1.42, 1.4393877551020409)","(21.0, 60.0, 48.0)","(51.0, 70.0, 67.0)","(3.5, 5.0, 4.35)","(10.0, 16.5, 12.766666666666667)"
11-01-2023 19:04:49.033699,"(1.28, 1.44, 1.4393877551020409)","(21.0, 60.0, 48.0)","(51.0, 70.0, 67.5)","(3.5, 5.0, 4.726086956521739)","(10.0, 16.5, 13.033333333333333)"
11-01-2023 19:04:50.090838,"(1.28, 1.45, 1.4484615384615385)","(21.0, 60.0, 48.0)","(51.0, 70.0, 67.5)","(3.5, 5.0, 4.427272727272727)","(10.0, 16.5, 13.033333333333333)"
11-01-2023 19:04:51.247437,"(1.28, 1.51, 1.4962068965517241)","(26.0, 60.0, 46.93333333333334)","(51.0, 70.0, 67.5)","(3.5, 5.0, 4.427272727272727)","(10.0, 16.5, 13.033333333333333)"
11-01-2023 19:04:52.360249,"(1.28, 1.51, 1.4962068965517241)","(26.0, 60.0, 46.93333333333334)","(51.0, 70.0, 67.5)","(3.5, 5.0, 4.427272727272727)","(10.0, 16.5, 13.033333333333333)"
11-01-2023 19:04:53.505246,"(1.28, 1.51, 1.4962068965517241)","(26.0, 60.0, 46.93333333333334)","(51.0, 70.0, 67.5)","(3.5, 5.0, 4.427272727272727)","(10.0, 16.5, 13.033333333333333)"
11-01-2023 19:04:54.642693,"(1.28, 1.51, 1.4962068965517241)","(26.0, 60.0, 46.93333333333334)","(51.0, 70.0, 67.5)","(3.5, 5.0, 4.427272727272727)","(10.0, 16.5, 13.033333333333333)"
11-01-2023 19:04:55.813005,"(1.28, 1.51, 1.4962068965517241)","(26.0, 60.0, 46.93333333333334)","(51.0, 70.0, 67.5)","(3.5, 5.0, 4.427272727272727)","(10.0, 16.5, 13.033333333333333)"
11-01-2023 19:04:57.007009,"(1.28, 1.51, 1.4962068965517241)","(26.0, 60.0, 46.93333333333334)","(51.0, 70.0, 67.5)","(3.5, 5.0, 4.427272727272727)","(10.0, 16.5, 13.033333333333333)"
11-01-2023 19:04:58.261688,"(1.28, 1.51, 1.4962068965517241)","(26.0, 60.0, 46.93333333333334)","(51.0, 70.0, 67.5)","(3.5, 5.0, 4.427272727272727)","(10.0, 16.5, 13.033333333333333)"
11-01-2023 19:04:59.465899,"(1.28, 1.51, 1.4962068965517241)","(26.0, 60.0, 46.93333333333334)","(51.0, 70.0, 67.5)","(3.5, 5.0, 4.427272727272727)","(10.0, 16.5, 13.033333333333333)"
11-01-2023 19:05:00.464715,"(1.28, 1.51, 1.4962068965517241)","(26.0, 60.0, 46.93333333333334)","(51.0, 70.0, 67.5)","(3.5, 5.0, 4.427272727272727)","(10.0, 16.5, 13.033333333333333)"
11-01-2023 19:05:01.458468,"(1.28, 1.51, 1.4962068965517241)","(26.0, 60.0, 46.93333333333334)","(51.0, 70.0, 67.5)","(3.5, 5.0, 4.427272727272727)","(10.0, 16.5, 13.033333333333333)"
11-01-2023 19:05:02.595887,"(1.28, 1.51, 1.4962068965517241)","(26.0, 60.0, 46.93333333333334)","(51.0, 70.0, 67.5)","(3.5, 5.0, 4.427272727272727)","(10.0, 16.5, 13.033333333333333)"
11-01-2023 19:05:03.771052,"(1.28, 1.51, 1.4962068965517241)","(26.0, 60.0, 46.93333333333334)","(51.0, 70.0, 67.5)","(3.5, 5.0, 4.427272727272727)","(10.0, 16.5, 13.033333333333333)"
11-01-2023 19:05:04.853469,"(1.28, 1.51, 1.4962068965517241)","(26.0, 60.0, 46.93333333333334)","(51.0, 70.0, 67.5)","(3.5, 5.0, 4.427272727272727)","(10.0, 16.5, 13.033333333333333)"
11-01-2023 19:05:05.855439,"(1.28, 1.51, 1.4962068965517241)","(26.0, 60.0, 46.93333333333334)","(51.0, 70.0, 67.5)","(3.5, 5.0, 4.427272727272727)","(10.0, 16.5, 13.033333333333333)"
11-01-2023 19:05:06.899928,"(1.28, 1.51, 1.4962068965517241)","(26.0, 60.0, 46.93333333333334)","(51.0, 70.0, 67.5)","(3.5, 5.0, 4.427272727272727)","(10.0, 16.5, 13.033333333333333)"
11-01-2023 19:05:08.048153,"(1.28, 1.51, 1.4962068965517241)","(26.0, 60.0, 46.93333333333334)","(51.0, 70.0, 67.5)","(3.5, 5.0, 4.427272727272727)","(10.0, 16.5, 13.033333333333333)"
11-01-2023 19:05:09.200367,"(1.28, 1.51, 1.4962068965517241)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.5, 5.0, 4.427272727272727)","(10.0, 16.5, 13.033333333333333)"
11-01-2023 19:05:10.208828,"(1.28, 1.51, 1.4962068965517241)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.5, 5.0, 4.5125)","(10.0, 16.5, 13.033333333333333)"
11-01-2023 19:05:11.353830,"(1.28, 1.51, 1.5041176470588236)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.5, 5.0, 4.311764705882353)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:12.754653,"(1.28, 1.51, 1.5041176470588236)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.5, 5.0, 4.311764705882353)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:14.191158,"(1.28, 1.51, 1.5041176470588236)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.5, 5.0, 4.311764705882353)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:15.211151,"(1.28, 1.51, 1.5041176470588236)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.5, 5.0, 4.311764705882353)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:16.331588,"(1.28, 1.51, 1.5041176470588236)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.5, 5.0, 4.311764705882353)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:17.462188,"(1.28, 1.51, 1.5041176470588236)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.5, 5.0, 4.311764705882353)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:18.533218,"(1.28, 1.51, 1.5041176470588236)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.5, 5.0, 4.311764705882353)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:19.485075,"(1.28, 1.51, 1.5041176470588236)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.6, 5.0, 4.311764705882353)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:20.507510,"(1.28, 1.51, 1.5041176470588236)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.6, 5.0, 4.311764705882353)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:21.699739,"(1.28, 1.51, 1.5041176470588236)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.6, 5.0, 4.311764705882353)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:22.811803,"(1.28, 1.51, 1.5041176470588236)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.6, 5.0, 4.311764705882353)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:23.872312,"(1.28, 1.51, 1.5041176470588236)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.6, 5.0, 4.311764705882353)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:24.806303,"(1.28, 1.51, 1.5041176470588236)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.6, 5.0, 4.311764705882353)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:25.927975,"(1.28, 1.51, 1.5041176470588236)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.6, 5.0, 4.311764705882353)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:27.048590,"(1.28, 1.51, 1.5041176470588236)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.6, 5.0, 4.311764705882353)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:27.988355,"(1.28, 1.51, 1.5041176470588236)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.6, 5.0, 4.311764705882353)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:28.975699,"(1.28, 1.51, 1.5041176470588236)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.6, 5.0, 4.366666666666666)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:30.027343,"(1.28, 1.51, 1.501290322580645)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.6, 4.9, 4.366666666666666)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:31.085266,"(1.28, 1.51, 1.5015625)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.6, 4.9, 4.366666666666666)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:31.978935,"(1.28, 1.51, 1.5015625)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.6, 4.9, 4.366666666666666)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:33.078967,"(1.28, 1.51, 1.5015625)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.6, 4.9, 4.366666666666666)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:34.263395,"(1.28, 1.51, 1.5015625)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.6, 4.9, 4.366666666666666)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:35.271549,"(1.28, 1.51, 1.5015625)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.6, 4.9, 4.366666666666666)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:36.267975,"(1.28, 1.51, 1.5015625)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.6, 4.9, 4.366666666666666)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:37.283325,"(1.28, 1.51, 1.5015625)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.6, 4.9, 4.366666666666666)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:38.384336,"(1.28, 1.51, 1.5015625)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.6, 4.9, 4.366666666666666)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:39.411559,"(1.28, 1.51, 1.5015625)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.6, 4.9, 4.366666666666666)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:40.345863,"(1.28, 1.51, 1.5015625)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.6, 4.9, 4.366666666666666)","(10.0, 16.5, 13.071428571428571)"
11-01-2023 19:05:41.375379,"(1.28, 1.51, 1.5015625)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.6, 4.9, 4.366666666666666)","(10.0, 16.5, 14.1)"
11-01-2023 19:05:42.389081,"(1.28, 1.51, 1.5015625)","(26.0, 60.0, 46.0)","(51.0, 70.0, 67.5)","(3.6, 4.9, 4.366666666666666)","(10.0, 16.5, 13.5)"
11-01-2023 19:05:43.356620,"(1.28, 1.51, 1.5015625)","(26.0, 60.0, 36.888888888888886)","(51.0, 70.0, 67.5)","(3.6, 4.9, 4.366666666666666)","(10.0, 16.5, 13.5)"
11-01-2023 19:05:44.316337,"(1.28, 1.51, 1.5015625)","(26.0, 60.0, 36.888888888888886)","(51.0, 70.0, 67.5)","(3.6, 4.9, 4.366666666666666)","(10.0, 16.5, 13.5)"
11-01-2023 19:05:45.263741,"(1.28, 1.51, 1.504)","(26.0, 55.0, 48.0)","(51.0, 70.0, 68.33333333333333)","(3.6, 4.9, 4.366666666666666)","(10.0, 16.5, 13.5)"
11-01-2023 19:05:46.258559,"(1.28, 1.51, 1.494)","(26.0, 55.0, 48.0)","(51.0, 70.0, 68.33333333333333)","(3.6, 4.9, 4.366666666666666)","(10.0, 16.5, 13.5)"
11-01-2023 19:05:47.287489,"(1.28, 1.51, 1.4973684210526317)","(26.0, 55.0, 48.0)","(51.0, 70.0, 69.0)","(3.6, 4.9, 4.366666666666666)","(10.0, 16.5, 13.5)"
11-01-2023 19:05:48.259573,"(1.28, 1.51, 1.4973684210526317)","(26.0, 55.0, 48.0)","(51.0, 170.0, 156.875)","(3.6, 4.9, 4.214285714285714)","(10.0, 16.5, 13.5)"
11-01-2023 19:05:49.195697,"(1.28, 1.51, 1.4973684210526317)","(26.0, 55.0, 51.769230769230774)","(51.0, 95.0, 82.5)","(3.6, 4.9, 4.214285714285714)","(10.0, 16.5, 13.5)"
11-01-2023 19:05:50.177740,"(1.28, 1.51, 1.4973684210526317)","(26.0, 55.0, 51.769230769230774)","(51.0, 95.0, 91.25)","(3.6, 4.9, 4.214285714285714)","(10.0, 16.5, 13.5)"
11-01-2023 19:05:51.216342,"(1.28, 1.51, 1.4973684210526317)","(26.0, 55.0, 51.769230769230774)","(51.0, 95.0, 83.0)","(3.6, 4.9, 4.214285714285714)","(10.0, 16.5, 13.7)"
11-01-2023 19:05:52.205442,"(1.28, 1.51, 1.4973684210526317)","(26.0, 55.0, 51.769230769230774)","(51.0, 95.0, 83.0)","(3.6, 4.9, 4.214285714285714)","(10.0, 16.5, 13.928571428571429)"
11-01-2023 19:05:53.106253,"(1.28, 1.51, 1.4973684210526317)","(26.0, 55.0, 51.769230769230774)","(51.0, 95.0, 83.0)","(3.6, 4.9, 4.214285714285714)","(10.0, 16.5, 14.25)"
11-01-2023 19:05:54.128036,"(1.28, 1.51, 1.502)","(26.0, 55.0, 51.769230769230774)","(51.0, 95.0, 83.75)","(3.6, 4.9, 4.214285714285714)","(10.0, 16.5, 14.25)"
11-01-2023 19:05:55.156096,"(1.28, 1.51, 1.502)","(26.0, 55.0, 51.769230769230774)","(51.0, 90.0, 83.75)","(3.6, 4.9, 4.214285714285714)","(10.0, 16.5, 14.25)"
11-01-2023 19:05:56.120755,"(1.28, 1.51, 1.502)","(26.0, 55.0, 51.769230769230774)","(51.0, 90.0, 83.75)","(3.6, 4.9, 4.214285714285714)","(10.0, 16.5, 14.25)"
11-01-2023 19:05:57.046550,"(1.28, 1.51, 1.502)","(26.0, 55.0, 51.769230769230774)","(51.0, 90.0, 83.75)","(3.6, 4.9, 4.214285714285714)","(10.0, 16.5, 14.25)"
11-01-2023 19:05:58.017330,"(1.28, 1.51, 1.4995652173913043)","(26.0, 55.0, 51.769230769230774)","(51.0, 90.0, 83.75)","(3.6, 4.9, 4.214285714285714)","(10.0, 16.5, 14.25)"
11-01-2023 19:05:59.051427,"(1.28, 1.51, 1.4989473684210526)","(26.0, 55.0, 51.769230769230774)","(51.0, 90.0, 81.66666666666667)","(3.6, 4.9, 4.214285714285714)","(10.0, 16.5, 14.25)"
11-01-2023 19:06:00.070912,"(1.28, 1.51, 1.4989473684210526)","(26.0, 55.0, 51.5)","(51.0, 90.0, 81.66666666666667)","(3.6, 4.9, 4.214285714285714)","(10.0, 16.5, 14.25)"
11-01-2023 19:06:00.991609,"(1.28, 1.51, 1.4989473684210526)","(26.0, 55.0, 53.09090909090909)","(51.0, 90.0, 81.66666666666667)","(3.6, 4.9, 4.174418604651162)","(10.0, 16.5, 14.25)"
11-01-2023 19:06:01.944922,"(1.28, 1.51, 1.4989473684210526)","(26.0, 55.0, 53.09090909090909)","(51.0, 90.0, 81.66666666666667)","(3.6, 4.8, 4.165116279069767)","(10.0, 16.5, 14.25)"
11-01-2023 19:06:02.954856,"(1.28, 1.51, 1.4989473684210526)","(26.0, 55.0, 52.66666666666667)","(51.0, 90.0, 81.66666666666667)","(3.6, 4.8, 4.4111111111111105)","(10.0, 16.5, 14.25)"
11-01-2023 19:06:03.978525,"(1.28, 1.51, 1.4989473684210526)","(26.0, 60.0, 48.85714285714286)","(51.0, 90.0, 81.66666666666667)","(3.6, 4.8, 4.223529411764706)","(10.0, 16.5, 14.25)"
11-01-2023 19:06:04.907295,"(1.28, 1.51, 1.4989473684210526)","(26.0, 60.0, 48.85714285714286)","(51.0, 90.0, 81.66666666666667)","(3.6, 4.8, 4.2555555555555555)","(10.0, 16.5, 14.25)"
11-01-2023 19:06:05.955259,"(1.28, 1.51, 1.5030000000000001)","(26.0, 60.0, 48.85714285714286)","(51.0, 90.0, 81.66666666666667)","(3.6, 4.8, 4.2555555555555555)","(10.0, 16.5, 14.25)"
11-01-2023 19:06:07.393471,"(1.28, 1.51, 1.5030000000000001)","(26.0, 60.0, 48.85714285714286)","(51.0, 90.0, 81.66666666666667)","(3.6, 4.8, 4.252173913043478)","(10.0, 16.5, 14.25)"
11-01-2023 19:06:08.686239,"(1.28, 1.51, 1.5030000000000001)","(26.0, 60.0, 48.85714285714286)","(51.0, 90.0, 81.66666666666667)","(3.6, 4.8, 4.311627906976744)","(10.0, 16.5, 14.25)"
11-01-2023 19:06:09.755400,"(1.28, 1.51, 1.5030000000000001)","(26.0, 60.0, 47.0)","(51.0, 90.0, 81.66666666666667)","(3.6, 4.8, 4.311627906976744)","(10.0, 16.5, 14.25)"
11-01-2023 19:06:10.811669,"(1.28, 1.51, 1.48)","(26.0, 60.0, 47.0)","(51.0, 90.0, 81.0)","(3.6, 4.8, 4.342857142857143)","(10.0, 16.5, 14.25)"
11-01-2023 19:06:11.742042,"(1.28, 1.51, 1.4994117647058824)","(26.0, 60.0, 47.0)","(51.0, 85.0, 81.0)","(3.6, 4.7, 4.283333333333333)","(10.0, 16.5, 14.25)"
11-01-2023 19:06:12.795160,"(1.28, 1.51, 1.503076923076923)","(26.0, 60.0, 47.0)","(51.0, 85.0, 78.33333333333333)","(3.6, 4.7, 4.409090909090909)","(10.0, 16.5, 14.25)"
11-01-2023 19:06:13.832102,"(1.28, 1.51, 1.503076923076923)","(26.0, 60.0, 47.0)","(51.0, 85.0, 78.33333333333333)","(3.6, 4.6, 4.425000000000001)","(10.0, 16.5, 14.25)"
11-01-2023 19:06:14.783170,"(1.28, 1.51, 1.503076923076923)","(26.0, 60.0, 47.0)","(51.0, 85.0, 78.33333333333333)","(3.6, 4.6, 4.425000000000001)","(10.0, 16.5, 14.25)"
11-01-2023 19:06:15.723367,"(1.28, 1.51, 1.503076923076923)","(26.0, 60.0, 47.0)","(51.0, 85.0, 78.33333333333333)","(3.6, 4.6, 4.425000000000001)","(10.0, 16.5, 14.25)"
11-01-2023 19:06:16.730274,"(1.28, 1.51, 1.503076923076923)","(26.0, 60.0, 47.0)","(51.0, 85.0, 78.33333333333333)","(3.6, 4.6, 4.288888888888889)","(10.0, 16.5, 14.25)"
11-01-2023 19:06:17.746051,"(1.28, 1.51, 1.503076923076923)","(26.0, 55.0, 48.666666666666664)","(51.0, 85.0, 78.33333333333333)","(3.6, 4.6, 4.2615384615384615)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:18.793929,"(1.28, 1.51, 1.503076923076923)","(26.0, 55.0, 51.83333333333333)","(51.0, 85.0, 78.33333333333333)","(3.6, 4.6, 4.236363636363636)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:19.759280,"(1.28, 1.51, 1.503076923076923)","(26.0, 55.0, 46.5)","(51.0, 85.0, 78.33333333333333)","(3.6, 4.6, 4.219047619047619)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:20.722103,"(1.28, 1.51, 1.503076923076923)","(26.0, 55.0, 46.5)","(51.0, 85.0, 78.33333333333333)","(3.6, 4.6, 4.219047619047619)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:21.733263,"(1.28, 1.51, 1.503076923076923)","(26.0, 55.0, 46.5)","(51.0, 85.0, 78.33333333333333)","(3.6, 4.6, 4.219047619047619)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:22.771700,"(1.28, 1.51, 1.503076923076923)","(26.0, 55.0, 52.57142857142857)","(51.0, 85.0, 78.33333333333333)","(3.6, 4.6, 4.40952380952381)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:23.707246,"(1.28, 1.51, 1.503076923076923)","(26.0, 55.0, 52.57142857142857)","(51.0, 85.0, 78.33333333333333)","(3.6, 4.6, 4.40952380952381)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:24.661637,"(1.28, 1.51, 1.503076923076923)","(26.0, 55.0, 52.57142857142857)","(51.0, 85.0, 78.33333333333333)","(3.6, 4.6, 4.40952380952381)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:25.678914,"(1.28, 1.51, 1.503076923076923)","(26.0, 55.0, 52.57142857142857)","(51.0, 85.0, 78.33333333333333)","(3.6, 4.6, 4.40952380952381)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:26.685642,"(1.28, 1.51, 1.503076923076923)","(26.0, 55.0, 52.57142857142857)","(51.0, 85.0, 81.0)","(3.6, 4.6, 4.40952380952381)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:27.603519,"(1.28, 1.51, 1.503076923076923)","(26.0, 55.0, 52.57142857142857)","(51.0, 85.0, 81.0)","(3.6, 4.6, 4.40952380952381)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:28.577573,"(1.28, 1.51, 1.503076923076923)","(26.0, 55.0, 52.57142857142857)","(51.0, 85.0, 80.0)","(3.6, 4.6, 4.446153846153846)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:29.577680,"(1.28, 1.51, 1.503076923076923)","(26.0, 55.0, 52.57142857142857)","(51.0, 85.0, 80.0)","(3.6, 4.6, 4.446153846153846)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:30.787224,"(1.28, 1.51, 1.4883333333333333)","(26.0, 55.0, 52.57142857142857)","(51.0, 85.0, 80.0)","(3.6, 4.6, 4.446153846153846)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:32.375631,"(1.28, 1.51, 1.4883333333333333)","(26.0, 55.0, 49.0)","(51.0, 85.0, 80.0)","(3.6, 4.6, 4.40952380952381)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:33.515798,"(1.28, 1.51, 1.4883333333333333)","(26.0, 60.0, 49.0)","(51.0, 85.0, 80.0)","(3.6, 4.6, 4.40952380952381)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:34.532561,"(1.28, 1.51, 1.4883333333333333)","(26.0, 60.0, 47.42857142857143)","(51.0, 85.0, 80.0)","(3.6, 4.6, 4.446153846153846)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:35.533042,"(1.28, 1.51, 1.4894285714285713)","(26.0, 60.0, 47.42857142857143)","(51.0, 85.0, 80.0)","(3.6, 4.6, 4.446153846153846)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:36.510682,"(1.28, 1.51, 1.4894285714285713)","(26.0, 60.0, 47.42857142857143)","(51.0, 85.0, 80.0)","(3.6, 4.6, 4.446153846153846)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:37.496641,"(1.28, 1.51, 1.4894285714285713)","(26.0, 60.0, 47.42857142857143)","(51.0, 85.0, 80.0)","(3.6, 4.6, 4.40952380952381)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:38.549327,"(1.28, 1.51, 1.4894285714285713)","(26.0, 60.0, 47.42857142857143)","(51.0, 85.0, 80.0)","(3.6, 4.6, 4.40952380952381)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:39.613752,"(1.28, 1.51, 1.4894285714285713)","(26.0, 60.0, 47.42857142857143)","(51.0, 85.0, 81.25)","(3.6, 4.6, 4.40952380952381)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:40.696490,"(1.28, 1.51, 1.4975862068965518)","(26.0, 60.0, 47.42857142857143)","(51.0, 85.0, 81.25)","(3.6, 4.6, 4.446153846153846)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:41.663953,"(1.28, 1.51, 1.4975862068965518)","(26.0, 60.0, 47.42857142857143)","(51.0, 85.0, 81.25)","(3.6, 4.6, 4.446153846153846)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:42.649561,"(1.28, 1.51, 1.4975862068965518)","(26.0, 60.0, 47.42857142857143)","(51.0, 85.0, 80.0)","(3.6, 4.6, 4.446153846153846)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:43.705564,"(1.28, 1.51, 1.4975862068965518)","(26.0, 60.0, 47.42857142857143)","(51.0, 85.0, 80.0)","(3.6, 4.6, 4.40952380952381)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:44.757052,"(1.28, 1.51, 1.4975862068965518)","(26.0, 60.0, 47.42857142857143)","(51.0, 85.0, 80.0)","(3.6, 4.6, 4.40952380952381)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:45.757340,"(1.28, 1.51, 1.4975862068965518)","(26.0, 60.0, 47.42857142857143)","(51.0, 85.0, 80.0)","(3.6, 4.6, 4.40952380952381)","(10.0, 16.5, 14.605263157894736)"
11-01-2023 19:06:46.794908,"(1.28, 1.51, 1.4975862068965518)","(26.0, 60.0, 51.44444444444444)","(51.0, 85.0, 81.25)","(3.6, 4.6, 4.446153846153846)","(10.0, 16.5, 14.605263157894736)"
