,Poor Wally,Betty Boop,Princess Lilly,Gin And Vodka,Deputy Mayor
11-01-2023 18:56:41.519738,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:56:42.532485,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:56:43.513971,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:56:44.488779,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:56:45.425523,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:56:46.381801,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:56:47.317789,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:56:48.280776,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:56:49.295691,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:56:50.271593,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:56:51.150880,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:56:52.122309,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:56:53.144485,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:56:54.078810,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:56:54.964539,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:56:55.982400,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:56:56.955687,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:56:57.886145,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:56:58.768892,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:56:59.727936,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:57:00.675205,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:57:01.554048,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:57:02.450296,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:57:03.387510,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:57:04.221153,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:57:05.081961,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:57:06.033723,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:57:06.944141,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:57:07.810484,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:57:08.671319,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:57:09.646535,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.637499999999999)","(10.0, 20.0, 17.92)"
11-01-2023 18:57:10.548289,"(1.28, 1.6, 1.5380952380952382)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.6, 4.564705882352941)","(10.0, 20.0, 17.96)"
11-01-2023 18:57:11.346703,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.511764705882353)","(10.0, 20.0, 17.96)"
11-01-2023 18:57:12.314395,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.511764705882353)","(10.0, 20.0, 17.96)"
11-01-2023 18:57:13.299638,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.511764705882353)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:14.256890,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.511764705882353)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:15.055800,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.511764705882353)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:15.974046,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.511764705882353)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:16.978437,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.511764705882353)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:17.862146,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.511764705882353)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:18.705492,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.511764705882353)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:19.639277,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.511764705882353)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:20.631115,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.511764705882353)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:21.549534,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.511764705882353)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:22.545271,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.511764705882353)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:23.498027,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.511764705882353)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:24.538008,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.511764705882353)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:25.524686,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.511764705882353)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:26.557843,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.511764705882353)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:27.554542,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.511764705882353)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:28.362234,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.511764705882353)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:29.239101,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.511764705882353)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:30.209127,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.511764705882353)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:31.124131,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.511764705882353)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:31.976000,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.511764705882353)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:32.917720,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.511764705882353)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:33.891092,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.00909090909091)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:34.771741,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.00909090909091)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:35.572811,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.00909090909091)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:36.442941,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.00909090909091)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:37.432362,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.066666666666666)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:38.351708,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.066666666666666)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:39.265996,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.066666666666666)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:40.164856,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.1)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:41.037647,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.1)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:41.941290,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.00909090909091)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:42.839474,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.00909090909091)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:43.779798,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.1)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:44.748530,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.00909090909091)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:45.557225,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.00909090909091)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:46.413611,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.00909090909091)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:47.353295,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.066666666666666)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:48.225589,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.066666666666666)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:49.070684,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.066666666666666)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:49.887473,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.1)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:50.783265,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.00909090909091)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:51.650669,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.00909090909091)","(10.0, 20.0, 18.0)"
11-01-2023 18:57:52.493981,"(1.28, 1.6, 1.5469387755102042)","(21.0, 80.0, 43.125)","(51.0, 70.0, 42.8)","(3.5, 5.5, 4.066666666666666)","(10.0, 20.0, 18.0)"
