,Tiggerlong Rebel,Excess Power,Easy Breezy,Rocket Power,Silky Rose,Tat Panda,Island Chief
15-12-2022 12:24:09.890280,"(3.7, 4.4, 4.39056603773585)","(1.7, 1.92, 1.9196116504854368)","(13.0, 23.0, 22.333333333333332)","(71.0, 430.0, 283.1578947368421)","(81.0, 510.0, 407.14285714285717)","(7.5, 13.0, 12.25)","(5.5, 9.8, 9.1)"
15-12-2022 12:24:10.946899,"(3.7, 4.4, 4.39056603773585)","(1.7, 1.92, 1.9196116504854368)","(13.0, 23.0, 22.333333333333332)","(71.0, 430.0, 302.3529411764706)","(81.0, 510.0, 407.14285714285717)","(7.5, 13.0, 12.11111111111111)","(5.5, 9.8, 9.450000000000001)"
15-12-2022 12:24:11.891531,"(3.7, 4.4, 4.381132075471698)","(1.7, 1.91, 1.9098245614035088)","(13.0, 23.0, 21.82608695652174)","(71.0, 430.0, 302.3529411764706)","(81.0, 510.0, 407.14285714285717)","(7.5, 13.0, 12.25)","(5.5, 9.8, 9.290909090909091)"
15-12-2022 12:24:12.911704,"(3.7, 4.4, 4.389583333333333)","(1.7, 1.91, 1.9095833333333332)","(13.0, 23.0, 22.333333333333332)","(71.0, 430.0, 326.6666666666667)","(81.0, 510.0, 407.14285714285717)","(7.5, 13.0, 11.933333333333334)","(5.5, 9.8, 9.290909090909091)"
15-12-2022 12:24:14.048047,"(3.7, 4.4, 4.390000000000001)","(1.7, 1.89, 1.8883333333333332)","(13.0, 23.0, 21.82608695652174)","(71.0, 430.0, 375.2941176470588)","(81.0, 510.0, 407.14285714285717)","(7.5, 13.0, 12.4375)","(5.5, 9.8, 9.450000000000001)"
15-12-2022 12:24:14.978113,"(3.7, 4.5, 4.495652173913044)","(1.7, 1.89, 1.8883333333333332)","(13.0, 23.0, 22.333333333333332)","(71.0, 430.0, 375.2941176470588)","(81.0, 510.0, 407.14285714285717)","(7.5, 13.0, 12.142857142857142)","(5.5, 9.8, 9.24)"
15-12-2022 12:24:16.001057,"(3.7, 4.5, 4.455102040816326)","(1.7, 1.94, 1.9)","(13.0, 23.0, 22.333333333333332)","(71.0, 430.0, 348.42105263157896)","(81.0, 500.0, 383.3333333333333)","(7.5, 13.0, 12.142857142857142)","(5.5, 9.8, 9.24)"
15-12-2022 12:24:16.955339,"(3.7, 4.4, 4.376)","(1.7, 1.94, 1.9133333333333333)","(13.0, 23.0, 21.82608695652174)","(71.0, 430.0, 348.42105263157896)","(81.0, 500.0, 383.3333333333333)","(7.5, 13.0, 11.666666666666666)","(5.5, 9.8, 9.426666666666668)"
15-12-2022 12:24:17.953446,"(3.7, 4.4, 4.376)","(1.7, 1.94, 1.9)","(13.0, 24.0, 21.19148936170213)","(71.0, 430.0, 348.42105263157896)","(81.0, 510.0, 390.0)","(7.5, 13.0, 11.875)","(5.5, 9.8, 9.24)"
15-12-2022 12:24:18.960143,"(3.7, 4.4, 4.376)","(1.7, 1.94, 1.9)","(13.0, 24.0, 21.098039215686274)","(71.0, 430.0, 348.42105263157896)","(81.0, 510.0, 390.0)","(7.5, 13.0, 12.55)","(5.5, 9.8, 9.24)"
15-12-2022 12:24:19.960705,"(3.7, 4.4, 4.376)","(1.7, 1.94, 1.915)","(13.0, 24.0, 21.098039215686274)","(71.0, 430.0, 348.42105263157896)","(81.0, 510.0, 390.0)","(7.5, 13.0, 12.2)","(5.5, 9.8, 9.426666666666668)"
15-12-2022 12:24:21.022265,"(3.7, 4.4, 4.376)","(1.7, 1.94, 1.908)","(13.0, 24.0, 21.098039215686274)","(71.0, 430.0, 317.27272727272725)","(81.0, 500.0, 355.88235294117646)","(7.5, 13.0, 11.818181818181818)","(5.5, 9.8, 9.426666666666668)"
15-12-2022 12:24:21.989085,"(3.7, 4.4, 4.397435897435898)","(1.7, 1.94, 1.9186666666666665)","(13.0, 23.0, 22.1)","(71.0, 430.0, 317.27272727272725)","(81.0, 500.0, 355.88235294117646)","(7.5, 13.0, 11.818181818181818)","(5.5, 9.8, 9.24)"
15-12-2022 12:24:22.955578,"(3.7, 4.5, 4.472727272727273)","(1.7, 1.94, 1.908)","(13.0, 23.0, 21.615384615384617)","(71.0, 430.0, 317.27272727272725)","(81.0, 500.0, 355.88235294117646)","(7.5, 13.0, 11.375)","(5.5, 9.8, 9.426666666666668)"
15-12-2022 12:24:23.886385,"(3.7, 4.5, 4.4688888888888885)","(1.7, 1.94, 1.9186666666666665)","(13.0, 23.0, 21.615384615384617)","(71.0, 430.0, 317.27272727272725)","(81.0, 500.0, 355.88235294117646)","(7.5, 13.0, 11.375)","(5.5, 9.8, 9.426666666666668)"
15-12-2022 12:24:24.800891,"(3.7, 4.4, 4.388372093023256)","(1.7, 1.94, 1.908)","(13.0, 23.0, 21.615384615384617)","(71.0, 430.0, 317.27272727272725)","(81.0, 500.0, 355.88235294117646)","(7.5, 13.0, 11.375)","(5.5, 9.8, 9.24)"
15-12-2022 12:24:25.725435,"(3.7, 4.4, 4.384444444444445)","(1.7, 1.94, 1.931111111111111)","(13.0, 23.0, 21.615384615384617)","(71.0, 430.0, 317.27272727272725)","(81.0, 500.0, 355.88235294117646)","(8.0, 10.5, 11.0)","(5.5, 9.8, 9.466666666666667)"
15-12-2022 12:24:26.637658,"(3.7, 4.4, 4.382608695652174)","(1.7, 1.95, 1.9264705882352942)","(13.0, 23.0, 21.615384615384617)","(71.0, 430.0, 317.27272727272725)","(81.0, 500.0, 355.88235294117646)","(8.0, 12.5, 11.176470588235293)","(5.5, 9.6, 9.466666666666667)"
15-12-2022 12:24:27.608510,"(3.7, 4.4, 4.381395348837209)","(1.7, 1.95, 1.9227272727272726)","(13.0, 23.0, 21.615384615384617)","(71.0, 430.0, 317.27272727272725)","(81.0, 500.0, 355.88235294117646)","(8.0, 12.5, 11.176470588235293)","(5.5, 10.0, 9.636363636363637)"
15-12-2022 12:24:28.647673,"(3.7, 4.4, 4.381395348837209)","(1.7, 1.95, 1.9323529411764706)","(13.0, 23.0, 21.615384615384617)","(71.0, 430.0, 317.27272727272725)","(81.0, 500.0, 355.88235294117646)","(8.0, 12.5, 11.176470588235293)","(5.5, 10.0, 9.333333333333332)"
15-12-2022 12:24:29.725343,"(3.7, 4.5, 4.470212765957447)","(1.7, 1.9, 1.8917647058823528)","(13.0, 23.0, 21.4)","(71.0, 430.0, 317.27272727272725)","(81.0, 500.0, 355.88235294117646)","(8.0, 12.5, 11.176470588235293)","(5.5, 10.0, 9.466666666666667)"
15-12-2022 12:24:30.709831,"(3.7, 4.5, 4.4904761904761905)","(1.7, 1.9, 1.8835294117647057)","(13.0, 20.0, 18.058823529411764)","(71.0, 430.0, 317.27272727272725)","(81.0, 490.0, 376.6666666666667)","(8.0, 12.5, 11.176470588235293)","(5.5, 10.0, 9.466666666666667)"
15-12-2022 12:24:31.669446,"(3.7, 4.5, 4.470212765957447)","(1.7, 1.9, 1.891875)","(13.0, 19.5, 18.833333333333332)","(71.0, 420.0, 304.0)","(81.0, 470.0, 315.0)","(8.0, 12.5, 11.375)","(5.5, 10.0, 9.7)"
15-12-2022 12:24:32.609926,"(3.7, 4.5, 4.4904761904761905)","(1.7, 1.9, 1.8904166666666666)","(13.0, 19.5, 19.214285714285715)","(71.0, 420.0, 304.0)","(81.0, 470.0, 315.0)","(8.0, 12.0, 11.375)","(5.5, 10.0, 9.8)"
15-12-2022 12:24:33.578816,"(3.7, 4.4, 4.386363636363637)","(1.7, 1.93, 1.9233333333333333)","(13.0, 19.5, 19.214285714285715)","(71.0, 420.0, 304.0)","(81.0, 470.0, 315.0)","(8.0, 12.0, 11.0)","(5.5, 10.0, 9.8)"
15-12-2022 12:24:34.583878,"(3.7, 4.4, 4.377551020408164)","(1.7, 1.93, 1.9233333333333333)","(13.0, 19.5, 19.214285714285715)","(71.0, 420.0, 304.0)","(81.0, 470.0, 315.0)","(8.0, 12.0, 11.066666666666666)","(5.5, 10.0, 9.911111111111111)"
15-12-2022 12:24:35.545680,"(3.7, 4.4, 4.377551020408164)","(1.65, 1.93, 1.9166666666666665)","(13.0, 19.5, 19.214285714285715)","(71.0, 420.0, 304.0)","(81.0, 470.0, 315.0)","(8.0, 12.0, 11.066666666666666)","(5.5, 10.0, 9.911111111111111)"
15-12-2022 12:24:36.549905,"(3.7, 4.4, 4.377551020408164)","(1.65, 1.93, 1.9166666666666665)","(13.0, 19.5, 19.214285714285715)","(71.0, 420.0, 304.0)","(81.0, 470.0, 315.0)","(8.0, 12.0, 11.066666666666666)","(5.5, 10.0, 9.911111111111111)"
15-12-2022 12:24:37.529977,"(3.7, 4.4, 4.390476190476191)","(1.65, 1.93, 1.906)","(13.0, 19.5, 19.1)","(71.0, 420.0, 304.0)","(81.0, 470.0, 237.5)","(8.0, 12.0, 11.066666666666666)","(5.5, 10.0, 9.8)"
15-12-2022 12:24:38.410422,"(3.7, 4.4, 4.390476190476191)","(1.65, 1.93, 1.906)","(13.0, 19.5, 19.1)","(71.0, 420.0, 304.0)","(81.0, 470.0, 237.5)","(8.0, 12.0, 11.066666666666666)","(5.5, 10.0, 9.8)"
15-12-2022 12:24:39.366617,"(3.7, 4.4, 4.390476190476191)","(1.65, 1.93, 1.918235294117647)","(13.0, 20.0, 19.53846153846154)","(71.0, 420.0, 304.0)","(81.0, 470.0, 237.5)","(8.0, 12.0, 11.055555555555555)","(6.0, 10.0, 9.84)"
15-12-2022 12:24:40.314685,"(3.7, 4.5, 4.466666666666667)","(1.65, 1.93, 1.894)","(13.0, 20.0, 17.23076923076923)","(71.0, 420.0, 304.0)","(81.0, 470.0, 237.5)","(8.0, 12.0, 11.055555555555555)","(6.0, 10.0, 9.885714285714286)"
15-12-2022 12:24:41.272428,"(3.7, 4.5, 4.489189189189189)","(1.65, 1.93, 1.9037499999999998)","(13.0, 20.0, 17.23076923076923)","(71.0, 410.0, 186.0)","(81.0, 470.0, 276.0)","(8.0, 12.0, 11.3)","(6.0, 10.0, 9.733333333333333)"
15-12-2022 12:24:42.224652,"(3.7, 4.4, 4.3875)","(1.65, 1.95, 1.9224999999999999)","(13.0, 20.0, 17.176470588235293)","(71.0, 410.0, 206.36363636363637)","(81.0, 450.0, 276.0)","(8.0, 11.5, 11.03125)","(6.0, 10.0, 9.733333333333333)"
15-12-2022 12:24:43.176808,"(3.7, 4.4, 4.386842105263158)","(1.65, 1.95, 1.9221428571428572)","(13.0, 20.0, 17.176470588235293)","(71.0, 410.0, 206.36363636363637)","(81.0, 450.0, 276.0)","(8.0, 11.5, 10.833333333333334)","(6.0, 10.0, 9.911111111111111)"
15-12-2022 12:24:44.166706,"(3.7, 4.4, 4.377777777777778)","(1.65, 1.94, 1.9249999999999998)","(13.0, 20.0, 17.176470588235293)","(71.0, 410.0, 206.36363636363637)","(81.0, 450.0, 276.0)","(8.0, 11.5, 11.0)","(6.0, 10.0, 9.8)"
15-12-2022 12:24:45.123596,"(3.7, 4.4, 4.3875)","(1.65, 1.94, 1.9249999999999998)","(13.0, 20.0, 17.714285714285715)","(71.0, 410.0, 206.36363636363637)","(81.0, 450.0, 276.0)","(8.0, 11.5, 11.333333333333334)","(6.0, 10.0, 9.8)"
15-12-2022 12:24:46.119686,"(3.7, 4.4, 4.3875)","(1.65, 1.94, 1.9333333333333333)","(13.0, 20.0, 17.714285714285715)","(71.0, 410.0, 206.36363636363637)","(81.0, 450.0, 276.0)","(8.0, 11.5, 11.416666666666666)","(6.0, 10.0, 9.8)"
15-12-2022 12:24:47.082549,"(3.7, 4.4, 4.3875)","(1.65, 1.94, 1.9342857142857142)","(13.0, 20.0, 17.714285714285715)","(71.0, 410.0, 206.36363636363637)","(81.0, 450.0, 305.0)","(8.0, 11.5, 11.84375)","(6.0, 10.0, 9.8)"
15-12-2022 12:24:48.009166,"(3.7, 4.5, 4.466666666666667)","(1.65, 1.91, 1.8915533980582524)","(13.0, 20.0, 17.75)","(71.0, 400.0, 292.0)","(81.0, 450.0, 305.0)","(8.0, 12.5, 12.038461538461538)","(6.0, 10.0, 9.911111111111111)"
15-12-2022 12:24:48.940696,"(3.7, 4.5, 4.489189189189189)","(1.65, 1.91, 1.890612244897959)","(13.0, 20.0, 18.0)","(71.0, 400.0, 220.0)","(81.0, 450.0, 305.0)","(8.0, 12.5, 11.9)","(6.0, 10.0, 9.85)"
15-12-2022 12:24:49.915724,"(3.7, 4.5, 4.466666666666667)","(1.65, 1.91, 1.8904580152671755)","(13.0, 20.0, 19.0)","(71.0, 400.0, 220.0)","(81.0, 450.0, 305.0)","(8.0, 12.0, 11.75)","(6.0, 10.0, 9.733333333333333)"
15-12-2022 12:24:50.991655,"(3.7, 4.4, 4.3875)","(1.65, 1.91, 1.9003076923076923)","(13.0, 20.0, 18.5)","(71.0, 390.0, 227.5)","(81.0, 450.0, 240.0)","(8.0, 12.0, 11.833333333333334)","(6.0, 10.0, 9.6)"
15-12-2022 12:24:51.952334,"(3.7, 4.4, 4.3875)","(1.65, 1.91, 1.9003076923076923)","(13.0, 20.0, 18.5)","(71.0, 390.0, 227.5)","(81.0, 440.0, 200.0)","(8.0, 12.0, 11.652173913043478)","(6.0, 10.0, 9.533333333333333)"
15-12-2022 12:24:52.888069,"(3.7, 4.4, 4.385365853658537)","(1.65, 1.91, 1.9005521472392637)","(13.0, 20.0, 18.22222222222222)","(71.0, 390.0, 227.5)","(81.0, 440.0, 200.0)","(8.0, 12.5, 11.6875)","(6.0, 10.0, 9.44)"
15-12-2022 12:24:53.920985,"(3.7, 4.5, 4.466666666666667)","(1.65, 1.91, 1.9004907975460121)","(13.0, 20.0, 18.5)","(71.0, 390.0, 227.5)","(81.0, 440.0, 200.0)","(8.0, 12.5, 11.6875)","(6.0, 10.0, 9.588235294117647)"
15-12-2022 12:24:54.989232,"(3.7, 4.5, 4.485714285714286)","(1.65, 1.9, 1.8995953757225432)","(13.0, 20.0, 18.22222222222222)","(71.0, 390.0, 211.42857142857144)","(81.0, 440.0, 253.33333333333331)","(8.0, 12.5, 11.6875)","(6.0, 10.0, 9.28125)"
15-12-2022 12:24:56.271643,"(3.7, 4.5, 4.491666666666667)","(1.65, 1.9, 1.8944999999999999)","(13.0, 20.0, 20.666666666666668)","(71.0, 390.0, 260.0)","(81.0, 440.0, 200.0)","(8.0, 12.0, 11.705882352941176)","(6.0, 10.0, 9.746666666666668)"
15-12-2022 12:24:57.366879,"(3.7, 4.6, 4.5874999999999995)","(1.65, 1.9, 1.8993162393162393)","(13.0, 21.0, 20.666666666666668)","(71.0, 390.0, 227.5)","(81.0, 440.0, 253.33333333333331)","(8.0, 12.0, 11.444444444444445)","(6.0, 9.8, 9.394736842105264)"
15-12-2022 12:24:58.359325,"(3.7, 4.6, 4.5874999999999995)","(1.65, 1.9, 1.8975)","(13.0, 22.0, 21.76923076923077)","(71.0, 390.0, 227.5)","(81.0, 440.0, 253.33333333333331)","(8.0, 12.0, 11.423076923076923)","(6.0, 10.0, 9.394736842105264)"
15-12-2022 12:24:59.376410,"(3.7, 4.6, 4.5874999999999995)","(1.65, 1.9, 1.8974622356495467)","(13.0, 22.0, 21.76923076923077)","(71.0, 390.0, 260.0)","(81.0, 440.0, 200.0)","(8.0, 12.0, 11.444444444444445)","(6.0, 10.0, 9.742857142857144)"
15-12-2022 12:25:00.394497,"(3.7, 4.6, 4.5874999999999995)","(1.65, 1.89, 1.8870114942528735)","(13.0, 22.0, 21.76923076923077)","(71.0, 390.0, 260.0)","(81.0, 440.0, 200.0)","(8.0, 12.0, 11.423076923076923)","(6.0, 9.8, 9.45)"
15-12-2022 12:25:01.343532,"(3.7, 4.6, 4.5874999999999995)","(1.65, 1.89, 1.8863666666666665)","(13.0, 21.0, 20.833333333333332)","(71.0, 390.0, 260.0)","(81.0, 440.0, 216.0)","(8.0, 12.0, 11.423076923076923)","(6.0, 9.6, 9.2)"
15-12-2022 12:25:02.270311,"(3.7, 4.6, 4.5874999999999995)","(1.65, 1.89, 1.8841711229946523)","(13.0, 21.0, 19.70967741935484)","(71.0, 390.0, 227.5)","(81.0, 440.0, 216.0)","(8.0, 12.0, 11.423076923076923)","(6.0, 9.6, 9.2)"
15-12-2022 12:25:03.256248,"(3.7, 4.6, 4.5874999999999995)","(1.65, 1.89, 1.8812799999999998)","(13.0, 21.0, 19.62857142857143)","(71.0, 390.0, 260.0)","(81.0, 430.0, 404.5454545454545)","(8.0, 12.0, 11.53125)","(6.0, 9.6, 9.3)"
15-12-2022 12:25:04.293310,"(3.7, 4.7, 4.651351351351352)","(1.65, 1.87, 1.8650000000000002)","(13.0, 21.0, 19.70967741935484)","(71.0, 390.0, 227.5)","(81.0, 430.0, 404.5454545454545)","(8.0, 12.0, 11.53125)","(6.0, 9.6, 9.3)"
15-12-2022 12:25:05.326682,"(3.7, 4.7, 4.55)","(1.65, 1.87, 1.8575409836065575)","(13.0, 21.0, 19.70967741935484)","(71.0, 390.0, 227.5)","(81.0, 430.0, 404.5454545454545)","(8.0, 12.0, 11.53125)","(6.0, 9.4, 9.368421052631579)"
15-12-2022 12:25:06.293099,"(3.7, 4.7, 4.630769230769231)","(1.65, 1.87, 1.8583636363636364)","(13.0, 21.0, 19.70967741935484)","(71.0, 390.0, 227.5)","(81.0, 430.0, 404.5454545454545)","(8.0, 12.0, 11.533333333333333)","(6.0, 9.6, 9.557894736842105)"
15-12-2022 12:25:07.279247,"(3.7, 4.7, 4.673333333333334)","(1.65, 1.87, 1.8527027027027028)","(13.0, 21.0, 19.846153846153847)","(71.0, 390.0, 260.0)","(81.0, 430.0, 407.5)","(8.0, 12.0, 11.53125)","(6.0, 9.8, 9.366666666666667)"
15-12-2022 12:25:08.263433,"(3.7, 4.7, 4.681818181818182)","(1.65, 1.87, 1.8522222222222222)","(13.0, 21.0, 19.846153846153847)","(71.0, 390.0, 227.5)","(81.0, 430.0, 407.5)","(8.0, 12.0, 11.53125)","(6.0, 9.4, 9.366666666666667)"
15-12-2022 12:25:09.197566,"(3.7, 4.7, 4.681818181818182)","(1.65, 1.87, 1.840909090909091)","(13.0, 21.0, 19.846153846153847)","(71.0, 390.0, 227.5)","(81.0, 430.0, 362.5)","(8.0, 12.0, 11.423076923076923)","(6.0, 9.4, 9.366666666666667)"
15-12-2022 12:25:10.120107,"(3.7, 4.7, 4.666666666666667)","(1.65, 1.87, 1.8527027027027028)","(13.0, 21.0, 19.846153846153847)","(71.0, 390.0, 260.0)","(81.0, 430.0, 396.25)","(8.0, 12.0, 11.423076923076923)","(6.0, 9.4, 9.370000000000001)"
15-12-2022 12:25:11.077116,"(3.7, 4.6, 4.583333333333333)","(1.65, 1.87, 1.8603030303030303)","(13.0, 21.0, 19.846153846153847)","(71.0, 390.0, 227.5)","(81.0, 430.0, 396.25)","(8.0, 12.0, 11.423076923076923)","(6.0, 9.4, 9.366666666666667)"
15-12-2022 12:25:12.006989,"(3.7, 4.7, 4.590909090909091)","(1.65, 1.87, 1.8603030303030303)","(13.0, 21.0, 19.846153846153847)","(71.0, 390.0, 297.14285714285717)","(81.0, 430.0, 396.25)","(8.0, 12.0, 11.423076923076923)","(6.0, 9.4, 9.399999999999999)"
15-12-2022 12:25:12.934545,"(3.7, 4.7, 4.642857142857143)","(1.65, 1.87, 1.8603030303030303)","(13.0, 21.0, 19.846153846153847)","(71.0, 390.0, 227.5)","(81.0, 430.0, 396.25)","(8.0, 12.0, 11.53125)","(6.0, 9.6, 9.399999999999999)"
15-12-2022 12:25:13.822935,"(3.7, 4.6, 4.583333333333333)","(1.65, 1.87, 1.8527027027027028)","(13.0, 21.0, 19.347826086956523)","(71.0, 390.0, 260.0)","(81.0, 430.0, 407.5)","(8.0, 12.0, 11.53125)","(6.0, 9.6, 9.563636363636363)"
15-12-2022 12:25:14.822390,"(3.7, 4.6, 4.541666666666666)","(1.65, 1.87, 1.8543902439024391)","(13.0, 21.0, 19.642857142857142)","(71.0, 390.0, 227.5)","(81.0, 430.0, 407.5)","(8.0, 12.0, 11.293103448275861)","(6.0, 9.6, 9.566666666666666)"
15-12-2022 12:25:15.830189,"(3.7, 4.6, 4.584615384615384)","(1.65, 1.87, 1.8551162790697675)","(13.0, 21.0, 19.416666666666668)","(71.0, 390.0, 260.0)","(81.0, 430.0, 388.46153846153845)","(8.0, 12.0, 11.217391304347826)","(6.0, 9.6, 9.700000000000001)"
15-12-2022 12:25:16.999847,"(3.7, 4.8, 4.658823529411765)","(1.65, 1.85, 1.8315037593984964)","(13.0, 21.0, 19.476190476190474)","(71.0, 390.0, 276.3636363636364)","(81.0, 430.0, 388.46153846153845)","(8.0, 12.0, 11.2)","(6.0, 9.8, 9.561904761904762)"
15-12-2022 12:25:18.139173,"(3.7, 4.8, 4.715217391304348)","(1.65, 1.85, 1.8403906250000002)","(13.0, 21.0, 19.476190476190474)","(71.0, 390.0, 293.8461538461538)","(81.0, 430.0, 388.46153846153845)","(8.0, 12.0, 11.454545454545455)","(6.0, 10.0, 9.448)"
15-12-2022 12:25:19.084422,"(3.7, 4.8, 4.713333333333333)","(1.65, 1.85, 1.84016)","(13.0, 21.0, 19.476190476190474)","(71.0, 390.0, 293.8461538461538)","(81.0, 430.0, 388.46153846153845)","(8.0, 11.5, 11.454545454545455)","(6.0, 10.0, 9.620000000000001)"
15-12-2022 12:25:20.072017,"(3.7, 4.8, 4.713333333333333)","(1.65, 1.85, 1.8409302325581396)","(13.0, 21.0, 19.76923076923077)","(71.0, 390.0, 293.8461538461538)","(81.0, 430.0, 388.46153846153845)","(8.0, 11.5, 11.2)","(6.0, 10.0, 9.63225806451613)"
15-12-2022 12:25:21.094732,"(3.7, 4.8, 4.713333333333333)","(1.65, 1.85, 1.840769230769231)","(13.0, 21.0, 19.476190476190474)","(71.0, 390.0, 293.8461538461538)","(81.0, 430.0, 388.46153846153845)","(8.0, 12.0, 11.2)","(6.0, 10.0, 9.63225806451613)"
15-12-2022 12:25:22.023028,"(3.7, 4.8, 4.7)","(1.65, 1.85, 1.8416279069767443)","(13.0, 21.0, 19.76923076923077)","(71.0, 390.0, 293.8461538461538)","(81.0, 430.0, 388.46153846153845)","(8.0, 12.0, 11.2)","(6.0, 10.0, 9.666666666666666)"
15-12-2022 12:25:23.075393,"(3.7, 4.8, 4.7)","(1.65, 1.85, 1.8417948717948718)","(13.0, 21.0, 19.76923076923077)","(71.0, 390.0, 293.8461538461538)","(81.0, 430.0, 388.46153846153845)","(8.0, 12.0, 11.2)","(6.0, 10.0, 9.666666666666666)"
15-12-2022 12:25:24.253164,"(3.7, 4.8, 4.684615384615385)","(1.65, 1.85, 1.840857142857143)","(13.0, 21.0, 20.81818181818182)","(71.0, 390.0, 293.8461538461538)","(81.0, 430.0, 380.0)","(8.0, 12.0, 11.2)","(6.0, 10.0, 9.666666666666666)"
15-12-2022 12:25:25.262904,"(3.7, 4.8, 4.684615384615385)","(1.65, 1.85, 1.8417948717948718)","(13.0, 21.0, 20.866666666666667)","(71.0, 390.0, 293.8461538461538)","(81.0, 420.0, 380.0)","(8.0, 12.0, 11.2)","(6.0, 10.0, 9.666666666666666)"
15-12-2022 12:25:26.231897,"(3.7, 4.8, 4.684615384615385)","(1.65, 1.85, 1.840857142857143)","(13.0, 21.0, 20.9)","(71.0, 390.0, 300.7142857142857)","(81.0, 420.0, 264.0)","(8.0, 12.0, 11.2)","(6.0, 10.0, 9.875)"
15-12-2022 12:25:27.310490,"(3.7, 4.8, 4.684615384615385)","(1.65, 1.85, 1.840857142857143)","(13.0, 21.0, 20.9)","(71.0, 390.0, 300.7142857142857)","(81.0, 420.0, 328.2352941176471)","(8.0, 12.0, 11.333333333333334)","(6.0, 10.0, 9.8)"
15-12-2022 12:25:28.354159,"(3.7, 4.8, 4.701639344262295)","(1.65, 1.85, 1.8403030303030303)","(13.0, 21.0, 20.9)","(71.0, 390.0, 300.7142857142857)","(81.0, 420.0, 328.2352941176471)","(8.0, 11.5, 11.215686274509803)","(6.0, 10.0, 9.894736842105264)"
15-12-2022 12:25:29.388310,"(3.7, 4.8, 4.684615384615385)","(1.65, 1.85, 1.8403030303030303)","(13.0, 21.0, 20.9)","(71.0, 390.0, 300.7142857142857)","(81.0, 420.0, 205.71428571428572)","(8.0, 12.0, 11.215686274509803)","(6.0, 10.0, 9.894736842105264)"
15-12-2022 12:25:30.427647,"(3.7, 4.8, 4.684615384615385)","(1.65, 1.85, 1.8403030303030303)","(13.0, 21.0, 20.9)","(71.0, 390.0, 300.7142857142857)","(81.0, 420.0, 312.8571428571429)","(8.0, 12.0, 11.215686274509803)","(6.0, 10.0, 9.894736842105264)"
15-12-2022 12:25:31.589009,"(3.7, 4.8, 4.684615384615385)","(1.65, 1.85, 1.8403030303030303)","(13.0, 21.0, 20.9)","(71.0, 390.0, 313.0769230769231)","(81.0, 420.0, 356.3636363636364)","(8.0, 12.0, 11.215686274509803)","(6.0, 10.0, 9.894736842105264)"
15-12-2022 12:25:32.699926,"(3.7, 4.8, 4.684615384615385)","(1.65, 1.85, 1.840769230769231)","(13.0, 21.0, 20.9)","(71.0, 390.0, 265.0)","(81.0, 430.0, 376.0)","(8.0, 12.0, 11.215686274509803)","(6.0, 10.0, 9.894736842105264)"
15-12-2022 12:25:33.662991,"(3.7, 4.8, 4.677551020408163)","(1.65, 1.87, 1.8416666666666668)","(13.0, 22.0, 21.0)","(71.0, 390.0, 270.0)","(81.0, 430.0, 376.0)","(8.0, 12.0, 11.215686274509803)","(6.0, 10.0, 9.894736842105264)"
15-12-2022 12:25:34.596570,"(3.7, 4.8, 4.667307692307692)","(1.65, 1.87, 1.8466666666666667)","(13.0, 22.0, 20.833333333333332)","(71.0, 390.0, 280.9090909090909)","(81.0, 430.0, 362.5)","(8.0, 12.0, 11.2)","(6.0, 10.0, 9.894736842105264)"
15-12-2022 12:25:35.518807,"(3.8, 4.8, 4.660869565217391)","(1.65, 1.87, 1.8450000000000002)","(14.0, 22.0, 21.176470588235293)","(81.0, 390.0, 280.9090909090909)","(91.0, 430.0, 295.0)","(8.5, 11.0, 10.903846153846153)","(6.5, 10.0, 9.894736842105264)"
15-12-2022 12:25:36.446184,"(3.8, 4.8, 4.691379310344828)","(1.65, 1.87, 1.8603703703703705)","(14.0, 22.0, 21.176470588235293)","(81.0, 390.0, 280.9090909090909)","(91.0, 430.0, 362.5)","(8.5, 11.0, 10.883333333333333)","(6.5, 10.0, 9.9)"
15-12-2022 12:25:37.373130,"(3.8, 4.8, 4.715789473684211)","(1.65, 1.87, 1.8505405405405406)","(14.0, 22.0, 21.0)","(81.0, 390.0, 280.9090909090909)","(91.0, 430.0, 340.0)","(8.5, 11.0, 10.648148148148149)","(6.5, 10.0, 9.9)"
15-12-2022 12:25:38.261408,"(3.8, 4.8, 4.672727272727273)","(1.65, 1.87, 1.846818181818182)","(14.0, 22.0, 20.714285714285715)","(81.0, 390.0, 280.9090909090909)","(91.0, 430.0, 362.5)","(8.5, 10.5, 10.444444444444445)","(6.5, 10.5, 10.088235294117647)"
15-12-2022 12:25:39.499925,"(3.8, 4.7, 4.6923076923076925)","(1.65, 1.87, 1.843157894736842)","(14.0, 22.0, 21.05263157894737)","(81.0, 390.0, 280.9090909090909)","(91.0, 430.0, 312.10526315789474)","(8.5, 11.0, 10.456521739130435)","(6.5, 10.5, 10.136000000000001)"
15-12-2022 12:25:40.561788,"(3.8, 4.7, 4.666666666666667)","(1.65, 1.87, 1.8554545454545455)","(14.0, 22.0, 20.714285714285715)","(81.0, 390.0, 280.9090909090909)","(91.0, 430.0, 312.10526315789474)","(8.5, 10.5, 10.456521739130435)","(6.5, 10.5, 10.136000000000001)"
