,California Press,Shines,Captain George,Karuta King,Sacred Delago,Sippity Sip,Ponca,War Memorial,Skye Banner,Buckin Rippa
08-12-2022 15:17:17.096956,"(3.7, 4.3, 4.231350114416476)","(3.9, 4.8, 4.774129353233831)","(4.4, 5.0, 4.844047619047619)","(31.0, 55.0, 52.75)","(71.0, 170.0, 165.0)","(41.0, 65.0, 63.97435897435897)","(3.7, 4.6, 4.5636363636363635)","(31.0, 55.0, 48.25)","(14.0, 19.0, 18.583333333333332)","(71.0, 180.0, 177.69230769230768)"
08-12-2022 15:17:18.526137,"(3.7, 4.3, 4.231350114416476)","(3.9, 4.8, 4.773697270471464)","(4.4, 5.0, 4.741447368421053)","(31.0, 55.0, 52.75)","(71.0, 170.0, 165.0)","(41.0, 65.0, 63.97435897435897)","(3.7, 4.6, 4.5636363636363635)","(31.0, 55.0, 48.25)","(14.0, 19.0, 18.791666666666668)","(71.0, 180.0, 177.69230769230768)"
08-12-2022 15:17:19.845621,"(3.7, 4.3, 4.231350114416476)","(3.9, 4.8, 4.773697270471464)","(4.4, 5.0, 4.741447368421053)","(31.0, 55.0, 52.75)","(71.0, 170.0, 165.0)","(41.0, 65.0, 64.42857142857143)","(3.7, 4.6, 4.567021276595744)","(31.0, 55.0, 48.432432432432435)","(14.0, 19.0, 18.791666666666668)","(71.0, 180.0, 177.69230769230768)"
08-12-2022 15:17:21.119898,"(3.7, 4.3, 4.231136363636364)","(3.9, 4.8, 4.773827160493827)","(4.4, 5.0, 4.741447368421053)","(31.0, 55.0, 52.75)","(71.0, 170.0, 165.0)","(41.0, 65.0, 64.42857142857143)","(3.7, 4.6, 4.567021276595744)","(31.0, 55.0, 48.432432432432435)","(14.0, 19.0, 18.791666666666668)","(71.0, 180.0, 177.69230769230768)"
08-12-2022 15:17:22.377158,"(3.7, 4.3, 4.231136363636364)","(3.9, 4.8, 4.773827160493827)","(4.4, 5.0, 4.741447368421053)","(31.0, 55.0, 52.75)","(71.0, 170.0, 165.0)","(41.0, 65.0, 64.42857142857143)","(3.7, 4.6, 4.567021276595744)","(31.0, 55.0, 47.40625)","(14.0, 19.0, 18.791666666666668)","(71.0, 180.0, 177.69230769230768)"
08-12-2022 15:17:23.752797,"(3.7, 4.3, 4.210755813953488)","(3.9, 4.8, 4.773827160493827)","(4.4, 5.0, 4.741447368421053)","(31.0, 55.0, 52.857142857142854)","(71.0, 170.0, 165.0)","(41.0, 65.0, 64.42857142857143)","(3.7, 4.6, 4.567021276595744)","(31.0, 55.0, 47.40625)","(14.0, 19.0, 18.791666666666668)","(71.0, 180.0, 177.69230769230768)"
08-12-2022 15:17:25.085480,"(3.7, 4.3, 4.2037617554858935)","(3.9, 4.8, 4.773827160493827)","(4.4, 5.0, 4.741447368421053)","(31.0, 55.0, 52.857142857142854)","(71.0, 170.0, 165.0)","(41.0, 65.0, 64.42857142857143)","(3.7, 4.6, 4.567021276595744)","(31.0, 55.0, 47.40625)","(14.0, 19.0, 18.791666666666668)","(71.0, 180.0, 177.69230769230768)"
08-12-2022 15:17:26.841779,"(3.7, 4.3, 4.20375)","(3.9, 4.9, 4.834945586457074)","(4.4, 5.0, 4.762130177514793)","(31.0, 55.0, 52.857142857142854)","(71.0, 170.0, 165.0)","(41.0, 65.0, 64.42857142857143)","(3.7, 4.6, 4.565625)","(31.0, 50.0, 49.333333333333336)","(14.0, 19.0, 18.791666666666668)","(71.0, 180.0, 177.69230769230768)"
08-12-2022 15:17:28.215202,"(3.7, 4.3, 4.20375)","(3.9, 4.9, 4.7939655172413795)","(4.4, 5.0, 4.771590909090909)","(31.0, 55.0, 52.857142857142854)","(71.0, 170.0, 165.0)","(41.0, 65.0, 64.42857142857143)","(3.7, 4.6, 4.565625)","(31.0, 50.0, 49.333333333333336)","(14.0, 19.0, 18.791666666666668)","(71.0, 180.0, 177.69230769230768)"
08-12-2022 15:17:29.663605,"(3.7, 4.3, 4.202580645161291)","(3.9, 4.8, 4.7939655172413795)","(4.4, 5.0, 4.735526315789474)","(31.0, 55.0, 52.857142857142854)","(71.0, 170.0, 165.0)","(41.0, 65.0, 64.0)","(3.7, 4.6, 4.565625)","(31.0, 50.0, 49.333333333333336)","(14.0, 19.0, 18.791666666666668)","(71.0, 180.0, 177.69230769230768)"
08-12-2022 15:17:30.976961,"(3.7, 4.3, 4.202580645161291)","(3.9, 4.8, 4.7939655172413795)","(4.4, 5.0, 4.75)","(31.0, 55.0, 52.857142857142854)","(71.0, 170.0, 165.0)","(41.0, 65.0, 64.0)","(3.7, 4.6, 4.565625)","(31.0, 50.0, 49.63636363636364)","(14.0, 19.0, 18.791666666666668)","(71.0, 180.0, 177.69230769230768)"
08-12-2022 15:17:32.329118,"(3.7, 4.3, 4.202054054054054)","(3.9, 4.8, 4.7939655172413795)","(4.4, 4.9, 4.75)","(31.0, 55.0, 52.857142857142854)","(71.0, 170.0, 165.0)","(41.0, 65.0, 64.0)","(3.7, 4.6, 4.565625)","(31.0, 50.0, 49.63636363636364)","(14.0, 19.0, 18.791666666666668)","(71.0, 180.0, 177.69230769230768)"
08-12-2022 15:17:33.745241,"(3.7, 4.3, 4.202054054054054)","(3.9, 4.8, 4.866151866151866)","(4.4, 4.9, 4.711111111111111)","(31.0, 55.0, 52.857142857142854)","(71.0, 170.0, 165.0)","(41.0, 65.0, 60.945945945945944)","(3.7, 4.6, 4.575862068965517)","(31.0, 50.0, 49.63636363636364)","(14.0, 19.0, 19.4375)","(71.0, 180.0, 177.69230769230768)"
08-12-2022 15:17:35.174846,"(3.7, 4.3, 4.202036441586281)","(3.9, 4.9, 4.866151866151866)","(4.4, 4.8, 4.735766423357664)","(31.0, 55.0, 52.857142857142854)","(71.0, 170.0, 153.75)","(41.0, 65.0, 60.945945945945944)","(3.7, 4.6, 4.575862068965517)","(31.0, 50.0, 49.63636363636364)","(14.0, 20.0, 19.567307692307693)","(71.0, 180.0, 177.69230769230768)"
08-12-2022 15:17:36.492395,"(3.7, 4.3, 4.202036441586281)","(3.9, 4.9, 4.866151866151866)","(4.4, 4.8, 4.652554744525547)","(31.0, 55.0, 52.857142857142854)","(71.0, 160.0, 153.75)","(41.0, 65.0, 65.74074074074075)","(3.7, 4.6, 4.575862068965517)","(31.0, 50.0, 49.63636363636364)","(14.0, 20.0, 19.41111111111111)","(71.0, 180.0, 177.69230769230768)"
08-12-2022 15:17:37.811535,"(3.7, 4.3, 4.210795454545455)","(3.8, 4.9, 4.80110294117647)","(4.2, 4.8, 4.653623188405796)","(31.0, 55.0, 52.857142857142854)","(81.0, 160.0, 152.0)","(51.0, 75.0, 67.0)","(3.7, 4.6, 4.575862068965517)","(31.0, 50.0, 49.63636363636364)","(15.0, 19.5, 18.91891891891892)","(81.0, 180.0, 177.5)"
08-12-2022 15:17:39.109747,"(3.7, 4.2, 4.163058823529412)","(3.9, 4.9, 4.80110294117647)","(4.2, 4.8, 4.681481481481481)","(31.0, 55.0, 52.857142857142854)","(81.0, 160.0, 166.66666666666666)","(51.0, 70.0, 68.5)","(3.8, 4.6, 4.577049180327869)","(31.0, 50.0, 49.63636363636364)","(15.0, 19.0, 18.642857142857142)","(91.0, 180.0, 177.5)"
08-12-2022 15:17:40.319370,"(3.7, 4.1, 4.083606557377049)","(3.9, 4.9, 4.801824817518248)","(4.2, 4.8, 4.681481481481481)","(31.0, 55.0, 52.857142857142854)","(81.0, 200.0, 175.0)","(51.0, 70.0, 68.5)","(3.8, 4.6, 4.572549019607843)","(31.0, 50.0, 49.63636363636364)","(15.0, 19.0, 18.642857142857142)","(91.0, 180.0, 177.5)"
08-12-2022 15:17:41.501386,"(3.7, 4.1, 4.083050847457627)","(3.8, 4.9, 4.801824817518248)","(4.2, 4.8, 4.681481481481481)","(31.0, 55.0, 52.857142857142854)","(81.0, 200.0, 181.8181818181818)","(51.0, 70.0, 67.0)","(3.8, 4.6, 4.5702127659574465)","(31.0, 50.0, 51.875)","(15.0, 19.0, 18.642857142857142)","(91.0, 180.0, 177.5)"
08-12-2022 15:17:42.746653,"(3.7, 4.1, 4.083050847457627)","(3.8, 4.9, 4.801824817518248)","(4.2, 4.8, 4.681481481481481)","(31.0, 55.0, 52.857142857142854)","(81.0, 200.0, 183.33333333333334)","(51.0, 70.0, 67.0)","(3.8, 4.6, 4.5702127659574465)","(31.0, 55.0, 51.0)","(15.0, 19.0, 18.642857142857142)","(91.0, 180.0, 177.5)"
08-12-2022 15:17:44.098865,"(3.7, 4.1, 4.088857938718663)","(3.8, 4.9, 4.801824817518248)","(4.2, 4.8, 4.681481481481481)","(31.0, 55.0, 52.857142857142854)","(81.0, 200.0, 183.33333333333334)","(51.0, 70.0, 67.0)","(3.8, 4.6, 4.5702127659574465)","(31.0, 55.0, 51.42857142857143)","(15.0, 19.0, 18.642857142857142)","(91.0, 180.0, 177.5)"
08-12-2022 15:17:45.358080,"(3.7, 4.1, 4.061538461538461)","(3.9, 4.9, 4.800738007380073)","(4.2, 4.8, 4.681481481481481)","(31.0, 55.0, 52.857142857142854)","(81.0, 200.0, 183.33333333333334)","(51.0, 70.0, 67.0)","(3.8, 4.6, 4.5702127659574465)","(31.0, 55.0, 51.42857142857143)","(15.0, 19.0, 18.642857142857142)","(91.0, 180.0, 177.5)"
08-12-2022 15:17:46.679653,"(3.7, 4.1, 4.079591836734694)","(3.9, 4.9, 4.800751879699248)","(4.2, 4.8, 4.681481481481481)","(31.0, 55.0, 52.857142857142854)","(81.0, 200.0, 180.0)","(51.0, 70.0, 67.0)","(3.8, 4.6, 4.563157894736842)","(31.0, 55.0, 51.15384615384615)","(15.0, 19.0, 18.333333333333332)","(91.0, 180.0, 177.5)"
08-12-2022 15:17:48.349081,"(3.7, 4.1, 4.070588235294117)","(3.9, 4.9, 4.804347826086956)","(4.2, 4.8, 4.693333333333333)","(31.0, 55.0, 50.0)","(81.0, 200.0, 180.0)","(51.0, 70.0, 67.5)","(3.8, 4.7, 4.623076923076923)","(31.0, 55.0, 50.9375)","(15.0, 19.0, 18.473684210526315)","(91.0, 180.0, 177.69230769230768)"
08-12-2022 15:17:49.571971,"(3.7, 4.1, 4.070588235294117)","(3.9, 4.9, 4.804347826086956)","(4.2, 4.8, 4.693333333333333)","(31.0, 55.0, 50.0)","(81.0, 200.0, 180.0)","(51.0, 70.0, 67.5)","(3.8, 4.7, 4.623076923076923)","(31.0, 55.0, 50.9375)","(15.0, 19.0, 18.473684210526315)","(91.0, 180.0, 177.69230769230768)"
08-12-2022 15:17:51.041750,"(3.7, 4.1, 4.072101449275362)","(3.9, 4.9, 4.804270462633451)","(4.2, 4.8, 4.702439024390244)","(31.0, 55.0, 53.333333333333336)","(81.0, 200.0, 180.0)","(51.0, 70.0, 67.5)","(3.8, 4.7, 4.661290322580645)","(41.0, 55.0, 51.875)","(15.0, 19.0, 18.473684210526315)","(91.0, 180.0, 177.5)"
08-12-2022 15:17:52.271137,"(3.7, 4.1, 4.072101449275362)","(3.9, 4.9, 4.804270462633451)","(4.2, 4.8, 4.711377245508982)","(31.0, 55.0, 53.47826086956522)","(81.0, 200.0, 175.0)","(51.0, 70.0, 67.5)","(3.8, 4.7, 4.661290322580645)","(41.0, 55.0, 51.875)","(15.0, 19.0, 18.95)","(91.0, 180.0, 175.88235294117646)"
08-12-2022 15:17:53.742531,"(3.7, 4.1, 4.062980769230769)","(3.9, 4.9, 4.804270462633451)","(4.2, 4.8, 4.711377245508982)","(31.0, 55.0, 53.47826086956522)","(81.0, 200.0, 175.0)","(51.0, 70.0, 68.125)","(3.8, 4.7, 4.655555555555556)","(41.0, 55.0, 51.875)","(15.0, 19.0, 18.95)","(91.0, 190.0, 178.57142857142856)"
08-12-2022 15:17:55.358740,"(3.7, 4.1, 4.062980769230769)","(3.9, 4.9, 4.804270462633451)","(4.2, 4.8, 4.717721518987341)","(31.0, 55.0, 53.47826086956522)","(81.0, 200.0, 178.57142857142858)","(51.0, 70.0, 68.84615384615384)","(3.8, 4.7, 4.636842105263158)","(31.0, 55.0, 51.875)","(14.0, 19.0, 18.956521739130434)","(91.0, 190.0, 177.27272727272728)"
08-12-2022 15:17:56.974863,"(3.7, 4.1, 4.062980769230769)","(3.9, 4.9, 4.8)","(4.2, 4.8, 4.716666666666667)","(31.0, 55.0, 53.47826086956522)","(81.0, 200.0, 178.57142857142858)","(51.0, 70.0, 68.84615384615384)","(3.8, 4.7, 4.585714285714285)","(31.0, 55.0, 51.875)","(14.0, 19.0, 18.972972972972972)","(91.0, 190.0, 172.5)"
08-12-2022 15:17:58.644150,"(3.7, 4.1, 4.06344537815126)","(3.9, 4.8, 4.730072463768116)","(4.2, 4.8, 4.716666666666667)","(31.0, 55.0, 53.47826086956522)","(81.0, 200.0, 178.57142857142858)","(51.0, 70.0, 68.84615384615384)","(3.8, 4.6, 4.584375)","(31.0, 55.0, 53.0)","(14.0, 19.0, 18.972972972972972)","(91.0, 190.0, 175.0)"
08-12-2022 15:18:00.120813,"(3.7, 4.1, 4.065612648221344)","(3.9, 4.8, 4.731560283687943)","(4.2, 4.8, 4.675)","(31.0, 55.0, 52.0)","(81.0, 200.0, 178.57142857142858)","(51.0, 70.0, 69.11764705882354)","(3.8, 4.6, 4.678947368421053)","(31.0, 55.0, 52.5)","(14.0, 19.0, 18.964285714285715)","(91.0, 190.0, 175.0)"
08-12-2022 15:18:01.546713,"(3.7, 4.1, 4.065612648221344)","(3.9, 4.8, 4.703191489361703)","(4.2, 4.7, 4.675)","(31.0, 55.0, 53.57142857142857)","(81.0, 200.0, 178.57142857142858)","(51.0, 70.0, 69.11764705882354)","(3.8, 4.7, 4.678947368421053)","(31.0, 55.0, 53.125)","(14.0, 19.0, 18.794117647058822)","(91.0, 190.0, 175.0)"
08-12-2022 15:18:03.084866,"(3.7, 4.1, 4.002727272727273)","(3.9, 4.8, 4.732592592592592)","(4.2, 4.7, 4.673228346456693)","(31.0, 55.0, 53.57142857142857)","(81.0, 200.0, 178.57142857142858)","(51.0, 70.0, 69.11764705882354)","(3.8, 4.7, 4.678571428571429)","(31.0, 55.0, 53.125)","(14.0, 19.0, 18.5)","(91.0, 190.0, 182.5)"
08-12-2022 15:18:04.511284,"(3.7, 4.1, 4.002727272727273)","(3.9, 4.8, 4.756872037914691)","(4.2, 4.7, 4.64804469273743)","(31.0, 55.0, 53.57142857142857)","(81.0, 200.0, 178.57142857142858)","(51.0, 70.0, 69.25)","(3.8, 4.7, 4.678048780487805)","(31.0, 55.0, 57.27272727272727)","(14.0, 19.0, 18.5)","(91.0, 190.0, 182.5)"
08-12-2022 15:18:05.864835,"(3.7, 4.1, 4.028666666666666)","(3.9, 4.8, 4.741666666666667)","(4.2, 4.7, 4.603809523809524)","(31.0, 55.0, 53.1578947368421)","(81.0, 200.0, 181.25)","(51.0, 70.0, 69.31818181818181)","(3.8, 4.7, 4.678048780487805)","(31.0, 60.0, 56.666666666666664)","(14.0, 19.0, 18.5)","(91.0, 190.0, 182.5)"
08-12-2022 15:18:07.396638,"(3.7, 4.1, 4.044845360824742)","(3.9, 4.8, 4.740909090909091)","(4.2, 4.7, 4.603809523809524)","(31.0, 60.0, 55.35714285714286)","(81.0, 200.0, 181.25)","(51.0, 70.0, 69.31818181818181)","(3.8, 4.7, 4.67906976744186)","(41.0, 60.0, 56.0)","(14.0, 19.0, 18.63157894736842)","(91.0, 190.0, 182.85714285714286)"
08-12-2022 15:18:08.794453,"(3.7, 4.1, 4.044845360824742)","(3.9, 4.8, 4.740909090909091)","(4.2, 4.7, 4.603809523809524)","(31.0, 60.0, 55.0)","(81.0, 200.0, 181.25)","(51.0, 70.0, 69.31818181818181)","(3.8, 4.7, 4.67906976744186)","(41.0, 60.0, 56.0)","(14.0, 19.0, 18.63157894736842)","(91.0, 190.0, 182.85714285714286)"
08-12-2022 15:18:10.282609,"(3.7, 4.1, 4.068249258160237)","(3.8, 4.8, 4.714150943396227)","(4.2, 4.7, 4.615126050420168)","(31.0, 60.0, 55.0)","(81.0, 200.0, 181.25)","(51.0, 70.0, 69.31818181818181)","(3.8, 4.7, 4.566037735849056)","(41.0, 60.0, 56.0)","(14.0, 19.0, 18.695652173913043)","(91.0, 190.0, 182.85714285714286)"
08-12-2022 15:18:11.617327,"(3.7, 4.1, 4.080936454849498)","(3.8, 4.8, 4.737837837837838)","(4.2, 4.7, 4.582608695652174)","(31.0, 60.0, 55.45454545454545)","(81.0, 200.0, 177.5)","(51.0, 70.0, 66.85185185185185)","(3.8, 4.6, 4.655)","(41.0, 60.0, 58.333333333333336)","(14.0, 19.0, 19.036363636363635)","(91.0, 190.0, 185.0)"
08-12-2022 15:18:13.019553,"(3.7, 4.1, 4.080139372822299)","(3.8, 4.8, 4.737837837837838)","(4.2, 4.6, 4.536)","(31.0, 60.0, 57.05882352941177)","(81.0, 190.0, 174.28571428571428)","(51.0, 75.0, 68.13725490196079)","(3.8, 4.7, 4.68)","(41.0, 60.0, 58.125)","(14.0, 20.0, 19.58)","(91.0, 190.0, 172.85714285714286)"
08-12-2022 15:18:14.392993,"(3.7, 4.1, 4.080985915492957)","(3.9, 4.8, 4.743589743589744)","(4.2, 4.6, 4.513953488372093)","(31.0, 60.0, 57.05882352941177)","(81.0, 180.0, 173.75)","(51.0, 75.0, 68.51851851851852)","(3.8, 4.7, 4.688505747126437)","(41.0, 65.0, 58.125)","(14.0, 20.0, 19.58)","(91.0, 190.0, 172.85714285714286)"
08-12-2022 15:18:15.725192,"(3.7, 4.0, 3.971276595744681)","(3.9, 4.8, 4.743589743589744)","(4.2, 4.6, 4.513953488372093)","(31.0, 60.0, 57.05882352941177)","(81.0, 180.0, 176.0)","(51.0, 75.0, 68.51851851851852)","(3.8, 4.7, 4.6647058823529415)","(41.0, 65.0, 62.10526315789474)","(14.0, 20.0, 19.58)","(91.0, 190.0, 172.85714285714286)"
08-12-2022 15:18:16.968882,"(3.7, 4.0, 3.9747572815533982)","(3.9, 4.8, 4.745374449339207)","(4.2, 4.6, 4.513953488372093)","(31.0, 60.0, 57.05882352941177)","(81.0, 180.0, 176.0)","(51.0, 75.0, 68.51851851851852)","(3.8, 4.7, 4.638235294117647)","(41.0, 65.0, 62.10526315789474)","(14.0, 20.0, 19.633333333333333)","(91.0, 190.0, 172.85714285714286)"
08-12-2022 15:18:18.295826,"(3.7, 4.0, 3.9913145539906103)","(3.9, 4.8, 4.745374449339207)","(4.2, 4.6, 4.511491442542788)","(31.0, 60.0, 57.05882352941177)","(81.0, 180.0, 176.0)","(51.0, 75.0, 68.51851851851852)","(3.8, 4.7, 4.638235294117647)","(41.0, 65.0, 62.10526315789474)","(14.0, 20.0, 19.770833333333332)","(91.0, 190.0, 175.0)"
08-12-2022 15:18:19.686842,"(3.6, 4.0, 3.9913145539906103)","(3.9, 4.8, 4.745374449339207)","(4.2, 4.6, 4.511491442542788)","(31.0, 60.0, 57.05882352941177)","(81.0, 180.0, 176.0)","(51.0, 75.0, 68.51851851851852)","(3.8, 4.7, 4.638235294117647)","(41.0, 65.0, 61.666666666666664)","(15.0, 20.0, 19.770833333333332)","(91.0, 190.0, 175.0)"
08-12-2022 15:18:21.411611,"(3.6, 4.0, 3.988988095238095)","(3.9, 4.8, 4.749519230769231)","(4.2, 4.6, 4.511491442542788)","(31.0, 60.0, 56.42857142857143)","(81.0, 180.0, 176.0)","(51.0, 75.0, 72.6)","(3.8, 4.7, 4.636363636363636)","(41.0, 65.0, 61.666666666666664)","(15.0, 20.0, 19.86111111111111)","(91.0, 190.0, 175.0)"
08-12-2022 15:18:23.267305,"(3.6, 4.0, 3.9795964125560537)","(3.9, 4.8, 4.749519230769231)","(4.2, 4.6, 4.517910447761194)","(31.0, 60.0, 57.916666666666664)","(81.0, 180.0, 178.66666666666666)","(51.0, 75.0, 71.12903225806451)","(3.8, 4.7, 4.636363636363636)","(41.0, 65.0, 61.666666666666664)","(15.0, 20.0, 19.86111111111111)","(91.0, 190.0, 175.0)"
08-12-2022 15:18:24.846614,"(3.6, 4.0, 3.9827083333333335)","(3.9, 4.8, 4.755855855855856)","(4.2, 4.6, 4.480254777070064)","(31.0, 60.0, 55.833333333333336)","(81.0, 180.0, 178.57142857142858)","(51.0, 75.0, 71.25)","(3.8, 4.7, 4.6596153846153845)","(41.0, 65.0, 60.416666666666664)","(15.0, 20.0, 19.928571428571427)","(91.0, 190.0, 185.0)"
08-12-2022 15:18:26.608449,"(3.6, 4.0, 3.986633663366337)","(3.9, 4.8, 4.757954545454545)","(4.2, 4.5, 4.451048951048951)","(31.0, 60.0, 57.22222222222222)","(81.0, 180.0, 180.43478260869566)","(51.0, 75.0, 72.10526315789474)","(3.8, 4.7, 4.758)","(41.0, 65.0, 63.1578947368421)","(15.0, 20.0, 20.232558139534884)","(91.0, 190.0, 172.76923076923077)"
08-12-2022 15:18:28.271695,"(3.6, 4.0, 3.995398773006135)","(3.9, 4.8, 4.758192090395481)","(4.2, 4.5, 4.458823529411765)","(31.0, 60.0, 57.22222222222222)","(81.0, 190.0, 193.33333333333334)","(51.0, 75.0, 70.27777777777777)","(3.8, 4.8, 4.717307692307692)","(41.0, 65.0, 62.391304347826086)","(15.0, 21.0, 19.867924528301888)","(91.0, 200.0, 190.79365079365078)"
08-12-2022 15:18:29.890984,"(3.6, 3.95, 3.935576923076923)","(3.9, 4.8, 4.777443609022557)","(4.2, 4.5, 4.446666666666667)","(31.0, 60.0, 57.857142857142854)","(81.0, 200.0, 194.0)","(51.0, 75.0, 70.33333333333333)","(3.8, 4.8, 4.769565217391305)","(41.0, 65.0, 63.4375)","(15.0, 21.0, 20.5)","(91.0, 200.0, 190.80645161290323)"
08-12-2022 15:18:31.587832,"(3.6, 3.9, 3.852)","(3.9, 4.8, 4.777611940298508)","(4.2, 4.5, 4.449397590361446)","(31.0, 60.0, 58.125)","(81.0, 200.0, 202.22222222222223)","(51.0, 75.0, 70.33333333333333)","(3.8, 4.9, 4.774336283185841)","(41.0, 65.0, 61.170212765957444)","(15.0, 21.0, 19.9)","(91.0, 200.0, 190.75757575757575)"
08-12-2022 15:18:33.306655,"(3.6, 3.9, 3.852)","(3.9, 4.8, 4.789565217391305)","(4.2, 4.5, 4.435964912280702)","(31.0, 60.0, 59.166666666666664)","(81.0, 220.0, 198.1818181818182)","(51.0, 75.0, 70.33333333333333)","(3.8, 4.9, 4.754117647058823)","(41.0, 65.0, 61.4)","(15.0, 21.0, 19.9)","(91.0, 200.0, 190.75757575757575)"
08-12-2022 15:18:34.811596,"(3.6, 3.9, 3.8507462686567164)","(3.9, 4.8, 4.827046263345196)","(4.2, 4.5, 4.419178082191781)","(31.0, 60.0, 57.0)","(91.0, 220.0, 206.15384615384616)","(51.0, 75.0, 72.4074074074074)","(3.8, 4.9, 4.73013698630137)","(41.0, 65.0, 61.72727272727273)","(15.0, 21.0, 19.9)","(91.0, 200.0, 190.75757575757575)"
08-12-2022 15:18:36.375818,"(3.6, 3.95, 3.894011976047904)","(3.9, 4.9, 4.823741007194244)","(4.2, 4.5, 4.405220883534136)","(31.0, 60.0, 57.22222222222222)","(91.0, 220.0, 206.15384615384616)","(51.0, 75.0, 73.15789473684211)","(3.8, 4.9, 4.7784313725490195)","(41.0, 65.0, 61.8421052631579)","(15.0, 21.0, 19.984615384615385)","(91.0, 200.0, 190.8955223880597)"
08-12-2022 15:18:37.804758,"(3.6, 3.9, 3.8945945945945946)","(3.9, 4.9, 4.823741007194244)","(4.2, 4.5, 4.397835497835498)","(41.0, 60.0, 57.22222222222222)","(91.0, 220.0, 205.0)","(51.0, 75.0, 72.87878787878788)","(3.9, 4.9, 4.845945945945946)","(41.0, 65.0, 61.785714285714285)","(15.0, 21.0, 19.984615384615385)","(101.0, 200.0, 190.8955223880597)"
08-12-2022 15:18:39.168178,"(3.6, 3.9, 3.8945945945945946)","(3.9, 4.9, 4.823741007194244)","(4.2, 4.5, 4.397835497835498)","(41.0, 60.0, 57.22222222222222)","(91.0, 220.0, 205.0)","(51.0, 75.0, 72.87878787878788)","(3.9, 4.9, 4.845945945945946)","(41.0, 65.0, 61.785714285714285)","(15.0, 21.0, 19.984615384615385)","(101.0, 200.0, 190.8955223880597)"
08-12-2022 15:18:40.532532,"(3.6, 3.9, 3.8945945945945946)","(3.9, 4.9, 4.84551724137931)","(4.2, 4.5, 4.3865384615384615)","(41.0, 60.0, 57.65625)","(91.0, 220.0, 206.0)","(51.0, 75.0, 71.89189189189189)","(3.9, 4.9, 4.850819672131148)","(41.0, 65.0, 61.785714285714285)","(15.0, 21.0, 19.96875)","(101.0, 200.0, 190.8955223880597)"
08-12-2022 15:18:41.937425,"(3.6, 3.9, 3.8945945945945946)","(3.9, 4.9, 4.84551724137931)","(4.2, 4.5, 4.3865384615384615)","(41.0, 60.0, 57.65625)","(91.0, 220.0, 206.0)","(51.0, 75.0, 71.89189189189189)","(3.9, 4.9, 4.850819672131148)","(41.0, 65.0, 62.04081632653061)","(15.0, 21.0, 19.976190476190474)","(101.0, 200.0, 190.8955223880597)"
08-12-2022 15:18:43.317323,"(3.6, 3.9, 3.8945945945945946)","(3.9, 4.9, 4.84551724137931)","(4.2, 4.5, 4.3912442396313365)","(41.0, 60.0, 57.72727272727273)","(91.0, 220.0, 206.0)","(51.0, 75.0, 72.26190476190476)","(3.9, 4.9, 4.850819672131148)","(41.0, 65.0, 61.979166666666664)","(15.0, 21.0, 19.976190476190474)","(101.0, 200.0, 190.8955223880597)"
08-12-2022 15:18:44.835518,"(3.6, 3.95, 3.896456692913386)","(3.9, 4.9, 4.8164948453608245)","(4.2, 4.5, 4.39084249084249)","(41.0, 60.0, 57.916666666666664)","(91.0, 220.0, 206.0)","(51.0, 75.0, 71.97368421052632)","(3.9, 4.9, 4.868852459016393)","(41.0, 65.0, 62.1)","(15.0, 21.0, 20.051470588235293)","(101.0, 200.0, 191.02941176470588)"
08-12-2022 15:18:46.274253,"(3.6, 3.95, 3.8986146095717884)","(3.9, 4.9, 4.7931677018633545)","(4.2, 4.5, 4.4)","(41.0, 60.0, 58.529411764705884)","(91.0, 220.0, 206.0)","(51.0, 75.0, 71.97368421052632)","(3.9, 4.9, 4.868852459016393)","(41.0, 65.0, 62.1)","(15.0, 21.0, 19.916666666666668)","(101.0, 200.0, 190.8955223880597)"
08-12-2022 15:18:47.906957,"(3.5, 3.9, 3.8966183574879225)","(4.0, 4.9, 4.806521739130435)","(4.2, 4.5, 4.407453416149068)","(41.0, 60.0, 58.86363636363636)","(91.0, 220.0, 206.0)","(51.0, 75.0, 71.97368421052632)","(4.0, 4.9, 4.868852459016393)","(41.0, 65.0, 62.1)","(16.0, 20.0, 19.821428571428573)","(101.0, 200.0, 172.6865671641791)"
08-12-2022 15:18:49.522592,"(3.5, 3.85, 3.8657754010695187)","(4.0, 4.9, 4.795121951219512)","(4.2, 4.5, 4.465765765765766)","(41.0, 60.0, 59.04761904761905)","(91.0, 220.0, 202.5)","(51.0, 75.0, 72.125)","(4.0, 4.9, 4.935227272727273)","(41.0, 65.0, 62.83582089552239)","(16.0, 20.0, 19.944444444444443)","(101.0, 200.0, 172.6865671641791)"
08-12-2022 15:18:51.119486,"(3.5, 3.9, 3.828341013824885)","(4.0, 4.9, 4.78092485549133)","(4.2, 4.5, 4.48525641025641)","(41.0, 60.0, 59.04761904761905)","(91.0, 220.0, 200.55555555555554)","(51.0, 75.0, 72.125)","(4.0, 5.0, 4.934444444444445)","(41.0, 65.0, 62.467532467532465)","(16.0, 20.0, 19.928571428571427)","(101.0, 200.0, 176.23376623376623)"
