,Go Forward Tink,Oh Suzie,Flying Bella,Udella Bale,Hasten Jet,Pablos Star,Im Indigo,Levator
05-01-2023 14:08:20.619426,"(9.0, 30.0, 20.0)","(41.0, 210.0, 171.25)","(18.0, 80.0, 71.2)","(2.7, 3.75, 3.5)","(2.6, 3.35, 3.305833333333333)","(10.0, 13.5, 12.764705882352942)","(8.5, 15.5, 13.4375)","(6.0, 8.2, 7.685714285714285)"
05-01-2023 14:08:21.736149,"(9.0, 30.0, 20.0)","(41.0, 210.0, 171.25)","(18.0, 80.0, 71.2)","(2.7, 3.75, 3.5)","(2.6, 3.35, 3.305833333333333)","(10.0, 13.5, 12.764705882352942)","(8.5, 15.5, 13.4375)","(6.0, 8.2, 7.685714285714285)"
05-01-2023 14:08:23.084771,"(9.0, 30.0, 20.0)","(41.0, 210.0, 171.25)","(18.0, 80.0, 62.85714285714286)","(2.7, 3.75, 3.5)","(2.6, 3.35, 3.265)","(10.0, 13.5, 12.764705882352942)","(8.5, 15.5, 13.4375)","(6.0, 8.2, 7.685714285714285)"
05-01-2023 14:08:24.299997,"(9.0, 30.0, 25.0)","(41.0, 210.0, 171.25)","(18.0, 130.0, 92.0)","(2.7, 3.75, 3.5)","(2.6, 3.35, 3.265)","(10.0, 13.5, 13.4)","(8.5, 15.5, 11.833333333333334)","(6.0, 8.2, 7.685714285714285)"
05-01-2023 14:08:25.583936,"(9.0, 30.0, 21.785714285714285)","(41.0, 210.0, 158.33333333333331)","(18.0, 120.0, 78.66666666666666)","(2.7, 3.75, 3.5)","(2.6, 3.35, 3.2683333333333335)","(10.0, 14.0, 12.764705882352942)","(8.5, 15.5, 13.09375)","(6.0, 8.2, 7.685714285714285)"
05-01-2023 14:08:26.814067,"(9.0, 30.0, 21.785714285714285)","(41.0, 210.0, 171.25)","(18.0, 100.0, 78.66666666666666)","(2.7, 3.75, 3.5)","(2.6, 3.35, 3.2683333333333335)","(10.0, 13.5, 12.764705882352942)","(8.5, 15.5, 13.09375)","(6.0, 8.2, 6.866666666666666)"
05-01-2023 14:08:28.145595,"(9.0, 30.0, 21.785714285714285)","(41.0, 210.0, 171.25)","(18.0, 100.0, 47.5)","(2.7, 3.75, 3.5)","(2.6, 3.35, 3.2683333333333335)","(10.0, 13.5, 12.764705882352942)","(8.5, 15.5, 13.575)","(6.0, 8.2, 7.685714285714285)"
05-01-2023 14:08:29.451646,"(9.0, 30.0, 24.25)","(41.0, 210.0, 171.25)","(18.0, 95.0, 47.5)","(2.7, 3.75, 3.7)","(2.6, 3.35, 3.2683333333333335)","(10.0, 13.5, 12.764705882352942)","(8.5, 15.5, 13.575)","(6.0, 8.2, 7.685714285714285)"
05-01-2023 14:08:30.694196,"(9.0, 30.0, 22.142857142857142)","(41.0, 210.0, 171.25)","(18.0, 95.0, 79.6)","(2.7, 3.85, 3.7)","(2.6, 3.35, 3.2716666666666665)","(10.0, 13.5, 12.764705882352942)","(8.5, 15.5, 13.575)","(6.0, 8.2, 7.685714285714285)"
05-01-2023 14:08:32.149046,"(9.0, 30.0, 25.0)","(41.0, 210.0, 171.25)","(18.0, 90.0, 79.6)","(2.7, 3.85, 3.7)","(2.6, 3.35, 3.2716666666666665)","(10.0, 13.5, 12.428571428571429)","(8.5, 15.5, 13.4375)","(6.0, 8.2, 7.685714285714285)"
05-01-2023 14:08:33.335593,"(9.0, 30.0, 25.0)","(41.0, 210.0, 171.25)","(18.0, 90.0, 79.6)","(2.7, 3.85, 3.7)","(2.6, 3.35, 3.275)","(10.0, 13.5, 12.428571428571429)","(8.5, 15.5, 13.4375)","(6.0, 8.2, 7.685714285714285)"
05-01-2023 14:08:34.502739,"(9.0, 30.0, 25.0)","(41.0, 210.0, 171.25)","(18.0, 90.0, 79.6)","(2.7, 3.85, 3.7)","(2.6, 3.35, 3.275)","(10.0, 13.5, 12.428571428571429)","(8.5, 15.5, 13.4375)","(6.0, 8.2, 7.685714285714285)"
05-01-2023 14:08:35.919628,"(9.0, 30.0, 25.0)","(41.0, 210.0, 171.25)","(18.0, 90.0, 79.6)","(2.7, 3.85, 3.7)","(2.6, 3.35, 3.275)","(10.0, 13.5, 12.428571428571429)","(8.5, 15.5, 13.4375)","(6.0, 8.2, 7.685714285714285)"
05-01-2023 14:08:37.295522,"(9.0, 30.0, 25.0)","(41.0, 210.0, 171.25)","(18.0, 90.0, 79.6)","(2.7, 3.85, 3.7)","(2.6, 3.35, 3.2783333333333333)","(10.0, 13.5, 12.428571428571429)","(8.5, 15.5, 13.4375)","(6.0, 8.2, 7.685714285714285)"
05-01-2023 14:08:38.615619,"(9.0, 30.0, 25.0)","(41.0, 210.0, 171.25)","(18.0, 90.0, 79.6)","(2.7, 3.85, 3.7)","(2.6, 3.35, 3.32)","(10.0, 13.5, 12.875)","(8.5, 15.5, 11.375)","(6.0, 8.2, 7.685714285714285)"
05-01-2023 14:08:39.921496,"(9.0, 30.0, 25.0)","(41.0, 210.0, 171.25)","(18.0, 90.0, 79.6)","(2.7, 3.85, 3.7)","(2.6, 3.4, 3.32)","(10.0, 13.5, 12.411764705882353)","(8.5, 15.5, 12.75)","(6.0, 8.2, 7.127272727272727)"
05-01-2023 14:08:41.127399,"(9.0, 30.0, 25.0)","(41.0, 210.0, 171.25)","(18.0, 90.0, 79.6)","(2.7, 3.85, 3.7)","(2.6, 3.4, 3.365)","(10.0, 13.0, 12.411764705882353)","(8.5, 15.5, 12.75)","(6.0, 8.0, 7.127272727272727)"
05-01-2023 14:08:42.278244,"(9.0, 30.0, 25.0)","(41.0, 210.0, 158.33333333333331)","(18.0, 90.0, 79.6)","(2.7, 3.85, 3.7)","(2.6, 3.45, 3.365)","(10.0, 13.0, 12.411764705882353)","(8.5, 15.5, 13.5)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:08:43.552391,"(9.0, 30.0, 25.0)","(41.0, 210.0, 171.25)","(18.0, 90.0, 79.6)","(2.7, 3.85, 3.7)","(2.6, 3.45, 3.365)","(10.0, 13.0, 12.411764705882353)","(8.5, 15.5, 13.5)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:08:44.802015,"(9.0, 30.0, 25.0)","(41.0, 210.0, 171.25)","(18.0, 90.0, 79.6)","(2.7, 3.85, 3.2754716981132077)","(2.6, 3.45, 3.3814285714285712)","(10.0, 13.0, 12.411764705882353)","(8.5, 15.5, 13.5)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:08:46.228451,"(9.0, 30.0, 25.0)","(41.0, 210.0, 163.75)","(18.0, 90.0, 79.6)","(2.7, 3.7, 3.275)","(2.6, 3.55, 3.3814285714285712)","(10.0, 13.0, 12.411764705882353)","(8.5, 15.5, 13.09375)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:08:47.666422,"(9.0, 30.0, 25.0)","(41.0, 200.0, 163.75)","(18.0, 90.0, 65.0)","(2.7, 3.7, 3.275)","(2.6, 3.55, 3.3814285714285712)","(10.0, 13.0, 12.411764705882353)","(8.5, 15.5, 13.09375)","(6.0, 8.0, 6.305882352941176)"
05-01-2023 14:08:48.988763,"(9.0, 30.0, 22.857142857142858)","(41.0, 200.0, 163.75)","(18.0, 90.0, 65.0)","(2.7, 3.7, 3.3423076923076924)","(2.6, 3.55, 3.3814285714285712)","(10.0, 13.0, 12.411764705882353)","(8.5, 15.5, 13.575)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:08:50.474121,"(9.0, 30.0, 27.142857142857142)","(41.0, 200.0, 163.75)","(18.0, 90.0, 65.0)","(2.7, 3.65, 3.3423076923076924)","(2.6, 3.55, 3.3814285714285712)","(10.0, 13.0, 12.411764705882353)","(8.5, 15.5, 13.575)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:08:51.897460,"(9.0, 30.0, 27.142857142857142)","(41.0, 200.0, 163.75)","(18.0, 90.0, 77.5)","(2.7, 3.65, 3.3423076923076924)","(2.6, 3.55, 3.3814285714285712)","(10.0, 13.0, 12.411764705882353)","(8.5, 15.5, 13.575)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:08:53.060305,"(9.0, 30.0, 27.5)","(41.0, 200.0, 163.75)","(18.0, 90.0, 77.5)","(2.7, 3.65, 3.3423076923076924)","(2.6, 3.55, 3.3814285714285712)","(10.0, 13.0, 12.411764705882353)","(8.5, 15.5, 13.4375)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:08:54.361684,"(9.0, 30.0, 24.0)","(41.0, 200.0, 163.75)","(18.0, 90.0, 77.5)","(2.7, 3.65, 3.3423076923076924)","(2.6, 3.55, 3.3814285714285712)","(10.0, 13.0, 12.411764705882353)","(8.5, 15.5, 13.4375)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:08:55.646232,"(9.0, 30.0, 24.0)","(41.0, 200.0, 151.66666666666669)","(18.0, 90.0, 77.5)","(2.7, 3.65, 3.3423076923076924)","(2.6, 3.55, 3.39125)","(10.0, 13.0, 11.923076923076923)","(8.5, 15.5, 13.4375)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:08:56.955179,"(9.0, 30.0, 24.0)","(41.0, 200.0, 151.66666666666669)","(18.0, 90.0, 77.5)","(2.7, 3.65, 3.3423076923076924)","(2.6, 3.65, 3.143333333333333)","(10.0, 13.0, 11.923076923076923)","(8.5, 15.5, 13.4375)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:08:58.241586,"(9.0, 30.0, 24.0)","(41.0, 200.0, 151.66666666666669)","(18.0, 90.0, 77.5)","(2.7, 3.65, 3.0462962962962963)","(2.6, 3.4, 3.1072727272727274)","(10.0, 13.0, 12.0)","(8.5, 15.5, 13.4375)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:08:59.500414,"(9.0, 30.0, 24.0)","(41.0, 200.0, 151.66666666666669)","(18.0, 90.0, 77.5)","(2.7, 3.25, 3.090909090909091)","(2.6, 3.4, 3.155)","(10.0, 13.0, 12.0)","(8.5, 15.5, 13.4375)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:09:00.755955,"(9.0, 30.0, 24.0)","(41.0, 200.0, 151.66666666666669)","(18.0, 90.0, 77.5)","(2.7, 3.2, 3.090909090909091)","(2.6, 3.4, 3.04875)","(10.0, 13.0, 12.058823529411764)","(8.5, 15.5, 13.346153846153847)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:09:01.980081,"(9.0, 30.0, 26.0)","(41.0, 200.0, 151.66666666666669)","(18.0, 90.0, 77.5)","(2.7, 3.2, 3.090909090909091)","(2.6, 3.75, 3.4924999999999997)","(10.0, 12.5, 12.058823529411764)","(8.5, 15.5, 13.852941176470589)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:09:03.247562,"(9.0, 30.0, 26.0)","(41.0, 200.0, 151.66666666666669)","(18.0, 90.0, 77.5)","(2.7, 3.2, 3.090909090909091)","(2.6, 3.8, 3.7466666666666666)","(10.0, 12.5, 12.058823529411764)","(8.5, 15.5, 13.852941176470589)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:09:04.508806,"(9.0, 30.0, 26.0)","(41.0, 200.0, 151.66666666666669)","(18.0, 90.0, 77.5)","(2.7, 3.2, 3.090909090909091)","(2.6, 3.9, 3.2505882352941176)","(10.0, 12.5, 12.058823529411764)","(8.5, 15.5, 13.852941176470589)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:09:05.731046,"(9.0, 30.0, 26.0)","(41.0, 200.0, 151.66666666666669)","(18.0, 90.0, 77.5)","(2.7, 3.2, 3.090909090909091)","(2.6, 3.9, 3.264705882352941)","(10.0, 12.5, 12.058823529411764)","(8.5, 15.5, 13.575)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:09:06.936061,"(9.0, 30.0, 26.8)","(41.0, 200.0, 151.66666666666669)","(18.0, 90.0, 66.0)","(2.7, 3.2, 3.090909090909091)","(2.6, 3.9, 3.264705882352941)","(10.0, 12.5, 12.263157894736842)","(8.5, 15.5, 12.933333333333334)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:09:08.105649,"(9.0, 30.0, 26.8)","(41.0, 200.0, 151.66666666666669)","(18.0, 90.0, 66.0)","(2.7, 3.2, 3.090909090909091)","(2.6, 3.9, 3.264705882352941)","(10.0, 13.0, 12.058823529411764)","(8.5, 15.5, 13.4375)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:09:09.282948,"(9.0, 30.0, 26.8)","(41.0, 200.0, 151.66666666666669)","(18.0, 90.0, 78.0)","(2.7, 3.2, 3.2083333333333335)","(2.6, 3.9, 3.264705882352941)","(10.0, 12.5, 12.058823529411764)","(8.5, 15.5, 13.4375)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:09:10.427044,"(9.0, 30.0, 26.8)","(41.0, 200.0, 151.66666666666669)","(18.0, 90.0, 78.0)","(2.7, 3.25, 3.1136363636363638)","(2.6, 3.9, 3.264705882352941)","(10.0, 12.5, 12.058823529411764)","(8.5, 15.5, 13.653846153846153)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:09:11.710947,"(9.0, 30.0, 26.8)","(41.0, 200.0, 151.66666666666669)","(18.0, 90.0, 78.0)","(2.7, 3.25, 3.0185714285714287)","(2.6, 3.9, 3.264705882352941)","(10.0, 12.5, 12.058823529411764)","(8.5, 15.5, 13.653846153846153)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:09:13.130724,"(9.0, 30.0, 26.8)","(41.0, 200.0, 169.2)","(18.0, 90.0, 78.0)","(2.7, 3.25, 3.1136363636363638)","(2.6, 3.9, 3.3)","(10.0, 12.5, 12.058823529411764)","(8.5, 15.5, 13.653846153846153)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:09:14.448814,"(9.0, 30.0, 26.8)","(41.0, 200.0, 71.42857142857143)","(18.0, 90.0, 78.0)","(2.7, 3.25, 3.1136363636363638)","(2.6, 3.9, 3.3)","(10.0, 12.5, 12.058823529411764)","(8.5, 15.5, 13.346153846153847)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:09:15.784740,"(9.0, 30.0, 26.8)","(41.0, 200.0, 68.75)","(18.0, 90.0, 78.0)","(2.7, 3.25, 3.1136363636363638)","(2.6, 3.9, 3.3)","(10.0, 12.5, 12.058823529411764)","(8.5, 15.5, 13.09375)","(6.0, 8.0, 6.305882352941176)"
05-01-2023 14:09:17.148877,"(9.0, 30.0, 28.0)","(41.0, 200.0, 119.0)","(18.0, 90.0, 78.0)","(2.7, 3.25, 3.1136363636363638)","(2.6, 3.9, 3.3)","(10.0, 12.5, 11.818181818181818)","(8.5, 15.5, 13.575)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:09:18.557506,"(9.0, 30.0, 28.0)","(41.0, 190.0, 119.0)","(18.0, 90.0, 78.0)","(2.7, 3.25, 3.090909090909091)","(2.6, 3.9, 3.3499999999999996)","(10.0, 12.5, 11.818181818181818)","(8.5, 15.5, 13.575)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:09:19.850023,"(9.0, 30.0, 28.0)","(41.0, 190.0, 119.0)","(18.0, 90.0, 78.0)","(2.7, 3.2, 3.090909090909091)","(2.6, 3.65, 3.3499999999999996)","(10.0, 12.5, 11.818181818181818)","(8.5, 15.5, 13.575)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:09:21.046347,"(9.0, 32.0, 28.0)","(41.0, 190.0, 162.0)","(18.0, 90.0, 78.0)","(2.7, 3.2, 3.090909090909091)","(2.6, 3.8, 2.8876923076923076)","(10.0, 12.5, 12.058823529411764)","(8.5, 15.5, 13.166666666666666)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:09:22.182709,"(9.0, 34.0, 26.5)","(41.0, 170.0, 146.0)","(18.0, 90.0, 78.0)","(2.7, 3.2, 3.090909090909091)","(2.6, 3.7, 2.879285714285714)","(10.0, 12.5, 11.705882352941176)","(8.5, 15.5, 13.653846153846153)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:09:23.512851,"(9.0, 34.0, 27.333333333333332)","(41.0, 170.0, 98.0)","(18.0, 90.0, 78.0)","(2.7, 3.2, 3.090909090909091)","(2.6, 3.65, 3.0152941176470587)","(10.0, 12.0, 11.705882352941176)","(8.5, 15.5, 13.653846153846153)","(6.0, 8.0, 6.780952380952381)"
05-01-2023 14:09:24.827451,"(9.0, 34.0, 27.333333333333332)","(41.0, 170.0, 123.33333333333333)","(18.0, 90.0, 78.0)","(2.7, 3.2, 3.090909090909091)","(2.6, 3.65, 3.065)","(10.0, 12.0, 11.705882352941176)","(8.5, 15.5, 13.653846153846153)","(6.0, 8.0, 7.085714285714285)"
05-01-2023 14:09:26.209186,"(9.0, 34.0, 26.857142857142858)","(41.0, 160.0, 116.92307692307692)","(18.0, 90.0, 78.0)","(2.7, 3.2, 3.0690909090909093)","(2.6, 3.65, 3.065)","(10.0, 12.0, 11.705882352941176)","(8.5, 15.5, 13.653846153846153)","(6.0, 8.0, 6.88)"
05-01-2023 14:09:27.555387,"(9.0, 34.0, 26.857142857142858)","(41.0, 160.0, 121.6)","(18.0, 90.0, 78.0)","(2.7, 3.2, 3.3266666666666667)","(2.6, 3.65, 3.065)","(10.0, 12.0, 11.705882352941176)","(8.5, 15.5, 13.653846153846153)","(6.0, 8.0, 6.88)"
05-01-2023 14:09:28.702168,"(9.0, 34.0, 26.857142857142858)","(41.0, 140.0, 121.6)","(18.0, 90.0, 78.0)","(2.7, 3.4, 3.3266666666666667)","(2.6, 3.65, 3.063529411764706)","(10.0, 12.0, 11.705882352941176)","(8.5, 15.5, 13.346153846153847)","(6.0, 8.0, 6.88)"
05-01-2023 14:09:29.903649,"(9.0, 34.0, 26.857142857142858)","(41.0, 140.0, 121.6)","(18.0, 90.0, 78.0)","(2.7, 3.4, 3.3266666666666667)","(2.6, 3.6, 3.051111111111111)","(10.0, 12.0, 12.058823529411764)","(8.5, 15.5, 13.346153846153847)","(6.0, 8.0, 7.085714285714285)"
05-01-2023 14:09:31.029371,"(9.0, 34.0, 27.333333333333332)","(41.0, 140.0, 121.6)","(18.0, 90.0, 78.0)","(2.7, 3.4, 3.3266666666666667)","(2.6, 3.6, 2.8757142857142854)","(10.0, 12.5, 12.666666666666666)","(8.5, 15.5, 13.852941176470589)","(6.0, 8.0, 7.085714285714285)"
05-01-2023 14:09:32.278525,"(9.0, 34.0, 30.666666666666668)","(41.0, 140.0, 113.71428571428571)","(18.0, 90.0, 78.0)","(2.7, 3.4, 3.3266666666666667)","(2.6, 3.6, 3.051111111111111)","(10.0, 13.5, 12.666666666666666)","(8.5, 15.5, 13.852941176470589)","(6.0, 8.0, 7.085714285714285)"
05-01-2023 14:09:33.513795,"(9.0, 34.0, 30.666666666666668)","(41.0, 140.0, 113.71428571428571)","(18.0, 90.0, 78.0)","(2.7, 3.4, 3.32)","(2.6, 3.6, 2.90551724137931)","(10.0, 13.5, 12.411764705882353)","(8.5, 15.5, 13.852941176470589)","(6.0, 8.0, 7.085714285714285)"
05-01-2023 14:09:34.867628,"(9.0, 34.0, 30.666666666666668)","(41.0, 140.0, 113.71428571428571)","(18.0, 90.0, 67.0)","(2.7, 3.4, 3.32)","(2.6, 3.6, 2.90551724137931)","(10.0, 13.0, 12.411764705882353)","(8.5, 15.5, 13.166666666666666)","(6.0, 8.0, 7.085714285714285)"
05-01-2023 14:09:36.263109,"(9.0, 34.0, 30.666666666666668)","(41.0, 140.0, 113.71428571428571)","(18.0, 90.0, 78.5)","(2.7, 3.4, 3.32)","(2.6, 3.6, 3.0233333333333334)","(10.0, 13.0, 12.411764705882353)","(8.5, 15.5, 13.653846153846153)","(6.0, 8.0, 6.927272727272728)"
05-01-2023 14:09:37.657645,"(9.0, 34.0, 30.666666666666668)","(41.0, 140.0, 113.71428571428571)","(18.0, 90.0, 47.72727272727273)","(2.7, 3.4, 3.32)","(2.6, 3.5, 3.005)","(10.0, 13.0, 12.411764705882353)","(8.5, 15.5, 13.653846153846153)","(6.0, 7.8, 6.866666666666667)"
05-01-2023 14:09:39.086072,"(9.0, 34.0, 30.666666666666668)","(41.0, 140.0, 113.71428571428571)","(18.0, 85.0, 47.78947368421053)","(2.7, 3.4, 3.32)","(2.6, 3.5, 2.8766666666666665)","(10.0, 13.0, 12.411764705882353)","(8.5, 15.5, 13.653846153846153)","(6.0, 7.8, 6.6)"
05-01-2023 14:09:40.370183,"(9.0, 34.0, 30.666666666666668)","(41.0, 140.0, 113.71428571428571)","(18.0, 80.0, 47.78947368421053)","(2.7, 3.4, 3.206363636363636)","(2.6, 3.5, 3.0616666666666665)","(10.0, 13.0, 12.473684210526315)","(8.5, 15.5, 13.653846153846153)","(6.0, 7.8, 6.6571428571428575)"
05-01-2023 14:09:41.645158,"(9.0, 34.0, 30.666666666666668)","(41.0, 140.0, 113.71428571428571)","(18.0, 80.0, 57.33333333333333)","(2.7, 3.55, 3.116875)","(2.6, 3.4, 2.972631578947368)","(10.0, 13.0, 12.411764705882353)","(8.5, 15.5, 11.375)","(6.0, 7.8, 7.0)"
05-01-2023 14:09:42.882934,"(9.0, 34.0, 30.666666666666668)","(41.0, 140.0, 113.71428571428571)","(18.0, 80.0, 57.33333333333333)","(2.7, 3.55, 3.2199999999999998)","(2.6, 3.4, 2.972631578947368)","(10.0, 13.0, 12.411764705882353)","(8.5, 15.5, 12.75)","(6.0, 7.8, 6.84)"
05-01-2023 14:09:43.943255,"(9.0, 34.0, 30.666666666666668)","(51.0, 140.0, 118.76923076923077)","(18.0, 80.0, 48.0)","(2.7, 3.5, 3.2199999999999998)","(2.6, 3.4, 2.975882352941176)","(10.0, 13.0, 12.411764705882353)","(9.0, 15.5, 12.75)","(6.0, 7.8, 6.75)"
05-01-2023 14:09:45.081367,"(9.0, 34.0, 30.666666666666668)","(51.0, 140.0, 117.0)","(18.0, 80.0, 48.0)","(2.7, 3.5, 3.2199999999999998)","(2.6, 3.35, 2.9527777777777775)","(10.0, 13.0, 12.411764705882353)","(9.0, 15.5, 13.5)","(6.0, 7.8, 6.75)"
05-01-2023 14:09:46.290258,"(9.0, 34.0, 30.666666666666668)","(51.0, 130.0, 116.33333333333333)","(18.0, 80.0, 48.0)","(2.7, 3.5, 3.2199999999999998)","(2.6, 3.35, 2.9527777777777775)","(10.0, 13.0, 12.411764705882353)","(9.0, 15.5, 13.5)","(6.0, 7.8, 6.75)"
05-01-2023 14:09:47.504362,"(9.0, 34.0, 30.666666666666668)","(51.0, 130.0, 116.33333333333333)","(18.0, 80.0, 48.0)","(2.7, 3.5, 2.9857894736842105)","(2.6, 3.35, 2.8381944444444445)","(10.0, 13.0, 12.0625)","(9.0, 15.5, 13.5)","(6.0, 7.8, 7.0)"
05-01-2023 14:09:48.817712,"(9.0, 34.0, 30.666666666666668)","(51.0, 130.0, 116.33333333333333)","(18.0, 80.0, 48.0)","(2.7, 3.45, 3.0616666666666665)","(2.6, 3.35, 2.8381944444444445)","(10.0, 13.0, 12.444444444444445)","(9.0, 15.5, 12.911764705882353)","(6.0, 7.8, 7.0)"
05-01-2023 14:09:50.027958,"(9.0, 34.0, 30.666666666666668)","(51.0, 130.0, 116.33333333333333)","(18.0, 80.0, 48.0)","(2.7, 3.4, 3.0616666666666665)","(2.6, 3.35, 2.8381944444444445)","(10.0, 13.0, 12.444444444444445)","(9.0, 15.5, 13.575)","(6.0, 7.8, 6.345454545454546)"
05-01-2023 14:09:51.188233,"(9.0, 34.0, 30.666666666666668)","(51.0, 130.0, 116.33333333333333)","(18.0, 80.0, 48.0)","(2.7, 3.4, 3.0616666666666665)","(2.6, 3.35, 2.845833333333333)","(10.0, 13.0, 12.444444444444445)","(9.0, 15.5, 13.575)","(6.0, 7.8, 7.266666666666667)"
05-01-2023 14:09:52.231969,"(9.0, 34.0, 30.666666666666668)","(51.0, 130.0, 116.33333333333333)","(18.0, 80.0, 48.0)","(2.7, 3.4, 3.0616666666666665)","(2.6, 3.35, 2.845833333333333)","(10.0, 13.0, 12.444444444444445)","(9.0, 15.5, 13.575)","(6.0, 7.8, 7.266666666666667)"
05-01-2023 14:09:53.250013,"(9.0, 34.0, 30.666666666666668)","(51.0, 130.0, 98.0)","(18.0, 80.0, 48.0)","(2.7, 3.4, 3.0616666666666665)","(2.6, 3.35, 3.285182481751825)","(10.0, 13.0, 12.444444444444445)","(9.0, 15.5, 13.575)","(6.0, 7.8, 7.266666666666667)"
05-01-2023 14:09:54.371231,"(9.0, 34.0, 30.666666666666668)","(51.0, 130.0, 103.33333333333334)","(18.0, 80.0, 48.0)","(2.7, 3.4, 3.0616666666666665)","(2.6, 3.3, 3.285182481751825)","(10.0, 13.0, 12.444444444444445)","(9.0, 15.5, 13.575)","(6.0, 7.8, 7.266666666666667)"
05-01-2023 14:09:55.479232,"(9.0, 34.0, 30.666666666666668)","(51.0, 130.0, 103.33333333333334)","(18.0, 80.0, 48.0)","(2.7, 3.4, 2.9856249999999998)","(2.6, 3.3, 2.8076470588235294)","(10.0, 13.0, 13.055555555555555)","(9.0, 15.5, 13.575)","(6.0, 7.8, 7.266666666666667)"
05-01-2023 14:09:56.604759,"(9.0, 34.0, 30.666666666666668)","(51.0, 130.0, 105.0)","(18.0, 80.0, 48.0)","(2.7, 3.3, 3.038181818181818)","(2.6, 3.25, 2.807894736842105)","(10.0, 15.0, 12.642857142857142)","(9.0, 15.5, 13.4375)","(6.0, 7.8, 7.266666666666667)"
05-01-2023 14:09:57.712373,"(9.0, 34.0, 30.666666666666668)","(51.0, 130.0, 105.0)","(18.0, 80.0, 48.0)","(2.7, 3.3, 3.038181818181818)","(2.6, 3.25, 3.0)","(10.0, 15.0, 13.0)","(9.0, 15.5, 13.4375)","(6.0, 7.8, 7.266666666666667)"
05-01-2023 14:09:58.736103,"(9.0, 34.0, 30.666666666666668)","(51.0, 130.0, 105.0)","(18.0, 80.0, 48.0)","(2.7, 3.3, 3.038181818181818)","(2.6, 3.2, 3.1366666666666667)","(10.0, 15.0, 13.0)","(9.0, 15.5, 13.4375)","(6.0, 7.8, 6.866666666666667)"
05-01-2023 14:09:59.758457,"(9.0, 34.0, 30.666666666666668)","(51.0, 130.0, 105.0)","(18.0, 80.0, 48.0)","(2.7, 3.3, 3.038181818181818)","(2.6, 3.2, 3.1366666666666667)","(10.0, 14.5, 13.11111111111111)","(9.0, 15.5, 13.4375)","(6.0, 7.8, 7.0)"
05-01-2023 14:10:00.758047,"(9.0, 34.0, 30.666666666666668)","(51.0, 130.0, 105.0)","(18.0, 80.0, 49.88235294117647)","(2.7, 3.25, 2.8447368421052635)","(2.6, 3.2, 3.1366666666666667)","(10.0, 14.5, 13.11111111111111)","(9.0, 15.5, 13.4375)","(6.0, 7.8, 7.0)"
05-01-2023 14:10:02.038451,"(9.0, 34.0, 30.666666666666668)","(51.0, 130.0, 105.0)","(18.0, 80.0, 51.55555555555556)","(2.7, 3.25, 2.8447368421052635)","(2.6, 3.2, 3.1366666666666667)","(10.0, 14.5, 12.76923076923077)","(9.0, 15.5, 13.4375)","(6.0, 7.8, 7.0)"
05-01-2023 14:10:03.089755,"(9.0, 34.0, 30.666666666666668)","(51.0, 120.0, 98.33333333333334)","(18.0, 80.0, 51.55555555555556)","(2.7, 3.25, 2.8447368421052635)","(2.6, 3.2, 2.8985714285714286)","(10.0, 14.5, 12.76923076923077)","(9.0, 15.5, 12.40625)","(6.0, 7.8, 7.0)"
05-01-2023 14:10:04.384987,"(9.0, 34.0, 30.666666666666668)","(51.0, 120.0, 98.33333333333334)","(18.0, 80.0, 51.55555555555556)","(2.7, 3.25, 2.8447368421052635)","(2.6, 3.15, 2.8985714285714286)","(10.0, 14.5, 13.176470588235293)","(9.0, 15.5, 12.40625)","(6.0, 7.8, 7.133333333333333)"
