,Running Cloud,Sword Of War,Bellman,Maatsuyker,Royal Fox,Wagon Wheel,Duhlata,Great Ambition,Supreme Thunder,One Out,Lottacheex,Buoyant
08-01-2023 16:13:03.334103,"(7.0, 8.8, 8.450000000000001)","(11.0, 99999, 99990)","(5.5, 8.0, 7.9625)","(7.5, 9.0, 8.9679012345679)","(15.0, 19.5, 18.75)","(17.0, 23.0, 22.375)","(14.0, 18.5, 18.0)","(51.0, 110.0, 99.0909090909091)","(3.2, 3.65, 3.534090909090909)","(20.0, 32.0, 30.8)","(7.5, 9.8, 9.7)","(41.0, 75.0, 73.07692307692308)"
08-01-2023 16:13:05.191323,"(7.0, 8.4, 8.266666666666667)","(11.0, 99999, 99990)","(5.5, 8.0, 7.914285714285715)","(7.5, 9.0, 8.9679012345679)","(15.0, 19.5, 18.75)","(17.0, 24.0, 22.375)","(14.0, 18.5, 18.0)","(51.0, 110.0, 99.0909090909091)","(3.2, 3.65, 3.534090909090909)","(20.0, 32.0, 30.8)","(7.5, 10.0, 9.709999999999999)","(41.0, 75.0, 73.07692307692308)"
08-01-2023 16:13:06.864402,"(7.0, 8.2, 8.115151515151515)","(11.0, 99999, 99990)","(5.5, 8.0, 7.914285714285715)","(7.5, 9.0, 8.9679012345679)","(15.0, 19.5, 18.75)","(17.0, 24.0, 23.09090909090909)","(14.0, 18.5, 18.0)","(51.0, 110.0, 99.0909090909091)","(3.2, 3.65, 3.534090909090909)","(20.0, 32.0, 28.666666666666668)","(7.5, 10.0, 9.715789473684211)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 16:13:08.460716,"(7.0, 8.2, 8.125)","(11.0, 99999, 99990)","(5.5, 8.8, 7.96)","(7.5, 9.0, 8.96829268292683)","(15.0, 19.5, 18.545454545454547)","(17.0, 24.0, 23.444444444444443)","(14.0, 18.5, 17.31578947368421)","(51.0, 110.0, 98.33333333333333)","(3.2, 3.65, 3.534090909090909)","(20.0, 30.0, 28.666666666666668)","(7.5, 9.8, 9.746666666666668)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 16:13:09.969339,"(7.0, 8.2, 8.125)","(11.0, 99999, 99990)","(5.5, 8.8, 7.8769230769230765)","(7.5, 9.0, 8.96829268292683)","(15.0, 19.5, 18.545454545454547)","(17.0, 24.0, 23.444444444444443)","(14.0, 18.5, 17.31578947368421)","(51.0, 110.0, 98.33333333333333)","(3.2, 3.65, 3.534090909090909)","(20.0, 30.0, 28.666666666666668)","(7.5, 9.8, 9.746666666666668)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 16:13:11.499414,"(7.0, 8.2, 8.125)","(11.0, 99999, 99990)","(5.5, 8.8, 7.8769230769230765)","(7.5, 9.0, 8.553571428571429)","(15.0, 19.5, 18.545454545454547)","(17.0, 24.0, 23.444444444444443)","(14.0, 18.5, 17.31578947368421)","(51.0, 110.0, 98.33333333333333)","(3.2, 3.65, 3.5391304347826087)","(20.0, 30.0, 28.666666666666668)","(7.5, 9.8, 9.793333333333333)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 16:13:13.068458,"(7.0, 8.2, 8.125)","(11.0, 99999, 99990)","(5.5, 8.8, 7.8769230769230765)","(7.5, 8.6, 8.553571428571429)","(15.0, 19.5, 18.545454545454547)","(17.0, 24.0, 23.444444444444443)","(14.0, 18.5, 17.31578947368421)","(51.0, 110.0, 98.33333333333333)","(3.2, 3.65, 3.5391304347826087)","(20.0, 30.0, 28.666666666666668)","(7.5, 10.0, 9.793333333333333)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 16:13:14.641130,"(7.0, 8.2, 8.125)","(11.0, 99999, 99990)","(5.5, 8.8, 7.8769230769230765)","(7.5, 8.6, 8.27)","(15.0, 19.5, 18.545454545454547)","(17.0, 24.0, 23.444444444444443)","(14.0, 18.5, 17.31578947368421)","(51.0, 110.0, 98.33333333333333)","(3.2, 3.65, 3.534090909090909)","(20.0, 30.0, 28.0)","(7.5, 10.0, 9.793333333333333)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 16:13:16.307689,"(7.0, 8.2, 8.125)","(11.0, 99999, 99990)","(5.5, 8.8, 8.0)","(7.5, 8.4, 8.251162790697675)","(15.0, 19.5, 18.75)","(17.0, 24.0, 23.571428571428573)","(14.0, 18.5, 17.31578947368421)","(51.0, 110.0, 98.33333333333333)","(3.2, 3.65, 3.534090909090909)","(20.0, 30.0, 28.0)","(7.5, 10.0, 9.244444444444444)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 16:13:17.904372,"(7.0, 8.2, 8.125)","(11.0, 99999, 99990)","(5.5, 8.8, 8.114285714285714)","(7.5, 8.4, 8.251162790697675)","(15.0, 19.5, 18.75)","(17.0, 24.0, 23.571428571428573)","(14.0, 18.5, 17.31578947368421)","(51.0, 110.0, 75.0)","(3.2, 3.65, 3.532258064516129)","(20.0, 30.0, 28.0)","(7.5, 9.6, 9.415384615384616)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 16:13:19.413580,"(7.0, 8.2, 8.09090909090909)","(11.0, 99999, 99990)","(5.5, 8.8, 7.8769230769230765)","(7.5, 8.4, 8.251162790697675)","(15.0, 19.5, 18.75)","(17.0, 24.0, 23.571428571428573)","(14.0, 18.5, 17.31578947368421)","(41.0, 110.0, 75.0)","(3.2, 3.7, 3.532258064516129)","(20.0, 30.0, 28.0)","(7.5, 9.6, 9.48)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 16:13:20.928456,"(7.0, 8.2, 8.09090909090909)","(11.0, 99999, 99990)","(5.5, 8.8, 7.8769230769230765)","(7.5, 8.4, 8.251162790697675)","(15.0, 19.5, 18.75)","(17.0, 24.0, 23.0)","(14.0, 18.5, 17.31578947368421)","(41.0, 110.0, 75.0)","(3.2, 3.7, 3.532258064516129)","(20.0, 30.0, 28.0)","(7.5, 9.6, 9.48)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 16:13:22.521342,"(7.0, 8.2, 8.125)","(11.0, 99999, 99990)","(5.5, 8.8, 7.8769230769230765)","(7.5, 8.4, 8.251162790697675)","(15.0, 19.5, 19.03846153846154)","(17.0, 24.0, 23.25)","(14.0, 18.5, 17.31578947368421)","(41.0, 110.0, 75.0)","(3.2, 3.7, 3.558823529411765)","(20.0, 30.0, 28.0)","(7.5, 9.6, 9.48)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 16:13:24.096560,"(7.0, 8.2, 8.125)","(11.0, 99999, 99990)","(5.5, 8.8, 7.8769230769230765)","(7.5, 8.4, 8.251162790697675)","(15.0, 19.5, 19.03846153846154)","(17.0, 24.0, 23.25)","(14.0, 18.5, 17.31578947368421)","(41.0, 110.0, 75.0)","(3.2, 3.7, 3.558823529411765)","(20.0, 30.0, 28.0)","(7.5, 9.6, 9.48)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 16:13:25.590157,"(7.0, 8.2, 8.125)","(11.0, 99999, 99990)","(5.5, 8.8, 7.8769230769230765)","(7.5, 8.4, 8.251162790697675)","(15.0, 19.5, 19.03846153846154)","(17.0, 24.0, 23.25)","(14.0, 18.5, 17.31578947368421)","(41.0, 110.0, 75.0)","(3.2, 3.7, 3.558823529411765)","(20.0, 30.0, 28.0)","(7.5, 9.6, 9.48)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 16:13:27.064470,"(7.0, 8.2, 8.125)","(11.0, 99999, 99990)","(5.5, 8.8, 7.8769230769230765)","(7.5, 8.4, 8.110204081632654)","(15.0, 19.5, 19.03846153846154)","(17.0, 24.0, 23.25)","(14.0, 18.5, 17.31578947368421)","(41.0, 110.0, 75.0)","(3.2, 3.7, 3.558823529411765)","(20.0, 30.0, 28.0)","(7.5, 9.6, 9.48)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 16:13:28.535172,"(7.0, 8.2, 8.125)","(11.0, 99999, 99990)","(5.5, 8.8, 7.8769230769230765)","(7.5, 8.4, 8.110204081632654)","(15.0, 19.5, 19.03846153846154)","(17.0, 24.0, 23.25)","(14.0, 18.5, 17.31578947368421)","(41.0, 110.0, 75.0)","(3.2, 3.7, 3.558823529411765)","(20.0, 30.0, 28.0)","(7.5, 9.6, 9.381818181818181)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 16:13:30.003379,"(7.0, 8.2, 8.125)","(11.0, 99999, 99990)","(5.5, 8.8, 8.0)","(7.5, 8.4, 8.110204081632654)","(15.0, 19.5, 19.03846153846154)","(17.0, 24.0, 23.25)","(14.0, 18.5, 17.31578947368421)","(41.0, 110.0, 75.0)","(3.2, 3.7, 3.604)","(20.0, 30.0, 28.0)","(7.5, 9.6, 9.1)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 16:13:31.344945,"(7.0, 8.2, 8.125)","(11.0, 99999, 99990)","(5.5, 8.8, 8.0)","(7.5, 8.4, 8.110204081632654)","(15.0, 19.5, 19.03846153846154)","(17.0, 24.0, 23.25)","(14.0, 18.5, 17.31578947368421)","(41.0, 110.0, 75.0)","(3.2, 3.7, 3.604)","(20.0, 30.0, 28.0)","(7.5, 9.4, 9.1)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 16:13:32.714429,"(7.0, 8.2, 8.125)","(11.0, 99999, 99990)","(5.5, 8.8, 8.0)","(7.5, 8.4, 8.110204081632654)","(15.0, 19.5, 19.03846153846154)","(17.0, 24.0, 23.25)","(14.0, 18.5, 17.31578947368421)","(41.0, 110.0, 75.0)","(3.2, 3.7, 3.604)","(20.0, 30.0, 28.0)","(7.5, 9.4, 9.1)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 16:13:34.116352,"(7.0, 8.2, 8.125)","(11.0, 99999, 99990)","(5.5, 8.8, 8.0)","(7.5, 8.4, 8.110204081632654)","(15.0, 19.5, 19.03846153846154)","(17.0, 24.0, 23.25)","(14.0, 18.5, 17.31578947368421)","(41.0, 110.0, 75.0)","(3.2, 3.7, 3.604)","(20.0, 30.0, 28.0)","(7.5, 9.4, 9.1)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 16:13:35.566330,"(7.0, 8.2, 8.125)","(11.0, 99999, 99990)","(5.5, 8.8, 8.0)","(7.5, 8.4, 8.110204081632654)","(15.0, 19.5, 19.03846153846154)","(17.0, 24.0, 23.25)","(14.0, 18.5, 17.31578947368421)","(41.0, 110.0, 75.0)","(3.2, 3.7, 3.604)","(20.0, 30.0, 28.0)","(7.5, 9.4, 9.1)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 16:13:36.900388,"(7.0, 8.2, 8.078787878787878)","(11.0, 99999, 99990)","(5.5, 8.8, 8.0)","(7.5, 8.4, 7.953846153846153)","(15.0, 19.5, 19.227272727272727)","(17.0, 24.0, 23.25)","(14.0, 18.5, 17.31578947368421)","(41.0, 110.0, 75.0)","(3.2, 3.7, 3.604)","(20.0, 30.0, 28.0)","(7.5, 9.4, 9.16)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 16:13:38.274340,"(7.0, 8.4, 8.078787878787878)","(11.0, 99999, 99990)","(5.5, 8.8, 8.266666666666666)","(7.5, 8.2, 7.861538461538461)","(15.0, 19.5, 19.227272727272727)","(17.0, 24.0, 23.25)","(14.0, 18.5, 17.31578947368421)","(41.0, 110.0, 75.0)","(3.2, 3.7, 3.558823529411765)","(20.0, 30.0, 28.0)","(7.5, 9.4, 9.10909090909091)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 16:13:39.623476,"(7.0, 8.4, 8.078787878787878)","(11.0, 99999, 99990)","(5.5, 8.8, 8.266666666666666)","(7.5, 8.2, 7.861538461538461)","(15.0, 19.5, 19.227272727272727)","(17.0, 24.0, 23.25)","(14.0, 18.5, 17.31578947368421)","(41.0, 110.0, 75.0)","(3.2, 3.7, 3.558823529411765)","(20.0, 30.0, 28.0)","(7.5, 9.6, 9.10909090909091)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 16:13:41.065503,"(7.0, 8.4, 8.078787878787878)","(11.0, 99999, 99990)","(5.5, 8.8, 8.266666666666666)","(7.5, 8.2, 8.053333333333333)","(15.0, 19.5, 19.227272727272727)","(17.0, 24.0, 23.25)","(14.0, 18.5, 17.31578947368421)","(41.0, 110.0, 75.0)","(3.2, 3.7, 3.558823529411765)","(20.0, 30.0, 28.0)","(7.5, 9.6, 9.10909090909091)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 16:13:42.515928,"(7.0, 8.4, 8.078787878787878)","(11.0, 99999, 99990)","(5.5, 8.8, 8.228571428571428)","(7.5, 8.2, 8.053333333333333)","(15.0, 19.5, 19.227272727272727)","(17.0, 24.0, 23.25)","(14.0, 18.5, 17.31578947368421)","(41.0, 110.0, 75.0)","(3.2, 3.7, 3.558823529411765)","(20.0, 30.0, 28.0)","(7.5, 9.6, 9.10909090909091)","(41.0, 75.0, 68.33333333333333)"
08-01-2023 16:13:43.925138,"(7.0, 8.4, 8.078787878787878)","(11.0, 99999, 99990)","(5.5, 8.8, 8.228571428571428)","(7.5, 8.2, 8.053333333333333)","(15.0, 19.5, 19.227272727272727)","(17.0, 24.0, 22.714285714285715)","(14.0, 18.5, 17.31578947368421)","(41.0, 110.0, 75.0)","(3.2, 3.7, 3.558823529411765)","(20.0, 30.0, 28.0)","(7.5, 9.6, 9.10909090909091)","(41.0, 75.0, 67.0)"
08-01-2023 16:13:45.358341,"(7.0, 8.4, 8.078787878787878)","(11.0, 99999, 99990)","(5.5, 8.8, 8.228571428571428)","(7.5, 8.2, 8.053333333333333)","(15.0, 19.5, 19.0)","(17.0, 24.0, 21.3)","(14.0, 18.5, 17.31578947368421)","(41.0, 110.0, 75.0)","(3.2, 3.7, 3.558823529411765)","(20.0, 30.0, 28.0)","(7.5, 9.6, 9.10909090909091)","(41.0, 85.0, 67.0)"
08-01-2023 16:13:46.785819,"(7.0, 8.4, 8.078787878787878)","(11.0, 99999, 99990)","(5.5, 8.8, 8.228571428571428)","(7.5, 8.2, 8.053333333333333)","(15.0, 19.5, 19.0)","(17.0, 24.0, 21.3)","(14.0, 18.5, 17.31578947368421)","(41.0, 110.0, 75.0)","(3.2, 3.7, 3.558823529411765)","(20.0, 30.0, 28.0)","(7.5, 9.6, 9.10909090909091)","(41.0, 85.0, 67.0)"
08-01-2023 16:13:48.268433,"(7.0, 8.4, 8.078787878787878)","(11.0, 99999, 99990)","(5.5, 8.8, 8.228571428571428)","(7.5, 8.2, 8.053333333333333)","(15.0, 19.5, 19.0)","(17.0, 24.0, 21.6)","(14.0, 18.5, 17.31578947368421)","(41.0, 110.0, 75.0)","(3.2, 3.7, 3.604)","(20.0, 30.0, 27.5)","(7.5, 9.6, 9.10909090909091)","(41.0, 85.0, 59.2)"
08-01-2023 16:13:49.692324,"(7.0, 8.4, 8.078787878787878)","(11.0, 99999, 99990)","(5.5, 8.8, 8.228571428571428)","(7.5, 8.2, 8.053333333333333)","(15.0, 19.5, 19.0)","(17.0, 24.0, 21.6)","(14.0, 18.5, 17.31578947368421)","(41.0, 110.0, 72.5)","(3.2, 3.7, 3.558823529411765)","(20.0, 29.0, 27.5)","(7.5, 9.6, 9.10909090909091)","(41.0, 85.0, 59.2)"
08-01-2023 16:13:51.109108,"(7.0, 8.4, 8.078787878787878)","(11.0, 99999, 99990)","(5.5, 8.8, 8.228571428571428)","(7.5, 8.2, 8.053333333333333)","(15.0, 19.5, 19.0)","(17.0, 24.0, 21.142857142857142)","(14.0, 18.5, 17.31578947368421)","(41.0, 100.0, 72.5)","(3.2, 3.7, 3.558823529411765)","(20.0, 29.0, 27.5)","(7.5, 9.6, 9.10909090909091)","(41.0, 85.0, 59.2)"
08-01-2023 16:13:52.536535,"(7.0, 8.4, 8.078787878787878)","(11.0, 99999, 99990)","(5.5, 8.8, 8.228571428571428)","(7.5, 8.2, 8.053333333333333)","(15.0, 19.5, 19.0)","(17.0, 24.0, 21.142857142857142)","(14.0, 18.5, 17.31578947368421)","(41.0, 100.0, 72.5)","(3.2, 3.7, 3.558823529411765)","(20.0, 29.0, 27.5)","(7.5, 9.6, 9.10909090909091)","(41.0, 85.0, 52.75)"
08-01-2023 16:13:53.960021,"(7.0, 8.4, 8.078787878787878)","(11.0, 99999, 99990)","(5.5, 8.8, 8.228571428571428)","(7.5, 8.2, 8.053333333333333)","(15.0, 19.5, 19.0)","(17.0, 24.0, 21.142857142857142)","(14.0, 18.5, 17.31578947368421)","(41.0, 100.0, 72.5)","(3.2, 3.7, 3.558823529411765)","(20.0, 29.0, 27.5)","(7.5, 9.6, 9.10909090909091)","(41.0, 85.0, 52.75)"
08-01-2023 16:13:55.323064,"(7.0, 8.4, 8.078787878787878)","(11.0, 99999, 99990)","(5.5, 8.8, 8.228571428571428)","(7.5, 8.2, 8.053333333333333)","(16.0, 19.5, 19.0)","(18.0, 24.0, 21.5)","(14.0, 18.5, 17.31578947368421)","(41.0, 100.0, 72.5)","(3.1, 3.7, 3.604)","(20.0, 29.0, 27.5)","(7.5, 9.6, 9.10909090909091)","(41.0, 85.0, 52.75)"
08-01-2023 16:13:56.718420,"(7.0, 8.4, 8.078787878787878)","(11.0, 99999, 99990)","(5.5, 8.6, 8.399999999999999)","(7.5, 8.2, 8.072727272727272)","(16.0, 19.5, 19.0)","(18.0, 23.0, 21.142857142857142)","(14.0, 18.5, 17.31578947368421)","(41.0, 100.0, 72.5)","(3.1, 3.7, 3.604)","(20.0, 29.0, 27.5)","(7.5, 9.6, 9.10909090909091)","(41.0, 85.0, 52.75)"
08-01-2023 16:13:58.135587,"(7.0, 8.4, 8.078787878787878)","(11.0, 99999, 99990)","(5.5, 8.6, 8.399999999999999)","(7.5, 8.2, 8.072727272727272)","(16.0, 19.5, 19.227272727272727)","(18.0, 24.0, 21.142857142857142)","(14.0, 18.5, 17.31578947368421)","(41.0, 100.0, 72.5)","(3.1, 3.7, 3.604)","(20.0, 29.0, 27.5)","(7.5, 9.6, 9.10909090909091)","(41.0, 85.0, 52.75)"
08-01-2023 16:13:59.509591,"(7.0, 8.4, 8.078787878787878)","(11.0, 99999, 99990)","(5.5, 8.6, 8.399999999999999)","(7.5, 8.2, 8.072727272727272)","(16.0, 19.5, 19.227272727272727)","(18.0, 24.0, 21.142857142857142)","(14.0, 18.5, 17.31578947368421)","(41.0, 100.0, 72.5)","(3.1, 3.7, 3.604)","(20.0, 29.0, 27.5)","(7.5, 9.6, 9.10909090909091)","(41.0, 85.0, 52.75)"
08-01-2023 16:14:00.898150,"(7.0, 8.4, 8.078787878787878)","(11.0, 99999, 99990)","(5.5, 8.6, 8.399999999999999)","(7.5, 8.2, 8.072727272727272)","(16.0, 19.5, 19.227272727272727)","(18.0, 24.0, 21.142857142857142)","(14.0, 18.5, 17.31578947368421)","(41.0, 100.0, 72.5)","(3.1, 3.7, 3.604)","(20.0, 29.0, 27.5)","(7.5, 9.6, 9.10909090909091)","(41.0, 85.0, 52.75)"
08-01-2023 16:14:02.315182,"(7.0, 8.4, 8.078787878787878)","(11.0, 99999, 99990)","(5.5, 8.6, 8.399999999999999)","(7.5, 8.2, 8.072727272727272)","(16.0, 19.5, 19.227272727272727)","(18.0, 24.0, 21.142857142857142)","(14.0, 18.5, 17.31578947368421)","(41.0, 100.0, 72.5)","(3.1, 3.7, 3.604)","(20.0, 29.0, 27.5)","(7.5, 9.6, 9.10909090909091)","(41.0, 85.0, 52.75)"
08-01-2023 16:14:03.710400,"(7.0, 8.4, 8.078787878787878)","(11.0, 99999, 99990)","(5.5, 8.6, 8.399999999999999)","(7.5, 8.2, 8.072727272727272)","(16.0, 19.5, 19.227272727272727)","(18.0, 24.0, 21.142857142857142)","(14.0, 18.5, 17.31578947368421)","(41.0, 100.0, 72.5)","(3.1, 3.7, 3.604)","(20.0, 29.0, 27.5)","(7.5, 9.6, 9.10909090909091)","(41.0, 85.0, 52.75)"
08-01-2023 16:14:05.054374,"(7.0, 8.4, 8.46829268292683)","(11.0, 99999, 99990)","(5.5, 8.6, 8.299999999999999)","(7.5, 8.2, 8.129411764705882)","(16.0, 19.5, 19.58823529411765)","(18.0, 24.0, 23.25)","(14.0, 18.5, 17.31578947368421)","(41.0, 100.0, 92.10526315789474)","(3.1, 3.7, 3.55327868852459)","(20.0, 29.0, 27.5)","(7.5, 9.6, 9.025263157894736)","(41.0, 85.0, 80.58823529411765)"
08-01-2023 16:14:06.394136,"(7.0, 8.6, 8.91891891891892)","(11.0, 99999, 99990)","(5.5, 8.6, 8.299999999999999)","(7.5, 8.2, 8.129411764705882)","(16.0, 21.0, 19.0)","(18.0, 24.0, 23.25)","(14.0, 18.5, 17.5625)","(41.0, 100.0, 92.10526315789474)","(3.1, 3.65, 3.5095238095238095)","(20.0, 29.0, 27.666666666666668)","(7.5, 9.4, 9.025263157894736)","(41.0, 85.0, 80.58823529411765)"
08-01-2023 16:14:07.805459,"(7.0, 9.0, 8.91891891891892)","(11.0, 99999, 99990)","(5.5, 8.6, 8.299999999999999)","(7.5, 8.2, 8.129411764705882)","(16.0, 21.0, 19.0)","(18.0, 24.0, 23.25)","(14.0, 18.5, 17.5625)","(41.0, 100.0, 92.10526315789474)","(3.1, 3.65, 3.5484848484848484)","(20.0, 29.0, 27.666666666666668)","(7.5, 9.4, 9.12)","(41.0, 85.0, 78.57142857142857)"
08-01-2023 16:14:09.186661,"(7.0, 9.2, 8.942857142857143)","(11.0, 99999, 99990)","(5.5, 8.6, 8.299999999999999)","(7.5, 8.2, 8.129411764705882)","(16.0, 21.0, 20.2)","(18.0, 24.0, 23.25)","(14.0, 18.5, 17.5625)","(41.0, 100.0, 92.10526315789474)","(3.1, 3.6, 3.5484848484848484)","(20.0, 29.0, 27.666666666666668)","(7.5, 9.2, 9.12)","(41.0, 80.0, 78.57142857142857)"
08-01-2023 16:14:10.595904,"(7.0, 9.2, 9.074418604651163)","(11.0, 99999, 99990)","(5.5, 8.6, 8.299999999999999)","(7.5, 8.2, 8.129411764705882)","(16.0, 21.0, 20.2)","(18.0, 24.0, 23.25)","(14.0, 18.5, 17.5625)","(41.0, 100.0, 92.10526315789474)","(3.1, 3.6, 3.5484848484848484)","(20.0, 29.0, 27.666666666666668)","(7.5, 9.2, 9.12)","(41.0, 80.0, 78.57142857142857)"
08-01-2023 16:14:12.029085,"(7.0, 9.2, 9.074418604651163)","(11.0, 99999, 99990)","(5.5, 8.6, 8.299999999999999)","(7.5, 8.2, 8.129411764705882)","(16.0, 21.0, 20.2)","(18.0, 24.0, 23.25)","(14.0, 18.5, 17.5625)","(41.0, 100.0, 92.10526315789474)","(3.1, 3.6, 3.5484848484848484)","(20.0, 29.0, 27.666666666666668)","(7.5, 9.2, 9.12)","(41.0, 80.0, 78.57142857142857)"
