,Cronin,Rocknroll Tony,Uncle Gregory,Straytothepoolroom,Dont Tell Dorothy,Tulhurst Blaster,Yellow Bow,Power To Bolt,Baberock
15-12-2022 11:51:59.874132,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 26.0, 18.88)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 112.34782608695653)"
15-12-2022 11:52:01.397493,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 26.0, 18.88)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 112.34782608695653)"
15-12-2022 11:52:03.059268,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 26.0, 18.88)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 112.34782608695653)"
15-12-2022 11:52:04.684502,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 26.0, 18.88)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 112.34782608695653)"
15-12-2022 11:52:06.045169,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 26.0, 14.74)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 112.34782608695653)"
15-12-2022 11:52:07.355668,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 30.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 112.34782608695653)"
15-12-2022 11:52:08.690490,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 112.34782608695653)"
15-12-2022 11:52:09.993991,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 112.34782608695653)"
15-12-2022 11:52:11.327911,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 112.34782608695653)"
15-12-2022 11:52:12.664257,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 120.0, 158.0)"
15-12-2022 11:52:13.930967,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 158.0)"
15-12-2022 11:52:15.226959,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 158.0)"
15-12-2022 11:52:16.490191,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 158.0)"
15-12-2022 11:52:17.754636,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 158.0)"
15-12-2022 11:52:19.030011,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 158.0)"
15-12-2022 11:52:20.235680,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 158.0)"
15-12-2022 11:52:21.444481,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 158.0)"
15-12-2022 11:52:22.702334,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 158.0)"
15-12-2022 11:52:23.900850,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 158.0)"
15-12-2022 11:52:25.216217,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 158.0)"
15-12-2022 11:52:26.534281,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 158.0)"
15-12-2022 11:52:27.810421,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 158.0)"
15-12-2022 11:52:29.109159,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 102.0)"
15-12-2022 11:52:30.358921,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 102.0)"
15-12-2022 11:52:31.508027,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 102.0)"
15-12-2022 11:52:32.678166,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 102.0)"
15-12-2022 11:52:33.835675,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 102.0)"
15-12-2022 11:52:34.968403,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 102.0)"
15-12-2022 11:52:36.158855,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 102.0)"
15-12-2022 11:52:37.337090,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 102.0)"
15-12-2022 11:52:38.582315,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 102.0)"
15-12-2022 11:52:39.798319,"(4.4, 7.2, 5.2)","(1.75, 2.28, 1.8125)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 102.0)"
15-12-2022 11:52:41.097153,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 102.0)"
15-12-2022 11:52:42.374747,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 102.0)"
15-12-2022 11:52:43.694142,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 102.0)"
15-12-2022 11:52:44.900189,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 102.0)"
15-12-2022 11:52:46.103017,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 102.0)"
15-12-2022 11:52:47.219552,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 12.5, 9.233333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 102.0)"
15-12-2022 11:52:48.365094,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 14.0, 10.8)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 102.0)"
15-12-2022 11:52:49.463081,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 14.0, 10.8)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 102.0)"
15-12-2022 11:52:50.716906,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 14.0, 10.8)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 170.0, 118.0)"
15-12-2022 11:52:52.122286,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 14.0, 9.733333333333333)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 160.0, 118.0)"
15-12-2022 11:52:53.435821,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 14.0, 9.566666666666666)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 160.0, 107.0)"
15-12-2022 11:52:54.932350,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 13.5, 9.566666666666666)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 180.0, 107.0)"
15-12-2022 11:52:56.311364,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 13.5, 9.566666666666666)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 180.0, 107.0)"
15-12-2022 11:52:57.814712,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 13.5, 9.566666666666666)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 180.0, 107.0)"
15-12-2022 11:52:59.471889,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 13.5, 9.566666666666666)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 180.0, 107.0)"
15-12-2022 11:53:01.148245,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 13.5, 9.566666666666666)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 180.0, 107.0)"
15-12-2022 11:53:02.453631,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 13.5, 9.566666666666666)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 180.0, 107.0)"
15-12-2022 11:53:03.810656,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 13.5, 9.566666666666666)","(9.0, 29.0, 20.68)","(10.0, 22.0, 18.34)","(16.0, 44.0, 25.0)","(41.0, 180.0, 107.0)"
15-12-2022 11:53:05.179359,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 54.285714285714285)","(31.0, 75.0, 43.666666666666664)","(7.0, 13.5, 9.566666666666666)","(9.0, 29.0, 20.68)","(10.0, 22.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 180.0, 107.0)"
15-12-2022 11:53:06.603205,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 54.285714285714285)","(31.0, 75.0, 43.666666666666664)","(7.0, 13.5, 9.566666666666666)","(9.0, 29.0, 20.68)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 180.0, 107.0)"
15-12-2022 11:53:07.958032,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 13.5, 9.566666666666666)","(9.0, 29.0, 20.68)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 180.0, 107.0)"
15-12-2022 11:53:09.246326,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 13.5, 9.566666666666666)","(9.0, 29.0, 20.68)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 180.0, 151.2)"
15-12-2022 11:53:10.547113,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 13.5, 9.566666666666666)","(9.0, 29.0, 20.68)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 180.0, 118.46153846153847)"
15-12-2022 11:53:11.821324,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 13.5, 9.566666666666666)","(9.0, 29.0, 20.68)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 170.0, 127.2)"
15-12-2022 11:53:13.144786,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 13.5, 9.566666666666666)","(9.0, 29.0, 20.68)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 150.0, 129.27272727272725)"
15-12-2022 11:53:14.430995,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.0, 13.5, 9.566666666666666)","(9.0, 29.0, 20.68)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 150.0, 129.27272727272725)"
15-12-2022 11:53:15.732609,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.5, 13.5, 9.566666666666666)","(9.0, 29.0, 20.68)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 150.0, 129.27272727272725)"
15-12-2022 11:53:16.884345,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.5, 13.5, 9.566666666666666)","(9.0, 29.0, 20.68)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 150.0, 129.27272727272725)"
15-12-2022 11:53:18.073779,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.5, 13.5, 9.566666666666666)","(9.0, 29.0, 20.68)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 150.0, 129.27272727272725)"
15-12-2022 11:53:19.335162,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.5, 13.5, 9.566666666666666)","(9.0, 29.0, 20.68)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 150.0, 129.27272727272725)"
15-12-2022 11:53:20.505798,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.5, 13.5, 9.566666666666666)","(9.0, 29.0, 20.68)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 150.0, 129.27272727272725)"
15-12-2022 11:53:21.689961,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.5, 13.5, 9.566666666666666)","(9.0, 29.0, 20.68)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 150.0, 75.33333333333334)"
15-12-2022 11:53:22.942133,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.5, 13.5, 9.566666666666666)","(9.0, 29.0, 20.68)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 150.0, 75.33333333333334)"
15-12-2022 11:53:24.239247,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.5, 13.5, 9.566666666666666)","(9.0, 29.0, 20.68)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 150.0, 75.33333333333334)"
15-12-2022 11:53:25.499566,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.5, 13.5, 9.566666666666666)","(9.0, 29.0, 20.68)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 150.0, 75.33333333333334)"
15-12-2022 11:53:26.749203,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.5, 13.5, 9.566666666666666)","(9.0, 29.0, 20.08)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 150.0, 75.33333333333334)"
15-12-2022 11:53:28.036243,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.5, 13.5, 9.566666666666666)","(9.0, 28.0, 20.08)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 150.0, 75.33333333333334)"
15-12-2022 11:53:29.333536,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.5, 13.5, 9.566666666666666)","(9.0, 28.0, 19.48)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 150.0, 75.33333333333334)"
15-12-2022 11:53:30.659209,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.5, 13.5, 9.566666666666666)","(9.0, 27.0, 19.48)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 150.0, 75.33333333333334)"
15-12-2022 11:53:31.943787,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.5, 13.5, 9.566666666666666)","(9.0, 27.0, 19.48)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 150.0, 106.0)"
15-12-2022 11:53:33.139461,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.5, 13.5, 9.566666666666666)","(9.0, 27.0, 19.48)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 150.0, 106.0)"
15-12-2022 11:53:34.358135,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.5, 13.5, 9.566666666666666)","(9.0, 27.0, 19.48)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 150.0, 106.0)"
15-12-2022 11:53:35.577018,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.5, 13.5, 9.566666666666666)","(9.0, 27.0, 19.48)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 150.0, 106.0)"
15-12-2022 11:53:36.856938,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.5, 13.5, 9.566666666666666)","(9.0, 27.0, 19.48)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 150.0, 129.63636363636363)"
15-12-2022 11:53:38.322068,"(4.4, 7.2, 5.7)","(1.75, 2.28, 1.8484615384615384)","(41.0, 100.0, 78.66666666666666)","(31.0, 75.0, 43.666666666666664)","(7.5, 13.5, 9.566666666666666)","(9.0, 27.0, 19.48)","(10.0, 21.0, 19.6)","(16.0, 44.0, 25.0)","(41.0, 150.0, 129.63636363636363)"
