,Aston Marley,Fired Up,Thunder Dash,Scott Hue,Aston Prince,Ripplebrook Snip
07-12-2022 14:13:41.210935,"(3.5, 4.7, 4.495)","(3.3, 3.55, 3.5166666666666666)","(3.6, 3.95, 3.8666666666666667)","(12.0, 20.0, 19.408450704225352)","(4.4, 8.2, 7.550000000000001)","(12.0, 24.0, 23.952380952380953)"
07-12-2022 14:13:42.275385,"(3.5, 4.7, 4.517777777777778)","(3.3, 3.55, 3.5166666666666666)","(3.6, 3.95, 3.85625)","(12.0, 20.0, 19.408450704225352)","(4.4, 8.0, 7.625)","(12.0, 24.0, 23.952380952380953)"
07-12-2022 14:13:43.380820,"(3.5, 4.6, 4.5285714285714285)","(3.3, 3.55, 3.5166666666666666)","(3.6, 3.95, 3.85625)","(12.0, 20.0, 19.408450704225352)","(4.4, 8.0, 7.83125)","(12.0, 24.0, 23.952380952380953)"
07-12-2022 14:13:44.471944,"(3.5, 4.6, 4.51)","(3.3, 3.55, 3.5166666666666666)","(3.6, 3.95, 3.8704545454545456)","(12.0, 20.0, 19.408450704225352)","(4.4, 8.0, 8.003508771929823)","(12.0, 24.0, 23.952380952380953)"
07-12-2022 14:13:45.546792,"(3.5, 4.5, 4.473684210526316)","(3.3, 3.55, 3.5166666666666666)","(3.6, 3.95, 3.8704545454545456)","(12.0, 20.0, 19.408450704225352)","(4.4, 8.2, 8.049056603773584)","(12.0, 24.0, 23.952380952380953)"
07-12-2022 14:13:46.621024,"(3.5, 4.6, 4.482352941176471)","(3.3, 3.55, 3.5136363636363637)","(3.6, 3.95, 3.8704545454545456)","(12.0, 20.0, 19.408450704225352)","(4.4, 8.2, 7.925)","(12.0, 24.0, 23.952380952380953)"
07-12-2022 14:13:47.582910,"(3.5, 4.6, 4.482352941176471)","(3.3, 3.55, 3.5136363636363637)","(3.6, 3.95, 3.8704545454545456)","(12.0, 20.0, 19.408450704225352)","(4.4, 8.0, 7.955882352941177)","(12.0, 24.0, 23.952380952380953)"
07-12-2022 14:13:48.556836,"(3.5, 4.6, 4.482352941176471)","(3.3, 3.55, 3.5136363636363637)","(3.5, 3.95, 3.8704545454545456)","(12.0, 20.0, 19.408450704225352)","(4.8, 8.0, 7.925)","(13.0, 24.0, 23.952380952380953)"
07-12-2022 14:13:49.720378,"(3.5, 4.6, 4.506976744186047)","(3.3, 3.55, 3.5136363636363637)","(3.5, 3.95, 3.8704545454545456)","(12.0, 20.0, 19.408450704225352)","(4.8, 8.0, 8.090410958904108)","(13.0, 24.0, 23.952380952380953)"
07-12-2022 14:13:50.842088,"(3.5, 4.6, 4.531428571428571)","(3.3, 3.55, 3.5136363636363637)","(3.5, 3.95, 3.8704545454545456)","(12.0, 20.0, 19.408450704225352)","(4.8, 8.2, 8.090410958904108)","(13.0, 24.0, 23.952380952380953)"
07-12-2022 14:13:51.858838,"(3.5, 4.6, 4.52972972972973)","(3.2, 3.55, 3.51)","(3.5, 3.95, 3.8704545454545456)","(12.0, 20.0, 19.408450704225352)","(5.0, 8.2, 7.925)","(13.0, 24.0, 23.952380952380953)"
07-12-2022 14:13:52.980842,"(3.6, 4.6, 4.52972972972973)","(3.2, 3.55, 3.51)","(3.5, 3.95, 3.8704545454545456)","(12.0, 20.0, 19.408450704225352)","(5.0, 8.0, 7.955882352941177)","(13.0, 24.0, 23.952380952380953)"
07-12-2022 14:13:54.163771,"(3.6, 4.6, 4.52972972972973)","(3.2, 3.55, 3.51)","(3.5, 3.95, 3.8704545454545456)","(12.0, 20.0, 19.408450704225352)","(5.0, 8.0, 7.925)","(13.0, 24.0, 23.952380952380953)"
07-12-2022 14:13:55.276298,"(3.6, 4.6, 4.52972972972973)","(3.2, 3.55, 3.51)","(3.5, 3.95, 3.8704545454545456)","(12.0, 20.0, 19.408450704225352)","(5.0, 8.0, 8.090410958904108)","(13.0, 24.0, 23.952380952380953)"
07-12-2022 14:13:56.316683,"(3.6, 4.6, 4.554838709677419)","(3.2, 3.55, 3.5055555555555555)","(3.5, 3.95, 3.8704545454545456)","(12.0, 20.0, 19.408450704225352)","(5.0, 8.2, 8.090410958904108)","(13.0, 24.0, 23.952380952380953)"
07-12-2022 14:13:57.399607,"(3.6, 4.6, 4.554838709677419)","(3.2, 3.55, 3.5055555555555555)","(3.5, 3.95, 3.876470588235294)","(12.0, 20.0, 19.408450704225352)","(5.0, 8.2, 7.955882352941177)","(13.0, 24.0, 23.952380952380953)"
07-12-2022 14:13:58.647248,"(3.6, 4.6, 4.554838709677419)","(3.2, 3.55, 3.5055555555555555)","(3.5, 3.9, 3.853846153846154)","(12.0, 20.0, 19.408450704225352)","(5.0, 8.0, 7.925)","(13.0, 24.0, 23.952380952380953)"
07-12-2022 14:13:59.846669,"(3.6, 4.6, 4.554838709677419)","(3.2, 3.55, 3.5055555555555555)","(3.5, 3.9, 3.876470588235294)","(12.0, 20.0, 19.515151515151516)","(5.0, 8.0, 7.955882352941177)","(13.0, 24.0, 23.952380952380953)"
07-12-2022 14:14:00.996447,"(3.6, 4.7, 4.675)","(3.2, 3.55, 3.5055555555555555)","(3.5, 3.9, 3.876470588235294)","(12.0, 20.0, 18.980392156862745)","(5.0, 8.0, 7.355555555555555)","(13.0, 24.0, 23.952380952380953)"
07-12-2022 14:14:02.094227,"(3.6, 4.7, 4.68)","(3.2, 3.45, 3.435714285714286)","(3.5, 3.9, 3.876470588235294)","(12.0, 19.0, 18.980392156862745)","(5.0, 8.6, 7.492307692307692)","(13.0, 24.0, 23.952380952380953)"
07-12-2022 14:14:03.239035,"(3.6, 4.8, 4.6909090909090905)","(3.2, 3.45, 3.4310810810810812)","(3.5, 3.95, 3.86304347826087)","(12.0, 19.0, 18.980392156862745)","(5.0, 8.6, 7.4)","(13.0, 24.0, 23.952380952380953)"
07-12-2022 14:14:04.434627,"(3.6, 4.6, 4.5636363636363635)","(3.2, 3.45, 3.4310810810810812)","(3.5, 3.95, 3.86304347826087)","(12.0, 19.0, 18.980392156862745)","(5.0, 8.6, 7.4)","(13.0, 24.0, 23.952380952380953)"
07-12-2022 14:14:05.634800,"(3.6, 4.8, 4.68)","(3.2, 3.45, 3.35)","(3.5, 3.95, 3.86304347826087)","(12.0, 19.0, 18.980392156862745)","(5.0, 8.6, 7.4)","(13.0, 24.0, 23.952380952380953)"
07-12-2022 14:14:06.780676,"(3.6, 4.8, 4.70625)","(3.2, 3.35, 3.26)","(3.5, 3.95, 3.86304347826087)","(12.0, 19.0, 19.408450704225352)","(5.0, 8.6, 7.64)","(13.0, 24.0, 23.954545454545453)"
07-12-2022 14:14:07.823949,"(3.6, 4.9, 4.825)","(3.2, 3.35, 3.2150000000000003)","(3.5, 3.95, 3.86304347826087)","(12.0, 20.0, 19.408450704225352)","(5.0, 8.6, 7.64)","(13.0, 24.0, 23.952380952380953)"
07-12-2022 14:14:08.929343,"(3.6, 4.9, 4.8578947368421055)","(3.2, 3.35, 3.265625)","(3.5, 3.95, 3.86304347826087)","(12.0, 20.0, 19.515151515151516)","(5.0, 8.6, 7.64)","(13.0, 24.0, 23.952380952380953)"
07-12-2022 14:14:10.053408,"(3.6, 4.9, 4.877777777777778)","(3.2, 3.35, 3.3125)","(3.5, 3.95, 3.86304347826087)","(12.0, 20.0, 19.492537313432834)","(5.0, 8.6, 7.64)","(15.0, 24.0, 23.952380952380953)"
07-12-2022 14:14:11.344064,"(3.6, 4.9, 4.833333333333334)","(3.0, 3.35, 3.2666666666666666)","(3.4, 3.95, 3.86304347826087)","(13.0, 20.0, 19.38888888888889)","(5.0, 8.6, 7.4)","(15.0, 24.0, 23.952380952380953)"
07-12-2022 14:14:12.384602,"(3.6, 5.0, 4.766666666666667)","(3.0, 3.3, 3.2666666666666666)","(3.4, 3.95, 3.86304347826087)","(13.0, 20.0, 19.38888888888889)","(5.0, 8.6, 7.4)","(15.0, 24.0, 23.952380952380953)"
07-12-2022 14:14:13.493250,"(3.6, 5.0, 4.766666666666667)","(3.0, 3.3, 3.2874999999999996)","(3.4, 3.95, 3.86304347826087)","(13.0, 20.0, 19.38888888888889)","(5.0, 8.4, 7.4148148148148145)","(15.0, 24.0, 23.952380952380953)"
07-12-2022 14:14:14.560997,"(3.6, 5.0, 4.838461538461538)","(3.0, 3.3, 3.2874999999999996)","(3.4, 3.95, 3.86304347826087)","(13.0, 20.0, 19.38888888888889)","(5.0, 8.4, 7.224)","(15.0, 24.0, 23.954545454545453)"
07-12-2022 14:14:15.703848,"(3.6, 5.0, 4.838461538461538)","(3.0, 3.45, 3.3923076923076927)","(3.4, 3.9, 3.82)","(13.0, 20.0, 19.408450704225352)","(5.0, 8.4, 7.699999999999999)","(15.0, 24.0, 23.952380952380953)"
07-12-2022 14:14:17.033964,"(3.6, 5.0, 4.8090909090909095)","(3.0, 3.45, 3.325)","(3.4, 3.9, 3.82)","(13.0, 20.0, 19.408450704225352)","(5.0, 8.2, 6.628571428571429)","(15.0, 24.0, 23.952380952380953)"
07-12-2022 14:14:18.276747,"(3.6, 5.0, 4.8090909090909095)","(3.0, 3.45, 3.342857142857143)","(3.4, 3.9, 3.82)","(13.0, 20.0, 19.38888888888889)","(5.0, 8.0, 6.830769230769231)","(15.0, 24.0, 23.952380952380953)"
07-12-2022 14:14:19.481758,"(3.6, 5.0, 4.857142857142857)","(3.0, 3.45, 3.342857142857143)","(3.4, 3.9, 3.82)","(13.0, 20.0, 19.35135135135135)","(5.0, 8.0, 6.830769230769231)","(15.0, 24.0, 23.952380952380953)"
07-12-2022 14:14:20.756624,"(3.7, 5.0, 4.96)","(3.0, 3.45, 3.39)","(3.4, 3.9, 3.82)","(13.0, 20.0, 19.36986301369863)","(5.0, 8.0, 6.830769230769231)","(15.0, 24.0, 23.952380952380953)"
07-12-2022 14:14:22.013559,"(3.7, 5.0, 4.96)","(3.0, 3.45, 3.357142857142857)","(3.4, 3.9, 3.82)","(13.0, 20.0, 19.36986301369863)","(5.0, 8.0, 6.933333333333334)","(15.0, 24.0, 24.701492537313435)"
07-12-2022 14:14:23.209406,"(3.7, 5.0, 4.92)","(3.0, 3.45, 3.357142857142857)","(3.4, 3.9, 3.8176470588235296)","(13.0, 20.0, 19.36986301369863)","(5.0, 8.0, 7.153846153846154)","(15.0, 25.0, 24.701492537313435)"
07-12-2022 14:14:24.306906,"(3.7, 5.4, 5.025)","(3.0, 3.45, 3.357142857142857)","(3.4, 3.9, 3.8176470588235296)","(13.0, 20.0, 19.36986301369863)","(5.0, 7.8, 6.7629629629629635)","(15.0, 25.0, 24.701492537313435)"
07-12-2022 14:14:25.493056,"(3.7, 5.3, 5.0600000000000005)","(3.0, 3.45, 3.3451612903225807)","(3.4, 3.9, 3.8176470588235296)","(13.0, 20.0, 19.36986301369863)","(5.0, 7.8, 6.7629629629629635)","(15.0, 25.0, 24.701492537313435)"
07-12-2022 14:14:26.602108,"(3.7, 5.2, 5.036363636363637)","(3.0, 3.45, 3.3451612903225807)","(3.4, 3.9, 3.8176470588235296)","(13.0, 20.0, 19.36986301369863)","(5.0, 7.8, 6.85)","(15.0, 25.0, 24.701492537313435)"
07-12-2022 14:14:27.609818,"(3.7, 5.2, 5.15)","(3.0, 3.45, 3.3451612903225807)","(3.4, 3.9, 3.8176470588235296)","(13.0, 20.0, 19.36986301369863)","(5.0, 7.6, 6.76)","(15.0, 25.0, 24.701492537313435)"
07-12-2022 14:14:28.710464,"(3.7, 5.2, 5.15)","(3.0, 3.45, 3.3451612903225807)","(3.4, 3.9, 3.8176470588235296)","(13.0, 20.0, 19.36986301369863)","(5.0, 7.6, 6.550000000000001)","(15.0, 25.0, 24.701492537313435)"
07-12-2022 14:14:29.822983,"(3.7, 5.2, 5.15)","(3.0, 3.45, 3.3451612903225807)","(3.4, 3.9, 3.8176470588235296)","(13.0, 20.0, 19.36986301369863)","(5.0, 7.6, 6.550000000000001)","(15.0, 25.0, 24.701492537313435)"
07-12-2022 14:14:30.922606,"(3.7, 5.2, 5.15)","(3.0, 3.45, 3.3451612903225807)","(3.4, 3.9, 3.8176470588235296)","(13.0, 20.0, 19.36986301369863)","(5.0, 7.6, 6.550000000000001)","(15.0, 25.0, 24.701492537313435)"
07-12-2022 14:14:32.083043,"(3.7, 5.2, 5.15)","(3.0, 3.45, 3.356666666666667)","(3.4, 3.9, 3.8176470588235296)","(13.0, 20.0, 19.36986301369863)","(5.0, 7.6, 6.800000000000001)","(15.0, 25.0, 24.701492537313435)"
07-12-2022 14:14:33.208335,"(3.7, 5.2, 5.15)","(3.0, 3.45, 3.356666666666667)","(3.4, 3.9, 3.8176470588235296)","(13.0, 20.0, 19.36986301369863)","(5.0, 7.4, 6.836363636363637)","(15.0, 25.0, 24.718309859154928)"
07-12-2022 14:14:34.538842,"(3.7, 5.2, 5.15)","(3.0, 3.45, 3.356666666666667)","(3.4, 3.9, 3.8176470588235296)","(13.0, 20.0, 19.36986301369863)","(5.0, 7.2, 7.023529411764706)","(15.0, 25.0, 24.718309859154928)"
07-12-2022 14:14:35.732220,"(3.7, 5.2, 5.15)","(3.0, 3.45, 3.356666666666667)","(3.4, 3.9, 3.8176470588235296)","(13.0, 20.0, 19.36986301369863)","(5.0, 7.2, 6.800000000000001)","(15.0, 25.0, 24.718309859154928)"
07-12-2022 14:14:36.908773,"(3.7, 5.2, 5.182352941176471)","(3.0, 3.45, 3.3423076923076924)","(3.4, 3.9, 3.8176470588235296)","(13.0, 20.0, 19.36986301369863)","(5.0, 7.2, 6.825)","(15.0, 25.0, 24.718309859154928)"
07-12-2022 14:14:38.189297,"(3.7, 5.2, 5.182352941176471)","(3.0, 3.45, 3.3692307692307693)","(3.4, 3.9, 3.8176470588235296)","(13.0, 20.0, 19.36986301369863)","(5.0, 7.2, 6.95)","(15.0, 25.0, 24.718309859154928)"
07-12-2022 14:14:39.492129,"(3.8, 5.2, 5.182352941176471)","(3.0, 3.45, 3.389130434782609)","(3.4, 3.9, 3.8176470588235296)","(13.0, 20.0, 19.36986301369863)","(5.0, 7.2, 6.831578947368421)","(15.0, 25.0, 24.718309859154928)"
07-12-2022 14:14:40.809068,"(3.8, 5.2, 5.182352941176471)","(3.0, 3.45, 3.3625)","(3.4, 3.9, 3.8176470588235296)","(13.0, 20.0, 19.470588235294116)","(5.0, 7.2, 6.7)","(15.0, 25.0, 24.285714285714285)"
07-12-2022 14:14:42.111723,"(3.8, 5.2, 5.182352941176471)","(3.0, 3.45, 3.5346153846153845)","(3.4, 3.9, 3.8176470588235296)","(13.0, 20.0, 19.470588235294116)","(5.0, 7.2, 6.95)","(15.0, 25.0, 24.823529411764707)"
07-12-2022 14:14:43.541759,"(3.8, 5.2, 5.182352941176471)","(3.0, 3.55, 3.4465116279069767)","(3.4, 3.9, 3.8153846153846156)","(13.0, 20.0, 19.44927536231884)","(5.0, 7.2, 6.95)","(15.0, 25.0, 25.454545454545453)"
07-12-2022 14:14:44.771007,"(3.8, 5.2, 5.182352941176471)","(3.0, 3.45, 3.4465116279069767)","(3.4, 3.9, 3.8153846153846156)","(13.0, 20.0, 19.35135135135135)","(5.0, 7.2, 6.7555555555555555)","(15.0, 26.0, 23.375)"
07-12-2022 14:14:45.940307,"(3.8, 5.2, 5.190322580645161)","(3.0, 3.45, 3.441304347826087)","(3.4, 3.9, 3.8176470588235296)","(13.0, 20.0, 19.44927536231884)","(5.0, 7.2, 6.7)","(15.0, 26.0, 23.428571428571427)"
07-12-2022 14:14:47.269247,"(3.8, 5.2, 5.190322580645161)","(3.0, 3.45, 3.441304347826087)","(3.4, 3.9, 3.825)","(13.0, 20.0, 19.44927536231884)","(5.0, 7.2, 6.7)","(15.0, 26.0, 23.428571428571427)"
07-12-2022 14:14:48.528600,"(3.8, 5.2, 5.190322580645161)","(3.0, 3.45, 3.441304347826087)","(3.4, 3.85, 3.8071428571428574)","(13.0, 20.0, 19.342105263157894)","(5.0, 7.2, 6.7)","(15.0, 26.0, 23.428571428571427)"
07-12-2022 14:14:49.782359,"(3.8, 5.2, 5.190322580645161)","(3.0, 3.45, 3.495)","(3.4, 3.85, 3.8071428571428574)","(13.0, 20.0, 19.36)","(5.0, 7.2, 6.745454545454545)","(15.0, 26.0, 27.25862068965517)"
07-12-2022 14:14:51.295653,"(3.8, 5.2, 5.190322580645161)","(3.0, 3.5, 3.495)","(3.4, 3.85, 3.8071428571428574)","(13.0, 20.0, 18.5625)","(5.0, 6.8, 6.7)","(15.0, 30.0, 28.921875)"
07-12-2022 14:14:52.525510,"(3.8, 5.2, 5.190322580645161)","(3.0, 3.5, 3.4941176470588236)","(3.4, 3.85, 3.8071428571428574)","(13.0, 20.0, 18.5625)","(5.0, 6.8, 6.7)","(15.0, 29.0, 28.846153846153847)"
07-12-2022 14:14:53.767892,"(3.8, 5.2, 5.190322580645161)","(3.0, 3.5, 3.4941176470588236)","(3.4, 3.85, 3.8071428571428574)","(13.0, 20.0, 18.56)","(5.0, 6.8, 6.5)","(15.0, 29.0, 28.63235294117647)"
07-12-2022 14:14:55.002102,"(3.8, 5.2, 5.190322580645161)","(3.0, 3.45, 3.4941176470588236)","(3.4, 3.85, 3.8071428571428574)","(13.0, 20.0, 18.56)","(5.0, 6.8, 6.5)","(15.0, 29.0, 27.434782608695652)"
07-12-2022 14:14:56.135926,"(3.8, 5.2, 5.1850000000000005)","(3.0, 3.5, 3.4941176470588236)","(3.4, 3.85, 3.8071428571428574)","(13.0, 20.0, 18.56)","(5.0, 6.8, 6.5)","(15.0, 29.0, 27.615384615384617)"
07-12-2022 14:14:57.331104,"(3.8, 5.2, 5.1850000000000005)","(3.0, 3.5, 3.4941176470588236)","(3.4, 3.85, 3.8071428571428574)","(13.0, 20.0, 19.041666666666668)","(5.0, 6.8, 6.5)","(15.0, 29.0, 27.90625)"
07-12-2022 14:14:58.425722,"(3.8, 5.2, 5.1850000000000005)","(3.0, 3.45, 3.447058823529412)","(3.4, 3.85, 3.8071428571428574)","(13.0, 20.0, 19.041666666666668)","(5.0, 6.8, 6.5)","(15.0, 28.0, 27.892857142857142)"
07-12-2022 14:14:59.601701,"(3.8, 5.2, 5.1850000000000005)","(3.0, 3.45, 3.434615384615385)","(3.4, 3.85, 3.808139534883721)","(13.0, 20.0, 19.041666666666668)","(5.0, 6.8, 6.5)","(15.0, 28.0, 28.526315789473685)"
07-12-2022 14:15:00.905117,"(3.8, 5.3, 5.2407407407407405)","(3.0, 3.4, 3.3249999999999997)","(3.4, 3.85, 3.808139534883721)","(13.0, 20.0, 19.533783783783782)","(5.0, 6.8, 6.5)","(15.0, 29.0, 27.91304347826087)"
07-12-2022 14:15:02.135252,"(3.8, 5.3, 5.1875)","(3.0, 3.4, 3.3249999999999997)","(3.4, 3.85, 3.808139534883721)","(13.0, 20.0, 19.533783783783782)","(5.0, 6.8, 6.5)","(15.0, 28.0, 27.91304347826087)"
07-12-2022 14:15:03.239747,"(3.8, 5.3, 5.2407407407407405)","(3.0, 3.4, 3.3625)","(3.4, 3.85, 3.8071428571428574)","(13.0, 20.0, 19.303030303030305)","(5.0, 6.8, 6.5)","(15.0, 28.0, 27.91304347826087)"
07-12-2022 14:15:04.329295,"(3.8, 5.3, 5.230434782608696)","(3.0, 3.4, 3.3625)","(3.4, 3.85, 3.80609756097561)","(13.0, 20.0, 19.294117647058822)","(5.0, 6.8, 6.5)","(15.0, 28.0, 27.91304347826087)"
07-12-2022 14:15:05.426659,"(3.8, 5.3, 5.15)","(3.0, 3.4, 3.3249999999999997)","(3.4, 3.85, 3.808139534883721)","(13.0, 20.0, 19.708333333333332)","(5.0, 6.8, 6.5)","(15.0, 28.0, 27.91304347826087)"
07-12-2022 14:15:06.534121,"(3.9, 5.3, 5.06)","(3.0, 3.45, 3.3944444444444444)","(3.3, 3.85, 3.808139534883721)","(13.0, 20.0, 19.52173913043478)","(5.0, 6.8, 6.5)","(16.0, 28.0, 27.91304347826087)"
07-12-2022 14:15:07.907274,"(3.9, 5.3, 5.03)","(3.0, 3.45, 3.368181818181818)","(3.3, 3.85, 3.808139534883721)","(13.0, 20.0, 19.52173913043478)","(5.0, 6.8, 6.5)","(16.0, 28.0, 27.91304347826087)"
07-12-2022 14:15:08.979862,"(3.9, 5.3, 5.06)","(3.0, 3.45, 3.368181818181818)","(3.3, 3.85, 3.808139534883721)","(13.0, 20.0, 19.416666666666668)","(5.0, 6.8, 6.745454545454545)","(16.0, 28.0, 27.91891891891892)"
07-12-2022 14:15:10.102604,"(3.9, 5.3, 5.021428571428571)","(3.0, 3.45, 3.361111111111111)","(3.3, 3.85, 3.796875)","(13.0, 20.0, 18.441860465116278)","(5.0, 6.8, 6.5)","(16.0, 28.0, 27.91891891891892)"
07-12-2022 14:15:11.305443,"(3.9, 5.2, 5.1)","(3.0, 3.45, 3.3642857142857143)","(3.3, 3.85, 3.796875)","(13.0, 18.5, 17.25)","(5.0, 6.8, 6.5)","(16.0, 28.0, 27.91891891891892)"
07-12-2022 14:15:12.404220,"(3.9, 5.2, 5.1)","(3.0, 3.45, 3.375)","(3.3, 3.85, 3.781578947368421)","(13.0, 18.0, 18.444444444444443)","(5.0, 6.8, 6.77391304347826)","(16.0, 28.0, 27.914285714285715)"
07-12-2022 14:15:13.522536,"(3.9, 5.2, 5.1)","(3.0, 3.45, 3.375)","(3.3, 3.8, 3.7458333333333336)","(13.0, 18.5, 17.22222222222222)","(5.0, 6.8, 6.77391304347826)","(16.0, 28.0, 27.666666666666668)"
07-12-2022 14:15:14.612888,"(3.9, 5.2, 5.1)","(3.0, 3.45, 3.375)","(3.3, 3.75, 3.71)","(13.0, 19.0, 17.59375)","(5.0, 6.8, 6.7625)","(16.0, 28.0, 27.7)"
07-12-2022 14:15:15.820804,"(3.9, 5.2, 5.1)","(3.0, 3.45, 3.416666666666667)","(3.3, 3.75, 3.7199999999999998)","(13.0, 19.0, 18.125)","(5.0, 6.8, 6.7625)","(16.0, 28.0, 27.8)"
07-12-2022 14:15:17.076195,"(3.9, 5.2, 5.1)","(3.0, 3.45, 3.442105263157895)","(3.3, 3.75, 3.658333333333333)","(13.0, 19.0, 18.125)","(5.0, 6.8, 6.7625)","(16.0, 28.0, 27.8)"
07-12-2022 14:15:18.249408,"(3.9, 5.2, 5.1)","(3.0, 3.45, 3.442105263157895)","(3.3, 3.75, 3.658333333333333)","(13.0, 19.0, 18.125)","(5.0, 6.8, 6.7625)","(16.0, 28.0, 27.8)"
07-12-2022 14:15:19.350148,"(3.9, 5.2, 5.1)","(3.0, 3.45, 3.442105263157895)","(3.3, 3.75, 3.658333333333333)","(13.0, 19.0, 17.363636363636363)","(5.0, 6.8, 6.76)","(16.0, 28.0, 27.8)"
07-12-2022 14:15:20.400621,"(3.9, 5.2, 5.1)","(3.0, 3.45, 3.4423076923076925)","(3.3, 3.75, 3.658333333333333)","(13.0, 19.0, 17.285714285714285)","(5.0, 6.8, 6.757142857142857)","(16.0, 28.0, 27.8)"
07-12-2022 14:15:21.406056,"(3.9, 5.2, 5.1)","(3.0, 3.5, 3.4625)","(3.3, 3.75, 3.658333333333333)","(13.0, 19.0, 17.26086956521739)","(5.0, 6.8, 6.757142857142857)","(16.0, 28.0, 27.88)"
07-12-2022 14:15:22.470940,"(3.9, 5.1, 5.05)","(3.0, 3.5, 3.4625)","(3.3, 3.75, 3.658333333333333)","(13.0, 19.0, 17.571428571428573)","(5.0, 6.8, 6.757142857142857)","(16.0, 28.0, 28.350877192982455)"
07-12-2022 14:15:23.558702,"(3.9, 5.1, 5.066666666666666)","(3.0, 3.5, 3.4625)","(3.3, 3.75, 3.658333333333333)","(13.0, 19.0, 17.571428571428573)","(5.0, 6.8, 6.757142857142857)","(16.0, 30.0, 28.350877192982455)"
07-12-2022 14:15:24.624779,"(3.9, 5.1, 5.066666666666666)","(3.0, 3.5, 3.4625)","(3.3, 3.75, 3.658333333333333)","(13.0, 19.0, 17.571428571428573)","(5.0, 6.8, 6.771428571428571)","(16.0, 30.0, 28.310344827586206)"
07-12-2022 14:15:25.717268,"(3.9, 5.1, 5.066666666666666)","(3.0, 3.5, 3.4625)","(3.3, 3.75, 3.658333333333333)","(13.0, 19.0, 17.571428571428573)","(5.0, 6.8, 6.783333333333333)","(16.0, 30.0, 28.310344827586206)"
07-12-2022 14:15:26.833459,"(3.9, 5.1, 5.066666666666666)","(3.0, 3.5, 3.480769230769231)","(3.3, 3.75, 3.7071428571428573)","(13.0, 19.0, 18.4)","(5.0, 6.8, 6.9714285714285715)","(16.0, 30.0, 28.958333333333332)"
07-12-2022 14:15:27.857739,"(4.0, 4.8, 4.788235294117647)","(3.0, 3.5, 3.480769230769231)","(3.3, 3.8, 3.7071428571428573)","(14.0, 19.0, 18.4)","(5.0, 7.0, 6.873684210526315)","(18.0, 29.0, 28.73076923076923)"
07-12-2022 14:15:29.004701,"(4.0, 4.8, 4.78)","(3.0, 3.5, 3.4761904761904763)","(3.3, 3.8, 3.713461538461538)","(14.0, 19.0, 18.333333333333332)","(5.0, 7.2, 7.08)","(18.0, 29.0, 28.73076923076923)"
07-12-2022 14:15:30.185057,"(4.0, 4.8, 4.788235294117647)","(3.0, 3.5, 3.4761904761904763)","(3.3, 3.8, 3.7249999999999996)","(14.0, 21.0, 19.140845070422536)","(5.0, 7.2, 7.176470588235294)","(18.0, 29.0, 28.696202531645568)"
07-12-2022 14:15:31.290555,"(4.0, 4.7, 4.693333333333333)","(3.0, 3.5, 3.4761904761904763)","(3.3, 3.8, 3.7249999999999996)","(14.0, 20.0, 19.140845070422536)","(5.0, 7.2, 7.176470588235294)","(18.0, 29.0, 28.696202531645568)"
07-12-2022 14:15:32.468151,"(4.0, 4.7, 4.689473684210526)","(3.0, 3.5, 3.5542857142857143)","(3.3, 3.8, 3.7249999999999996)","(14.0, 20.0, 19.135135135135137)","(5.0, 7.2, 7.176470588235294)","(18.0, 29.0, 28.652173913043477)"
07-12-2022 14:15:33.751708,"(4.0, 4.7, 4.642857142857142)","(3.0, 3.6, 3.5435897435897434)","(3.3, 3.8, 3.7365384615384616)","(14.0, 20.0, 19.133333333333333)","(5.0, 7.2, 7.176470588235294)","(18.0, 29.0, 28.517241379310345)"
07-12-2022 14:15:35.140032,"(4.0, 4.7, 4.728)","(3.0, 3.6, 3.5234375)","(3.3, 3.8, 3.7666666666666666)","(14.0, 20.0, 19.114285714285714)","(5.0, 7.2, 5.9625)","(18.0, 29.0, 28.466666666666665)"
07-12-2022 14:15:36.546169,"(4.0, 4.8, 4.6499999999999995)","(3.0, 3.65, 3.5500000000000003)","(3.3, 3.85, 3.713953488372093)","(14.0, 20.0, 18.571428571428573)","(5.0, 6.0, 6.133333333333334)","(18.0, 30.0, 28.745454545454546)"
07-12-2022 14:15:37.873585,"(4.0, 4.8, 4.6499999999999995)","(3.0, 3.6, 3.5500000000000003)","(3.3, 3.9, 3.8724409448818897)","(14.0, 20.0, 18.545454545454547)","(5.0, 6.4, 6.553846153846154)","(18.0, 30.0, 28.96551724137931)"
07-12-2022 14:15:39.246269,"(4.0, 4.8, 4.690909090909091)","(3.0, 3.55, 3.4611111111111112)","(3.3, 3.9, 3.8680555555555554)","(14.0, 19.5, 18.07894736842105)","(5.0, 6.6, 6.78)","(18.0, 29.0, 28.96923076923077)"
07-12-2022 14:15:40.549914,"(4.0, 4.7, 4.65)","(3.0, 3.5, 3.41)","(3.3, 3.9, 3.8680555555555554)","(14.0, 19.5, 20.605263157894736)","(5.0, 6.8, 6.780952380952381)","(18.0, 29.0, 28.96923076923077)"
07-12-2022 14:15:41.729934,"(4.0, 4.7, 4.611111111111111)","(3.0, 3.5, 3.3785714285714286)","(3.3, 3.9, 3.903571428571429)","(14.0, 23.0, 19.682926829268293)","(5.0, 6.8, 6.930769230769231)","(18.0, 29.0, 28.96923076923077)"
