,Arentee,Lucky Exchange,I Am Lethal,Ready For Anything,Mobstar,Prime Asset,Spiritualised,Pentito,Charlies Case,Resonator,Wealthy Investor,Daytona,West Of Africa,Oakfield Triumph,Data Patch
07-01-2023 16:26:00.879155,"(6.5, 7.8, 7.671428571428571)","(61.0, 150.0, 142.5)","(7.5, 8.8, 8.701754385964913)","(101.0, 160.0, 132.30769230769232)","(31.0, 50.0, 48.0)","(61.0, 75.0, 66.78571428571429)","(5.5, 5.9, 5.851494023904382)","(61.0, 90.0, 76.34615384615384)","(71.0, 110.0, 99.5)","(3.4, 3.85, 3.813855421686747)","(61.0, 80.0, 71.25)","(9.0, 11.5, 11.170588235294117)","(6.5, 7.2, 7.059496567505721)","(71.0, 95.0, 92.87037037037037)","(91.0, 130.0, 123.33333333333333)"
07-01-2023 16:26:02.589561,"(6.5, 7.8, 7.652631578947368)","(61.0, 150.0, 145.0)","(7.5, 8.8, 8.701754385964913)","(101.0, 160.0, 132.30769230769232)","(31.0, 48.0, 47.2)","(61.0, 75.0, 66.04166666666667)","(5.5, 5.9, 5.84948132780083)","(61.0, 90.0, 76.34615384615384)","(71.0, 110.0, 104.47368421052632)","(3.4, 3.85, 3.813855421686747)","(61.0, 80.0, 71.25)","(9.0, 11.5, 11.164150943396226)","(6.5, 7.2, 7.0588235294117645)","(71.0, 95.0, 92.87037037037037)","(91.0, 130.0, 123.33333333333333)"
07-01-2023 16:26:04.158363,"(6.5, 7.8, 7.652631578947368)","(61.0, 150.0, 145.0)","(7.5, 8.8, 8.701754385964913)","(101.0, 160.0, 132.30769230769232)","(31.0, 48.0, 46.8235294117647)","(61.0, 75.0, 66.08695652173913)","(5.5, 5.9, 5.84948132780083)","(61.0, 90.0, 76.34615384615384)","(71.0, 110.0, 104.47368421052632)","(3.4, 3.85, 3.8304597701149423)","(61.0, 80.0, 70.52631578947368)","(9.0, 11.5, 11.166666666666666)","(6.5, 7.2, 7.063157894736842)","(71.0, 95.0, 92.87037037037037)","(91.0, 130.0, 121.53846153846153)"
07-01-2023 16:26:05.766256,"(6.5, 7.8, 7.652631578947368)","(61.0, 150.0, 145.0)","(7.5, 8.8, 8.701754385964913)","(101.0, 160.0, 133.0)","(31.0, 48.0, 47.04761904761905)","(61.0, 75.0, 65.46511627906976)","(5.5, 5.9, 5.84948132780083)","(61.0, 90.0, 82.5)","(71.0, 110.0, 104.47368421052632)","(3.4, 3.85, 3.8715582450832073)","(61.0, 80.0, 70.52631578947368)","(9.0, 11.5, 11.164150943396226)","(6.5, 7.2, 7.170501474926254)","(71.0, 95.0, 92.34848484848484)","(91.0, 130.0, 122.14285714285714)"
07-01-2023 16:26:07.329162,"(6.5, 7.8, 7.652631578947368)","(61.0, 150.0, 145.0)","(7.5, 8.8, 8.701754385964913)","(101.0, 160.0, 133.0)","(31.0, 48.0, 45.61904761904762)","(61.0, 75.0, 68.75)","(5.5, 5.9, 5.84994861253854)","(61.0, 85.0, 76.34615384615384)","(71.0, 110.0, 104.47368421052632)","(3.4, 3.9, 3.8723412394797245)","(61.0, 80.0, 70.52631578947368)","(9.0, 11.5, 11.170370370370371)","(6.5, 7.2, 7.126208651399491)","(71.0, 95.0, 92.34848484848484)","(91.0, 130.0, 122.14285714285714)"
07-01-2023 16:26:08.938032,"(6.5, 7.8, 7.642857142857142)","(61.0, 150.0, 145.0)","(7.5, 8.8, 8.7125)","(101.0, 160.0, 133.0)","(31.0, 46.0, 45.61904761904762)","(61.0, 70.0, 68.75)","(5.5, 5.9, 5.84954128440367)","(61.0, 90.0, 76.34615384615384)","(71.0, 110.0, 104.47368421052632)","(3.4, 3.9, 3.872383498854087)","(61.0, 80.0, 70.52631578947368)","(9.0, 11.5, 11.18100358422939)","(6.5, 7.2, 7.124083769633508)","(71.0, 95.0, 92.34848484848484)","(91.0, 130.0, 122.14285714285714)"
07-01-2023 16:26:10.479677,"(6.5, 7.8, 7.642857142857142)","(61.0, 150.0, 145.0)","(7.5, 8.8, 8.7125)","(101.0, 160.0, 133.0)","(31.0, 46.0, 45.61904761904762)","(61.0, 70.0, 68.75)","(5.5, 5.9, 5.84954128440367)","(61.0, 90.0, 75.8)","(71.0, 110.0, 104.47368421052632)","(3.4, 3.9, 3.872383498854087)","(61.0, 80.0, 70.52631578947368)","(9.0, 11.5, 11.18100358422939)","(6.5, 7.2, 7.124083769633508)","(71.0, 95.0, 92.34848484848484)","(91.0, 130.0, 122.14285714285714)"
07-01-2023 16:26:12.051041,"(6.5, 7.8, 7.642857142857142)","(61.0, 150.0, 114.28571428571429)","(7.5, 8.8, 8.680851063829788)","(101.0, 160.0, 143.1578947368421)","(31.0, 46.0, 45.888888888888886)","(61.0, 70.0, 68.75)","(5.5, 5.9, 5.849515608180839)","(61.0, 90.0, 75.4225352112676)","(71.0, 110.0, 104.0)","(3.4, 3.9, 3.87115523465704)","(61.0, 80.0, 67.72727272727273)","(9.0, 11.5, 11.178988326848248)","(6.5, 7.2, 7.126785714285714)","(71.0, 95.0, 92.33870967741936)","(91.0, 130.0, 121.66666666666667)"
07-01-2023 16:26:13.602525,"(6.5, 7.8, 7.642857142857142)","(61.0, 120.0, 117.14285714285714)","(7.5, 8.8, 8.727586206896552)","(101.0, 160.0, 133.75)","(31.0, 46.0, 46.72727272727273)","(61.0, 70.0, 70.13157894736842)","(5.5, 5.9, 5.8520487264673315)","(61.0, 90.0, 76.23287671232876)","(71.0, 110.0, 107.0)","(3.4, 3.9, 3.759628074385123)","(61.0, 80.0, 70.58823529411765)","(9.0, 11.5, 11.226720647773279)","(6.5, 7.2, 7.269102990033223)","(71.0, 95.0, 92.45901639344262)","(91.0, 130.0, 121.81818181818181)"
07-01-2023 16:26:15.167515,"(6.5, 7.6, 7.676595744680851)","(61.0, 120.0, 145.71428571428572)","(7.5, 8.8, 8.728421052631578)","(101.0, 160.0, 149.0909090909091)","(31.0, 48.0, 46.53333333333333)","(61.0, 75.0, 66.66666666666667)","(5.5, 5.9, 5.853356086461889)","(61.0, 90.0, 76.26760563380282)","(71.0, 110.0, 109.16666666666667)","(3.4, 3.8, 3.742543859649123)","(61.0, 80.0, 71.0)","(9.0, 11.5, 11.278508771929825)","(6.5, 7.4, 7.271223021582734)","(71.0, 95.0, 92.5)","(91.0, 130.0, 123.0)"
07-01-2023 16:26:16.695822,"(6.5, 7.8, 7.676595744680851)","(61.0, 160.0, 145.71428571428572)","(7.5, 9.0, 8.728421052631578)","(101.0, 160.0, 149.0909090909091)","(31.0, 48.0, 46.53333333333333)","(61.0, 75.0, 66.66666666666667)","(5.5, 5.9, 5.853356086461889)","(61.0, 90.0, 76.26760563380282)","(71.0, 110.0, 109.16666666666667)","(3.4, 3.75, 3.742543859649123)","(61.0, 80.0, 71.0)","(9.0, 11.5, 11.286919831223628)","(6.5, 7.4, 7.268894601542416)","(71.0, 95.0, 92.54098360655738)","(91.0, 130.0, 123.63636363636364)"
07-01-2023 16:26:18.249218,"(6.5, 7.8, 7.704918032786885)","(61.0, 160.0, 140.0)","(7.5, 9.0, 8.835443037974684)","(101.0, 160.0, 143.63636363636363)","(31.0, 48.0, 46.857142857142854)","(61.0, 75.0, 70.27027027027027)","(5.5, 5.9, 5.854292084726867)","(61.0, 90.0, 80.15151515151516)","(71.0, 120.0, 103.52941176470588)","(3.4, 3.75, 3.742403628117914)","(61.0, 80.0, 71.25)","(9.0, 11.5, 11.296943231441048)","(6.5, 7.4, 7.271087533156499)","(71.0, 95.0, 92.58333333333333)","(91.0, 130.0, 123.63636363636364)"
07-01-2023 16:26:19.916319,"(6.5, 7.8, 7.741176470588235)","(61.0, 160.0, 149.28571428571428)","(7.5, 9.0, 8.8044776119403)","(91.0, 160.0, 147.14285714285714)","(31.0, 48.0, 46.666666666666664)","(61.0, 75.0, 70.45454545454545)","(5.5, 5.9, 5.859280089988752)","(61.0, 90.0, 80.72463768115942)","(71.0, 120.0, 104.70588235294117)","(3.4, 3.75, 3.7276521739130435)","(61.0, 80.0, 71.53846153846153)","(9.0, 11.5, 11.300429184549357)","(6.5, 7.4, 7.271087533156499)","(71.0, 95.0, 92.58333333333333)","(91.0, 130.0, 123.63636363636364)"
07-01-2023 16:26:21.468624,"(6.5, 7.8, 7.773451327433628)","(61.0, 160.0, 136.0)","(7.5, 9.0, 8.83625)","(91.0, 160.0, 147.14285714285714)","(31.0, 48.0, 46.666666666666664)","(61.0, 75.0, 70.45454545454545)","(5.5, 5.9, 5.86021978021978)","(61.0, 90.0, 80.72463768115942)","(71.0, 120.0, 107.61904761904762)","(3.4, 3.75, 3.6839882121807466)","(61.0, 80.0, 71.53846153846153)","(9.0, 11.5, 11.309426229508198)","(6.5, 7.4, 7.283453237410072)","(71.0, 95.0, 92.58333333333333)","(91.0, 130.0, 123.63636363636364)"
07-01-2023 16:26:23.007139,"(6.5, 7.8, 7.83953488372093)","(61.0, 160.0, 130.0)","(7.5, 9.0, 8.832051282051282)","(91.0, 160.0, 148.0)","(31.0, 48.0, 46.666666666666664)","(61.0, 75.0, 70.58823529411765)","(5.5, 5.9, 5.86)","(61.0, 90.0, 80.3030303030303)","(71.0, 120.0, 108.18181818181819)","(3.4, 3.7, 3.6700836820083684)","(61.0, 80.0, 73.88888888888889)","(9.0, 11.5, 11.307053941908714)","(6.5, 7.4, 7.288524590163934)","(71.0, 95.0, 92.62295081967213)","(91.0, 130.0, 124.16666666666667)"
07-01-2023 16:26:24.558054,"(6.5, 8.0, 7.83953488372093)","(61.0, 160.0, 130.0)","(7.5, 9.0, 8.71049723756906)","(91.0, 160.0, 148.0)","(31.0, 48.0, 46.666666666666664)","(61.0, 75.0, 70.58823529411765)","(5.5, 5.9, 5.85122641509434)","(61.0, 90.0, 80.3030303030303)","(71.0, 120.0, 108.18181818181819)","(3.4, 3.7, 3.666425120772947)","(61.0, 80.0, 73.88888888888889)","(9.0, 11.5, 11.307053941908714)","(6.5, 7.4, 7.288524590163934)","(71.0, 95.0, 92.62295081967213)","(91.0, 130.0, 124.16666666666667)"
07-01-2023 16:26:26.209100,"(6.5, 8.2, 8.185185185185185)","(61.0, 160.0, 130.0)","(7.5, 9.0, 8.733333333333334)","(91.0, 160.0, 142.85714285714286)","(31.0, 48.0, 47.111111111111114)","(61.0, 75.0, 70.58823529411765)","(5.5, 5.9, 5.851180358829084)","(61.0, 90.0, 80.3030303030303)","(71.0, 120.0, 108.18181818181819)","(3.4, 3.7, 3.6726027397260275)","(61.0, 80.0, 72.66666666666667)","(9.0, 11.5, 11.28066037735849)","(6.5, 7.4, 7.341353383458647)","(71.0, 95.0, 92.62295081967213)","(91.0, 130.0, 124.16666666666667)"
07-01-2023 16:26:27.800534,"(6.5, 8.2, 8.135135135135135)","(61.0, 160.0, 130.0)","(7.5, 8.8, 8.733333333333334)","(91.0, 160.0, 142.85714285714286)","(31.0, 48.0, 46.75)","(61.0, 75.0, 70.83333333333333)","(5.5, 5.9, 5.851180358829084)","(61.0, 90.0, 80.15151515151516)","(71.0, 120.0, 108.18181818181819)","(3.4, 3.7, 3.6726027397260275)","(61.0, 80.0, 71.17647058823529)","(9.0, 11.5, 11.26865671641791)","(6.5, 7.4, 7.351612903225806)","(71.0, 95.0, 92.62295081967213)","(91.0, 130.0, 124.16666666666667)"
07-01-2023 16:26:29.414573,"(6.5, 8.2, 8.062857142857142)","(61.0, 160.0, 128.0)","(7.5, 8.8, 8.733333333333334)","(91.0, 160.0, 142.85714285714286)","(31.0, 48.0, 46.333333333333336)","(61.0, 75.0, 70.83333333333333)","(5.5, 5.9, 5.85071496663489)","(61.0, 90.0, 80.15151515151516)","(71.0, 120.0, 108.18181818181819)","(3.4, 3.7, 3.700446428571429)","(61.0, 80.0, 71.17647058823529)","(9.0, 11.5, 11.022388059701493)","(6.5, 7.4, 7.315358361774744)","(71.0, 95.0, 92.62295081967213)","(91.0, 130.0, 124.16666666666667)"
07-01-2023 16:26:30.945031,"(6.5, 8.2, 8.062857142857142)","(61.0, 160.0, 133.33333333333334)","(7.5, 8.8, 8.741860465116279)","(91.0, 160.0, 142.85714285714286)","(31.0, 48.0, 46.75)","(61.0, 75.0, 71.05263157894737)","(5.5, 5.9, 5.851455399061033)","(61.0, 90.0, 76.82432432432432)","(71.0, 120.0, 106.66666666666667)","(3.4, 3.75, 3.7061813186813186)","(61.0, 80.0, 72.10526315789474)","(9.0, 11.5, 10.916666666666666)","(6.5, 7.4, 7.3202572347266885)","(71.0, 95.0, 92.66129032258064)","(91.0, 130.0, 124.16666666666667)"
07-01-2023 16:26:32.532091,"(6.5, 8.2, 8.095652173913043)","(61.0, 160.0, 126.66666666666667)","(7.5, 8.8, 8.741860465116279)","(91.0, 160.0, 143.33333333333334)","(31.0, 48.0, 46.75)","(61.0, 75.0, 71.58536585365853)","(5.5, 5.9, 5.851482213438735)","(61.0, 90.0, 77.27848101265823)","(71.0, 110.0, 97.2)","(3.4, 3.75, 3.711002444987775)","(61.0, 80.0, 72.10526315789474)","(9.0, 11.0, 11.039473684210526)","(6.5, 7.4, 7.318577075098815)","(71.0, 95.0, 92.67241379310344)","(91.0, 130.0, 125.45454545454545)"
07-01-2023 16:26:34.147975,"(6.5, 8.2, 7.863380281690141)","(61.0, 160.0, 126.66666666666667)","(7.5, 8.8, 8.741860465116279)","(91.0, 160.0, 143.33333333333334)","(31.0, 48.0, 46.36363636363637)","(61.0, 75.0, 71.58536585365853)","(5.5, 5.9, 5.863228155339806)","(61.0, 90.0, 77.14285714285714)","(71.0, 100.0, 97.2)","(3.4, 3.75, 3.711842105263158)","(61.0, 80.0, 71.66666666666667)","(9.0, 11.5, 11.064102564102564)","(6.5, 7.4, 7.328719723183391)","(71.0, 95.0, 92.67241379310344)","(91.0, 130.0, 125.45454545454545)"
07-01-2023 16:26:35.748293,"(6.5, 8.0, 7.863380281690141)","(61.0, 160.0, 126.66666666666667)","(7.5, 8.8, 8.741860465116279)","(91.0, 160.0, 143.33333333333334)","(31.0, 48.0, 46.36363636363637)","(61.0, 75.0, 71.58536585365853)","(5.5, 5.9, 5.863228155339806)","(61.0, 90.0, 77.14285714285714)","(71.0, 100.0, 97.2)","(3.4, 3.75, 3.711842105263158)","(61.0, 80.0, 71.66666666666667)","(9.0, 11.5, 11.19949494949495)","(6.5, 7.4, 7.336)","(71.0, 95.0, 92.67241379310344)","(91.0, 130.0, 125.45454545454545)"
07-01-2023 16:26:37.297150,"(6.5, 8.0, 7.85)","(61.0, 150.0, 146.36363636363637)","(7.5, 9.0, 8.819117647058825)","(91.0, 160.0, 142.85714285714286)","(31.0, 48.0, 46.93333333333333)","(61.0, 75.0, 71.78571428571429)","(5.5, 5.9, 5.853463414634146)","(61.0, 90.0, 80.27397260273973)","(71.0, 100.0, 97.08333333333333)","(3.4, 3.75, 3.7514780100937273)","(61.0, 80.0, 75.76923076923077)","(9.0, 11.5, 11.201005025125628)","(6.5, 7.4, 7.335483870967742)","(71.0, 95.0, 92.75)","(91.0, 130.0, 122.85714285714286)"
07-01-2023 16:26:38.891142,"(6.5, 8.0, 7.857142857142857)","(61.0, 150.0, 135.0)","(7.5, 9.0, 8.846625766871167)","(91.0, 150.0, 142.85714285714286)","(31.0, 48.0, 47.05882352941177)","(61.0, 75.0, 71.86046511627907)","(5.5, 5.9, 5.851818181818182)","(61.0, 90.0, 80.4054054054054)","(71.0, 100.0, 97.2)","(3.4, 3.8, 3.752805049088359)","(61.0, 80.0, 75.76923076923077)","(9.0, 11.5, 11.208333333333334)","(6.5, 7.4, 7.337282229965157)","(71.0, 95.0, 92.78688524590164)","(91.0, 130.0, 123.75)"
07-01-2023 16:26:40.516932,"(6.5, 8.0, 7.864661654135338)","(61.0, 150.0, 135.0)","(7.5, 9.0, 8.875)","(91.0, 150.0, 142.85714285714286)","(31.0, 48.0, 46.476190476190474)","(61.0, 75.0, 71.86046511627907)","(5.5, 5.9, 5.852293577981651)","(61.0, 90.0, 80.4054054054054)","(71.0, 100.0, 97.2)","(3.4, 3.8, 3.752805049088359)","(61.0, 80.0, 75.76923076923077)","(9.0, 11.5, 11.208333333333334)","(6.5, 7.4, 7.337282229965157)","(71.0, 95.0, 92.78688524590164)","(91.0, 130.0, 123.75)"
07-01-2023 16:26:42.094481,"(6.5, 8.0, 7.864661654135338)","(61.0, 150.0, 136.66666666666666)","(7.5, 9.0, 8.875)","(91.0, 150.0, 142.85714285714286)","(31.0, 48.0, 46.476190476190474)","(61.0, 75.0, 71.86046511627907)","(5.5, 5.9, 5.852293577981651)","(61.0, 90.0, 78.0)","(71.0, 100.0, 97.2)","(3.4, 3.8, 3.7505510653930934)","(61.0, 80.0, 75.76923076923077)","(9.0, 11.5, 11.208333333333334)","(6.5, 7.4, 7.337282229965157)","(71.0, 95.0, 92.78688524590164)","(91.0, 130.0, 123.75)"
07-01-2023 16:26:43.608640,"(6.5, 8.0, 7.864661654135338)","(61.0, 150.0, 136.66666666666666)","(7.5, 9.0, 8.875)","(91.0, 150.0, 142.85714285714286)","(31.0, 48.0, 46.476190476190474)","(61.0, 75.0, 71.86046511627907)","(5.5, 5.9, 5.852293577981651)","(61.0, 80.0, 77.0)","(71.0, 100.0, 97.2)","(3.4, 3.8, 3.7505510653930934)","(61.0, 80.0, 71.57894736842105)","(9.0, 11.5, 11.208333333333334)","(6.5, 7.4, 7.337282229965157)","(71.0, 95.0, 92.92307692307692)","(91.0, 130.0, 123.75)"
07-01-2023 16:26:45.247488,"(6.5, 8.0, 7.864661654135338)","(61.0, 150.0, 136.66666666666666)","(7.5, 9.0, 8.875)","(91.0, 150.0, 142.85714285714286)","(31.0, 48.0, 45.925925925925924)","(61.0, 75.0, 71.70212765957447)","(5.5, 5.9, 5.852293577981651)","(61.0, 80.0, 77.0)","(71.0, 100.0, 97.2)","(3.4, 3.8, 3.759448554135844)","(61.0, 80.0, 71.57894736842105)","(9.0, 11.5, 11.208333333333334)","(6.5, 7.4, 7.337282229965157)","(71.0, 95.0, 92.92307692307692)","(91.0, 130.0, 123.75)"
07-01-2023 16:26:46.866913,"(6.5, 7.8, 7.775510204081632)","(61.0, 150.0, 140.0)","(7.5, 9.0, 8.875)","(91.0, 150.0, 142.85714285714286)","(31.0, 48.0, 45.925925925925924)","(61.0, 75.0, 71.70212765957447)","(5.5, 5.9, 5.855220667384284)","(61.0, 80.0, 77.0)","(71.0, 100.0, 97.2)","(3.4, 3.8, 3.76071661237785)","(61.0, 80.0, 71.57894736842105)","(9.0, 11.5, 11.208333333333334)","(6.5, 7.4, 7.337282229965157)","(71.0, 95.0, 92.92307692307692)","(91.0, 130.0, 123.75)"
07-01-2023 16:26:48.426924,"(6.5, 7.8, 7.775510204081632)","(61.0, 150.0, 140.0)","(7.5, 9.0, 8.875)","(91.0, 150.0, 145.45454545454547)","(31.0, 48.0, 46.0)","(61.0, 75.0, 71.70212765957447)","(5.5, 5.9, 5.855172413793103)","(61.0, 80.0, 76.66666666666667)","(71.0, 100.0, 97.2)","(3.4, 3.8, 3.756091718001369)","(61.0, 80.0, 73.75)","(9.0, 11.5, 11.22196261682243)","(6.5, 7.4, 7.337282229965157)","(71.0, 95.0, 92.92307692307692)","(91.0, 130.0, 120.74074074074075)"
07-01-2023 16:26:50.000034,"(6.5, 7.8, 7.774193548387097)","(61.0, 150.0, 140.0)","(7.5, 9.0, 8.875)","(91.0, 150.0, 146.42857142857142)","(31.0, 48.0, 46.0)","(61.0, 75.0, 71.77083333333333)","(5.5, 5.9, 5.855172413793103)","(61.0, 80.0, 75.75)","(71.0, 100.0, 96.81818181818181)","(3.4, 3.8, 3.7574602122015914)","(61.0, 80.0, 73.75)","(9.0, 11.5, 11.233183856502242)","(6.5, 7.4, 7.337282229965157)","(71.0, 95.0, 92.92307692307692)","(91.0, 130.0, 102.0)"
07-01-2023 16:26:51.538813,"(6.5, 7.8, 7.774193548387097)","(61.0, 150.0, 140.0)","(7.5, 9.0, 8.875)","(91.0, 150.0, 146.42857142857142)","(31.0, 48.0, 46.0)","(61.0, 75.0, 71.77083333333333)","(5.5, 5.9, 5.855172413793103)","(61.0, 80.0, 75.75)","(71.0, 100.0, 96.6)","(3.4, 3.8, 3.7536153289949383)","(61.0, 80.0, 73.75)","(9.0, 11.5, 11.227064220183486)","(6.5, 7.4, 7.337282229965157)","(71.0, 95.0, 92.92307692307692)","(91.0, 110.0, 101.35135135135135)"
07-01-2023 16:26:53.131599,"(6.5, 7.8, 7.772093023255814)","(61.0, 150.0, 140.0)","(7.5, 9.0, 8.875)","(91.0, 150.0, 146.42857142857142)","(31.0, 48.0, 46.0)","(61.0, 75.0, 71.77083333333333)","(5.5, 5.9, 5.855172413793103)","(61.0, 80.0, 75.75)","(71.0, 100.0, 96.6)","(3.4, 3.8, 3.753749098774333)","(61.0, 80.0, 77.5)","(9.0, 11.5, 11.227064220183486)","(6.5, 7.4, 7.337282229965157)","(71.0, 95.0, 92.92307692307692)","(91.0, 110.0, 101.35135135135135)"
07-01-2023 16:26:54.631250,"(6.5, 7.8, 7.772093023255814)","(61.0, 150.0, 140.47619047619048)","(7.5, 9.0, 8.880829015544041)","(91.0, 150.0, 146.42857142857142)","(31.0, 48.0, 46.0)","(61.0, 75.0, 71.83673469387755)","(5.5, 5.9, 5.855172413793103)","(61.0, 80.0, 76.15384615384616)","(71.0, 100.0, 96.6)","(3.4, 3.8, 3.7530724213606437)","(61.0, 80.0, 78.33333333333333)","(9.0, 11.5, 11.23076923076923)","(6.5, 7.4, 7.338144329896908)","(71.0, 95.0, 92.92307692307692)","(91.0, 110.0, 101.35135135135135)"
07-01-2023 16:26:56.182029,"(6.5, 7.8, 7.773333333333333)","(61.0, 150.0, 140.47619047619048)","(7.5, 9.0, 8.868571428571428)","(101.0, 150.0, 146.42857142857142)","(31.0, 48.0, 46.142857142857146)","(51.0, 75.0, 71.83673469387755)","(5.5, 5.9, 5.85583864118896)","(61.0, 80.0, 76.15384615384616)","(71.0, 100.0, 96.6)","(3.4, 3.8, 3.7530724213606437)","(61.0, 80.0, 78.33333333333333)","(9.0, 11.5, 11.23076923076923)","(6.5, 7.4, 7.340397350993378)","(71.0, 95.0, 92.890625)","(91.0, 110.0, 101.35135135135135)"
07-01-2023 16:26:57.802660,"(6.5, 7.8, 7.773333333333333)","(61.0, 150.0, 140.47619047619048)","(7.5, 9.0, 8.851724137931035)","(101.0, 150.0, 146.42857142857142)","(31.0, 48.0, 46.142857142857146)","(51.0, 75.0, 72.0)","(5.5, 5.9, 5.85583864118896)","(61.0, 80.0, 76.0)","(71.0, 100.0, 96.6)","(3.4, 3.8, 3.7514150943396225)","(61.0, 80.0, 78.33333333333333)","(9.0, 11.5, 11.23076923076923)","(6.5, 7.4, 7.340397350993378)","(71.0, 95.0, 92.890625)","(91.0, 110.0, 101.25)"
07-01-2023 16:26:59.391161,"(7.0, 7.8, 7.876190476190476)","(61.0, 150.0, 140.47619047619048)","(7.5, 9.0, 8.679166666666667)","(91.0, 150.0, 146.42857142857142)","(31.0, 48.0, 46.142857142857146)","(51.0, 75.0, 72.0)","(5.5, 5.9, 5.8520184544406)","(61.0, 80.0, 76.0)","(71.0, 100.0, 96.6)","(3.4, 3.8, 3.756637168141593)","(61.0, 80.0, 78.33333333333333)","(10.0, 11.5, 11.21933962264151)","(6.5, 7.4, 7.33918918918919)","(71.0, 95.0, 92.890625)","(91.0, 110.0, 101.25)"
07-01-2023 16:27:00.972405,"(7.0, 8.0, 7.966798418972332)","(61.0, 150.0, 128.57142857142858)","(7.5, 8.8, 8.690566037735849)","(91.0, 150.0, 146.42857142857142)","(31.0, 48.0, 46.375)","(51.0, 75.0, 72.0)","(5.5, 5.9, 5.853519553072625)","(61.0, 80.0, 76.0)","(71.0, 100.0, 96.6)","(3.4, 3.8, 3.7624233128834357)","(61.0, 80.0, 78.33333333333333)","(10.0, 11.5, 11.237885462555067)","(6.5, 7.4, 7.339799331103679)","(71.0, 95.0, 92.890625)","(91.0, 110.0, 101.35135135135135)"
07-01-2023 16:27:02.631754,"(7.0, 7.8, 7.774850299401197)","(61.0, 150.0, 128.57142857142858)","(7.5, 8.8, 8.690566037735849)","(91.0, 150.0, 146.42857142857142)","(31.0, 48.0, 46.375)","(51.0, 75.0, 72.0)","(5.5, 5.9, 5.860365058670143)","(61.0, 80.0, 78.125)","(71.0, 100.0, 97.94117647058823)","(3.4, 3.8, 3.7263684210526318)","(61.0, 80.0, 76.30434782608695)","(10.0, 11.5, 11.730392156862745)","(6.5, 7.4, 7.395180722891567)","(71.0, 95.0, 93.24561403508773)","(91.0, 110.0, 102.12121212121212)"
07-01-2023 16:27:04.172502,"(7.0, 7.8, 7.75)","(61.0, 180.0, 130.0)","(7.5, 8.8, 8.723636363636365)","(91.0, 160.0, 152.85714285714286)","(31.0, 50.0, 46.94117647058823)","(51.0, 75.0, 72.42857142857143)","(5.5, 5.9, 5.860365058670143)","(61.0, 80.0, 78.125)","(71.0, 100.0, 97.94117647058823)","(3.4, 3.75, 3.7263684210526318)","(61.0, 85.0, 76.30434782608695)","(10.0, 12.0, 11.711538461538462)","(6.5, 7.4, 7.361454545454546)","(71.0, 95.0, 93.24561403508773)","(91.0, 110.0, 101.5909090909091)"
07-01-2023 16:27:05.822893,"(7.0, 7.8, 7.739130434782608)","(61.0, 180.0, 173.33333333333334)","(7.5, 8.8, 8.7088)","(91.0, 160.0, 153.84615384615384)","(31.0, 50.0, 49.10344827586207)","(51.0, 75.0, 71.93181818181819)","(5.5, 5.9, 5.8594125500667555)","(61.0, 85.0, 81.92307692307692)","(71.0, 100.0, 96.72413793103448)","(3.4, 3.75, 3.7333869670152855)","(61.0, 85.0, 76.0)","(10.0, 12.0, 11.711538461538462)","(6.5, 7.4, 7.361454545454546)","(71.0, 95.0, 93.24561403508773)","(91.0, 110.0, 101.5909090909091)"
07-01-2023 16:27:07.402273,"(7.0, 7.8, 7.766371681415929)","(61.0, 190.0, 172.14285714285714)","(7.5, 8.8, 8.72)","(91.0, 160.0, 153.84615384615384)","(31.0, 50.0, 42.836363636363636)","(51.0, 75.0, 72.0)","(5.5, 5.9, 5.860959792477303)","(61.0, 85.0, 82.33333333333333)","(71.0, 100.0, 96.72413793103448)","(3.4, 3.75, 3.7338989739542225)","(61.0, 85.0, 76.14754098360656)","(10.0, 12.0, 11.727611940298507)","(6.5, 7.4, 7.364912280701755)","(71.0, 95.0, 93.30357142857143)","(91.0, 110.0, 101.5909090909091)"
07-01-2023 16:27:09.025841,"(7.0, 7.8, 7.766371681415929)","(61.0, 190.0, 172.14285714285714)","(7.5, 8.8, 8.721739130434782)","(91.0, 160.0, 154.28571428571428)","(31.0, 44.0, 42.836363636363636)","(51.0, 75.0, 72.0)","(5.5, 5.9, 5.861211340206186)","(61.0, 85.0, 82.33333333333333)","(71.0, 100.0, 96.72413793103448)","(3.4, 3.75, 3.7353758169934643)","(61.0, 85.0, 75.6896551724138)","(10.0, 12.0, 11.748062015503876)","(6.5, 7.4, 7.365397923875433)","(71.0, 95.0, 93.33333333333333)","(91.0, 110.0, 101.70212765957447)"
07-01-2023 16:27:10.564288,"(7.0, 7.8, 7.711111111111111)","(61.0, 190.0, 174.6153846153846)","(7.5, 8.8, 8.719327731092438)","(91.0, 160.0, 154.28571428571428)","(31.0, 44.0, 42.771929824561404)","(51.0, 75.0, 71.80851063829788)","(5.5, 5.9, 5.860675675675676)","(61.0, 85.0, 82.6923076923077)","(71.0, 100.0, 96.78571428571429)","(3.4, 3.75, 3.738709677419355)","(61.0, 85.0, 75.51724137931035)","(10.0, 12.0, 11.727678571428571)","(6.5, 7.4, 7.394209354120267)","(71.0, 95.0, 93.33333333333333)","(91.0, 110.0, 101.52173913043478)"
