,Sexy Socks,Excetera,Naughty Natalie,Icy Cape,Acertive Miss,Juliard Honor,Afleet Okie,Chive Up
15-12-2022 13:26:05.687264,"(7.5, 11.0, 10.181818181818182)","(9.0, 13.5, 13.45)","(9.0, 10.0, 9.85)","(14.0, 20.0, 19.0)","(26.0, 90.0, 40.22222222222222)","(2.9, 3.2, 3.1737179487179485)","(18.0, 42.0, 28.666666666666668)","(2.7, 3.3, 3.2058823529411766)"
15-12-2022 13:26:06.859532,"(7.5, 11.0, 10.117647058823529)","(9.0, 13.5, 13.464285714285714)","(9.0, 10.0, 9.85)","(14.0, 20.0, 18.5)","(26.0, 90.0, 40.22222222222222)","(2.9, 3.2, 3.1737179487179485)","(18.0, 42.0, 28.666666666666668)","(2.7, 3.25, 3.2058823529411766)"
15-12-2022 13:26:07.931384,"(7.5, 11.0, 10.153846153846153)","(9.0, 13.5, 13.464285714285714)","(9.0, 10.0, 9.85)","(14.0, 20.0, 18.5)","(26.0, 90.0, 40.22222222222222)","(2.9, 3.2, 3.1737179487179485)","(18.0, 42.0, 28.666666666666668)","(2.7, 3.25, 3.2058823529411766)"
15-12-2022 13:26:09.093209,"(7.5, 11.0, 10.421052631578947)","(10.0, 13.5, 13.464285714285714)","(8.5, 10.0, 9.85)","(14.0, 20.0, 18.5)","(26.0, 90.0, 40.22222222222222)","(2.9, 3.2, 3.1737179487179485)","(18.0, 42.0, 28.666666666666668)","(2.6, 3.25, 3.2058823529411766)"
15-12-2022 13:26:10.311666,"(7.5, 11.0, 10.421052631578947)","(10.0, 13.5, 13.464285714285714)","(8.5, 10.0, 9.85)","(14.0, 20.0, 18.5)","(26.0, 90.0, 40.22222222222222)","(2.9, 3.2, 3.1737179487179485)","(18.0, 42.0, 28.666666666666668)","(2.6, 3.25, 3.2058823529411766)"
15-12-2022 13:26:11.581361,"(7.5, 11.0, 10.421052631578947)","(10.0, 13.5, 13.464285714285714)","(8.5, 10.0, 9.85)","(14.0, 20.0, 18.5)","(26.0, 90.0, 40.22222222222222)","(2.9, 3.2, 3.1737179487179485)","(18.0, 42.0, 28.666666666666668)","(2.6, 3.25, 3.2058823529411766)"
15-12-2022 13:26:12.856789,"(7.5, 11.0, 10.421052631578947)","(10.0, 13.5, 13.48076923076923)","(8.5, 10.0, 9.905263157894737)","(14.0, 20.0, 18.5)","(26.0, 90.0, 40.22222222222222)","(2.9, 3.2, 3.1794444444444445)","(18.0, 42.0, 28.666666666666668)","(2.6, 3.25, 3.2058823529411766)"
15-12-2022 13:26:14.079381,"(7.5, 11.0, 10.421052631578947)","(10.0, 13.5, 13.48076923076923)","(8.5, 10.0, 9.921739130434784)","(14.0, 20.0, 19.333333333333332)","(26.0, 90.0, 36.666666666666664)","(2.9, 3.2, 3.1794444444444445)","(18.0, 42.0, 28.666666666666668)","(2.6, 3.25, 3.2058823529411766)"
15-12-2022 13:26:15.150803,"(7.5, 11.5, 11.227272727272727)","(10.0, 13.5, 13.48076923076923)","(8.5, 10.0, 9.921739130434784)","(14.0, 20.0, 19.333333333333332)","(26.0, 90.0, 38.69230769230769)","(2.9, 3.2, 3.17109375)","(18.0, 42.0, 35.26315789473684)","(2.6, 3.25, 3.2058823529411766)"
15-12-2022 13:26:16.184414,"(7.5, 12.0, 10.78125)","(10.0, 13.5, 13.48076923076923)","(8.5, 10.0, 9.921739130434784)","(14.0, 20.0, 19.333333333333332)","(26.0, 90.0, 38.69230769230769)","(2.9, 3.2, 3.1765822784810127)","(18.0, 42.0, 35.26315789473684)","(2.6, 3.25, 3.2058823529411766)"
15-12-2022 13:26:17.298688,"(7.5, 12.0, 10.833333333333334)","(10.0, 13.5, 13.482758620689655)","(8.5, 10.0, 9.921739130434784)","(14.0, 20.0, 19.454545454545453)","(26.0, 90.0, 38.69230769230769)","(2.9, 3.2, 3.1765822784810127)","(18.0, 42.0, 35.26315789473684)","(2.6, 3.25, 3.2058823529411766)"
15-12-2022 13:26:18.440105,"(7.5, 12.0, 10.833333333333334)","(10.0, 13.5, 13.482758620689655)","(8.5, 10.0, 9.921739130434784)","(14.0, 20.0, 19.454545454545453)","(26.0, 90.0, 38.69230769230769)","(2.9, 3.2, 3.1765822784810127)","(18.0, 42.0, 35.26315789473684)","(2.6, 3.25, 3.275)"
15-12-2022 13:26:19.603093,"(7.5, 12.0, 10.833333333333334)","(10.0, 13.5, 13.476190476190476)","(8.5, 10.0, 9.921739130434784)","(14.0, 20.0, 19.333333333333332)","(26.0, 90.0, 36.64)","(2.9, 3.2, 3.1703125)","(18.0, 42.0, 34.888888888888886)","(2.6, 3.3, 3.24)"
15-12-2022 13:26:20.734663,"(7.5, 12.0, 10.833333333333334)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.905263157894737)","(14.0, 20.0, 19.333333333333332)","(26.0, 90.0, 58.5)","(2.9, 3.2, 3.1703125)","(18.0, 42.0, 34.888888888888886)","(2.6, 3.3, 3.24)"
15-12-2022 13:26:21.921489,"(7.5, 12.0, 10.833333333333334)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(14.0, 20.0, 19.333333333333332)","(26.0, 85.0, 58.5)","(2.9, 3.2, 3.1703125)","(18.0, 42.0, 34.888888888888886)","(2.6, 3.3, 3.24)"
15-12-2022 13:26:22.949284,"(7.5, 12.0, 10.833333333333334)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(14.0, 20.0, 19.333333333333332)","(26.0, 85.0, 58.5)","(2.9, 3.2, 3.1703125)","(18.0, 42.0, 32.76923076923077)","(2.6, 3.3, 3.24)"
15-12-2022 13:26:24.082127,"(7.5, 12.0, 10.833333333333334)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(14.0, 20.0, 19.285714285714285)","(26.0, 85.0, 40.833333333333336)","(2.9, 3.2, 3.1703125)","(18.0, 42.0, 37.38461538461539)","(2.6, 3.3, 3.24)"
15-12-2022 13:26:25.307101,"(7.5, 12.0, 11.285714285714286)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(14.0, 20.0, 19.285714285714285)","(26.0, 85.0, 56.0)","(2.9, 3.2, 3.1703125)","(18.0, 42.0, 37.38461538461539)","(2.6, 3.3, 3.223076923076923)"
15-12-2022 13:26:26.490973,"(7.5, 12.5, 11.428571428571429)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(14.0, 20.0, 19.285714285714285)","(26.0, 80.0, 56.0)","(2.9, 3.2, 3.1703125)","(18.0, 42.0, 36.285714285714285)","(2.6, 3.3, 3.2908163265306123)"
15-12-2022 13:26:27.630604,"(7.5, 12.5, 11.321428571428571)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(14.0, 20.0, 19.285714285714285)","(26.0, 80.0, 56.0)","(2.9, 3.2, 3.1703125)","(18.0, 42.0, 36.285714285714285)","(2.6, 3.3, 3.2908163265306123)"
15-12-2022 13:26:28.663357,"(7.5, 12.5, 11.321428571428571)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(14.0, 20.0, 19.285714285714285)","(26.0, 80.0, 56.0)","(2.9, 3.2, 3.1703125)","(18.0, 42.0, 36.285714285714285)","(2.6, 3.3, 3.2908163265306123)"
15-12-2022 13:26:29.681366,"(7.5, 12.5, 11.321428571428571)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(14.0, 20.0, 19.285714285714285)","(26.0, 80.0, 56.0)","(2.9, 3.2, 3.1703125)","(18.0, 42.0, 34.53333333333333)","(2.6, 3.3, 3.2908163265306123)"
15-12-2022 13:26:30.732966,"(7.5, 12.5, 11.321428571428571)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(14.0, 20.0, 18.9)","(26.0, 80.0, 56.0)","(2.9, 3.2, 3.1703125)","(18.0, 42.0, 34.53333333333333)","(2.6, 3.3, 3.2908163265306123)"
15-12-2022 13:26:31.881880,"(7.5, 12.5, 11.321428571428571)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(14.0, 20.0, 18.9)","(26.0, 80.0, 56.0)","(2.9, 3.2, 3.1703125)","(18.0, 42.0, 34.53333333333333)","(2.6, 3.3, 3.2908163265306123)"
15-12-2022 13:26:33.018806,"(7.5, 12.5, 11.321428571428571)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(14.0, 20.0, 18.571428571428573)","(26.0, 80.0, 56.0)","(2.9, 3.2, 3.1703125)","(18.0, 42.0, 35.411764705882355)","(2.6, 3.3, 3.2908163265306123)"
15-12-2022 13:26:34.161230,"(7.5, 12.5, 11.321428571428571)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(14.0, 20.0, 18.571428571428573)","(26.0, 80.0, 42.666666666666664)","(2.9, 3.2, 3.1703125)","(18.0, 42.0, 38.38709677419355)","(2.6, 3.3, 3.2844827586206895)"
15-12-2022 13:26:35.233983,"(7.5, 12.5, 11.75)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(14.0, 20.0, 19.444444444444443)","(26.0, 80.0, 42.666666666666664)","(2.9, 3.2, 3.1703125)","(18.0, 42.0, 38.38709677419355)","(2.6, 3.3, 3.2844827586206895)"
15-12-2022 13:26:36.317473,"(7.5, 12.5, 11.75)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(14.0, 20.0, 19.444444444444443)","(26.0, 80.0, 42.666666666666664)","(2.9, 3.2, 3.1703125)","(18.0, 42.0, 38.38709677419355)","(2.6, 3.3, 3.283333333333333)"
15-12-2022 13:26:37.346000,"(7.5, 12.5, 11.75)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(13.0, 20.0, 18.714285714285715)","(26.0, 80.0, 42.666666666666664)","(2.9, 3.2, 3.1703125)","(18.0, 42.0, 37.583333333333336)","(2.6, 3.3, 3.283333333333333)"
15-12-2022 13:26:38.386340,"(7.5, 12.5, 11.970588235294118)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(13.0, 20.0, 18.714285714285715)","(26.0, 80.0, 42.666666666666664)","(2.9, 3.2, 3.1703125)","(18.0, 38.0, 37.583333333333336)","(2.6, 3.3, 3.283333333333333)"
15-12-2022 13:26:39.470514,"(7.5, 12.5, 11.970588235294118)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(13.0, 20.0, 18.714285714285715)","(26.0, 80.0, 42.666666666666664)","(2.9, 3.2, 3.1703125)","(18.0, 38.0, 37.583333333333336)","(2.6, 3.3, 3.283333333333333)"
15-12-2022 13:26:40.587215,"(7.5, 12.5, 11.970588235294118)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(13.0, 20.0, 19.23076923076923)","(26.0, 80.0, 42.666666666666664)","(2.9, 3.2, 3.1703125)","(18.0, 38.0, 36.857142857142854)","(2.6, 3.3, 3.283333333333333)"
15-12-2022 13:26:41.675428,"(7.5, 12.5, 11.970588235294118)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(13.0, 20.0, 19.23076923076923)","(26.0, 80.0, 42.666666666666664)","(2.9, 3.2, 3.1703125)","(18.0, 40.0, 36.857142857142854)","(2.6, 3.3, 3.283333333333333)"
15-12-2022 13:26:42.754738,"(7.5, 12.5, 11.970588235294118)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(13.0, 20.0, 19.23076923076923)","(26.0, 80.0, 42.666666666666664)","(2.9, 3.2, 3.1703125)","(18.0, 40.0, 36.857142857142854)","(2.6, 3.3, 3.283333333333333)"
15-12-2022 13:26:43.852539,"(7.5, 12.5, 11.970588235294118)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(13.0, 20.0, 18.714285714285715)","(26.0, 80.0, 40.0)","(2.9, 3.2, 3.1671232876712327)","(18.0, 40.0, 34.0)","(2.6, 3.3, 3.2785714285714285)"
15-12-2022 13:26:44.849354,"(7.5, 12.5, 12.2)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(13.0, 20.0, 18.714285714285715)","(26.0, 80.0, 40.0)","(2.9, 3.2, 3.1671232876712327)","(18.0, 40.0, 36.25)","(2.6, 3.3, 3.2785714285714285)"
15-12-2022 13:26:46.006207,"(7.5, 12.5, 12.2)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(13.0, 20.0, 19.25)","(26.0, 80.0, 40.0)","(2.9, 3.2, 3.166891891891892)","(18.0, 38.0, 36.44444444444444)","(2.6, 3.3, 3.2785714285714285)"
15-12-2022 13:26:47.200550,"(7.5, 12.5, 12.242857142857144)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(13.0, 20.0, 19.25)","(26.0, 80.0, 40.0)","(2.9, 3.2, 3.166891891891892)","(18.0, 40.0, 36.44444444444444)","(2.6, 3.3, 3.2785714285714285)"
15-12-2022 13:26:48.356616,"(7.5, 12.5, 12.2)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(13.0, 20.0, 19.25)","(26.0, 80.0, 40.0)","(2.9, 3.2, 3.166891891891892)","(18.0, 40.0, 36.44444444444444)","(2.6, 3.3, 3.2785714285714285)"
15-12-2022 13:26:49.468464,"(7.5, 12.5, 12.2)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(13.0, 20.0, 18.857142857142858)","(26.0, 80.0, 40.0)","(2.9, 3.2, 3.166891891891892)","(18.0, 40.0, 35.714285714285715)","(2.6, 3.3, 3.2785714285714285)"
15-12-2022 13:26:50.581196,"(7.5, 12.5, 12.2)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(13.0, 20.0, 18.857142857142858)","(26.0, 80.0, 40.0)","(2.9, 3.2, 3.166891891891892)","(18.0, 40.0, 35.83333333333333)","(2.6, 3.3, 3.2785714285714285)"
15-12-2022 13:26:51.631191,"(7.5, 12.5, 12.2)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(13.0, 20.0, 18.857142857142858)","(26.0, 80.0, 40.0)","(2.9, 3.2, 3.166891891891892)","(18.0, 38.0, 35.83333333333333)","(2.6, 3.3, 3.2785714285714285)"
15-12-2022 13:26:52.818262,"(7.5, 12.5, 12.2)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(13.0, 20.0, 18.857142857142858)","(26.0, 80.0, 40.0)","(2.9, 3.2, 3.172727272727273)","(18.0, 38.0, 35.83333333333333)","(2.6, 3.3, 3.272222222222222)"
15-12-2022 13:26:54.010677,"(7.5, 12.5, 12.2)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(13.0, 20.0, 18.833333333333332)","(26.0, 55.0, 47.333333333333336)","(2.9, 3.2, 3.1666666666666665)","(18.0, 40.0, 36.0)","(2.6, 3.3, 3.272222222222222)"
15-12-2022 13:26:55.137978,"(7.5, 12.5, 11.75)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(13.0, 20.0, 18.833333333333332)","(26.0, 55.0, 47.333333333333336)","(2.9, 3.2, 3.1666666666666665)","(18.0, 40.0, 37.66666666666667)","(2.6, 3.3, 3.272222222222222)"
15-12-2022 13:26:56.239363,"(7.5, 12.5, 12.05)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(13.0, 20.0, 19.363636363636363)","(26.0, 55.0, 47.333333333333336)","(2.9, 3.2, 3.1666666666666665)","(18.0, 40.0, 36.285714285714285)","(2.6, 3.3, 3.272222222222222)"
15-12-2022 13:26:57.455850,"(7.5, 12.5, 12.05)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(13.0, 20.0, 19.363636363636363)","(26.0, 55.0, 49.25)","(2.9, 3.2, 3.1666666666666665)","(18.0, 40.0, 36.285714285714285)","(2.6, 3.3, 3.272222222222222)"
15-12-2022 13:26:58.559327,"(7.5, 12.5, 12.05)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(13.0, 20.0, 19.0)","(26.0, 55.0, 49.25)","(2.9, 3.2, 3.1666666666666665)","(18.0, 40.0, 36.285714285714285)","(2.6, 3.3, 3.272222222222222)"
15-12-2022 13:26:59.714798,"(7.5, 12.5, 12.05)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(13.0, 20.0, 19.0)","(26.0, 55.0, 49.25)","(2.9, 3.2, 3.1666666666666665)","(18.0, 40.0, 36.0)","(2.6, 3.3, 3.272222222222222)"
15-12-2022 13:27:00.929444,"(7.5, 12.5, 12.05)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.85)","(13.0, 20.0, 19.0)","(26.0, 55.0, 49.25)","(2.9, 3.2, 3.1716216216216218)","(18.0, 40.0, 36.0)","(2.6, 3.3, 3.2785714285714285)"
15-12-2022 13:27:02.091242,"(7.5, 13.0, 12.217391304347826)","(10.0, 13.5, 13.473684210526315)","(8.5, 10.0, 9.89090909090909)","(13.0, 20.0, 19.0)","(26.0, 55.0, 49.25)","(2.9, 3.2, 3.168918918918919)","(18.0, 40.0, 36.0)","(2.6, 3.3, 3.2785714285714285)"
15-12-2022 13:27:03.307916,"(7.5, 13.0, 12.80952380952381)","(10.0, 13.5, 13.479166666666666)","(8.5, 10.0, 9.94)","(13.0, 20.0, 19.0)","(26.0, 55.0, 49.25)","(2.9, 3.2, 2.993)","(18.0, 38.0, 36.90909090909091)","(2.6, 3.3, 3.2840425531914894)"
15-12-2022 13:27:04.519880,"(8.0, 13.0, 12.882352941176471)","(10.0, 13.5, 13.479166666666666)","(8.5, 10.0, 9.97391304347826)","(13.0, 20.0, 19.0)","(26.0, 55.0, 44.5)","(2.9, 3.2, 2.9699999999999998)","(18.0, 38.0, 34.8)","(2.6, 3.3, 3.2210526315789476)"
15-12-2022 13:27:05.704419,"(8.0, 13.0, 12.25)","(10.0, 13.5, 13.479166666666666)","(8.5, 10.0, 9.97391304347826)","(13.0, 20.0, 19.0)","(26.0, 55.0, 39.333333333333336)","(2.9, 3.15, 3.086470588235294)","(18.0, 40.0, 32.0)","(2.6, 3.3, 3.2210526315789476)"
15-12-2022 13:27:06.844553,"(8.0, 13.0, 12.25)","(10.0, 13.5, 13.481481481481481)","(8.5, 10.0, 9.731914893617022)","(13.0, 20.0, 19.0)","(26.0, 50.0, 44.0)","(2.9, 3.15, 3.123333333333333)","(18.0, 40.0, 38.0)","(2.6, 3.3, 3.2210526315789476)"
15-12-2022 13:27:07.942987,"(8.0, 13.0, 12.0)","(10.0, 15.5, 15.241379310344827)","(8.5, 10.0, 9.706976744186047)","(13.0, 20.0, 19.0)","(26.0, 50.0, 44.0)","(2.9, 3.15, 3.105)","(18.0, 40.0, 38.0)","(2.6, 3.3, 3.2482758620689656)"
15-12-2022 13:27:09.075718,"(8.0, 13.0, 12.0)","(10.0, 15.5, 15.241379310344827)","(8.5, 9.8, 9.766666666666667)","(13.0, 20.0, 19.0)","(26.0, 50.0, 44.0)","(2.9, 3.15, 3.078205128205128)","(18.0, 40.0, 38.0)","(2.6, 3.3, 3.2482758620689656)"
15-12-2022 13:27:10.321620,"(8.0, 13.0, 12.0)","(10.0, 15.5, 15.241379310344827)","(8.5, 9.8, 9.766666666666667)","(13.0, 20.0, 19.0)","(26.0, 50.0, 44.0)","(2.9, 3.15, 3.078205128205128)","(18.0, 40.0, 38.0)","(2.6, 3.3, 3.2482758620689656)"
15-12-2022 13:27:11.494958,"(8.0, 13.0, 12.0)","(10.0, 15.5, 15.241379310344827)","(8.5, 9.8, 9.766666666666667)","(13.0, 20.0, 19.0)","(26.0, 50.0, 44.0)","(2.9, 3.15, 3.078205128205128)","(18.0, 40.0, 38.0)","(2.7, 3.3, 3.2482758620689656)"
15-12-2022 13:27:12.675180,"(8.0, 13.0, 12.902439024390244)","(10.0, 15.0, 14.733333333333334)","(8.5, 9.8, 9.766666666666667)","(13.0, 20.0, 19.0)","(26.0, 50.0, 44.0)","(2.9, 3.15, 3.0797297297297295)","(18.0, 40.0, 37.63636363636364)","(2.7, 3.3, 3.2482758620689656)"
15-12-2022 13:27:13.696454,"(8.0, 13.0, 12.891891891891891)","(10.0, 15.0, 14.733333333333334)","(8.5, 9.8, 9.766666666666667)","(13.0, 20.0, 19.0)","(26.0, 50.0, 44.0)","(2.9, 3.15, 3.0797297297297295)","(18.0, 40.0, 37.63636363636364)","(2.7, 3.3, 3.2482758620689656)"
15-12-2022 13:27:14.793596,"(8.0, 13.0, 12.666666666666666)","(10.0, 15.0, 14.25)","(8.5, 9.8, 9.766666666666667)","(13.0, 20.0, 19.0)","(26.0, 50.0, 37.55555555555556)","(2.9, 3.15, 3.0797297297297295)","(18.0, 40.0, 34.0)","(2.7, 3.3, 3.231818181818182)"
15-12-2022 13:27:15.938913,"(8.0, 13.0, 12.666666666666666)","(10.0, 15.0, 14.25)","(8.5, 9.8, 9.766666666666667)","(13.0, 20.0, 19.0)","(26.0, 50.0, 37.55555555555556)","(2.9, 3.15, 3.0797297297297295)","(18.0, 40.0, 34.0)","(2.7, 3.3, 3.231818181818182)"
15-12-2022 13:27:17.090891,"(8.0, 13.0, 12.666666666666666)","(10.0, 15.0, 14.25)","(8.5, 9.8, 9.771428571428572)","(13.0, 20.0, 19.0)","(26.0, 50.0, 37.55555555555556)","(2.9, 3.15, 3.111111111111111)","(18.0, 40.0, 34.0)","(2.7, 3.3, 3.231818181818182)"
15-12-2022 13:27:18.200575,"(8.0, 13.0, 12.666666666666666)","(10.0, 15.0, 14.25)","(8.5, 9.8, 9.771428571428572)","(13.0, 20.0, 19.0)","(26.0, 50.0, 37.55555555555556)","(2.9, 3.15, 3.111111111111111)","(18.0, 40.0, 34.0)","(2.7, 3.3, 3.231818181818182)"
15-12-2022 13:27:19.315140,"(8.0, 13.0, 12.666666666666666)","(10.0, 15.0, 14.7)","(8.5, 9.8, 9.771428571428572)","(13.0, 20.0, 19.0)","(26.0, 50.0, 37.55555555555556)","(2.9, 3.15, 3.11875)","(18.0, 40.0, 34.0)","(2.7, 3.3, 3.2333333333333334)"
15-12-2022 13:27:20.326795,"(8.0, 13.0, 12.666666666666666)","(10.0, 15.5, 14.9)","(8.5, 9.8, 9.785185185185187)","(13.0, 20.0, 19.0)","(26.0, 50.0, 37.55555555555556)","(2.9, 3.15, 3.114705882352941)","(18.0, 40.0, 34.0)","(2.7, 3.3, 3.230434782608696)"
15-12-2022 13:27:21.463929,"(8.0, 13.0, 12.55)","(10.0, 15.5, 14.954545454545455)","(8.5, 9.8, 9.785185185185187)","(13.0, 20.0, 19.0)","(26.0, 50.0, 38.54545454545455)","(2.9, 3.15, 3.114705882352941)","(18.0, 40.0, 31.333333333333332)","(2.7, 3.3, 3.230434782608696)"
15-12-2022 13:27:22.662783,"(8.0, 13.0, 12.4375)","(10.0, 15.0, 14.785714285714285)","(8.5, 9.8, 9.785185185185187)","(13.0, 20.0, 19.0)","(26.0, 50.0, 38.54545454545455)","(2.9, 3.15, 3.114705882352941)","(18.0, 40.0, 34.0)","(2.7, 3.3, 3.230434782608696)"
15-12-2022 13:27:23.881382,"(8.0, 13.0, 12.4375)","(10.0, 15.0, 14.954545454545455)","(8.5, 9.8, 9.785185185185187)","(13.0, 20.0, 17.333333333333332)","(26.0, 50.0, 44.0)","(2.9, 3.15, 3.114705882352941)","(18.0, 40.0, 35.714285714285715)","(2.7, 3.3, 3.230434782608696)"
15-12-2022 13:27:25.054079,"(8.0, 13.0, 12.4375)","(10.0, 15.5, 14.954545454545455)","(8.5, 9.8, 9.785185185185187)","(13.0, 20.0, 19.22222222222222)","(26.0, 50.0, 38.0)","(2.9, 3.15, 3.114705882352941)","(18.0, 40.0, 36.5)","(2.7, 3.3, 3.230434782608696)"
15-12-2022 13:27:26.224171,"(8.0, 13.0, 12.795454545454545)","(10.0, 15.5, 14.954545454545455)","(8.5, 9.8, 9.785185185185187)","(13.0, 20.0, 19.22222222222222)","(26.0, 50.0, 38.0)","(2.9, 3.15, 3.114705882352941)","(18.0, 40.0, 36.5)","(2.7, 3.3, 3.230434782608696)"
15-12-2022 13:27:27.212514,"(8.0, 13.0, 12.795454545454545)","(10.0, 15.0, 14.7)","(8.5, 9.8, 9.785185185185187)","(13.0, 20.0, 19.22222222222222)","(26.0, 50.0, 38.0)","(2.9, 3.15, 3.114705882352941)","(18.0, 40.0, 36.5)","(2.7, 3.3, 3.230434782608696)"
15-12-2022 13:27:28.608612,"(8.0, 13.0, 12.795454545454545)","(10.0, 15.0, 14.7)","(8.5, 9.8, 9.785185185185187)","(13.0, 20.0, 19.22222222222222)","(26.0, 50.0, 38.0)","(2.9, 3.15, 3.114705882352941)","(18.0, 40.0, 36.5)","(2.7, 3.3, 3.230434782608696)"
15-12-2022 13:27:30.124378,"(8.0, 13.0, 12.795454545454545)","(10.0, 15.0, 14.7)","(8.5, 9.8, 9.785185185185187)","(13.0, 20.0, 19.142857142857142)","(26.0, 50.0, 38.0)","(2.9, 3.15, 3.074444444444444)","(18.0, 40.0, 36.5)","(2.7, 3.3, 3.230434782608696)"
15-12-2022 13:27:31.344486,"(8.0, 13.0, 12.795454545454545)","(10.0, 15.0, 14.7)","(8.5, 9.8, 9.785185185185187)","(13.0, 20.0, 19.142857142857142)","(26.0, 50.0, 38.0)","(2.9, 3.15, 3.074444444444444)","(18.0, 40.0, 36.5)","(2.7, 3.3, 3.230434782608696)"
15-12-2022 13:27:32.509313,"(8.0, 13.0, 12.795454545454545)","(10.0, 15.0, 14.7)","(8.5, 9.8, 9.785185185185187)","(13.0, 20.0, 19.5625)","(26.0, 50.0, 46.34285714285714)","(2.9, 3.15, 3.077659574468085)","(18.0, 40.0, 36.5)","(2.7, 3.3, 3.236)"
15-12-2022 13:27:33.793884,"(8.0, 13.0, 12.795454545454545)","(10.0, 15.0, 14.7)","(8.5, 9.8, 9.785185185185187)","(12.0, 20.0, 18.25)","(26.0, 50.0, 47.03448275862069)","(2.9, 3.15, 3.077659574468085)","(18.0, 40.0, 36.5)","(2.7, 3.3, 3.236)"
15-12-2022 13:27:35.018242,"(8.0, 13.0, 12.59090909090909)","(10.0, 15.0, 14.954545454545455)","(8.5, 9.8, 9.785185185185187)","(12.0, 20.0, 18.923076923076923)","(26.0, 48.0, 46.25)","(2.9, 3.15, 3.077659574468085)","(18.0, 40.0, 38.92307692307692)","(2.7, 3.3, 3.236)"
15-12-2022 13:27:36.154384,"(8.0, 13.0, 12.844827586206897)","(10.0, 15.5, 14.954545454545455)","(8.5, 9.8, 9.785185185185187)","(12.0, 20.0, 18.923076923076923)","(26.0, 48.0, 46.25)","(2.9, 3.15, 3.0696969696969694)","(18.0, 40.0, 38.92307692307692)","(2.7, 3.3, 3.236)"
15-12-2022 13:27:37.595239,"(8.0, 13.0, 12.844827586206897)","(10.0, 15.5, 14.954545454545455)","(8.5, 9.8, 9.785185185185187)","(12.0, 20.0, 18.923076923076923)","(26.0, 48.0, 45.529411764705884)","(2.9, 3.15, 3.0696969696969694)","(18.0, 40.0, 38.92307692307692)","(2.7, 3.3, 3.236)"
15-12-2022 13:27:39.140091,"(8.0, 13.0, 12.844827586206897)","(10.0, 15.5, 14.954545454545455)","(8.5, 9.8, 9.785185185185187)","(12.0, 20.0, 18.923076923076923)","(26.0, 48.0, 45.529411764705884)","(2.9, 3.15, 3.0696969696969694)","(18.0, 40.0, 38.92307692307692)","(2.7, 3.3, 3.236)"
