,Miracle Of Love,Angel Bail,Midnight Sophie,Dana Big Pete,Red Fire Bay,Ski Slope
09-01-2023 19:15:17.213963,"(18.0, 29.0, 28.76923076923077)","(1.8, 2.1, 2.067586206896552)","(41.0, 150.0, 94.61538461538461)","(11.0, 16.0, 15.4)","(2.6, 3.15, 3.1125)","(8.0, 12.5, 12.166666666666666)"
09-01-2023 19:15:18.034110,"(18.0, 29.0, 28.2)","(1.8, 2.1, 2.067586206896552)","(41.0, 150.0, 94.61538461538461)","(11.0, 16.0, 15.342465753424658)","(2.6, 3.15, 3.1125)","(8.0, 12.5, 12.476923076923077)"
09-01-2023 19:15:18.842388,"(18.0, 29.0, 28.428571428571427)","(1.8, 2.1, 2.067586206896552)","(41.0, 150.0, 94.61538461538461)","(11.0, 16.0, 15.342465753424658)","(2.6, 3.15, 3.1125)","(8.0, 12.5, 12.476923076923077)"
09-01-2023 19:15:19.652406,"(18.0, 29.0, 28.666666666666668)","(1.8, 2.1, 2.082307692307692)","(41.0, 150.0, 94.61538461538461)","(11.0, 16.0, 15.342465753424658)","(2.6, 3.05, 3.022222222222222)","(8.0, 12.5, 12.477611940298507)"
09-01-2023 19:15:20.463372,"(18.0, 29.0, 28.77777777777778)","(1.8, 2.1, 2.082307692307692)","(41.0, 150.0, 96.0)","(11.0, 16.0, 15.420289855072465)","(2.6, 3.05, 3.0083333333333333)","(8.5, 12.5, 12.477272727272727)"
09-01-2023 19:15:21.276844,"(18.0, 29.0, 28.77777777777778)","(1.8, 2.1, 2.0922222222222224)","(41.0, 150.0, 96.0)","(11.0, 16.0, 14.571428571428571)","(2.6, 3.05, 3.0272727272727273)","(8.5, 12.5, 12.477272727272727)"
09-01-2023 19:15:22.085144,"(18.0, 29.0, 28.77777777777778)","(1.8, 2.1, 2.0922222222222224)","(41.0, 150.0, 96.0)","(11.0, 16.0, 14.571428571428571)","(2.6, 3.05, 3.0083333333333333)","(8.5, 12.5, 12.477272727272727)"
09-01-2023 19:15:22.910271,"(18.0, 29.0, 27.666666666666668)","(1.8, 2.1, 2.0922222222222224)","(41.0, 150.0, 96.0)","(11.0, 16.0, 14.545454545454545)","(2.6, 3.05, 3.0083333333333333)","(8.5, 12.5, 12.477272727272727)"
09-01-2023 19:15:23.722385,"(18.0, 29.0, 27.666666666666668)","(1.8, 2.1, 2.0928813559322035)","(41.0, 150.0, 96.0)","(11.0, 16.0, 14.551724137931034)","(2.6, 3.05, 3.0083333333333333)","(8.5, 12.5, 12.477272727272727)"
09-01-2023 19:15:24.532529,"(18.0, 29.0, 27.666666666666668)","(1.8, 2.1, 2.0928813559322035)","(41.0, 150.0, 96.0)","(11.0, 16.0, 14.551724137931034)","(2.6, 3.05, 3.0083333333333333)","(8.5, 12.5, 12.477272727272727)"
09-01-2023 19:15:25.350687,"(18.0, 29.0, 27.666666666666668)","(1.8, 2.1, 2.093538461538462)","(41.0, 150.0, 96.0)","(11.0, 16.0, 14.551724137931034)","(2.6, 3.05, 3.0083333333333333)","(8.5, 12.5, 12.477272727272727)"
09-01-2023 19:15:26.160717,"(18.0, 29.0, 28.76923076923077)","(1.8, 2.1, 2.086470588235294)","(41.0, 150.0, 96.0)","(11.0, 16.0, 14.551724137931034)","(2.6, 3.1, 3.066666666666667)","(8.5, 12.5, 12.476923076923077)"
09-01-2023 19:15:26.974782,"(18.0, 29.0, 27.666666666666668)","(1.8, 2.04, 2.033684210526316)","(41.0, 150.0, 96.0)","(11.0, 16.0, 14.551724137931034)","(2.6, 3.15, 3.11)","(8.5, 12.5, 12.456521739130435)"
09-01-2023 19:15:27.788941,"(18.0, 29.0, 27.666666666666668)","(1.8, 2.06, 2.0557142857142856)","(41.0, 150.0, 96.0)","(11.0, 16.0, 15.151515151515152)","(2.6, 3.2, 3.1)","(8.5, 12.5, 12.375)"
09-01-2023 19:15:28.594803,"(18.0, 29.0, 27.666666666666668)","(1.8, 2.08, 2.0733333333333333)","(41.0, 150.0, 96.0)","(11.0, 16.0, 15.151515151515152)","(2.6, 3.1, 3.0642857142857145)","(8.5, 12.5, 12.4)"
09-01-2023 19:15:29.407890,"(18.0, 29.0, 27.666666666666668)","(1.8, 2.08, 2.0782608695652174)","(41.0, 150.0, 96.0)","(11.0, 16.0, 15.263157894736842)","(2.6, 3.15, 3.1363636363636362)","(8.5, 12.5, 12.4)"
09-01-2023 19:15:30.221162,"(18.0, 29.0, 27.666666666666668)","(1.8, 2.08, 2.074509803921569)","(41.0, 150.0, 96.0)","(11.0, 16.0, 15.151515151515152)","(2.6, 3.15, 3.1045454545454545)","(8.5, 12.5, 12.4)"
09-01-2023 19:15:31.043972,"(18.0, 29.0, 27.666666666666668)","(1.8, 2.08, 2.0782608695652174)","(41.0, 150.0, 96.0)","(11.0, 16.0, 15.263157894736842)","(2.6, 3.15, 3.0785714285714283)","(8.5, 12.5, 12.4)"
09-01-2023 19:15:31.886648,"(18.0, 29.0, 28.76923076923077)","(1.8, 2.08, 2.074509803921569)","(41.0, 150.0, 96.0)","(11.0, 16.0, 15.035714285714286)","(2.6, 3.2, 3.1)","(8.5, 12.5, 12.4)"
09-01-2023 19:15:32.718552,"(18.0, 28.0, 27.92)","(1.8, 2.1, 2.0752)","(41.0, 150.0, 96.66666666666667)","(11.0, 16.0, 15.035714285714286)","(2.6, 3.2, 3.0625)","(8.5, 12.5, 12.25)"
09-01-2023 19:15:33.555864,"(18.0, 28.0, 27.92)","(1.8, 2.08, 2.079)","(41.0, 150.0, 96.0)","(11.0, 16.0, 15.035714285714286)","(2.6, 3.2, 3.0625)","(8.5, 12.5, 12.25)"
09-01-2023 19:15:34.395272,"(18.0, 28.0, 27.92)","(1.8, 2.08, 2.079)","(41.0, 150.0, 96.0)","(11.0, 16.0, 15.035714285714286)","(2.6, 3.2, 3.0625)","(8.5, 12.5, 12.25)"
09-01-2023 19:15:35.210751,"(18.0, 29.0, 28.32258064516129)","(1.8, 2.08, 2.079)","(41.0, 150.0, 96.0)","(11.0, 16.0, 15.035714285714286)","(2.6, 3.15, 3.1357142857142857)","(8.5, 12.5, 12.25)"
09-01-2023 19:15:36.021443,"(18.0, 29.0, 28.666666666666668)","(1.8, 2.1, 2.074)","(41.0, 150.0, 96.0)","(11.0, 16.0, 14.772727272727273)","(2.6, 3.2, 3.1035714285714286)","(8.5, 12.5, 12.25)"
09-01-2023 19:15:36.831382,"(18.0, 29.0, 28.454545454545453)","(1.8, 2.08, 2.0751219512195123)","(41.0, 150.0, 117.0)","(11.0, 16.0, 14.93421052631579)","(2.6, 3.1, 3.0727272727272728)","(8.5, 12.5, 12.444444444444445)"
09-01-2023 19:15:37.635191,"(18.0, 29.0, 28.571428571428573)","(1.8, 2.08, 2.079264705882353)","(41.0, 150.0, 105.0)","(11.0, 16.0, 14.902439024390244)","(2.6, 3.1, 3.0592592592592593)","(8.5, 12.5, 12.375)"
09-01-2023 19:15:38.464219,"(18.0, 29.0, 28.571428571428573)","(1.8, 2.1, 2.080740740740741)","(41.0, 150.0, 117.85714285714286)","(11.0, 16.0, 14.902439024390244)","(2.6, 3.1, 3.0571428571428574)","(8.5, 12.5, 12.875)"
09-01-2023 19:15:39.286651,"(18.0, 29.0, 28.466666666666665)","(1.8, 2.1, 2.0961581920903956)","(41.0, 150.0, 114.0)","(11.0, 16.0, 14.892857142857142)","(2.6, 3.05, 3.0149999999999997)","(8.5, 13.0, 12.666666666666666)"
09-01-2023 19:15:40.117435,"(18.0, 29.0, 28.833333333333332)","(1.8, 2.12, 2.100909090909091)","(41.0, 150.0, 100.5)","(11.0, 16.0, 15.0)","(2.6, 3.05, 3.0)","(8.5, 12.5, 12.375)"
09-01-2023 19:15:40.926101,"(18.0, 29.0, 28.833333333333332)","(1.8, 2.08, 2.078421052631579)","(41.0, 150.0, 100.5)","(11.0, 16.0, 14.957627118644067)","(2.6, 3.1, 3.0290909090909093)","(8.5, 12.5, 12.458333333333334)"
09-01-2023 19:15:41.775866,"(18.0, 29.0, 28.88235294117647)","(1.8, 2.06, 2.0458333333333334)","(41.0, 150.0, 100.9090909090909)","(11.0, 16.0, 14.975)","(2.6, 3.1, 3.0521739130434784)","(8.5, 12.5, 12.458333333333334)"
09-01-2023 19:15:42.594528,"(18.0, 30.0, 28.37837837837838)","(1.8, 2.06, 2.046666666666667)","(41.0, 150.0, 100.5)","(11.0, 16.0, 14.957627118644067)","(2.6, 3.15, 3.1166666666666667)","(8.5, 12.5, 12.458333333333334)"
09-01-2023 19:15:43.427218,"(18.0, 30.0, 28.37837837837838)","(1.8, 2.04, 2.020909090909091)","(41.0, 150.0, 100.5)","(11.0, 16.0, 14.957627118644067)","(2.6, 3.15, 3.1115384615384616)","(8.5, 12.5, 12.458333333333334)"
09-01-2023 19:15:44.254033,"(18.0, 30.0, 28.37837837837838)","(1.8, 2.04, 2.02)","(41.0, 150.0, 100.5)","(11.0, 16.0, 14.957627118644067)","(2.6, 3.15, 3.0970588235294114)","(8.5, 12.5, 12.423076923076923)"
09-01-2023 19:15:45.069478,"(18.0, 30.0, 28.37837837837838)","(1.8, 2.04, 2.0166666666666666)","(41.0, 150.0, 100.5)","(11.0, 16.0, 14.957627118644067)","(2.6, 3.2, 3.083333333333333)","(8.5, 13.0, 12.88888888888889)"
09-01-2023 19:15:45.897045,"(18.0, 30.0, 28.342105263157894)","(1.8, 2.04, 2.023846153846154)","(41.0, 150.0, 100.5)","(11.0, 16.0, 14.95)","(2.6, 3.2, 3.073076923076923)","(8.5, 13.0, 12.88888888888889)"
09-01-2023 19:15:46.734693,"(18.0, 30.0, 28.342105263157894)","(1.8, 2.04, 2.023846153846154)","(41.0, 140.0, 121.66666666666666)","(11.0, 16.0, 14.95)","(2.6, 3.2, 3.073076923076923)","(8.5, 13.0, 12.88888888888889)"
09-01-2023 19:15:47.548759,"(18.0, 30.0, 28.75)","(1.8, 2.04, 2.023846153846154)","(41.0, 130.0, 90.0)","(11.0, 16.0, 14.95)","(2.6, 3.2, 3.113157894736842)","(8.5, 13.0, 12.88888888888889)"
09-01-2023 19:15:48.366694,"(18.0, 30.0, 28.75)","(1.8, 2.04, 2.023846153846154)","(41.0, 120.0, 100.0)","(11.0, 16.0, 14.957627118644067)","(2.6, 3.2, 3.113157894736842)","(8.5, 13.0, 12.88888888888889)"
09-01-2023 19:15:49.174224,"(18.0, 30.0, 28.727272727272727)","(1.8, 2.04, 2.0233333333333334)","(41.0, 110.0, 100.0)","(11.0, 16.0, 14.95)","(2.6, 3.2, 3.1214285714285714)","(8.5, 13.0, 12.88888888888889)"
09-01-2023 19:15:50.007669,"(18.0, 30.0, 28.727272727272727)","(1.8, 2.04, 2.0233333333333334)","(41.0, 120.0, 93.75)","(11.0, 16.0, 14.95)","(2.6, 3.2, 3.16)","(8.5, 13.0, 12.88888888888889)"
09-01-2023 19:15:50.829200,"(18.0, 30.0, 28.09090909090909)","(1.8, 2.04, 2.0122222222222224)","(41.0, 120.0, 93.75)","(11.0, 16.0, 14.95)","(2.6, 3.2, 3.14)","(8.5, 13.0, 12.88888888888889)"
09-01-2023 19:15:51.647906,"(18.0, 30.0, 28.4)","(1.8, 2.04, 2.0114285714285716)","(41.0, 110.0, 100.0)","(11.0, 16.0, 14.95)","(2.6, 3.2, 3.16)","(8.5, 13.0, 12.866666666666667)"
09-01-2023 19:15:52.483236,"(18.0, 30.0, 28.764705882352942)","(1.8, 2.02, 2.003)","(41.0, 110.0, 94.0)","(11.0, 17.5, 16.785714285714285)","(2.6, 3.2, 3.1500000000000004)","(8.5, 13.0, 12.916666666666666)"
09-01-2023 19:15:53.323109,"(18.0, 30.0, 28.764705882352942)","(1.8, 2.02, 2.003)","(41.0, 110.0, 92.22222222222223)","(11.0, 17.5, 16.794117647058822)","(2.6, 3.2, 3.1315789473684212)","(8.5, 13.0, 12.947368421052632)"
09-01-2023 19:15:54.158796,"(18.0, 30.0, 28.764705882352942)","(1.75, 2.02, 2.0064285714285712)","(41.0, 110.0, 92.22222222222223)","(11.0, 17.5, 16.571428571428573)","(2.6, 3.15, 3.0999999999999996)","(8.5, 13.0, 12.947368421052632)"
09-01-2023 19:15:54.992700,"(18.0, 30.0, 28.764705882352942)","(1.75, 2.02, 2.0054545454545454)","(41.0, 110.0, 92.22222222222223)","(11.0, 17.5, 16.6)","(2.6, 3.15, 3.123333333333333)","(8.5, 13.0, 12.947368421052632)"
09-01-2023 19:15:55.813509,"(18.0, 30.0, 28.551724137931036)","(1.75, 2.02, 2.0054545454545454)","(41.0, 110.0, 92.22222222222223)","(11.0, 17.5, 16.6)","(2.6, 3.15, 3.105)","(8.5, 13.0, 12.833333333333334)"
09-01-2023 19:15:56.621604,"(18.0, 30.0, 28.551724137931036)","(1.75, 2.02, 2.002153846153846)","(41.0, 110.0, 92.22222222222223)","(11.0, 17.5, 16.75)","(2.6, 3.15, 3.1166666666666667)","(8.5, 13.0, 12.833333333333334)"
09-01-2023 19:15:57.434753,"(18.0, 30.0, 28.705882352941178)","(1.75, 2.02, 2.002456140350877)","(41.0, 110.0, 92.22222222222223)","(11.0, 17.5, 16.59090909090909)","(2.6, 3.15, 3.1026315789473684)","(8.5, 13.0, 12.9375)"
09-01-2023 19:15:58.251946,"(18.0, 30.0, 29.857142857142858)","(1.75, 2.0, 1.9928571428571429)","(41.0, 110.0, 92.22222222222223)","(11.0, 17.5, 16.6)","(2.6, 3.15, 3.13)","(8.5, 13.0, 12.833333333333334)"
09-01-2023 19:15:59.068974,"(18.0, 32.0, 31.714285714285715)","(1.75, 1.99, 1.986875)","(41.0, 110.0, 92.22222222222223)","(11.0, 17.5, 16.857142857142858)","(2.6, 3.2, 3.1526315789473687)","(8.5, 13.0, 12.833333333333334)"
09-01-2023 19:15:59.892405,"(18.0, 32.0, 31.77777777777778)","(1.75, 1.99, 1.9825)","(41.0, 110.0, 92.22222222222223)","(11.0, 17.5, 17.071428571428573)","(2.6, 3.15, 3.134375)","(8.5, 13.0, 12.9375)"
09-01-2023 19:16:00.704295,"(18.0, 32.0, 31.77777777777778)","(1.75, 1.99, 1.9828571428571429)","(41.0, 110.0, 92.22222222222223)","(11.0, 17.5, 17.071428571428573)","(2.6, 3.2, 3.1285714285714286)","(8.5, 13.0, 12.75)"
09-01-2023 19:16:01.523732,"(18.0, 32.0, 31.875)","(1.75, 2.02, 1.9872727272727273)","(41.0, 110.0, 100.47619047619048)","(11.0, 17.5, 16.59090909090909)","(2.6, 3.2, 3.1384615384615384)","(8.5, 13.0, 12.9375)"
09-01-2023 19:16:02.331448,"(18.0, 34.0, 33.0)","(1.75, 2.02, 1.9933962264150944)","(41.0, 110.0, 100.47619047619048)","(11.0, 17.5, 16.692307692307693)","(2.6, 3.15, 3.1125)","(8.5, 13.0, 12.833333333333334)"
09-01-2023 19:16:03.147662,"(18.0, 32.0, 31.875)","(1.75, 2.02, 1.9926086956521738)","(41.0, 110.0, 100.47619047619048)","(11.0, 17.5, 16.66)","(2.6, 3.15, 3.0916666666666663)","(8.5, 13.0, 12.916666666666666)"
09-01-2023 19:16:03.970783,"(18.0, 32.0, 31.764705882352942)","(1.75, 2.02, 1.9926086956521738)","(41.0, 110.0, 100.47619047619048)","(11.0, 17.5, 16.782608695652172)","(2.6, 3.15, 3.0916666666666663)","(8.5, 13.0, 12.96551724137931)"
09-01-2023 19:16:04.795539,"(18.0, 32.0, 31.428571428571427)","(1.75, 2.02, 1.9926086956521738)","(41.0, 110.0, 100.47619047619048)","(11.0, 17.5, 16.818181818181817)","(2.6, 3.15, 3.0916666666666663)","(8.5, 13.0, 12.833333333333334)"
09-01-2023 19:16:05.628984,"(18.0, 32.0, 31.428571428571427)","(1.75, 2.02, 1.9926086956521738)","(41.0, 110.0, 100.47619047619048)","(11.0, 17.5, 16.782608695652172)","(2.6, 3.15, 3.0916666666666663)","(8.5, 13.0, 13.125)"
09-01-2023 19:16:06.453321,"(18.0, 32.0, 31.428571428571427)","(1.75, 2.02, 1.998235294117647)","(41.0, 110.0, 98.23529411764706)","(11.0, 17.5, 16.321428571428573)","(2.6, 3.15, 3.098148148148148)","(8.5, 13.5, 13.125)"
09-01-2023 19:16:07.291737,"(18.0, 32.0, 31.5)","(1.75, 2.0, 1.995)","(41.0, 110.0, 90.0)","(11.0, 17.5, 16.1875)","(2.6, 3.15, 3.105)","(8.5, 13.5, 13.40909090909091)"
09-01-2023 19:16:08.115514,"(18.0, 32.0, 31.428571428571427)","(1.75, 2.02, 2.001830985915493)","(41.0, 110.0, 95.88235294117646)","(11.0, 17.5, 16.545454545454547)","(2.6, 3.15, 3.126470588235294)","(8.5, 13.0, 12.9)"
09-01-2023 19:16:08.944294,"(18.0, 32.0, 31.5)","(1.75, 2.0, 1.983076923076923)","(41.0, 110.0, 90.0)","(11.0, 17.5, 16.1875)","(2.6, 3.15, 3.109375)","(8.5, 13.0, 12.95)"
09-01-2023 19:16:09.787436,"(18.0, 32.0, 31.428571428571427)","(1.75, 2.0, 1.984)","(41.0, 110.0, 90.0)","(11.0, 17.5, 16.58695652173913)","(2.6, 3.15, 3.1153846153846154)","(8.5, 13.5, 13.038461538461538)"
09-01-2023 19:16:10.605439,"(18.0, 32.0, 31.5)","(1.75, 2.0, 1.9833333333333334)","(41.0, 110.0, 90.0)","(11.0, 17.5, 16.333333333333332)","(2.6, 3.15, 3.1333333333333333)","(8.5, 13.5, 13.125)"
09-01-2023 19:16:11.420386,"(18.0, 32.0, 31.5)","(1.75, 2.0, 1.9833333333333334)","(41.0, 110.0, 95.88235294117646)","(11.0, 17.5, 16.1)","(2.6, 3.15, 3.123529411764706)","(8.5, 13.5, 13.166666666666666)"
09-01-2023 19:16:12.236628,"(18.0, 32.0, 31.428571428571427)","(1.75, 2.0, 1.9944)","(41.0, 110.0, 90.0)","(11.0, 17.5, 16.7)","(2.6, 3.15, 3.1351851851851853)","(8.5, 13.5, 13.166666666666666)"
09-01-2023 19:16:13.087908,"(18.0, 34.0, 33.0)","(1.75, 2.0, 1.9833333333333334)","(41.0, 110.0, 95.88235294117646)","(11.0, 17.5, 16.72222222222222)","(2.6, 3.15, 3.1225)","(8.5, 13.0, 12.954545454545455)"
09-01-2023 19:16:13.928559,"(18.0, 34.0, 33.69230769230769)","(1.75, 2.0, 1.9857142857142858)","(41.0, 110.0, 87.77777777777777)","(11.0, 17.5, 16.7)","(2.6, 3.15, 3.1160377358490563)","(8.5, 13.0, 12.954545454545455)"
09-01-2023 19:16:14.741745,"(18.0, 34.0, 33.69230769230769)","(1.75, 2.0, 1.9836363636363636)","(41.0, 110.0, 87.77777777777777)","(11.0, 17.0, 16.916666666666668)","(2.6, 3.25, 3.19)","(8.5, 13.0, 12.833333333333334)"
09-01-2023 19:16:15.576957,"(18.0, 34.0, 33.69230769230769)","(1.75, 2.0, 1.9711764705882353)","(41.0, 120.0, 117.85714285714286)","(11.0, 17.0, 16.916666666666668)","(2.6, 3.25, 3.186)","(8.5, 13.5, 13.333333333333334)"
09-01-2023 19:16:16.409349,"(18.0, 34.0, 32.8235294117647)","(1.75, 1.98, 1.963720930232558)","(41.0, 140.0, 135.0)","(11.0, 17.0, 16.714285714285715)","(2.6, 3.25, 3.1928571428571426)","(8.5, 13.5, 13.40909090909091)"
09-01-2023 19:16:17.215462,"(18.0, 34.0, 32.666666666666664)","(1.75, 1.97, 1.966)","(41.0, 140.0, 135.0)","(11.0, 17.0, 16.48076923076923)","(2.6, 3.25, 3.186)","(8.5, 13.5, 13.4375)"
09-01-2023 19:16:18.034042,"(18.0, 34.0, 32.666666666666664)","(1.75, 2.0, 1.9523504273504273)","(41.0, 140.0, 135.0)","(11.0, 17.0, 16.48076923076923)","(2.6, 3.25, 3.186)","(8.5, 13.5, 13.4375)"
09-01-2023 19:16:18.837473,"(18.0, 34.0, 32.666666666666664)","(1.75, 1.97, 1.9672222222222222)","(41.0, 140.0, 135.0)","(11.0, 17.0, 16.48076923076923)","(2.6, 3.25, 3.223809523809524)","(8.5, 13.5, 13.4375)"
09-01-2023 19:16:19.644683,"(18.0, 34.0, 32.666666666666664)","(1.75, 1.98, 1.972)","(41.0, 170.0, 157.3684210526316)","(11.0, 17.0, 16.48076923076923)","(2.6, 3.2, 3.193421052631579)","(8.5, 13.0, 12.8)"
09-01-2023 19:16:20.467746,"(18.0, 34.0, 32.666666666666664)","(1.75, 1.98, 1.9717073170731707)","(41.0, 170.0, 157.3684210526316)","(11.0, 17.0, 16.410714285714285)","(2.6, 3.2, 3.188372093023256)","(8.5, 13.0, 12.7)"
09-01-2023 19:16:21.282990,"(18.0, 34.0, 31.6)","(1.75, 1.97, 1.9670142180094787)","(41.0, 170.0, 160.0)","(11.0, 17.0, 16.48076923076923)","(2.6, 3.25, 3.223333333333333)","(8.5, 13.0, 12.8)"
09-01-2023 19:16:22.119588,"(18.0, 34.0, 31.272727272727273)","(1.75, 1.96, 1.9581818181818182)","(41.0, 170.0, 160.0)","(11.0, 17.0, 16.6875)","(2.6, 3.25, 3.2173469387755103)","(8.5, 13.0, 12.7)"
09-01-2023 19:16:22.941986,"(18.0, 34.0, 31.272727272727273)","(1.75, 1.96, 1.9575)","(41.0, 170.0, 160.0)","(11.0, 17.0, 16.733333333333334)","(2.6, 3.25, 3.2173469387755103)","(8.5, 13.0, 12.75)"
09-01-2023 19:16:23.750939,"(18.0, 34.0, 31.692307692307693)","(1.75, 1.95, 1.949740932642487)","(41.0, 170.0, 160.0)","(11.0, 17.0, 16.785714285714285)","(2.6, 3.25, 3.219811320754717)","(8.5, 13.0, 12.566666666666666)"
09-01-2023 19:16:24.582784,"(19.0, 34.0, 31.692307692307693)","(1.75, 1.94, 1.9266666666666665)","(51.0, 170.0, 157.3684210526316)","(12.0, 17.5, 17.363636363636363)","(2.6, 3.25, 3.213888888888889)","(9.0, 13.0, 12.625)"
09-01-2023 19:16:25.388026,"(19.0, 34.0, 31.692307692307693)","(1.75, 1.93, 1.9258823529411764)","(51.0, 200.0, 189.41176470588235)","(12.0, 18.0, 17.4)","(2.6, 3.25, 3.2283333333333335)","(9.0, 12.5, 12.476190476190476)"
09-01-2023 19:16:26.221783,"(19.0, 34.0, 32.888888888888886)","(1.75, 1.91, 1.9095918367346938)","(51.0, 200.0, 185.0)","(12.0, 18.0, 17.5)","(2.6, 3.3, 3.251)","(9.0, 12.5, 12.235294117647058)"
09-01-2023 19:16:27.027059,"(19.0, 34.0, 32.888888888888886)","(1.75, 1.94, 1.935)","(51.0, 200.0, 185.0)","(12.0, 18.0, 17.72222222222222)","(2.6, 3.25, 3.2214285714285715)","(9.0, 12.5, 12.227272727272727)"
09-01-2023 19:16:27.854113,"(19.0, 34.0, 32.888888888888886)","(1.75, 1.94, 1.931)","(51.0, 200.0, 185.0)","(12.0, 18.5, 18.40625)","(2.6, 3.25, 3.2173076923076924)","(9.0, 12.5, 12.227272727272727)"
09-01-2023 19:16:28.679322,"(19.0, 34.0, 32.888888888888886)","(1.75, 1.93, 1.9205882352941175)","(51.0, 200.0, 185.0)","(12.0, 19.0, 18.894736842105264)","(2.6, 3.25, 3.238235294117647)","(9.0, 12.5, 12.176470588235293)"
09-01-2023 19:16:29.495685,"(19.0, 34.0, 32.0)","(1.75, 1.9, 1.8934482758620688)","(51.0, 200.0, 185.0)","(12.0, 19.0, 18.666666666666668)","(2.6, 3.3, 3.26015625)","(9.0, 12.5, 12.40625)"
09-01-2023 19:16:30.335368,"(19.0, 34.0, 33.61538461538461)","(1.75, 1.91, 1.9033333333333333)","(51.0, 220.0, 196.84210526315792)","(12.0, 19.0, 18.9)","(2.6, 3.3, 3.2588709677419354)","(9.0, 12.5, 12.3)"
09-01-2023 19:16:31.144077,"(19.0, 40.0, 31.5625)","(1.75, 1.86, 1.8565517241379312)","(51.0, 170.0, 166.47058823529412)","(12.0, 23.0, 20.705882352941178)","(2.6, 3.4, 3.3637362637362638)","(9.0, 13.0, 12.80952380952381)"
09-01-2023 19:16:31.948070,"(19.0, 38.0, 37.2)","(1.75, 1.88, 1.8701694915254237)","(51.0, 170.0, 145.0)","(12.0, 21.0, 20.625)","(2.6, 3.35, 3.339)","(9.0, 13.0, 12.880952380952381)"
09-01-2023 19:16:32.765606,"(19.0, 38.0, 32.25)","(1.75, 1.87, 1.869761904761905)","(51.0, 170.0, 132.5)","(12.0, 20.0, 19.5)","(2.6, 3.4, 3.367241379310345)","(9.0, 13.0, 12.821428571428571)"
09-01-2023 19:16:33.571494,"(19.0, 38.0, 32.25)","(1.75, 1.88, 1.8729268292682926)","(51.0, 170.0, 132.5)","(12.0, 21.0, 20.333333333333332)","(2.6, 3.35, 3.3033898305084746)","(9.0, 13.0, 12.852941176470589)"
09-01-2023 19:16:34.395124,"(19.0, 38.0, 32.25)","(1.75, 1.88, 1.8648051948051947)","(51.0, 170.0, 132.5)","(12.0, 21.0, 20.5)","(2.6, 3.3, 3.272)","(9.0, 13.0, 12.852941176470589)"
09-01-2023 19:16:35.201411,"(19.0, 38.0, 32.25)","(1.75, 1.88, 1.864871794871795)","(51.0, 170.0, 132.5)","(12.0, 21.0, 19.923076923076923)","(2.6, 3.3, 3.275)","(9.0, 13.0, 12.852941176470589)"
09-01-2023 19:16:36.016093,"(19.0, 38.0, 32.25)","(1.75, 1.88, 1.8690625)","(51.0, 170.0, 132.5)","(12.0, 21.0, 20.0)","(2.6, 3.3, 3.283653846153846)","(9.0, 13.0, 12.852941176470589)"
09-01-2023 19:16:36.833844,"(19.0, 38.0, 32.25)","(1.75, 1.88, 1.8706)","(51.0, 170.0, 132.5)","(12.0, 21.0, 19.6875)","(2.7, 3.3, 3.2636363636363637)","(9.0, 13.0, 12.852941176470589)"
09-01-2023 19:16:37.646166,"(19.0, 38.0, 34.57142857142857)","(1.75, 1.87, 1.868)","(51.0, 170.0, 132.5)","(13.0, 21.0, 19.833333333333332)","(2.7, 3.3, 3.2803030303030303)","(9.0, 14.0, 13.636363636363637)"
09-01-2023 19:16:38.490781,"(19.0, 38.0, 35.142857142857146)","(1.75, 1.87, 1.865897435897436)","(51.0, 170.0, 132.5)","(13.0, 21.0, 19.833333333333332)","(2.7, 3.3, 3.283333333333333)","(9.0, 14.0, 13.833333333333334)"
09-01-2023 19:16:39.323925,"(19.0, 38.0, 35.142857142857146)","(1.75, 1.87, 1.8660655737704919)","(51.0, 170.0, 132.5)","(13.0, 21.0, 19.833333333333332)","(2.7, 3.3, 3.289473684210526)","(9.0, 14.0, 13.785714285714286)"
09-01-2023 19:16:40.176430,"(19.0, 38.0, 35.142857142857146)","(1.75, 1.84, 1.8384586466165413)","(51.0, 170.0, 132.5)","(13.0, 21.0, 19.88888888888889)","(2.7, 3.3, 3.263333333333333)","(9.0, 14.5, 14.23913043478261)"
09-01-2023 19:16:40.989717,"(19.0, 38.0, 35.142857142857146)","(1.75, 1.83, 1.8231111111111111)","(51.0, 170.0, 132.5)","(13.0, 21.0, 19.571428571428573)","(2.7, 3.35, 3.3476190476190477)","(9.0, 14.0, 13.892857142857142)"
09-01-2023 19:16:41.819524,"(19.0, 38.0, 35.142857142857146)","(1.75, 1.82, 1.8185365853658537)","(51.0, 170.0, 155.0)","(13.0, 21.0, 19.727272727272727)","(2.7, 3.4, 3.36)","(9.0, 14.0, 13.954545454545455)"
09-01-2023 19:16:42.627106,"(19.0, 38.0, 35.1764705882353)","(1.75, 1.82, 1.8135849056603774)","(51.0, 170.0, 162.5)","(13.0, 21.0, 20.0)","(2.7, 3.4, 3.3527272727272726)","(9.0, 14.5, 14.382352941176471)"
09-01-2023 19:16:43.433781,"(20.0, 38.0, 35.25714285714286)","(1.7, 1.82, 1.81177304964539)","(51.0, 170.0, 164.0)","(13.0, 21.0, 19.875)","(2.7, 3.35, 3.3345238095238097)","(9.0, 14.5, 14.3)"
