,Wishing Well,Indy Korie,Chinchilla Mist,Blackpool Dill,Edi Bale,Responder,Kyanna,Whiskey Diva
06-01-2023 14:53:08.708271,"(5.0, 6.2, 5.742857142857143)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.433333333333334)","(20.0, 65.0, 54.05882352941177)","(4.4, 6.2, 5.469565217391304)","(3.5, 4.7, 4.489473684210527)","(6.0, 8.8, 8.418181818181818)"
06-01-2023 14:53:09.880419,"(5.0, 6.2, 5.742857142857143)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.433333333333334)","(20.0, 65.0, 54.05882352941177)","(4.4, 6.2, 5.469565217391304)","(3.5, 4.7, 4.489473684210527)","(6.0, 8.8, 8.418181818181818)"
06-01-2023 14:53:11.019581,"(5.0, 6.2, 5.742857142857143)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.433333333333334)","(20.0, 65.0, 54.05882352941177)","(4.4, 6.2, 5.469565217391304)","(3.5, 4.7, 4.489473684210527)","(6.0, 8.8, 8.418181818181818)"
06-01-2023 14:53:12.104122,"(5.0, 6.2, 5.776470588235294)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.433333333333334)","(20.0, 65.0, 54.05882352941177)","(4.4, 6.2, 5.469565217391304)","(3.5, 4.7, 4.489473684210527)","(6.0, 8.8, 8.418181818181818)"
06-01-2023 14:53:13.138762,"(5.0, 6.2, 5.776470588235294)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.433333333333334)","(20.0, 65.0, 54.05882352941177)","(4.4, 6.2, 5.469565217391304)","(3.5, 4.7, 4.489473684210527)","(6.0, 8.8, 8.418181818181818)"
06-01-2023 14:53:14.301123,"(5.0, 6.2, 5.776470588235294)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.433333333333334)","(20.0, 65.0, 54.05882352941177)","(4.4, 6.2, 5.469565217391304)","(3.5, 4.7, 4.489473684210527)","(6.0, 8.8, 8.4)"
06-01-2023 14:53:15.485407,"(5.0, 6.2, 5.776470588235294)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.433333333333334)","(20.0, 65.0, 54.05882352941177)","(4.4, 6.2, 5.469565217391304)","(3.5, 4.7, 4.489473684210527)","(6.0, 8.8, 8.4)"
06-01-2023 14:53:16.592483,"(5.0, 6.2, 5.776470588235294)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.433333333333334)","(20.0, 65.0, 54.05882352941177)","(4.4, 6.2, 5.469565217391304)","(3.5, 4.7, 4.489473684210527)","(6.0, 8.8, 8.4)"
06-01-2023 14:53:17.907735,"(5.0, 6.2, 5.776470588235294)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.433333333333334)","(20.0, 65.0, 57.83333333333333)","(4.4, 6.2, 5.469565217391304)","(3.5, 4.7, 4.489473684210527)","(6.0, 8.8, 8.2)"
06-01-2023 14:53:19.151093,"(5.0, 6.2, 5.776470588235294)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.433333333333334)","(20.0, 60.0, 48.0)","(4.4, 6.2, 5.466666666666667)","(3.5, 4.7, 4.489473684210527)","(6.0, 8.8, 8.2)"
06-01-2023 14:53:20.322924,"(5.0, 6.2, 5.776470588235294)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.433333333333334)","(20.0, 60.0, 57.33333333333333)","(4.4, 6.2, 5.6000000000000005)","(3.5, 4.7, 4.489473684210527)","(6.0, 8.8, 8.2)"
06-01-2023 14:53:21.489598,"(5.0, 6.2, 5.776470588235294)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.433333333333334)","(20.0, 60.0, 57.33333333333333)","(4.4, 6.2, 5.6000000000000005)","(3.5, 4.7, 4.489473684210527)","(6.0, 8.8, 8.2)"
06-01-2023 14:53:22.623925,"(5.0, 6.2, 5.776470588235294)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.433333333333334)","(20.0, 60.0, 57.33333333333333)","(4.4, 6.2, 5.6000000000000005)","(3.5, 4.7, 4.489473684210527)","(6.0, 8.8, 8.2)"
06-01-2023 14:53:23.744880,"(5.0, 6.2, 5.776470588235294)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.433333333333334)","(20.0, 60.0, 57.33333333333333)","(4.4, 6.2, 5.6000000000000005)","(3.5, 4.7, 4.489473684210527)","(6.0, 8.8, 8.2)"
06-01-2023 14:53:24.903642,"(5.0, 6.2, 5.776470588235294)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.433333333333334)","(20.0, 60.0, 57.33333333333333)","(4.4, 6.2, 5.6000000000000005)","(3.5, 4.7, 4.489473684210527)","(6.0, 8.8, 8.2)"
06-01-2023 14:53:26.012593,"(5.0, 6.2, 5.933333333333334)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.433333333333334)","(20.0, 60.0, 57.33333333333333)","(4.4, 6.2, 5.6000000000000005)","(3.5, 4.7, 4.489473684210527)","(6.0, 8.8, 8.542857142857143)"
06-01-2023 14:53:27.113904,"(5.0, 6.2, 5.933333333333334)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.433333333333334)","(20.0, 60.0, 57.33333333333333)","(4.4, 6.2, 5.6000000000000005)","(3.5, 4.7, 4.489473684210527)","(6.0, 8.8, 8.542857142857143)"
06-01-2023 14:53:28.222091,"(5.0, 6.2, 5.933333333333334)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.433333333333334)","(20.0, 60.0, 57.33333333333333)","(4.4, 6.2, 5.6000000000000005)","(3.5, 4.7, 4.489473684210527)","(6.0, 8.8, 8.371428571428572)"
06-01-2023 14:53:29.303162,"(5.0, 6.2, 5.933333333333334)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.433333333333334)","(20.0, 60.0, 57.33333333333333)","(4.4, 6.2, 5.6000000000000005)","(3.5, 4.7, 4.489473684210527)","(6.0, 8.8, 8.371428571428572)"
06-01-2023 14:53:30.296635,"(5.0, 6.2, 5.933333333333334)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.433333333333334)","(20.0, 60.0, 57.33333333333333)","(4.4, 6.2, 5.6000000000000005)","(3.5, 4.7, 4.489473684210527)","(6.0, 8.8, 8.371428571428572)"
06-01-2023 14:53:31.440202,"(5.0, 6.2, 5.933333333333334)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.433333333333334)","(20.0, 60.0, 57.33333333333333)","(4.4, 6.2, 5.6000000000000005)","(3.5, 4.7, 4.489473684210527)","(6.0, 8.8, 8.371428571428572)"
06-01-2023 14:53:32.538577,"(5.0, 6.2, 5.933333333333334)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.433333333333334)","(20.0, 60.0, 52.57142857142857)","(4.4, 6.2, 5.6000000000000005)","(3.5, 4.7, 4.489473684210527)","(6.0, 8.8, 8.371428571428572)"
06-01-2023 14:53:34.026641,"(5.0, 6.2, 5.933333333333334)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.433333333333334)","(20.0, 65.0, 52.57142857142857)","(4.4, 6.2, 5.6000000000000005)","(3.5, 4.7, 4.489473684210527)","(6.0, 8.8, 8.371428571428572)"
06-01-2023 14:53:36.092284,"(5.0, 6.2, 5.933333333333334)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.433333333333334)","(20.0, 65.0, 51.61538461538461)","(4.4, 6.2, 5.628571428571429)","(3.5, 4.7, 4.489473684210527)","(6.0, 8.8, 8.371428571428572)"
06-01-2023 14:53:37.307748,"(5.0, 6.2, 5.933333333333334)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.433333333333334)","(20.0, 65.0, 51.61538461538461)","(4.4, 6.2, 5.628571428571429)","(3.5, 4.7, 4.489473684210527)","(6.0, 8.8, 8.371428571428572)"
06-01-2023 14:53:38.510138,"(5.0, 6.2, 5.933333333333334)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.423076923076923)","(20.0, 65.0, 51.61538461538461)","(4.4, 6.2, 5.5)","(3.5, 4.7, 4.489473684210527)","(6.0, 8.8, 8.6)"
06-01-2023 14:53:39.830877,"(5.0, 6.2, 5.8307692307692305)","(20.0, 36.0, 34.0)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.423076923076923)","(20.0, 65.0, 51.61538461538461)","(4.4, 6.0, 5.5)","(3.5, 4.7, 4.489473684210527)","(6.0, 9.0, 8.321739130434782)"
06-01-2023 14:53:41.189327,"(5.0, 6.2, 5.933333333333334)","(20.0, 38.0, 34.0)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.433333333333334)","(20.0, 65.0, 51.61538461538461)","(4.4, 6.0, 5.5)","(3.5, 4.7, 4.320833333333334)","(6.0, 11.0, 8.34)"
06-01-2023 14:53:42.502542,"(5.0, 6.2, 5.933333333333334)","(20.0, 38.0, 33.05882352941177)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.433333333333334)","(20.0, 65.0, 50.5)","(4.4, 6.0, 5.448)","(3.5, 4.7, 4.517391304347826)","(6.0, 11.0, 9.574193548387097)"
06-01-2023 14:53:43.701260,"(5.0, 6.2, 5.8307692307692305)","(20.0, 38.0, 33.05882352941177)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.423076923076923)","(20.0, 65.0, 50.5)","(4.4, 6.0, 5.448)","(3.5, 4.7, 4.547826086956522)","(6.0, 11.0, 9.057142857142857)"
06-01-2023 14:53:44.848419,"(5.0, 6.2, 5.8307692307692305)","(20.0, 38.0, 33.05882352941177)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.423076923076923)","(20.0, 65.0, 50.5)","(4.4, 6.0, 5.448)","(3.5, 4.7, 4.547826086956522)","(6.0, 11.0, 9.641176470588235)"
06-01-2023 14:53:45.982224,"(5.0, 6.2, 5.64)","(20.0, 38.0, 33.05882352941177)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.423076923076923)","(20.0, 65.0, 50.5)","(4.4, 6.0, 5.448)","(3.5, 4.7, 4.587096774193548)","(6.0, 11.0, 9.784210526315789)"
06-01-2023 14:53:47.106338,"(5.0, 6.2, 5.776470588235294)","(20.0, 38.0, 33.05882352941177)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.7, 5.45)","(20.0, 65.0, 50.5)","(4.4, 6.0, 5.448)","(3.5, 4.7, 4.587096774193548)","(6.0, 11.0, 9.904347826086957)"
06-01-2023 14:53:48.262867,"(5.0, 6.2, 5.776470588235294)","(20.0, 38.0, 33.05882352941177)","(6.0, 15.0, 12.272727272727273)","(5.5, 5.6, 5.18)","(20.0, 65.0, 43.4)","(4.4, 6.0, 5.448)","(3.5, 4.7, 4.587096774193548)","(6.0, 11.0, 10.16)"
06-01-2023 14:53:49.492585,"(5.0, 6.2, 5.8307692307692305)","(20.0, 38.0, 33.05882352941177)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.5, 5.18)","(20.0, 65.0, 51.5)","(4.4, 6.0, 5.446153846153846)","(3.5, 4.7, 4.587096774193548)","(6.0, 11.0, 10.189473684210526)"
06-01-2023 14:53:50.684346,"(5.0, 6.2, 5.8307692307692305)","(20.0, 38.0, 33.05882352941177)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.4, 5.33)","(20.0, 65.0, 51.5)","(4.4, 6.0, 5.446153846153846)","(3.5, 4.7, 4.587096774193548)","(6.0, 11.0, 9.973333333333333)"
06-01-2023 14:53:51.789929,"(5.0, 6.2, 5.8307692307692305)","(20.0, 38.0, 33.05882352941177)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.3, 5.162857142857143)","(20.0, 65.0, 51.5)","(4.4, 6.0, 5.446153846153846)","(3.5, 4.7, 4.587096774193548)","(6.0, 11.0, 9.973333333333333)"
06-01-2023 14:53:52.849944,"(5.0, 6.2, 5.690909090909091)","(20.0, 38.0, 33.05882352941177)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.2, 5.090909090909091)","(20.0, 65.0, 51.5)","(4.4, 6.0, 5.446153846153846)","(3.5, 4.7, 4.587096774193548)","(6.0, 11.0, 9.973333333333333)"
06-01-2023 14:53:54.063615,"(5.0, 6.2, 5.8307692307692305)","(20.0, 38.0, 33.05882352941177)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.3, 5.1)","(20.0, 65.0, 51.5)","(4.4, 6.0, 5.446153846153846)","(3.5, 4.7, 4.513333333333334)","(6.0, 11.0, 9.973333333333333)"
06-01-2023 14:53:55.364900,"(5.0, 6.2, 5.8307692307692305)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.3, 5.1)","(20.0, 65.0, 38.42857142857143)","(4.4, 6.0, 5.446153846153846)","(3.5, 4.8, 4.72)","(6.0, 11.0, 10.066666666666666)"
06-01-2023 14:53:56.537986,"(5.0, 6.2, 5.8307692307692305)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.3, 5.1)","(20.0, 65.0, 44.5)","(4.4, 6.0, 5.446153846153846)","(3.5, 4.8, 4.704761904761905)","(6.0, 11.0, 10.066666666666666)"
06-01-2023 14:53:57.788245,"(5.0, 6.2, 5.8307692307692305)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.3, 5.166666666666666)","(20.0, 48.0, 45.2)","(4.4, 6.0, 5.446153846153846)","(3.5, 4.8, 4.704761904761905)","(6.0, 11.0, 10.066666666666666)"
06-01-2023 14:53:58.969591,"(5.0, 6.2, 5.8307692307692305)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.3, 5.06)","(20.0, 48.0, 45.2)","(4.4, 6.0, 5.446153846153846)","(3.5, 4.8, 4.72)","(6.0, 11.0, 10.066666666666666)"
06-01-2023 14:54:00.205686,"(5.0, 6.2, 5.8307692307692305)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.3, 5.06)","(20.0, 48.0, 45.2)","(4.4, 6.0, 5.446153846153846)","(3.5, 4.8, 4.704761904761905)","(6.0, 11.0, 10.066666666666666)"
06-01-2023 14:54:01.420014,"(5.0, 6.2, 5.8307692307692305)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.3, 5.06)","(20.0, 48.0, 45.2)","(4.4, 6.0, 5.446153846153846)","(3.5, 4.8, 4.704761904761905)","(6.0, 11.0, 10.066666666666666)"
06-01-2023 14:54:02.530355,"(5.0, 6.2, 5.8307692307692305)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.3, 5.06)","(20.0, 48.0, 45.2)","(4.4, 6.0, 5.446153846153846)","(3.5, 4.8, 4.704761904761905)","(6.0, 11.0, 10.066666666666666)"
06-01-2023 14:54:03.646057,"(5.0, 6.2, 5.8307692307692305)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.3, 4.875)","(20.0, 48.0, 45.2)","(4.4, 6.0, 5.446153846153846)","(3.5, 4.8, 4.704761904761905)","(6.0, 11.0, 10.066666666666666)"
06-01-2023 14:54:04.953205,"(5.0, 6.2, 5.8307692307692305)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.1, 4.852941176470588)","(20.0, 48.0, 45.2)","(4.4, 6.0, 5.448)","(3.5, 4.8, 4.72)","(6.0, 11.0, 10.222222222222221)"
06-01-2023 14:54:06.156828,"(5.0, 6.2, 5.8307692307692305)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.1, 4.852941176470588)","(20.0, 48.0, 45.2)","(4.4, 6.0, 5.448)","(3.5, 4.8, 4.72)","(6.0, 11.0, 10.066666666666666)"
06-01-2023 14:54:07.527597,"(5.0, 6.2, 5.892307692307693)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.2, 4.92)","(20.0, 48.0, 45.2)","(4.4, 6.0, 5.448)","(3.5, 4.8, 4.704761904761905)","(6.0, 11.0, 10.183333333333334)"
06-01-2023 14:54:09.100706,"(5.0, 6.2, 6.116666666666667)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.2, 4.92)","(20.0, 48.0, 45.2)","(4.4, 6.0, 5.448)","(3.5, 4.8, 4.704761904761905)","(6.0, 11.0, 10.183333333333334)"
06-01-2023 14:54:10.459067,"(5.0, 6.2, 6.116666666666667)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.2, 4.92)","(20.0, 48.0, 45.2)","(4.4, 6.0, 5.448)","(3.5, 4.8, 4.704761904761905)","(6.0, 11.0, 10.183333333333334)"
06-01-2023 14:54:11.584740,"(5.0, 6.2, 6.116666666666667)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.2, 4.92)","(20.0, 48.0, 45.2)","(4.4, 6.0, 5.448)","(3.5, 4.8, 4.704761904761905)","(6.0, 11.0, 10.183333333333334)"
06-01-2023 14:54:12.772280,"(5.0, 6.2, 6.116666666666667)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.2, 4.933333333333334)","(20.0, 48.0, 45.2)","(4.4, 6.0, 5.448)","(3.5, 4.8, 4.704761904761905)","(6.0, 11.0, 10.183333333333334)"
06-01-2023 14:54:13.880862,"(5.0, 6.2, 6.05)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.2, 5.1499999999999995)","(20.0, 48.0, 45.2)","(4.4, 6.0, 5.448)","(3.5, 4.8, 4.704761904761905)","(6.0, 11.0, 10.183333333333334)"
06-01-2023 14:54:15.149305,"(5.0, 6.4, 5.969230769230769)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.5, 5.3, 5.069230769230769)","(20.0, 48.0, 45.2)","(4.4, 6.0, 5.448)","(3.5, 4.8, 4.704761904761905)","(6.0, 11.0, 10.183333333333334)"
06-01-2023 14:54:16.479758,"(5.0, 6.4, 5.969230769230769)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.0, 5.3, 5.069230769230769)","(20.0, 48.0, 45.2)","(4.4, 6.0, 5.448)","(3.6, 4.8, 4.704761904761905)","(6.0, 11.0, 10.183333333333334)"
06-01-2023 14:54:17.750215,"(5.0, 6.4, 6.0888888888888895)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.0, 5.3, 5.069230769230769)","(20.0, 48.0, 45.2)","(4.4, 6.0, 5.448)","(3.6, 4.8, 4.704761904761905)","(6.0, 11.0, 10.183333333333334)"
06-01-2023 14:54:18.924526,"(5.0, 6.4, 6.0888888888888895)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.0, 5.3, 5.069230769230769)","(20.0, 48.0, 45.2)","(4.4, 6.0, 5.446153846153846)","(3.6, 4.8, 4.704761904761905)","(6.0, 11.0, 10.183333333333334)"
06-01-2023 14:54:20.087781,"(5.0, 6.4, 6.0888888888888895)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.0, 5.3, 5.069230769230769)","(20.0, 48.0, 45.2)","(4.4, 6.0, 5.566666666666667)","(3.6, 4.8, 4.704761904761905)","(6.0, 11.0, 10.183333333333334)"
06-01-2023 14:54:21.205643,"(5.0, 6.4, 5.969230769230769)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.0, 5.3, 5.069230769230769)","(20.0, 48.0, 45.2)","(4.4, 5.9, 5.48)","(3.6, 4.8, 4.704761904761905)","(6.0, 11.0, 10.183333333333334)"
06-01-2023 14:54:22.330598,"(5.0, 6.4, 6.0888888888888895)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.0, 5.3, 5.069230769230769)","(20.0, 48.0, 45.2)","(4.4, 5.8, 5.461538461538462)","(3.6, 4.8, 4.704761904761905)","(6.0, 11.0, 10.183333333333334)"
06-01-2023 14:54:23.377571,"(5.0, 6.4, 6.0888888888888895)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.0, 5.3, 5.069230769230769)","(20.0, 48.0, 45.2)","(4.4, 5.8, 5.434782608695652)","(3.6, 4.8, 4.704761904761905)","(6.0, 11.0, 10.183333333333334)"
06-01-2023 14:54:24.579014,"(5.0, 6.4, 6.0888888888888895)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.0, 5.3, 5.069230769230769)","(20.0, 48.0, 45.2)","(4.4, 5.8, 5.434782608695652)","(3.6, 4.8, 4.704761904761905)","(6.0, 11.0, 10.183333333333334)"
06-01-2023 14:54:25.772755,"(5.0, 6.4, 6.0888888888888895)","(20.0, 36.0, 35.09090909090909)","(6.0, 15.0, 12.333333333333334)","(5.0, 5.3, 5.069230769230769)","(20.0, 48.0, 45.2)","(4.4, 5.8, 5.434782608695652)","(3.6, 4.8, 4.704761904761905)","(6.0, 11.0, 10.183333333333334)"
06-01-2023 14:54:26.933381,"(5.0, 6.4, 6.0888888888888895)","(20.0, 36.0, 34.0)","(6.0, 15.0, 12.333333333333334)","(5.0, 5.3, 5.069230769230769)","(20.0, 48.0, 45.2)","(4.4, 5.8, 5.434782608695652)","(3.6, 4.8, 4.704761904761905)","(6.0, 11.0, 10.183333333333334)"
06-01-2023 14:54:28.103174,"(5.0, 6.4, 5.969230769230769)","(20.0, 38.0, 33.05882352941177)","(6.0, 15.0, 12.333333333333334)","(5.0, 5.3, 5.069230769230769)","(20.0, 48.0, 45.2)","(4.4, 5.8, 5.434782608695652)","(3.6, 4.8, 4.704761904761905)","(6.0, 11.0, 10.330769230769231)"
06-01-2023 14:54:29.260890,"(5.0, 6.4, 6.0888888888888895)","(20.0, 38.0, 33.05882352941177)","(6.0, 15.0, 12.333333333333334)","(5.0, 5.3, 5.069230769230769)","(20.0, 48.0, 45.2)","(4.4, 5.8, 5.434782608695652)","(3.6, 4.8, 4.704761904761905)","(6.0, 11.5, 10.330769230769231)"
06-01-2023 14:54:30.488612,"(5.0, 6.4, 6.0888888888888895)","(20.0, 38.0, 33.05882352941177)","(6.0, 15.0, 12.333333333333334)","(5.0, 5.3, 5.069230769230769)","(20.0, 48.0, 45.2)","(4.4, 5.8, 5.434782608695652)","(3.6, 4.8, 4.704761904761905)","(6.0, 11.5, 10.330769230769231)"
06-01-2023 14:54:31.667331,"(5.0, 6.4, 6.0888888888888895)","(20.0, 38.0, 33.05882352941177)","(6.0, 15.0, 12.333333333333334)","(5.0, 5.3, 5.1125)","(20.0, 48.0, 45.2)","(4.4, 5.8, 5.434782608695652)","(3.6, 4.8, 4.704761904761905)","(6.0, 11.5, 10.330769230769231)"
06-01-2023 14:54:32.731010,"(5.0, 6.4, 6.0888888888888895)","(20.0, 38.0, 33.05882352941177)","(6.0, 15.0, 12.333333333333334)","(5.0, 5.3, 5.1125)","(20.0, 48.0, 45.2)","(4.4, 5.8, 5.4750000000000005)","(3.6, 4.8, 4.711111111111111)","(6.0, 11.5, 10.3)"
06-01-2023 14:54:33.810351,"(5.0, 6.4, 6.0888888888888895)","(20.0, 38.0, 33.05882352941177)","(6.0, 14.5, 12.625)","(5.0, 5.3, 5.1125)","(20.0, 48.0, 45.2)","(4.4, 5.7, 5.4750000000000005)","(3.6, 4.8, 4.711111111111111)","(6.0, 11.0, 10.3)"
06-01-2023 14:54:34.859122,"(5.0, 6.4, 5.969230769230769)","(20.0, 38.0, 33.05882352941177)","(6.0, 14.5, 12.625)","(5.0, 5.3, 5.1125)","(20.0, 48.0, 45.2)","(4.4, 5.7, 5.4375)","(3.6, 4.8, 4.711111111111111)","(6.0, 11.0, 10.3)"
06-01-2023 14:54:35.856077,"(5.0, 6.4, 6.0888888888888895)","(20.0, 38.0, 33.05882352941177)","(6.0, 14.5, 12.333333333333334)","(5.0, 5.3, 5.1125)","(20.0, 48.0, 45.2)","(4.4, 5.7, 5.4375)","(3.6, 4.8, 4.711111111111111)","(6.0, 11.0, 10.3)"
06-01-2023 14:54:36.885662,"(5.0, 6.4, 6.0888888888888895)","(20.0, 38.0, 33.05882352941177)","(6.0, 14.5, 12.333333333333334)","(5.0, 5.3, 5.1125)","(20.0, 48.0, 45.2)","(4.4, 5.7, 5.4375)","(3.6, 4.8, 4.711111111111111)","(6.0, 11.0, 10.3)"
06-01-2023 14:54:38.023132,"(5.0, 6.4, 6.0888888888888895)","(20.0, 38.0, 33.05882352941177)","(6.0, 14.5, 12.333333333333334)","(5.0, 5.3, 5.1125)","(20.0, 48.0, 45.2)","(4.4, 5.7, 5.4375)","(3.6, 4.8, 4.711111111111111)","(6.0, 11.0, 10.461538461538462)"
06-01-2023 14:54:39.127078,"(5.0, 6.4, 6.0888888888888895)","(20.0, 38.0, 33.05882352941177)","(6.0, 14.5, 12.333333333333334)","(5.0, 5.3, 4.966666666666667)","(20.0, 48.0, 45.2)","(4.4, 5.7, 5.4375)","(3.6, 4.8, 4.711111111111111)","(6.0, 11.0, 10.3)"
06-01-2023 14:54:40.292902,"(5.0, 6.4, 6.0)","(20.0, 38.0, 33.05882352941177)","(6.0, 14.5, 12.333333333333334)","(5.0, 5.3, 4.966666666666667)","(20.0, 48.0, 45.2)","(4.4, 5.7, 5.4375)","(3.6, 4.8, 4.711111111111111)","(6.0, 11.0, 10.3)"
06-01-2023 14:54:41.444299,"(5.0, 6.4, 5.818181818181818)","(20.0, 38.0, 35.09090909090909)","(6.0, 14.5, 12.333333333333334)","(5.0, 5.3, 4.966666666666667)","(20.0, 48.0, 45.2)","(4.4, 5.7, 5.4375)","(3.6, 4.8, 4.711111111111111)","(6.0, 11.0, 10.3)"
06-01-2023 14:54:42.622437,"(5.0, 6.4, 5.969230769230769)","(20.0, 36.0, 35.09090909090909)","(6.0, 14.5, 12.333333333333334)","(5.0, 5.3, 4.966666666666667)","(20.0, 48.0, 45.2)","(4.4, 5.7, 5.4375)","(3.6, 4.8, 4.711111111111111)","(6.0, 11.0, 10.3)"
06-01-2023 14:54:43.777915,"(5.0, 6.4, 6.0888888888888895)","(20.0, 36.0, 35.09090909090909)","(6.0, 14.5, 12.333333333333334)","(5.0, 5.3, 4.966666666666667)","(20.0, 48.0, 45.2)","(4.4, 5.7, 5.4375)","(3.6, 4.8, 4.711111111111111)","(6.0, 11.0, 10.461538461538462)"
