,Coppola Bale,Besant Bale,Yellow Hawk,Tessa Poppy,Ferocious Betty,Trending Yale,Xyloid Bale,Kanji Waco
11-01-2023 18:36:36.876174,"(10.0, 13.5, 13.125)","(21.0, 34.0, 32.888888888888886)","(10.0, 12.5, 12.28)","(14.0, 17.0, 16.733333333333334)","(19.0, 28.0, 26.8)","(5.5, 7.0, 6.9125)","(1.6, 1.96, 1.9578125)","(12.0, 16.5, 15.6)"
11-01-2023 18:36:37.991394,"(10.0, 13.5, 13.125)","(21.0, 36.0, 35.55555555555556)","(10.0, 12.5, 12.28)","(14.0, 17.0, 16.733333333333334)","(19.0, 28.0, 27.4)","(5.5, 7.0, 6.903448275862069)","(1.6, 1.97, 1.961111111111111)","(12.0, 16.5, 15.6)"
11-01-2023 18:36:39.125174,"(10.0, 13.5, 13.1)","(21.0, 36.0, 35.5)","(10.0, 12.5, 12.28)","(14.0, 17.0, 16.733333333333334)","(19.0, 30.0, 27.62962962962963)","(5.5, 7.0, 6.903448275862069)","(1.6, 1.97, 1.9572727272727273)","(12.0, 16.5, 15.6)"
11-01-2023 18:36:40.294285,"(10.0, 13.5, 13.1)","(21.0, 36.0, 35.0)","(10.0, 12.5, 12.28)","(14.0, 17.0, 16.733333333333334)","(19.0, 30.0, 27.62962962962963)","(5.5, 7.0, 6.911111111111111)","(1.6, 1.96, 1.9555555555555555)","(12.0, 16.5, 15.857142857142858)"
11-01-2023 18:36:41.383532,"(10.0, 14.0, 13.263157894736842)","(21.0, 36.0, 34.666666666666664)","(10.0, 12.5, 12.28)","(14.0, 17.0, 16.733333333333334)","(20.0, 30.0, 27.62962962962963)","(5.5, 7.0, 6.915384615384616)","(1.65, 1.96, 1.9591666666666667)","(12.0, 16.5, 15.6)"
11-01-2023 18:36:42.459939,"(10.0, 14.0, 13.266666666666667)","(21.0, 36.0, 34.666666666666664)","(10.0, 12.5, 12.166666666666666)","(14.0, 17.0, 16.733333333333334)","(20.0, 30.0, 28.75)","(5.5, 7.0, 6.890909090909091)","(1.65, 1.97, 1.9403225806451612)","(12.0, 16.5, 15.807692307692308)"
11-01-2023 18:36:43.624049,"(10.0, 14.0, 13.333333333333334)","(21.0, 36.0, 34.666666666666664)","(10.0, 12.5, 12.166666666666666)","(14.0, 17.0, 16.733333333333334)","(20.0, 30.0, 28.315789473684212)","(5.5, 7.0, 6.888235294117647)","(1.65, 1.95, 1.9357627118644067)","(12.0, 16.5, 15.9)"
11-01-2023 18:36:44.731515,"(10.0, 14.0, 13.333333333333334)","(21.0, 36.0, 34.666666666666664)","(10.0, 12.0, 11.953846153846154)","(14.0, 16.5, 16.45)","(20.0, 30.0, 29.142857142857142)","(5.5, 7.2, 6.909589041095891)","(1.65, 1.95, 1.9334375)","(12.0, 16.5, 15.9)"
11-01-2023 18:36:45.813438,"(10.0, 14.0, 13.333333333333334)","(21.0, 36.0, 34.666666666666664)","(10.0, 12.0, 11.98360655737705)","(14.0, 17.0, 16.73076923076923)","(20.0, 30.0, 27.833333333333332)","(5.5, 7.2, 7.042105263157895)","(1.65, 1.95, 1.9377777777777778)","(12.0, 16.5, 16.071428571428573)"
11-01-2023 18:36:46.832189,"(10.0, 14.0, 13.263157894736842)","(21.0, 36.0, 34.666666666666664)","(10.0, 12.5, 12.008620689655173)","(14.0, 17.0, 16.73076923076923)","(20.0, 30.0, 28.095238095238095)","(5.5, 7.2, 7.042105263157895)","(1.65, 1.94, 1.9328571428571428)","(12.0, 16.5, 16.205882352941178)"
11-01-2023 18:36:47.933601,"(10.0, 14.0, 13.263157894736842)","(21.0, 36.0, 34.666666666666664)","(10.0, 12.5, 12.008620689655173)","(14.0, 17.0, 16.695652173913043)","(20.0, 30.0, 29.142857142857142)","(5.5, 7.2, 7.042105263157895)","(1.65, 1.94, 1.9328571428571428)","(12.0, 16.5, 16.205882352941178)"
11-01-2023 18:36:49.033770,"(10.0, 14.0, 13.263157894736842)","(21.0, 36.0, 34.666666666666664)","(10.0, 12.5, 12.008620689655173)","(14.0, 17.0, 16.73076923076923)","(20.0, 30.0, 28.0)","(5.5, 7.2, 7.042105263157895)","(1.65, 1.95, 1.932222222222222)","(12.0, 16.5, 16.1875)"
11-01-2023 18:36:50.072081,"(10.0, 14.0, 13.263157894736842)","(21.0, 36.0, 34.666666666666664)","(10.0, 12.5, 12.004273504273504)","(14.0, 17.0, 16.73076923076923)","(20.0, 30.0, 28.0)","(5.5, 7.2, 7.042105263157895)","(1.65, 1.95, 1.932222222222222)","(12.0, 16.5, 16.1875)"
11-01-2023 18:36:51.116435,"(10.0, 14.0, 13.263157894736842)","(21.0, 36.0, 34.666666666666664)","(10.0, 12.0, 11.940298507462687)","(14.0, 17.0, 16.73076923076923)","(20.0, 30.0, 27.833333333333332)","(5.5, 7.2, 7.042105263157895)","(1.65, 1.95, 1.9362857142857142)","(12.0, 16.5, 16.1875)"
11-01-2023 18:36:52.191039,"(10.0, 14.0, 13.263157894736842)","(21.0, 36.0, 34.666666666666664)","(10.0, 12.0, 11.975)","(14.0, 17.0, 16.73076923076923)","(20.0, 30.0, 28.894736842105264)","(5.5, 7.2, 7.075)","(1.65, 1.95, 1.927638888888889)","(12.0, 16.5, 16.1875)"
11-01-2023 18:36:53.321499,"(10.0, 14.0, 13.263157894736842)","(21.0, 36.0, 34.666666666666664)","(10.0, 12.0, 11.976190476190476)","(14.0, 17.0, 16.785714285714285)","(20.0, 30.0, 29.4)","(5.5, 7.2, 7.042105263157895)","(1.65, 1.93, 1.946774193548387)","(12.0, 16.5, 16.1875)"
11-01-2023 18:36:54.432893,"(10.0, 14.0, 13.263157894736842)","(21.0, 36.0, 34.666666666666664)","(10.0, 12.0, 11.941176470588236)","(14.0, 17.0, 16.785714285714285)","(20.0, 30.0, 28.41176470588235)","(5.5, 7.2, 7.075)","(1.65, 1.95, 1.9448571428571428)","(12.0, 16.5, 16.1875)"
11-01-2023 18:36:55.509821,"(10.0, 14.0, 13.263157894736842)","(21.0, 36.0, 33.333333333333336)","(10.0, 12.0, 11.879746835443038)","(14.0, 17.0, 16.6875)","(20.0, 30.0, 28.6875)","(5.5, 7.2, 7.072)","(1.65, 1.95, 1.9405555555555556)","(12.0, 16.5, 16.1875)"
11-01-2023 18:36:56.565534,"(10.0, 14.0, 13.263157894736842)","(21.0, 36.0, 34.285714285714285)","(10.0, 12.0, 11.693548387096774)","(14.0, 17.0, 16.6875)","(20.0, 30.0, 29.454545454545453)","(5.5, 7.2, 7.091666666666667)","(1.65, 1.95, 1.9415151515151514)","(12.0, 16.5, 16.1875)"
11-01-2023 18:36:57.594022,"(10.0, 14.0, 13.263157894736842)","(21.0, 36.0, 34.285714285714285)","(10.0, 12.0, 11.693548387096774)","(14.0, 17.0, 16.6875)","(20.0, 30.0, 29.11764705882353)","(5.5, 7.2, 7.091666666666667)","(1.65, 1.95, 1.9415151515151514)","(12.0, 16.5, 16.1875)"
11-01-2023 18:36:58.691281,"(10.0, 14.0, 13.263157894736842)","(21.0, 36.0, 33.333333333333336)","(10.0, 12.0, 11.693548387096774)","(14.0, 17.0, 16.6875)","(20.0, 30.0, 29.11764705882353)","(5.5, 7.2, 7.072)","(1.65, 1.95, 1.9417391304347826)","(12.0, 16.5, 16.1875)"
11-01-2023 18:36:59.661063,"(10.0, 14.0, 13.263157894736842)","(21.0, 36.0, 34.285714285714285)","(10.0, 12.0, 11.693548387096774)","(14.0, 17.0, 16.6875)","(20.0, 30.0, 28.6875)","(5.5, 7.2, 7.072)","(1.65, 1.95, 1.9417391304347826)","(12.0, 16.5, 16.1875)"
11-01-2023 18:37:00.709299,"(10.0, 14.0, 13.263157894736842)","(21.0, 36.0, 34.285714285714285)","(10.0, 12.0, 11.768292682926829)","(14.0, 17.0, 16.6875)","(20.0, 30.0, 28.5)","(5.5, 7.2, 7.072)","(1.65, 1.95, 1.9407142857142856)","(12.0, 16.5, 16.1875)"
11-01-2023 18:37:01.979812,"(10.0, 14.0, 13.263157894736842)","(21.0, 36.0, 34.588235294117645)","(10.0, 12.0, 11.73404255319149)","(14.0, 17.0, 16.666666666666668)","(20.0, 30.0, 28.42105263157895)","(5.5, 7.2, 7.15)","(1.65, 1.95, 1.940357142857143)","(12.0, 16.5, 16.30952380952381)"
11-01-2023 18:37:03.106376,"(10.0, 14.0, 13.533333333333333)","(21.0, 36.0, 34.588235294117645)","(10.0, 12.0, 11.73404255319149)","(14.0, 17.0, 16.666666666666668)","(20.0, 30.0, 26.794117647058822)","(5.5, 7.4, 7.1375)","(1.65, 1.95, 1.947450980392157)","(12.0, 16.5, 16.043478260869566)"
11-01-2023 18:37:04.314548,"(10.0, 14.0, 13.552631578947368)","(21.0, 36.0, 34.0)","(10.0, 11.5, 11.463235294117647)","(14.0, 17.0, 16.666666666666668)","(20.0, 29.0, 26.771428571428572)","(5.5, 7.2, 7.083018867924529)","(1.65, 1.96, 1.9508571428571428)","(12.0, 17.0, 15.833333333333334)"
11-01-2023 18:37:05.473766,"(10.0, 14.0, 13.512195121951219)","(21.0, 36.0, 34.0)","(10.0, 12.0, 11.63)","(14.0, 17.0, 16.666666666666668)","(20.0, 29.0, 26.75)","(5.5, 7.2, 7.1375)","(1.65, 1.96, 1.953877551020408)","(12.0, 17.0, 16.22222222222222)"
11-01-2023 18:37:06.616417,"(10.0, 14.0, 13.444444444444445)","(21.0, 36.0, 35.38461538461539)","(10.0, 12.0, 11.707865168539326)","(14.0, 17.0, 16.666666666666668)","(20.0, 29.0, 27.5)","(5.5, 7.2, 7.114285714285715)","(1.65, 1.96, 1.9548148148148148)","(12.0, 16.5, 15.666666666666666)"
11-01-2023 18:37:07.703817,"(10.0, 14.0, 13.516129032258064)","(21.0, 42.0, 39.09090909090909)","(10.0, 12.0, 11.707865168539326)","(14.0, 17.0, 16.651162790697676)","(20.0, 28.0, 27.125)","(5.5, 7.2, 7.110344827586207)","(1.65, 1.96, 1.9335294117647057)","(12.0, 16.5, 15.966666666666667)"
11-01-2023 18:37:08.816436,"(10.0, 14.0, 13.617647058823529)","(21.0, 42.0, 39.0)","(10.0, 12.0, 11.715909090909092)","(14.0, 17.0, 17.25)","(20.0, 28.0, 27.058823529411764)","(5.5, 7.2, 7.11875)","(1.65, 1.95, 1.9240625)","(12.0, 16.0, 15.928571428571429)"
11-01-2023 18:37:09.875066,"(10.0, 14.0, 13.681818181818182)","(21.0, 42.0, 38.44444444444444)","(10.0, 12.0, 11.75)","(14.0, 17.5, 17.88235294117647)","(20.0, 28.0, 26.666666666666668)","(5.5, 7.2, 7.14375)","(1.65, 1.94, 1.9176315789473684)","(12.0, 16.0, 16.071428571428573)"
11-01-2023 18:37:10.872062,"(10.0, 14.0, 13.738095238095237)","(21.0, 42.0, 38.285714285714285)","(10.0, 12.0, 11.714285714285714)","(14.0, 18.5, 18.08823529411765)","(20.0, 28.0, 26.666666666666668)","(5.5, 7.4, 7.121052631578947)","(1.65, 1.92, 1.9159047619047618)","(12.0, 16.5, 16.071428571428573)"
11-01-2023 18:37:11.837721,"(10.0, 14.0, 13.738095238095237)","(21.0, 42.0, 38.285714285714285)","(10.0, 12.0, 11.714285714285714)","(14.0, 18.5, 17.9375)","(20.0, 28.0, 26.875)","(5.5, 7.2, 7.121052631578947)","(1.65, 1.93, 1.9159047619047618)","(12.0, 16.5, 16.086206896551722)"
11-01-2023 18:37:12.873068,"(10.0, 14.0, 13.94)","(21.0, 42.0, 38.285714285714285)","(10.0, 12.0, 11.714285714285714)","(14.0, 18.5, 17.982758620689655)","(20.0, 27.0, 26.875)","(5.5, 7.2, 7.152)","(1.65, 1.93, 1.9159374999999998)","(12.0, 16.5, 16.055555555555557)"
11-01-2023 18:37:13.970048,"(10.0, 14.5, 14.076923076923077)","(21.0, 42.0, 38.0)","(10.0, 12.0, 11.728155339805825)","(14.0, 18.5, 17.875)","(20.0, 27.0, 27.57894736842105)","(5.5, 7.2, 7.131034482758621)","(1.65, 1.92, 1.920632911392405)","(12.0, 16.5, 16.055555555555557)"
11-01-2023 18:37:15.241130,"(10.0, 14.5, 13.972222222222221)","(21.0, 42.0, 37.6)","(10.0, 12.5, 11.635416666666666)","(14.0, 18.5, 16.977272727272727)","(20.0, 28.0, 27.764705882352942)","(5.5, 7.2, 7.103225806451613)","(1.65, 1.93, 1.9166666666666665)","(12.0, 16.5, 16.055555555555557)"
11-01-2023 18:37:16.280287,"(10.0, 14.5, 13.972222222222221)","(21.0, 38.0, 37.6)","(10.0, 12.0, 11.635416666666666)","(14.0, 17.0, 16.977272727272727)","(20.0, 28.0, 27.142857142857142)","(5.5, 7.2, 7.1571428571428575)","(1.65, 1.92, 1.9247619047619047)","(12.0, 16.5, 16.14516129032258)"
11-01-2023 18:37:17.365676,"(10.0, 14.5, 14.153846153846153)","(21.0, 38.0, 37.0)","(10.0, 12.0, 11.598360655737705)","(14.0, 16.5, 16.3125)","(20.0, 28.0, 27.142857142857142)","(5.5, 7.2, 7.1375)","(1.65, 1.93, 1.9298989898989898)","(12.0, 16.5, 16.14516129032258)"
11-01-2023 18:37:18.530258,"(10.0, 15.0, 14.470588235294118)","(21.0, 36.0, 35.5)","(10.0, 12.0, 11.598360655737705)","(14.0, 16.0, 15.934782608695652)","(20.0, 28.0, 27.142857142857142)","(5.5, 7.2, 7.133333333333334)","(1.65, 1.94, 1.9297087378640776)","(12.0, 16.5, 16.14516129032258)"
11-01-2023 18:37:19.792602,"(10.0, 15.0, 14.470588235294118)","(21.0, 36.0, 37.0)","(10.0, 12.0, 11.712962962962964)","(14.0, 16.5, 15.976190476190476)","(20.0, 28.0, 27.81818181818182)","(5.5, 7.2, 7.153846153846154)","(1.65, 1.94, 1.928)","(12.0, 16.5, 16.08823529411765)"
11-01-2023 18:37:20.936118,"(10.0, 15.0, 14.470588235294118)","(21.0, 38.0, 37.0)","(10.0, 12.0, 11.78048780487805)","(14.0, 16.5, 15.976190476190476)","(20.0, 28.0, 27.545454545454547)","(5.5, 7.2, 7.094117647058823)","(1.65, 1.94, 1.9328333333333332)","(12.0, 16.5, 16.045454545454547)"
11-01-2023 18:37:22.033399,"(10.0, 15.0, 14.466666666666667)","(21.0, 40.0, 34.705882352941174)","(10.0, 12.0, 11.8)","(14.0, 16.5, 15.954545454545455)","(20.0, 28.0, 27.307692307692307)","(5.5, 7.2, 7.094736842105263)","(1.65, 1.94, 1.9352)","(12.0, 16.5, 16.045454545454547)"
11-01-2023 18:37:23.077231,"(10.0, 15.0, 14.52)","(21.0, 38.0, 34.72727272727273)","(10.0, 12.0, 11.741071428571429)","(14.0, 16.5, 15.954545454545455)","(20.0, 28.0, 27.23076923076923)","(5.5, 7.2, 7.097297297297297)","(1.65, 1.94, 1.938)","(12.0, 16.5, 16.045454545454547)"
11-01-2023 18:37:24.086642,"(10.0, 15.0, 14.466666666666667)","(21.0, 38.0, 34.666666666666664)","(10.0, 12.0, 11.741071428571429)","(14.0, 16.5, 15.954545454545455)","(20.0, 28.0, 27.23076923076923)","(5.5, 7.2, 7.094736842105263)","(1.65, 1.94, 1.9406024096385541)","(12.0, 16.5, 16.045454545454547)"
11-01-2023 18:37:25.125426,"(10.0, 15.0, 14.466666666666667)","(21.0, 38.0, 36.5)","(10.0, 12.0, 11.545454545454545)","(14.0, 16.5, 15.954545454545455)","(20.0, 28.0, 27.23076923076923)","(5.5, 7.2, 7.094736842105263)","(1.65, 1.95, 1.9495555555555555)","(12.0, 16.5, 15.95)"
11-01-2023 18:37:26.147950,"(10.0, 15.0, 14.52)","(21.0, 36.0, 34.5)","(10.0, 11.5, 11.450617283950617)","(14.0, 16.5, 15.914634146341463)","(20.0, 28.0, 27.047619047619047)","(5.5, 7.0, 6.91764705882353)","(1.65, 1.97, 1.9773076923076922)","(12.0, 16.5, 15.95)"
11-01-2023 18:37:27.169966,"(10.0, 15.0, 14.466666666666667)","(21.0, 36.0, 34.4)","(10.0, 11.5, 11.474025974025974)","(14.0, 16.0, 15.833333333333334)","(20.0, 29.0, 27.5)","(5.5, 7.0, 6.79)","(1.65, 1.98, 1.9817460317460318)","(12.0, 16.5, 15.513513513513514)"
11-01-2023 18:37:28.283172,"(10.0, 15.0, 14.466666666666667)","(21.0, 36.0, 34.30769230769231)","(10.0, 11.5, 11.450617283950617)","(14.0, 16.0, 15.666666666666666)","(20.0, 29.0, 28.0)","(5.5, 6.8, 6.8533333333333335)","(1.65, 1.99, 1.9818072289156627)","(12.0, 16.0, 15.282608695652174)"
11-01-2023 18:37:29.393715,"(10.0, 15.0, 14.4)","(21.0, 36.0, 34.266666666666666)","(10.0, 11.5, 11.39655172413793)","(14.0, 16.0, 15.666666666666666)","(20.0, 29.0, 27.51851851851852)","(5.5, 7.0, 6.8533333333333335)","(1.65, 1.99, 1.9854545454545454)","(12.0, 15.5, 15.192307692307692)"
11-01-2023 18:37:30.466192,"(10.0, 15.0, 14.4)","(21.0, 36.0, 34.266666666666666)","(10.0, 11.5, 11.39655172413793)","(14.0, 16.0, 15.76923076923077)","(20.0, 29.0, 27.608695652173914)","(5.5, 7.0, 6.966666666666667)","(1.65, 1.99, 1.9884210526315789)","(12.0, 15.5, 15.2)"
11-01-2023 18:37:31.517512,"(10.0, 15.0, 14.511627906976745)","(21.0, 36.0, 34.266666666666666)","(10.0, 11.5, 11.38888888888889)","(14.0, 16.0, 15.868421052631579)","(20.0, 29.0, 27.608695652173914)","(5.5, 7.0, 7.015)","(1.65, 1.99, 1.9630578512396695)","(12.0, 15.5, 15.15625)"
11-01-2023 18:37:32.556180,"(10.0, 14.5, 14.407407407407407)","(21.0, 36.0, 34.666666666666664)","(10.0, 11.5, 11.317073170731707)","(14.0, 16.0, 15.868421052631579)","(20.0, 29.0, 28.166666666666668)","(5.5, 7.2, 7.085714285714285)","(1.65, 1.97, 1.9334615384615383)","(12.0, 15.5, 15.192307692307692)"
11-01-2023 18:37:33.575645,"(10.0, 15.0, 14.85)","(21.0, 36.0, 34.75)","(10.0, 12.0, 11.617647058823529)","(14.0, 17.0, 16.25)","(20.0, 29.0, 27.75)","(5.5, 7.2, 7.109677419354838)","(1.65, 1.95, 1.935)","(12.0, 15.5, 15.233333333333333)"
11-01-2023 18:37:34.611792,"(10.0, 15.0, 14.970588235294118)","(21.0, 36.0, 34.75)","(10.0, 12.0, 11.56060606060606)","(14.0, 17.0, 16.423076923076923)","(20.0, 29.0, 27.5)","(5.5, 7.2, 7.1030303030303035)","(1.65, 1.94, 1.9366666666666665)","(12.0, 15.5, 15.25)"
11-01-2023 18:37:35.932674,"(10.0, 15.0, 14.977272727272727)","(21.0, 36.0, 34.666666666666664)","(10.0, 12.0, 11.6)","(14.0, 17.0, 16.53846153846154)","(20.0, 29.0, 27.26086956521739)","(5.5, 7.2, 7.094444444444444)","(1.65, 1.94, 1.9390140845070423)","(12.0, 15.5, 13.621495327102803)"
11-01-2023 18:37:37.043281,"(10.0, 15.0, 14.98076923076923)","(21.0, 36.0, 34.666666666666664)","(10.0, 12.0, 11.6)","(14.0, 17.0, 16.529411764705884)","(20.0, 29.0, 27.26086956521739)","(5.5, 7.2, 7.121951219512195)","(1.65, 1.95, 1.9389361702127659)","(12.0, 14.0, 14.466666666666667)"
11-01-2023 18:37:38.047561,"(10.0, 15.0, 14.803030303030303)","(21.0, 36.0, 34.705882352941174)","(10.0, 12.0, 11.565217391304348)","(14.0, 17.5, 17.055555555555557)","(20.0, 29.0, 27.26086956521739)","(5.5, 7.2, 7.096774193548387)","(1.65, 1.95, 1.966896551724138)","(12.0, 14.5, 14.263157894736842)"
11-01-2023 18:37:39.056742,"(11.0, 14.5, 14.380952380952381)","(21.0, 36.0, 34.705882352941174)","(10.0, 12.0, 11.591836734693878)","(14.0, 17.0, 16.9)","(20.0, 29.0, 27.26086956521739)","(5.5, 7.2, 7.096774193548387)","(1.65, 1.98, 1.964)","(12.0, 14.5, 13.969696969696969)"
11-01-2023 18:37:40.294753,"(11.0, 14.5, 14.333333333333334)","(21.0, 36.0, 34.75)","(10.0, 12.0, 11.68131868131868)","(14.0, 17.0, 16.75)","(20.0, 29.0, 27.857142857142858)","(5.5, 7.2, 7.115151515151515)","(1.65, 1.98, 1.9652941176470589)","(12.0, 14.0, 13.954545454545455)"
11-01-2023 18:37:41.507500,"(11.0, 14.5, 14.3125)","(21.0, 36.0, 34.75)","(10.0, 12.0, 11.601941747572816)","(14.0, 17.0, 16.75)","(20.0, 29.0, 27.58823529411765)","(5.5, 7.2, 7.11764705882353)","(1.65, 1.98, 1.976206896551724)","(12.0, 14.0, 13.847826086956522)"
11-01-2023 18:37:42.644475,"(11.0, 14.5, 14.263157894736842)","(21.0, 36.0, 34.75)","(10.0, 12.0, 11.601941747572816)","(14.0, 17.0, 16.714285714285715)","(20.0, 29.0, 27.375)","(5.5, 7.2, 7.104)","(1.65, 1.98, 1.98)","(12.0, 14.0, 13.847826086956522)"
11-01-2023 18:37:43.808257,"(11.0, 14.0, 13.966666666666667)","(21.0, 36.0, 34.8)","(10.0, 12.0, 11.601941747572816)","(14.0, 17.0, 16.625)","(20.0, 29.0, 27.608695652173914)","(5.5, 7.2, 7.1410526315789475)","(1.65, 1.99, 1.986779661016949)","(12.0, 14.0, 13.847826086956522)"
11-01-2023 18:37:45.006357,"(11.0, 14.0, 13.875)","(21.0, 36.0, 34.8)","(10.0, 12.0, 11.601941747572816)","(14.0, 17.0, 16.625)","(20.0, 29.0, 27.608695652173914)","(5.5, 7.2, 7.1410526315789475)","(1.65, 1.99, 1.9894117647058824)","(12.0, 14.0, 13.5625)"
11-01-2023 18:37:46.253568,"(11.0, 14.0, 13.88888888888889)","(21.0, 36.0, 34.92307692307692)","(10.0, 12.0, 11.67032967032967)","(14.0, 17.0, 16.689655172413794)","(20.0, 29.0, 28.714285714285715)","(5.5, 7.2, 7.0962962962962965)","(1.65, 1.99, 1.986206896551724)","(12.0, 14.0, 13.52)"
11-01-2023 18:37:47.434113,"(11.0, 14.0, 13.944444444444445)","(21.0, 36.0, 34.92307692307692)","(10.0, 12.0, 11.709677419354838)","(14.0, 17.0, 16.689655172413794)","(20.0, 30.0, 29.25)","(5.5, 7.2, 7.078048780487805)","(1.65, 1.99, 1.936085626911315)","(12.0, 14.0, 13.637931034482758)"
11-01-2023 18:37:48.536528,"(11.0, 14.5, 14.137931034482758)","(21.0, 36.0, 35.09090909090909)","(10.0, 12.0, 11.640625)","(14.0, 17.0, 16.794117647058822)","(20.0, 30.0, 29.90909090909091)","(5.5, 7.2, 7.18974358974359)","(1.65, 1.94, 1.9535416666666667)","(12.0, 14.0, 13.763157894736842)"
11-01-2023 18:37:49.704136,"(11.0, 14.0, 13.96774193548387)","(21.0, 36.0, 35.2)","(10.0, 12.0, 11.613636363636363)","(14.0, 17.5, 16.8125)","(20.0, 30.0, 29.81818181818182)","(5.5, 7.2, 7.232558139534884)","(1.65, 1.96, 1.950625)","(12.0, 14.0, 13.81578947368421)"
11-01-2023 18:37:50.894740,"(11.0, 14.5, 14.14)","(21.0, 36.0, 35.2)","(10.0, 12.0, 11.527777777777779)","(14.0, 17.5, 16.8125)","(20.0, 30.0, 29.81818181818182)","(5.5, 7.4, 7.232558139534884)","(1.65, 1.96, 1.9566)","(12.0, 14.0, 13.81578947368421)"
11-01-2023 18:37:52.090266,"(11.0, 14.5, 14.090909090909092)","(21.0, 36.0, 35.06666666666667)","(10.0, 12.0, 11.688073394495413)","(14.0, 17.5, 16.9)","(20.0, 30.0, 29.81818181818182)","(5.5, 7.4, 7.22992125984252)","(1.65, 1.96, 1.9481967213114753)","(12.0, 14.0, 13.825)"
11-01-2023 18:37:53.225065,"(11.0, 14.5, 14.159574468085106)","(21.0, 36.0, 35.45454545454545)","(10.0, 12.0, 11.568965517241379)","(14.0, 17.5, 16.9)","(20.0, 32.0, 29.4468085106383)","(5.5, 7.4, 7.240677966101695)","(1.65, 1.95, 1.9659259259259259)","(12.0, 14.0, 13.733333333333333)"
11-01-2023 18:37:54.340603,"(11.0, 14.5, 14.21111111111111)","(21.0, 36.0, 35.6)","(10.0, 12.0, 11.75)","(14.0, 17.5, 16.9)","(20.0, 32.0, 29.4468085106383)","(5.5, 7.4, 7.2629629629629635)","(1.65, 1.97, 1.962183908045977)","(12.0, 14.0, 13.701492537313433)"
11-01-2023 18:37:55.507222,"(11.0, 14.5, 14.21111111111111)","(21.0, 36.0, 35.4)","(10.0, 12.0, 11.695121951219512)","(14.0, 17.5, 16.9)","(20.0, 32.0, 29.133333333333333)","(5.5, 7.4, 7.2629629629629635)","(1.65, 1.97, 1.9534117647058824)","(12.0, 14.0, 13.695652173913043)"
11-01-2023 18:37:56.719419,"(11.0, 14.5, 14.142857142857142)","(21.0, 38.0, 37.77777777777778)","(10.0, 12.0, 11.595505617977528)","(14.0, 17.5, 16.9)","(20.0, 32.0, 29.133333333333333)","(5.5, 7.4, 7.316883116883117)","(1.65, 1.96, 1.9586842105263158)","(12.0, 14.0, 13.827868852459016)"
11-01-2023 18:37:57.877169,"(11.0, 14.5, 14.03448275862069)","(21.0, 36.0, 35.09090909090909)","(10.0, 12.0, 11.641304347826086)","(14.0, 17.5, 16.738095238095237)","(20.0, 32.0, 29.084745762711865)","(5.5, 7.4, 7.316883116883117)","(1.65, 1.97, 1.9604950495049505)","(12.0, 14.0, 13.871794871794872)"
11-01-2023 18:37:58.988569,"(11.0, 14.5, 13.96031746031746)","(21.0, 36.0, 35.09090909090909)","(10.0, 12.0, 11.572649572649572)","(14.0, 16.5, 16.482142857142858)","(20.0, 30.0, 29.0)","(5.5, 7.4, 7.3358974358974365)","(1.65, 1.97, 1.9573626373626374)","(12.0, 14.0, 13.847457627118644)"
11-01-2023 18:38:00.161956,"(11.0, 14.5, 13.9375)","(21.0, 36.0, 35.0)","(10.0, 12.0, 11.56140350877193)","(14.0, 17.0, 16.72222222222222)","(20.0, 30.0, 28.9)","(5.5, 7.4, 7.300000000000001)","(1.65, 1.96, 1.94327868852459)","(12.0, 14.0, 14.21875)"
11-01-2023 18:38:01.355881,"(11.0, 14.5, 13.825)","(21.0, 36.0, 35.0)","(10.0, 12.0, 11.474576271186441)","(14.0, 17.0, 16.575757575757574)","(20.0, 30.0, 28.451612903225808)","(5.5, 7.4, 7.294117647058823)","(1.65, 1.96, 1.9487037037037036)","(12.0, 14.5, 14.41304347826087)"
11-01-2023 18:38:02.597489,"(11.0, 14.0, 13.859375)","(21.0, 36.0, 35.0)","(10.0, 11.5, 11.474576271186441)","(14.0, 17.0, 15.976190476190476)","(20.0, 30.0, 28.4375)","(5.5, 7.4, 7.309375)","(1.65, 1.95, 1.9494117647058824)","(12.0, 14.5, 14.46875)"
11-01-2023 18:38:03.820438,"(11.0, 14.0, 13.942307692307692)","(21.0, 36.0, 35.64102564102564)","(10.0, 12.0, 11.504424778761061)","(14.0, 16.0, 15.976190476190476)","(20.0, 30.0, 28.4375)","(5.5, 7.4, 7.309375)","(1.65, 1.95, 1.9408510638297871)","(12.0, 14.5, 14.46875)"
11-01-2023 18:38:05.042785,"(11.0, 14.5, 13.76086956521739)","(21.0, 36.0, 35.82857142857143)","(10.0, 12.0, 11.495495495495495)","(14.0, 15.5, 15.0)","(20.0, 30.0, 28.51851851851852)","(5.5, 7.4, 7.30625)","(1.65, 1.96, 1.9511827956989247)","(12.0, 14.5, 14.48)"
11-01-2023 18:38:06.245565,"(11.0, 14.5, 13.76086956521739)","(21.0, 40.0, 37.294117647058826)","(10.0, 12.0, 11.517241379310345)","(14.0, 15.0, 14.78125)","(20.0, 30.0, 28.466666666666665)","(5.5, 7.4, 7.30625)","(1.65, 1.96, 1.945940594059406)","(12.0, 14.5, 14.631578947368421)"
