,Claim The Crown,Kirkeby,Field Legend,Graces Secret,Chenin,Segrill,Bowery Breeze,Ladies Gem
11-01-2023 14:45:16.955725,"(5.5, 7.2, 6.50909090909091)","(7.0, 12.0, 10.6)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 19.25)","(3.0, 3.85, 3.5595744680851062)","(19.0, 90.0, 37.888888888888886)","(3.9, 4.7, 4.597237569060773)","(16.0, 23.0, 22.73076923076923)"
11-01-2023 14:45:18.190566,"(5.5, 7.2, 6.50909090909091)","(7.0, 12.0, 10.6)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 19.25)","(3.0, 3.85, 3.5595744680851062)","(19.0, 90.0, 37.888888888888886)","(3.9, 4.7, 4.597237569060773)","(16.0, 23.0, 22.73076923076923)"
11-01-2023 14:45:19.376677,"(5.5, 7.2, 6.50909090909091)","(7.0, 12.0, 10.6)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 19.25)","(3.0, 3.85, 3.5595744680851062)","(19.0, 90.0, 38.666666666666664)","(3.9, 4.7, 4.597237569060773)","(16.0, 23.0, 21.76923076923077)"
11-01-2023 14:45:20.588241,"(5.5, 7.2, 6.50909090909091)","(7.0, 12.0, 10.6)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 19.25)","(3.0, 3.85, 3.5595744680851062)","(19.0, 90.0, 38.666666666666664)","(3.9, 4.7, 4.597237569060773)","(16.0, 22.0, 21.76923076923077)"
11-01-2023 14:45:21.765339,"(5.5, 7.2, 6.50909090909091)","(7.0, 12.0, 10.6)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 19.25)","(3.0, 3.85, 3.5595744680851062)","(19.0, 90.0, 29.333333333333332)","(3.9, 4.7, 4.597237569060773)","(16.0, 22.0, 21.76923076923077)"
11-01-2023 14:45:22.944820,"(5.5, 7.2, 6.50909090909091)","(7.0, 12.0, 10.6)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 19.25)","(3.0, 3.85, 3.5595744680851062)","(19.0, 90.0, 29.333333333333332)","(3.9, 4.7, 4.597237569060773)","(16.0, 22.0, 21.76923076923077)"
11-01-2023 14:45:23.997448,"(5.5, 7.2, 6.50909090909091)","(7.0, 12.0, 10.6)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 19.25)","(3.0, 3.85, 3.5595744680851062)","(19.0, 90.0, 29.333333333333332)","(3.9, 4.7, 4.597237569060773)","(16.0, 22.0, 21.76923076923077)"
11-01-2023 14:45:25.091846,"(5.5, 7.2, 6.50909090909091)","(7.0, 12.0, 10.6)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 19.25)","(3.0, 3.85, 3.5595744680851062)","(19.0, 90.0, 42.0)","(3.9, 4.7, 4.597237569060773)","(16.0, 22.0, 21.76923076923077)"
11-01-2023 14:45:26.229176,"(5.5, 7.2, 6.50909090909091)","(7.0, 9.2, 9.142857142857142)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 19.25)","(3.0, 3.85, 3.5595744680851062)","(19.0, 110.0, 37.5)","(3.9, 4.7, 4.597237569060773)","(16.0, 22.0, 19.8)"
11-01-2023 14:45:27.315557,"(5.5, 7.2, 6.50909090909091)","(7.0, 12.0, 10.933333333333334)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 19.25)","(3.0, 3.85, 3.5595744680851062)","(19.0, 100.0, 37.5)","(3.9, 4.7, 4.597237569060773)","(16.0, 22.0, 19.8)"
11-01-2023 14:45:28.380176,"(5.5, 7.2, 6.50909090909091)","(7.0, 12.0, 10.933333333333334)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 19.25)","(3.0, 3.85, 3.5595744680851062)","(19.0, 100.0, 46.42857142857143)","(3.9, 4.7, 4.597237569060773)","(16.0, 22.0, 19.8)"
11-01-2023 14:45:29.541028,"(5.5, 7.2, 6.50909090909091)","(7.0, 12.0, 10.933333333333334)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 19.25)","(3.0, 3.85, 3.5595744680851062)","(19.0, 100.0, 46.42857142857143)","(3.9, 4.7, 4.597237569060773)","(16.0, 22.0, 19.8)"
11-01-2023 14:45:30.676761,"(5.5, 7.2, 6.50909090909091)","(7.0, 12.0, 10.933333333333334)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 19.25)","(3.0, 3.85, 3.5595744680851062)","(19.0, 100.0, 46.42857142857143)","(3.9, 4.7, 4.597237569060773)","(16.0, 22.0, 19.8)"
11-01-2023 14:45:31.823819,"(5.5, 7.2, 6.50909090909091)","(7.0, 12.0, 10.933333333333334)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 19.25)","(3.0, 3.85, 3.5595744680851062)","(19.0, 100.0, 46.42857142857143)","(3.9, 4.7, 4.597237569060773)","(16.0, 22.0, 19.8)"
11-01-2023 14:45:33.020132,"(5.5, 7.2, 6.50909090909091)","(7.0, 12.0, 10.933333333333334)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 19.25)","(3.0, 3.85, 3.5595744680851062)","(19.0, 100.0, 46.42857142857143)","(3.9, 4.7, 4.597237569060773)","(16.0, 22.0, 19.8)"
11-01-2023 14:45:34.187942,"(5.5, 7.2, 6.50909090909091)","(7.0, 12.0, 10.933333333333334)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 19.25)","(3.0, 3.85, 3.5595744680851062)","(19.0, 100.0, 46.42857142857143)","(3.9, 4.7, 4.597237569060773)","(16.0, 22.0, 19.8)"
11-01-2023 14:45:35.263374,"(5.5, 7.2, 6.50909090909091)","(7.0, 12.0, 10.933333333333334)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 19.25)","(3.0, 3.85, 3.5595744680851062)","(19.0, 100.0, 46.42857142857143)","(3.9, 4.7, 4.597237569060773)","(16.0, 22.0, 19.8)"
11-01-2023 14:45:36.334791,"(5.5, 7.2, 6.50909090909091)","(7.0, 12.0, 10.933333333333334)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 17.5)","(3.0, 3.85, 3.5595744680851062)","(19.0, 100.0, 46.42857142857143)","(3.9, 4.7, 4.597237569060773)","(16.0, 22.0, 19.8)"
11-01-2023 14:45:37.622347,"(5.5, 7.2, 6.50909090909091)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 17.5)","(3.0, 3.85, 3.5595744680851062)","(19.0, 100.0, 46.42857142857143)","(3.9, 4.7, 4.597237569060773)","(16.0, 22.0, 19.8)"
11-01-2023 14:45:38.829368,"(5.5, 7.2, 6.50909090909091)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 17.5)","(3.0, 3.85, 3.5595744680851062)","(19.0, 100.0, 46.42857142857143)","(3.9, 4.7, 4.597237569060773)","(16.0, 22.0, 19.8)"
11-01-2023 14:45:40.056166,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 17.5)","(3.0, 3.85, 3.5595744680851062)","(19.0, 100.0, 46.42857142857143)","(3.9, 4.7, 4.597237569060773)","(16.0, 22.0, 19.8)"
11-01-2023 14:45:41.447292,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 17.5)","(3.0, 3.85, 3.5595744680851062)","(19.0, 100.0, 46.42857142857143)","(3.9, 4.7, 4.597237569060773)","(16.0, 22.0, 19.8)"
11-01-2023 14:45:42.748072,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 17.5)","(3.0, 3.85, 3.5595744680851062)","(19.0, 100.0, 46.42857142857143)","(3.9, 4.7, 4.597237569060773)","(16.0, 22.0, 19.8)"
11-01-2023 14:45:44.149276,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 17.5)","(3.0, 3.85, 3.5595744680851062)","(19.0, 100.0, 35.0)","(3.9, 4.7, 4.532432432432432)","(16.0, 22.0, 19.8)"
11-01-2023 14:45:45.260242,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 17.5)","(3.0, 3.85, 3.5595744680851062)","(19.0, 100.0, 35.0)","(3.9, 4.7, 4.532432432432432)","(16.0, 22.0, 19.8)"
11-01-2023 14:45:46.382425,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 17.5)","(3.0, 3.85, 3.5595744680851062)","(19.0, 100.0, 35.0)","(3.9, 4.7, 4.532432432432432)","(16.0, 22.0, 19.8)"
11-01-2023 14:45:47.544901,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 17.5)","(3.0, 3.85, 3.5595744680851062)","(19.0, 100.0, 35.0)","(3.9, 4.7, 4.532432432432432)","(16.0, 22.0, 19.8)"
11-01-2023 14:45:48.713698,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 17.5)","(3.0, 3.85, 3.5595744680851062)","(19.0, 100.0, 64.54545454545455)","(3.9, 4.7, 4.532432432432432)","(16.0, 22.0, 19.8)"
11-01-2023 14:45:49.872080,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 17.5)","(3.0, 3.85, 3.5595744680851062)","(19.0, 100.0, 64.54545454545455)","(3.9, 4.7, 4.532432432432432)","(16.0, 22.0, 19.8)"
11-01-2023 14:45:51.053424,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 17.5)","(3.0, 3.85, 3.5595744680851062)","(19.0, 100.0, 64.54545454545455)","(3.9, 4.7, 4.532432432432432)","(16.0, 22.0, 19.8)"
11-01-2023 14:45:52.284312,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 17.5)","(3.0, 3.85, 3.5595744680851062)","(19.0, 100.0, 64.54545454545455)","(3.9, 4.7, 4.532432432432432)","(16.0, 22.0, 19.8)"
11-01-2023 14:45:53.597625,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 17.5)","(3.0, 3.85, 3.5595744680851062)","(19.0, 100.0, 64.54545454545455)","(3.9, 4.7, 4.532432432432432)","(16.0, 22.0, 19.8)"
11-01-2023 14:45:54.972812,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 9.479999999999999)","(15.0, 28.0, 17.5)","(3.0, 3.85, 3.66198347107438)","(19.0, 100.0, 64.54545454545455)","(3.9, 4.7, 4.532432432432432)","(16.0, 22.0, 19.8)"
11-01-2023 14:45:56.298106,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 11.152941176470588)","(15.0, 28.0, 17.5)","(3.0, 3.85, 3.657142857142857)","(19.0, 100.0, 45.714285714285715)","(3.9, 4.7, 4.6010638297872335)","(16.0, 22.0, 19.8)"
11-01-2023 14:45:57.600039,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 11.152941176470588)","(15.0, 28.0, 17.5)","(3.0, 3.8, 3.657142857142857)","(19.0, 100.0, 52.5)","(3.9, 4.7, 4.6010638297872335)","(16.0, 22.0, 19.8)"
11-01-2023 14:45:58.960553,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 11.152941176470588)","(15.0, 28.0, 17.5)","(3.0, 3.8, 3.657142857142857)","(19.0, 100.0, 52.5)","(3.9, 4.7, 4.6010638297872335)","(16.0, 22.0, 19.8)"
11-01-2023 14:46:00.223193,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 11.152941176470588)","(15.0, 28.0, 17.5)","(3.0, 3.8, 3.657142857142857)","(19.0, 100.0, 52.5)","(3.9, 4.7, 4.6010638297872335)","(16.0, 22.0, 19.8)"
11-01-2023 14:46:01.426542,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 11.152941176470588)","(15.0, 28.0, 17.5)","(3.0, 3.8, 3.657142857142857)","(19.0, 100.0, 56.57142857142857)","(3.9, 4.7, 4.6010638297872335)","(16.0, 22.0, 19.8)"
11-01-2023 14:46:02.690552,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 11.152941176470588)","(15.0, 28.0, 17.5)","(3.0, 3.8, 3.657142857142857)","(19.0, 100.0, 81.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 22.0, 19.8)"
11-01-2023 14:46:03.940326,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 11.152941176470588)","(15.0, 28.0, 17.5)","(3.0, 3.8, 3.657142857142857)","(19.0, 100.0, 81.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 22.0, 19.8)"
11-01-2023 14:46:05.108573,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 11.152941176470588)","(15.0, 28.0, 17.5)","(3.0, 3.8, 3.657142857142857)","(19.0, 100.0, 81.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 22.0, 19.8)"
11-01-2023 14:46:06.210964,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 11.152941176470588)","(15.0, 28.0, 17.5)","(3.0, 3.8, 3.657142857142857)","(19.0, 100.0, 81.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 22.0, 19.8)"
11-01-2023 14:46:07.435236,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 11.152941176470588)","(15.0, 28.0, 17.5)","(3.0, 3.8, 3.657142857142857)","(19.0, 100.0, 81.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 22.0, 19.8)"
11-01-2023 14:46:08.677749,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 11.152941176470588)","(15.0, 28.0, 17.5)","(3.0, 3.8, 3.657142857142857)","(19.0, 100.0, 81.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 22.0, 19.8)"
11-01-2023 14:46:09.906782,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 11.152941176470588)","(15.0, 28.0, 17.5)","(3.0, 3.8, 3.657142857142857)","(19.0, 100.0, 81.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 22.0, 19.8)"
11-01-2023 14:46:11.137921,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 11.152941176470588)","(15.0, 28.0, 17.5)","(3.0, 3.8, 3.657142857142857)","(19.0, 100.0, 81.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 22.0, 19.8)"
11-01-2023 14:46:12.435208,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 11.152941176470588)","(15.0, 28.0, 17.5)","(3.0, 3.8, 3.657142857142857)","(19.0, 100.0, 81.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 22.0, 19.8)"
11-01-2023 14:46:13.733152,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 11.152941176470588)","(15.0, 28.0, 17.5)","(3.0, 3.8, 3.657142857142857)","(19.0, 100.0, 141.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 22.0, 19.8)"
11-01-2023 14:46:14.914518,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 11.152941176470588)","(15.0, 28.0, 17.5)","(3.0, 3.8, 3.657142857142857)","(19.0, 180.0, 141.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 22.0, 19.8)"
11-01-2023 14:46:16.119220,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 11.152941176470588)","(15.0, 28.0, 17.5)","(3.0, 3.8, 3.657142857142857)","(19.0, 180.0, 141.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 22.0, 19.8)"
11-01-2023 14:46:17.311642,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 12.0, 11.152941176470588)","(15.0, 28.0, 19.666666666666668)","(3.0, 3.8, 3.657142857142857)","(19.0, 180.0, 78.75)","(3.9, 4.7, 4.6010638297872335)","(16.0, 22.0, 19.2)"
11-01-2023 14:46:18.552068,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.210714285714285)","(15.0, 27.0, 19.666666666666668)","(3.0, 3.8, 3.657142857142857)","(19.0, 170.0, 77.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.2)"
11-01-2023 14:46:19.723815,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.210714285714285)","(15.0, 27.0, 19.666666666666668)","(3.0, 3.8, 3.657142857142857)","(19.0, 130.0, 77.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.2)"
11-01-2023 14:46:20.881021,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.210714285714285)","(15.0, 27.0, 19.666666666666668)","(3.0, 3.8, 3.657142857142857)","(19.0, 130.0, 56.25)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.2)"
11-01-2023 14:46:21.923322,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.210714285714285)","(15.0, 27.0, 19.666666666666668)","(3.0, 3.8, 3.657142857142857)","(19.0, 110.0, 60.85714285714286)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.2)"
11-01-2023 14:46:23.013587,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.210714285714285)","(15.0, 27.0, 19.666666666666668)","(3.0, 3.8, 3.657142857142857)","(19.0, 110.0, 88.5)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.2)"
11-01-2023 14:46:24.080170,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.210714285714285)","(15.0, 27.0, 19.666666666666668)","(3.0, 3.8, 3.657142857142857)","(19.0, 110.0, 88.5)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.2)"
11-01-2023 14:46:25.208000,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.210714285714285)","(15.0, 27.0, 19.666666666666668)","(3.0, 3.8, 3.657142857142857)","(19.0, 110.0, 88.5)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.2)"
11-01-2023 14:46:26.375022,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.210714285714285)","(15.0, 27.0, 19.666666666666668)","(3.0, 3.8, 3.657142857142857)","(19.0, 110.0, 88.5)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.2)"
11-01-2023 14:46:27.575787,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.210714285714285)","(15.0, 27.0, 19.666666666666668)","(3.0, 3.8, 3.657142857142857)","(19.0, 110.0, 88.5)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.2)"
11-01-2023 14:46:28.759545,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.210714285714285)","(15.0, 27.0, 19.666666666666668)","(3.0, 3.8, 3.782716049382716)","(19.0, 110.0, 88.5)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.2)"
11-01-2023 14:46:29.879727,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.210714285714285)","(15.0, 27.0, 19.666666666666668)","(3.0, 3.8, 3.782716049382716)","(19.0, 110.0, 88.5)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.714285714285715)"
11-01-2023 14:46:30.973276,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.210714285714285)","(15.0, 27.0, 19.666666666666668)","(3.0, 3.8, 3.782716049382716)","(19.0, 110.0, 88.5)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.714285714285715)"
11-01-2023 14:46:32.076695,"(5.5, 7.2, 6.373913043478261)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.210714285714285)","(15.0, 27.0, 19.333333333333332)","(3.0, 3.8, 3.6)","(19.0, 110.0, 93.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.714285714285715)"
11-01-2023 14:46:33.218186,"(5.5, 7.2, 6.441379310344828)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.246875)","(15.0, 26.0, 17.666666666666668)","(3.0, 3.8, 3.6)","(19.0, 110.0, 93.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.714285714285715)"
11-01-2023 14:46:34.370646,"(5.5, 7.2, 6.441379310344828)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.246875)","(15.0, 26.0, 19.333333333333332)","(3.0, 3.8, 3.6)","(19.0, 110.0, 93.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.714285714285715)"
11-01-2023 14:46:35.588787,"(5.5, 7.2, 6.441379310344828)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.246875)","(15.0, 26.0, 19.333333333333332)","(3.0, 3.8, 3.6)","(19.0, 110.0, 82.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.714285714285715)"
11-01-2023 14:46:36.824398,"(5.5, 7.2, 6.441379310344828)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.246875)","(15.0, 26.0, 19.333333333333332)","(3.0, 3.8, 3.6)","(19.0, 110.0, 82.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.714285714285715)"
11-01-2023 14:46:38.068700,"(5.5, 7.2, 6.441379310344828)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.246875)","(15.0, 26.0, 19.333333333333332)","(3.0, 3.8, 3.6)","(19.0, 110.0, 82.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.714285714285715)"
11-01-2023 14:46:39.326224,"(5.5, 7.2, 7.075)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.246875)","(15.0, 26.0, 19.333333333333332)","(3.0, 3.8, 3.6)","(19.0, 110.0, 82.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.714285714285715)"
11-01-2023 14:46:40.577013,"(5.5, 7.2, 7.075)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.246875)","(15.0, 26.0, 19.333333333333332)","(3.0, 3.8, 3.6)","(19.0, 110.0, 82.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.714285714285715)"
11-01-2023 14:46:41.800658,"(5.5, 7.2, 7.075)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.246875)","(15.0, 26.0, 19.333333333333332)","(3.0, 3.8, 3.6)","(19.0, 110.0, 82.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.714285714285715)"
11-01-2023 14:46:43.017033,"(5.5, 7.2, 7.075)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.246875)","(15.0, 26.0, 19.333333333333332)","(3.0, 3.8, 3.6)","(19.0, 110.0, 82.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.714285714285715)"
11-01-2023 14:46:44.284724,"(5.5, 7.2, 7.075)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.246875)","(15.0, 26.0, 19.333333333333332)","(3.0, 3.8, 3.6)","(19.0, 110.0, 82.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.714285714285715)"
11-01-2023 14:46:45.483363,"(5.5, 7.2, 7.075)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.246875)","(15.0, 26.0, 19.333333333333332)","(3.0, 3.8, 3.6)","(19.0, 110.0, 82.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.714285714285715)"
11-01-2023 14:46:46.690604,"(5.5, 7.2, 7.075)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.246875)","(15.0, 26.0, 19.333333333333332)","(3.0, 3.8, 3.6)","(19.0, 110.0, 82.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.2)"
11-01-2023 14:46:47.868775,"(5.5, 7.2, 7.075)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.246875)","(15.0, 26.0, 17.666666666666668)","(3.0, 3.8, 3.6)","(19.0, 110.0, 50.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.2)"
11-01-2023 14:46:49.061019,"(5.5, 7.2, 7.075)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.246875)","(15.0, 26.0, 19.333333333333332)","(3.0, 3.8, 3.6)","(19.0, 110.0, 50.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.2)"
11-01-2023 14:46:50.264965,"(5.5, 7.2, 7.075)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.246875)","(15.0, 26.0, 19.333333333333332)","(3.0, 3.8, 3.6)","(19.0, 110.0, 50.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.2)"
11-01-2023 14:46:51.379979,"(5.5, 7.2, 7.075)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.246875)","(15.0, 26.0, 19.333333333333332)","(3.0, 3.8, 3.6)","(19.0, 110.0, 50.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.2)"
11-01-2023 14:46:52.545084,"(5.5, 7.2, 7.075)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.246875)","(15.0, 26.0, 17.666666666666668)","(3.0, 3.8, 3.6)","(19.0, 110.0, 50.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.2)"
11-01-2023 14:46:53.975557,"(5.5, 7.2, 7.075)","(7.0, 9.2, 9.018181818181818)","(7.0, 11.5, 11.246875)","(15.0, 26.0, 17.666666666666668)","(3.0, 3.8, 3.6)","(19.0, 110.0, 82.0)","(3.9, 4.7, 4.6010638297872335)","(16.0, 21.0, 19.2)"
