,Assertin Lady,Astrophysics,Bout,Chica Bonita,Harbelle,Kasear,Shadie Milly,Shes Enuff,Vancity
15-12-2022 14:50:23.881760,"(2.3, 2.86, 2.78)","(101.0, 230.0, 142.5)","(7.5, 9.4, 8.933333333333334)","(91.0, 210.0, 136.8181818181818)","(2.9, 3.75, 3.6545454545454548)","(3.8, 5.5, 4.675000000000001)","(41.0, 85.0, 61.666666666666664)","(26.0, 50.0, 43.333333333333336)","(51.0, 190.0, 110.0)"
15-12-2022 14:50:24.894901,"(2.3, 2.86, 2.812)","(101.0, 230.0, 142.5)","(7.5, 9.4, 8.933333333333334)","(91.0, 210.0, 136.8181818181818)","(2.9, 3.75, 3.6545454545454548)","(3.8, 5.5, 4.675000000000001)","(41.0, 85.0, 61.666666666666664)","(26.0, 48.0, 43.333333333333336)","(51.0, 190.0, 110.0)"
15-12-2022 14:50:25.971513,"(2.3, 2.86, 2.8317647058823527)","(101.0, 230.0, 142.5)","(7.5, 9.4, 9.08)","(91.0, 210.0, 136.8181818181818)","(2.9, 3.75, 3.6545454545454548)","(3.8, 5.5, 4.95)","(41.0, 85.0, 67.5)","(26.0, 48.0, 43.333333333333336)","(51.0, 190.0, 122.3076923076923)"
15-12-2022 14:50:27.002603,"(2.3, 2.86, 2.8317647058823527)","(101.0, 230.0, 142.5)","(7.5, 9.4, 9.08)","(91.0, 210.0, 124.44444444444444)","(2.9, 3.75, 3.6545454545454548)","(3.8, 5.5, 5.0)","(41.0, 85.0, 67.5)","(26.0, 48.0, 43.333333333333336)","(51.0, 190.0, 122.3076923076923)"
15-12-2022 14:50:28.139229,"(2.3, 2.86, 2.8317647058823527)","(101.0, 230.0, 142.5)","(7.5, 9.4, 9.08)","(91.0, 210.0, 124.44444444444444)","(2.9, 3.75, 3.6545454545454548)","(3.8, 5.5, 5.0)","(41.0, 85.0, 73.33333333333333)","(26.0, 48.0, 43.333333333333336)","(51.0, 190.0, 122.3076923076923)"
15-12-2022 14:50:29.219910,"(2.3, 2.86, 2.8317647058823527)","(101.0, 230.0, 142.5)","(7.5, 9.4, 9.08)","(91.0, 210.0, 124.44444444444444)","(2.9, 3.8, 3.7333333333333334)","(3.8, 5.5, 5.0)","(41.0, 85.0, 73.33333333333333)","(26.0, 48.0, 43.333333333333336)","(51.0, 190.0, 122.3076923076923)"
15-12-2022 14:50:30.311392,"(2.3, 2.86, 2.8317647058823527)","(101.0, 230.0, 142.5)","(7.5, 9.4, 9.08)","(91.0, 210.0, 124.44444444444444)","(2.9, 3.8, 3.76)","(3.8, 5.5, 5.125)","(41.0, 85.0, 73.33333333333333)","(26.0, 48.0, 37.5)","(51.0, 190.0, 122.3076923076923)"
15-12-2022 14:50:31.430025,"(2.3, 2.86, 2.8317647058823527)","(101.0, 230.0, 142.5)","(7.5, 9.4, 9.08)","(91.0, 210.0, 125.0)","(2.9, 3.8, 3.76)","(3.8, 5.5, 4.928571428571429)","(41.0, 85.0, 67.0)","(26.0, 48.0, 37.5)","(51.0, 190.0, 122.3076923076923)"
15-12-2022 14:50:32.483321,"(2.3, 2.86, 2.8317647058823527)","(101.0, 220.0, 142.85714285714286)","(7.5, 9.4, 8.733333333333334)","(91.0, 200.0, 150.0)","(2.9, 3.8, 3.76)","(3.8, 5.5, 5.1)","(41.0, 85.0, 67.0)","(26.0, 48.0, 37.5)","(51.0, 190.0, 130.0)"
15-12-2022 14:50:33.550736,"(2.3, 2.86, 2.814285714285714)","(101.0, 210.0, 156.66666666666666)","(7.5, 9.4, 8.861538461538462)","(91.0, 200.0, 128.57142857142858)","(2.9, 3.8, 3.76)","(3.8, 5.5, 5.1)","(41.0, 85.0, 67.0)","(26.0, 48.0, 37.5)","(51.0, 190.0, 130.0)"
15-12-2022 14:50:34.653009,"(2.3, 2.86, 2.814285714285714)","(101.0, 210.0, 140.0)","(7.5, 9.4, 8.622222222222222)","(91.0, 190.0, 120.0)","(2.9, 3.8, 3.7333333333333334)","(3.8, 5.5, 5.1)","(41.0, 85.0, 67.0)","(26.0, 48.0, 37.5)","(51.0, 190.0, 130.0)"
15-12-2022 14:50:35.730533,"(2.3, 2.86, 2.814285714285714)","(101.0, 210.0, 140.0)","(7.5, 9.4, 8.622222222222222)","(91.0, 190.0, 120.0)","(2.9, 3.8, 3.6666666666666665)","(3.8, 5.5, 5.1)","(41.0, 85.0, 67.0)","(26.0, 48.0, 37.5)","(51.0, 190.0, 130.0)"
15-12-2022 14:50:36.800689,"(2.3, 2.86, 2.8317647058823527)","(101.0, 210.0, 140.0)","(7.5, 9.4, 8.622222222222222)","(91.0, 190.0, 120.0)","(2.9, 3.8, 3.6666666666666665)","(3.8, 5.5, 5.1)","(41.0, 85.0, 67.0)","(26.0, 48.0, 37.5)","(51.0, 190.0, 130.0)"
15-12-2022 14:50:37.855722,"(2.3, 2.86, 2.8317647058823527)","(101.0, 210.0, 140.0)","(7.5, 9.4, 8.622222222222222)","(91.0, 190.0, 120.0)","(2.9, 3.8, 3.6666666666666665)","(3.8, 5.5, 5.1)","(41.0, 85.0, 67.0)","(26.0, 48.0, 37.5)","(51.0, 190.0, 116.66666666666666)"
15-12-2022 14:50:38.920716,"(2.3, 2.86, 2.8317647058823527)","(101.0, 210.0, 140.0)","(7.5, 9.4, 8.622222222222222)","(91.0, 190.0, 138.84615384615384)","(2.9, 3.8, 3.6666666666666665)","(3.8, 5.5, 5.1)","(41.0, 85.0, 67.0)","(26.0, 48.0, 37.5)","(51.0, 190.0, 116.66666666666666)"
15-12-2022 14:50:39.994762,"(2.3, 2.86, 2.8317647058823527)","(101.0, 210.0, 140.0)","(7.5, 9.4, 8.622222222222222)","(91.0, 190.0, 166.25)","(2.9, 3.8, 3.6666666666666665)","(3.8, 5.5, 5.0)","(41.0, 85.0, 67.0)","(26.0, 48.0, 37.5)","(51.0, 190.0, 140.0)"
15-12-2022 14:50:41.048579,"(2.3, 2.86, 2.8317647058823527)","(101.0, 200.0, 153.33333333333334)","(7.5, 9.4, 8.8)","(91.0, 180.0, 158.75)","(2.9, 3.8, 3.6666666666666665)","(3.8, 5.5, 5.0)","(41.0, 85.0, 67.0)","(26.0, 48.0, 37.5)","(51.0, 180.0, 117.5)"
15-12-2022 14:50:42.078446,"(2.3, 2.86, 2.8317647058823527)","(101.0, 190.0, 160.0)","(7.5, 9.4, 8.933333333333334)","(91.0, 170.0, 129.6153846153846)","(2.9, 3.8, 3.6666666666666665)","(3.8, 5.5, 5.0)","(41.0, 85.0, 67.0)","(26.0, 48.0, 37.5)","(51.0, 180.0, 110.0)"
15-12-2022 14:50:43.109253,"(2.3, 2.86, 2.8317647058823527)","(101.0, 190.0, 137.5)","(7.5, 9.4, 8.933333333333334)","(91.0, 170.0, 129.6153846153846)","(2.9, 3.8, 3.6666666666666665)","(3.8, 5.5, 5.0)","(41.0, 85.0, 67.0)","(26.0, 48.0, 37.5)","(51.0, 170.0, 110.0)"
15-12-2022 14:50:44.135671,"(2.3, 2.86, 2.8317647058823527)","(101.0, 190.0, 137.5)","(7.5, 9.4, 8.933333333333334)","(91.0, 170.0, 129.6153846153846)","(2.9, 3.8, 3.6666666666666665)","(3.8, 5.5, 5.0)","(41.0, 85.0, 67.0)","(26.0, 48.0, 37.5)","(51.0, 170.0, 110.0)"
15-12-2022 14:50:45.172175,"(2.3, 2.86, 2.8317647058823527)","(101.0, 190.0, 137.5)","(7.5, 9.4, 8.622222222222222)","(91.0, 170.0, 129.6153846153846)","(2.9, 3.8, 3.6666666666666665)","(3.8, 5.5, 5.0)","(41.0, 85.0, 67.0)","(26.0, 48.0, 37.5)","(51.0, 170.0, 110.0)"
15-12-2022 14:50:46.239192,"(2.3, 2.86, 2.8317647058823527)","(101.0, 190.0, 137.5)","(7.5, 9.4, 8.622222222222222)","(91.0, 170.0, 129.6153846153846)","(2.9, 3.8, 3.6666666666666665)","(3.8, 5.5, 5.0)","(41.0, 85.0, 67.0)","(26.0, 48.0, 37.5)","(51.0, 170.0, 110.0)"
15-12-2022 14:50:47.320445,"(2.3, 2.86, 2.8317647058823527)","(101.0, 190.0, 137.5)","(7.5, 9.4, 8.777777777777777)","(91.0, 170.0, 129.6153846153846)","(2.9, 3.8, 3.6666666666666665)","(3.8, 5.5, 5.0)","(41.0, 85.0, 67.0)","(26.0, 48.0, 37.5)","(51.0, 170.0, 110.0)"
15-12-2022 14:50:48.429398,"(2.3, 2.86, 2.8317647058823527)","(101.0, 190.0, 137.5)","(7.5, 9.4, 8.777777777777777)","(91.0, 170.0, 129.6153846153846)","(2.9, 3.8, 3.6666666666666665)","(3.8, 5.5, 5.0)","(41.0, 85.0, 67.0)","(26.0, 48.0, 37.5)","(51.0, 170.0, 110.0)"
15-12-2022 14:50:49.502147,"(2.3, 2.86, 2.8317647058823527)","(101.0, 190.0, 137.5)","(7.5, 9.4, 8.777777777777777)","(91.0, 170.0, 129.6153846153846)","(2.9, 3.8, 3.6666666666666665)","(3.8, 5.5, 5.0)","(41.0, 85.0, 67.0)","(26.0, 48.0, 37.5)","(51.0, 170.0, 110.0)"
15-12-2022 14:50:50.624287,"(2.3, 2.86, 2.8317647058823527)","(101.0, 190.0, 137.5)","(7.5, 9.4, 8.866666666666667)","(91.0, 170.0, 129.6153846153846)","(2.9, 3.8, 3.6666666666666665)","(3.8, 5.5, 5.0)","(41.0, 85.0, 67.0)","(26.0, 48.0, 37.5)","(51.0, 170.0, 110.0)"
15-12-2022 14:50:51.725476,"(2.3, 2.86, 2.8317647058823527)","(101.0, 190.0, 137.5)","(7.5, 9.4, 8.866666666666667)","(91.0, 170.0, 129.6153846153846)","(2.9, 3.8, 3.6666666666666665)","(3.8, 5.5, 5.0)","(41.0, 85.0, 67.0)","(26.0, 48.0, 37.5)","(51.0, 170.0, 110.0)"
15-12-2022 14:50:52.823580,"(2.3, 2.86, 2.8317647058823527)","(101.0, 190.0, 137.5)","(7.5, 9.4, 8.866666666666667)","(91.0, 170.0, 129.6153846153846)","(2.9, 3.8, 3.6666666666666665)","(3.8, 5.5, 5.0)","(41.0, 85.0, 67.0)","(26.0, 48.0, 37.5)","(51.0, 170.0, 110.0)"
15-12-2022 14:50:53.927988,"(2.3, 2.86, 2.8317647058823527)","(101.0, 190.0, 137.5)","(7.5, 9.4, 8.866666666666667)","(91.0, 170.0, 127.5)","(2.9, 3.8, 3.6666666666666665)","(3.8, 5.5, 5.0)","(41.0, 85.0, 67.0)","(26.0, 48.0, 37.5)","(51.0, 170.0, 102.85714285714286)"
15-12-2022 14:50:55.003301,"(2.3, 2.86, 2.8317647058823527)","(101.0, 180.0, 137.14285714285714)","(7.5, 9.4, 8.866666666666667)","(91.0, 160.0, 127.5)","(2.9, 3.8, 3.6666666666666665)","(3.8, 5.5, 5.0)","(41.0, 85.0, 67.0)","(26.0, 48.0, 37.5)","(51.0, 160.0, 102.85714285714286)"
15-12-2022 14:50:56.115968,"(2.3, 2.86, 2.83)","(101.0, 180.0, 137.14285714285714)","(7.5, 9.4, 8.866666666666667)","(91.0, 160.0, 122.5)","(2.9, 3.8, 3.6666666666666665)","(3.8, 5.5, 5.0)","(41.0, 85.0, 67.0)","(26.0, 48.0, 37.5)","(51.0, 160.0, 115.0)"
15-12-2022 14:50:57.234959,"(2.3, 2.86, 2.83)","(101.0, 170.0, 136.66666666666666)","(7.5, 9.4, 8.866666666666667)","(91.0, 150.0, 122.5)","(2.9, 3.8, 3.6666666666666665)","(3.8, 5.5, 5.0)","(41.0, 85.0, 67.0)","(26.0, 48.0, 37.5)","(51.0, 150.0, 97.5)"
15-12-2022 14:50:58.330972,"(2.3, 2.86, 2.83)","(101.0, 160.0, 145.0)","(7.5, 9.4, 8.866666666666667)","(91.0, 140.0, 131.0)","(2.9, 3.8, 3.6666666666666665)","(3.8, 5.5, 4.833333333333333)","(41.0, 85.0, 67.0)","(26.0, 48.0, 37.5)","(51.0, 150.0, 97.5)"
15-12-2022 14:50:59.447052,"(2.3, 2.86, 2.83)","(101.0, 160.0, 145.0)","(7.5, 9.4, 8.866666666666667)","(91.0, 140.0, 131.0)","(2.9, 3.8, 3.6666666666666665)","(3.8, 5.5, 5.353061224489796)","(41.0, 85.0, 73.75)","(26.0, 48.0, 40.36363636363636)","(51.0, 150.0, 120.0)"
15-12-2022 14:51:00.456012,"(2.3, 2.86, 2.838181818181818)","(101.0, 160.0, 145.0)","(7.5, 9.4, 9.044444444444444)","(91.0, 140.0, 131.0)","(2.9, 3.85, 3.8000000000000003)","(3.8, 5.5, 5.353061224489796)","(41.0, 85.0, 73.75)","(26.0, 48.0, 40.36363636363636)","(51.0, 140.0, 120.0)"
15-12-2022 14:51:01.538289,"(2.3, 2.86, 2.77)","(101.0, 160.0, 145.0)","(7.5, 9.6, 9.17142857142857)","(91.0, 140.0, 131.0)","(2.9, 3.85, 3.7111111111111112)","(3.8, 5.4, 5.238709677419355)","(41.0, 85.0, 75.0)","(26.0, 48.0, 40.36363636363636)","(51.0, 140.0, 100.71428571428571)"
15-12-2022 14:51:02.578037,"(2.3, 2.86, 2.83)","(101.0, 160.0, 145.0)","(7.5, 9.6, 9.17142857142857)","(91.0, 140.0, 131.0)","(2.9, 3.85, 3.6714285714285717)","(3.8, 5.4, 5.238709677419355)","(41.0, 85.0, 75.0)","(26.0, 48.0, 37.5)","(51.0, 140.0, 107.5)"
15-12-2022 14:51:03.647786,"(2.3, 2.86, 2.8066666666666666)","(101.0, 160.0, 145.0)","(7.5, 9.6, 9.17142857142857)","(91.0, 140.0, 131.0)","(2.9, 3.85, 3.6714285714285717)","(3.8, 5.4, 4.828571428571428)","(41.0, 85.0, 72.14285714285714)","(26.0, 48.0, 37.5)","(51.0, 130.0, 95.0)"
15-12-2022 14:51:04.708460,"(2.3, 2.86, 2.8066666666666666)","(101.0, 160.0, 145.0)","(7.5, 9.6, 9.17142857142857)","(91.0, 140.0, 131.0)","(2.9, 3.85, 3.6714285714285717)","(3.8, 5.4, 4.95)","(41.0, 85.0, 72.14285714285714)","(26.0, 48.0, 37.5)","(51.0, 120.0, 91.875)"
15-12-2022 14:51:05.845324,"(2.3, 2.86, 2.8066666666666666)","(101.0, 170.0, 140.0)","(7.5, 9.6, 9.299999999999999)","(91.0, 150.0, 126.42857142857143)","(2.9, 3.85, 3.6714285714285717)","(3.8, 5.4, 5.266666666666667)","(41.0, 85.0, 66.25)","(26.0, 48.0, 37.5)","(51.0, 120.0, 96.0)"
15-12-2022 14:51:06.962025,"(2.3, 2.86, 2.8066666666666666)","(101.0, 170.0, 140.0)","(7.5, 9.6, 9.299999999999999)","(91.0, 150.0, 126.42857142857143)","(2.9, 3.85, 3.6714285714285717)","(3.8, 5.4, 4.846153846153846)","(41.0, 85.0, 66.25)","(26.0, 48.0, 37.5)","(51.0, 110.0, 86.66666666666667)"
15-12-2022 14:51:08.078792,"(2.3, 2.86, 2.8066666666666666)","(101.0, 170.0, 140.0)","(7.5, 9.6, 9.299999999999999)","(91.0, 150.0, 122.5)","(2.9, 3.85, 3.6714285714285717)","(3.8, 5.4, 4.846153846153846)","(41.0, 85.0, 66.25)","(26.0, 48.0, 37.5)","(51.0, 110.0, 86.66666666666667)"
15-12-2022 14:51:09.212580,"(2.3, 2.86, 2.8066666666666666)","(101.0, 170.0, 140.0)","(7.5, 9.6, 9.299999999999999)","(91.0, 150.0, 122.5)","(2.9, 3.85, 3.6714285714285717)","(3.8, 5.4, 5.04)","(41.0, 85.0, 66.25)","(26.0, 48.0, 37.5)","(51.0, 110.0, 86.66666666666667)"
15-12-2022 14:51:10.319420,"(2.3, 2.86, 2.8066666666666666)","(101.0, 170.0, 140.0)","(7.5, 9.6, 9.299999999999999)","(91.0, 150.0, 122.5)","(2.9, 3.85, 3.6714285714285717)","(3.8, 5.4, 5.04)","(41.0, 85.0, 66.25)","(26.0, 48.0, 37.5)","(51.0, 110.0, 86.66666666666667)"
15-12-2022 14:51:11.504183,"(2.3, 2.86, 2.8066666666666666)","(101.0, 170.0, 140.0)","(7.5, 9.6, 9.299999999999999)","(91.0, 150.0, 122.5)","(2.9, 3.85, 3.6714285714285717)","(3.8, 5.4, 5.288636363636364)","(41.0, 85.0, 66.25)","(26.0, 48.0, 37.5)","(51.0, 110.0, 86.66666666666667)"
15-12-2022 14:51:12.645159,"(2.3, 2.86, 2.8066666666666666)","(101.0, 170.0, 147.5)","(7.5, 9.6, 9.299999999999999)","(91.0, 150.0, 122.5)","(2.9, 3.85, 3.68)","(3.8, 5.4, 4.95)","(41.0, 85.0, 66.25)","(26.0, 48.0, 37.5)","(51.0, 110.0, 86.66666666666667)"
15-12-2022 14:51:13.790090,"(2.3, 2.86, 2.7376470588235295)","(101.0, 170.0, 132.5)","(7.5, 9.6, 9.090909090909092)","(91.0, 150.0, 122.5)","(2.9, 3.8, 3.6842105263157894)","(3.8, 5.3, 4.925)","(41.0, 85.0, 66.25)","(26.0, 48.0, 37.5)","(51.0, 110.0, 86.66666666666667)"
15-12-2022 14:51:14.956476,"(2.3, 2.8, 2.777142857142857)","(101.0, 170.0, 132.5)","(7.5, 9.6, 11.733333333333333)","(91.0, 150.0, 122.5)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.01875)","(41.0, 85.0, 66.25)","(26.0, 48.0, 37.5)","(51.0, 110.0, 89.0)"
15-12-2022 14:51:16.116200,"(2.3, 2.7, 2.692)","(101.0, 170.0, 132.5)","(7.5, 13.0, 10.85)","(91.0, 150.0, 140.0)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.01875)","(41.0, 85.0, 95.0)","(26.0, 48.0, 41.0)","(51.0, 110.0, 90.0)"
15-12-2022 14:51:17.280652,"(2.3, 2.8, 2.772)","(101.0, 240.0, 150.0)","(7.5, 12.5, 11.766666666666666)","(91.0, 150.0, 140.0)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.01875)","(41.0, 130.0, 95.0)","(26.0, 48.0, 41.0)","(51.0, 110.0, 90.0)"
15-12-2022 14:51:18.416980,"(2.3, 2.8, 2.772)","(101.0, 240.0, 150.0)","(7.5, 12.5, 11.529411764705882)","(91.0, 150.0, 140.0)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.01875)","(41.0, 130.0, 95.0)","(26.0, 48.0, 41.0)","(51.0, 110.0, 90.0)"
15-12-2022 14:51:19.581909,"(2.3, 2.8, 2.772)","(101.0, 240.0, 150.0)","(7.5, 12.5, 11.23076923076923)","(91.0, 150.0, 140.0)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.01875)","(41.0, 130.0, 95.0)","(26.0, 48.0, 41.0)","(51.0, 110.0, 90.0)"
15-12-2022 14:51:20.749776,"(2.3, 2.8, 2.772)","(101.0, 240.0, 150.0)","(7.5, 12.5, 10.666666666666666)","(91.0, 150.0, 181.66666666666666)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.01875)","(41.0, 130.0, 95.0)","(26.0, 48.0, 41.0)","(51.0, 110.0, 90.0)"
15-12-2022 14:51:21.918208,"(2.3, 2.8, 2.772)","(101.0, 240.0, 150.0)","(7.5, 12.5, 10.666666666666666)","(91.0, 200.0, 181.66666666666666)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.01875)","(41.0, 130.0, 95.0)","(26.0, 48.0, 41.0)","(51.0, 110.0, 92.5)"
15-12-2022 14:51:23.064083,"(2.3, 2.8, 2.772)","(101.0, 240.0, 150.0)","(7.5, 12.5, 10.666666666666666)","(91.0, 200.0, 181.66666666666666)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.01875)","(41.0, 130.0, 95.0)","(26.0, 48.0, 41.0)","(51.0, 110.0, 92.5)"
15-12-2022 14:51:24.158214,"(2.3, 2.8, 2.772)","(101.0, 240.0, 150.0)","(7.5, 12.5, 10.666666666666666)","(91.0, 200.0, 181.66666666666666)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.01875)","(41.0, 130.0, 95.0)","(26.0, 48.0, 41.0)","(51.0, 110.0, 92.5)"
15-12-2022 14:51:25.273789,"(2.3, 2.8, 2.772)","(101.0, 240.0, 150.0)","(7.5, 12.5, 10.666666666666666)","(91.0, 200.0, 181.66666666666666)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.01875)","(41.0, 130.0, 95.0)","(26.0, 48.0, 41.0)","(51.0, 110.0, 92.5)"
15-12-2022 14:51:26.359738,"(2.3, 2.8, 2.772)","(101.0, 240.0, 150.0)","(7.5, 12.5, 10.666666666666666)","(91.0, 200.0, 181.66666666666666)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.01875)","(41.0, 130.0, 95.0)","(26.0, 48.0, 41.0)","(51.0, 110.0, 92.5)"
15-12-2022 14:51:27.439775,"(2.3, 2.8, 2.772)","(101.0, 240.0, 137.14285714285714)","(7.5, 12.5, 10.666666666666666)","(91.0, 200.0, 181.66666666666666)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.01875)","(41.0, 130.0, 95.0)","(26.0, 48.0, 41.0)","(51.0, 110.0, 92.5)"
15-12-2022 14:51:28.518765,"(2.3, 2.8, 2.772)","(101.0, 240.0, 180.0)","(7.5, 12.5, 10.666666666666666)","(91.0, 200.0, 181.66666666666666)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.01875)","(41.0, 130.0, 95.0)","(26.0, 48.0, 41.0)","(51.0, 110.0, 92.5)"
15-12-2022 14:51:29.596874,"(2.3, 2.8, 2.772)","(101.0, 240.0, 180.0)","(7.5, 12.5, 10.666666666666666)","(91.0, 200.0, 181.66666666666666)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.01875)","(41.0, 130.0, 80.0)","(26.0, 48.0, 41.0)","(51.0, 110.0, 92.5)"
15-12-2022 14:51:30.689172,"(2.3, 2.8, 2.772)","(101.0, 240.0, 180.0)","(7.5, 12.0, 10.444444444444445)","(91.0, 200.0, 181.66666666666666)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.01875)","(41.0, 120.0, 80.0)","(26.0, 48.0, 41.0)","(51.0, 110.0, 92.5)"
15-12-2022 14:51:31.788680,"(2.3, 2.8, 2.772)","(101.0, 240.0, 180.0)","(7.5, 12.0, 10.444444444444445)","(91.0, 200.0, 181.66666666666666)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.01875)","(41.0, 120.0, 80.0)","(26.0, 48.0, 41.0)","(51.0, 110.0, 92.5)"
15-12-2022 14:51:32.914192,"(2.3, 2.8, 2.772)","(101.0, 240.0, 180.0)","(7.5, 12.0, 10.444444444444445)","(91.0, 200.0, 181.66666666666666)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.01875)","(41.0, 120.0, 80.0)","(26.0, 48.0, 41.0)","(51.0, 110.0, 92.5)"
15-12-2022 14:51:34.039243,"(2.3, 2.8, 2.772)","(101.0, 240.0, 180.0)","(7.5, 12.0, 10.444444444444445)","(91.0, 200.0, 147.5)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.01875)","(41.0, 120.0, 80.0)","(26.0, 48.0, 41.0)","(51.0, 110.0, 92.5)"
15-12-2022 14:51:35.191357,"(2.3, 2.8, 2.772)","(101.0, 240.0, 180.0)","(7.5, 12.0, 10.444444444444445)","(91.0, 200.0, 147.5)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.01875)","(41.0, 120.0, 80.0)","(26.0, 48.0, 41.0)","(51.0, 110.0, 92.5)"
15-12-2022 14:51:36.292597,"(2.3, 2.8, 2.772)","(101.0, 240.0, 180.0)","(7.5, 12.0, 10.444444444444445)","(91.0, 200.0, 147.5)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.01875)","(41.0, 120.0, 80.0)","(26.0, 48.0, 41.0)","(51.0, 110.0, 92.5)"
15-12-2022 14:51:37.416417,"(2.3, 2.8, 2.772)","(101.0, 240.0, 180.0)","(7.5, 12.0, 10.444444444444445)","(91.0, 200.0, 147.5)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.01875)","(41.0, 120.0, 80.0)","(26.0, 48.0, 41.0)","(51.0, 110.0, 92.5)"
15-12-2022 14:51:38.582172,"(2.3, 2.8, 2.772)","(101.0, 240.0, 180.0)","(7.5, 12.0, 10.444444444444445)","(91.0, 200.0, 147.5)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.01875)","(41.0, 120.0, 80.0)","(26.0, 48.0, 41.0)","(51.0, 110.0, 92.5)"
15-12-2022 14:51:39.727107,"(2.3, 2.8, 2.772)","(101.0, 240.0, 180.0)","(7.5, 12.0, 10.444444444444445)","(91.0, 200.0, 147.5)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.01875)","(41.0, 120.0, 80.0)","(26.0, 48.0, 41.0)","(51.0, 110.0, 92.5)"
15-12-2022 14:51:41.087519,"(2.3, 2.8, 2.772)","(101.0, 240.0, 180.0)","(7.5, 12.0, 10.444444444444445)","(91.0, 200.0, 147.5)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.01875)","(41.0, 120.0, 80.0)","(26.0, 48.0, 41.0)","(51.0, 110.0, 92.5)"
15-12-2022 14:51:42.819490,"(2.3, 2.8, 2.772)","(101.0, 240.0, 180.0)","(7.5, 12.0, 10.444444444444445)","(91.0, 200.0, 147.5)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.05)","(41.0, 120.0, 80.0)","(26.0, 48.0, 41.0)","(51.0, 110.0, 92.5)"
15-12-2022 14:51:44.082117,"(2.3, 2.8, 2.772)","(101.0, 240.0, 180.0)","(7.5, 12.0, 10.333333333333334)","(91.0, 200.0, 147.5)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.05)","(41.0, 120.0, 80.0)","(26.0, 48.0, 41.0)","(51.0, 110.0, 92.5)"
15-12-2022 14:51:45.333192,"(2.3, 2.8, 2.772)","(101.0, 240.0, 180.0)","(7.5, 12.0, 10.2)","(91.0, 200.0, 147.5)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.05)","(41.0, 120.0, 72.5)","(26.0, 48.0, 41.0)","(51.0, 110.0, 92.5)"
15-12-2022 14:51:46.554115,"(2.3, 2.8, 2.772)","(101.0, 240.0, 180.0)","(7.5, 10.5, 10.2)","(91.0, 200.0, 147.5)","(2.9, 3.8, 3.71)","(3.8, 5.3, 5.05)","(41.0, 110.0, 72.5)","(26.0, 48.0, 41.0)","(51.0, 110.0, 92.5)"
15-12-2022 14:51:47.880609,"(2.3, 2.8, 2.772)","(101.0, 240.0, 180.0)","(7.5, 10.5, 10.24)","(91.0, 200.0, 147.5)","(2.9, 3.8, 3.71)","(3.8, 5.3, 5.05)","(41.0, 110.0, 72.5)","(26.0, 48.0, 41.0)","(51.0, 110.0, 92.5)"
15-12-2022 14:51:49.175318,"(2.3, 2.8, 2.772)","(101.0, 240.0, 180.0)","(7.5, 10.5, 10.24)","(91.0, 200.0, 147.5)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.05)","(41.0, 110.0, 72.5)","(26.0, 48.0, 41.0)","(51.0, 110.0, 92.5)"
15-12-2022 14:51:50.474916,"(2.3, 2.8, 2.772)","(101.0, 240.0, 180.0)","(7.5, 10.5, 10.24)","(91.0, 200.0, 147.5)","(2.9, 3.8, 3.69)","(3.8, 5.3, 5.05)","(41.0, 110.0, 72.5)","(26.0, 48.0, 41.0)","(51.0, 110.0, 92.5)"
15-12-2022 14:51:51.688715,"(2.3, 2.8, 2.772)","(101.0, 240.0, 185.45454545454544)","(7.5, 10.5, 10.24)","(91.0, 200.0, 147.5)","(2.9, 3.8, 3.71)","(3.8, 5.3, 5.05)","(41.0, 110.0, 72.5)","(26.0, 48.0, 41.0)","(51.0, 110.0, 92.5)"
