,Willful Bale,Rockstar Ohlmus,Zipping Bonanza,Jolene Bale,Hill Top Jonah,Ivy Isobel,Gypsy Play,Irving Bale
11-01-2023 21:18:41.479463,"(3.5, 5.8, 5.629411764705882)","(41.0, 120.0, 115.0)","(41.0, 48.0, 41.371428571428574)","(8.0, 10.5, 9.498214285714287)","(9.0, 15.5, 14.53225806451613)","(4.8, 5.7, 5.466666666666667)","(19.0, 50.0, 44.333333333333336)","(2.15, 2.42, 2.3972413793103446)"
11-01-2023 21:18:42.645537,"(3.5, 5.8, 5.629411764705882)","(41.0, 120.0, 119.16666666666667)","(41.0, 48.0, 45.36363636363637)","(8.0, 10.5, 9.498214285714287)","(9.0, 15.5, 14.375)","(4.8, 5.7, 5.42)","(19.0, 50.0, 44.0625)","(2.15, 2.42, 2.3876923076923076)"
11-01-2023 21:18:43.844358,"(3.5, 5.8, 5.544117647058823)","(41.0, 120.0, 119.28571428571429)","(41.0, 48.0, 45.44117647058823)","(8.0, 10.5, 9.498214285714287)","(9.0, 15.5, 14.53225806451613)","(4.8, 5.7, 5.603571428571429)","(19.0, 50.0, 44.0625)","(2.15, 2.42, 2.3876923076923076)"
11-01-2023 21:18:45.078691,"(3.5, 5.8, 5.544117647058823)","(41.0, 120.0, 119.58333333333333)","(41.0, 48.0, 45.44117647058823)","(8.0, 10.5, 9.498214285714287)","(9.0, 15.5, 14.53225806451613)","(4.8, 5.7, 5.620588235294118)","(19.0, 50.0, 44.0625)","(2.15, 2.42, 2.3876923076923076)"
11-01-2023 21:18:46.331190,"(3.5, 5.8, 5.544117647058823)","(41.0, 120.0, 119.58333333333333)","(41.0, 48.0, 45.44117647058823)","(8.0, 10.5, 9.498214285714287)","(9.0, 15.5, 14.214285714285714)","(4.8, 5.7, 5.625)","(19.0, 50.0, 44.0)","(2.15, 2.42, 2.378)"
11-01-2023 21:18:47.635819,"(3.5, 5.8, 5.629411764705882)","(41.0, 120.0, 119.58333333333333)","(41.0, 48.0, 45.44117647058823)","(8.0, 10.5, 9.487301587301587)","(9.0, 15.5, 14.214285714285714)","(4.8, 5.7, 5.5875)","(19.0, 50.0, 45.75)","(2.15, 2.42, 2.3828571428571426)"
11-01-2023 21:18:48.936848,"(3.5, 5.8, 5.629411764705882)","(41.0, 120.0, 119.58333333333333)","(41.0, 48.0, 45.44117647058823)","(8.0, 10.5, 9.487301587301587)","(9.0, 15.5, 14.214285714285714)","(4.8, 5.7, 5.628947368421053)","(19.0, 46.0, 47.666666666666664)","(2.15, 2.4, 2.3843478260869566)"
11-01-2023 21:18:50.201017,"(3.5, 5.8, 5.629411764705882)","(41.0, 120.0, 119.58333333333333)","(41.0, 48.0, 45.44117647058823)","(8.0, 10.5, 9.480882352941176)","(9.0, 15.5, 14.1875)","(4.8, 5.7, 5.628947368421053)","(19.0, 48.0, 47.666666666666664)","(2.15, 2.4, 2.391764705882353)"
11-01-2023 21:18:51.464512,"(3.5, 5.8, 5.629411764705882)","(41.0, 120.0, 119.58333333333333)","(41.0, 48.0, 45.44117647058823)","(8.0, 10.5, 9.480882352941176)","(9.0, 15.5, 14.1875)","(4.8, 5.7, 5.628947368421053)","(19.0, 48.0, 47.666666666666664)","(2.15, 2.4, 2.3828571428571426)"
11-01-2023 21:18:52.683894,"(3.5, 5.8, 5.544117647058823)","(41.0, 120.0, 119.58333333333333)","(41.0, 48.0, 45.6)","(8.0, 10.5, 9.480882352941176)","(9.0, 15.5, 14.1875)","(4.8, 5.7, 5.48)","(19.0, 48.0, 43.70967741935484)","(2.15, 2.4, 2.3843478260869566)"
11-01-2023 21:18:53.961545,"(3.5, 5.8, 5.544117647058823)","(41.0, 120.0, 119.58333333333333)","(41.0, 48.0, 44.94736842105263)","(8.0, 10.5, 9.480882352941176)","(9.0, 15.5, 14.1875)","(4.8, 5.5, 5.640000000000001)","(19.0, 50.0, 43.70967741935484)","(2.15, 2.4, 2.3843478260869566)"
11-01-2023 21:18:55.165643,"(3.5, 5.8, 5.544117647058823)","(41.0, 120.0, 119.58333333333333)","(41.0, 48.0, 44.94736842105263)","(8.0, 10.5, 9.542857142857143)","(9.0, 15.5, 14.527777777777779)","(4.8, 5.7, 5.640000000000001)","(19.0, 50.0, 42.2)","(2.15, 2.4, 2.3819999999999997)"
11-01-2023 21:18:56.326233,"(3.5, 5.8, 5.629411764705882)","(51.0, 120.0, 119.58333333333333)","(31.0, 48.0, 44.77777777777778)","(8.0, 10.0, 9.566666666666666)","(9.0, 15.5, 14.527777777777779)","(4.8, 5.7, 5.6466666666666665)","(20.0, 46.0, 43.81818181818182)","(2.15, 2.4, 2.3819999999999997)"
11-01-2023 21:18:57.516797,"(3.5, 5.8, 5.629411764705882)","(51.0, 120.0, 119.58333333333333)","(31.0, 48.0, 44.25806451612903)","(8.0, 9.8, 9.36)","(9.0, 15.5, 14.527027027027026)","(4.8, 5.7, 5.644444444444444)","(20.0, 44.0, 43.81818181818182)","(2.15, 2.4, 2.384)"
11-01-2023 21:18:58.650473,"(3.5, 5.6, 5.493333333333333)","(51.0, 120.0, 119.58333333333333)","(31.0, 48.0, 45.6)","(8.0, 9.4, 9.366666666666667)","(9.0, 15.5, 14.527027027027026)","(4.8, 5.8, 5.63)","(21.0, 44.0, 41.527272727272724)","(2.15, 2.4, 2.396)"
11-01-2023 21:18:59.884830,"(3.5, 5.6, 5.4625)","(51.0, 120.0, 119.58333333333333)","(31.0, 48.0, 45.44117647058823)","(8.0, 9.4, 9.153846153846153)","(9.0, 15.5, 14.209302325581396)","(4.8, 5.8, 5.694736842105263)","(21.0, 44.0, 41.166666666666664)","(2.15, 2.4, 2.398181818181818)"
11-01-2023 21:19:01.125941,"(3.5, 5.5, 5.433333333333334)","(51.0, 120.0, 119.58333333333333)","(31.0, 48.0, 45.44117647058823)","(8.0, 9.4, 9.153846153846153)","(9.0, 15.5, 14.209302325581396)","(4.8, 5.8, 5.731034482758621)","(21.0, 44.0, 34.810810810810814)","(2.15, 2.42, 2.4077777777777776)"
11-01-2023 21:19:02.334246,"(3.5, 5.5, 5.41764705882353)","(51.0, 120.0, 119.58333333333333)","(31.0, 48.0, 45.65625)","(8.0, 9.2, 8.933333333333334)","(9.0, 15.0, 14.352941176470589)","(4.8, 5.8, 5.72)","(21.0, 44.0, 37.2)","(2.15, 2.42, 2.41)"
11-01-2023 21:19:03.595810,"(3.5, 5.5, 5.366666666666666)","(51.0, 120.0, 119.58333333333333)","(31.0, 48.0, 45.65625)","(8.0, 9.2, 8.706666666666667)","(9.0, 15.0, 14.473684210526315)","(4.8, 5.8, 5.747368421052632)","(21.0, 42.0, 36.75)","(2.15, 2.42, 2.4193406593406594)"
11-01-2023 21:19:04.800893,"(3.5, 5.5, 5.426315789473684)","(51.0, 120.0, 119.58333333333333)","(31.0, 48.0, 45.65625)","(8.0, 9.0, 8.68)","(9.0, 15.0, 14.473684210526315)","(4.8, 5.8, 5.747368421052632)","(21.0, 42.0, 36.75)","(2.15, 2.44, 2.4094685990338163)"
11-01-2023 21:19:06.015539,"(3.5, 5.5, 5.426315789473684)","(51.0, 120.0, 119.58333333333333)","(31.0, 48.0, 45.65625)","(8.0, 9.0, 8.68)","(9.0, 15.0, 14.545454545454545)","(4.8, 5.8, 5.747368421052632)","(21.0, 42.0, 36.75)","(2.15, 2.44, 2.4094685990338163)"
11-01-2023 21:19:07.260409,"(3.5, 5.5, 5.426315789473684)","(51.0, 120.0, 119.58333333333333)","(31.0, 48.0, 45.65625)","(8.0, 9.0, 8.655172413793103)","(9.0, 15.0, 14.419354838709678)","(4.8, 5.8, 5.709090909090909)","(21.0, 42.0, 39.0)","(2.15, 2.44, 2.4193650793650794)"
11-01-2023 21:19:08.491694,"(3.8, 5.5, 5.420689655172414)","(61.0, 120.0, 119.58333333333333)","(31.0, 48.0, 45.69230769230769)","(8.0, 9.0, 8.564705882352941)","(10.0, 15.0, 14.527777777777779)","(4.8, 5.8, 5.7615384615384615)","(26.0, 42.0, 39.375)","(2.1, 2.42, 2.4227322404371585)"
11-01-2023 21:19:09.677323,"(3.8, 5.5, 5.432352941176471)","(61.0, 120.0, 119.58333333333333)","(31.0, 48.0, 45.69230769230769)","(8.0, 8.8, 8.299999999999999)","(10.0, 15.0, 15.4)","(4.8, 5.8, 5.718181818181819)","(26.0, 42.0, 40.2)","(2.1, 2.44, 2.405837837837838)"
11-01-2023 21:19:10.784399,"(3.8, 5.5, 5.346666666666667)","(61.0, 120.0, 119.58333333333333)","(31.0, 48.0, 45.65625)","(8.0, 8.8, 8.299999999999999)","(10.0, 16.0, 15.4)","(4.8, 5.9, 5.766666666666667)","(26.0, 42.0, 40.2)","(2.1, 2.44, 2.405837837837838)"
11-01-2023 21:19:11.846006,"(3.8, 5.5, 5.346666666666667)","(61.0, 120.0, 119.58333333333333)","(31.0, 48.0, 45.65625)","(8.0, 8.8, 8.386206896551723)","(10.0, 16.5, 15.666666666666666)","(4.8, 5.9, 5.766666666666667)","(26.0, 42.0, 39.5)","(2.1, 2.44, 2.4067368421052633)"
11-01-2023 21:19:12.935731,"(3.8, 5.5, 5.4185185185185185)","(61.0, 120.0, 119.54545454545455)","(31.0, 48.0, 45.65625)","(8.0, 8.8, 8.52)","(10.0, 16.5, 15.9)","(4.8, 5.9, 5.766666666666667)","(26.0, 42.0, 39.5)","(2.1, 2.44, 2.407422680412371)"
11-01-2023 21:19:14.069151,"(3.8, 5.5, 5.4185185185185185)","(61.0, 120.0, 119.56521739130434)","(31.0, 48.0, 45.65625)","(8.0, 8.6, 8.399999999999999)","(10.0, 16.5, 16.026315789473685)","(4.8, 5.9, 5.74)","(26.0, 42.0, 39.5)","(2.1, 2.44, 2.4075510204081634)"
11-01-2023 21:19:15.255440,"(3.8, 5.5, 5.4185185185185185)","(61.0, 120.0, 119.56521739130434)","(31.0, 48.0, 45.65625)","(8.0, 8.6, 8.399999999999999)","(10.0, 16.5, 15.8125)","(4.8, 5.9, 5.74)","(26.0, 42.0, 39.5)","(2.1, 2.44, 2.4075510204081634)"
11-01-2023 21:19:16.459298,"(3.8, 5.5, 5.4185185185185185)","(61.0, 120.0, 119.56521739130434)","(31.0, 48.0, 45.65625)","(8.0, 8.6, 8.399999999999999)","(10.0, 16.5, 15.675)","(4.8, 5.9, 5.766666666666667)","(26.0, 42.0, 39.0)","(2.1, 2.44, 2.4075510204081634)"
11-01-2023 21:19:17.650762,"(3.8, 5.5, 5.348275862068966)","(61.0, 120.0, 119.56521739130434)","(31.0, 48.0, 45.6)","(8.0, 8.6, 8.042857142857143)","(10.0, 16.5, 16.026315789473685)","(4.8, 5.9, 5.927272727272727)","(21.0, 42.0, 40.0)","(2.05, 2.44, 2.406701570680628)"
11-01-2023 21:19:18.740866,"(3.8, 5.5, 5.346666666666667)","(61.0, 120.0, 119.56521739130434)","(31.0, 48.0, 45.714285714285715)","(8.0, 8.6, 8.35)","(10.0, 16.5, 15.954545454545455)","(4.8, 6.2, 6.014285714285714)","(21.0, 42.0, 39.2)","(2.05, 2.44, 2.406701570680628)"
11-01-2023 21:19:19.829368,"(3.8, 5.5, 5.346666666666667)","(61.0, 120.0, 119.56521739130434)","(31.0, 48.0, 45.714285714285715)","(8.0, 8.4, 8.1)","(10.0, 16.5, 15.954545454545455)","(4.8, 6.2, 6.030434782608696)","(21.0, 42.0, 39.666666666666664)","(2.05, 2.44, 2.406701570680628)"
11-01-2023 21:19:21.137746,"(3.8, 5.5, 5.4185185185185185)","(61.0, 120.0, 119.56521739130434)","(31.0, 48.0, 45.714285714285715)","(8.0, 8.4, 8.085714285714285)","(10.0, 16.5, 16.125)","(4.8, 6.2, 6.030434782608696)","(21.0, 42.0, 40.125)","(2.05, 2.44, 2.406701570680628)"
11-01-2023 21:19:22.354054,"(3.8, 5.5, 5.4185185185185185)","(61.0, 120.0, 119.56521739130434)","(31.0, 48.0, 45.714285714285715)","(8.0, 8.4, 8.0)","(10.0, 16.5, 16.125)","(4.8, 6.2, 6.030434782608696)","(21.0, 42.0, 40.125)","(2.05, 2.44, 2.406701570680628)"
11-01-2023 21:19:23.574667,"(3.8, 5.5, 5.4185185185185185)","(61.0, 120.0, 119.56521739130434)","(31.0, 48.0, 45.714285714285715)","(8.0, 8.4, 7.966666666666667)","(10.0, 16.5, 16.125)","(4.8, 6.2, 6.066666666666667)","(21.0, 42.0, 40.125)","(2.05, 2.44, 2.406701570680628)"
11-01-2023 21:19:25.049769,"(3.8, 5.5, 5.4185185185185185)","(61.0, 120.0, 119.56521739130434)","(31.0, 48.0, 45.714285714285715)","(8.0, 8.4, 7.966666666666667)","(10.0, 16.5, 16.125)","(4.8, 6.2, 6.090909090909091)","(21.0, 42.0, 40.125)","(2.05, 2.44, 2.406701570680628)"
11-01-2023 21:19:26.320896,"(3.8, 5.5, 5.415151515151515)","(61.0, 120.0, 119.64285714285714)","(31.0, 48.0, 45.88235294117647)","(8.0, 8.4, 7.946341463414634)","(10.0, 16.5, 15.954545454545455)","(4.8, 6.2, 6.15)","(21.0, 42.0, 40.125)","(2.05, 2.44, 2.4075510204081634)"
11-01-2023 21:19:27.593409,"(3.8, 5.5, 5.34)","(61.0, 120.0, 119.64285714285714)","(31.0, 48.0, 45.88235294117647)","(7.5, 8.4, 8.523809523809524)","(10.0, 16.5, 16.125)","(4.8, 6.2, 6.342857142857143)","(21.0, 42.0, 40.125)","(2.05, 2.44, 2.405989304812834)"
11-01-2023 21:19:28.812574,"(3.8, 5.4, 5.383333333333334)","(61.0, 120.0, 119.64285714285714)","(31.0, 48.0, 45.88235294117647)","(7.5, 8.6, 8.508333333333333)","(10.0, 16.5, 16.055555555555557)","(4.8, 6.4, 6.28)","(21.0, 42.0, 40.125)","(2.05, 2.44, 2.416551724137931)"
11-01-2023 21:19:30.171509,"(3.8, 5.3, 5.173684210526315)","(61.0, 120.0, 119.64285714285714)","(31.0, 48.0, 45.88235294117647)","(7.5, 8.6, 8.6125)","(10.0, 16.5, 15.857142857142858)","(4.8, 6.4, 6.2956521739130435)","(21.0, 42.0, 39.142857142857146)","(2.05, 2.42, 2.4187096774193546)"
11-01-2023 21:19:31.456286,"(3.8, 5.3, 5.188235294117646)","(61.0, 120.0, 119.64285714285714)","(31.0, 48.0, 45.88235294117647)","(7.5, 8.8, 8.6125)","(10.0, 16.5, 16.205882352941178)","(4.8, 6.4, 6.251851851851852)","(21.0, 42.0, 40.23529411764706)","(2.05, 2.42, 2.4187096774193546)"
11-01-2023 21:19:32.684321,"(3.8, 5.3, 5.188235294117646)","(61.0, 120.0, 119.64285714285714)","(31.0, 48.0, 45.333333333333336)","(7.5, 8.8, 8.533333333333333)","(10.0, 17.0, 16.205882352941178)","(4.8, 6.4, 6.173333333333334)","(21.0, 42.0, 38.88)","(2.05, 2.42, 2.4187096774193546)"
11-01-2023 21:19:33.886695,"(3.8, 5.3, 5.141176470588235)","(61.0, 120.0, 119.64285714285714)","(31.0, 48.0, 45.333333333333336)","(7.5, 8.8, 8.53913043478261)","(10.0, 17.0, 16.5)","(4.8, 6.2, 6.24)","(21.0, 42.0, 38.88)","(2.05, 2.42, 2.406170212765957)"
11-01-2023 21:19:35.024502,"(3.8, 5.2, 5.177777777777778)","(61.0, 120.0, 119.64285714285714)","(31.0, 48.0, 45.333333333333336)","(7.5, 8.8, 8.53913043478261)","(10.0, 17.0, 16.1)","(4.8, 6.4, 6.193548387096774)","(21.0, 42.0, 38.88)","(2.05, 2.44, 2.407715736040609)"
11-01-2023 21:19:36.235426,"(3.7, 5.2, 5.029629629629629)","(61.0, 120.0, 119.64285714285714)","(31.0, 48.0, 45.333333333333336)","(7.5, 8.8, 8.612499999999999)","(10.0, 17.0, 16.25)","(4.8, 6.4, 6.308571428571429)","(21.0, 42.0, 39.0)","(2.05, 2.44, 2.420609756097561)"
11-01-2023 21:19:37.411707,"(3.7, 4.9, 4.8293333333333335)","(61.0, 120.0, 119.64285714285714)","(31.0, 48.0, 45.333333333333336)","(7.5, 8.8, 8.642857142857144)","(10.0, 17.0, 16.625)","(4.8, 6.4, 6.327777777777778)","(21.0, 42.0, 38.285714285714285)","(2.05, 2.44, 2.4205952380952382)"
11-01-2023 21:19:38.564916,"(3.7, 4.9, 4.812676056338028)","(61.0, 120.0, 119.64285714285714)","(31.0, 48.0, 45.333333333333336)","(7.5, 8.8, 8.653333333333334)","(10.0, 17.0, 16.63157894736842)","(4.8, 6.4, 6.342222222222222)","(21.0, 42.0, 38.285714285714285)","(2.05, 2.44, 2.421685393258427)"
11-01-2023 21:19:39.726029,"(3.7, 4.9, 4.757777777777778)","(61.0, 120.0, 119.64285714285714)","(31.0, 48.0, 45.333333333333336)","(7.5, 8.8, 8.9)","(10.0, 17.0, 16.916666666666668)","(4.8, 6.4, 6.4363636363636365)","(21.0, 42.0, 38.36363636363637)","(2.05, 2.44, 2.4242372881355934)"
11-01-2023 21:19:40.938495,"(3.7, 4.6, 4.593103448275862)","(61.0, 140.0, 137.0)","(31.0, 48.0, 45.411764705882355)","(7.5, 9.0, 8.833333333333334)","(10.0, 17.5, 17.033333333333335)","(4.8, 6.6, 6.444444444444445)","(21.0, 42.0, 38.8)","(2.05, 2.44, 2.425299145299145)"
11-01-2023 21:19:42.055463,"(3.7, 4.8, 4.615384615384615)","(61.0, 140.0, 137.0)","(31.0, 48.0, 45.411764705882355)","(7.5, 9.0, 8.857142857142858)","(10.0, 17.5, 16.833333333333332)","(4.8, 6.6, 6.477777777777778)","(21.0, 42.0, 38.130434782608695)","(2.05, 2.44, 2.4257943925233643)"
11-01-2023 21:19:43.172117,"(3.7, 4.7, 4.633333333333334)","(61.0, 140.0, 137.0)","(31.0, 48.0, 45.45454545454545)","(7.5, 9.0, 8.857142857142858)","(10.0, 17.5, 16.833333333333332)","(4.8, 6.6, 6.486792452830189)","(21.0, 44.0, 38.130434782608695)","(2.05, 2.44, 2.426268656716418)"
11-01-2023 21:19:44.331883,"(3.7, 4.7, 4.6358490566037736)","(61.0, 140.0, 137.0)","(31.0, 48.0, 45.333333333333336)","(7.5, 9.2, 8.842105263157896)","(10.0, 17.5, 16.833333333333332)","(4.8, 6.6, 6.503225806451613)","(21.0, 44.0, 38.12765957446808)","(2.05, 2.44, 2.426268656716418)"
11-01-2023 21:19:45.572673,"(3.6, 4.7, 4.610769230769231)","(61.0, 140.0, 137.0)","(31.0, 48.0, 46.68493150684932)","(7.5, 9.2, 8.842105263157896)","(10.0, 17.5, 16.833333333333332)","(5.0, 6.6, 6.503225806451613)","(21.0, 44.0, 38.12765957446808)","(2.05, 2.44, 2.426268656716418)"
11-01-2023 21:19:46.878890,"(3.6, 4.7, 4.615942028985508)","(61.0, 140.0, 137.0)","(31.0, 48.0, 46.68493150684932)","(7.5, 9.2, 8.842105263157896)","(10.0, 17.5, 16.833333333333332)","(5.0, 6.6, 6.45)","(21.0, 44.0, 38.12765957446808)","(2.05, 2.44, 2.4267625899280576)"
11-01-2023 21:19:48.142186,"(3.6, 4.8, 4.7325)","(61.0, 140.0, 137.0)","(31.0, 48.0, 46.68493150684932)","(7.5, 9.2, 8.834782608695653)","(10.0, 17.5, 16.833333333333332)","(5.0, 6.6, 6.308333333333334)","(21.0, 44.0, 38.12765957446808)","(2.05, 2.44, 2.4268571428571426)"
11-01-2023 21:19:49.411974,"(3.6, 4.8, 4.76)","(61.0, 140.0, 137.0)","(31.0, 48.0, 46.68493150684932)","(7.5, 9.2, 8.84)","(10.0, 17.5, 16.833333333333332)","(5.0, 6.4, 6.308333333333334)","(21.0, 44.0, 38.12765957446808)","(2.05, 2.44, 2.427741935483871)"
11-01-2023 21:19:50.640291,"(3.6, 4.9, 4.7690909090909095)","(61.0, 140.0, 137.0)","(31.0, 48.0, 46.68493150684932)","(7.5, 9.2, 8.821052631578947)","(10.0, 17.5, 16.818181818181817)","(5.0, 6.4, 6.308333333333334)","(21.0, 44.0, 37.6551724137931)","(2.05, 2.44, 2.4254545454545453)"
11-01-2023 21:19:51.855707,"(3.6, 4.9, 4.764150943396227)","(61.0, 140.0, 137.0)","(31.0, 48.0, 46.68493150684932)","(7.5, 9.2, 8.821052631578947)","(10.0, 17.5, 16.818181818181817)","(5.0, 6.4, 6.308333333333334)","(21.0, 44.0, 37.6551724137931)","(2.05, 2.44, 2.427260273972603)"
11-01-2023 21:19:53.126517,"(3.6, 4.9, 4.773684210526316)","(61.0, 140.0, 137.0)","(31.0, 48.0, 46.68493150684932)","(7.5, 9.2, 8.818181818181818)","(10.0, 17.5, 16.818181818181817)","(5.0, 6.4, 6.417142857142857)","(21.0, 44.0, 41.53846153846154)","(2.05, 2.44, 2.42734693877551)"
11-01-2023 21:19:54.529332,"(3.6, 4.8, 4.781481481481482)","(61.0, 140.0, 137.0)","(31.0, 48.0, 46.68493150684932)","(7.5, 9.2, 8.817391304347828)","(10.0, 17.5, 16.818181818181817)","(5.0, 6.6, 6.492857142857143)","(21.0, 42.0, 41.53846153846154)","(2.05, 2.44, 2.42734693877551)"
11-01-2023 21:19:55.831334,"(3.6, 4.8, 4.735)","(61.0, 140.0, 137.0)","(31.0, 48.0, 46.588235294117645)","(7.5, 9.2, 8.817391304347828)","(10.0, 17.5, 16.818181818181817)","(5.0, 6.6, 6.448)","(21.0, 42.0, 41.53846153846154)","(2.05, 2.44, 2.42751677852349)"
11-01-2023 21:19:57.083121,"(3.6, 4.8, 4.728)","(61.0, 140.0, 137.0)","(31.0, 48.0, 46.55072463768116)","(7.5, 9.2, 8.817391304347828)","(10.0, 17.5, 16.818181818181817)","(5.0, 6.6, 6.441666666666666)","(21.0, 42.0, 41.53846153846154)","(2.05, 2.44, 2.42751677852349)"
11-01-2023 21:19:58.373539,"(3.6, 4.8, 4.728)","(61.0, 140.0, 137.0)","(31.0, 48.0, 46.55072463768116)","(7.5, 9.2, 8.817391304347828)","(10.0, 17.5, 16.833333333333332)","(5.0, 6.6, 6.468965517241379)","(21.0, 42.0, 41.53846153846154)","(2.05, 2.44, 2.42751677852349)"
11-01-2023 21:19:59.552555,"(3.6, 4.8, 4.728)","(61.0, 140.0, 137.0)","(31.0, 48.0, 46.55072463768116)","(7.5, 9.2, 8.816)","(10.0, 17.5, 16.833333333333332)","(5.0, 6.6, 6.478571428571429)","(21.0, 42.0, 41.53846153846154)","(2.05, 2.44, 2.4272727272727272)"
11-01-2023 21:20:00.768521,"(3.6, 4.8, 4.725)","(61.0, 140.0, 137.0)","(31.0, 48.0, 46.55072463768116)","(7.5, 9.2, 8.714285714285714)","(10.0, 17.5, 16.833333333333332)","(5.0, 6.6, 6.490322580645161)","(21.0, 42.0, 41.53846153846154)","(2.05, 2.44, 2.42734693877551)"
11-01-2023 21:20:01.960908,"(3.6, 4.8, 4.730769230769231)","(61.0, 140.0, 137.0)","(31.0, 48.0, 46.55072463768116)","(7.5, 9.0, 8.8)","(10.0, 17.5, 16.833333333333332)","(5.0, 6.6, 6.490322580645161)","(21.0, 42.0, 41.53846153846154)","(2.05, 2.44, 2.42734693877551)"
11-01-2023 21:20:03.116621,"(3.6, 4.8, 4.717142857142857)","(61.0, 140.0, 137.0)","(31.0, 48.0, 46.529411764705884)","(7.5, 9.0, 9.07)","(10.0, 17.5, 16.833333333333332)","(5.0, 6.6, 6.474074074074074)","(21.0, 42.0, 41.53846153846154)","(2.05, 2.44, 2.427682119205298)"
11-01-2023 21:20:04.322948,"(3.6, 4.8, 4.723684210526316)","(61.0, 140.0, 137.0)","(31.0, 48.0, 46.529411764705884)","(7.5, 9.2, 9.3)","(10.0, 17.5, 14.61111111111111)","(5.0, 6.6, 6.486666666666666)","(21.0, 42.0, 41.2)","(2.05, 2.44, 2.428714285714286)"
11-01-2023 21:20:05.593676,"(3.6, 4.8, 4.736363636363636)","(61.0, 140.0, 137.0)","(31.0, 48.0, 46.529411764705884)","(7.5, 9.4, 9.666666666666668)","(10.0, 15.5, 14.777777777777779)","(5.0, 6.6, 6.4763636363636365)","(21.0, 42.0, 41.333333333333336)","(2.05, 2.44, 2.4277707006369424)"
11-01-2023 21:20:07.027409,"(3.6, 4.8, 4.73)","(61.0, 140.0, 137.0)","(31.0, 48.0, 46.529411764705884)","(7.0, 9.8, 9.588235294117647)","(11.0, 15.0, 14.742424242424242)","(5.0, 6.6, 6.459649122807018)","(26.0, 42.0, 41.625)","(2.1, 2.44, 2.427530864197531)"
11-01-2023 21:20:08.276501,"(3.6, 4.8, 4.726315789473684)","(61.0, 140.0, 137.0)","(31.0, 48.0, 46.529411764705884)","(7.0, 9.8, 9.333333333333334)","(11.0, 15.5, 15.6875)","(5.0, 6.6, 6.252631578947368)","(26.0, 42.0, 41.53846153846154)","(2.1, 2.44, 2.433333333333333)"
11-01-2023 21:20:09.498398,"(3.6, 4.8, 4.725806451612903)","(61.0, 140.0, 137.0)","(31.0, 48.0, 46.529411764705884)","(7.0, 9.4, 9.590909090909092)","(11.0, 16.0, 15.7)","(5.0, 6.4, 6.206896551724138)","(26.0, 42.0, 41.2)","(2.1, 2.44, 2.4576190476190476)"
11-01-2023 21:20:10.739253,"(3.6, 4.8, 4.717142857142857)","(61.0, 140.0, 137.0)","(31.0, 48.0, 46.529411764705884)","(7.0, 10.0, 9.577777777777778)","(11.0, 16.0, 15.5)","(5.0, 6.4, 6.181818181818182)","(26.0, 42.0, 41.2)","(2.1, 2.46, 2.4520689655172414)"
11-01-2023 21:20:11.971759,"(3.6, 4.8, 4.717142857142857)","(61.0, 140.0, 137.0)","(31.0, 48.0, 46.529411764705884)","(7.0, 10.0, 9.621052631578946)","(11.0, 16.0, 15.38888888888889)","(5.0, 6.4, 6.18)","(26.0, 42.0, 37.0)","(2.1, 2.46, 2.4538983050847456)"
11-01-2023 21:20:13.222331,"(3.6, 4.8, 4.725714285714286)","(61.0, 140.0, 137.0)","(31.0, 48.0, 46.529411764705884)","(7.0, 10.0, 9.636363636363637)","(11.0, 15.5, 15.3)","(5.0, 6.4, 6.156521739130435)","(26.0, 38.0, 35.833333333333336)","(2.1, 2.46, 2.452984293193717)"
11-01-2023 21:20:14.666885,"(3.6, 4.8, 4.853846153846154)","(61.0, 140.0, 137.0)","(31.0, 48.0, 46.529411764705884)","(7.0, 10.0, 9.622222222222222)","(11.0, 15.5, 15.4)","(5.0, 6.2, 6.04)","(26.0, 36.0, 37.46666666666667)","(2.1, 2.48, 2.4496470588235293)"
11-01-2023 21:20:15.937917,"(3.6, 4.9, 4.853846153846154)","(61.0, 140.0, 137.0)","(31.0, 48.0, 46.529411764705884)","(7.0, 10.0, 9.669565217391304)","(11.0, 15.5, 15.38888888888889)","(5.0, 6.2, 5.95)","(26.0, 38.0, 37.46666666666667)","(2.1, 2.48, 2.461418439716312)"
11-01-2023 21:20:17.187294,"(3.6, 4.9, 4.86)","(61.0, 140.0, 137.35294117647058)","(31.0, 48.0, 46.529411764705884)","(7.0, 10.0, 9.669565217391304)","(11.0, 15.5, 15.38888888888889)","(5.0, 6.2, 6.0181818181818185)","(26.0, 38.0, 36.6)","(2.1, 2.48, 2.4501863354037265)"
11-01-2023 21:20:18.472322,"(3.6, 4.9, 4.7827586206896555)","(61.0, 140.0, 137.35294117647058)","(31.0, 48.0, 46.611111111111114)","(7.0, 10.5, 9.745454545454546)","(11.0, 15.5, 15.38888888888889)","(5.0, 6.2, 5.981818181818182)","(26.0, 38.0, 36.476190476190474)","(2.1, 2.48, 2.4628571428571426)"
11-01-2023 21:20:19.590235,"(3.6, 4.9, 4.7827586206896555)","(61.0, 140.0, 137.35294117647058)","(31.0, 48.0, 46.611111111111114)","(7.0, 10.0, 9.705263157894736)","(11.0, 15.5, 15.3)","(5.0, 6.2, 5.956250000000001)","(26.0, 38.0, 38.285714285714285)","(2.1, 2.48, 2.464969696969697)"
