,Artistic Humma,Weasel Nz,Im Isabella,Feel The Thrill,Matai Reactor,Schooby,My Ultimate Heston,Rafferty Delights,Office Bad Boy
11-01-2023 20:50:49.024047,"(101.0, 470.0, 412.22222222222223)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 15.0, 14.4)","(2.1, 2.84, 2.78)","(3.8, 4.1, 3.9562500000000003)","(8.0, 12.0, 11.5)","(21.0, 36.0, 33.2)","(6.0, 7.4, 7.16)"
11-01-2023 20:50:50.249883,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 15.0, 14.4)","(2.1, 2.84, 2.78)","(3.8, 4.1, 3.9562500000000003)","(8.0, 12.0, 11.25)","(21.0, 36.0, 33.2)","(6.0, 7.4, 7.16)"
11-01-2023 20:50:51.454416,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 15.0, 14.4)","(2.1, 2.84, 2.78)","(3.8, 4.1, 3.9562500000000003)","(8.0, 12.0, 11.25)","(21.0, 36.0, 33.2)","(6.0, 7.4, 7.16)"
11-01-2023 20:50:52.732078,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 15.0, 14.4)","(2.1, 2.84, 2.7199999999999998)","(3.8, 4.1, 3.9562500000000003)","(8.0, 12.0, 11.6)","(21.0, 36.0, 33.2)","(6.0, 7.4, 7.16)"
11-01-2023 20:50:53.983678,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 15.0, 14.4)","(2.1, 2.84, 2.7575)","(3.8, 4.1, 3.9562500000000003)","(8.0, 12.0, 12.0)","(21.0, 36.0, 33.2)","(6.0, 7.4, 7.16)"
11-01-2023 20:50:55.234319,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 15.0, 17.2)","(2.1, 2.84, 2.7575)","(3.8, 4.1, 3.9562500000000003)","(8.0, 13.0, 12.0)","(21.0, 36.0, 33.2)","(6.0, 7.4, 7.16)"
11-01-2023 20:50:56.526178,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 18.5, 15.8)","(2.1, 2.84, 2.7533333333333334)","(3.8, 4.1, 3.9562500000000003)","(8.0, 13.0, 11.125)","(21.0, 36.0, 33.2)","(6.0, 7.4, 7.16)"
11-01-2023 20:50:57.877589,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 18.0, 15.8)","(2.15, 2.84, 2.7533333333333334)","(3.8, 4.1, 3.9562500000000003)","(8.0, 13.0, 11.166666666666666)","(21.0, 36.0, 33.2)","(6.0, 7.4, 7.16)"
11-01-2023 20:50:59.223335,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 18.0, 15.8)","(2.15, 2.84, 2.7533333333333334)","(3.8, 4.1, 3.9562500000000003)","(8.0, 12.5, 11.928571428571429)","(21.0, 36.0, 33.2)","(6.0, 7.4, 7.16)"
11-01-2023 20:51:00.555114,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 18.0, 15.8)","(2.15, 2.84, 2.7533333333333334)","(3.8, 4.1, 3.9562500000000003)","(8.0, 12.5, 11.928571428571429)","(21.0, 36.0, 33.2)","(6.0, 7.4, 6.56923076923077)"
11-01-2023 20:51:01.946498,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 18.0, 15.8)","(2.15, 2.84, 2.762)","(3.8, 4.1, 3.9562500000000003)","(8.0, 12.5, 11.571428571428571)","(21.0, 36.0, 33.2)","(6.0, 7.4, 6.636363636363637)"
11-01-2023 20:51:03.264068,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 18.0, 15.8)","(2.15, 2.84, 2.782222222222222)","(3.8, 4.1, 3.9562500000000003)","(8.0, 12.0, 10.666666666666666)","(21.0, 36.0, 33.2)","(6.0, 7.4, 6.5200000000000005)"
11-01-2023 20:51:04.560100,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 18.0, 15.25)","(2.15, 2.84, 2.8191304347826085)","(3.8, 4.1, 3.9562500000000003)","(8.0, 12.0, 10.666666666666666)","(21.0, 36.0, 33.2)","(6.0, 7.4, 6.5200000000000005)"
11-01-2023 20:51:05.856808,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 18.0, 15.25)","(2.15, 2.84, 2.8191304347826085)","(3.8, 4.1, 3.9562500000000003)","(8.0, 12.0, 10.666666666666666)","(21.0, 36.0, 33.2)","(6.0, 7.4, 6.5200000000000005)"
11-01-2023 20:51:07.182998,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 18.0, 15.25)","(2.15, 2.84, 2.782222222222222)","(3.8, 4.1, 3.9562500000000003)","(8.0, 12.0, 10.666666666666666)","(21.0, 36.0, 33.2)","(6.0, 7.4, 6.5200000000000005)"
11-01-2023 20:51:08.473770,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 18.0, 15.25)","(2.15, 2.84, 2.782222222222222)","(3.8, 4.1, 3.9562500000000003)","(8.0, 12.0, 10.666666666666666)","(21.0, 36.0, 33.2)","(6.0, 7.4, 6.636363636363637)"
11-01-2023 20:51:09.800531,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 18.0, 15.0)","(2.15, 2.84, 2.782222222222222)","(3.8, 4.1, 3.9562500000000003)","(8.0, 12.0, 10.666666666666666)","(21.0, 36.0, 33.2)","(6.0, 7.4, 6.636363636363637)"
11-01-2023 20:51:11.071504,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 15.0)","(2.15, 2.84, 2.782222222222222)","(3.7, 4.1, 3.9562500000000003)","(8.0, 12.0, 10.666666666666666)","(21.0, 36.0, 33.2)","(6.0, 7.4, 6.636363636363637)"
11-01-2023 20:51:12.592703,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 14.75)","(2.15, 2.84, 2.782222222222222)","(3.7, 4.1, 3.9562500000000003)","(8.0, 12.0, 11.25)","(21.0, 36.0, 33.2)","(6.0, 7.4, 6.636363636363637)"
11-01-2023 20:51:14.271934,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.0, 14.75)","(2.15, 2.84, 2.782222222222222)","(3.7, 4.1, 3.9562500000000003)","(8.0, 12.0, 11.214285714285714)","(21.0, 36.0, 33.2)","(6.0, 7.2, 6.866666666666667)"
11-01-2023 20:51:15.861845,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.0, 14.75)","(2.15, 2.84, 2.782222222222222)","(3.7, 4.1, 3.9562500000000003)","(8.0, 13.0, 11.214285714285714)","(21.0, 36.0, 33.2)","(6.0, 7.2, 6.866666666666667)"
11-01-2023 20:51:17.456914,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.0, 15.5)","(2.15, 2.84, 2.7199999999999998)","(3.7, 4.1, 3.9562500000000003)","(8.0, 13.0, 11.214285714285714)","(21.0, 36.0, 33.2)","(6.0, 7.2, 6.644444444444445)"
11-01-2023 20:51:19.081461,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.0, 15.7)","(2.15, 2.84, 2.696)","(3.7, 4.1, 3.9562500000000003)","(8.0, 13.0, 11.5)","(21.0, 36.0, 33.2)","(6.0, 7.2, 6.644444444444445)"
11-01-2023 20:51:20.565792,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 16.5, 15.833333333333334)","(2.15, 2.84, 2.696)","(3.7, 4.1, 3.9562500000000003)","(8.0, 12.5, 11.5)","(21.0, 36.0, 33.2)","(6.0, 7.2, 6.644444444444445)"
11-01-2023 20:51:21.972927,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 15.833333333333334)","(2.15, 2.84, 2.76)","(3.7, 4.1, 3.9562500000000003)","(8.0, 12.5, 11.25)","(21.0, 36.0, 33.2)","(6.0, 7.2, 6.644444444444445)"
11-01-2023 20:51:23.412684,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 15.833333333333334)","(2.15, 2.84, 2.7575)","(3.7, 4.1, 3.9562500000000003)","(8.0, 12.0, 11.25)","(21.0, 36.0, 33.2)","(6.0, 7.2, 6.644444444444445)"
11-01-2023 20:51:24.808960,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 15.833333333333334)","(2.15, 2.84, 2.765)","(3.7, 4.1, 3.9363636363636365)","(8.0, 12.0, 11.25)","(21.0, 36.0, 33.2)","(6.0, 7.2, 6.644444444444445)"
11-01-2023 20:51:26.167905,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 15.833333333333334)","(2.15, 2.84, 2.76)","(3.7, 3.95, 3.92)","(8.0, 12.0, 11.214285714285714)","(21.0, 36.0, 33.2)","(6.0, 7.2, 6.48)"
11-01-2023 20:51:27.542344,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 15.833333333333334)","(2.15, 2.82, 2.7533333333333334)","(3.7, 3.95, 3.9050000000000002)","(8.0, 13.0, 11.214285714285714)","(21.0, 36.0, 33.2)","(6.0, 7.2, 6.48)"
11-01-2023 20:51:28.921162,"(101.0, 460.0, 404.44444444444446)","(14.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 15.833333333333334)","(2.15, 2.8, 2.7533333333333334)","(3.7, 3.95, 3.9050000000000002)","(8.0, 13.0, 11.214285714285714)","(21.0, 36.0, 33.2)","(6.0, 7.2, 6.48)"
11-01-2023 20:51:30.381619,"(101.0, 460.0, 404.44444444444446)","(15.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 15.833333333333334)","(2.15, 2.8, 2.7533333333333334)","(3.7, 3.95, 3.827777777777778)","(8.0, 13.0, 11.5)","(21.0, 36.0, 33.2)","(6.0, 7.2, 6.48)"
11-01-2023 20:51:31.736516,"(101.0, 460.0, 404.44444444444446)","(15.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 15.833333333333334)","(2.15, 2.8, 2.7533333333333334)","(3.7, 3.95, 3.801851851851852)","(8.0, 12.5, 11.5)","(21.0, 36.0, 33.2)","(6.0, 7.2, 6.533333333333333)"
11-01-2023 20:51:33.091238,"(101.0, 460.0, 404.44444444444446)","(15.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 15.0)","(2.15, 2.8, 2.7533333333333334)","(3.7, 3.95, 3.801851851851852)","(8.0, 12.5, 11.5)","(21.0, 36.0, 33.2)","(6.0, 7.2, 6.533333333333333)"
11-01-2023 20:51:34.445202,"(101.0, 450.0, 388.8888888888889)","(15.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 15.0)","(2.15, 2.8, 2.7533333333333334)","(3.7, 3.95, 3.801851851851852)","(8.0, 12.5, 11.25)","(21.0, 36.0, 33.2)","(6.0, 7.2, 6.771428571428571)"
11-01-2023 20:51:35.769785,"(101.0, 440.0, 388.8888888888889)","(15.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 15.0)","(2.2, 2.8, 2.7533333333333334)","(3.6, 3.95, 3.801851851851852)","(8.0, 12.0, 11.25)","(21.0, 36.0, 33.2)","(6.0, 7.2, 6.771428571428571)"
11-01-2023 20:51:37.069920,"(101.0, 440.0, 388.8888888888889)","(15.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 15.0)","(2.2, 2.8, 2.7657142857142856)","(3.6, 3.95, 3.73125)","(8.0, 12.0, 11.214285714285714)","(21.0, 36.0, 33.2)","(6.0, 7.2, 6.84)"
11-01-2023 20:51:38.393801,"(101.0, 440.0, 388.8888888888889)","(15.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 15.0)","(2.2, 2.8, 2.7657142857142856)","(3.6, 3.95, 3.811842105263158)","(8.0, 13.0, 11.5)","(21.0, 36.0, 33.2)","(6.0, 7.2, 6.720000000000001)"
11-01-2023 20:51:39.650149,"(101.0, 440.0, 388.8888888888889)","(15.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 15.0)","(2.2, 2.8, 2.662857142857143)","(3.6, 3.95, 3.8041666666666667)","(8.0, 12.5, 11.666666666666666)","(21.0, 36.0, 33.2)","(6.0, 7.2, 6.866666666666666)"
11-01-2023 20:51:40.910472,"(101.0, 440.0, 388.8888888888889)","(15.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 15.0)","(2.2, 2.82, 2.638181818181818)","(3.6, 3.95, 3.7113636363636364)","(8.0, 12.5, 11.666666666666666)","(21.0, 36.0, 33.2)","(6.0, 7.8, 7.266666666666667)"
11-01-2023 20:51:42.220021,"(101.0, 440.0, 388.8888888888889)","(15.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 15.0)","(2.2, 2.82, 2.736666666666667)","(3.6, 3.95, 3.74)","(8.0, 12.5, 11.25)","(21.0, 36.0, 33.2)","(6.0, 7.6, 7.266666666666667)"
11-01-2023 20:51:43.510716,"(101.0, 440.0, 388.8888888888889)","(15.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 15.0)","(2.2, 2.82, 2.736666666666667)","(3.6, 3.95, 3.725)","(8.0, 12.0, 11.25)","(21.0, 36.0, 33.2)","(6.0, 7.6, 7.266666666666667)"
11-01-2023 20:51:44.868386,"(101.0, 440.0, 388.8888888888889)","(15.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 15.0)","(2.2, 2.82, 2.736666666666667)","(3.6, 3.95, 3.796341463414634)","(8.0, 12.0, 11.25)","(21.0, 36.0, 33.2)","(6.0, 7.6, 7.266666666666667)"
11-01-2023 20:51:46.187121,"(101.0, 440.0, 388.8888888888889)","(15.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 14.5)","(2.2, 2.82, 2.736666666666667)","(3.6, 3.95, 3.716666666666667)","(8.0, 12.0, 11.0)","(21.0, 36.0, 33.2)","(6.0, 7.6, 6.8545454545454545)"
11-01-2023 20:51:47.558045,"(101.0, 440.0, 388.8888888888889)","(15.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 15.833333333333334)","(2.2, 2.82, 2.7199999999999998)","(3.6, 3.95, 3.716666666666667)","(8.0, 11.5, 12.0)","(21.0, 36.0, 33.2)","(6.0, 8.0, 6.8545454545454545)"
11-01-2023 20:51:48.924917,"(101.0, 440.0, 388.8888888888889)","(15.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 15.833333333333334)","(2.2, 2.8, 2.7199999999999998)","(3.6, 3.95, 3.7357142857142858)","(8.0, 13.0, 11.15)","(21.0, 36.0, 33.2)","(6.0, 8.0, 6.8545454545454545)"
11-01-2023 20:51:50.189472,"(101.0, 440.0, 388.8888888888889)","(15.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 15.833333333333334)","(2.2, 2.8, 2.7199999999999998)","(3.6, 3.95, 3.7357142857142858)","(8.0, 12.5, 11.15)","(21.0, 36.0, 33.2)","(6.0, 8.0, 6.8545454545454545)"
11-01-2023 20:51:51.438692,"(101.0, 440.0, 388.8888888888889)","(15.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 15.833333333333334)","(2.2, 2.8, 2.666666666666667)","(3.6, 3.95, 3.7357142857142858)","(8.0, 12.5, 11.6)","(21.0, 36.0, 33.2)","(6.0, 8.0, 6.8545454545454545)"
11-01-2023 20:51:52.639798,"(101.0, 440.0, 388.8888888888889)","(15.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 15.25)","(2.2, 2.8, 2.666666666666667)","(3.6, 3.95, 3.7357142857142858)","(8.0, 12.5, 11.266666666666667)","(21.0, 36.0, 33.2)","(6.0, 8.0, 6.8545454545454545)"
11-01-2023 20:51:53.870298,"(101.0, 440.0, 388.8888888888889)","(15.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 15.25)","(2.2, 2.8, 2.666666666666667)","(3.6, 3.95, 3.7357142857142858)","(8.0, 12.0, 11.266666666666667)","(21.0, 36.0, 33.2)","(6.0, 8.0, 6.8545454545454545)"
11-01-2023 20:51:55.083697,"(101.0, 440.0, 388.8888888888889)","(15.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 15.25)","(2.2, 2.8, 2.666666666666667)","(3.6, 3.95, 3.7357142857142858)","(8.0, 12.0, 11.266666666666667)","(21.0, 36.0, 33.2)","(6.0, 8.0, 6.8545454545454545)"
11-01-2023 20:51:56.281928,"(101.0, 440.0, 388.8888888888889)","(15.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 14.833333333333334)","(2.2, 2.8, 2.666666666666667)","(3.6, 3.95, 3.7543478260869567)","(8.0, 12.0, 11.266666666666667)","(21.0, 36.0, 33.2)","(6.0, 8.0, 6.8545454545454545)"
11-01-2023 20:51:57.411505,"(101.0, 440.0, 388.8888888888889)","(15.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 14.833333333333334)","(2.2, 2.8, 2.666666666666667)","(3.6, 3.95, 3.7543478260869567)","(8.0, 12.0, 11.266666666666667)","(21.0, 36.0, 34.0)","(6.0, 8.0, 6.8545454545454545)"
11-01-2023 20:51:58.600428,"(101.0, 490.0, 455.0)","(15.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 14.833333333333334)","(2.2, 2.8, 2.666666666666667)","(3.6, 3.95, 3.7543478260869567)","(8.0, 12.0, 11.2)","(21.0, 36.0, 34.0)","(6.0, 8.0, 6.8545454545454545)"
11-01-2023 20:51:59.857236,"(101.0, 480.0, 412.5)","(15.0, 99999, 99990)","(51.0, 85.0, 80.0)","(9.0, 17.5, 14.833333333333334)","(2.2, 2.8, 2.666666666666667)","(3.6, 3.95, 3.842857142857143)","(8.0, 12.0, 11.166666666666666)","(21.0, 36.0, 34.0)","(6.0, 8.0, 7.199999999999999)"
11-01-2023 20:52:01.072627,"(101.0, 480.0, 412.5)","(15.0, 99999, 99990)","(51.0, 85.0, 76.66666666666667)","(9.0, 17.5, 14.833333333333334)","(2.2, 2.8, 2.7199999999999998)","(3.6, 4.0, 3.925)","(8.0, 11.5, 11.166666666666666)","(21.0, 36.0, 33.333333333333336)","(6.0, 7.8, 7.466666666666667)"
11-01-2023 20:52:02.313177,"(101.0, 480.0, 412.5)","(15.0, 99999, 99990)","(51.0, 85.0, 77.5)","(9.0, 17.5, 15.571428571428571)","(2.2, 2.8, 2.7199999999999998)","(3.6, 4.0, 3.925)","(8.0, 11.5, 11.166666666666666)","(21.0, 36.0, 33.333333333333336)","(6.0, 7.8, 7.3)"
11-01-2023 20:52:03.621243,"(101.0, 480.0, 412.5)","(15.0, 99999, 99990)","(51.0, 85.0, 77.5)","(9.0, 17.5, 15.571428571428571)","(2.2, 2.8, 2.688)","(3.6, 4.0, 3.925)","(8.0, 11.5, 10.777777777777779)","(21.0, 36.0, 33.333333333333336)","(6.0, 7.6, 7.3)"
11-01-2023 20:52:04.882521,"(101.0, 480.0, 412.5)","(15.0, 99999, 99990)","(51.0, 85.0, 80.45454545454545)","(9.0, 17.5, 15.571428571428571)","(2.2, 2.8, 2.688)","(3.6, 4.0, 3.925)","(8.0, 11.0, 10.777777777777779)","(21.0, 36.0, 33.333333333333336)","(6.0, 7.6, 7.657142857142857)"
11-01-2023 20:52:06.190058,"(101.0, 480.0, 412.5)","(15.0, 99999, 99990)","(51.0, 85.0, 80.45454545454545)","(9.0, 17.5, 15.571428571428571)","(2.2, 2.8, 2.688)","(3.6, 4.0, 3.925)","(8.0, 11.0, 10.777777777777779)","(21.0, 36.0, 33.333333333333336)","(6.0, 7.8, 7.533333333333333)"
11-01-2023 20:52:07.489316,"(101.0, 480.0, 412.5)","(15.0, 99999, 99990)","(51.0, 85.0, 80.45454545454545)","(9.0, 17.5, 15.571428571428571)","(2.2, 2.8, 2.688)","(3.6, 4.0, 3.925)","(8.0, 11.0, 10.777777777777779)","(21.0, 36.0, 34.0)","(6.0, 7.8, 7.533333333333333)"
11-01-2023 20:52:08.689585,"(101.0, 480.0, 412.5)","(15.0, 99999, 99990)","(51.0, 85.0, 80.45454545454545)","(9.0, 17.5, 15.571428571428571)","(2.2, 2.8, 2.688)","(3.6, 4.0, 3.925)","(8.0, 11.0, 10.777777777777779)","(21.0, 36.0, 38.4)","(6.0, 7.8, 7.4)"
11-01-2023 20:52:09.981373,"(101.0, 480.0, 412.5)","(15.0, 99999, 99990)","(51.0, 85.0, 75.0)","(9.0, 17.5, 15.571428571428571)","(2.2, 2.8, 2.688)","(3.6, 4.0, 3.8125)","(8.0, 11.0, 12.045454545454545)","(21.0, 40.0, 38.0)","(6.0, 7.8, 7.4)"
11-01-2023 20:52:11.202721,"(101.0, 480.0, 412.5)","(15.0, 99999, 99990)","(51.0, 85.0, 75.0)","(9.0, 17.5, 15.571428571428571)","(2.2, 2.8, 2.688)","(3.6, 4.0, 3.7199999999999998)","(8.0, 12.5, 12.045454545454545)","(21.0, 40.0, 39.0)","(6.0, 7.8, 7.4)"
11-01-2023 20:52:12.428700,"(101.0, 480.0, 412.5)","(15.0, 99999, 99990)","(51.0, 85.0, 75.0)","(9.0, 17.5, 14.5)","(2.2, 2.8, 2.688)","(3.6, 4.0, 3.8576923076923078)","(8.0, 12.5, 11.5)","(21.0, 40.0, 38.5)","(6.0, 8.0, 7.4)"
11-01-2023 20:52:13.594246,"(101.0, 480.0, 412.5)","(15.0, 99999, 99990)","(51.0, 85.0, 75.0)","(9.0, 17.5, 14.5)","(2.2, 2.8, 2.688)","(3.6, 3.95, 3.8576923076923078)","(8.0, 12.0, 11.5)","(21.0, 40.0, 38.5)","(6.0, 7.8, 7.4)"
11-01-2023 20:52:14.729565,"(101.0, 480.0, 412.5)","(15.0, 99999, 99990)","(51.0, 85.0, 75.0)","(9.0, 17.5, 14.5)","(2.2, 2.8, 2.688)","(3.6, 3.95, 3.8576923076923078)","(8.0, 12.0, 12.0)","(21.0, 40.0, 38.5)","(6.0, 7.8, 7.4)"
11-01-2023 20:52:15.852133,"(101.0, 480.0, 412.5)","(15.0, 99999, 99990)","(51.0, 85.0, 75.0)","(9.0, 17.5, 14.5)","(2.2, 2.8, 2.663684210526316)","(3.6, 3.95, 3.8576923076923078)","(8.0, 13.0, 12.0)","(21.0, 40.0, 38.5)","(6.0, 7.8, 7.4)"
11-01-2023 20:52:17.053273,"(101.0, 470.0, 405.0)","(15.0, 99999, 99990)","(51.0, 85.0, 75.0)","(9.0, 17.5, 14.5)","(2.2, 2.8, 2.663684210526316)","(3.6, 3.95, 3.8576923076923078)","(8.0, 13.0, 11.875)","(21.0, 40.0, 38.0)","(6.0, 7.8, 7.4)"
11-01-2023 20:52:18.450675,"(101.0, 460.0, 397.5)","(15.0, 99999, 99990)","(51.0, 85.0, 75.0)","(9.0, 17.5, 15.571428571428571)","(2.2, 2.8, 2.663684210526316)","(3.6, 3.95, 3.8576923076923078)","(8.0, 12.5, 11.875)","(21.0, 40.0, 38.0)","(6.0, 8.0, 7.4)"
11-01-2023 20:52:20.062882,"(101.0, 450.0, 390.0)","(15.0, 99999, 99990)","(51.0, 85.0, 79.28571428571429)","(9.0, 17.5, 15.571428571428571)","(2.2, 2.8, 2.663684210526316)","(3.5, 3.95, 3.8576923076923078)","(8.0, 12.5, 11.875)","(21.0, 40.0, 38.0)","(6.0, 7.8, 7.4)"
11-01-2023 20:52:21.626304,"(101.0, 450.0, 390.0)","(15.0, 99999, 99990)","(51.0, 85.0, 79.28571428571429)","(9.0, 17.5, 15.571428571428571)","(2.2, 2.8, 2.673658536585366)","(3.5, 3.95, 3.8576923076923078)","(8.0, 12.5, 11.875)","(21.0, 40.0, 38.0)","(6.0, 7.8, 7.4)"
11-01-2023 20:52:23.164240,"(101.0, 450.0, 390.0)","(15.0, 99999, 99990)","(51.0, 85.0, 79.28571428571429)","(9.0, 17.5, 15.571428571428571)","(2.2, 2.8, 2.684888888888889)","(3.5, 3.95, 3.8576923076923078)","(8.0, 12.5, 11.5)","(21.0, 40.0, 38.666666666666664)","(6.0, 7.8, 7.4)"
11-01-2023 20:52:24.569854,"(101.0, 450.0, 382.5)","(15.0, 99999, 99990)","(51.0, 85.0, 79.28571428571429)","(9.0, 17.5, 15.571428571428571)","(2.2, 2.8, 2.7051282051282053)","(3.5, 3.95, 3.43)","(8.0, 12.0, 11.5)","(21.0, 40.0, 39.55555555555556)","(6.0, 8.0, 7.4)"
11-01-2023 20:52:25.847101,"(101.0, 440.0, 382.5)","(15.0, 99999, 99990)","(51.0, 85.0, 79.28571428571429)","(9.0, 17.5, 15.571428571428571)","(2.2, 2.8, 2.7051282051282053)","(3.5, 3.65, 3.5)","(8.0, 12.0, 11.428571428571429)","(21.0, 40.0, 39.55555555555556)","(6.0, 8.0, 7.4)"
11-01-2023 20:52:27.244272,"(101.0, 310.0, 285.0)","(15.0, 99999, 99990)","(51.0, 85.0, 79.0)","(9.0, 17.5, 15.571428571428571)","(2.2, 2.8, 2.7051282051282053)","(3.5, 3.65, 3.4125)","(8.0, 12.0, 11.428571428571429)","(21.0, 40.0, 52.888888888888886)","(6.0, 8.0, 7.4)"
11-01-2023 20:52:28.536789,"(101.0, 310.0, 277.5)","(15.0, 99999, 99990)","(51.0, 85.0, 80.55555555555556)","(9.0, 17.5, 15.571428571428571)","(2.2, 2.8, 2.7455882352941177)","(3.5, 3.6, 3.4125)","(8.0, 12.0, 11.428571428571429)","(21.0, 55.0, 49.81818181818182)","(6.0, 8.0, 7.4)"
11-01-2023 20:52:29.704272,"(101.0, 300.0, 277.5)","(15.0, 99999, 99990)","(51.0, 85.0, 80.55555555555556)","(9.0, 17.5, 15.571428571428571)","(2.2, 2.8, 2.7644444444444445)","(3.5, 3.6, 3.4125)","(8.0, 12.0, 11.666666666666666)","(21.0, 55.0, 44.85714285714286)","(6.0, 8.0, 7.4)"
11-01-2023 20:52:30.929370,"(101.0, 300.0, 277.5)","(15.0, 99999, 99990)","(51.0, 85.0, 80.55555555555556)","(9.0, 17.5, 15.571428571428571)","(2.2, 2.8, 2.7644444444444445)","(3.3, 3.6, 3.4125)","(8.0, 13.0, 11.0)","(21.0, 50.0, 43.66666666666667)","(6.0, 8.0, 7.5)"
